date_obj,Vyrewatch%20top price
2019-04-06,2205
2019-04-07,2205
2019-04-08,2194
2019-04-09,2194
2019-04-10,2194
2019-04-11,2206
2019-04-12,2206
2019-04-13,2263
2019-04-14,2263
2019-04-15,2323
2019-04-16,2323
2019-04-17,2278
2019-04-18,2278
2019-04-19,2280
2019-04-20,2280
2019-04-21,2229
2019-04-22,2229
2019-04-23,2219
2019-04-24,2219
2019-04-25,2160
2019-04-26,2160
2019-04-27,2133
2019-04-28,2133
2019-04-29,2189
2019-04-30,2189
2019-05-01,2299
2019-05-02,2299
2019-05-03,2414
2019-05-04,2414
2019-05-05,2515
2019-05-06,2515
2019-05-07,2548
2019-05-08,2548
2019-05-09,2588
2019-05-10,2588
2019-05-11,2617
2019-05-12,2617
2019-05-13,2664
2019-05-14,2664
2019-05-15,2676
2019-05-16,2676
2019-05-17,2676
2019-05-18,2716
2019-05-19,2716
2019-05-20,2628
2019-05-21,2628
2019-05-22,2628
2019-05-23,2589
2019-05-24,2589
2019-05-25,2650
2019-05-26,2650
2019-05-27,2613
2019-05-28,2613
2019-05-29,2646
2019-05-30,2646
2019-05-31,2649
2019-06-01,2649
2019-06-02,2713
2019-06-03,2713
2019-06-04,2630
2019-06-05,2630
2019-06-06,2585
2019-06-07,2585
2019-06-08,2611
2019-06-09,2611
2019-06-10,2611
2019-06-11,2701
2019-06-12,2701
2019-06-13,2654
2019-06-14,2654
2019-06-15,2654
2019-06-16,2625
2019-06-17,2625
2019-06-18,2625
2019-06-19,2495
2019-06-20,2495
2019-06-21,2413
2019-06-22,2413
2019-06-23,2447
2019-06-24,2447
2019-06-25,2447
2019-06-26,2492
2019-06-27,2492
2019-06-28,2492
2019-06-29,2516
2019-06-30,2516
2019-07-01,2583
2019-07-02,2583
2019-07-03,2542
2019-07-04,2542
2019-07-05,2485
2019-07-06,2485
2019-07-07,2514
2019-07-08,2514
2019-07-09,2476
2019-07-10,2476
2019-07-11,2441
2019-07-12,2441
2019-07-13,2441
2019-07-14,2510
2019-07-15,2510
2019-07-16,2510
2019-07-17,2607
2019-07-18,2607
2019-07-19,2607
2019-07-20,2676
2019-07-21,2676
2019-07-22,2587
2019-07-23,2587
2019-07-24,2587
2019-07-25,2532
2019-07-26,2532
2019-07-27,2565
2019-07-28,2565
2019-07-29,2541
2019-07-30,2541
2019-07-31,2528
2019-08-01,2528
2019-08-02,2528
2019-08-03,2546
2019-08-04,2546
2019-08-05,2546
2019-08-06,2607
2019-08-07,2607
2019-08-08,2514
2019-08-09,2514
2019-08-10,2456
2019-08-11,2456
2019-08-12,2492
2019-08-13,2492
2019-08-14,2492
2019-08-15,2473
2019-08-16,2473
2019-08-17,2525
2019-08-18,2525
2019-08-19,2591
2019-08-20,2591
2019-08-21,2591
2019-08-22,2533
2019-08-23,2533
2019-08-24,2552
2019-08-24,2552
2019-08-25,2552
2019-08-25,2552
2019-08-26,2552
2019-08-26,2552
2019-08-27,2429
2019-08-27,2429
2019-08-28,2429
2019-08-29,2336
2019-08-30,2336
2019-08-31,2336
2019-09-01,2332
2019-09-02,2332
2019-09-03,2332
2019-09-04,2304
2019-09-05,2304
2019-09-06,2304
2019-09-07,2307
2019-09-08,2307
2019-09-09,2307
2019-09-10,2327
2019-09-11,2327
2019-09-12,2327
2019-09-13,2426
2019-09-14,2426
2019-09-15,2462
2019-09-16,2462
2019-09-17,2462
2019-09-18,2523
2019-09-19,2523
2019-09-20,2523
2019-09-21,2519
2019-09-22,2519
2019-09-23,2397
2019-09-24,2397
2019-09-25,2397
2019-09-26,2303
2019-09-27,2303
2019-09-28,2197
2019-09-29,2197
2019-09-30,2197
2019-10-01,2087
2019-10-02,2087
2019-10-03,2087
2019-10-04,2014
2019-10-05,2014
2019-10-06,1964
2019-10-07,1964
2019-10-08,1900
2019-10-09,1900
2019-10-10,1900
2019-10-11,1831
2019-10-12,1831
2019-10-13,1799
2019-10-14,1799
2019-10-15,1799
2019-10-16,1754
2019-10-17,1754
2019-10-18,1754
2019-10-19,1764
2019-10-20,1764
2019-10-21,1764
2019-10-22,1840
2019-10-23,1840
2019-10-24,1840
2019-10-25,1932
2019-10-26,1932
2019-10-27,1932
2019-10-28,1975
2019-10-29,1975
2019-10-30,1975
2019-10-31,1969
2019-11-01,1969
2019-11-02,1969
2019-11-03,1916
2019-11-04,1916
2019-11-05,1916
2019-11-06,1916
2019-11-07,1854
2019-11-08,1854
2019-11-09,1819
2019-11-10,1819
2019-11-11,1845
2019-11-12,1845
2019-11-13,1845
2019-11-14,1904
2019-11-15,1904
2019-11-16,1899
2019-11-17,1899
2019-11-18,1899
2019-11-19,1899
2019-11-20,1857
2019-11-21,1857
2019-11-22,1857
2019-11-23,1801
2019-11-24,1801
2019-11-25,1801
2019-11-26,1845
2019-11-27,1845
2019-11-28,1845
2019-11-29,1845
2019-11-30,1879
2019-12-01,1879
2019-12-02,1879
2019-12-03,1898
2019-12-04,1898
2019-12-05,1898
2019-12-06,1898
2019-12-07,1944
2019-12-08,1944
2019-12-09,1944
2019-12-10,1982
2019-12-11,1982
2019-12-12,1982
2019-12-13,2041
2019-12-14,2041
2019-12-15,2041
2019-12-16,2078
2019-12-17,2078
2019-12-18,2078
2019-12-19,2126
2019-12-20,2126
2019-12-21,2126
2019-12-22,2083
2019-12-23,2083
2019-12-24,2083
2019-12-25,2118
2019-12-26,2118
2019-12-27,2118
2019-12-28,2094
2019-12-29,2094
2019-12-30,2094
2019-12-31,2011
2020-01-01,2011
2020-01-02,1963
2020-01-03,1963
2020-01-04,1963
2020-01-05,1964
2020-01-06,1964
2020-01-07,1928
2020-01-08,1928
2020-01-09,1928
2020-01-10,1887
2020-01-11,1887
2020-01-12,1792
2020-01-13,1792
2020-01-14,1792
2020-01-15,1734
2020-01-16,1734
2020-01-17,1724
2020-01-18,1724
2020-01-19,1719
2020-01-20,1719
2020-01-21,1719
2020-01-22,1738
2020-01-23,1738
2020-01-24,1735
2020-01-25,1735
2020-01-26,1749
2020-01-27,1749
2020-01-28,1679
2020-01-29,1679
2020-01-30,1697
2020-01-31,1697
2020-02-01,1746
2020-02-02,1746
2020-02-03,1702
2020-02-04,1702
2020-02-05,1729
2020-02-06,1729
2020-02-07,1700
2020-02-08,1700
2020-02-09,1710
2020-02-10,1710
2020-02-11,1719
2020-02-12,1719
2020-02-13,1719
2020-02-14,1717
2020-02-15,1717
2020-02-16,1717
2020-02-17,1695
2020-02-18,1695
2020-02-19,1695
2020-02-20,1681
2020-02-21,1681
2020-02-22,1681
2020-02-23,1684
2020-02-24,1684
2020-02-25,1731
2020-02-26,1731
2020-02-27,1817
2020-02-28,1817
2020-02-29,1802
2020-03-01,1802
2020-03-02,1753
2020-03-03,1753
2020-03-04,1753
2020-03-05,1715
2020-03-06,1715
2020-03-07,1688
2020-03-08,1688
2020-03-09,1748
2020-03-10,1748
2020-03-11,1748
2020-03-12,1749
2020-03-13,1749
2020-03-14,1749
2020-03-15,1748
2020-03-16,1748
2020-03-17,1741
2020-03-18,1741
2020-03-19,1727
2020-03-20,1727
2020-03-21,1689
2020-03-22,1689
2020-03-23,1768
2020-03-24,1768
2020-03-25,1857
2020-03-26,1908
2020-03-27,1908
2020-03-28,1906
2020-03-29,1828
2020-03-30,1828
2020-03-31,1833
2020-04-01,1833
2020-04-02,1741
2020-04-03,1741
2020-04-04,1673
2020-04-05,1673
2020-04-06,1671
2020-04-07,1671
2020-04-08,1649
2020-04-09,1649
2020-04-10,1651
2020-04-11,1617
2020-04-12,1617
2020-04-13,1548
2020-04-14,1548
2020-04-15,1516
2020-04-16,1516
2020-04-17,1589
2020-04-18,1636
2020-04-19,1611
2020-04-20,1611
2020-04-21,1666
2020-04-22,1607
2020-04-23,1607
2020-04-24,1572
2020-04-25,1572
2020-04-26,1495
2020-04-27,1445
2020-04-28,1445
2020-04-29,1479
2020-04-30,1479
2020-05-01,1500
2020-05-02,1500
2020-05-03,1438
2020-05-04,1438
2020-05-05,1491
2020-05-06,1491
2020-05-07,1504
2020-05-08,1504
2020-05-09,1499
2020-05-10,1499
2020-05-11,1438
2020-05-12,1438
2020-05-13,1464
