date_obj,Burnt%20page price
2017-12-19,5325
2017-12-20,5506
2017-12-21,5604
2017-12-22,5429
2017-12-23,5339
2017-12-24,5136
2017-12-25,5024
2017-12-26,5039
2017-12-27,5100
2017-12-28,5224
2017-12-29,5283
2017-12-30,5450
2017-12-31,5687
2018-01-01,5742
2018-01-02,6029
2018-01-03,6281
2018-01-04,5967
2018-01-05,5668
2018-01-06,5384
2018-01-07,5114
2018-01-08,4902
2018-01-09,4706
2018-01-10,4478
2018-01-11,4256
2018-01-12,4064
2018-01-13,4041
2018-01-14,3985
2018-01-15,3860
2018-01-16,3924
2018-01-17,4054
2018-01-18,4113
2018-01-19,4209
2018-01-20,4392
2018-01-21,4553
2018-01-22,4751
2018-01-23,4783
2018-01-24,4645
2018-01-25,4440
2018-01-26,4321
2018-01-27,4305
2018-01-28,4192
2018-01-29,4083
2018-01-30,4155
2018-01-31,4143
2018-02-01,4129
2018-02-02,4109
2018-02-03,4206
2018-02-04,4248
2018-02-05,4213
2018-02-06,4298
2018-02-07,4454
2018-02-08,4651
2018-02-09,4646
2018-02-10,4431
2018-02-11,4217
2018-02-12,4074
2018-02-13,3954
2018-02-14,4046
2018-02-15,4113
2018-02-16,4156
2018-02-17,4134
2018-02-18,4034
2018-02-19,3960
2018-02-20,3958
2018-02-21,4057
2018-02-22,4114
2018-02-23,4150
2018-02-24,4183
2018-02-25,4229
2018-02-26,4158
2018-02-27,4177
2018-02-28,4214
2018-03-01,4166
2018-03-02,4070
2018-03-03,4100
2018-03-04,4181
2018-03-05,4260
2018-03-06,4372
2018-03-07,4300
2018-03-08,4310
2018-03-09,4297
2018-03-10,4330
2018-03-11,4294
2018-03-12,4304
2018-03-13,4366
2018-03-14,4380
2018-03-15,4401
2018-03-16,4477
2018-03-17,4536
2018-03-18,4518
2018-03-19,4516
2018-03-20,4443
2018-03-21,4387
2018-03-23,4335
2018-03-24,4321
2018-03-25,4483
2018-03-26,4508
2018-03-27,4528
2018-03-28,4571
2018-03-29,4544
2018-03-30,4516
2018-03-31,4478
2018-04-01,4436
2018-04-02,4348
2018-04-03,4252
2018-04-04,4041
2018-04-05,4006
2018-04-06,4022
2018-04-07,4059
2018-04-08,4211
2018-04-09,4356
2018-04-10,4315
2018-04-11,4207
2018-04-12,4196
2018-04-13,4229
2018-04-14,4340
2018-04-15,4504
2018-04-16,4606
2018-04-17,4562
2018-04-18,4503
2018-04-19,4462
2018-04-20,4393
2018-04-21,4410
2018-04-22,4614
2018-04-23,4834
2018-04-24,5073
2018-04-25,5327
2018-04-26,5585
2018-04-27,5571
2018-04-28,5423
2018-04-29,5192
2018-04-30,5014
2018-05-01,4970
2018-05-02,4899
2018-05-03,4904
2018-05-04,5054
2018-05-05,5246
2018-05-06,5415
2018-05-07,5542
2018-05-08,5627
2018-05-09,5533
2018-05-10,5583
2018-05-11,5842
2018-05-12,5573
2018-05-13,5306
2018-05-14,5251
2018-05-15,5209
2018-05-16,5174
2018-05-17,5092
2018-05-18,4988
2018-05-19,4871
2018-05-20,4851
2018-05-21,4832
2018-05-22,4813
2018-05-23,4783
2018-05-24,4808
2018-05-25,4741
2018-05-26,4779
2018-05-27,4769
2018-05-28,4773
2018-05-29,4756
2018-05-30,4787
2018-05-31,4877
2018-06-01,5002
2018-06-02,5128
2018-06-03,5340
2018-06-04,5344
2018-06-05,5275
2018-06-06,5172
2018-06-07,5062
2018-06-08,4963
2018-06-09,4833
2018-06-10,4669
2018-06-11,4494
2018-06-12,4368
2018-06-13,4217
2018-06-14,4185
2018-06-15,4122
2018-06-16,4119
2018-06-17,4096
2018-06-18,4011
2018-06-19,4028
2018-06-20,4112
2018-06-21,4075
2018-06-22,4189
2018-06-23,4326
2018-06-24,4286
2018-06-25,4488
2018-06-26,4713
2018-06-27,4882
2018-06-28,4881
2018-06-29,4659
2018-06-30,4611
2018-07-01,4579
2018-07-02,4701
2018-07-03,4923
2018-07-04,4854
2018-07-05,4866
2018-07-06,4819
2018-07-07,4785
2018-07-08,4776
2018-07-09,4767
2018-07-10,4686
2018-07-11,4664
2018-07-12,4585
2018-07-13,4698
2018-07-14,4697
2018-07-15,4717
2018-07-16,4732
2018-07-17,4849
2018-07-18,4963
2018-07-19,5017
2018-07-20,5113
2018-07-21,5114
2018-07-22,5126
2018-07-23,4953
2018-07-24,4721
2018-07-25,4644
2018-07-26,4541
2018-07-27,4552
2018-07-28,4514
2018-07-29,4497
2018-07-30,4573
2018-07-31,4667
2018-08-01,4843
2018-08-02,4922
2018-08-03,4946
2018-08-04,4824
2018-08-05,4862
2018-08-06,4835
2018-08-07,4722
2018-08-08,4747
2018-08-09,4749
2018-08-10,4904
2018-08-11,5107
2018-08-12,4977
2018-08-14,4742
2018-08-16,4618
2018-08-17,4508
2018-08-18,4395
2018-08-19,4381
2018-08-20,4373
2018-08-21,4356
2018-08-22,4322
2018-08-23,4264
2018-08-24,4343
2018-08-25,4456
2018-08-26,4285
2018-08-27,4253
2018-08-28,4406
2018-08-29,4446
2018-08-30,4400
2018-08-31,4528
2018-09-01,4581
2018-09-02,4636
2018-09-03,4745
2018-09-04,4747
2018-09-05,4693
2018-09-06,4681
2018-09-07,4708
2018-09-08,4730
2018-09-09,4743
2018-09-10,4738
2018-09-11,4871
2018-09-12,4844
2018-09-13,4810
2018-09-14,4872
2018-09-15,4984
2018-09-16,5163
2018-09-17,5180
2018-09-18,5104
2018-09-19,5084
2018-09-20,5214
2018-09-21,5315
2018-09-22,5576
2018-09-23,5846
2018-09-24,5900
2018-09-25,5925
2018-09-26,5915
2018-09-27,5939
2018-09-28,5972
2018-09-29,6126
2018-09-30,6137
2018-10-01,6103
2018-10-02,6053
2018-10-03,6006
2018-10-04,5954
2018-10-05,5961
2018-10-06,6039
2018-10-07,6209
2018-10-08,6308
2018-10-09,6222
2018-10-10,6177
2018-10-11,6284
2018-10-12,6437
2018-10-13,6398
2018-10-14,6477
2018-10-15,6464
2018-10-16,6298
2018-10-17,6190
2018-10-18,6337
2018-10-19,6253
2018-10-20,6178
2018-10-21,6256
2018-10-22,6234
2018-10-23,6121
2018-10-24,6132
2018-10-25,6145
2018-10-26,5966
2018-10-27,5944
2018-10-28,6056
2018-10-29,6043
2018-10-30,6054
2018-10-31,6058
2018-11-01,6172
2018-11-03,6156
2018-11-04,6211
2018-11-05,6215
2018-11-06,6194
2018-11-07,6193
2018-11-08,6087
2018-11-09,6107
2018-11-10,6058
2018-11-11,6010
2018-11-12,5900
2018-11-13,5717
2018-11-15,5562
2018-11-16,5412
2018-11-17,5306
2018-11-18,5219
2018-11-19,5216
2018-11-20,5091
2018-11-21,5095
2018-11-22,4977
2018-11-23,4916
2018-11-24,4841
2018-11-25,4784
2018-11-26,4804
2018-11-27,4846
2018-11-28,4915
2018-11-29,5111
2018-12-01,5531
2018-12-02,5562
2018-12-03,5549
2018-12-04,5579
2018-12-05,5572
2018-12-07,5389
2018-12-09,5172
2018-12-10,5116
2018-12-11,5051
2018-12-12,5025
2018-12-13,5008
2018-12-14,4959
2018-12-15,4929
2018-12-16,4912
2018-12-17,4880
2018-12-18,4964
2018-12-19,5108
2018-12-20,5141
2018-12-21,5212
2018-12-22,5309
2018-12-23,5330
2018-12-24,5304
2018-12-25,5317
2018-12-26,5310
2018-12-27,5360
2018-12-28,5366
2018-12-29,5403
2018-12-30,5325
2018-12-31,5297
2019-01-01,5260
2019-01-02,5246
2019-01-03,5196
2019-01-04,5195
2019-01-05,5135
2019-01-06,5038
2019-01-08,4925
2019-01-10,4733
2019-01-11,4666
2019-01-12,4600
2019-01-13,4599
2019-01-14,4580
2019-01-15,4809
2019-01-16,4815
2019-01-17,4698
2019-01-18,4634
2019-01-19,4552
2019-01-20,4427
2019-01-21,4364
2019-01-22,4375
2019-01-23,4478
2019-01-24,4469
2019-01-25,4587
2019-01-26,4612
2019-01-27,4560
2019-01-28,4490
2019-01-29,4464
2019-01-30,4432
2019-01-31,4492
2019-02-01,4583
2019-02-02,4812
2019-02-03,4750
2019-02-04,4631
2019-02-05,4594
2019-02-06,4549
2019-02-07,4445
2019-02-08,4393
2019-02-09,4336
2019-02-10,4246
2019-02-11,4271
2019-02-12,4307
2019-02-13,4306
2019-02-14,4384
2019-02-15,4332
2019-02-16,4301
2019-02-17,4276
2019-02-18,4258
2019-02-19,4263
2019-02-20,4280
2019-02-21,4389
2019-02-22,4293
2019-02-23,4302
2019-02-24,4301
2019-02-25,4272
2019-02-26,4274
2019-02-27,4418
2019-02-28,4626
2019-03-01,4844
2019-03-02,5067
2019-03-03,5065
2019-03-04,5021
2019-03-05,5065
2019-03-06,5129
2019-03-07,5167
2019-03-08,5172
2019-03-09,5156
2019-03-10,5021
2019-03-11,4897
2019-03-12,4900
2019-03-13,4849
2019-03-14,4818
2019-03-15,4785
2019-03-16,4785
2019-03-17,4876
2019-03-18,4892
2019-03-19,5072
2019-03-20,5152
2019-03-21,5103
2019-03-22,5108
2019-03-23,5094
2019-03-24,5075
2019-03-25,5039
2019-03-26,5033
2019-03-27,5076
2019-03-28,5123
2019-03-29,5313
2019-03-30,5537
2019-03-31,5674
2019-04-01,5588
2019-04-02,5565
2019-04-03,5560
2019-04-04,5542
2019-04-05,5531
2019-04-06,5689
2019-04-07,5741
2019-04-08,5698
2019-04-09,5649
2019-04-10,5695
2019-04-11,5925
2019-04-12,5876
2019-04-13,5797
2019-04-14,5786
2019-04-15,5654
2019-04-16,5624
2019-04-17,5431
2019-04-18,5475
2019-04-19,5525
2019-04-20,5721
2019-04-21,5902
2019-04-22,5790
2019-04-23,5720
2019-04-24,5769
2019-04-25,5758
2019-04-26,5626
2019-04-27,5799
2019-04-28,5732
2019-04-29,5652
2019-04-30,5660
2019-05-01,5622
2019-05-02,5728
2019-05-03,5754
2019-05-04,5666
2019-05-05,5641
2019-05-06,5621
2019-05-07,5574
2019-05-08,5541
2019-05-09,5522
2019-05-10,5484
2019-05-11,5423
2019-05-12,5418
2019-05-13,5493
2019-05-14,5504
2019-05-15,5584
2019-05-16,5531
2019-05-17,5617
2019-05-18,5847
2019-05-19,5997
2019-05-20,5932
2019-05-21,5904
2019-05-22,5911
2019-05-23,5985
2019-05-24,5927
2019-05-25,5857
2019-05-26,5783
2019-05-27,5773
2019-05-28,5764
2019-05-29,5785
2019-05-30,5782
2019-05-31,5640
2019-06-01,5650
2019-06-02,5685
2019-06-03,5611
2019-06-04,5627
2019-06-05,5591
2019-06-06,5647
2019-06-07,5715
2019-06-08,5695
2019-06-09,5638
2019-06-10,5651
2019-06-11,5601
2019-06-12,5561
2019-06-13,5471
2019-06-14,5288
2019-06-15,5174
2019-06-16,5086
2019-06-17,5133
2019-06-18,5130
2019-06-19,5106
2019-06-20,5013
2019-06-21,4991
2019-06-22,5037
2019-06-23,5091
2019-06-24,5074
2019-06-25,5026
2019-06-26,5053
2019-06-27,5055
2019-06-28,5042
2019-06-29,5035
2019-06-30,5082
2019-07-01,5164
2019-07-02,5248
2019-07-03,5282
2019-07-04,5236
2019-07-05,5257
2019-07-06,5390
2019-07-07,5658
2019-07-08,5653
2019-07-09,5909
2019-07-10,6095
2019-07-11,6042
2019-07-12,5966
2019-07-13,5891
2019-07-14,5828
2019-07-15,5773
2019-07-16,5743
2019-07-17,5673
2019-07-18,5612
2019-07-19,5581
2019-07-20,5484
2019-07-21,5319
2019-07-22,5268
2019-07-23,5203
2019-07-24,5181
2019-07-25,5071
2019-07-26,5093
2019-07-27,5060
2019-07-28,5049
2019-07-29,5035
2019-07-30,4823
2019-07-31,4756
2019-08-01,4699
2019-08-02,4687
2019-08-03,4691
2019-08-04,4884
2019-08-05,4929
2019-08-06,4921
2019-08-07,4873
2019-08-08,4954
2019-08-09,5137
2019-08-10,5133
2019-08-11,5061
2019-08-12,5030
2019-08-13,5077
2019-08-14,5119
2019-08-15,5198
2019-08-16,5237
2019-08-17,5304
2019-08-18,5305
2019-08-19,5307
2019-08-20,5289
2019-08-21,5282
2019-08-22,5323
2019-08-23,5404
2019-08-24,5417
2019-08-24,5417
2019-08-25,5369
2019-08-25,5369
2019-08-26,5364
2019-08-27,5392
2019-08-27,5392
2019-08-28,5411
2019-08-29,5593
2019-08-30,5574
2019-08-31,5538
2019-09-01,5513
2019-09-02,5567
2019-09-03,5689
2019-09-04,5765
2019-09-05,5701
2019-09-06,5704
2019-09-07,5647
2019-09-08,5596
2019-09-09,5598
2019-09-10,5552
2019-09-11,5589
2019-09-12,5572
2019-09-13,5480
2019-09-14,5424
2019-09-15,5310
2019-09-16,5258
2019-09-17,5232
2019-09-18,5210
2019-09-19,5205
2019-09-20,5249
2019-09-21,5240
2019-09-22,5437
2019-09-23,5541
2019-09-24,5536
2019-09-25,5623
2019-09-26,5610
2019-09-27,5600
2019-09-28,5707
2019-09-29,5823
2019-09-30,5843
2019-10-01,5817
2019-10-02,5806
2019-10-03,5780
2019-10-04,5720
2019-10-05,5690
2019-10-06,5769
2019-10-07,5744
2019-10-08,5745
2019-10-09,5839
2019-10-10,5863
2019-10-11,6082
2019-10-12,6370
2019-10-13,6465
2019-10-14,6426
2019-10-15,6383
2019-10-16,6345
2019-10-17,6330
2019-10-18,6251
2019-10-19,6062
2019-10-20,5789
2019-10-21,5600
2019-10-22,5566
2019-10-23,5483
2019-10-24,5500
2019-10-25,5628
2019-10-26,5659
2019-10-27,5709
2019-10-28,5660
2019-10-29,5723
2019-10-30,5949
2019-10-31,5895
2019-11-01,5900
2019-11-02,5924
2019-11-03,6206
2019-11-04,6183
2019-11-05,6062
2019-11-06,5964
2019-11-07,5998
2019-11-08,5988
2019-11-09,6082
2019-11-10,6117
2019-11-11,6044
2019-11-12,6015
2019-11-13,5936
2019-11-14,5913
2019-11-15,5844
2019-11-16,5750
2019-11-17,5723
2019-11-18,5767
2019-11-19,5875
2019-11-20,5825
2019-11-21,5803
2019-11-22,6084
2019-11-23,6186
2019-11-24,6189
2019-11-25,6447
2019-11-26,6715
2019-11-27,7005
2019-11-28,7218
2019-11-29,7579
2019-11-30,7958
2019-12-01,8164
2019-12-02,8157
2019-12-03,8117
2019-12-04,8233
2019-12-05,8213
2019-12-06,8437
2019-12-07,8857
2019-12-08,8707
2019-12-09,8372
2019-12-10,8750
2019-12-11,9188
2019-12-12,9642
2019-12-13,10125
2019-12-14,10632
2019-12-15,11164
2019-12-16,11723
2019-12-17,12310
2019-12-18,12926
2019-12-19,13562
2019-12-20,14080
2019-12-21,13706
2019-12-22,13206
2019-12-23,12654
2019-12-24,12552
2019-12-25,12176
2019-12-26,11568
2019-12-27,11156
2019-12-28,10897
2019-12-29,10352
2019-12-30,9834
2019-12-31,9344
2020-01-01,8994
2020-01-02,9396
2020-01-03,9084
2020-01-04,8872
2020-01-05,8689
2020-01-06,8398
2020-01-07,8595
2020-01-08,8670
2020-01-09,8656
2020-01-10,8550
2020-01-11,8548
2020-01-12,8536
2020-01-13,8535
2020-01-14,8482
2020-01-15,8539
2020-01-16,8551
2020-01-17,8654
2020-01-18,8866
2020-01-19,9165
2020-01-20,9464
2020-01-21,9877
2020-01-22,10371
2020-01-23,10575
2020-01-24,10208
2020-01-25,10356
2020-01-26,10605
2020-01-27,10634
2020-01-28,10467
2020-01-29,10181
2020-01-30,9671
2020-01-31,9197
2020-02-01,9386
2020-02-02,9608
2020-02-03,9677
2020-02-04,9980
2020-02-05,10281
2020-02-06,10099
2020-02-07,9594
2020-02-08,9114
2020-02-09,8658
2020-02-10,8225
2020-02-11,7813
2020-02-12,7865
2020-02-13,7980
2020-02-14,7998
2020-02-15,7805
2020-02-16,7550
2020-02-17,7212
2020-02-18,6883
2020-02-19,6848
2020-02-20,6742
2020-02-21,6638
2020-02-22,6805
2020-02-23,6858
2020-02-24,6657
2020-02-25,6696
2020-02-26,6587
2020-02-27,6556
2020-02-28,6404
2020-02-29,6346
2020-03-01,6242
2020-03-02,6156
2020-03-03,6361
2020-03-04,6450
2020-03-05,6405
2020-03-06,6333
2020-03-07,6268
2020-03-08,6315
2020-03-09,6369
2020-03-10,6360
2020-03-11,6356
2020-03-12,6308
2020-03-13,6072
2020-03-14,6079
2020-03-15,6042
2020-03-16,5869
2020-03-17,5601
2020-03-18,5320
2020-03-19,5123
2020-03-20,5320
2020-03-21,5526
2020-03-22,5466
2020-03-23,5192
2020-03-24,5008
2020-03-25,4857
2020-03-26,4735
2020-03-27,4580
2020-03-28,4578
2020-03-29,4476
2020-03-30,4563
2020-03-31,4762
2020-04-01,5001
2020-04-02,5252
2020-04-03,5492
2020-04-04,5637
2020-04-05,5603
2020-04-06,5506
2020-04-07,5296
2020-04-08,5031
2020-04-09,4779
2020-04-10,4540
2020-04-11,4313
2020-04-12,4097
2020-04-13,3892
2020-04-14,3697
2020-04-15,3512
2020-04-16,3336
2020-04-17,3169
2020-04-18,3010
2020-04-19,3004
2020-04-20,3140
2020-04-21,3293
2020-04-22,3445
2020-04-23,3381
2020-04-24,3242
2020-04-25,3106
2020-04-26,3037
2020-04-27,2890
2020-04-28,2895
2020-04-29,2984
2020-04-30,2993
2020-05-01,2868
2020-05-02,2837
2020-05-03,2810
2020-05-04,2818
2020-05-05,2815
2020-05-06,2790
2020-05-07,2844
2020-05-08,2846
2020-05-09,2939
2020-05-10,3050
2020-05-11,3124
2020-05-12,3223
2020-05-13,3188
