date_obj,White%20headband price
2015-12-11,36785
2015-12-13,36300
2015-12-14,36300
2015-12-15,36666
2015-12-16,36666
2015-12-17,36605
2015-12-18,36605
2015-12-19,36228
2015-12-20,35934
2015-12-21,35934
2015-12-22,35585
2015-12-23,35585
2015-12-24,35886
2015-12-25,35886
2015-12-26,35886
2015-12-27,35449
2015-12-28,35449
2015-12-29,34696
2015-12-30,34696
2015-12-31,34489
2016-01-01,34489
2016-01-02,34489
2016-01-03,33918
2016-01-04,33918
2016-01-05,32843
2016-01-06,32843
2016-01-07,32034
2016-01-08,32034
2016-01-09,31131
2016-01-10,31131
2016-01-11,30439
2016-01-12,30439
2016-01-13,29673
2016-01-14,29072
2016-01-15,29072
2016-01-16,27747
2016-01-17,27747
2016-01-18,27014
2016-01-19,27014
2016-01-20,26324
2016-01-21,26324
2016-01-22,25962
2016-01-23,25962
2016-01-24,25671
2016-01-25,25162
2016-01-26,25162
2016-01-27,24957
2016-01-28,24957
2016-01-29,25077
2016-01-30,25077
2016-01-31,24982
2016-02-01,25543
2016-02-02,25543
2016-02-03,24957
2016-02-04,24957
2016-02-05,24630
2016-02-06,24499
2016-02-07,24499
2016-02-08,23655
2016-02-09,23655
2016-02-10,23080
2016-02-11,23080
2016-02-12,22433
2016-02-13,21753
2016-02-14,21753
2016-02-15,21359
2016-02-16,21359
2016-02-17,20612
2016-02-18,20612
2016-02-19,19764
2016-02-20,19852
2016-02-21,19162
2016-02-22,19162
2016-02-23,18806
2016-02-24,19113
2016-02-25,19748
2016-02-26,19748
2016-02-27,20465
2016-02-28,21052
2016-02-29,20722
2016-03-01,20105
2016-03-02,19824
2016-03-03,20535
2016-03-04,20672
2016-03-05,20621
2016-03-06,20467
2016-03-07,20467
2016-03-08,20103
2016-03-09,20580
2016-03-10,21026
2016-03-11,21026
2016-03-12,20808
2016-03-13,20808
2016-03-14,20520
2016-03-15,21184
2016-03-16,20793
2016-03-17,20793
2016-03-18,20756
2016-03-19,21251
2016-03-20,21475
2016-03-21,21475
2016-03-22,21349
2016-03-23,21248
2016-03-24,21495
2016-03-25,22252
2016-03-26,22816
2016-03-27,22816
2016-03-28,22953
2016-03-29,23021
2016-03-30,23021
2016-03-31,23044
2016-04-01,23358
2016-04-02,23910
2016-04-03,24904
2016-04-04,25979
2016-04-05,25979
2016-04-06,26362
2016-04-07,26362
2016-04-08,26200
2016-04-09,26039
2016-04-10,25908
2016-04-11,25908
2016-04-12,25526
2016-04-13,25155
2016-04-14,24730
2016-04-15,24739
2016-04-16,24739
2016-04-17,24145
2016-04-18,23785
2016-04-19,23785
2016-04-20,23514
2016-04-21,23514
2016-04-22,22706
2016-04-23,22706
2016-04-24,22156
2016-04-25,21957
2016-04-26,21957
2016-04-27,21192
2016-04-28,21192
2016-04-29,20812
2016-04-30,20532
2016-05-01,20532
2016-05-02,20007
2016-05-03,20007
2016-05-04,20334
2016-05-05,20708
2016-05-06,20708
2016-05-07,20879
2016-05-08,20879
2016-05-09,20229
2016-05-10,20229
2016-05-11,19564
2016-05-12,19564
2016-05-13,19215
2016-05-14,19215
2016-05-15,18953
2016-05-16,18953
2016-05-17,18849
2016-05-18,18616
2016-05-19,18616
2016-05-22,17858
2016-05-23,17597
2016-05-24,17507
2016-05-25,17507
2016-05-26,17176
2016-05-27,17242
2016-05-28,17242
2016-05-29,17002
2016-05-30,17002
2016-05-31,16837
2016-06-01,16339
2016-06-02,16654
2016-06-03,16654
2016-06-04,16591
2016-06-05,16735
2016-06-06,16593
2016-06-07,16593
2016-06-08,16513
2016-06-09,16708
2016-06-10,16801
2016-06-11,17102
2016-06-12,17287
2016-06-13,17287
2016-06-14,17565
2016-06-15,17950
2016-06-16,18332
2016-06-17,18676
2016-06-18,18881
2016-06-19,19265
2016-06-20,19681
2016-06-21,19622
2016-06-22,19553
2016-06-23,19440
2016-06-24,19440
2016-06-25,19329
2016-06-26,19329
2016-06-27,18835
2016-06-28,18893
2016-06-29,18893
2016-06-30,18291
2016-07-01,17861
2016-07-02,17861
2016-07-03,17747
2016-07-04,17294
2016-07-05,17294
2016-07-06,16760
2016-07-07,16760
2016-07-08,16250
2016-07-09,15668
2016-07-10,15365
2016-07-11,14667
2016-07-12,14667
2016-07-13,14096
2016-07-14,13719
2016-07-15,13719
2016-07-16,13078
2016-07-17,13078
2016-07-18,12433
2016-07-24,12721
2016-07-25,12721
2016-07-26,12440
2016-07-27,12440
2016-07-28,12172
2016-07-29,11735
2016-07-30,11735
2016-07-31,11787
2016-08-01,11787
2016-08-02,11479
2016-08-03,11479
2016-08-04,11302
2016-08-05,11302
2016-08-06,11018
2016-08-07,11018
2016-08-08,10655
2016-08-09,10655
2016-08-10,10122
2016-08-11,10122
2016-08-12,9743
2016-08-13,9743
2016-08-14,9438
2016-08-15,9438
2016-08-16,9305
2016-08-17,9305
2016-08-18,8909
2016-08-19,8909
2016-08-20,8600
2016-08-21,8600
2016-08-22,8335
2016-08-23,8335
2016-08-24,8175
2016-08-25,8175
2016-08-26,8175
2016-08-28,7976
2016-08-31,7820
2016-09-01,7610
2016-09-02,7610
2016-09-03,7610
2016-09-04,7392
2016-09-05,7392
2016-09-06,7302
2016-09-07,7302
2016-09-08,7302
2016-09-09,7309
2016-09-10,7309
2016-09-11,7138
2016-09-12,7138
2016-09-13,7061
2016-09-14,7061
2016-09-15,7009
2016-09-16,7009
2016-09-17,7025
2016-09-18,7025
2016-09-19,7207
2016-09-20,7207
2016-09-21,7097
2016-09-22,7265
2016-09-23,7265
2016-09-24,7327
2016-09-25,7627
2016-09-26,7627
2016-09-27,7886
2016-09-28,7886
2016-09-29,7950
2016-09-30,7950
2016-10-01,8265
2016-10-02,8265
2016-10-03,8265
2016-10-04,8596
2016-10-05,8596
2016-10-06,8852
2016-10-07,8852
2016-10-08,9126
2016-10-09,9126
2016-10-10,9126
2016-10-11,8830
2016-10-12,8830
2016-10-13,8699
2016-10-14,8699
2016-10-15,8648
2016-10-16,8648
2016-10-17,8441
2016-10-18,8441
2016-10-19,8639
2016-10-20,8639
2016-10-21,8675
2016-10-22,8675
2016-10-23,8787
2016-10-24,8787
2016-10-25,8979
2016-10-26,8979
2016-10-27,8890
2016-10-28,8890
2016-10-29,8984
2016-10-30,8984
2016-10-31,9046
2016-11-01,9046
2016-11-02,9055
2016-11-03,9055
2016-11-04,9051
2016-11-05,9051
2016-11-06,9165
2016-11-07,9165
2016-11-08,9195
2016-11-09,9195
2016-11-10,9095
2016-11-11,9095
2016-11-12,9010
2016-11-13,9010
2016-11-14,8883
2016-12-08,9077
2016-12-09,9192
2016-12-10,9192
2016-12-11,9144
2016-12-12,9144
2016-12-13,8977
2016-12-14,9197
2016-12-15,9197
2016-12-16,9277
2016-12-17,9554
2016-12-18,9554
2016-12-19,9586
2016-12-20,9586
2016-12-21,9358
2016-12-22,9358
2016-12-23,9386
2016-12-24,9386
2016-12-25,9096
2016-12-26,9096
2016-12-27,9054
2016-12-28,9054
2016-12-29,8858
2016-12-30,8858
2016-12-31,8808
2017-01-01,8808
2017-01-02,8631
2017-01-03,8631
2017-01-04,8417
2017-01-05,8417
2017-01-06,8096
2017-01-07,8007
2017-01-08,8007
2017-01-09,7800
2017-01-10,7800
2017-01-11,7734
2017-01-12,7606
2017-01-13,7606
2017-01-14,7317
2017-01-15,7259
2017-01-16,7411
2017-01-17,7496
2017-01-18,7344
2017-01-19,7344
2017-01-20,7091
2017-01-21,7116
2017-01-22,7116
2017-01-27,6923
2017-01-28,6923
2017-01-29,6642
2017-01-30,6642
2017-01-31,6580
2017-02-01,6422
2017-02-02,6422
2017-02-03,6448
2017-02-04,6521
2017-02-05,6521
2017-02-06,6330
2017-02-07,6330
2017-02-08,6107
2017-02-09,6107
2017-02-10,6023
2017-02-11,6171
2017-02-12,6171
2017-02-13,6138
2017-02-14,6064
2017-02-15,6064
2017-02-16,6016
2017-02-18,5879
2017-02-19,5882
2017-02-20,5882
2017-02-21,5799
2017-02-22,5799
2017-02-23,5770
2017-02-24,5770
2017-02-25,5712
2017-02-26,5712
2017-02-27,5685
2017-02-28,5797
2017-03-01,5797
2017-03-02,5946
2017-03-03,5946
2017-03-04,6153
2017-03-05,6153
2017-03-06,6423
2017-03-07,6423
2017-03-08,6611
2017-03-09,6611
2017-03-10,6711
2017-03-11,6711
2017-03-12,7016
2017-03-13,7268
2017-03-14,7351
2017-03-15,7288
2017-03-16,7288
2017-03-17,6995
2017-03-18,6995
2017-03-19,6762
2017-03-20,6669
2017-03-21,6669
2017-03-22,6474
2017-03-23,6474
2017-03-24,6383
2017-03-25,6383
2017-03-26,6102
2017-03-27,5974
2017-03-28,5974
2017-03-29,5835
2017-03-30,5835
2017-03-31,5779
2017-04-01,5779
2017-04-02,5779
2017-04-03,5557
2017-04-04,5557
2017-04-12,4916
2017-04-13,4822
2017-04-14,4822
2017-04-15,4676
2017-04-16,4613
2017-04-17,4613
2017-04-18,4528
2017-04-19,4528
2017-04-20,4373
2017-04-21,4373
2017-04-22,4260
2017-04-23,4260
2017-04-24,4172
2017-04-25,4031
2017-04-26,4031
2017-04-27,3873
2017-04-28,3873
2017-04-29,3795
2017-04-30,3795
2017-05-01,3820
2017-05-02,3820
2017-05-03,3915
2017-05-04,3997
2017-05-05,3957
2017-05-06,3957
2017-05-07,3898
2017-05-08,3898
2017-05-09,3840
2017-05-10,3840
2017-05-11,3822
2017-05-12,3835
2017-05-13,3805
2017-05-14,3805
2017-05-15,3687
2017-05-16,3576
2017-05-17,3576
2017-05-18,3455
2017-05-19,3455
2017-05-20,3377
2017-05-21,3377
2017-05-22,3355
2017-05-23,3355
2017-05-24,3246
2017-05-25,3246
2017-05-26,3149
2017-05-27,3149
2017-05-28,3114
2017-05-29,3114
2017-05-30,3029
2017-05-31,3029
2017-06-01,2953
2017-06-02,2866
2017-06-03,2866
2017-06-06,2825
2017-06-07,2874
2017-06-08,2874
2017-06-09,2775
2017-06-10,2807
2017-06-11,2776
2017-06-12,2776
2017-06-13,2805
2017-06-14,2805
2017-06-15,2922
2017-06-16,3020
2017-06-17,3020
2017-06-18,3087
2017-06-19,3087
2017-06-20,3123
2017-06-21,3123
2017-06-22,3207
2017-06-23,3207
2017-06-24,3175
2017-06-25,3175
2017-06-26,3098
2017-06-27,3119
2017-06-28,3119
2017-06-29,3164
2017-06-30,3164
2017-07-01,3164
2017-07-02,3283
2017-07-03,3283
2017-07-04,3396
2017-07-05,3396
2017-07-06,3420
2017-07-07,3420
2017-07-08,3489
2017-07-13,3425
2017-07-14,3353
2017-07-15,3353
2017-07-16,3338
2017-07-17,3469
2017-07-18,3469
2017-07-19,3531
2017-07-20,3622
2017-07-21,3622
2017-07-22,3555
2017-07-23,3524
2017-07-24,3524
2017-07-25,3528
2017-07-26,3528
2017-07-27,3509
2017-07-28,3509
2017-07-29,3468
2017-07-30,3586
2017-07-31,3586
2017-08-01,3506
2017-08-02,3434
2017-08-03,3434
2017-08-04,3401
2017-08-05,3275
2017-08-06,3275
2017-08-09,3258
2017-08-10,3258
2017-08-11,3361
2017-08-12,3361
2017-08-13,3448
2017-08-14,3448
2017-08-15,3600
2017-08-16,3600
2017-08-17,3580
2017-08-18,3580
2017-08-19,3663
2017-08-20,3603
2017-08-21,3603
2017-08-22,3461
2017-08-23,3461
2017-08-24,3411
2017-08-25,3411
2017-08-26,3349
2017-08-27,3349
2017-08-28,3313
2017-08-29,3313
2017-08-30,3317
2017-08-31,3317
2017-09-01,3416
2017-09-02,3498
2017-09-03,3498
2017-09-04,3463
2017-09-05,3392
2017-09-06,3392
2017-09-07,3318
2017-09-08,3318
2017-09-09,3264
2017-09-10,3220
2017-09-11,3220
2017-09-12,3061
2017-09-13,3061
2017-09-14,2965
2017-09-15,2965
2017-09-16,2937
2017-09-17,2919
2017-09-18,2919
2017-09-19,2975
2017-09-20,3019
2017-09-21,3019
2017-09-22,3160
2017-09-23,3160
2017-09-24,3294
2017-09-25,3294
2017-09-26,3355
2017-09-27,3355
2017-09-28,3473
2017-09-29,3473
2017-09-30,3530
2017-10-01,3530
2017-10-02,3497
2017-10-03,3497
2017-10-04,3497
2017-10-05,3528
2017-10-06,3528
2017-10-07,3479
2017-10-08,3479
2017-10-09,3385
2017-10-10,3385
2017-10-11,3296
2017-10-12,3296
2017-10-13,3330
2017-10-14,3330
2017-10-15,3298
2017-10-16,3370
2017-10-17,3370
2017-10-18,3255
2017-10-19,3255
2017-10-20,3092
2017-10-21,3092
2017-10-22,3012
2017-10-23,3012
2017-10-24,3074
2017-10-25,2999
2017-10-26,2999
2017-10-27,2932
2017-10-28,2932
2017-10-29,2854
2017-10-30,2854
2017-10-31,2873
2017-11-01,2873
2017-11-02,2861
2017-11-03,2861
2017-11-04,2820
2017-11-05,2820
2017-11-06,2761
2017-11-07,2761
2017-11-08,2654
2017-11-09,2642
2017-11-10,2642
2017-11-11,2737
2017-11-12,2737
2017-11-13,2772
2017-11-14,2772
2017-11-15,2771
2017-11-16,2771
2017-11-17,2700
2017-11-18,2700
2017-11-19,2664
2017-11-20,2678
2017-11-21,2678
2017-11-22,2701
2017-11-23,2701
2017-11-24,2660
2017-11-25,2660
2017-11-26,2629
2017-11-27,2629
2017-11-28,2629
2017-11-29,2629
2017-11-30,2622
2017-12-01,2598
2017-12-02,2598
2017-12-03,2652
2017-12-04,2652
2017-12-05,2699
2017-12-06,2699
2017-12-07,2761
2017-12-08,2761
2017-12-09,2818
2017-12-10,2879
2017-12-11,2879
2017-12-12,2966
2017-12-13,2966
2017-12-14,3033
2017-12-15,3033
2017-12-16,3051
2017-12-17,3051
2017-12-18,3100
2017-12-19,3100
2017-12-20,3148
2017-12-21,3148
2017-12-22,3187
2017-12-23,3187
2017-12-24,3221
2017-12-25,3221
2017-12-26,3205
2017-12-27,3205
2017-12-28,3169
2017-12-29,3169
2017-12-30,3055
2017-12-31,3055
2018-01-01,2916
2018-01-02,2916
2018-01-03,2796
2018-01-04,2796
2018-01-05,2717
2018-01-06,2663
2018-01-07,2663
2018-01-08,2558
2018-01-09,2558
2018-01-10,2491
2018-01-11,2491
2018-01-12,2471
2018-01-13,2444
2018-01-14,2444
2018-01-15,2359
2018-01-16,2331
2018-01-17,2277
2018-01-18,2277
2018-01-19,2231
2018-01-20,2202
2018-01-21,2202
2018-01-22,2184
2018-01-23,2230
2018-01-24,2253
2018-01-25,2253
2018-01-26,2257
2018-01-27,2305
2018-01-28,2327
2018-01-29,2327
2018-01-30,2349
2018-02-01,2363
2018-02-02,2363
2018-02-03,2381
2018-02-04,2381
2018-02-05,2364
2018-02-06,2386
2018-02-07,2361
2018-02-08,2361
2018-02-09,2362
2018-02-10,2362
2018-02-11,2416
2018-02-12,2416
2018-02-13,2412
2018-02-14,2412
2018-02-15,2435
2018-02-16,2435
2018-02-17,2474
2018-02-18,2474
2018-02-19,2479
2018-02-20,2479
2018-02-21,2517
2018-02-22,2517
2018-02-23,2546
2018-02-24,2546
2018-02-25,2517
2018-02-26,2517
2018-02-27,2514
2018-02-28,2514
2018-03-01,2502
2018-03-02,2492
2018-03-03,2493
2018-03-04,2493
2018-03-05,2447
2018-03-06,2480
2018-03-07,2484
2018-03-08,2484
2018-03-09,2474
2018-03-10,2474
2018-03-11,2462
2018-03-12,2462
2018-03-13,2492
2018-03-14,2492
2018-03-15,2530
2018-03-16,2530
2018-03-17,2520
2018-03-18,2520
2018-03-19,2517
2018-03-20,2541
2018-03-21,2541
2018-03-23,2556
2018-03-24,2574
2018-03-26,2588
2018-03-27,2613
2018-03-28,2613
2018-03-29,2698
2018-03-30,2698
2018-03-31,2739
2018-04-01,2739
2018-04-02,2818
2018-04-03,2864
2018-04-04,2910
2018-04-05,2910
2018-04-06,2999
2018-04-08,3065
2018-04-09,3111
2018-04-10,3111
2018-04-11,3097
2018-04-12,3097
2018-04-13,3025
2018-04-14,3025
2018-04-16,2969
2018-04-17,2949
2018-04-18,2949
2018-04-19,2806
2018-04-20,2806
2018-04-21,2736
2018-04-22,2736
2018-04-23,2773
2018-04-24,2773
2018-04-25,2800
2018-04-26,2800
2018-04-27,2831
2018-04-28,2799
2018-04-29,2731
2018-04-30,2673
2018-05-02,2704
2018-05-03,2704
2018-05-04,2794
2018-05-05,2934
2018-05-06,2934
2018-05-07,3020
2018-05-08,3020
2018-05-09,3059
2018-05-10,3129
2018-05-11,3129
2018-05-12,3215
2018-05-13,3215
2018-05-14,3291
2018-05-15,3291
2018-05-16,3311
2018-05-17,3311
2018-05-18,3339
2018-05-19,3414
2018-05-20,3414
2018-05-21,3514
2018-05-22,3514
2018-05-23,3600
2018-05-24,3600
2018-05-25,3617
2018-05-26,3724
2018-05-27,3724
2018-05-28,3735
2018-05-29,3690
2018-05-30,3647
2018-05-31,3631
2018-06-01,3690
2018-06-02,3722
2018-06-03,3722
2018-06-04,3723
2018-06-05,3770
2018-06-06,3784
2018-06-07,3784
2018-06-08,3638
2018-06-09,3570
2018-06-10,3502
2018-06-11,3502
2018-06-12,3457
2018-06-13,3439
2018-06-14,3505
2018-06-15,3505
2018-06-16,3595
2018-06-17,3696
2018-06-18,3682
2018-06-19,3692
2018-06-20,3692
2018-06-21,3681
2018-06-22,3639
2018-06-23,3639
2018-06-24,3619
2018-06-25,3619
2018-06-26,3588
2018-06-27,3588
2018-06-28,3534
2018-06-29,3512
2018-06-30,3512
2018-07-01,3453
2018-07-02,3453
2018-07-03,3370
2018-07-04,3370
2018-07-05,3275
2018-07-06,3196
2018-07-07,3196
2018-07-08,3073
2018-07-09,2919
2018-07-10,2787
2018-07-11,2700
2018-07-12,2700
2018-07-13,2617
2018-07-14,2530
2018-07-15,2530
2018-07-16,2537
2018-07-17,2612
2018-07-18,2612
2018-07-19,2643
2018-07-20,2605
2018-07-21,2611
2018-07-22,2532
2018-07-23,2474
2018-07-24,2474
2018-07-25,2474
2018-07-26,2464
2018-07-27,2477
2018-07-28,2477
2018-07-29,2459
2018-07-30,2481
2018-07-31,2595
2018-08-01,2595
2018-08-02,2587
2018-08-03,2587
2018-08-04,2514
2018-08-05,2470
2018-08-06,2405
2018-08-07,2369
2018-08-08,2410
2018-08-09,2410
2018-08-10,2482
2018-08-11,2566
2018-08-12,2627
2018-08-14,2694
2018-08-16,2711
2018-08-17,2623
2018-08-18,2623
2018-08-19,2637
2018-08-20,2713
2018-08-21,2713
2018-08-22,2773
2018-08-23,2773
2018-08-24,2789
2018-08-25,2793
2018-08-26,2793
2018-08-27,2893
2018-08-28,2954
2018-08-29,2954
2018-08-30,3042
2018-08-31,3055
2018-09-01,3034
2018-09-02,3034
2018-09-03,3040
2018-09-04,3029
2018-09-05,3079
2018-09-06,3079
2018-09-07,3041
2018-09-08,2975
2018-09-09,2975
2018-09-10,2981
2018-09-11,2981
2018-09-12,2917
2018-09-13,2917
2018-09-14,2892
2018-09-15,2862
2018-09-16,2862
2018-09-17,2825
2018-09-18,2862
2018-09-19,2862
2018-09-20,2940
2018-09-21,2940
2018-09-22,3063
2018-09-23,3197
2018-09-24,3314
2018-09-25,3314
2018-09-26,3387
2018-09-27,3387
2018-09-28,3435
2018-09-29,3435
2018-09-30,3406
2018-10-02,3453
2018-10-03,3345
2018-10-04,3345
2018-10-05,3322
2018-10-06,3241
2018-10-07,3241
2018-10-08,3173
2018-10-09,3052
2018-10-10,2984
2018-10-11,2989
2018-10-12,2989
2018-10-13,3019
2018-10-14,3036
2018-10-15,3113
2018-10-16,3167
2018-10-17,3245
2018-10-18,3261
2018-10-19,3324
2018-10-20,3324
2018-10-21,3364
2018-10-22,3439
2018-10-23,3439
2018-10-24,3420
2018-10-25,3278
2018-10-26,3278
2018-10-27,3325
2018-10-28,3343
2018-10-29,3343
2018-10-30,3429
2018-10-31,3511
2018-11-01,3578
2018-11-03,3636
2018-11-04,3711
2018-11-05,3806
2018-11-06,3901
2018-11-07,3901
2018-11-08,3961
2018-11-09,4066
2018-11-10,4032
2018-11-11,4113
2018-11-12,4220
2018-11-13,4284
2018-11-14,4451
2018-11-15,4658
2018-11-16,4860
2018-11-17,4986
2018-11-18,5016
2018-11-19,5014
2018-11-20,4959
2018-11-21,5041
2018-11-22,5059
2018-11-23,4967
2018-11-24,5028
2018-11-25,5000
2018-11-26,5000
2018-11-27,5017
2018-11-28,5066
2018-11-29,5041
2018-12-01,5060
2018-12-02,5033
2018-12-03,5033
2018-12-04,5003
2018-12-05,5033
2018-12-07,5027
2018-12-09,4757
2018-12-10,4663
2018-12-11,4663
2018-12-12,4481
2018-12-13,4258
2018-12-14,4152
2018-12-15,4088
2018-12-16,4045
2018-12-17,4045
2018-12-18,3997
2018-12-19,3977
2018-12-20,3994
2018-12-21,4022
2018-12-22,3973
2018-12-23,3976
2018-12-24,3917
2018-12-25,3917
2018-12-26,3869
2018-12-27,3807
2018-12-28,3865
2018-12-29,3909
2018-12-30,3908
2018-12-31,3862
2019-01-01,3842
2019-01-02,3732
2019-01-03,3696
2019-01-04,3691
2019-01-05,3699
2019-01-06,3514
2019-01-08,3188
2019-01-10,2929
2019-01-11,2782
2019-01-12,2642
2019-01-13,2509
2019-01-14,2436
2019-01-15,2386
2019-01-16,2371
2019-01-17,2363
2019-01-18,2347
2019-01-19,2319
2019-01-20,2286
2019-01-21,2336
2019-01-22,2307
2019-01-23,2309
2019-01-24,2381
2019-01-25,2371
2019-01-26,2350
2019-01-27,2353
2019-01-28,2333
2019-01-29,2384
2019-01-30,2455
2019-01-31,2525
2019-02-01,2557
2019-02-02,2547
2019-02-03,2465
2019-02-04,2465
2019-02-05,2397
2019-02-06,2397
2019-02-07,2338
2019-02-08,2393
2019-02-09,2366
2019-02-10,2422
2019-02-11,2502
2019-02-12,2502
2019-02-13,2587
2019-02-14,2587
2019-02-15,2675
2019-02-16,2707
2019-02-17,2794
2019-02-18,2816
2019-02-19,2933
2019-02-20,3003
2019-02-21,3023
2019-02-22,3067
2019-02-23,3085
2019-02-24,3117
2019-02-25,3223
2019-02-26,3296
2019-02-27,3360
2019-02-28,3379
2019-03-01,3434
2019-03-02,3405
2019-03-03,3412
2019-03-04,3451
2019-03-05,3492
2019-03-06,3478
2019-03-07,3478
2019-03-08,3478
2019-03-09,3489
2019-03-10,3518
2019-03-11,3535
2019-03-12,3573
2019-03-13,3573
2019-03-14,3569
2019-03-15,3529
2019-03-16,3482
2019-03-17,3598
2019-03-18,3748
2019-03-19,3863
2019-03-20,3976
2019-03-21,3955
2019-03-22,4049
2019-03-23,4125
2019-03-24,4161
2019-03-25,4199
2019-03-26,4255
2019-03-27,4255
2019-03-28,4151
2019-03-29,4078
2019-03-30,4078
2019-03-31,4001
2019-04-01,3953
2019-04-02,4052
2019-04-03,4115
2019-04-04,4100
2019-04-05,4218
2019-04-06,4341
