date_obj,Greenman's%20ale(m) price
2019-03-21,38677
2019-03-22,36743
2019-03-23,34905
2019-03-24,34905
2019-03-25,33409
2019-03-26,31980
2019-03-27,31980
2019-03-28,30528
2019-03-29,29344
2019-03-30,29344
2019-03-31,28374
2019-04-01,28374
2019-04-02,27632
2019-04-03,27632
2019-04-04,26852
2019-04-05,26852
2019-04-06,26631
2019-04-07,26631
2019-04-08,25949
2019-04-09,25949
2019-04-10,25471
2019-04-11,25267
2019-04-12,25214
2019-04-13,24973
2019-04-14,24321
2019-04-15,24321
2019-04-16,23356
2019-04-17,23356
2019-04-18,22904
2019-04-19,22904
2019-04-20,23452
2019-04-21,23452
2019-04-22,23760
2019-04-23,23107
2019-04-24,23107
2019-04-25,22652
2019-04-26,22997
2019-04-27,22997
2019-04-28,23178
2019-04-29,23178
2019-04-30,23565
2019-05-01,23565
2019-05-02,23189
2019-05-03,23378
2019-05-04,23684
2019-05-05,23684
2019-05-06,23977
2019-05-07,23977
2019-05-08,24402
2019-05-09,24402
2019-05-10,24536
2019-05-11,24536
2019-05-12,24561
2019-05-13,24561
2019-05-14,25087
2019-05-15,25087
2019-05-16,25070
2019-05-17,25070
2019-05-18,24794
2019-05-19,24794
2019-05-20,24467
2019-05-21,24467
2019-05-22,23555
2019-05-23,23555
2019-05-24,22528
2019-05-25,22528
2019-05-26,22266
2019-05-27,21472
2019-05-28,21472
2019-05-29,20906
2019-05-30,20906
2019-05-31,20547
2019-06-01,20547
2019-06-02,20497
2019-06-03,20497
2019-06-04,20124
2019-06-05,20124
2019-06-06,20147
2019-06-07,20147
2019-06-08,19949
2019-06-09,19949
2019-06-10,19145
2019-06-11,19145
2019-06-12,18748
2019-06-13,18748
2019-06-14,18584
2019-06-15,18584
2019-06-16,18255
2019-06-17,18255
2019-06-18,17946
2019-06-19,17946
2019-06-20,17773
2019-06-21,17773
2019-06-22,17773
2019-06-23,17467
2019-06-24,17467
2019-06-25,17467
2019-06-26,17234
2019-06-27,17234
2019-06-28,17097
2019-06-29,17097
2019-06-30,16785
2019-07-01,16785
2019-07-02,16535
2019-07-03,16535
2019-07-04,16246
2019-07-05,16246
2019-07-06,16061
2019-07-07,16061
2019-07-08,16099
2019-07-09,16099
2019-07-10,15929
2019-07-11,15929
2019-07-12,15796
2019-07-13,15796
2019-07-14,15757
2019-07-15,15757
2019-07-16,15757
2019-07-17,15476
2019-07-18,15476
2019-07-19,15252
2019-07-20,15252
2019-07-21,15165
2019-07-22,15165
2019-07-23,15460
2019-07-24,15460
2019-07-25,15460
2019-07-26,15527
2019-07-27,15527
2019-07-28,16253
2019-07-29,16253
2019-07-30,17066
2019-07-31,17066
2019-08-01,17857
2019-08-02,17857
2019-08-03,18750
2019-08-04,18750
2019-08-05,19688
2019-08-06,19688
2019-08-07,20648
2019-08-08,20648
2019-08-09,20648
2019-08-10,21562
2019-08-11,21562
2019-08-12,22641
2019-08-13,22641
2019-08-14,23451
2019-08-15,23451
2019-08-16,24471
2019-08-17,24471
2019-08-18,24372
2019-08-19,24372
2019-08-20,24457
2019-08-21,24457
2019-08-22,25613
2019-08-23,25613
2019-08-24,26894
2019-08-24,26894
2019-08-25,26894
2019-08-25,26894
2019-08-26,28168
2019-08-26,28168
2019-08-27,28168
2019-08-27,28168
2019-08-28,29577
2019-08-29,29577
2019-08-30,31056
2019-08-31,31056
2019-09-01,32465
2019-09-02,32465
2019-09-03,32966
2019-09-04,32966
2019-09-05,32966
2019-09-06,33688
2019-09-07,33688
2019-09-08,35125
2019-09-09,35125
2019-09-10,35125
2019-09-11,36882
2019-09-12,36882
2019-09-13,36882
2019-09-14,38727
2019-09-15,38727
2019-09-16,40664
2019-09-17,40664
2019-09-18,42698
2019-09-19,42698
2019-09-20,42698
2019-09-21,44833
2019-09-22,44833
2019-09-23,43637
2019-09-24,43637
2019-09-25,43637
2019-09-26,42196
2019-09-27,42196
2019-09-28,40618
2019-09-29,40618
2019-09-30,40618
2019-10-01,38587
2019-10-02,38587
2019-10-03,38587
2019-10-04,36657
2019-10-05,36657
2019-10-06,34962
2019-10-07,34962
2019-10-08,33295
2019-10-09,33295
2019-10-10,32005
2019-10-11,32005
2019-10-12,31023
2019-10-13,31157
2019-10-14,31157
2019-10-15,30136
2019-10-16,30136
2019-10-17,30136
2019-10-18,29964
2019-10-19,29964
2019-10-20,29052
2019-10-21,29052
2019-10-22,27792
2019-10-23,27792
2019-10-24,26847
2019-10-25,26847
2019-10-26,25969
2019-10-27,25969
2019-10-28,25096
2019-10-29,25096
2019-10-30,25096
2019-10-31,24635
2019-11-01,24635
2019-11-02,24442
2019-11-03,24442
2019-11-04,23964
2019-11-05,23964
2019-11-06,23964
2019-11-07,24296
2019-11-08,24296
2019-11-09,25356
2019-11-10,25356
2019-11-11,26624
2019-11-12,26624
2019-11-13,26624
2019-11-14,27016
2019-11-15,27016
2019-11-16,27029
2019-11-17,27029
2019-11-18,26469
2019-11-19,26469
2019-11-20,26469
2019-11-21,25437
2019-11-22,25437
2019-11-23,25437
2019-11-24,24882
2019-11-25,24882
2019-11-26,24324
2019-11-27,24324
2019-11-28,24324
2019-11-29,23774
2019-11-30,23774
2019-12-01,23749
2019-12-02,23749
2019-12-03,23624
2019-12-04,23624
2019-12-05,23624
2019-12-06,23920
2019-12-07,23920
2019-12-08,24273
2019-12-09,24273
2019-12-10,24839
2019-12-11,24839
2019-12-12,24839
2019-12-13,26081
2019-12-14,26081
2019-12-15,26715
2019-12-16,26715
2019-12-17,26715
2019-12-18,27324
2019-12-19,27324
2019-12-20,28095
2019-12-21,28095
2019-12-22,28332
2019-12-23,28332
2019-12-24,28332
2019-12-25,28559
2019-12-26,28559
2019-12-27,29251
2019-12-28,29251
2019-12-29,29251
2019-12-30,30425
2019-12-31,30425
2020-01-01,31560
2020-01-02,31560
2020-01-03,32901
2020-01-04,32901
2020-01-05,33949
2020-01-06,33949
2020-01-07,34836
2020-01-08,34836
2020-01-09,34836
2020-01-10,35434
2020-01-11,35434
2020-01-12,35464
2020-01-13,35464
2020-01-14,35464
2020-01-15,35196
2020-01-16,35196
2020-01-17,34871
2020-01-18,34871
2020-01-19,34998
2020-01-20,34998
2020-01-21,34998
2020-01-22,34912
2020-01-23,34912
2020-01-24,34940
2020-01-25,34940
2020-01-26,34673
2020-01-27,34673
2020-01-28,35668
2020-01-29,35668
2020-01-30,36551
2020-01-31,36551
2020-02-01,37653
2020-02-02,37653
2020-02-03,36771
2020-02-04,36771
2020-02-05,36144
2020-02-06,36144
2020-02-07,35436
2020-02-08,35436
2020-02-09,34503
2020-02-10,33341
2020-02-11,33341
2020-02-12,33452
2020-02-13,33452
2020-02-14,33572
2020-02-15,33572
2020-02-16,34533
2020-02-17,34167
2020-02-18,34167
2020-02-19,33797
2020-02-20,33797
2020-02-21,33521
2020-02-22,33273
2020-02-23,33273
2020-02-24,33224
2020-02-25,33224
2020-02-26,32322
2020-02-27,32322
2020-02-28,31408
2020-02-29,31408
2020-03-01,29892
2020-03-02,29892
2020-03-03,28919
2020-03-04,28919
2020-03-05,27666
2020-03-06,26971
2020-03-07,26971
2020-03-08,26967
2020-03-09,26967
2020-03-10,26245
2020-03-11,26245
2020-03-12,26067
2020-03-13,26067
2020-03-14,25959
2020-03-15,25959
2020-03-16,27257
2020-03-17,27257
2020-03-18,28620
2020-03-19,28620
2020-03-20,30049
2020-03-21,30049
2020-03-22,31242
2020-03-23,31242
2020-03-24,31986
2020-03-25,31986
2020-03-26,32379
2020-03-27,32379
2020-03-28,32789
2020-03-29,31878
2020-03-30,31943
2020-03-31,31943
2020-04-01,32050
2020-04-02,32379
2020-04-03,32379
2020-04-04,31793
2020-04-05,31807
2020-04-06,32423
2020-04-07,32941
2020-04-08,33223
2020-04-09,33071
2020-04-10,33071
2020-04-11,33437
2020-04-12,34941
2020-04-13,36689
2020-04-14,38524
2020-04-15,40415
2020-04-16,40415
2020-04-17,42436
2020-04-18,44558
2020-04-19,46786
2020-04-20,49126
2020-04-21,51583
2020-04-22,53328
2020-04-23,55429
2020-04-24,56930
2020-04-25,58240
2020-04-26,60617
2020-04-27,60475
2020-04-28,58801
2020-04-29,58801
2020-04-30,57048
2020-05-01,57048
2020-05-02,55058
2020-05-03,52574
2020-05-04,50791
2020-05-05,49617
2020-05-06,47250
2020-05-07,44985
2020-05-08,43298
2020-05-09,41133
2020-05-10,41611
2020-05-11,41611
2020-05-12,42660
2020-05-13,41408
