date_obj,Chaos%20talisman price
2019-08-25,455
2019-08-25,455
2019-08-26,443
2019-08-26,443
2019-08-27,431
2019-08-27,431
2019-08-28,442
2019-08-29,430
2019-08-30,421
2019-08-31,406
2019-09-01,426
2019-09-02,436
2019-09-03,446
2019-09-04,469
2019-09-05,479
2019-09-06,499
2019-09-07,494
2019-09-08,499
2019-09-09,474
2019-09-10,450
2019-09-11,435
2019-09-12,436
2019-09-13,416
2019-09-14,412
2019-09-15,411
2019-09-16,418
2019-09-17,428
2019-09-18,450
2019-09-19,473
2019-09-20,497
2019-09-21,510
2019-09-22,520
2019-09-23,513
2019-09-24,505
2019-09-25,489
2019-09-26,513
2019-09-27,539
2019-09-28,566
2019-09-29,595
2019-09-30,625
2019-10-01,639
2019-10-02,645
2019-10-03,670
2019-10-04,704
2019-10-05,681
2019-10-06,650
2019-10-07,630
2019-10-08,624
2019-10-09,616
2019-10-10,623
2019-10-11,645
2019-10-12,657
2019-10-13,645
2019-10-14,623
2019-10-15,624
2019-10-16,617
2019-10-17,632
2019-10-18,614
2019-10-19,600
2019-10-20,576
2019-10-21,547
2019-10-22,519
2019-10-23,493
2019-10-24,481
2019-10-25,457
2019-10-26,453
2019-10-27,464
2019-10-28,461
2019-10-29,468
2019-10-30,471
2019-10-31,491
2019-11-01,516
2019-11-02,542
2019-11-03,570
2019-11-04,599
2019-11-05,629
2019-11-06,661
2019-11-07,695
2019-11-08,730
2019-11-09,735
2019-11-10,709
2019-11-11,709
2019-11-12,735
2019-11-13,769
2019-11-14,796
2019-11-15,775
2019-11-16,745
2019-11-17,711
2019-11-18,709
2019-11-19,673
2019-11-20,654
2019-11-21,623
2019-11-22,598
2019-11-23,586
2019-11-24,564
2019-11-25,559
2019-11-26,585
2019-11-27,566
2019-11-28,568
2019-11-29,564
2019-11-30,593
2019-12-01,610
2019-12-02,636
2019-12-03,647
2019-12-04,639
2019-12-05,637
2019-12-06,605
2019-12-07,589
2019-12-08,581
2019-12-09,556
2019-12-10,565
2019-12-11,562
2019-12-12,591
2019-12-13,608
2019-12-14,578
2019-12-15,575
2019-12-16,557
2019-12-17,558
2019-12-18,556
2019-12-19,575
2019-12-20,600
2019-12-21,611
2019-12-22,584
2019-12-23,554
2019-12-24,554
2019-12-25,553
2019-12-26,553
2019-12-27,560
2019-12-28,571
2019-12-29,583
2019-12-30,597
2019-12-31,577
2020-01-01,577
2020-01-02,604
2020-01-03,583
2020-01-04,573
2020-01-05,581
2020-01-06,581
2020-01-07,592
2020-01-08,594
2020-01-09,603
2020-01-10,603
2020-01-11,620
2020-01-12,600
2020-01-13,622
2020-01-14,621
2020-01-15,598
2020-01-16,580
2020-01-17,560
2020-01-18,562
2020-01-19,557
2020-01-20,554
2020-01-21,554
2020-01-22,559
2020-01-23,573
2020-01-24,601
2020-01-25,602
2020-01-26,606
2020-01-27,628
2020-01-28,644
2020-01-29,675
2020-01-30,689
2020-01-31,700
2020-02-01,708
2020-02-02,744
2020-02-03,782
2020-02-04,814
2020-02-05,819
2020-02-06,778
2020-02-07,739
2020-02-08,706
2020-02-09,670
2020-02-10,659
2020-02-11,651
2020-02-12,641
2020-02-13,612
2020-02-14,586
2020-02-15,578
2020-02-16,576
2020-02-17,547
2020-02-18,521
2020-02-19,529
2020-02-20,519
2020-02-21,500
2020-02-22,507
2020-02-23,496
2020-02-24,508
2020-02-25,524
2020-02-26,531
2020-02-27,539
2020-02-28,558
2020-02-29,556
2020-03-01,549
2020-03-02,533
2020-03-03,539
2020-03-04,553
2020-03-05,581
2020-03-06,576
2020-03-07,602
2020-03-08,633
2020-03-09,654
2020-03-10,660
2020-03-11,640
2020-03-12,666
2020-03-13,667
2020-03-14,651
2020-03-15,629
2020-03-16,613
2020-03-17,585
2020-03-18,572
2020-03-19,580
2020-03-20,609
2020-03-21,640
2020-03-22,672
2020-03-23,699
2020-03-24,730
2020-03-25,725
2020-03-26,693
2020-03-27,694
2020-03-28,672
2020-03-29,685
2020-03-30,655
2020-03-31,622
2020-04-01,623
2020-04-02,610
2020-04-03,593
2020-04-04,572
2020-04-05,565
2020-04-06,550
2020-04-07,568
2020-04-08,565
2020-04-09,591
2020-04-10,580
2020-04-11,599
2020-04-12,614
2020-04-13,624
2020-04-14,620
2020-04-15,590
2020-04-16,588
2020-04-17,576
2020-04-18,554
2020-04-19,576
2020-04-20,566
2020-04-21,568
2020-04-22,566
2020-04-23,567
2020-04-24,548
2020-04-25,527
2020-04-26,516
2020-04-27,490
2020-04-28,485
2020-04-29,510
2020-04-30,510
2020-05-01,515
2020-05-02,514
2020-05-03,510
2020-05-04,513
2020-05-05,519
2020-05-06,537
2020-05-07,561
2020-05-08,566
2020-05-09,553
2020-05-10,563
2020-05-11,573
2020-05-12,552
2020-05-13,573
