date_obj,Karil's%20leathertop price
2016-07-03,2107970
2016-07-04,2085556
2016-07-05,2055097
2016-07-06,1967638
2016-07-07,1876585
2016-07-08,1810104
2016-07-09,1746805
2016-07-10,1736087
2016-07-11,1708218
2016-07-12,1694350
2016-07-13,1708478
2016-07-14,1720629
2016-07-15,1753401
2016-07-16,1737823
2016-07-17,1715562
2016-07-18,1692316
2016-07-23,1649640
2016-07-24,1632660
2016-07-25,1644659
2016-07-26,1716405
2016-07-27,1695132
2016-07-28,1683439
2016-07-29,1678218
2016-07-30,1710371
2016-07-31,1705885
2016-08-01,1694320
2016-08-02,1708375
2016-08-03,1707312
2016-08-04,1686257
2016-08-05,1708255
2016-08-06,1710599
2016-08-07,1759004
2016-08-08,1744366
2016-08-09,1751289
2016-08-10,1753770
2016-08-11,1742107
2016-08-12,1754598
2016-08-13,1748734
2016-08-14,1788644
2016-08-15,1831646
2016-08-16,1826123
2016-08-17,1790457
2016-08-18,1712648
2016-08-19,1685162
2016-08-20,1657568
2016-08-21,1672611
2016-08-22,1670090
2016-08-23,1658630
2016-08-24,1657343
2016-08-25,1647139
2016-08-26,1641391
2016-08-28,1713103
2016-08-31,1675145
2016-09-01,1616287
2016-09-02,1680312
2016-09-03,1683266
2016-09-04,1758940
2016-09-05,1835704
2016-09-06,1829092
2016-09-07,1820959
2016-09-08,1903702
2016-09-09,1871122
2016-09-10,1849830
2016-09-11,1848946
2016-09-12,1810029
2016-09-13,1736234
2016-09-14,1676769
2016-09-15,1708061
2016-09-16,1782612
2016-09-17,1868433
2016-09-18,1961244
2016-09-19,2053977
2016-09-20,2156580
2016-09-21,2259973
2016-09-22,2159151
2016-09-23,2108935
2016-09-24,2214382
2016-09-25,2275234
2016-09-26,2219516
2016-09-27,2228356
2016-09-28,2164940
2016-09-29,2139615
2016-09-30,2096741
2016-10-01,2124821
2016-10-02,2105716
2016-10-03,2072882
2016-10-04,2011646
2016-10-05,1975441
2016-10-06,1920371
2016-10-07,1895580
2016-10-08,1936616
2016-10-09,1972940
2016-10-10,1951167
2016-10-11,1916777
2016-10-12,1956145
2016-10-13,2007802
2016-10-14,2077074
2016-10-15,2175823
2016-10-16,2284615
2016-10-17,2393925
2016-10-18,2421093
2016-10-19,2462897
2016-10-20,2460870
2016-10-21,2495840
2016-10-22,2483473
2016-10-23,2564962
2016-10-24,2526790
2016-10-25,2508323
2016-10-26,2549373
2016-10-27,2588029
2016-10-28,2558570
2016-10-29,2680043
2016-10-30,2809948
2016-10-31,2824899
2016-11-01,2963624
2016-11-02,2980136
2016-11-03,2911470
2016-11-04,2895989
2016-11-05,2912245
2016-11-06,2847303
2016-11-07,2762404
2016-11-08,2632935
2016-11-09,2503169
2016-11-10,2386703
2016-11-11,2298417
2016-11-12,2282566
2016-11-13,2225891
2016-11-14,2218079
2016-12-07,2437953
2016-12-08,2381257
2016-12-09,2382892
2016-12-10,2412532
2016-12-11,2401070
2016-12-12,2406771
2016-12-13,2390591
2016-12-14,2384165
2016-12-15,2381461
2016-12-16,2461588
2016-12-17,2559525
2016-12-18,2568202
2016-12-19,2575647
2016-12-20,2583679
2016-12-21,2698427
2016-12-22,2686531
2016-12-23,2693680
2016-12-24,2794767
2016-12-25,2930539
2016-12-26,3030204
2016-12-27,3101016
2016-12-28,3056100
2016-12-29,3027529
2016-12-30,3002713
2016-12-31,2969194
2017-01-01,2916463
2017-01-02,2931773
2017-01-03,2998486
2017-01-04,3138302
2017-01-05,3282341
2017-01-06,3390911
2017-01-07,3298427
2017-01-08,3143001
2017-01-09,2993599
2017-01-10,2843919
2017-01-11,2701723
2017-01-12,2582140
2017-01-13,2687336
2017-01-14,2713634
2017-01-15,2630826
2017-01-16,2507278
2017-01-17,2413242
2017-01-18,2349542
2017-01-19,2302373
2017-01-20,2259830
2017-01-21,2241847
2017-01-22,2212899
2017-01-27,2084106
2017-01-28,2088190
2017-01-29,2064146
2017-01-30,2020651
2017-01-31,1976736
2017-02-01,1927814
2017-02-02,1898929
2017-02-03,1901891
2017-02-04,1957459
2017-02-05,2041563
2017-02-06,2017874
2017-02-07,1984467
2017-02-08,1977353
2017-02-09,1976673
2017-02-10,2037625
2017-02-11,2117531
2017-02-12,2099007
2017-02-13,2079626
2017-02-14,2084903
2017-02-15,2054938
2017-02-16,2023591
2017-02-18,2136581
2017-02-19,2201973
2017-02-20,2103237
2017-02-21,2017797
2017-02-22,1924208
2017-02-23,1831575
2017-02-24,1782236
2017-02-25,1828692
2017-02-26,1870454
2017-02-27,1868868
2017-02-28,1842841
2017-03-01,1872762
2017-03-02,1905488
2017-03-03,1924439
2017-03-04,1951694
2017-03-05,1978838
2017-03-06,2019495
2017-03-07,1976233
2017-03-08,1966296
2017-03-09,1934385
2017-03-10,1906191
2017-03-11,1883572
2017-03-12,1870540
2017-03-13,1851401
2017-03-14,1812278
2017-03-15,1760218
2017-03-16,1683224
2017-03-17,1646582
2017-03-18,1629053
2017-03-19,1614254
2017-03-20,1567977
2017-03-21,1538315
2017-03-22,1524708
2017-03-23,1578951
2017-03-24,1657697
2017-03-25,1670815
2017-03-26,1666944
2017-03-27,1732425
2017-03-28,1718770
2017-03-29,1674419
2017-03-30,1655475
2017-03-31,1684652
2017-04-01,1749811
2017-04-02,1711006
2017-04-03,1687096
2017-04-04,1704960
2017-04-12,1874713
2017-04-13,1856025
2017-04-14,1835067
2017-04-15,1897247
2017-04-16,1971375
2017-04-17,1949826
2017-04-18,1863355
2017-04-19,1861490
2017-04-20,1827825
2017-04-21,1868887
2017-04-22,1868352
2017-04-23,1856895
2017-04-24,1827790
2017-04-25,1815072
2017-04-26,1808987
2017-04-27,1794799
2017-04-28,1824135
2017-04-29,1848178
2017-04-30,1940132
2017-05-01,2034686
2017-05-02,1999543
2017-05-03,1950839
2017-05-04,2012423
2017-05-05,2113045
2017-05-06,2218698
2017-05-07,2328545
2017-05-08,2339985
2017-05-09,2295726
2017-05-10,2201117
2017-05-11,2103629
2017-05-12,2113707
2017-05-13,2219213
2017-05-14,2265788
2017-05-15,2212248
2017-05-16,2200418
2017-05-17,2220066
2017-05-18,2180967
2017-05-19,2206152
2017-05-20,2274288
2017-05-21,2302379
2017-05-22,2272088
2017-05-23,2225636
2017-05-24,2168667
2017-05-25,2267501
2017-05-26,2237889
2017-05-27,2164718
2017-05-28,2234130
2017-05-29,2328995
2017-05-30,2347908
2017-05-31,2405457
2017-06-01,2321703
2017-06-02,2206092
2017-06-03,2100838
2017-06-04,2057569
2017-06-06,2037235
2017-06-07,1955493
2017-06-08,1902170
2017-06-09,1834742
2017-06-10,1791192
2017-06-11,1743586
2017-06-12,1704019
2017-06-13,1627266
2017-06-14,1597003
2017-06-15,1673987
2017-06-16,1741712
2017-06-17,1788813
2017-06-18,1797498
2017-06-19,1798781
2017-06-20,1754099
2017-06-21,1684655
2017-06-22,1658619
2017-06-23,1641427
2017-06-24,1667983
2017-06-25,1696749
2017-06-26,1706133
2017-06-27,1736403
2017-06-28,1712084
2017-06-29,1666327
2017-06-30,1672412
2017-07-01,1681720
2017-07-02,1718087
2017-07-03,1691244
2017-07-04,1663582
2017-07-05,1623016
2017-07-06,1625851
2017-07-07,1632428
2017-07-08,1647178
2017-07-13,1560770
2017-07-14,1572403
2017-07-15,1596532
2017-07-16,1605197
2017-07-17,1602272
2017-07-18,1610405
2017-07-19,1617987
2017-07-20,1641986
2017-07-21,1697877
2017-07-22,1770544
2017-07-23,1784482
2017-07-24,1824210
2017-07-25,1778427
2017-07-26,1745999
2017-07-27,1757162
2017-07-28,1774034
2017-07-29,1763159
2017-07-30,1816367
2017-07-31,1794366
2017-08-01,1755966
2017-08-02,1707182
2017-08-03,1670773
2017-08-04,1664918
2017-08-05,1626652
2017-08-06,1643516
2017-08-09,1643557
2017-08-10,1630014
2017-08-11,1640370
2017-08-12,1701093
2017-08-13,1731426
2017-08-14,1695988
2017-08-15,1683729
2017-08-17,1661472
2017-08-18,1636249
2017-08-19,1634486
2017-08-20,1633346
2017-08-21,1640686
2017-08-22,1660153
2017-08-23,1708356
2017-08-24,1651415
2017-08-25,1614744
2017-08-26,1596141
2017-08-27,1593072
2017-08-28,1576614
2017-08-29,1550064
2017-08-30,1548058
2017-08-31,1565112
2017-09-01,1599714
2017-09-02,1661124
2017-09-03,1683321
2017-09-04,1746870
2017-09-05,1828543
2017-09-06,1908798
2017-09-07,1997508
2017-09-08,2011119
2017-09-09,1941239
2017-09-10,1961545
2017-09-11,1896892
2017-09-12,1850406
2017-09-13,1810067
2017-09-14,1783033
2017-09-15,1768615
2017-09-16,1758724
2017-09-17,1770497
2017-09-19,1723078
2017-09-20,1715114
2017-09-21,1751533
2017-09-22,1738662
2017-09-23,1730600
2017-09-24,1720848
2017-09-25,1708728
2017-09-26,1691318
2017-09-27,1667071
2017-09-28,1637013
2017-09-29,1680120
2017-09-30,1701280
2017-10-01,1774838
2017-10-02,1829418
2017-10-03,1920458
2017-10-04,2015874
2017-10-05,2114093
2017-10-06,2193314
2017-10-07,2224442
2017-10-08,2195587
2017-10-09,2133924
2017-10-10,2046091
2017-10-11,1943786
2017-10-12,1846758
2017-10-13,1788614
2017-10-14,1807390
2017-10-15,1816156
2017-10-16,1847859
2017-10-17,1875892
2017-10-18,1868077
2017-10-19,1837656
2017-10-20,1790319
2017-10-21,1831284
2017-10-22,1870569
2017-10-23,1902802
2017-10-24,1912892
2017-10-25,1902780
2017-10-26,1926909
2017-10-27,2007440
2017-10-28,2085786
2017-10-29,2173258
2017-10-30,2147443
2017-10-31,2104838
2017-11-01,2101297
2017-11-02,2075987
2017-11-03,2042639
2017-11-04,2007535
2017-11-05,1982692
2017-11-06,1963585
2017-11-07,1930758
2017-11-08,1896210
2017-11-09,1841002
2017-11-10,1810708
2017-11-11,1819868
2017-11-12,1807716
2017-11-13,1786768
2017-11-14,1744173
2017-11-15,1719900
2017-11-16,1703314
2017-11-17,1675901
2017-11-18,1692357
2017-11-19,1730116
2017-11-20,1693916
2017-11-21,1665991
2017-11-22,1663574
2017-11-23,1672249
2017-11-24,1717293
2017-11-25,1687517
2017-11-26,1667619
2017-11-27,1656958
2017-11-28,1619981
2017-11-29,1598306
2017-11-30,1573243
2017-12-01,1615629
2017-12-02,1674011
2017-12-03,1740504
2017-12-04,1693992
2017-12-05,1676718
2017-12-06,1708522
2017-12-07,1730523
2017-12-08,1731260
2017-12-09,1766152
2017-12-10,1791790
2017-12-11,1744036
2017-12-12,1732051
2017-12-14,1732700
2017-12-15,1761051
2017-12-16,1768080
2017-12-17,1781738
2017-12-18,1795214
2017-12-19,1779634
2017-12-20,1768000
2017-12-21,1840849
2017-12-22,1879641
2017-12-23,1964260
2017-12-24,1952889
2017-12-25,1951605
2017-12-26,1962852
2017-12-27,2032688
2017-12-28,2076131
2017-12-29,2082699
2017-12-30,2166505
2017-12-31,2111345
2018-01-01,2022826
2018-01-02,1954473
2018-01-03,1960022
2018-01-04,1873596
2018-01-05,1862987
2018-01-06,1949490
2018-01-07,1971515
2018-01-08,1952165
2018-01-09,2005535
2018-01-10,1985402
2018-01-11,1962100
2018-01-12,1965276
2018-01-13,1957884
2018-01-14,1944467
2018-01-15,1926481
2018-01-16,1901569
2018-01-17,1857970
2018-01-18,1833883
2018-01-19,1832561
2018-01-20,1823045
2018-01-21,1810920
2018-01-22,1809551
2018-01-23,1871745
2018-01-25,1913300
2018-01-26,1909756
2018-01-27,1956029
2018-01-28,2027821
2018-01-29,2049607
2018-01-31,1985403
2018-02-01,1977582
2018-02-02,1964678
2018-02-03,1961376
2018-02-04,1949448
2018-02-05,1944941
2018-02-06,1948530
2018-02-07,1945276
2018-02-08,1929807
2018-02-09,1895032
2018-02-10,1848259
2018-02-11,1815214
2018-02-12,1732826
2018-02-13,1716171
2018-02-14,1694723
2018-02-15,1664696
2018-02-16,1652566
2018-02-17,1661250
2018-02-18,1705071
2018-02-19,1718359
2018-02-20,1742701
2018-02-21,1789358
2018-02-22,1807624
2018-02-23,1891889
2018-02-24,1959498
2018-02-25,1970033
2018-02-26,1985152
2018-02-27,1963228
2018-02-28,1965427
2018-03-01,2005870
2018-03-02,2038533
2018-03-03,2113697
2018-03-04,2109185
2018-03-05,2188862
2018-03-06,2222236
2018-03-07,2146663
2018-03-08,2118341
2018-03-09,2094778
2018-03-10,2072227
2018-03-11,2052193
2018-03-12,2022749
2018-03-13,1961159
2018-03-14,1950627
2018-03-15,1928281
2018-03-16,1923335
2018-03-17,1948686
2018-03-18,1986531
2018-03-19,1992772
2018-03-20,1992556
2018-03-21,2084427
2018-03-23,2094932
2018-03-24,2095542
2018-03-25,2137735
2018-03-26,2230064
2018-03-27,2153211
2018-03-28,2100157
2018-03-29,2125411
2018-03-30,2136106
2018-03-31,2138322
2018-04-01,2142001
2018-04-02,2147169
2018-04-03,2169055
2018-04-04,2135301
2018-04-05,2111269
2018-04-06,2091801
2018-04-07,2077477
2018-04-08,2064586
2018-04-09,2041196
2018-04-10,2025312
2018-04-11,2005634
2018-04-12,1998222
2018-04-13,2042835
2018-04-14,2077897
2018-04-15,2166951
2018-04-16,2250475
2018-04-17,2216804
2018-04-18,2180903
2018-04-19,2155515
2018-04-20,2137515
2018-04-21,2190989
2018-04-22,2181431
2018-04-23,2185216
2018-04-24,2196381
2018-04-25,2190699
2018-04-26,2184723
2018-04-27,2192405
2018-04-28,2258808
2018-04-29,2338359
2018-04-30,2303836
2018-05-01,2294156
2018-05-04,2382605
2018-05-05,2463450
2018-05-06,2565968
2018-05-07,2691659
2018-05-08,2729180
2018-05-09,2789819
2018-05-10,2728721
2018-05-11,2593304
2018-05-12,2466648
2018-05-13,2462210
2018-05-14,2457007
2018-05-15,2495201
2018-05-16,2508388
2018-05-17,2497871
2018-05-18,2536456
2018-05-19,2601974
2018-05-20,2644973
2018-05-21,2662358
2018-05-22,2659833
2018-05-23,2670785
2018-05-24,2653240
2018-05-25,2640263
2018-05-26,2710037
2018-05-27,2735432
2018-05-28,2759503
2018-05-29,2715802
2018-05-30,2701561
2018-05-31,2643393
2018-06-01,2635216
2018-06-02,2613799
2018-06-03,2590817
2018-06-04,2571989
2018-06-05,2500566
2018-06-06,2469248
2018-06-07,2345785
2018-06-08,2228495
2018-06-09,2158143
2018-06-10,2084749
2018-06-11,1992889
2018-06-12,1897865
2018-06-13,1809048
2018-06-14,1796771
2018-06-15,1860269
2018-06-16,1905986
2018-06-17,1892280
2018-06-18,1892753
2018-06-19,1896782
2018-06-20,1899911
2018-06-21,1899731
2018-06-22,1918377
2018-06-23,1894742
2018-06-24,1888882
2018-06-25,1846419
2018-06-26,1827229
2018-06-27,1808978
2018-06-28,1816441
2018-06-29,1807702
2018-06-30,1806456
2018-07-01,1807178
2018-07-02,1808685
2018-07-03,1804051
2018-07-04,1804515
2018-07-05,1805169
2018-07-06,1805429
2018-07-07,1819808
2018-07-08,1833201
2018-07-09,1842756
2018-07-10,1855448
2018-07-11,1867758
2018-07-12,1905497
2018-07-13,1917838
2018-07-14,1942346
2018-07-15,1949184
2018-07-16,1940562
2018-07-17,1935077
2018-07-18,1917519
2018-07-19,1905448
2018-07-20,1901683
2018-07-21,1898455
2018-07-22,1884752
2018-07-23,1883011
2018-07-24,1883640
2018-07-25,1902864
2018-07-26,1917383
2018-07-27,1878732
2018-07-28,1838296
2018-07-29,1817474
2018-07-30,1799506
2018-07-31,1802932
2018-08-01,1803137
2018-08-02,1814181
2018-08-03,1820584
2018-08-04,1831724
2018-08-05,1848000
2018-08-06,1858231
2018-08-07,1864445
2018-08-08,1852801
2018-08-09,1838243
2018-08-10,1820442
2018-08-11,1820637
2018-08-12,1833244
2018-08-14,1855580
2018-08-16,1787899
2018-08-17,1769591
2018-08-18,1808188
2018-08-19,1787163
2018-08-20,1788534
2018-08-21,1793916
2018-08-22,1788413
2018-08-23,1765091
2018-08-24,1754009
2018-08-25,1752482
2018-08-26,1742561
2018-08-27,1735270
2018-08-28,1724921
2018-08-29,1720380
2018-08-30,1719106
2018-08-31,1727834
2018-09-01,1735242
2018-09-02,1752912
2018-09-03,1758490
2018-09-04,1762542
2018-09-05,1737294
2018-09-06,1727202
2018-09-07,1734208
2018-09-08,1751619
2018-09-09,1741101
2018-09-10,1734437
2018-09-11,1724843
2018-09-12,1710431
2018-09-13,1704010
2018-09-14,1711678
2018-09-15,1723571
2018-09-16,1725408
2018-09-17,1733674
2018-09-18,1724085
2018-09-19,1720874
2018-09-20,1719549
2018-09-21,1711006
2018-09-22,1702916
2018-09-23,1710159
2018-09-24,1700596
2018-09-25,1696060
2018-09-26,1708882
2018-09-27,1701870
2018-09-28,1721316
2018-09-29,1728793
2018-09-30,1737883
2018-10-02,1794569
2018-10-03,1785130
2018-10-04,1796020
2018-10-05,1805370
2018-10-06,1830208
2018-10-07,1831116
2018-10-08,1786579
2018-10-09,1759877
2018-10-10,1751380
2018-10-11,1754241
2018-10-12,1745733
2018-10-13,1740064
2018-10-14,1757059
2018-10-15,1752495
2018-10-16,1750916
2018-10-17,1742598
2018-10-18,1744345
2018-10-19,1737933
2018-10-20,1732444
2018-10-21,1727601
2018-10-22,1724342
2018-10-23,1714948
2018-10-24,1710151
2018-10-25,1704778
2018-10-26,1705661
2018-10-27,1714228
2018-10-28,1717925
2018-10-29,1710908
2018-10-30,1706113
2018-10-31,1691795
2018-11-01,1679026
2018-11-03,1678333
2018-11-04,1713319
2018-11-05,1727349
2018-11-06,1737742
2018-11-07,1727051
2018-11-08,1719833
2018-11-09,1717248
2018-11-10,1719365
2018-11-11,1732514
2018-11-12,1744419
2018-11-13,1741968
2018-11-14,1730616
2018-11-15,1741012
2018-11-16,1733828
2018-11-17,1733137
2018-11-18,1734915
2018-11-19,1739170
2018-11-20,1740051
2018-11-21,1741060
2018-11-22,1763705
2018-11-23,1757505
