date_obj,Uncut%20emerald price
2016-03-22,1818
2016-03-23,1832
2016-03-24,1815
2016-03-25,1852
2016-03-26,1892
2016-03-27,1844
2016-03-28,1796
2016-03-29,1816
2016-03-30,1857
2016-03-31,1826
2016-04-01,1836
2016-04-02,1782
2016-04-03,1781
2016-04-04,1777
2016-04-05,1751
2016-04-06,1738
2016-04-07,1747
2016-04-08,1782
2016-04-09,1777
2016-04-10,1790
2016-04-11,1815
2016-04-12,1828
2016-04-13,1866
2016-04-14,1872
2016-04-15,1858
2016-04-16,1825
2016-04-17,1831
2016-04-18,1823
2016-04-19,1821
2016-04-20,1851
2016-04-21,1876
2016-04-22,1910
2016-04-23,1844
2016-04-24,1844
2016-04-25,1823
2016-04-26,1837
2016-04-27,1883
2016-04-28,1954
2016-04-29,1917
2016-04-30,1878
2016-05-01,1912
2016-05-02,1918
2016-05-03,1969
2016-05-04,1975
2016-05-05,2029
2016-05-06,2123
2016-05-07,2146
2016-05-08,2102
2016-05-09,2028
2016-05-10,1958
2016-05-11,1895
2016-05-12,1931
2016-05-13,1879
2016-05-14,1834
2016-05-15,1791
2016-05-16,1772
2016-05-17,1807
2016-05-18,1793
2016-05-19,1758
2016-05-22,1777
2016-05-23,1736
2016-05-24,1714
2016-05-25,1739
2016-05-26,1781
2016-05-27,1795
2016-05-28,1787
2016-05-29,1790
2016-05-30,1864
2016-05-31,1892
2016-06-01,1875
2016-06-02,1908
2016-06-03,1925
2016-06-04,1961
2016-06-05,2024
2016-06-06,2100
2016-06-07,2114
2016-06-08,2140
2016-06-09,2193
2016-06-10,2216
2016-06-11,2233
2016-06-12,2253
2016-06-13,2148
2016-06-14,2109
2016-06-15,2192
2016-06-16,2241
2016-06-17,2164
2016-06-18,2111
2016-06-19,2110
2016-06-20,2207
2016-06-21,2265
2016-06-22,2237
2016-06-23,2307
2016-06-24,2288
2016-06-25,2308
2016-06-26,2300
2016-06-27,2276
2016-06-28,2263
2016-06-29,2274
2016-06-30,2340
2016-07-01,2331
2016-07-02,2286
2016-07-03,2254
2016-07-04,2278
2016-07-05,2385
2016-07-06,2449
2016-07-07,2362
2016-07-08,2338
2016-07-09,2398
2016-07-10,2451
2016-07-11,2414
2016-07-12,2410
2016-07-13,2446
2016-07-14,2483
2016-07-15,2506
2016-07-16,2625
2016-07-17,2735
2016-07-18,2817
2016-07-24,2850
2016-07-25,2803
2016-07-26,2767
2016-07-27,2706
2016-07-28,2574
2016-07-29,2551
2016-07-30,2601
2016-07-31,2631
2016-08-01,2592
2016-08-02,2561
2016-08-03,2501
2016-08-04,2520
2016-08-05,2563
2016-08-06,2552
2016-08-07,2504
2016-08-08,2493
2016-08-09,2437
2016-08-10,2411
2016-08-11,2334
2016-08-12,2311
2016-08-13,2309
2016-08-14,2331
2016-08-15,2246
2016-08-16,2182
2016-08-17,2130
2016-08-18,2144
2016-08-19,2131
2016-08-20,2059
2016-08-21,2065
2016-08-22,2088
2016-08-23,2136
2016-08-24,2066
2016-08-25,2011
2016-08-26,1978
2016-08-28,1879
2016-08-31,1835
2016-09-01,1845
2016-09-02,1828
2016-09-03,1766
2016-09-04,1741
2016-09-05,1798
2016-09-06,1807
2016-09-07,1765
2016-09-08,1737
2016-09-09,1673
2016-09-10,1612
2016-09-11,1586
2016-09-12,1534
2016-09-13,1552
2016-09-14,1537
2016-09-15,1554
2016-09-16,1577
2016-09-17,1524
2016-09-18,1508
2016-09-19,1486
2016-09-20,1468
2016-09-21,1429
2016-09-22,1464
2016-09-23,1515
2016-09-24,1576
2016-09-25,1595
2016-09-26,1576
2016-09-27,1554
2016-09-28,1528
2016-09-29,1581
2016-09-30,1545
2016-10-01,1572
2016-10-02,1524
2016-10-03,1571
2016-10-04,1510
2016-10-05,1487
2016-10-06,1458
2016-10-07,1452
2016-10-08,1446
2016-10-09,1459
2016-10-10,1474
2016-10-11,1497
2016-10-12,1525
2016-10-13,1486
2016-10-14,1473
2016-10-15,1475
2016-10-16,1469
2016-10-17,1488
2016-10-18,1490
2016-10-19,1514
2016-10-20,1517
2016-10-21,1529
2016-10-22,1522
2016-10-23,1505
2016-10-24,1518
2016-10-25,1509
2016-10-26,1507
2016-10-27,1480
2016-10-28,1447
2016-10-29,1475
2016-10-30,1490
2016-10-31,1484
2016-11-01,1468
2016-11-02,1467
2016-11-03,1502
2016-11-04,1507
2016-11-05,1509
2016-11-06,1453
2016-11-07,1430
2016-11-08,1418
2016-11-09,1433
2016-11-10,1460
2016-11-11,1451
2016-11-12,1477
2016-11-13,1490
2016-11-14,1489
2016-12-08,1372
2016-12-09,1370
2016-12-10,1386
2016-12-11,1359
2016-12-12,1353
2016-12-13,1333
2016-12-14,1301
2016-12-15,1324
2016-12-16,1330
2016-12-17,1349
2016-12-18,1336
2016-12-19,1317
2016-12-20,1326
2016-12-21,1332
2016-12-22,1329
2016-12-23,1325
2016-12-24,1323
2016-12-25,1285
2016-12-26,1265
2016-12-27,1258
2016-12-28,1249
2016-12-29,1264
2016-12-30,1290
2016-12-31,1251
2017-01-01,1235
2017-01-02,1230
2017-01-03,1224
2017-01-04,1208
2017-01-05,1156
2017-01-06,1153
2017-01-07,1188
2017-01-08,1166
2017-01-09,1162
2017-01-10,1172
2017-01-11,1194
2017-01-12,1178
2017-01-13,1194
2017-01-14,1177
2017-01-15,1148
2017-01-16,1107
2017-01-17,1082
2017-01-18,1100
2017-01-19,1076
2017-01-20,1085
2017-01-21,1106
2017-01-22,1153
2017-01-27,1137
2017-01-28,1143
2017-01-29,1122
2017-01-30,1112
2017-01-31,1093
2017-02-01,1084
2017-02-02,1062
2017-02-03,1056
2017-02-04,1054
2017-02-05,1051
2017-02-06,1034
2017-02-07,1017
2017-02-08,1010
2017-02-09,1010
2017-02-10,997
2017-02-11,988
2017-02-12,1015
2017-02-13,1036
2017-02-14,1026
2017-02-15,1012
2017-02-16,1005
2017-02-18,1012
2017-02-19,988
2017-02-20,981
2017-02-21,970
2017-02-22,985
2017-02-23,1015
2017-02-24,1059
2017-02-25,1093
2017-02-26,1091
2017-02-27,1084
2017-02-28,1054
2017-03-01,1058
2017-03-02,1070
2017-03-03,1085
2017-03-04,1052
2017-03-05,1024
2017-03-06,1013
2017-03-07,1011
2017-03-08,1007
2017-03-09,1004
2017-03-10,999
2017-03-11,991
2017-03-12,994
2017-03-13,981
2017-03-14,970
2017-03-15,959
2017-03-16,946
2017-03-17,926
2017-03-18,904
2017-03-19,874
2017-03-20,875
2017-03-21,912
2017-03-22,939
2017-03-23,954
2017-03-24,951
2017-03-25,952
2017-03-26,966
2017-03-27,941
2017-03-28,937
2017-03-29,945
2017-03-30,949
2017-03-31,948
2017-04-01,948
2017-04-02,955
2017-04-03,950
2017-04-04,936
2017-04-12,901
2017-04-13,921
2017-04-14,902
2017-04-15,901
2017-04-16,899
2017-04-17,855
2017-04-18,815
2017-04-19,801
2017-04-20,818
2017-04-21,825
2017-04-22,830
2017-04-23,832
2017-04-24,835
2017-04-25,836
2017-04-26,827
2017-04-27,818
2017-04-28,817
2017-04-29,812
2017-04-30,825
2017-05-01,833
2017-05-02,826
2017-05-03,829
2017-05-04,802
2017-05-05,802
2017-05-06,802
2017-05-07,805
2017-05-08,810
2017-05-09,832
2017-05-10,856
2017-05-11,848
2017-05-12,846
2017-05-13,874
2017-05-14,858
2017-05-15,876
2017-05-16,860
2017-05-17,848
2017-05-18,849
2017-05-19,869
2017-05-20,893
2017-05-21,883
2017-05-22,892
2017-05-23,908
2017-05-24,918
2017-05-25,903
2017-05-26,911
2017-05-27,908
2017-05-28,907
2017-05-29,911
2017-05-30,906
2017-05-31,882
2017-06-01,877
2017-06-02,850
2017-06-03,841
2017-06-06,846
2017-06-07,853
2017-06-08,848
2017-06-09,848
2017-06-10,850
2017-06-11,844
2017-06-12,849
2017-06-13,847
2017-06-14,848
2017-06-15,850
2017-06-16,851
2017-06-17,834
2017-06-18,834
2017-06-19,842
2017-06-20,852
2017-06-21,863
2017-06-22,864
2017-06-23,888
2017-06-24,890
2017-06-25,864
2017-06-26,847
2017-06-27,866
2017-06-28,867
2017-06-29,878
2017-06-30,863
2017-07-01,886
2017-07-02,875
2017-07-03,884
2017-07-04,873
2017-07-05,880
2017-07-06,905
2017-07-07,915
2017-07-08,921
2017-07-13,960
2017-07-14,938
2017-07-15,937
2017-07-16,890
2017-07-17,901
2017-07-18,918
2017-07-19,924
2017-07-20,946
2017-07-21,926
2017-07-22,926
2017-07-23,930
2017-07-24,952
2017-07-25,939
2017-07-26,936
2017-07-27,953
2017-07-28,963
2017-07-29,977
2017-07-30,982
2017-07-31,1013
2017-08-01,1030
2017-08-02,1019
2017-08-03,1015
2017-08-04,1000
2017-08-05,988
2017-08-06,988
2017-08-09,980
2017-08-10,978
2017-08-11,988
2017-08-12,990
2017-08-13,995
2017-08-14,991
2017-08-15,980
2017-08-16,984
2017-08-17,995
2017-08-18,994
2017-08-19,1016
2017-08-20,1027
2017-08-21,1036
2017-08-22,1015
2017-08-23,1015
2017-08-24,1022
2017-08-25,1024
2017-08-26,1023
2017-08-27,1027
2017-08-28,1020
2017-08-29,1023
2017-08-30,1009
2017-08-31,987
2017-09-01,963
2017-09-02,960
2017-09-03,956
2017-09-04,956
2017-09-05,954
2017-09-06,936
2017-09-07,944
2017-09-08,956
2017-09-09,969
2017-09-10,959
2017-09-11,952
2017-09-12,952
2017-09-13,952
2017-09-14,935
2017-09-15,935
2017-09-16,933
2017-09-17,900
2017-09-19,882
2017-09-20,900
2017-09-21,920
2017-09-22,940
2017-09-23,950
2017-09-24,942
2017-09-25,929
2017-09-26,923
2017-09-27,935
2017-09-28,921
2017-09-29,924
2017-09-30,922
2017-10-01,914
2017-10-02,924
2017-10-03,949
2017-10-04,943
2017-10-05,943
2017-10-06,925
2017-10-07,916
2017-10-08,904
2017-10-09,888
2017-10-10,914
2017-10-11,915
2017-10-12,929
2017-10-13,925
2017-10-14,895
2017-10-15,898
2017-10-16,905
2017-10-17,911
2017-10-18,902
2017-10-19,878
2017-10-20,865
2017-10-21,863
2017-10-22,866
2017-10-23,879
2017-10-24,887
2017-10-25,879
2017-10-26,851
2017-10-27,860
2017-10-28,858
2017-10-29,856
2017-10-30,865
2017-10-31,873
2017-11-01,862
2017-11-02,851
2017-11-03,862
2017-11-04,857
2017-11-05,838
2017-11-06,826
2017-11-07,809
2017-11-08,811
2017-11-09,808
2017-11-10,810
2017-11-11,819
2017-11-12,815
2017-11-13,815
2017-11-14,802
2017-11-15,806
2017-11-16,827
2017-11-17,844
2017-11-18,849
2017-11-19,835
2017-11-20,849
2017-11-21,845
2017-11-22,836
2017-11-23,815
2017-11-24,816
2017-11-25,809
2017-11-26,799
2017-11-27,785
2017-11-28,791
2017-11-29,788
2017-11-30,788
2017-12-01,791
2017-12-02,793
2017-12-03,788
2017-12-04,785
2017-12-05,795
2017-12-06,805
2017-12-07,811
2017-12-08,814
2017-12-09,841
2017-12-10,825
2017-12-11,822
2017-12-12,837
2017-12-13,839
2017-12-14,835
2017-12-15,815
2017-12-16,797
2017-12-17,794
2017-12-18,795
2017-12-19,798
2017-12-20,798
2017-12-21,810
2017-12-22,843
2017-12-23,837
2017-12-24,836
2017-12-25,860
2017-12-26,864
2017-12-27,832
2017-12-28,838
2017-12-29,858
2017-12-30,876
2017-12-31,881
2018-01-01,861
2018-01-02,854
2018-01-03,862
2018-01-04,859
2018-01-05,828
2018-01-06,812
2018-01-07,824
2018-01-08,843
2018-01-09,840
2018-01-10,813
2018-01-11,817
2018-01-12,802
2018-01-13,783
2018-01-14,790
2018-01-15,801
2018-01-16,811
2018-01-17,819
2018-01-18,827
2018-01-19,822
2018-01-20,827
2018-01-21,841
2018-01-22,844
2018-01-23,833
2018-01-24,821
2018-01-25,818
2018-01-26,814
2018-01-27,826
2018-01-28,825
2018-01-29,821
2018-01-30,824
2018-02-01,858
2018-02-02,861
2018-02-03,850
2018-02-04,843
2018-02-05,843
2018-02-06,864
2018-02-07,877
2018-02-08,884
2018-02-09,875
2018-02-10,866
2018-02-11,875
2018-02-12,866
2018-02-13,867
2018-02-14,873
2018-02-15,883
2018-02-16,866
2018-02-17,848
2018-02-18,806
2018-02-19,813
2018-02-20,817
2018-02-21,823
2018-02-22,827
2018-02-23,815
2018-02-24,813
2018-02-25,815
2018-02-26,810
2018-02-27,814
2018-02-28,825
2018-03-01,820
2018-03-02,819
2018-03-03,827
2018-03-04,822
2018-03-05,819
2018-03-06,831
2018-03-07,827
2018-03-08,819
2018-03-09,808
2018-03-10,814
2018-03-11,804
2018-03-12,800
2018-03-13,801
2018-03-14,822
2018-03-15,829
2018-03-16,812
2018-03-17,825
2018-03-18,818
2018-03-19,816
2018-03-20,822
2018-03-21,820
2018-03-23,816
2018-03-24,817
2018-03-26,810
2018-03-27,812
2018-03-28,813
2018-03-29,798
2018-03-30,789
2018-03-31,787
2018-04-01,799
2018-04-02,794
2018-04-03,789
2018-04-04,785
2018-04-05,771
2018-04-06,778
2018-04-08,789
2018-04-09,794
2018-04-10,794
2018-04-11,798
2018-04-12,789
2018-04-13,778
2018-04-14,760
2018-04-16,774
2018-04-17,776
2018-04-18,773
2018-04-19,774
2018-04-20,764
2018-04-21,757
2018-04-22,751
2018-04-23,748
2018-04-24,751
2018-04-25,748
2018-04-26,750
2018-04-27,749
2018-04-28,751
2018-04-29,742
2018-04-30,749
2018-05-02,756
2018-05-03,753
2018-05-04,748
2018-05-05,754
2018-05-06,755
2018-05-07,762
2018-05-08,764
2018-05-09,767
2018-05-10,769
2018-05-11,776
2018-05-12,774
2018-05-13,776
2018-05-14,778
2018-05-15,790
2018-05-16,812
2018-05-17,802
2018-05-18,787
2018-05-19,782
2018-05-20,771
2018-05-21,770
2018-05-22,766
2018-05-23,772
2018-05-24,780
2018-05-25,782
2018-05-26,800
2018-05-27,814
2018-05-28,793
2018-05-29,783
2018-05-30,785
2018-05-31,785
2018-06-01,788
2018-06-02,788
2018-06-03,772
2018-06-04,760
2018-06-05,760
2018-06-06,739
2018-06-07,716
2018-06-08,707
2018-06-09,721
2018-06-10,724
2018-06-11,711
2018-06-12,691
2018-06-13,687
2018-06-14,688
2018-06-15,689
2018-06-16,686
2018-06-17,707
2018-06-18,707
2018-06-19,716
2018-06-20,726
2018-06-21,719
2018-06-22,726
2018-06-23,723
2018-06-24,717
2018-06-25,730
2018-06-26,730
2018-06-27,727
2018-06-28,746
2018-06-29,747
2018-06-30,765
2018-07-01,777
2018-07-02,807
2018-07-03,813
2018-07-04,793
2018-07-05,794
2018-07-06,810
2018-07-07,844
2018-07-08,836
2018-07-09,841
2018-07-10,806
2018-07-11,781
2018-07-12,769
2018-07-13,772
2018-07-14,782
2018-07-15,790
2018-07-16,825
2018-07-17,858
2018-07-18,844
2018-07-19,859
2018-07-20,835
2018-07-21,830
2018-07-22,818
2018-07-23,808
2018-07-24,795
2018-07-25,787
2018-07-26,789
2018-07-27,806
2018-07-28,811
2018-07-29,806
2018-07-30,792
2018-07-31,797
2018-08-01,815
2018-08-02,810
2018-08-03,827
2018-08-04,832
2018-08-05,848
2018-08-06,880
2018-08-07,868
2018-08-08,888
2018-08-09,918
2018-08-10,920
2018-08-11,890
2018-08-12,885
2018-08-14,912
2018-08-16,888
2018-08-17,901
2018-08-18,940
2018-08-19,952
2018-08-20,928
2018-08-21,922
2018-08-22,907
2018-08-23,898
2018-08-24,905
2018-08-25,905
2018-08-26,914
2018-08-27,922
2018-08-28,886
2018-08-29,854
2018-08-30,845
2018-08-31,864
2018-09-01,879
2018-09-02,890
2018-09-03,899
2018-09-04,915
2018-09-05,933
2018-09-06,955
2018-09-07,967
2018-09-08,937
2018-09-09,926
2018-09-10,926
2018-09-11,921
2018-09-12,911
2018-09-13,899
2018-09-14,916
2018-09-15,953
2018-09-16,985
2018-09-17,1016
2018-09-18,996
2018-09-19,981
2018-09-20,973
2018-09-21,968
2018-09-22,956
2018-09-23,948
2018-09-24,936
2018-09-25,917
2018-09-26,912
2018-09-27,912
2018-09-28,906
2018-09-29,925
2018-09-30,921
2018-10-02,920
2018-10-03,914
2018-10-04,912
2018-10-05,898
2018-10-06,900
2018-10-07,922
2018-10-08,916
2018-10-09,905
2018-10-10,901
2018-10-11,930
2018-10-12,936
2018-10-13,930
2018-10-14,918
2018-10-15,907
2018-10-16,893
2018-10-17,912
2018-10-18,910
2018-10-19,906
2018-10-20,903
2018-10-21,889
2018-10-22,902
2018-10-23,922
2018-10-24,919
2018-10-25,912
2018-10-26,898
2018-10-27,889
2018-10-28,884
2018-10-29,878
2018-10-30,871
2018-10-31,877
2018-11-01,887
2018-11-03,889
2018-11-04,895
2018-11-05,906
2018-11-06,891
2018-11-07,886
2018-11-08,893
2018-11-09,913
2018-11-10,941
2018-11-11,973
2018-11-12,1000
2018-11-13,1044
2018-11-14,1086
2018-11-15,1089
2018-11-16,1063
2018-11-17,1030
2018-11-18,1026
2018-11-19,1030
2018-11-20,1012
2018-11-21,995
2018-11-22,971
2018-11-23,977
2018-11-24,979
2018-11-25,996
2018-11-26,1021
2018-11-27,1058
2018-11-28,1072
2018-11-29,1056
2018-12-01,1048
2018-12-02,1043
2018-12-03,1043
2018-12-04,1047
2018-12-05,1040
2018-12-07,1014
2018-12-09,976
2018-12-10,964
2018-12-11,961
2018-12-12,955
2018-12-13,981
2018-12-14,996
2018-12-15,1017
2018-12-16,1010
2018-12-17,994
2018-12-18,990
2018-12-19,985
2018-12-20,976
2018-12-21,968
2018-12-22,980
2018-12-23,968
2018-12-24,958
2018-12-25,971
2018-12-26,979
2018-12-27,981
2018-12-28,1007
2018-12-29,985
2018-12-30,968
2018-12-31,953
2019-01-01,948
2019-01-02,936
2019-01-03,942
2019-01-04,951
2019-01-05,955
2019-01-06,958
2019-01-08,972
2019-01-10,919
2019-01-11,901
2019-01-12,881
2019-01-13,886
2019-01-14,898
2019-01-15,903
2019-01-16,875
2019-01-17,893
2019-01-18,900
2019-01-19,908
2019-01-20,893
2019-01-21,878
2019-01-22,879
2019-01-23,885
2019-01-24,875
2019-01-25,869
2019-01-26,856
2019-01-27,841
2019-01-28,832
2019-01-29,853
2019-01-30,888
2019-01-31,921
2019-02-01,904
2019-02-02,876
2019-02-03,868
2019-02-04,876
2019-02-05,877
2019-02-06,875
2019-02-07,863
2019-02-08,842
2019-02-09,816
2019-02-10,806
2019-02-11,836
2019-02-12,852
2019-02-13,826
2019-02-14,814
2019-02-15,816
2019-02-16,806
2019-02-17,802
2019-02-18,816
2019-02-19,833
2019-02-20,859
2019-02-21,872
2019-02-22,864
2019-02-23,857
2019-02-24,839
2019-02-25,825
2019-02-26,829
2019-02-27,822
2019-02-28,817
2019-03-01,801
2019-03-02,823
2019-03-03,814
2019-03-04,810
2019-03-05,827
2019-03-06,836
2019-03-07,815
2019-03-08,823
2019-03-09,818
2019-03-10,827
2019-03-11,819
2019-03-12,841
2019-03-13,860
2019-03-14,844
2019-03-15,826
2019-03-16,812
2019-03-17,794
2019-03-18,795
2019-03-19,806
2019-03-20,799
2019-03-21,788
2019-03-22,775
2019-03-23,766
2019-03-24,752
2019-03-25,749
2019-03-26,755
2019-03-27,783
2019-03-28,783
2019-03-29,781
2019-03-30,798
2019-03-31,807
2019-04-01,784
2019-04-02,780
2019-04-03,789
2019-04-04,797
2019-04-05,803
2019-04-06,794
2019-04-07,798
2019-04-08,820
2019-04-09,831
2019-04-10,828
2019-04-11,838
2019-04-12,828
2019-04-13,821
2019-04-14,794
2019-04-15,782
2019-04-16,785
2019-04-17,788
2019-04-18,789
2019-04-19,780
2019-04-20,788
2019-04-21,802
2019-04-22,803
2019-04-23,815
2019-04-24,808
2019-04-25,798
2019-04-26,794
2019-04-27,792
2019-04-28,793
2019-04-29,798
2019-04-30,810
2019-05-01,809
2019-05-02,805
2019-05-03,798
2019-05-04,803
2019-05-05,807
2019-05-06,808
2019-05-07,806
2019-05-08,836
2019-05-09,870
2019-05-10,872
2019-05-11,889
2019-05-12,882
2019-05-13,869
2019-05-14,849
2019-05-15,836
2019-05-16,824
2019-05-17,811
2019-05-18,806
2019-05-19,818
2019-05-20,822
2019-05-21,815
2019-05-22,812
2019-05-23,826
2019-05-24,839
2019-05-25,855
2019-05-26,880
2019-05-27,870
2019-05-28,863
2019-05-29,860
2019-05-30,865
2019-05-31,882
2019-06-01,868
2019-06-02,855
2019-06-03,842
2019-06-04,832
2019-06-05,838
2019-06-06,862
2019-06-07,857
2019-06-08,859
2019-06-09,854
2019-06-10,857
2019-06-11,841
2019-06-12,841
2019-06-13,850
2019-06-14,845
2019-06-15,840
2019-06-16,833
2019-06-17,832
2019-06-18,825
2019-06-19,814
2019-06-20,812
2019-06-21,802
2019-06-22,795
