date_obj,Red%20partyhat price
2015-07-13,31447
2015-07-14,31447
2015-07-15,31553
2015-07-16,31553
2015-07-17,31182
2015-07-18,31182
2015-07-19,31919
2015-07-20,32504
2015-07-21,32504
2015-07-22,33218
2015-07-23,33218
2015-07-24,34473
2015-07-25,34473
2015-07-26,36073
2015-07-27,36188
2015-07-28,36188
2015-07-29,37019
2015-07-30,37019
2015-07-31,38235
2015-08-01,38235
2015-08-02,39986
2015-08-03,39986
2015-08-04,41896
2015-08-05,43856
2015-08-06,43856
2015-08-07,45598
2015-08-08,47615
2015-08-09,49822
2015-08-10,52164
2015-08-11,54772
2015-08-12,54772
2015-08-13,56464
2015-08-14,53851
2015-08-15,53851
2015-08-16,52617
2015-08-17,52617
2015-08-18,52664
2015-08-19,52664
2015-08-20,52561
2015-08-21,52561
2015-08-22,53256
2015-08-23,53256
2015-08-24,54497
2015-08-25,54497
2015-08-26,54497
2015-08-27,53607
2015-08-28,53607
2015-08-29,50968
2015-08-30,50968
2015-08-31,48671
2015-09-01,48671
2015-09-02,46739
2015-09-03,47011
2015-09-04,48141
2015-09-05,48141
2015-09-06,48293
2015-09-07,48293
2015-09-08,48372
2015-09-09,48372
2015-09-10,49457
2015-09-11,51329
2015-09-12,51329
2015-09-13,52784
2015-09-14,54502
2015-09-15,56321
2015-09-16,56321
2015-09-17,55996
2015-09-18,55996
2015-09-19,55314
2015-09-20,55314
2015-09-21,55282
2015-09-22,55282
2015-09-23,53000
2015-09-24,53000
2015-09-25,53000
2015-09-27,51202
2015-09-28,49443
2015-09-29,49443
2015-09-30,49787
2015-10-05,48291
2015-10-06,48291
2015-10-07,47056
2015-10-08,47056
2015-10-09,45016
2015-10-10,45016
2015-10-11,43205
2015-10-12,43205
2015-10-13,43205
2015-10-14,42079
2015-10-15,42079
2015-10-16,40653
2015-10-17,40653
2015-10-18,40653
2015-10-19,39754
2015-10-20,39754
2015-10-22,37968
2015-10-23,37775
2015-10-24,37775
2015-10-25,37609
2015-10-26,37609
2015-10-27,37609
2015-10-29,37784
2015-10-30,37818
2015-10-31,37818
2015-11-01,37818
2015-11-02,37456
2015-11-03,37456
2015-11-04,37456
2015-11-05,37248
2015-11-06,37248
2015-11-07,36541
2015-11-08,36541
2015-11-09,36541
2015-11-10,35011
2015-11-11,35011
2015-11-12,33410
2015-11-13,33410
2015-11-14,33410
2015-11-15,31918
2015-11-16,31918
2015-11-17,31918
2015-11-18,30990
2015-11-19,30990
2015-11-20,30284
2015-11-21,30284
2015-11-22,29584
2015-11-23,29584
2015-11-24,29584
2015-11-25,28982
2015-11-26,28982
2015-11-27,28982
2015-11-28,28803
2015-11-29,28803
2015-11-30,29036
2015-12-01,29036
2015-12-02,29036
2015-12-03,29239
2015-12-04,29239
2015-12-05,29239
2015-12-06,28939
2015-12-07,28939
2015-12-08,28939
2015-12-09,28752
2015-12-10,28752
2015-12-11,28752
2015-12-12,28638
2015-12-13,28638
2015-12-14,28638
2015-12-15,27334
2015-12-16,25967
2015-12-17,24668
2015-12-18,23434
2015-12-19,22262
2015-12-20,21148
2015-12-21,20090
2015-12-22,19085
2015-12-23,18130
2015-12-24,17223
2015-12-25,16361
2015-12-26,15542
2015-12-27,14764
2015-12-28,14045
2015-12-29,13342
2015-12-30,12674
2015-12-31,12069
2016-01-01,11529
2016-01-02,10989
2016-01-03,10439
2016-01-04,9918
2016-01-05,9469
2016-01-06,9108
2016-01-07,9108
2016-01-08,8797
2016-01-09,8797
2016-01-10,8471
2016-01-11,8471
2016-01-12,8299
2016-01-13,8299
2016-01-14,8196
2016-01-15,8196
2016-01-16,8025
2016-01-17,8025
2016-01-18,7821
2016-01-19,7821
2016-01-20,7583
2016-01-21,7583
2016-01-22,7302
2016-01-23,7302
2016-01-24,6972
2016-01-25,6709
2016-01-26,6709
2016-01-27,6598
2016-01-28,6598
2016-01-29,6438
2016-01-30,6438
2016-01-31,6430
2016-02-01,6430
2016-02-02,6494
2016-02-03,6494
2016-02-04,6671
2016-02-05,6671
2016-02-06,6606
2016-02-07,6606
2016-02-08,6501
2016-02-09,6501
2016-02-10,6635
2016-02-11,6635
2016-02-12,6764
2016-02-13,6856
2016-02-14,6856
2016-02-15,6877
2016-02-16,6877
2016-02-17,6899
2016-02-18,6899
2016-02-19,6925
2016-02-20,6925
2016-02-21,6771
2016-02-22,6771
2016-02-23,6481
2016-02-24,6481
2016-02-25,6215
2016-02-26,6215
2016-02-27,6050
2016-02-28,6050
2016-02-29,6153
2016-03-01,6153
2016-03-02,6267
2016-03-03,6267
2016-03-04,6354
2016-03-05,6354
2016-03-06,6405
2016-03-07,6405
2016-03-08,6405
2016-03-09,6503
2016-03-10,6503
2016-03-11,6532
2016-03-12,6532
2016-03-13,6566
2016-03-14,6566
2016-03-15,6523
2016-03-16,6523
2016-03-17,6585
2016-03-18,6585
2016-03-19,6487
2016-03-20,6487
2016-03-21,6482
2016-03-22,6482
2016-03-23,6594
2016-03-24,6594
2016-03-25,6470
2016-03-26,6470
2016-03-27,6298
2016-03-28,6298
2016-03-29,6196
2016-03-30,6196
2016-03-31,6196
2016-04-01,6008
2016-04-02,6008
2016-04-03,5799
2016-04-04,5799
2016-04-05,5771
2016-04-06,5771
2016-04-07,5732
2016-04-08,5732
2016-04-09,5673
2016-04-10,5673
2016-04-11,5673
2016-04-12,5656
2016-04-13,5656
2016-04-14,5561
2016-04-15,5561
2016-04-16,5549
2016-04-17,5549
2016-04-18,5431
2016-04-19,5431
2016-04-20,5431
2016-04-21,5393
2016-04-22,5393
2016-04-23,5393
2016-04-24,5473
2016-04-25,5473
2016-04-26,5443
2016-04-27,5443
2016-04-28,5348
2016-04-29,5348
2016-04-30,5440
2016-05-01,5440
2016-05-02,5425
2016-05-03,5425
2016-05-04,5412
2016-05-05,5412
2016-05-06,5412
2016-05-07,5273
2016-05-08,5273
2016-05-09,5161
2016-05-10,5161
2016-05-11,5020
2016-05-12,5020
2016-05-13,5018
2016-05-14,5018
2016-05-15,4955
2016-05-16,4955
2016-05-17,4801
2016-05-18,4801
2016-05-19,4649
2016-05-22,4457
2016-05-23,4234
2016-05-24,4234
2016-05-25,4022
2016-05-26,4022
2016-05-27,3955
2016-05-28,3955
2016-05-29,4070
2016-05-30,4070
2016-05-31,4070
2016-06-01,4187
2016-06-02,4187
2016-06-03,4187
2016-06-04,4295
2016-06-05,4295
2016-06-06,4392
2016-06-07,4392
2016-06-08,4546
2016-06-09,4546
2016-06-10,4576
2016-06-11,4576
2016-06-12,4410
2016-06-13,4410
2016-06-14,4455
2016-06-15,4455
2016-06-16,4455
2016-06-17,4486
2016-06-18,4486
2016-06-19,4406
2016-06-20,4406
2016-06-21,4458
2016-06-22,4458
2016-06-23,4436
2016-06-24,4436
2016-06-25,4349
2016-06-26,4349
2016-06-27,4349
2016-06-28,4231
2016-06-29,4231
2016-06-30,4325
2016-07-01,4325
2016-07-02,4430
2016-07-03,4430
2016-07-04,4480
2016-07-05,4480
2016-07-06,4480
2016-07-07,4485
2016-07-08,4485
2016-07-09,4505
2016-07-10,4505
2016-07-11,4394
2016-07-12,4394
2016-07-13,4394
2016-07-14,4258
2016-07-15,4258
2016-07-16,4207
2016-07-17,4207
2016-07-18,4207
2016-07-23,3938
2016-07-24,3938
2016-07-25,3804
2016-07-26,3804
2016-07-27,3804
2016-07-28,3790
2016-07-29,3790
2016-07-30,3724
2016-07-31,3724
2016-08-01,3724
2016-08-02,3727
2016-08-03,3727
2016-08-04,3727
2016-08-05,3813
2016-08-06,3813
2016-08-07,3744
2016-08-08,3744
2016-08-09,3744
2016-08-10,3743
2016-08-11,3743
2016-08-12,3743
2016-08-13,3743
2016-08-14,3681
2016-08-15,3681
2016-08-16,3681
2016-08-17,3716
2016-08-18,3716
2016-08-19,3716
2016-08-20,3666
2016-08-21,3666
2016-08-22,3666
2016-08-23,3673
2016-08-24,3673
2016-08-25,3673
2016-08-26,3673
2016-08-28,3593
2016-08-31,3525
2016-09-01,3525
2016-09-02,3462
2016-09-03,3462
2016-09-04,3462
2016-09-05,3442
2016-09-06,3442
2016-09-07,3442
2016-09-08,3442
2016-09-09,3413
2016-09-10,3413
2016-09-11,3413
2016-09-12,3376
2016-09-13,3376
2016-09-14,3376
2016-09-15,3394
2016-09-16,3394
2016-09-17,3394
2016-09-18,3373
2016-09-19,3373
2016-09-20,3373
2016-09-21,3373
2016-09-22,3387
2016-09-23,3387
2016-09-24,3387
2016-09-25,3387
2016-09-26,3492
2016-09-27,3492
2016-09-28,3492
2016-09-29,3618
2016-09-30,3618
2016-10-01,3618
2016-10-02,3754
2016-10-03,3754
2016-10-04,3754
2016-10-05,3754
2016-10-06,3794
2016-10-07,3794
2016-10-08,3794
2016-10-09,3816
2016-10-10,3816
2016-10-11,3816
2016-10-12,3816
2016-10-13,3812
2016-10-14,3812
2016-10-15,3812
2016-10-16,3780
2016-10-17,3780
2016-10-18,3780
2016-10-19,3729
2016-10-20,3729
2016-10-21,3729
2016-10-22,3694
2016-10-23,3694
2016-10-24,3694
2016-10-25,3616
2016-10-26,3616
2016-10-27,3616
2016-10-28,3597
2016-10-29,3597
2016-10-30,3597
2016-10-31,3560
2016-11-01,3560
2016-11-02,3560
2016-11-03,3560
2016-11-04,3544
2016-11-05,3544
2016-11-06,3544
2016-11-07,3544
2016-11-08,3503
2016-11-09,3503
2016-11-10,3503
2016-11-11,3503
2016-11-12,3564
2016-11-13,3564
2016-11-14,3564
2016-12-08,3726
2016-12-09,3726
2016-12-10,3726
2016-12-11,3586
2016-12-12,3586
2016-12-13,3426
2016-12-14,3259
2016-12-15,3259
2016-12-16,3116
2016-12-17,2983
2016-12-18,2983
2016-12-19,2854
2016-12-20,2854
2016-12-21,2794
2016-12-22,2794
2016-12-23,2758
2016-12-24,2758
2016-12-25,2734
2016-12-26,2734
2016-12-27,2696
2016-12-28,2696
2016-12-29,2599
2016-12-30,2599
2016-12-31,2492
2017-01-01,2492
2017-01-02,2439
2017-01-03,2439
2017-01-04,2346
2017-01-05,2346
2017-01-06,2346
2017-01-07,2263
2017-01-08,2263
2017-01-09,2201
2017-01-10,2201
2017-01-11,2172
2017-01-12,2172
2017-01-13,2141
2017-01-14,2141
2017-01-15,2112
2017-01-16,2112
2017-01-17,2063
2017-01-18,2063
2017-01-19,2063
2017-01-20,2038
2017-01-21,2038
2017-01-22,2038
2017-01-27,2057
2017-01-28,2094
2017-01-29,2094
2017-01-30,2094
2017-01-31,2053
2017-02-01,2053
2017-02-02,2048
2017-02-03,2048
2017-02-04,2048
2017-02-05,2055
2017-02-06,2055
2017-02-07,2055
2017-02-08,2036
2017-02-09,2036
2017-02-10,2036
2017-02-11,2033
2017-02-12,2033
2017-02-13,2033
2017-02-14,2097
2017-02-15,2097
2017-02-16,2138
2017-02-18,2138
2017-02-19,2162
2017-02-20,2162
2017-02-21,2162
2017-02-22,2181
2017-02-23,2181
2017-02-24,2181
2017-02-25,2209
2017-02-26,2209
2017-02-27,2209
2017-02-28,2276
2017-03-01,2276
2017-03-02,2276
2017-03-03,2242
2017-03-04,2242
2017-03-05,2242
2017-03-06,2217
2017-03-07,2217
2017-03-08,2217
2017-03-09,2220
2017-03-10,2220
2017-03-11,2252
2017-03-12,2252
2017-03-13,2252
2017-03-14,2279
2017-03-15,2179
2017-03-16,2179
2017-03-17,2179
2017-03-18,2105
2017-03-19,2105
2017-03-20,2047
2017-03-21,2047
2017-03-22,2047
2017-03-23,2029
2017-03-24,2029
2017-03-25,2029
2017-03-26,2003
2017-03-27,2003
2017-03-28,2003
2017-03-29,1987
2017-03-30,1987
2017-03-31,1987
2017-04-01,1995
2017-04-02,1995
2017-04-03,1995
2017-04-04,2026
2017-04-12,2034
2017-04-13,2034
2017-04-14,2068
2017-04-15,2068
2017-04-16,2068
2017-04-17,2088
2017-04-18,2088
2017-04-19,2088
2017-04-20,2045
2017-04-21,2045
2017-04-22,2045
2017-04-23,1973
2017-04-24,1973
2017-04-25,1973
2017-04-26,2043
2017-04-27,2043
2017-04-28,2043
2017-04-29,2080
2017-04-30,2080
2017-05-01,2080
2017-05-02,2121
2017-05-03,2121
2017-05-04,2121
2017-05-05,2160
2017-05-06,2160
2017-05-07,2160
2017-05-08,2160
2017-05-09,2171
2017-05-10,2171
2017-05-11,2171
2017-05-12,2214
2017-05-13,2214
2017-05-14,2214
2017-05-15,2214
2017-05-16,2178
2017-05-17,2178
2017-05-18,2178
2017-05-19,2178
2017-05-20,2154
2017-05-21,2154
2017-05-22,2154
2017-05-23,2154
2017-05-24,2177
2017-05-25,2177
2017-05-26,2177
2017-05-27,2126
2017-05-28,2126
2017-05-29,2126
2017-05-30,2126
2017-05-31,2100
2017-06-01,2100
2017-06-02,2100
2017-06-03,2085
2017-06-06,2083
2017-06-07,2083
2017-06-08,2083
2017-06-09,2083
2017-06-10,2094
2017-06-11,2094
2017-06-12,2094
2017-06-13,2103
2017-06-14,2103
2017-06-15,2103
2017-06-16,2103
2017-06-17,2143
2017-06-18,2143
2017-06-19,2143
2017-06-20,2189
2017-06-21,2189
2017-06-22,2189
2017-06-23,2189
2017-06-24,2201
2017-06-25,2201
2017-06-26,2201
2017-06-27,2159
2017-06-28,2159
2017-06-29,2159
2017-06-30,2173
2017-07-01,2173
2017-07-02,2173
2017-07-03,2173
2017-07-04,2192
2017-07-05,2192
2017-07-06,2192
2017-07-07,2192
2017-07-08,2192
2017-07-13,2236
2017-07-14,2236
2017-07-15,2236
2017-07-16,2236
2017-07-17,2305
2017-07-18,2305
2017-07-19,2305
2017-07-20,2391
2017-07-21,2391
2017-07-22,2391
2017-07-23,2448
2017-07-24,2448
2017-07-25,2448
2017-07-26,2493
2017-07-27,2493
2017-07-28,2493
2017-07-29,2539
2017-07-30,2539
2017-07-31,2539
2017-08-01,2590
2017-08-02,2590
2017-08-03,2590
2017-08-04,2624
2017-08-05,2624
2017-08-06,2624
2017-08-09,2724
2017-08-10,2802
2017-08-11,2802
2017-08-12,2802
2017-08-13,2869
2017-08-14,2869
2017-08-15,2869
2017-08-16,2959
2017-08-17,2959
2017-08-18,2959
2017-08-19,3083
2017-08-20,3083
2017-08-22,3101
2017-08-23,3101
2017-08-24,3101
2017-08-25,3101
2017-08-26,3227
2017-08-27,3227
2017-08-28,3227
2017-08-29,3376
2017-08-30,3376
2017-08-31,3376
2017-09-01,3533
2017-09-02,3533
2017-09-03,3681
2017-09-04,3681
2017-09-05,3681
2017-09-06,3860
2017-09-07,3860
2017-09-08,3860
2017-09-09,4045
2017-09-10,4045
2017-09-11,4045
2017-09-12,4205
2017-09-13,4205
2017-09-14,4205
2017-09-15,4390
2017-09-16,4390
2017-09-17,4390
2017-09-19,4395
2017-09-20,4395
2017-09-21,4449
2017-09-22,4449
2017-09-23,4449
2017-09-24,4449
2017-09-25,4419
2017-09-26,4419
2017-09-27,4419
2017-09-28,4419
2017-09-29,4418
2017-09-30,4418
2017-10-01,4418
2017-10-02,4299
2017-10-03,4299
2017-10-04,4299
2017-10-05,4299
2017-10-06,4262
2017-10-07,4262
2017-10-08,4262
2017-10-09,4262
2017-10-10,4330
2017-10-11,4330
2017-10-12,4330
2017-10-13,4330
2017-10-14,4315
2017-10-15,4315
2017-10-16,4315
2017-10-17,4315
2017-10-18,4325
2017-10-19,4325
2017-10-20,4325
2017-10-21,4325
2017-10-22,4402
2017-10-23,4402
2017-10-24,4402
2017-10-25,4405
2017-10-26,4405
2017-10-27,4405
2017-10-28,4405
2017-10-29,4418
2017-10-30,4418
2017-10-31,4418
2017-11-01,4418
2017-11-02,4419
2017-11-03,4419
2017-11-04,4419
2017-11-05,4498
2017-11-06,4498
2017-11-07,4498
2017-11-08,4498
2017-11-09,4602
2017-11-10,4602
2017-11-11,4602
2017-11-12,4602
2017-11-13,4656
2017-11-14,4656
2017-11-15,4656
2017-11-16,4656
2017-11-17,4840
2017-11-18,4840
2017-11-19,4840
2017-11-20,4840
2017-11-21,4948
2017-11-22,4948
2017-11-23,4948
2017-11-24,4948
2017-11-25,4876
2017-11-26,4876
2017-11-27,4876
2017-11-28,4876
2017-11-29,5010
2017-11-30,5010
2017-12-01,5010
2017-12-02,5010
2017-12-03,5181
2017-12-04,5181
2017-12-05,5181
2017-12-06,5339
2017-12-07,5339
2017-12-08,5339
2017-12-09,5339
2017-12-10,5128
2017-12-11,4874
2017-12-12,4669
2017-12-14,4436
2017-12-15,4236
2017-12-16,4236
2017-12-17,4062
2017-12-18,3890
2017-12-19,3890
2017-12-20,3890
2017-12-21,3750
2017-12-22,3750
2017-12-23,3592
2017-12-24,3592
2017-12-25,3461
2017-12-26,3461
2017-12-27,3326
2017-12-28,3326
2017-12-29,3326
2017-12-30,3293
2017-12-31,3293
2018-01-01,3169
2018-01-02,3169
2018-01-03,3096
2018-01-04,3096
2018-01-05,3094
2018-01-06,3094
2018-01-07,3095
2018-01-08,3095
2018-01-09,3095
2018-01-10,3146
2018-01-11,3146
2018-01-12,3146
2018-01-13,3151
2018-01-14,3151
2018-01-15,3151
2018-01-16,3098
2018-01-17,3098
2018-01-18,3023
2018-01-19,3023
2018-01-20,3023
2018-01-21,2980
2018-01-22,2980
2018-01-23,3023
2018-01-24,3023
2018-01-25,3023
2018-01-26,3012
2018-01-27,3012
2018-01-28,3037
2018-01-29,3037
2018-01-31,3034
2018-02-01,3034
2018-02-02,3126
2018-02-03,3126
2018-02-04,3226
2018-02-05,3226
2018-02-06,3226
2018-02-07,3277
2018-02-08,3277
2018-02-09,3277
2018-02-10,3186
2018-02-11,3186
2018-02-12,3214
2018-02-13,3214
2018-02-14,3214
2018-02-15,3231
2018-02-16,3231
2018-02-17,3231
2018-02-18,3259
2018-02-19,3259
2018-02-20,3213
2018-02-21,3213
2018-02-22,3159
2018-02-23,3159
2018-02-24,3104
2018-02-25,3104
2018-02-26,2975
2018-02-27,2975
2018-02-28,2886
2018-03-01,2886
2018-03-02,2783
2018-03-03,2783
2018-03-04,2702
2018-03-05,2702
2018-03-06,2609
2018-03-07,2609
2018-03-08,2486
2018-03-09,2486
2018-03-10,2402
2018-03-11,2402
2018-03-12,2355
2018-03-13,2355
2018-03-14,2325
2018-03-15,2325
2018-03-16,2325
2018-03-17,2379
2018-03-18,2379
2018-03-19,2379
2018-03-20,2428
2018-03-21,2428
2018-03-23,2428
2018-03-24,2516
2018-03-26,2516
2018-03-27,2555
2018-03-28,2555
2018-03-29,2555
2018-03-30,2553
2018-03-31,2553
2018-04-01,2553
2018-04-02,2623
2018-04-03,2623
2018-04-04,2661
2018-04-05,2661
2018-04-06,2661
2018-04-08,2774
2018-04-09,2774
2018-04-10,2774
2018-04-11,2796
2018-04-12,2796
2018-04-13,2796
2018-04-14,2796
2018-04-15,2802
2018-04-16,2802
2018-04-17,2802
2018-04-18,2802
2018-04-19,2870
2018-04-20,2870
2018-04-21,2870
2018-04-22,2955
2018-04-23,2955
2018-04-24,2955
2018-04-25,3041
2018-04-26,3041
2018-04-27,3041
2018-04-28,3041
2018-04-29,3064
2018-04-30,3064
2018-05-01,3064
2018-05-02,3161
2018-05-03,3161
2018-05-04,3161
2018-05-05,3248
2018-05-06,3248
2018-05-07,3248
2018-05-08,3248
2018-05-09,3378
2018-05-10,3378
2018-05-11,3378
2018-05-12,3441
2018-05-13,3441
2018-05-14,3441
2018-05-15,3441
2018-05-16,3491
2018-05-17,3491
2018-05-18,3491
2018-05-19,3586
2018-05-20,3586
2018-05-21,3586
2018-05-22,3716
2018-05-23,3716
2018-05-24,3716
2018-05-25,3816
2018-05-26,3816
2018-05-27,3816
2018-05-28,3836
2018-05-29,3836
2018-05-30,3836
2018-05-31,3948
2018-06-01,3948
2018-06-02,3948
2018-06-03,3955
2018-06-04,3955
2018-06-05,3955
2018-06-06,4029
2018-06-07,4029
2018-06-08,4029
2018-06-09,4029
2018-06-10,4097
2018-06-11,4097
2018-06-12,4097
2018-06-13,4188
2018-06-14,4188
2018-06-15,4188
2018-06-16,4188
2018-06-17,4290
2018-06-18,4290
2018-06-19,4290
2018-06-20,4290
2018-06-21,4225
2018-06-22,4225
2018-06-23,4225
2018-06-24,4182
2018-06-25,4182
2018-06-26,4182
2018-06-27,4182
2018-06-28,4234
2018-06-29,4234
2018-06-30,4234
2018-07-01,4334
2018-07-02,4334
2018-07-03,4334
2018-07-04,4334
2018-07-05,4293
2018-07-06,4293
2018-07-07,4293
2018-07-08,4323
2018-07-09,4323
2018-07-10,4323
2018-07-11,4319
2018-07-12,4319
2018-07-13,4319
2018-07-14,4328
2018-07-15,4328
2018-07-16,4328
2018-07-17,4310
2018-07-18,4310
2018-07-19,4310
2018-07-20,4310
2018-07-21,4406
2018-07-22,4406
2018-07-23,4542
2018-07-24,4542
2018-07-25,4542
2018-07-26,4636
2018-07-27,4636
2018-07-28,4636
2018-07-29,4655
2018-07-30,4655
2018-07-31,4792
2018-08-01,4792
2018-08-02,4792
2018-08-03,4836
2018-08-04,4836
2018-08-05,4836
2018-08-06,4956
2018-08-07,4956
2018-08-08,4845
2018-08-09,4845
2018-08-10,4845
2018-08-11,4984
2018-08-12,4984
2018-08-14,5052
2018-08-16,5260
2018-08-17,5260
2018-08-18,5348
2018-08-19,5348
2018-08-20,5479
2018-08-21,5479
2018-08-22,5479
2018-08-23,5596
2018-08-24,5596
2018-08-25,5755
2018-08-26,5755
2018-08-27,5755
2018-08-28,5945
2018-08-29,5945
2018-08-30,6204
2018-08-31,6502
2018-09-01,6711
2018-09-02,6711
2018-09-03,7047
2018-09-04,7400
2018-09-05,7770
2018-09-06,7770
2018-09-07,8159
2018-09-08,8550
2018-09-09,8550
2018-09-10,8978
2018-09-11,8978
2018-09-12,9386
2018-09-13,9386
2018-09-14,9723
2018-09-15,10184
2018-09-16,10184
2018-09-17,10665
2018-09-18,11168
2018-09-19,11168
2018-09-20,11702
2018-09-21,11702
2018-09-22,12264
2018-09-23,12264
2018-09-24,12874
2018-09-25,12874
2018-09-26,13512
2018-09-27,13512
2018-09-28,14188
2018-09-29,14873
2018-09-30,15586
2018-10-02,17073
2018-10-03,17923
2018-10-04,17923
2018-10-05,18820
2018-10-06,19761
2018-10-07,19761
2018-10-08,20712
2018-10-09,21686
2018-10-10,22674
2018-10-11,23701
2018-10-12,23701
2018-10-13,23398
2018-10-14,23398
2018-10-15,22761
2018-10-16,22761
2018-10-17,21808
2018-10-18,21808
2018-10-19,20763
2018-10-20,20763
2018-10-21,19853
2018-10-22,19853
2018-10-23,18901
2018-10-24,18901
2018-10-25,17957
2018-10-26,17957
2018-10-27,17185
2018-10-28,17185
2018-10-29,16376
2018-10-30,15606
2018-10-31,15297
2018-11-01,15422
2018-11-03,15503
2018-11-04,15864
2018-11-05,16212
2018-11-06,16758
2018-11-07,17425
2018-11-08,18124
2018-11-09,18917
2018-11-10,19770
2018-11-11,20527
2018-11-12,21531
2018-11-13,22592
2018-11-14,23498
2018-11-15,24673
2018-11-16,25814
2018-11-17,26897
2018-11-18,28059
2018-11-19,29315
2018-11-20,30686
2018-11-21,31677
2018-11-22,32213
2018-11-23,32261
2018-11-24,31332
2018-11-25,29765
2018-11-26,28396
2018-11-27,26976
2018-11-28,25627
2018-11-29,24345
2018-12-01,22087
2018-12-02,21039
2018-12-03,21039
2018-12-04,19987
2018-12-05,19037
2018-12-07,18085
2018-12-09,17309
2018-12-10,16443
2018-12-11,16443
2018-12-12,15620
2018-12-13,14839
2018-12-14,14097
2018-12-15,13392
2018-12-16,12722
2018-12-17,12085
2018-12-18,11481
2018-12-19,10906
2018-12-20,10360
2018-12-21,9843
2018-12-22,9350
2018-12-23,8883
2018-12-24,8439
2018-12-25,8017
2018-12-26,7619
2018-12-27,7241
2018-12-28,6889
2018-12-29,6567
2018-12-30,6281
2018-12-31,6152
2019-01-01,5986
2019-01-02,5839
2019-01-03,5640
2019-01-04,5452
2019-01-05,5208
2019-01-06,5067
2019-01-08,4753
2019-01-10,4490
2019-01-11,4582
2019-01-12,4741
2019-01-13,4773
2019-01-14,4853
2019-01-15,4967
2019-01-16,4981
2019-01-17,5129
2019-01-18,5251
2019-01-19,5331
2019-01-20,5422
2019-01-21,5422
2019-01-22,5464
2019-01-23,5519
2019-01-24,5519
2019-01-25,5444
2019-01-26,5341
2019-01-27,5323
2019-01-28,5338
2019-01-29,5368
2019-01-30,5363
2019-01-31,5363
2019-02-01,5340
2019-02-02,5340
2019-02-03,5339
2019-02-04,5339
2019-02-05,5209
2019-02-06,5209
2019-02-07,5280
2019-02-08,5280
2019-02-09,5296
2019-02-10,5296
2019-02-11,5329
2019-02-12,5329
2019-02-13,5352
2019-02-14,5352
2019-02-15,5382
2019-02-16,5382
2019-02-17,5256
2019-02-18,5256
2019-02-19,5316
2019-02-20,5316
2019-02-21,5303
2019-02-22,5303
2019-02-23,5287
2019-02-24,5287
2019-02-25,5288
2019-02-26,5288
2019-02-27,5390
2019-02-28,5390
2019-03-01,5187
2019-03-02,5187
2019-03-03,5101
2019-03-04,5101
2019-03-05,5035
2019-03-06,5035
2019-03-07,4924
2019-03-08,4924
2019-03-09,4934
2019-03-10,4934
2019-03-11,4961
2019-03-12,4961
2019-03-13,4886
2019-03-14,4886
2019-03-15,4994
2019-03-16,4994
2019-03-17,4931
2019-03-18,4931
2019-03-19,4931
2019-03-20,4896
2019-03-21,4896
2019-03-22,4877
2019-03-23,4761
2019-03-24,4761
2019-03-25,4806
2019-03-26,4806
2019-03-27,4946
2019-03-28,4946
2019-03-29,4840
2019-03-30,4840
2019-03-31,4840
2019-04-01,4878
2019-04-02,4878
2019-04-03,4903
2019-04-04,4903
2019-04-05,4853
