date_obj,Merfolk%20trident price
2018-01-21,31431
2018-01-22,31431
2018-01-23,32942
2018-01-25,32942
2018-01-26,32942
2018-01-27,34542
2018-01-28,34542
2018-01-29,34542
2018-01-31,35926
2018-02-01,35926
2018-02-02,35926
2018-02-03,37591
2018-02-04,37591
2018-02-05,37591
2018-02-06,39245
2018-02-07,39245
2018-02-08,39245
2018-02-09,41075
2018-02-10,41075
2018-02-11,41075
2018-02-12,41075
2018-02-13,41075
2018-02-14,43072
2018-02-15,43072
2018-02-16,43072
2018-02-17,43072
2018-02-18,43072
2018-02-19,44983
2018-02-20,44983
2018-02-21,44983
2018-02-22,44983
2018-02-23,44983
2018-02-24,44983
2018-02-25,46958
2018-02-26,46958
2018-02-27,46958
2018-03-01,46958
2018-03-02,46958
2018-03-03,49189
2018-03-04,49189
2018-03-05,49189
2018-03-06,49189
2018-03-07,49189
2018-03-08,49189
2018-03-09,49189
2018-03-10,51327
2018-03-11,51327
2018-03-12,51327
2018-03-13,51327
2018-03-14,51327
2018-03-15,51327
2018-03-16,53816
2018-03-17,53816
2018-03-18,53816
2018-03-19,53816
2018-03-20,53816
2018-03-21,53816
2018-03-23,53816
2018-03-24,53816
2018-03-26,56349
2018-03-27,56349
2018-03-28,56349
2018-03-29,56349
2018-03-30,56349
2018-03-31,56349
2018-04-01,56349
2018-04-02,56349
2018-04-03,58748
2018-04-04,58748
2018-04-05,58748
2018-04-06,58748
2018-04-07,58748
2018-04-08,58748
2018-04-09,58748
2018-04-10,58748
2018-04-11,61255
2018-04-12,61255
2018-04-13,61255
2018-04-14,61255
2018-04-15,61255
2018-04-16,61255
2018-04-17,61255
2018-04-18,61255
2018-04-19,61255
2018-04-20,61255
2018-04-21,64197
2018-04-22,64197
2018-04-23,64197
2018-04-24,64197
2018-04-25,64197
2018-04-26,64197
2018-04-27,64197
2018-04-28,64197
2018-04-29,64197
2018-04-30,67025
2018-05-01,67025
2018-05-04,67025
2018-05-05,67025
2018-05-06,67025
2018-05-07,67025
2018-05-08,70129
2018-05-09,70129
2018-05-10,70129
2018-05-11,70129
2018-05-12,70129
2018-05-13,70129
2018-05-14,70129
2018-05-15,70129
2018-05-16,70129
2018-05-17,70129
2018-05-18,73148
2018-05-19,73148
2018-05-20,73148
2018-05-21,73148
2018-05-22,73148
2018-05-23,73148
2018-05-24,73148
2018-05-25,73148
2018-05-26,76626
2018-05-27,76626
2018-05-28,76626
2018-05-29,76626
2018-05-30,76626
2018-05-31,76626
2018-06-01,76626
2018-06-02,76626
2018-06-03,76626
2018-06-04,80234
2018-06-05,80234
2018-06-06,80234
2018-06-07,80234
2018-06-08,80234
2018-06-09,80234
2018-06-10,84045
2018-06-11,84045
2018-06-12,84045
2018-06-13,84045
2018-06-14,84045
2018-06-15,84045
2018-06-16,84045
2018-06-17,84045
2018-06-18,84045
2018-06-19,87887
2018-06-20,87887
2018-06-21,87887
2018-06-22,87887
2018-06-23,87887
2018-06-24,87887
2018-06-25,87887
2018-06-26,87887
2018-06-27,87887
2018-06-28,87887
2018-06-29,87887
2018-06-30,91274
2018-07-01,91274
2018-07-02,91274
2018-07-03,91274
2018-07-04,91274
2018-07-05,91274
2018-07-06,91274
2018-07-07,91274
2018-07-08,91274
2018-07-09,91274
2018-07-10,91274
2018-07-11,93041
2018-07-12,93041
2018-07-13,93041
2018-07-14,93041
2018-07-15,93041
2018-07-16,93041
2018-07-17,93041
2018-07-18,93041
2018-07-19,93041
2018-07-20,93041
2018-07-21,96928
2018-07-22,96928
2018-07-23,96928
2018-07-24,96928
2018-07-25,96928
2018-07-26,96928
2018-07-27,96928
2018-07-28,96928
2018-07-29,96928
2018-07-30,101119
2018-07-31,101119
2018-08-01,101119
2018-08-02,101119
2018-08-03,101119
2018-08-04,101119
2018-08-05,101119
2018-08-06,101119
2018-08-07,101119
2018-08-08,105265
2018-08-09,105265
2018-08-10,105265
2018-08-11,105265
2018-08-12,105265
2018-08-14,105265
2018-08-16,105265
2018-08-17,105265
2018-08-18,105265
2018-08-19,110201
2018-08-20,110201
2018-08-21,110201
2018-08-22,110201
2018-08-23,110201
2018-08-24,110201
2018-08-25,110201
2018-08-26,110201
2018-08-27,110201
2018-08-28,110201
2018-08-29,114966
2018-08-30,114966
2018-08-31,114966
2018-09-01,114966
2018-09-02,114966
2018-09-03,114966
2018-09-04,114966
2018-09-05,114966
2018-09-06,114966
2018-09-07,114966
2018-09-08,114966
2018-09-09,114966
2018-09-10,119814
2018-09-11,119814
2018-09-12,119814
2018-09-13,119814
2018-09-14,119814
2018-09-15,119814
2018-09-16,119814
2018-09-17,119814
2018-09-18,119814
2018-09-19,119814
2018-09-20,119814
2018-09-21,119814
2018-09-22,119814
2018-09-23,122926
2018-09-24,122926
2018-09-25,122926
2018-09-26,122926
2018-09-27,122926
2018-09-28,122926
2018-09-29,122926
2018-09-30,122926
2018-10-02,122926
2018-10-03,122926
2018-10-04,122926
2018-10-05,122926
2018-10-06,128693
2018-10-07,128693
2018-10-08,128693
2018-10-09,128693
2018-10-10,128693
2018-10-11,128693
2018-10-12,128693
2018-10-13,128693
2018-10-14,128693
2018-10-15,134662
2018-10-16,134662
2018-10-17,134662
2018-10-18,134662
2018-10-19,134662
2018-10-20,134662
2018-10-21,134662
2018-10-22,134662
2018-10-23,134662
2018-10-24,134662
2018-10-25,134662
2018-10-26,134662
2018-10-27,140530
2018-10-28,140530
2018-10-29,140530
2018-10-30,140530
2018-10-31,140530
2018-11-01,140530
2018-11-03,140530
2018-11-04,140530
2018-11-05,140530
2018-11-06,145888
2018-11-07,145888
2018-11-08,145888
2018-11-09,145888
2018-11-10,145888
2018-11-11,145888
2018-11-12,145888
2018-11-13,145888
2018-11-14,145888
2018-11-15,152734
2018-11-16,152734
2018-11-17,152734
2018-11-18,152734
2018-11-19,152734
2018-11-20,152734
2018-11-21,152734
2018-11-22,160049
2018-11-23,160049
2018-11-24,160049
2018-11-25,160049
2018-11-26,160049
2018-11-27,160049
2018-11-28,160049
2018-11-29,167800
2018-12-01,167800
2018-12-02,167800
2018-12-03,167800
2018-12-04,167800
2018-12-05,167800
2018-12-07,167800
2018-12-09,173875
2018-12-10,173875
2018-12-11,173875
2018-12-12,173875
2018-12-13,173875
2018-12-14,173875
2018-12-15,173875
2018-12-16,182034
2018-12-17,182034
2018-12-18,182034
2018-12-19,182034
2018-12-20,182034
2018-12-21,182034
2018-12-22,182034
2018-12-23,190638
2018-12-24,190638
2018-12-25,190638
2018-12-26,190638
2018-12-27,190638
2018-12-28,190638
2018-12-29,196925
2018-12-30,196925
2018-12-31,196925
2019-01-01,196925
2019-01-02,196925
2019-01-03,196925
2019-01-04,196925
2019-01-05,204847
2019-01-06,204847
2019-01-08,204847
2019-01-10,214416
2019-01-11,214416
2019-01-12,214416
2019-01-13,214416
2019-01-14,214416
2019-01-15,224606
2019-01-16,224606
2019-01-17,224606
2019-01-18,224606
2019-01-19,224606
2019-01-20,224606
2019-01-21,224606
2019-01-22,224606
2019-01-23,235165
2019-01-24,235165
2019-01-25,235165
2019-01-26,235165
2019-01-27,235165
2019-01-28,235165
2019-01-29,235165
2019-01-30,235165
2019-01-31,235165
2019-02-01,246356
2019-02-02,246356
2019-02-03,246356
2019-02-04,246356
2019-02-05,246356
2019-02-06,246356
2019-02-07,257428
2019-02-08,257428
2019-02-09,257428
2019-02-10,257428
2019-02-11,257428
2019-02-12,257428
2019-02-13,257428
2019-02-14,268528
2019-02-15,268528
2019-02-16,268528
2019-02-17,268528
2019-02-18,268528
2019-02-19,268528
2019-02-20,281109
2019-02-21,281109
2019-02-22,281109
2019-02-23,281109
2019-02-24,281109
2019-02-25,293912
2019-02-26,293912
2019-02-27,293912
2019-02-28,293912
2019-03-01,293912
2019-03-02,293912
2019-03-03,293912
2019-03-04,293912
2019-03-05,306024
2019-03-06,306024
2019-03-07,306024
2019-03-08,306024
2019-03-09,306024
2019-03-10,306024
2019-03-11,319741
2019-03-12,319741
2019-03-13,319741
2019-03-14,319741
2019-03-15,319741
2019-03-16,319741
2019-03-17,334295
2019-03-18,334295
2019-03-19,334295
2019-03-20,334295
2019-03-21,334295
2019-03-22,334295
2019-03-23,349936
2019-03-24,349936
2019-03-25,349936
2019-03-26,349936
2019-03-27,349936
2019-03-28,349936
2019-03-29,357675
2019-03-30,357675
2019-03-31,357675
2019-04-01,357675
2019-04-02,357675
2019-04-03,357675
2019-04-04,345134
2019-04-05,345134
2019-04-06,345134
2019-04-07,345134
2019-04-08,345134
2019-04-09,345134
2019-04-10,345134
2019-04-11,337182
2019-04-12,337182
2019-04-13,337182
2019-04-14,337182
2019-04-15,337182
2019-04-16,337182
2019-04-17,341769
2019-04-18,341769
2019-04-19,341769
2019-04-20,341769
2019-04-21,341769
2019-04-22,341769
2019-04-23,356983
2019-04-24,356983
2019-04-25,356983
2019-04-26,356983
2019-04-27,356983
2019-04-28,356983
2019-04-29,374145
2019-04-30,374145
2019-05-01,374145
2019-05-02,374145
2019-05-03,374145
2019-05-04,392204
2019-05-05,392204
2019-05-06,392204
2019-05-07,392204
2019-05-08,392204
2019-05-09,410804
2019-05-10,410804
2019-05-11,410804
2019-05-12,410804
2019-05-13,410804
2019-05-14,430777
2019-05-15,430777
2019-05-16,430777
2019-05-17,430777
2019-05-18,430777
2019-05-19,430777
2019-05-20,450130
2019-05-21,450130
2019-05-22,450130
2019-05-23,450130
2019-05-24,450130
2019-05-25,469450
2019-05-26,469450
2019-05-27,469450
2019-05-28,469450
2019-05-29,469450
2019-05-30,491854
2019-05-31,491854
2019-06-01,491854
2019-06-02,491854
2019-06-03,514589
2019-06-04,514589
2019-06-05,514589
2019-06-06,514589
2019-06-07,514589
2019-06-08,539219
2019-06-09,539219
2019-06-10,539219
2019-06-11,539219
2019-06-12,561740
2019-06-13,561740
2019-06-14,561740
2019-06-15,561740
2019-06-16,561740
2019-06-17,587501
2019-06-18,587501
2019-06-19,587501
2019-06-20,587501
2019-06-21,587501
2019-06-22,607451
2019-06-23,607451
2019-06-24,607451
2019-06-25,607451
2019-06-26,607451
2019-06-27,607451
2019-06-28,607451
2019-06-29,624096
2019-06-30,624096
2019-07-01,624096
2019-07-02,624096
2019-07-03,624096
2019-07-04,650903
2019-07-05,650903
2019-07-06,650903
2019-07-07,650903
2019-07-08,681089
2019-07-09,681089
2019-07-10,681089
2019-07-11,681089
2019-07-12,681089
2019-07-13,711181
2019-07-14,711181
2019-07-15,711181
2019-07-16,711181
2019-07-17,711181
2019-07-18,742994
2019-07-19,742994
2019-07-20,742994
2019-07-21,742994
2019-07-22,742994
2019-07-23,777744
2019-07-24,777744
2019-07-25,777744
2019-07-26,777744
2019-07-27,777744
2019-07-28,805162
2019-07-29,805162
2019-07-30,805162
2019-07-31,805162
2019-08-01,805162
2019-08-02,822656
2019-08-03,822656
2019-08-04,822656
2019-08-05,822656
2019-08-06,822656
2019-08-07,811858
2019-08-08,811858
2019-08-09,811858
2019-08-10,811858
2019-08-11,811858
2019-08-12,811858
2019-08-13,775009
2019-08-14,775009
2019-08-15,775009
2019-08-16,775009
2019-08-17,775009
2019-08-18,736258
2019-08-19,736258
2019-08-20,736258
2019-08-21,736258
2019-08-22,700748
2019-08-23,700748
2019-08-24,700748
2019-08-24,700748
2019-08-25,700748
2019-08-25,700748
2019-08-26,669474
2019-08-26,669474
2019-08-27,669474
2019-08-27,669474
2019-08-28,669474
2019-08-29,669474
2019-08-30,637169
2019-08-31,637169
2019-09-01,637169
2019-09-02,637169
2019-09-03,606417
2019-09-04,606417
2019-09-05,606417
2019-09-06,606417
2019-09-07,606417
2019-09-08,582306
2019-09-09,582306
2019-09-10,582306
2019-09-11,582306
2019-09-12,582306
2019-09-13,555266
2019-09-14,555266
2019-09-15,555266
2019-09-16,555266
2019-09-17,555266
2019-09-18,528626
2019-09-19,528626
2019-09-20,528626
2019-09-21,528626
2019-09-22,503647
2019-09-23,503647
2019-09-24,503647
2019-09-25,503647
2019-09-26,478701
2019-09-27,478701
2019-09-28,478701
2019-09-29,478701
2019-09-30,478701
2019-10-01,463152
2019-10-02,463152
2019-10-03,463152
2019-10-04,463152
2019-10-05,463152
2019-10-06,447595
2019-10-07,447595
2019-10-08,447595
2019-10-09,447595
2019-10-10,447595
2019-10-11,447595
2019-10-12,447595
2019-10-13,437826
2019-10-14,437826
2019-10-15,437826
2019-10-16,437826
2019-10-17,437826
2019-10-18,442793
2019-10-19,442793
2019-10-20,442793
2019-10-21,442793
2019-10-22,442793
2019-10-23,447475
2019-10-24,447475
2019-10-25,447475
2019-10-26,447475
2019-10-27,447475
2019-10-28,448517
2019-10-29,448517
2019-10-30,448517
2019-10-31,448517
2019-11-01,448517
2019-11-02,450524
2019-11-03,450524
2019-11-04,450524
2019-11-05,450524
2019-11-06,450524
2019-11-07,450524
2019-11-08,450524
2019-11-09,455278
2019-11-10,455278
2019-11-11,455278
2019-11-12,455278
2019-11-13,455278
2019-11-14,455278
2019-11-15,471958
2019-11-16,471958
2019-11-17,471958
2019-11-18,471958
2019-11-19,471958
2019-11-20,471958
2019-11-21,471958
2019-11-22,466126
2019-11-23,466126
2019-11-24,466126
2019-11-25,466126
2019-11-26,466126
2019-11-27,466126
2019-11-28,466126
2019-11-29,445889
2019-11-30,445889
2019-12-01,445889
2019-12-02,445889
2019-12-03,445889
2019-12-04,445889
2019-12-05,430530
2019-12-06,430530
2019-12-07,430530
2019-12-08,430530
2019-12-09,430530
2019-12-10,430530
2019-12-11,429978
2019-12-12,429978
2019-12-13,429978
2019-12-14,429978
2019-12-15,429978
2019-12-16,429978
2019-12-17,432532
2019-12-18,432532
2019-12-19,432532
2019-12-20,432532
2019-12-21,432532
2019-12-22,432532
2019-12-23,432532
2019-12-24,444729
2019-12-25,444729
2019-12-26,444729
2019-12-27,444729
2019-12-28,444729
2019-12-29,444729
2019-12-30,460109
2019-12-31,460109
2020-01-01,460109
2020-01-02,460109
2020-01-03,460109
2020-01-04,460109
2020-01-05,481567
2020-01-06,481567
2020-01-07,481567
2020-01-08,481567
2020-01-09,481567
2020-01-10,481567
2020-01-11,502256
2020-01-12,502256
2020-01-13,502256
2020-01-14,502256
2020-01-15,502256
2020-01-16,517951
2020-01-17,517951
2020-01-18,517951
2020-01-19,517951
2020-01-20,517951
2020-01-21,542269
2020-01-22,542269
2020-01-23,542269
2020-01-24,542269
2020-01-25,542269
2020-01-26,566418
2020-01-27,566418
2020-01-28,566418
2020-01-29,566418
2020-01-30,566418
2020-01-31,574434
2020-02-01,574434
2020-02-02,574434
2020-02-03,574434
2020-02-04,574434
2020-02-05,574411
2020-02-06,574411
2020-02-07,574411
2020-02-08,574411
2020-02-09,574411
2020-02-10,583981
2020-02-11,583981
2020-02-12,583981
2020-02-13,583981
2020-02-14,598105
2020-02-15,598105
2020-02-16,598105
2020-02-17,598105
2020-02-18,598105
2020-02-19,598105
2020-02-20,607763
2020-02-21,607763
2020-02-22,607763
2020-02-23,607763
2020-02-24,607763
2020-02-25,630635
2020-02-26,630635
2020-02-27,630635
2020-02-28,630635
2020-02-29,630635
2020-03-01,650062
2020-03-02,650062
2020-03-03,650062
2020-03-04,650062
2020-03-05,650062
2020-03-06,677296
2020-03-07,677296
2020-03-08,677296
2020-03-09,677296
2020-03-10,677296
2020-03-11,689246
2020-03-12,689246
2020-03-13,689246
2020-03-14,689246
2020-03-15,718326
2020-03-16,718326
2020-03-17,718326
2020-03-18,718326
2020-03-19,746751
2020-03-20,746751
2020-03-21,746751
2020-03-22,763269
2020-03-23,763269
2020-03-24,763269
2020-03-25,763269
2020-03-26,772082
2020-03-27,772082
2020-03-28,772082
2020-03-29,759781
2020-03-30,759781
2020-03-31,759781
2020-04-01,734375
2020-04-02,734375
2020-04-03,734375
2020-04-04,709263
2020-04-05,709263
2020-04-06,699469
2020-04-07,699469
2020-04-08,697001
2020-04-09,697001
2020-04-10,725495
2020-04-11,725495
2020-04-12,760298
2020-04-13,760298
2020-04-14,789605
2020-04-15,789605
2020-04-16,817560
2020-04-17,817560
2020-04-18,839665
2020-04-19,863959
2020-04-20,863959
2020-04-21,882631
2020-04-22,882631
2020-04-23,838499
2020-04-24,838499
2020-04-25,838499
2020-04-26,803176
2020-04-27,803176
2020-04-28,763017
2020-04-29,763017
2020-04-30,724866
2020-05-01,724866
2020-05-02,724866
2020-05-03,688622
2020-05-04,688622
2020-05-05,656808
2020-05-06,626468
2020-05-07,626468
2020-05-08,596686
2020-05-09,577261
2020-05-10,577261
2020-05-11,575749
2020-05-12,575749
2020-05-13,573060
