date_obj,Amylase%20crystal price
2019-06-09,901
2019-06-10,903
2019-06-11,888
2019-06-12,868
2019-06-13,846
2019-06-14,843
2019-06-15,862
2019-06-16,884
2019-06-17,888
2019-06-18,910
2019-06-19,894
2019-06-20,906
2019-06-21,906
2019-06-22,910
2019-06-23,908
2019-06-24,902
2019-06-25,910
2019-06-26,944
2019-06-27,953
2019-06-28,954
2019-06-29,942
2019-06-30,930
2019-07-01,933
2019-07-02,943
2019-07-03,946
2019-07-04,972
2019-07-05,966
2019-07-06,972
2019-07-07,998
2019-07-08,1028
2019-07-09,1051
2019-07-10,1024
2019-07-11,998
2019-07-12,997
2019-07-13,1006
2019-07-14,1008
2019-07-15,1015
2019-07-16,1024
2019-07-17,1030
2019-07-18,1026
2019-07-19,1013
2019-07-20,988
2019-07-21,971
2019-07-22,989
2019-07-23,1020
2019-07-24,1024
2019-07-25,1017
2019-07-26,1005
2019-07-27,1028
2019-07-28,1073
2019-07-29,1084
2019-07-30,1104
2019-07-31,1083
2019-08-01,1046
2019-08-02,1022
2019-08-03,1006
2019-08-04,1004
2019-08-05,1025
2019-08-06,1018
2019-08-07,1006
2019-08-08,985
2019-08-09,983
2019-08-10,988
2019-08-11,1021
2019-08-12,1000
2019-08-13,994
2019-08-14,982
2019-08-15,979
2019-08-16,975
2019-08-17,978
2019-08-18,965
2019-08-19,966
2019-08-20,977
2019-08-21,975
2019-08-22,965
2019-08-23,957
2019-08-24,942
2019-08-24,942
2019-08-25,947
2019-08-25,947
2019-08-26,940
2019-08-27,955
2019-08-27,955
2019-08-28,964
2019-08-29,952
2019-08-30,942
2019-08-31,950
2019-09-01,968
2019-09-02,969
2019-09-03,965
2019-09-04,961
2019-09-05,937
2019-09-06,934
2019-09-07,927
2019-09-08,938
2019-09-09,951
2019-09-10,955
2019-09-11,949
2019-09-12,951
2019-09-13,953
2019-09-14,950
2019-09-15,961
2019-09-16,968
2019-09-17,985
2019-09-18,1015
2019-09-19,999
2019-09-20,984
2019-09-21,980
2019-09-22,966
2019-09-23,948
2019-09-24,949
2019-09-25,941
2019-09-26,940
2019-09-27,938
2019-09-28,940
2019-09-29,943
2019-09-30,951
2019-10-01,952
2019-10-02,956
2019-10-03,959
2019-10-04,961
2019-10-05,972
2019-10-06,985
2019-10-07,1019
2019-10-08,1057
2019-10-09,1026
2019-10-10,1017
2019-10-11,996
2019-10-12,992
2019-10-13,988
2019-10-14,979
2019-10-15,982
2019-10-16,984
2019-10-17,993
2019-10-18,994
2019-10-19,997
2019-10-20,984
2019-10-21,982
2019-10-22,986
2019-10-23,999
2019-10-24,993
2019-10-25,987
2019-10-26,990
2019-10-27,1010
2019-10-28,1012
2019-10-29,1010
2019-10-30,1010
2019-10-31,996
2019-11-01,988
2019-11-02,984
2019-11-03,998
2019-11-04,1030
2019-11-05,1065
2019-11-06,1051
2019-11-07,1035
2019-11-08,1021
2019-11-09,1004
2019-11-10,988
2019-11-11,973
2019-11-12,959
2019-11-13,948
2019-11-14,943
2019-11-15,957
2019-11-16,972
2019-11-17,988
2019-11-18,992
2019-11-19,1010
2019-11-20,1016
2019-11-21,1022
2019-11-22,1024
2019-11-23,997
2019-11-24,991
2019-11-25,1027
2019-11-26,1069
2019-11-27,1087
2019-11-28,1082
2019-11-29,1079
2019-11-30,1064
2019-12-01,1078
2019-12-02,1089
2019-12-03,1091
2019-12-04,1055
2019-12-05,1036
2019-12-06,1017
2019-12-07,1014
2019-12-08,1031
2019-12-09,1032
2019-12-10,1060
2019-12-11,1045
2019-12-12,1039
2019-12-13,1055
2019-12-14,1069
2019-12-15,1104
2019-12-16,1147
2019-12-17,1163
2019-12-18,1184
2019-12-19,1164
2019-12-20,1148
2019-12-21,1127
2019-12-22,1120
2019-12-23,1146
2019-12-24,1167
2019-12-25,1217
2019-12-26,1263
2019-12-27,1306
2019-12-28,1264
2019-12-29,1200
2019-12-30,1140
2019-12-31,1128
2020-01-01,1146
2020-01-02,1181
2020-01-03,1219
2020-01-04,1223
2020-01-05,1196
2020-01-06,1177
2020-01-07,1174
2020-01-08,1187
2020-01-09,1220
2020-01-10,1260
2020-01-11,1303
2020-01-12,1340
2020-01-13,1362
2020-01-14,1355
2020-01-15,1326
2020-01-16,1273
2020-01-17,1250
2020-01-18,1302
2020-01-19,1311
2020-01-20,1282
2020-01-21,1264
2020-01-22,1234
2020-01-23,1210
2020-01-24,1188
2020-01-25,1183
2020-01-26,1207
2020-01-27,1258
2020-01-28,1236
2020-01-29,1222
2020-01-30,1226
2020-01-31,1223
2020-02-01,1223
2020-02-02,1256
2020-02-03,1285
2020-02-04,1257
2020-02-05,1238
2020-02-06,1191
2020-02-07,1196
2020-02-08,1245
2020-02-09,1298
2020-02-10,1293
2020-02-11,1286
2020-02-12,1278
2020-02-13,1256
2020-02-14,1239
2020-02-15,1230
2020-02-16,1219
2020-02-17,1204
2020-02-18,1220
2020-02-19,1247
2020-02-20,1235
2020-02-21,1214
2020-02-22,1233
2020-02-23,1256
2020-02-24,1269
2020-02-25,1297
2020-02-26,1292
2020-02-27,1320
2020-02-28,1362
2020-02-29,1347
2020-03-01,1341
2020-03-02,1359
2020-03-03,1349
2020-03-04,1346
2020-03-05,1347
2020-03-06,1350
2020-03-07,1347
2020-03-08,1361
2020-03-09,1364
2020-03-10,1375
2020-03-11,1393
2020-03-12,1413
2020-03-13,1380
2020-03-14,1360
2020-03-15,1348
2020-03-16,1342
2020-03-17,1330
2020-03-18,1323
2020-03-19,1341
2020-03-20,1362
2020-03-21,1345
2020-03-22,1359
2020-03-23,1387
2020-03-24,1379
2020-03-25,1375
2020-03-26,1382
2020-03-27,1336
2020-03-28,1308
2020-03-29,1316
2020-03-30,1372
2020-03-31,1401
2020-04-01,1388
2020-04-02,1362
2020-04-03,1340
2020-04-04,1322
2020-04-05,1295
2020-04-06,1314
2020-04-07,1353
2020-04-08,1338
2020-04-09,1320
2020-04-10,1316
2020-04-11,1290
2020-04-12,1287
2020-04-13,1285
2020-04-14,1302
2020-04-15,1305
2020-04-16,1313
2020-04-17,1301
2020-04-18,1281
2020-04-19,1262
2020-04-20,1260
2020-04-21,1271
2020-04-22,1284
2020-04-23,1286
2020-04-24,1273
2020-04-25,1258
2020-04-26,1237
2020-04-27,1240
2020-04-28,1269
2020-04-29,1283
2020-04-30,1321
2020-05-01,1326
2020-05-02,1329
2020-05-03,1348
2020-05-04,1397
2020-05-05,1351
2020-05-06,1348
2020-05-07,1382
2020-05-08,1427
2020-05-09,1488
2020-05-10,1528
2020-05-11,1514
2020-05-12,1485
2020-05-13,1493
