date_obj,Pink%20headband price
2015-09-10,23272
2015-09-11,23272
2015-09-12,23069
2015-09-13,23136
2015-09-14,23136
2015-09-15,23237
2015-09-16,23237
2015-09-17,23389
2015-09-18,23389
2015-09-19,23803
2015-09-20,23803
2015-09-21,24418
2015-09-22,25039
2015-09-23,25718
2015-09-24,25718
2015-09-25,26318
2015-09-27,27300
2015-09-28,27672
2015-09-29,27672
2015-09-30,27947
2015-10-05,29390
2015-10-06,29731
2015-10-07,29731
2015-10-08,30303
2015-10-09,30303
2015-10-10,30481
2015-10-11,30555
2015-10-12,30555
2015-10-13,31037
2015-10-14,31037
2015-10-15,31042
2015-10-16,31042
2015-10-17,31430
2015-10-18,31430
2015-10-19,31206
2015-10-20,31206
2015-10-22,31187
2015-10-23,31416
2015-10-24,31416
2015-10-25,31374
2015-10-26,31374
2015-10-27,31942
2015-10-29,31710
2015-10-30,31710
2015-10-31,31760
2015-11-01,31760
2015-11-02,32016
2015-11-03,32016
2015-11-04,32878
2015-11-05,32878
2015-11-06,32995
2015-11-07,33121
2015-11-08,33121
2015-11-09,33471
2015-11-10,33471
2015-11-11,33571
2015-11-12,33571
2015-11-13,33210
2015-11-14,33210
2015-11-15,32160
2015-11-16,32160
2015-11-17,32216
2015-11-18,32216
2015-11-19,32093
2015-11-20,32093
2015-11-21,32552
2015-11-22,32254
2015-11-23,32254
2015-11-24,32254
2015-11-25,32357
2015-11-26,32357
2015-11-27,32931
2015-11-28,32931
2015-11-29,33282
2015-11-30,34018
2015-12-01,34018
2015-12-02,34474
2015-12-03,34474
2015-12-04,34727
2015-12-05,34727
2015-12-06,34028
2015-12-07,34028
2015-12-08,34027
2015-12-09,34563
2015-12-10,34563
2015-12-11,34209
2015-12-12,34209
2015-12-13,33622
2015-12-14,33622
2015-12-15,34054
2015-12-16,34054
2015-12-17,33179
2015-12-18,33021
2015-12-19,33021
2015-12-20,31942
2015-12-21,31942
2015-12-22,31419
2015-12-23,31419
2015-12-24,30991
2015-12-25,30991
2015-12-26,30400
2015-12-27,30104
2015-12-28,30104
2015-12-29,29952
2015-12-30,29697
2015-12-31,29697
2016-01-01,29436
2016-01-02,29436
2016-01-03,28922
2016-01-04,28876
2016-01-05,28876
2016-01-06,28577
2016-01-07,28577
2016-01-08,28264
2016-01-09,28264
2016-01-10,27865
2016-01-11,27865
2016-01-12,27507
2016-01-13,27507
2016-01-14,26867
2016-01-15,26867
2016-01-16,26427
2016-01-17,26140
2016-01-18,25399
2016-01-19,25399
2016-01-20,25044
2016-01-21,25044
2016-01-22,24617
2016-01-23,24617
2016-01-24,24135
2016-01-25,23918
2016-01-26,23918
2016-01-27,23512
2016-01-28,23512
2016-01-29,23106
2016-01-30,23106
2016-01-31,22944
2016-02-01,23192
2016-02-02,23192
2016-02-03,22954
2016-02-04,22954
2016-02-05,22334
2016-02-06,22082
2016-02-07,22082
2016-02-08,21222
2016-02-09,21222
2016-02-10,20550
2016-02-11,20550
2016-02-12,19939
2016-02-13,19657
2016-02-14,19657
2016-02-15,19297
2016-02-16,19297
2016-02-17,19214
2016-02-18,19214
2016-02-19,18923
2016-02-20,18990
2016-02-21,18583
2016-02-22,18583
2016-02-23,18568
2016-02-24,19358
2016-02-25,19963
2016-02-26,19963
2016-02-27,20444
2016-02-28,20444
2016-02-29,20580
2016-03-01,21146
2016-03-02,21146
2016-03-03,21050
2016-03-04,20837
2016-03-05,21519
2016-03-06,21454
2016-03-07,21454
2016-03-08,21232
2016-03-09,21589
2016-03-10,21425
2016-03-11,21425
2016-03-12,21491
2016-03-13,21491
2016-03-14,21143
2016-03-15,21363
2016-03-16,21187
2016-03-17,21700
2016-03-18,21839
2016-03-19,22274
2016-03-20,22682
2016-03-21,23287
2016-03-22,23400
2016-03-23,23576
2016-03-24,24354
2016-03-25,24450
2016-03-26,24510
2016-03-27,24605
2016-03-28,24963
2016-03-29,25230
2016-03-30,25230
2016-03-31,24973
2016-04-01,26014
2016-04-02,27253
2016-04-03,28320
2016-04-04,29255
2016-04-05,30492
2016-04-06,31498
2016-04-07,31498
2016-04-08,32463
2016-04-09,32950
2016-04-10,33636
2016-04-11,33636
2016-04-12,34217
2016-04-14,34694
2016-04-15,34812
2016-04-16,34935
2016-04-17,35438
2016-04-18,35399
2016-04-19,35628
2016-04-20,35182
2016-04-21,34883
2016-04-22,34883
2016-04-23,34414
2016-04-24,33906
2016-04-25,32582
2016-04-26,31492
2016-04-27,29917
2016-04-28,29186
2016-04-29,28463
2016-04-30,27851
2016-05-01,27606
2016-05-02,26441
2016-05-03,25715
2016-05-04,24764
2016-05-05,24635
2016-05-06,24635
2016-05-07,24986
2016-05-08,25019
2016-05-09,24562
2016-05-10,24467
2016-05-11,24467
2016-05-12,24390
2016-05-13,24194
2016-05-14,24168
2016-05-15,23968
2016-05-16,24218
2016-05-17,24420
2016-05-18,23977
2016-05-19,24160
2016-05-22,23884
2016-05-23,23758
2016-05-24,23780
2016-05-25,23849
2016-05-26,23992
2016-05-27,23822
2016-05-28,23822
2016-05-29,24257
2016-05-30,24257
2016-05-31,24484
2016-06-01,25197
2016-06-02,25823
2016-06-03,26369
2016-06-04,26917
2016-06-05,27401
2016-06-06,27685
2016-06-07,27685
2016-06-08,27769
2016-06-09,28364
2016-06-10,29465
2016-06-11,30703
2016-06-12,32033
2016-06-13,32562
2016-06-14,33691
2016-06-15,34487
2016-06-16,34935
2016-06-17,34747
2016-06-18,34747
2016-06-19,34689
2016-06-20,35175
2016-06-21,34753
2016-06-22,34086
2016-06-23,34042
2016-06-24,33930
2016-06-25,33909
2016-06-26,33909
2016-06-27,33521
2016-06-28,32781
2016-06-29,32931
2016-06-30,32850
2016-07-01,32500
2016-07-02,32806
2016-07-03,33089
2016-07-04,32495
2016-07-05,32495
2016-07-06,31793
2016-07-07,31135
2016-07-08,29944
2016-07-09,29057
2016-07-10,27983
2016-07-11,26730
2016-07-12,25816
2016-07-13,25126
2016-07-14,24008
2016-07-15,23007
2016-07-16,22266
2016-07-17,21449
2016-07-18,20718
2016-07-23,19203
2016-07-24,19174
2016-07-25,19263
2016-07-26,19263
2016-07-27,19245
2016-07-28,19245
2016-07-29,18770
2016-07-30,18738
2016-07-31,18738
2016-08-01,18479
2016-08-02,17957
2016-08-03,17559
2016-08-04,17559
2016-08-05,17137
2016-08-06,17137
2016-08-07,16823
2016-08-08,16823
2016-08-09,16378
2016-08-10,16378
2016-08-11,15805
2016-08-12,15805
2016-08-13,15496
2016-08-14,14788
2016-08-15,14506
2016-08-16,14506
2016-08-17,14269
2016-08-18,14269
2016-08-19,13877
2016-08-20,13732
2016-08-21,13732
2016-08-22,13578
2016-08-23,13327
2016-08-24,13327
2016-08-25,12660
2016-08-26,12660
2016-08-28,12027
2016-08-31,11409
2016-09-01,11461
2016-09-02,11461
2016-09-03,11668
2016-09-04,11250
2016-09-05,11250
2016-09-06,11262
2016-09-07,11262
2016-09-08,11449
2016-09-09,11449
2016-09-10,11768
2016-09-11,11768
2016-09-12,11916
2016-09-13,12003
2016-09-14,12003
2016-09-15,12009
2016-09-16,12009
2016-09-17,12226
2016-09-18,12226
2016-09-19,12520
2016-09-20,12520
2016-09-21,12765
2016-09-22,13352
2016-09-23,13961
2016-09-24,13961
2016-09-25,14535
2016-09-26,14535
2016-09-27,15113
2016-09-28,15113
2016-09-29,15210
2016-09-30,15210
2016-10-01,15426
2016-10-02,15426
2016-10-03,15638
2016-10-04,15638
2016-10-05,15839
2016-10-06,15839
2016-10-07,16407
2016-10-08,16605
2016-10-09,16605
2016-10-10,16524
2016-10-11,16697
2016-10-12,16697
2016-10-13,16797
2016-10-14,16797
2016-10-15,16853
2016-10-16,16853
2016-10-17,17334
2016-10-18,17334
2016-10-19,17883
2016-10-20,17883
2016-10-21,17995
2016-10-22,17995
2016-10-23,17871
2016-10-24,17967
2016-10-25,17967
2016-10-26,18092
2016-10-27,18092
2016-10-28,18745
2016-10-29,18966
2016-10-30,18966
2016-10-31,19533
2016-11-01,19533
2016-11-02,19898
2016-11-03,19898
2016-11-04,20348
2016-11-05,20348
2016-11-06,20634
2016-11-07,20634
2016-11-08,20669
2016-11-09,20669
2016-11-10,20875
2016-11-11,20875
2016-11-12,20991
2016-11-13,20991
2016-11-14,21432
2016-12-07,26560
2016-12-08,26319
2016-12-09,26009
2016-12-10,26009
2016-12-11,25786
2016-12-12,25495
2016-12-13,25495
2016-12-14,25357
2016-12-15,25357
2016-12-16,24975
2016-12-17,24096
2016-12-18,24096
2016-12-19,23635
2016-12-20,23018
2016-12-21,22066
2016-12-22,22066
2016-12-23,21145
2016-12-24,21145
2016-12-25,20559
2016-12-26,20559
2016-12-27,20514
2016-12-28,20514
2016-12-29,20229
2016-12-30,20229
2016-12-31,19636
2017-01-01,19819
2017-01-02,19425
2017-01-03,19425
2017-01-04,19231
2017-01-05,19231
2017-01-06,19075
2017-01-07,19041
2017-01-08,19041
2017-01-09,19122
2017-01-10,18929
2017-01-11,18308
2017-01-12,17956
2017-01-13,17956
2017-01-14,17567
2017-01-15,17391
2017-01-16,17305
2017-01-17,17102
2017-01-18,16672
2017-01-19,16672
2017-01-20,16576
2017-01-21,16343
2017-01-22,15852
2017-01-27,13602
2017-01-28,13445
2017-01-29,13243
2017-01-30,13243
2017-01-31,13021
2017-02-01,12810
2017-02-02,12810
2017-02-03,12563
2017-02-04,12534
2017-02-05,12520
2017-02-06,12365
2017-02-07,12145
2017-02-08,11844
2017-02-09,11844
2017-02-10,11890
2017-02-11,11702
2017-02-12,11702
2017-02-13,11636
2017-02-14,11550
2017-02-15,11550
2017-02-16,11643
2017-02-18,11465
2017-02-19,11560
2017-02-20,11326
2017-02-21,11264
2017-02-22,11418
2017-02-23,11444
2017-02-24,11444
2017-02-25,11391
2017-02-26,11391
2017-02-27,11345
2017-02-28,11286
2017-03-01,11345
2017-03-02,11511
2017-03-03,11511
2017-03-04,11595
2017-03-05,11537
2017-03-06,11184
2017-03-07,10906
2017-03-08,10830
2017-03-09,10830
2017-03-10,10762
2017-03-11,10641
2017-03-12,10617
2017-03-13,10549
2017-03-14,10495
2017-03-15,10344
2017-03-16,9930
2017-03-17,9856
2017-03-18,9549
2017-03-19,9153
2017-03-20,9049
2017-03-21,8968
2017-03-22,8973
2017-03-23,9061
2017-03-24,8836
2017-03-25,8836
2017-03-26,8448
2017-03-27,8271
2017-03-28,8271
2017-03-29,8193
2017-03-30,8200
2017-03-31,8269
2017-04-01,8269
2017-04-02,8293
2017-04-03,8011
2017-04-04,7999
2017-04-12,7619
2017-04-13,7645
2017-04-14,7276
2017-04-15,7161
2017-04-16,7103
2017-04-17,7012
2017-04-18,7041
2017-04-19,6688
2017-04-20,6368
2017-04-21,6207
2017-04-22,6207
2017-04-23,6138
2017-04-24,5918
2017-04-25,5811
2017-04-26,5811
2017-04-27,5800
2017-04-28,5790
2017-04-29,5726
2017-04-30,5726
2017-05-01,5884
2017-05-02,5905
2017-05-03,5905
2017-05-04,5917
2017-05-05,5883
2017-05-06,5883
2017-05-07,5843
2017-05-08,5780
2017-05-09,5725
2017-05-10,5725
2017-05-11,5719
2017-05-12,5728
2017-05-13,5641
2017-05-14,5641
2017-05-15,5739
2017-05-16,5773
2017-05-17,5773
2017-05-18,5846
2017-05-19,5846
2017-05-20,5841
2017-05-21,5841
2017-05-22,5741
2017-05-23,5771
2017-05-24,5872
2017-05-25,5872
2017-05-26,6063
2017-05-27,6172
2017-05-28,6172
2017-05-29,6327
2017-05-30,6504
2017-05-31,6747
2017-06-01,6928
2017-06-02,7061
2017-06-03,7061
2017-06-06,7289
2017-06-07,7477
2017-06-08,7477
2017-06-09,7542
2017-06-10,7571
2017-06-11,7641
2017-06-12,7641
2017-06-13,7760
2017-06-14,7944
2017-06-15,7944
2017-06-16,8238
2017-06-17,8238
2017-06-18,8492
2017-06-19,8492
2017-06-20,8750
2017-06-21,9148
2017-06-22,9148
2017-06-23,9564
2017-06-24,9816
2017-06-25,10079
2017-06-26,10044
2017-06-27,10359
2017-06-28,10359
2017-06-29,10701
2017-06-30,11060
2017-07-01,11060
2017-07-02,11340
2017-07-03,11288
2017-07-04,11315
2017-07-05,11315
2017-07-06,11133
2017-07-07,11133
2017-07-08,11031
2017-07-13,10831
2017-07-14,10826
2017-07-15,10826
2017-07-16,10713
2017-07-17,10665
2017-07-18,10724
2017-07-19,10676
2017-07-20,10736
2017-07-21,10739
2017-07-22,10624
2017-07-23,10561
2017-07-24,10561
2017-07-25,10478
2017-07-26,10512
2017-07-27,10770
2017-07-28,10792
2017-07-29,10792
2017-07-30,10928
2017-07-31,10928
2017-08-01,10899
2017-08-02,10936
2017-08-03,10936
2017-08-04,10963
2017-08-05,10794
2017-08-06,10794
2017-08-09,10295
2017-08-10,10296
2017-08-11,10172
2017-08-12,10172
2017-08-13,10137
2017-08-14,10137
2017-08-15,10204
2017-08-17,10182
2017-08-18,10182
2017-08-19,9776
2017-08-20,9473
2017-08-22,9147
2017-08-23,8981
2017-08-24,8865
2017-08-25,8562
2017-08-26,8369
2017-08-27,8099
2017-08-28,8099
2017-08-29,7881
2017-08-30,7680
2017-08-31,7680
2017-09-01,7639
2017-09-02,7585
2017-09-03,7585
2017-09-04,7426
2017-09-05,7380
2017-09-06,7223
2017-09-07,7064
2017-09-08,7064
2017-09-09,7071
2017-09-10,7058
2017-09-11,7123
2017-09-12,7123
2017-09-13,7077
2017-09-14,6793
2017-09-15,6793
2017-09-16,6984
2017-09-17,7026
2017-09-19,6977
2017-09-20,6767
2017-09-21,6767
2017-09-22,6556
2017-09-23,6556
2017-09-24,6388
2017-09-25,6293
2017-09-26,6240
2017-09-27,6240
2017-09-28,6255
2017-09-29,6255
2017-09-30,6362
2017-10-01,6489
2017-10-02,6571
2017-10-03,6571
2017-10-04,6798
2017-10-05,6978
2017-10-06,6945
2017-10-07,6898
2017-10-08,7003
2017-10-09,6981
2017-10-10,6924
2017-10-11,6924
2017-10-12,6875
2017-10-13,7023
2017-10-14,6996
2017-10-15,6996
2017-10-16,6959
2017-10-17,6959
2017-10-18,6960
2017-10-19,7289
2017-10-20,7289
2017-10-21,7654
2017-10-22,8037
2017-10-23,8037
2017-10-24,8364
2017-10-25,8504
2017-10-26,8504
2017-10-27,8597
2017-10-28,8597
2017-10-29,8619
2017-10-30,8535
2017-10-31,8489
2017-11-01,8489
2017-11-02,8483
2017-11-03,8390
2017-11-04,8511
2017-11-05,8511
2017-11-06,8631
2017-11-07,8631
2017-11-08,8716
2017-11-09,8913
2017-11-10,8913
2017-11-11,9226
2017-11-12,9191
2017-11-13,9191
2017-11-14,9069
2017-11-15,9069
2017-11-16,9054
2017-11-17,9000
2017-11-18,9000
2017-11-19,9220
2017-11-20,9215
2017-11-21,9034
2017-11-22,9034
2017-11-23,8890
2017-11-24,8890
2017-11-25,9019
2017-11-26,9006
2017-11-27,9006
2017-11-28,8738
2017-11-29,8694
2017-11-30,8694
2017-12-01,8588
2017-12-02,8588
2017-12-03,8575
2017-12-04,8575
2017-12-05,8528
2017-12-06,8453
2017-12-07,8422
2017-12-08,8422
2017-12-09,8380
2017-12-10,8507
2017-12-11,8463
2017-12-12,8463
2017-12-14,8480
2017-12-15,8331
2017-12-16,8331
2017-12-17,8087
2017-12-18,7924
2017-12-19,7924
2017-12-20,7833
2017-12-21,7763
2017-12-22,7843
2017-12-23,7843
2017-12-24,7908
2017-12-25,7908
2017-12-26,7857
2017-12-27,7813
2017-12-28,7853
2017-12-29,7916
2017-12-30,8041
2017-12-31,8041
2018-01-01,8061
2018-01-02,8136
2018-01-03,8053
2018-01-04,8053
2018-01-05,8136
2018-01-06,7968
2018-01-07,7871
2018-01-08,7725
2018-01-09,7483
2018-01-10,7483
2018-01-11,7399
2018-01-12,7329
2018-01-13,7359
2018-01-14,7186
2018-01-15,6994
2018-01-16,6891
2018-01-17,6682
2018-01-18,6465
2018-01-19,6465
2018-01-20,6383
2018-01-21,6283
2018-01-22,6256
2018-01-23,6213
2018-01-24,6111
2018-01-25,5967
2018-01-26,5868
2018-01-27,5655
2018-01-28,5430
2018-01-29,5204
2018-01-31,5065
2018-02-01,4890
2018-02-02,4753
2018-02-03,4659
2018-02-04,4636
2018-02-05,4601
2018-02-06,4585
2018-02-07,4514
2018-02-08,4514
2018-02-09,4552
2018-02-10,4552
2018-02-11,4606
2018-02-12,4638
2018-02-13,4596
2018-02-14,4500
2018-02-15,4495
2018-02-16,4501
2018-02-17,4433
2018-02-18,4368
2018-02-19,4467
2018-02-20,4467
2018-02-21,4505
2018-02-22,4595
2018-02-23,4627
2018-02-24,4627
2018-02-25,4800
2018-02-26,4935
2018-02-27,5118
2018-03-01,5292
2018-03-02,5231
2018-03-03,5305
2018-03-04,5305
2018-03-05,5385
2018-03-06,5534
2018-03-07,5557
2018-03-08,5560
2018-03-09,5471
2018-03-10,5363
2018-03-11,5247
2018-03-12,5203
2018-03-13,5142
2018-03-14,5105
2018-03-15,5037
2018-03-16,4870
2018-03-17,4792
2018-03-18,4748
2018-03-19,4748
2018-03-20,4819
2018-03-21,4923
2018-03-23,4964
2018-03-24,4868
2018-03-26,4909
2018-03-27,4861
2018-03-28,4861
2018-03-29,4954
2018-03-30,5151
2018-03-31,5268
2018-04-01,5412
2018-04-02,5539
2018-04-03,5450
2018-04-04,5593
2018-04-05,5593
2018-04-06,5704
2018-04-08,5888
2018-04-09,6058
2018-04-10,6158
2018-04-11,6301
2018-04-12,6361
2018-04-13,6361
2018-04-14,6358
2018-04-15,6280
2018-04-16,6280
2018-04-17,6279
2018-04-18,6279
2018-04-19,5976
2018-04-20,5756
2018-04-21,5702
2018-04-22,5702
2018-04-23,5661
2018-04-24,5568
2018-04-25,5517
2018-04-26,5517
2018-04-27,5415
2018-04-28,5369
2018-04-29,5302
2018-04-30,5251
2018-05-01,5168
2018-05-02,5168
2018-05-03,5064
2018-05-04,5064
2018-05-05,4972
2018-05-06,4972
2018-05-07,4901
2018-05-08,4793
2018-05-09,4734
2018-05-10,4620
2018-05-11,4533
2018-05-12,4407
2018-05-13,4407
2018-05-14,4408
2018-05-15,4360
2018-05-16,4402
2018-05-17,4541
2018-05-18,4566
2018-05-19,4649
2018-05-20,4715
2018-05-21,4705
2018-05-22,4705
2018-05-23,4749
2018-05-24,4775
2018-05-25,4775
2018-05-26,4902
2018-05-27,4902
2018-05-28,4727
2018-05-29,4619
2018-05-30,4619
2018-05-31,4671
2018-06-01,4640
2018-06-02,4632
2018-06-03,4632
2018-06-04,4718
2018-06-05,4751
2018-06-06,4662
2018-06-07,4662
2018-06-08,4558
2018-06-09,4558
2018-06-10,4533
2018-06-11,4533
2018-06-12,4453
2018-06-13,4334
2018-06-14,4150
2018-06-15,4150
2018-06-16,4153
2018-06-17,4057
2018-06-18,4057
2018-06-19,3948
2018-06-20,3948
2018-06-21,3796
2018-06-22,3796
2018-06-23,3606
2018-06-24,3438
2018-06-25,3283
2018-06-26,3283
2018-06-27,3225
2018-06-28,3228
2018-06-29,3197
2018-06-30,3197
2018-07-01,3144
2018-07-02,3144
2018-07-03,3075
2018-07-04,3075
2018-07-05,3001
2018-07-06,2930
2018-07-07,2930
2018-07-08,2830
2018-07-09,2743
2018-07-10,2648
2018-07-11,2622
2018-07-12,2622
2018-07-13,2519
2018-07-14,2494
2018-07-15,2494
2018-07-16,2486
2018-07-17,2447
2018-07-18,2335
2018-07-19,2239
2018-07-20,2203
2018-07-21,2139
2018-07-22,2074
2018-07-23,2027
2018-07-24,2027
2018-07-25,2044
2018-07-26,2044
2018-07-27,2030
2018-07-28,2030
2018-07-29,1994
2018-07-30,1961
2018-07-31,1981
2018-08-01,1981
2018-08-02,2007
2018-08-03,2007
2018-08-04,2080
2018-08-05,2107
2018-08-06,2166
2018-08-07,2215
2018-08-08,2213
2018-08-09,2213
2018-08-10,2265
2018-08-11,2276
2018-08-12,2229
2018-08-14,2196
2018-08-16,2248
2018-08-17,2342
2018-08-18,2342
2018-08-19,2244
2018-08-20,2255
2018-08-21,2255
2018-08-22,2283
2018-08-23,2283
2018-08-24,2334
2018-08-25,2394
2018-08-26,2394
2018-08-27,2448
2018-08-28,2475
2018-08-29,2563
2018-08-30,2628
2018-08-31,2668
2018-09-01,2769
2018-09-02,2769
2018-09-03,2882
2018-09-04,3000
2018-09-05,3095
2018-09-06,3095
2018-09-07,3188
2018-09-08,3137
2018-09-09,3137
2018-09-10,3078
2018-09-11,3078
2018-09-12,3089
2018-09-13,3065
2018-09-14,3219
2018-09-15,3369
2018-09-16,3369
2018-09-17,3385
2018-09-18,3517
2018-09-19,3517
2018-09-20,3479
2018-09-21,3479
2018-09-22,3495
2018-09-23,3495
2018-09-24,3629
2018-09-25,3629
2018-09-26,3717
2018-09-27,3717
2018-09-28,3746
2018-09-29,3750
2018-09-30,3623
2018-10-02,3365
2018-10-03,3301
2018-10-04,3301
2018-10-05,3306
2018-10-06,3311
2018-10-07,3311
2018-10-08,3268
2018-10-09,3376
2018-10-10,3534
2018-10-11,3588
2018-10-12,3588
2018-10-13,3662
2018-10-14,3662
2018-10-15,3764
2018-10-16,3764
2018-10-17,3717
2018-10-18,3735
2018-10-19,3780
2018-10-20,3780
2018-10-21,3880
2018-10-22,3925
2018-10-23,3925
2018-10-24,3879
2018-10-25,3882
2018-10-26,3882
2018-10-27,3900
2018-10-28,3868
2018-10-29,3868
2018-10-30,3753
2018-10-31,3778
2018-11-01,3871
2018-11-03,4020
2018-11-04,4113
2018-11-05,4082
2018-11-06,4090
2018-11-07,4090
2018-11-08,4141
2018-11-09,4130
2018-11-10,4057
2018-11-11,4083
2018-11-12,4107
2018-11-13,4168
2018-11-15,4235
2018-11-16,4264
2018-11-17,4291
2018-11-18,4350
2018-11-19,4385
2018-11-20,4370
2018-11-21,4397
2018-11-22,4414
2018-11-23,4390
2018-11-24,4350
2018-11-25,4215
2018-11-26,4215
2018-11-27,4109
2018-11-28,4103
2018-11-29,4031
2018-12-01,4094
2018-12-02,4070
2018-12-03,4070
2018-12-04,4051
2018-12-05,4076
2018-12-09,3793
2018-12-10,3742
2018-12-11,3631
2018-12-12,3519
2018-12-13,3399
2018-12-14,3340
2018-12-15,3217
2018-12-16,3113
2018-12-17,3113
2018-12-18,3017
2018-12-19,2929
2018-12-20,2878
2018-12-21,2822
2018-12-22,2715
2018-12-23,2680
2018-12-24,2631
2018-12-25,2616
2018-12-26,2532
2018-12-27,2491
2018-12-28,2455
2018-12-29,2364
2018-12-30,2354
2018-12-31,2346
2019-01-01,2300
2019-01-02,2273
2019-01-03,2189
2019-01-04,2139
2019-01-05,2133
2019-01-06,2069
2019-01-08,1913
2019-01-10,1826
2019-01-11,1783
2019-01-12,1775
2019-01-13,1750
2019-01-14,1779
2019-01-15,1773
2019-01-16,1811
2019-01-17,1832
2019-01-18,1835
2019-01-19,1833
2019-01-20,1824
2019-01-21,1845
2019-01-22,1866
2019-01-23,1942
2019-01-24,2022
2019-01-25,2095
2019-01-26,2104
2019-01-27,2067
2019-01-28,2016
2019-01-29,2025
2019-01-30,1975
2019-01-31,1904
2019-02-01,1864
2019-02-02,1823
2019-02-03,1797
2019-02-04,1797
2019-02-05,1786
2019-02-06,1786
2019-02-07,1819
2019-02-08,1787
2019-02-09,1740
2019-02-10,1679
2019-02-11,1636
2019-02-12,1636
2019-02-13,1635
2019-02-14,1635
2019-02-15,1639
2019-02-16,1587
2019-02-17,1548
2019-02-18,1509
2019-02-19,1512
2019-02-20,1492
2019-02-21,1481
2019-02-22,1480
2019-02-23,1461
2019-02-24,1471
2019-02-25,1486
2019-02-26,1491
2019-02-27,1504
2019-02-28,1504
2019-03-01,1487
2019-03-02,1483
2019-03-03,1429
2019-03-04,1459
2019-03-05,1486
2019-03-06,1476
2019-03-07,1437
2019-03-08,1437
2019-03-09,1410
2019-03-10,1401
2019-03-11,1387
2019-03-12,1332
2019-03-13,1332
2019-03-14,1314
2019-03-15,1372
2019-03-16,1417
2019-03-17,1488
2019-03-18,1560
2019-03-19,1638
2019-03-20,1720
2019-03-21,1806
2019-03-22,1888
2019-03-23,1983
2019-03-24,2083
2019-03-25,2184
2019-03-26,2289
2019-03-27,2289
2019-03-28,2399
2019-03-29,2458
2019-03-30,2458
2019-03-31,2515
2019-04-01,2545
2019-04-02,2636
2019-04-03,2744
2019-04-04,2875
2019-04-05,2983
2019-04-06,3099
2019-04-07,3236
2019-04-08,3381
2019-04-09,3447
