date_obj,Mahogany%20seed price
2018-03-02,6022
2018-03-03,6051
2018-03-04,6067
2018-03-05,6097
2018-03-06,6102
2018-03-07,6249
2018-03-08,6367
2018-03-09,6395
2018-03-10,6638
2018-03-11,6788
2018-03-12,6905
2018-03-13,6895
2018-03-14,6964
2018-03-15,7047
2018-03-16,7116
2018-03-17,7200
2018-03-18,7358
2018-03-19,7725
2018-03-20,8112
2018-03-21,8518
2018-03-23,9391
2018-03-24,9861
2018-03-26,10872
2018-03-27,11416
2018-03-28,11984
2018-03-29,12584
2018-03-30,13209
2018-03-31,13870
2018-04-01,14564
2018-04-02,15293
2018-04-03,16058
2018-04-04,16861
2018-04-05,17705
2018-04-06,18590
2018-04-07,19369
2018-04-08,20337
2018-04-09,21353
2018-04-10,22421
2018-04-11,23543
2018-04-12,24720
2018-04-13,25942
2018-04-14,25920
2018-04-15,25337
2018-04-16,25003
2018-04-17,24634
2018-04-18,24502
2018-04-19,24417
2018-04-20,24788
2018-04-21,23884
2018-04-22,22809
2018-04-23,22154
2018-04-24,22215
2018-04-25,21890
2018-04-26,20942
2018-04-27,19901
2018-04-28,19365
2018-04-29,18982
2018-04-30,18241
2018-05-01,17563
2018-05-04,15817
2018-05-05,15591
2018-05-06,16029
2018-05-07,16544
2018-05-08,16816
2018-05-09,16991
2018-05-10,17799
2018-05-11,18627
2018-05-12,18811
2018-05-13,18838
2018-05-14,18801
2018-05-15,18915
2018-05-16,19102
2018-05-17,19285
2018-05-18,19619
2018-05-19,19852
2018-05-20,19855
2018-05-21,19591
2018-05-22,19715
2018-05-23,19617
2018-05-24,19028
2018-05-25,18151
2018-05-26,18638
2018-05-27,19123
2018-05-28,19683
2018-05-29,20284
2018-05-30,20090
2018-05-31,20279
2018-06-01,20390
2018-06-02,20560
2018-06-03,20539
2018-06-04,20392
2018-06-05,20172
2018-06-06,20852
2018-06-07,21261
2018-06-08,20736
2018-06-09,20247
2018-06-10,20484
2018-06-11,20702
2018-06-12,20031
2018-06-13,19503
2018-06-14,19481
2018-06-15,19598
2018-06-16,18936
2018-06-17,17989
2018-06-18,17129
2018-06-19,16373
2018-06-20,15804
2018-06-21,15291
2018-06-22,14969
2018-06-23,14439
2018-06-24,13781
2018-06-25,13091
2018-06-26,12446
2018-06-27,11856
2018-06-28,11638
2018-06-29,11422
2018-06-30,10987
2018-07-01,10933
2018-07-02,10753
2018-07-03,10608
2018-07-04,10390
2018-07-05,10101
2018-07-06,9721
2018-07-07,9489
2018-07-08,9597
2018-07-09,9550
2018-07-10,9178
2018-07-11,8919
2018-07-12,8499
2018-07-13,8153
2018-07-14,7745
2018-07-15,7439
2018-07-16,7321
2018-07-17,7545
2018-07-18,7818
2018-07-19,8142
2018-07-20,8536
2018-07-21,8667
2018-07-22,8445
2018-07-23,8443
2018-07-24,8110
2018-07-25,7788
2018-07-26,7578
2018-07-27,7451
2018-07-28,7120
2018-07-29,6821
2018-07-30,6735
2018-07-31,6862
2018-08-01,6954
2018-08-02,6983
2018-08-03,6923
2018-08-04,6822
2018-08-05,6733
2018-08-06,6754
2018-08-07,6704
2018-08-08,6613
2018-08-09,6570
2018-08-10,6752
2018-08-11,6860
2018-08-12,6915
2018-08-14,6668
2018-08-16,6183
2018-08-17,6185
2018-08-18,6063
2018-08-19,6126
2018-08-20,6310
2018-08-21,6491
2018-08-22,6625
2018-08-23,6549
2018-08-24,6477
2018-08-25,6335
2018-08-26,6235
2018-08-27,6413
2018-08-28,6464
2018-08-29,6419
2018-08-30,6464
2018-08-31,6582
2018-09-01,6596
2018-09-02,6632
2018-09-03,6571
2018-09-04,6558
2018-09-05,6427
2018-09-06,6450
2018-09-07,6320
2018-09-08,6088
2018-09-09,5801
2018-09-10,5678
2018-09-11,5569
2018-09-12,5420
2018-09-13,5465
2018-09-14,5591
2018-09-15,5646
2018-09-16,5573
2018-09-17,5807
2018-09-18,6011
2018-09-19,6224
2018-09-20,6442
2018-09-21,6432
2018-09-22,6352
2018-09-23,6105
2018-09-24,6256
2018-09-25,6569
2018-09-26,6635
2018-09-27,6644
2018-09-28,6535
2018-09-29,6289
2018-09-30,6017
2018-10-02,5811
2018-10-03,5964
2018-10-04,5919
2018-10-05,5915
2018-10-06,5855
2018-10-07,5799
2018-10-08,5892
2018-10-09,5786
2018-10-10,5707
2018-10-11,5969
2018-10-12,6034
2018-10-13,6121
2018-10-14,6141
2018-10-15,6255
2018-10-16,6336
2018-10-17,6288
2018-10-18,6122
2018-10-19,5961
2018-10-20,5792
2018-10-21,5786
2018-10-22,5822
2018-10-23,5871
2018-10-24,5819
2018-10-25,5658
2018-10-26,5500
2018-10-27,5333
2018-10-28,5511
2018-10-29,5746
2018-10-30,5858
2018-10-31,5955
2018-11-01,6020
2018-11-03,6225
2018-11-04,6436
2018-11-05,6699
2018-11-06,6980
2018-11-07,7191
2018-11-08,7228
2018-11-09,7106
2018-11-10,6891
2018-11-11,6781
2018-11-12,6762
2018-11-13,6886
2018-11-14,7093
2018-11-15,7246
2018-11-16,7282
2018-11-17,7035
2018-11-18,6871
2018-11-19,6699
2018-11-20,6446
2018-11-21,6130
2018-11-22,5937
2018-11-23,5700
2018-11-24,5571
2018-11-25,5703
2018-11-26,5728
2018-11-27,5818
2018-11-28,5986
2018-11-29,6152
2018-12-01,6274
2018-12-02,6268
2018-12-03,6427
2018-12-04,6612
2018-12-05,6657
2018-12-07,6662
2018-12-09,6332
2018-12-10,6302
2018-12-11,6205
2018-12-12,6262
2018-12-13,6394
2018-12-14,6174
2018-12-15,6095
2018-12-16,6077
2018-12-17,5968
2018-12-18,5956
2018-12-19,5742
2018-12-20,5624
2018-12-21,5843
2018-12-22,6063
2018-12-23,6258
2018-12-24,6563
2018-12-25,6878
2018-12-26,7191
2018-12-27,7513
2018-12-28,7827
2018-12-29,8136
2018-12-30,8093
2018-12-31,7836
2019-01-01,8021
2019-01-02,8376
2019-01-03,8734
2019-01-04,9170
2019-01-05,9500
2019-01-06,9720
2019-01-08,10468
2019-01-10,10634
2019-01-11,10102
2019-01-12,9596
2019-01-13,9116
2019-01-14,8677
2019-01-15,8265
2019-01-16,7851
2019-01-17,7474
2019-01-18,7102
2019-01-19,6769
2019-01-20,6447
2019-01-21,6212
2019-01-22,6038
2019-01-23,6051
2019-01-24,6007
2019-01-25,5965
2019-01-26,6037
2019-01-28,6144
2019-01-29,6187
2019-01-30,6232
2019-01-31,6405
2019-02-01,6403
2019-02-02,6120
2019-02-03,5847
2019-02-04,5594
2019-02-05,5563
2019-02-06,5574
2019-02-07,5496
2019-02-08,5309
2019-02-09,5057
2019-02-10,4915
2019-02-11,4982
2019-02-12,4979
2019-02-13,4980
2019-02-14,4947
2019-02-15,4989
2019-02-16,4894
2019-02-17,4797
2019-02-18,4833
2019-02-19,5009
2019-02-20,5144
2019-02-21,5308
2019-02-22,5542
2019-02-23,5726
2019-02-24,5834
2019-02-25,5848
2019-02-26,5704
2019-02-27,5775
2019-02-28,5872
2019-03-01,5740
2019-03-02,5594
2019-03-03,5473
2019-03-04,5487
2019-03-05,5575
2019-03-06,5484
2019-03-07,5481
2019-03-08,5445
2019-03-09,5484
2019-03-10,5478
2019-03-11,5429
2019-03-12,5421
2019-03-13,5348
2019-03-14,5223
2019-03-15,4988
2019-03-16,4750
2019-03-17,4513
2019-03-18,4288
2019-03-19,4084
2019-03-20,3880
2019-03-21,3710
2019-03-22,3534
2019-03-23,3368
2019-03-24,3222
2019-03-25,3170
2019-03-26,3323
2019-03-27,3483
2019-03-28,3640
2019-03-29,3810
2019-03-30,3993
2019-03-31,4112
2019-04-01,4304
2019-04-02,4469
2019-04-03,4638
2019-04-04,4863
2019-04-05,5047
2019-04-06,4878
2019-04-07,4751
2019-04-08,4620
2019-04-09,4469
2019-04-10,4350
2019-04-11,4500
2019-04-12,4588
2019-04-13,4506
2019-04-14,4530
2019-04-15,4627
2019-04-16,4736
2019-04-17,4833
2019-04-18,4903
2019-04-19,4956
2019-04-20,5103
2019-04-21,5327
2019-04-22,5509
2019-04-23,5639
2019-04-24,5836
2019-04-25,6073
2019-04-26,6235
2019-04-27,6294
2019-04-28,6343
2019-04-29,6099
2019-04-30,5892
2019-05-01,5669
2019-05-02,5517
2019-05-03,5302
2019-05-04,5133
2019-05-05,4881
2019-05-06,4667
2019-05-07,4473
2019-05-08,4386
2019-05-09,4246
2019-05-10,4079
2019-05-11,3892
2019-05-12,3702
2019-05-13,3637
2019-05-14,3771
2019-05-15,3959
2019-05-16,4155
2019-05-17,4180
2019-05-18,4230
2019-05-19,4344
2019-05-20,4520
2019-05-21,4614
2019-05-22,4711
2019-05-23,4619
2019-05-24,4430
2019-05-25,4229
2019-05-26,4020
2019-05-27,3938
2019-05-28,4036
2019-05-29,4183
2019-05-30,4333
2019-05-31,4494
2019-06-01,4668
2019-06-02,4825
2019-06-03,4899
2019-06-04,5018
2019-06-05,5080
2019-06-06,5055
2019-06-07,4936
2019-06-08,4816
2019-06-09,4672
2019-06-10,4674
2019-06-11,4565
2019-06-12,4441
2019-06-13,4289
2019-06-14,4074
2019-06-15,3874
2019-06-16,3830
2019-06-17,3713
2019-06-18,3568
2019-06-19,3442
2019-06-20,3335
2019-06-21,3361
2019-06-22,3270
2019-06-23,3123
2019-06-24,2973
2019-06-25,2901
2019-06-26,2979
2019-06-27,3067
2019-06-28,3198
2019-06-29,3294
2019-06-30,3326
2019-07-01,3371
2019-07-02,3349
2019-07-03,3210
2019-07-04,3153
2019-07-05,3079
2019-07-06,3047
2019-07-07,3101
2019-07-08,3130
2019-07-09,3157
2019-07-10,3189
2019-07-11,3188
2019-07-12,3192
2019-07-13,3205
2019-07-14,3217
2019-07-15,3279
2019-07-16,3359
2019-07-17,3411
2019-07-18,3456
2019-07-19,3451
2019-07-20,3437
2019-07-21,3335
2019-07-22,3178
2019-07-23,3096
2019-07-24,3124
2019-07-25,3127
2019-07-26,3061
2019-07-27,3113
2019-07-28,3083
2019-07-29,3061
2019-07-30,3045
2019-07-31,3107
2019-08-01,3097
2019-08-02,3050
2019-08-03,3089
2019-08-04,3130
2019-08-05,3200
2019-08-06,3249
2019-08-07,3293
2019-08-08,3345
2019-08-09,3320
2019-08-10,3268
2019-08-11,3243
2019-08-12,3204
2019-08-13,3219
2019-08-14,3159
2019-08-15,3059
2019-08-16,2967
2019-08-17,2970
2019-08-18,2905
2019-08-19,2909
2019-08-20,2987
2019-08-21,3025
2019-08-22,3047
2019-08-23,3043
2019-08-24,3077
2019-08-24,3077
2019-08-25,3113
2019-08-25,3113
2019-08-26,3148
2019-08-26,3148
2019-08-27,3179
2019-08-27,3179
2019-08-28,3131
2019-08-29,3191
2019-08-30,3169
2019-08-31,3103
2019-09-01,3124
2019-09-02,3164
2019-09-03,3249
2019-09-04,3261
2019-09-05,3235
2019-09-06,3339
2019-09-07,3435
2019-09-08,3485
2019-09-09,3538
2019-09-10,3587
2019-09-11,3553
2019-09-12,3446
2019-09-13,3475
2019-09-14,3442
2019-09-15,3350
2019-09-16,3445
2019-09-17,3561
2019-09-18,3550
2019-09-19,3534
2019-09-20,3449
2019-09-21,3339
2019-09-22,3186
2019-09-23,3102
2019-09-24,3044
2019-09-25,3082
2019-09-26,3101
2019-09-27,3119
2019-09-28,3034
2019-09-29,2984
2019-09-30,3090
2019-10-01,3168
2019-10-02,3314
2019-10-03,3412
2019-10-04,3476
2019-10-05,3457
2019-10-06,3501
2019-10-07,3653
2019-10-08,3740
2019-10-09,3772
2019-10-10,3821
2019-10-11,3674
2019-10-12,3627
2019-10-13,3554
2019-10-14,3702
2019-10-15,3827
2019-10-16,3852
2019-10-17,4029
2019-10-18,4187
2019-10-19,4243
2019-10-20,4300
2019-10-21,4463
2019-10-22,4636
2019-10-23,4749
2019-10-24,4704
2019-10-25,4591
2019-10-26,4476
2019-10-27,4382
2019-10-28,4307
2019-10-29,4518
2019-10-30,4703
2019-10-31,4865
2019-11-01,4894
2019-11-02,4966
2019-11-03,5023
2019-11-04,5075
2019-11-05,5244
2019-11-06,5245
2019-11-07,5336
2019-11-08,5518
2019-11-09,5653
2019-11-10,5714
2019-11-11,5781
2019-11-12,5742
2019-11-13,5693
2019-11-14,5685
2019-11-15,5579
2019-11-16,5633
2019-11-17,5609
2019-11-18,5535
2019-11-19,5356
2019-11-20,5159
2019-11-21,5019
2019-11-22,4974
2019-11-23,4922
2019-11-24,4856
2019-11-25,4796
2019-11-26,4855
2019-11-27,4831
2019-11-28,4697
2019-11-29,4519
2019-11-30,4306
2019-12-01,4311
2019-12-02,4342
2019-12-03,4396
2019-12-04,4485
2019-12-05,4514
2019-12-06,4575
2019-12-07,4607
2019-12-08,4576
2019-12-09,4642
2019-12-10,4641
2019-12-11,4574
2019-12-12,4576
2019-12-13,4509
2019-12-14,4403
2019-12-15,4361
2019-12-16,4198
2019-12-17,4161
2019-12-18,4011
2019-12-19,3946
2019-12-20,3775
2019-12-21,3705
2019-12-22,3728
2019-12-23,3701
2019-12-24,3708
2019-12-25,3772
2019-12-26,3688
2019-12-27,3659
2019-12-28,3750
2019-12-29,3744
2019-12-30,3860
2019-12-31,3957
2020-01-01,3979
2020-01-02,4158
2020-01-03,4290
2020-01-04,4456
2020-01-05,4511
2020-01-06,4499
2020-01-07,4574
2020-01-08,4593
2020-01-09,4664
2020-01-10,4653
2020-01-11,4591
2020-01-12,4398
2020-01-13,4245
2020-01-14,4206
2020-01-15,4175
2020-01-16,4073
2020-01-17,3989
2020-01-18,4028
2020-01-19,4019
2020-01-20,3997
2020-01-21,4028
2020-01-22,3955
2020-01-23,3916
2020-01-24,3940
2020-01-25,3914
2020-01-26,3826
2020-01-27,3701
2020-01-28,3575
2020-01-29,3509
2020-01-30,3461
2020-01-31,3360
2020-02-01,3230
2020-02-02,3106
2020-02-03,3021
2020-02-04,3000
2020-02-05,2897
2020-02-06,2775
2020-02-07,2646
2020-02-08,2513
2020-02-09,2390
2020-02-10,2352
2020-02-11,2365
2020-02-12,2321
2020-02-13,2240
2020-02-14,2224
2020-02-15,2165
2020-02-16,2115
2020-02-17,2128
2020-02-18,2193
2020-02-19,2160
2020-02-20,2219
2020-02-21,2255
2020-02-22,2330
2020-02-23,2392
2020-02-24,2410
2020-02-25,2448
2020-02-26,2440
2020-02-27,2487
2020-02-28,2505
2020-02-29,2527
2020-03-01,2531
2020-03-02,2524
2020-03-03,2565
2020-03-04,2618
2020-03-05,2634
2020-03-06,2612
2020-03-07,2486
2020-03-08,2367
2020-03-09,2275
2020-03-10,2276
2020-03-11,2332
2020-03-12,2336
2020-03-13,2414
2020-03-14,2455
2020-03-15,2534
2020-03-16,2634
2020-03-17,2671
2020-03-18,2697
2020-03-19,2733
2020-03-20,2770
2020-03-21,2803
2020-03-22,2782
2020-03-23,2827
2020-03-24,2840
2020-03-25,2869
2020-03-26,2876
2020-03-27,2895
2020-03-28,2907
2020-03-29,2969
2020-03-30,3044
2020-03-31,3162
2020-04-01,3304
2020-04-02,3433
2020-04-03,3478
2020-04-04,3542
2020-04-05,3607
2020-04-06,3692
2020-04-07,3733
2020-04-08,3839
2020-04-09,3916
2020-04-10,3992
2020-04-11,3940
2020-04-12,3879
2020-04-13,3848
2020-04-14,3832
2020-04-15,3836
2020-04-16,3826
2020-04-17,3915
2020-04-18,3971
2020-04-19,4019
2020-04-20,4044
2020-04-21,4123
2020-04-22,4203
2020-04-23,4282
2020-04-24,4451
2020-04-25,4575
2020-04-26,4675
2020-04-27,4761
2020-04-28,4710
2020-04-29,4545
2020-04-30,4421
2020-05-01,4435
2020-05-02,4240
2020-05-03,4037
2020-05-04,3862
2020-05-05,3689
2020-05-06,3515
2020-05-07,3365
2020-05-08,3268
2020-05-09,3214
2020-05-10,3101
2020-05-11,3096
2020-05-12,3127
2020-05-13,3281
