date_obj,Curry price
2019-07-11,787
2019-07-12,781
2019-07-13,790
2019-07-14,811
2019-07-15,818
2019-07-16,815
2019-07-17,811
2019-07-18,812
2019-07-19,807
2019-07-20,795
2019-07-21,779
2019-07-22,773
2019-07-23,796
2019-07-24,783
2019-07-25,769
2019-07-26,754
2019-07-27,741
2019-07-28,733
2019-07-29,724
2019-07-30,738
2019-07-31,745
2019-08-01,758
2019-08-02,746
2019-08-03,749
2019-08-04,770
2019-08-05,778
2019-08-06,775
2019-08-07,764
2019-08-08,759
2019-08-09,763
2019-08-10,779
2019-08-11,782
2019-08-12,788
2019-08-13,779
2019-08-14,763
2019-08-15,755
2019-08-16,747
2019-08-17,724
2019-08-18,721
2019-08-19,716
2019-08-20,718
2019-08-21,720
2019-08-22,698
2019-08-23,708
2019-08-24,718
2019-08-24,718
2019-08-25,740
2019-08-25,740
2019-08-26,738
2019-08-26,738
2019-08-27,729
2019-08-27,729
2019-08-28,742
2019-08-29,736
2019-08-30,743
2019-08-31,738
2019-09-01,754
2019-09-02,774
2019-09-03,791
2019-09-04,819
2019-09-05,813
2019-09-06,824
2019-09-07,837
2019-09-08,840
2019-09-09,846
2019-09-10,866
2019-09-11,896
2019-09-12,928
2019-09-13,895
2019-09-14,916
2019-09-15,900
2019-09-16,907
2019-09-17,888
2019-09-18,865
2019-09-19,852
2019-09-20,846
2019-09-21,850
2019-09-22,856
2019-09-23,861
2019-09-24,864
2019-09-25,861
2019-09-26,854
2019-09-27,858
2019-09-28,845
2019-09-29,848
2019-09-30,856
2019-10-01,851
2019-10-02,852
2019-10-03,856
2019-10-04,843
2019-10-05,857
2019-10-06,851
2019-10-07,858
2019-10-08,868
2019-10-09,862
2019-10-10,859
2019-10-11,867
2019-10-12,851
2019-10-13,857
2019-10-14,877
2019-10-15,898
2019-10-16,902
2019-10-17,903
2019-10-18,914
2019-10-19,917
2019-10-20,917
2019-10-21,905
2019-10-22,903
2019-10-23,905
2019-10-24,896
2019-10-25,872
2019-10-26,847
2019-10-27,838
2019-10-28,817
2019-10-29,783
2019-10-30,794
2019-10-31,792
2019-11-01,809
2019-11-02,791
2019-11-03,774
2019-11-04,764
2019-11-05,758
2019-11-06,737
2019-11-07,733
2019-11-08,731
2019-11-09,768
2019-11-10,777
2019-11-11,780
2019-11-12,779
2019-11-13,783
2019-11-14,782
2019-11-15,753
2019-11-16,757
2019-11-17,763
2019-11-18,735
2019-11-19,712
2019-11-20,690
2019-11-21,668
2019-11-22,660
2019-11-23,651
2019-11-24,654
2019-11-25,635
2019-11-26,628
2019-11-27,618
2019-11-28,619
2019-11-29,620
2019-11-30,632
2019-12-01,649
2019-12-02,672
2019-12-03,694
2019-12-04,723
2019-12-05,723
2019-12-06,731
2019-12-07,735
2019-12-08,749
2019-12-09,764
2019-12-10,786
2019-12-11,817
2019-12-12,839
2019-12-13,840
2019-12-14,829
2019-12-15,816
2019-12-16,825
2019-12-17,826
2019-12-18,813
2019-12-19,804
2019-12-20,816
2019-12-21,824
2019-12-22,808
2019-12-23,821
2019-12-24,815
2019-12-25,811
2019-12-26,821
2019-12-27,842
2019-12-28,864
2019-12-29,848
2019-12-30,835
2019-12-31,826
2020-01-01,836
2020-01-02,856
2020-01-03,886
2020-01-04,888
2020-01-05,882
2020-01-06,866
2020-01-07,875
2020-01-08,889
2020-01-09,871
2020-01-10,879
2020-01-11,898
2020-01-12,894
2020-01-13,901
2020-01-14,901
2020-01-15,888
2020-01-16,878
2020-01-17,868
2020-01-18,884
2020-01-19,897
2020-01-20,897
2020-01-21,918
2020-01-22,913
2020-01-23,922
2020-01-24,946
2020-01-25,947
2020-01-26,938
2020-01-27,933
2020-01-28,929
2020-01-29,972
2020-01-30,1021
2020-01-31,1014
2020-02-01,967
2020-02-02,926
2020-02-03,887
2020-02-04,871
2020-02-05,843
2020-02-06,832
2020-02-07,838
2020-02-08,841
2020-02-09,840
2020-02-10,851
2020-02-11,841
2020-02-12,848
2020-02-13,857
2020-02-14,853
2020-02-15,838
2020-02-16,837
2020-02-17,843
2020-02-18,852
2020-02-19,860
2020-02-20,879
2020-02-21,912
2020-02-22,932
2020-02-23,944
2020-02-24,961
2020-02-25,990
2020-02-26,1001
2020-02-27,1016
2020-02-28,1044
2020-02-29,1048
2020-03-01,1069
2020-03-02,1061
2020-03-03,1081
2020-03-04,1065
2020-03-05,1045
2020-03-06,1055
2020-03-07,1035
2020-03-08,1059
2020-03-09,1057
2020-03-10,1064
2020-03-11,1050
2020-03-12,1035
2020-03-13,1018
2020-03-14,974
2020-03-15,950
2020-03-16,929
2020-03-17,918
2020-03-18,900
2020-03-19,899
2020-03-20,896
2020-03-21,898
2020-03-22,894
2020-03-23,895
2020-03-24,891
2020-03-25,878
2020-03-26,879
2020-03-27,891
2020-03-28,905
2020-03-29,912
2020-03-30,903
2020-03-31,885
2020-04-01,861
2020-04-02,846
2020-04-03,853
2020-04-04,885
2020-04-05,888
2020-04-06,908
2020-04-07,937
2020-04-08,969
2020-04-09,961
2020-04-10,961
2020-04-11,987
2020-04-12,1002
2020-04-13,975
2020-04-14,963
2020-04-15,969
2020-04-16,988
2020-04-17,977
2020-04-18,945
2020-04-19,915
2020-04-20,905
2020-04-21,907
2020-04-22,923
2020-04-23,954
2020-04-24,955
2020-04-25,935
2020-04-26,906
2020-04-27,907
2020-04-28,909
2020-04-29,895
2020-04-30,902
2020-05-01,911
2020-05-02,920
2020-05-03,911
2020-05-04,892
2020-05-05,921
2020-05-06,947
2020-05-07,955
2020-05-08,973
2020-05-09,991
2020-05-10,1007
2020-05-11,1000
2020-05-12,967
2020-05-13,968
