date_obj,Elder%20chaos%20hood price
2017-08-25,829994
2017-08-26,794165
2017-08-27,773032
2017-08-28,760463
2017-08-29,768922
2017-08-30,735473
2017-08-31,700407
2017-09-01,700407
2017-09-03,665386
2017-09-04,639404
2017-09-05,638319
2017-09-06,654315
2017-09-07,666294
2017-09-08,666294
2017-09-09,665435
2017-09-10,658119
2017-09-11,677090
2017-09-12,677090
2017-09-13,679231
2017-09-14,679415
2017-09-15,679415
2017-09-16,705036
2017-09-17,715164
2017-09-18,732082
2017-09-19,768300
2017-09-20,779339
2017-09-21,771988
2017-09-22,781560
2017-09-23,781560
2017-09-24,798699
2017-09-25,791308
2017-09-26,787220
2017-09-27,787220
2017-09-28,784535
2017-09-29,791198
2017-09-30,803862
2017-10-01,822089
2017-10-02,806866
2017-10-03,806866
2017-10-04,806571
2017-10-05,815659
2017-10-06,822866
2017-10-07,818845
2017-10-08,812826
2017-10-09,799052
2017-10-10,801389
2017-10-11,801389
2017-10-12,801253
2017-10-13,805097
2017-10-14,803125
2017-10-15,803125
2017-10-16,788360
2017-10-17,788360
2017-10-18,777740
2017-10-19,774574
2017-10-20,770930
2017-10-21,762213
2017-10-22,749534
2017-10-23,734830
2017-10-24,729799
2017-10-25,731319
2017-10-26,732082
2017-10-27,724412
2017-10-28,724412
2017-10-29,712420
2017-10-30,745494
2017-10-31,741542
2017-11-01,741542
2017-11-02,735981
2017-11-03,758181
2017-11-04,750347
2017-11-05,746715
2017-11-06,746157
2017-11-07,747755
2017-11-08,748773
2017-11-09,742889
2017-11-10,737438
2017-11-11,734403
2017-11-12,732727
2017-11-13,727475
2017-11-14,727475
2017-11-15,725276
2017-11-16,728398
2017-11-17,718613
2017-11-18,718613
2017-11-19,693134
2017-11-20,688119
2017-11-21,680126
2017-11-22,680126
2017-11-23,673234
2017-11-24,682991
2017-11-25,682182
2017-11-26,675303
2017-11-27,675303
2017-11-28,662452
2017-11-29,639518
2017-11-30,635362
2017-12-01,632521
2017-12-02,628622
2017-12-03,625544
2017-12-04,625544
2017-12-05,615883
2017-12-06,612481
2017-12-07,604322
2017-12-08,604322
2017-12-09,592841
2017-12-10,590762
2017-12-11,591736
2017-12-12,594181
2017-12-13,596516
2017-12-14,594581
2017-12-15,588870
2017-12-16,585587
2017-12-17,565168
2017-12-18,556458
2017-12-19,549285
2017-12-20,548511
2017-12-21,540664
2017-12-22,535906
2017-12-23,527421
2017-12-24,526974
2017-12-25,529640
2017-12-26,532000
2017-12-27,543457
2017-12-28,554103
2017-12-29,546714
2017-12-30,571247
2017-12-31,595139
2018-01-01,624602
2018-01-02,650375
2018-01-03,650514
2018-01-04,635869
2018-01-05,632876
2018-01-06,660646
2018-01-07,665344
2018-01-08,662674
2018-01-09,671850
2018-01-10,680737
2018-01-11,664750
2018-01-12,694735
2018-01-13,695950
2018-01-14,689204
2018-01-15,687101
2018-01-16,681970
2018-01-17,689242
2018-01-18,680241
2018-01-19,680241
2018-01-20,709606
2018-01-21,727313
2018-01-22,728008
2018-01-23,721586
2018-01-25,714626
2018-01-26,718333
2018-01-27,734449
2018-01-28,729389
2018-01-29,736024
2018-01-30,734379
2018-01-31,734127
2018-02-01,732434
2018-02-02,724387
2018-02-03,718973
2018-02-04,718855
2018-02-05,706322
2018-02-06,707190
2018-02-07,707546
2018-02-08,703966
2018-02-09,698926
2018-02-10,697435
2018-02-11,666246
2018-02-12,639046
2018-02-13,613277
2018-02-14,592953
2018-02-15,567305
2018-02-16,541282
2018-02-17,522389
2018-02-18,541742
2018-02-19,549322
2018-02-20,562125
2018-02-21,556856
2018-02-22,571993
2018-02-23,567945
2018-02-24,585287
2018-02-25,614415
2018-02-26,639967
2018-02-27,638918
2018-02-28,639294
2018-03-01,649626
2018-03-02,676051
2018-03-03,669974
2018-03-04,692493
2018-03-05,693905
2018-03-06,671826
2018-03-07,671045
2018-03-09,631132
2018-03-10,606016
2018-03-11,592806
2018-03-12,590705
2018-03-13,608515
2018-03-14,620465
2018-03-15,613367
2018-03-16,613602
2018-03-17,620482
2018-03-18,634453
2018-03-20,630068
2018-03-21,639209
2018-03-23,637326
2018-03-24,636835
2018-03-25,629507
2018-03-26,652565
2018-03-27,657699
2018-03-28,667248
2018-03-29,669908
2018-03-30,661621
2018-03-31,662522
2018-04-01,668501
2018-04-02,668715
2018-04-03,660811
2018-04-04,665308
2018-04-05,696253
2018-04-06,719465
2018-04-07,731413
2018-04-08,734528
2018-04-09,728639
2018-04-10,728235
2018-04-11,727604
2018-04-12,740507
2018-04-13,739566
2018-04-14,738243
2018-04-15,722692
2018-04-16,721403
2018-04-17,696079
2018-04-18,661275
2018-04-19,640129
2018-04-20,647096
2018-04-21,660345
2018-04-22,658975
2018-04-23,642887
2018-04-24,637555
2018-04-25,647281
2018-04-26,668723
2018-04-27,655708
2018-04-28,667405
2018-04-29,700776
2018-04-30,732069
2018-05-01,727564
2018-05-03,742528
2018-05-04,762547
2018-05-05,758633
2018-05-07,762004
2018-05-08,753257
2018-05-09,743520
2018-05-10,741598
2018-05-11,747495
2018-05-12,738503
2018-05-13,729518
2018-05-14,721920
2018-05-15,713962
2018-05-16,711407
2018-05-17,710391
2018-05-18,693960
2018-05-19,672295
2018-05-20,673735
2018-05-21,671025
2018-05-22,668917
2018-05-23,683886
2018-05-24,703493
2018-05-25,716214
2018-05-26,746450
2018-05-27,783773
2018-05-28,822962
2018-05-29,864111
2018-05-30,901721
2018-05-31,879810
2018-06-01,876084
2018-06-02,841499
2018-06-03,801392
2018-06-04,798836
2018-06-05,794303
2018-06-06,769984
2018-06-07,764690
2018-06-08,739293
2018-06-09,730672
2018-06-10,713049
2018-06-11,678792
2018-06-12,644852
2018-06-13,612609
2018-06-14,581978
2018-06-15,552879
2018-06-16,544761
2018-06-17,525427
2018-06-18,530443
2018-06-19,539832
2018-06-20,542391
2018-06-21,555726
2018-06-22,582917
2018-06-23,603791
2018-06-24,618570
2018-06-25,637703
2018-06-26,635687
2018-06-27,627938
2018-06-28,629191
2018-06-29,633290
2018-06-30,635295
2018-07-01,640144
2018-07-02,649665
2018-07-03,645392
2018-07-04,651780
2018-07-05,660344
2018-07-06,660120
2018-07-07,682836
2018-07-08,687762
2018-07-09,719800
2018-07-10,755415
2018-07-11,793186
2018-07-12,832360
2018-07-13,869935
2018-07-14,885432
2018-07-15,910137
2018-07-16,932605
2018-07-17,948381
2018-07-18,957822
2018-07-19,961225
2018-07-20,961241
2018-07-21,944189
2018-07-22,943289
2018-07-23,929325
2018-07-24,899637
2018-07-25,887886
2018-07-26,867830
2018-07-27,858165
2018-07-28,851175
2018-07-29,829532
2018-07-30,824497
2018-07-31,804212
2018-08-01,800344
2018-08-02,772080
2018-08-03,749955
2018-08-04,756375
2018-08-05,786233
2018-08-06,777388
2018-08-07,776389
2018-08-08,775504
2018-08-09,778521
2018-08-10,768073
2018-08-11,757262
2018-08-12,729332
2018-08-14,716711
2018-08-16,698314
2018-08-17,704191
2018-08-18,705029
2018-08-19,708022
2018-08-20,729317
2018-08-21,741486
2018-08-22,725809
2018-08-23,730563
2018-08-24,757299
2018-08-25,795000
2018-08-26,815123
2018-08-27,829560
2018-08-28,849720
2018-08-29,857530
2018-08-30,862858
2018-08-31,861204
2018-09-01,842864
2018-09-02,838749
2018-09-03,826100
2018-09-04,808082
2018-09-05,796237
2018-09-06,797112
2018-09-07,778018
2018-09-08,778154
2018-09-09,773593
2018-09-10,762572
2018-09-11,763183
2018-09-12,757675
2018-09-13,731055
2018-09-14,726488
2018-09-15,744112
2018-09-16,781300
2018-09-17,818298
2018-09-18,858926
2018-09-19,901873
2018-09-20,911336
2018-09-21,885426
2018-09-22,887630
2018-09-23,867613
2018-09-24,850041
2018-09-25,835985
2018-09-26,810912
2018-09-27,797017
2018-09-28,785523
2018-09-29,755393
2018-09-30,763148
2018-10-01,757906
2018-10-02,756918
2018-10-03,770386
2018-10-04,756608
2018-10-05,749493
2018-10-06,733913
2018-10-07,732065
2018-10-08,717226
2018-10-09,699641
2018-10-10,695763
2018-10-11,690963
2018-10-12,680247
2018-10-13,648556
2018-10-14,642584
2018-10-15,647818
2018-10-16,651833
2018-10-17,637850
2018-10-18,636016
2018-10-19,654821
2018-10-20,685747
2018-10-21,701622
2018-10-22,699200
2018-10-23,716928
2018-10-24,700402
2018-10-25,693407
2018-10-26,668660
2018-10-27,661073
2018-10-28,647729
2018-10-29,647280
2018-10-30,630850
2018-10-31,624018
2018-11-01,620890
2018-11-03,641618
2018-11-04,670583
2018-11-05,703554
2018-11-06,722541
2018-11-07,751065
2018-11-08,751096
2018-11-09,782312
2018-11-10,819112
2018-11-11,852491
2018-11-12,872302
2018-11-13,915918
2018-11-14,961714
2018-11-15,992588
2018-11-16,1025727
2018-11-17,1028174
2018-11-18,1053488
2018-11-19,1046020
2018-11-20,1056354
2018-11-21,1107521
2018-11-22,1140007
2018-11-23,1136088
2018-11-24,1117779
2018-11-25,1115283
2018-11-26,1076308
2018-11-27,1070353
2018-11-28,1039149
2018-11-29,1054746
2018-12-01,1018283
2018-12-02,992379
2018-12-03,985266
2018-12-04,970521
2018-12-05,955967
2018-12-07,932256
2018-12-09,889587
2018-12-10,851240
2018-12-11,825617
2018-12-12,787295
2018-12-13,797816
2018-12-14,817746
2018-12-15,847681
2018-12-16,872812
2018-12-17,891592
2018-12-18,860551
2018-12-19,838517
2018-12-20,831555
2018-12-21,842495
2018-12-22,832563
2018-12-23,822087
2018-12-24,819501
2018-12-25,816968
2018-12-26,816029
2018-12-27,813299
2018-12-28,811112
2018-12-29,799224
2018-12-30,794585
2018-12-31,788786
2019-01-01,791870
2019-01-02,774429
2019-01-03,779706
2019-01-04,773886
2019-01-05,769942
2019-01-06,771967
2019-01-08,742218
2019-01-10,729676
2019-01-11,713821
2019-01-12,701857
2019-01-13,681904
2019-01-14,680116
2019-01-15,668706
2019-01-16,651976
2019-01-17,637544
2019-01-18,627482
2019-01-19,624464
2019-01-20,645234
2019-01-21,656843
2019-01-22,669864
2019-01-23,678839
2019-01-24,671428
2019-01-25,668332
2019-01-26,668129
2019-01-27,693271
2019-01-29,686576
2019-01-30,695477
2019-01-31,713835
2019-02-01,721898
2019-02-02,731598
2019-02-03,724056
2019-02-04,717735
2019-02-05,701369
2019-02-06,689660
2019-02-07,678929
2019-02-08,678852
2019-02-09,693172
2019-02-10,692725
2019-02-11,681176
2019-02-12,678025
2019-02-13,678201
2019-02-14,680485
2019-02-15,687669
2019-02-16,679438
2019-02-17,678622
2019-02-18,672368
2019-02-19,668498
2019-02-20,667854
2019-02-21,664559
2019-02-22,683320
2019-02-23,694197
2019-02-24,687848
2019-02-25,682700
2019-02-26,672067
2019-02-27,667928
2019-02-28,651167
2019-03-01,662448
2019-03-02,689065
2019-03-03,689553
2019-03-04,688226
2019-03-05,682301
2019-03-06,674083
2019-03-07,664279
2019-03-08,663673
2019-03-09,665056
2019-03-10,679656
2019-03-11,694893
2019-03-12,683182
2019-03-13,666831
2019-03-14,652488
2019-03-15,639736
2019-03-16,637355
2019-03-17,647189
2019-03-18,659304
2019-03-19,687586
2019-03-20,718338
2019-03-21,754010
2019-03-22,791711
2019-03-23,831297
2019-03-24,830459
2019-03-25,802304
2019-03-26,799351
2019-03-27,792029
2019-03-28,785515
2019-03-29,779608
2019-03-30,749355
2019-03-31,729364
2019-04-01,712402
2019-04-02,706095
2019-04-03,700949
2019-04-04,695719
2019-04-05,663540
2019-04-06,630363
2019-04-07,604463
2019-04-08,609150
2019-04-09,608412
2019-04-10,603228
2019-04-11,608839
2019-04-12,600970
2019-04-13,591436
2019-04-14,585915
2019-04-15,572288
2019-04-16,547073
2019-04-17,537896
2019-04-18,532889
2019-04-19,525312
2019-04-20,518910
2019-04-21,530063
2019-04-22,553779
2019-04-23,551385
2019-04-24,545464
2019-04-25,560956
2019-04-26,557552
2019-04-27,579379
2019-04-28,577585
2019-04-29,601321
2019-04-30,621053
2019-05-01,612802
2019-05-02,614344
2019-05-03,616583
2019-05-04,617903
2019-05-05,623345
2019-05-06,621511
2019-05-07,610614
2019-05-08,607420
2019-05-09,607095
2019-05-10,599987
2019-05-11,593307
2019-05-12,580703
2019-05-13,573461
2019-05-14,563907
2019-05-15,561144
2019-05-16,577704
2019-05-17,570987
2019-05-18,559095
2019-05-19,559801
2019-05-20,548673
2019-05-21,531775
2019-05-22,528220
2019-05-23,522754
2019-05-24,523443
2019-05-25,529474
2019-05-26,526043
2019-05-27,520898
2019-05-28,514527
2019-05-29,505510
2019-05-30,496474
2019-05-31,489068
2019-06-01,478595
2019-06-02,482209
2019-06-03,494201
2019-06-04,493339
2019-06-05,484839
2019-06-06,487265
2019-06-07,497545
2019-06-08,493010
2019-06-09,474262
2019-06-10,467243
2019-06-11,458187
2019-06-12,453485
2019-06-13,449385
2019-06-14,442912
2019-06-15,447699
2019-06-16,449646
2019-06-17,444446
2019-06-18,454368
2019-06-19,458786
2019-06-20,456276
2019-06-21,461679
2019-06-22,470745
2019-06-23,455264
2019-06-24,453525
2019-06-25,455483
2019-06-26,472141
2019-06-27,490633
2019-06-28,488350
2019-06-29,484837
2019-06-30,470268
2019-07-01,458679
2019-07-02,459124
2019-07-03,456951
2019-07-04,467966
2019-07-05,457067
2019-07-06,451520
2019-07-07,448581
2019-07-08,442963
2019-07-09,441952
2019-07-10,440657
2019-07-11,434389
2019-07-12,423152
2019-07-13,426573
2019-07-14,425330
2019-07-15,422697
2019-07-16,422125
2019-07-17,419821
2019-07-18,420097
2019-07-19,433441
2019-07-20,433140
2019-07-21,425776
2019-07-22,421996
2019-07-23,415306
2019-07-24,407999
2019-07-25,401879
2019-07-26,403036
2019-07-27,395227
2019-07-28,384504
2019-07-29,366763
2019-07-30,359436
2019-07-31,371660
2019-08-01,378315
2019-08-02,375124
2019-08-03,376176
2019-08-04,362801
2019-08-05,355551
2019-08-06,351509
2019-08-07,347510
2019-08-08,343642
2019-08-09,342076
2019-08-10,337082
2019-08-11,329295
2019-08-12,325583
2019-08-13,332941
2019-08-14,337548
2019-08-15,330765
2019-08-16,347278
2019-08-17,364642
2019-08-18,382875
2019-08-19,395832
2019-08-20,394253
2019-08-21,389240
2019-08-22,393081
2019-08-23,387711
2019-08-24,406624
2019-08-24,406624
2019-08-25,426956
2019-08-25,426956
2019-08-26,429756
2019-08-27,431293
2019-08-27,431293
2019-08-28,422864
2019-08-29,414166
2019-08-30,397988
2019-08-31,395560
2019-09-01,392912
2019-09-02,399505
2019-09-03,406496
2019-09-04,405559
2019-09-05,395516
2019-09-06,397390
2019-09-07,415263
2019-09-08,416616
2019-09-09,429487
2019-09-10,417076
2019-09-11,420580
2019-09-12,429905
2019-09-13,450184
2019-09-14,472694
2019-09-15,493466
2019-09-16,476749
2019-09-17,453243
2019-09-18,436147
2019-09-19,424903
2019-09-20,419219
2019-09-21,408750
2019-09-22,399614
2019-09-23,390267
2019-09-24,392649
2019-09-25,401319
2019-09-26,404367
2019-09-27,404127
2019-09-28,394655
2019-09-29,382437
2019-09-30,369119
2019-10-01,358494
2019-10-02,351068
2019-10-03,346423
2019-10-04,342645
2019-10-05,343083
2019-10-06,354436
2019-10-07,372158
2019-10-08,390766
2019-10-09,410305
2019-10-10,423729
2019-10-11,420840
2019-10-12,425837
2019-10-13,416901
2019-10-14,416529
2019-10-15,407974
2019-10-16,402282
2019-10-17,395082
2019-10-18,384608
2019-10-19,381269
2019-10-20,380634
2019-10-21,380908
2019-10-22,374192
2019-10-23,371218
2019-10-24,368300
2019-10-25,365262
2019-10-26,360346
2019-10-27,357497
2019-10-28,350722
2019-10-29,343581
2019-10-30,336375
2019-10-31,337774
2019-11-01,341166
2019-11-02,337801
2019-11-03,335357
2019-11-04,331855
2019-11-05,337245
2019-11-06,345905
2019-11-07,353945
2019-11-08,368515
2019-11-09,374703
2019-11-10,372921
2019-11-11,363921
2019-11-12,365278
2019-11-13,359253
2019-11-14,355400
2019-11-15,359669
2019-11-16,375032
2019-11-17,373792
2019-11-18,375029
2019-11-19,386371
2019-11-20,378329
2019-11-21,373349
2019-11-22,368405
2019-11-23,366831
2019-11-24,355651
2019-11-25,346787
2019-11-26,343946
2019-11-27,341309
2019-11-28,348908
2019-11-29,347099
2019-11-30,356220
2019-12-01,364083
2019-12-02,360575
2019-12-03,355720
2019-12-04,344457
2019-12-05,336771
2019-12-06,331227
2019-12-07,330629
2019-12-08,329952
2019-12-09,325497
2019-12-10,332001
2019-12-11,347857
2019-12-12,365250
2019-12-13,359800
2019-12-14,342715
2019-12-15,343208
2019-12-16,359942
2019-12-17,363959
2019-12-18,364269
2019-12-19,368971
2019-12-20,365229
2019-12-21,363762
2019-12-22,359734
2019-12-23,359394
2019-12-24,353864
2019-12-25,366040
2019-12-26,375425
2019-12-27,384312
2019-12-28,380346
2019-12-29,364080
2019-12-30,370184
2019-12-31,370833
2020-01-01,365026
2020-01-02,366106
2020-01-03,371202
2020-01-04,369287
2020-01-05,361707
2020-01-06,348217
2020-01-07,338019
2020-01-08,338818
2020-01-09,331281
2020-01-10,336894
2020-01-11,350085
2020-01-12,366460
2020-01-13,383911
2020-01-14,397858
2020-01-15,416627
2020-01-16,437459
2020-01-17,451348
2020-01-18,448627
2020-01-19,442762
2020-01-20,438385
2020-01-21,435658
2020-01-22,430622
2020-01-23,436443
2020-01-24,458143
2020-01-25,468634
2020-01-26,479230
2020-01-27,503192
2020-01-28,526904
2020-01-29,512292
2020-01-30,518728
2020-01-31,538573
2020-02-01,565502
2020-02-02,592320
2020-02-03,621936
2020-02-04,638418
2020-02-05,612884
2020-02-06,582463
2020-02-07,553339
2020-02-08,526411
2020-02-09,500090
2020-02-10,477152
2020-02-11,467633
2020-02-12,458228
2020-02-13,450645
2020-02-14,441404
2020-02-15,431500
2020-02-16,416459
2020-02-17,396132
2020-02-18,388679
2020-02-19,390519
2020-02-20,384898
2020-02-21,386667
2020-02-22,388918
2020-02-23,397834
2020-02-24,396165
2020-02-25,395620
2020-02-26,395124
2020-02-27,397267
2020-02-28,396651
2020-02-29,391370
2020-03-01,389164
2020-03-02,391406
2020-03-03,410659
2020-03-04,429211
2020-03-05,449069
2020-03-06,471331
2020-03-07,494898
2020-03-08,515618
2020-03-09,538024
2020-03-10,551723
2020-03-11,552929
2020-03-12,551498
2020-03-13,555211
2020-03-14,581467
2020-03-15,593183
2020-03-16,564024
2020-03-17,536926
2020-03-18,513024
2020-03-19,506574
2020-03-20,498912
2020-03-21,496966
2020-03-22,487345
2020-03-23,485473
2020-03-24,478978
2020-03-25,472854
2020-03-26,479447
2020-03-27,482255
2020-03-28,505341
2020-03-29,514925
2020-03-30,504682
2020-03-31,494577
2020-04-01,496256
2020-04-02,490352
2020-04-03,474224
2020-04-04,476815
2020-04-05,471626
2020-04-06,463333
2020-04-07,465908
2020-04-08,471671
2020-04-09,468702
2020-04-10,476202
2020-04-11,466297
2020-04-12,464515
2020-04-13,457469
2020-04-14,465405
2020-04-15,461343
2020-04-16,463778
2020-04-17,461234
2020-04-18,454936
2020-04-19,452824
2020-04-20,446038
2020-04-21,447487
2020-04-22,462879
2020-04-23,457512
2020-04-24,447955
2020-04-25,454700
2020-04-26,454116
2020-04-27,450861
2020-04-28,454890
2020-04-29,466193
2020-04-30,471902
2020-05-01,463154
2020-05-02,461281
2020-05-03,462913
2020-05-04,466592
2020-05-05,469115
2020-05-06,475698
2020-05-07,483146
2020-05-08,488856
2020-05-09,495475
2020-05-10,502944
2020-05-11,522361
2020-05-12,509496
2020-05-13,498084
