date_obj,Rune%202h%20sword price
2016-02-18,41917
2016-02-19,41778
2016-02-20,41366
2016-02-21,41786
2016-02-22,42025
2016-02-23,42098
2016-02-24,42183
2016-02-25,42180
2016-02-26,42150
2016-02-27,42113
2016-02-28,42321
2016-02-29,42003
2016-03-01,41945
2016-03-02,41800
2016-03-03,41866
2016-03-04,41896
2016-03-05,41950
2016-03-06,42025
2016-03-07,42110
2016-03-08,42124
2016-03-09,41701
2016-03-10,41323
2016-03-11,41577
2016-03-12,41898
2016-03-13,41721
2016-03-14,41747
2016-03-15,41845
2016-03-16,41732
2016-03-17,41484
2016-03-18,41800
2016-03-19,41892
2016-03-20,42229
2016-03-21,41596
2016-03-22,41709
2016-03-23,41945
2016-03-24,41325
2016-03-25,41447
2016-03-26,41597
2016-03-27,41759
2016-03-28,42018
2016-03-29,42095
2016-03-30,42030
2016-03-31,41795
2016-04-01,41677
2016-04-02,41681
2016-04-03,41610
2016-04-04,41251
2016-04-05,41722
2016-04-06,41828
2016-04-07,41920
2016-04-08,41800
2016-04-09,41776
2016-04-10,41919
2016-04-11,42024
2016-04-12,41840
2016-04-13,41865
2016-04-14,42230
2016-04-15,42229
2016-04-16,42356
2016-04-17,42416
2016-04-18,42450
2016-04-19,42498
2016-04-20,42265
2016-04-21,42113
2016-04-22,42032
2016-04-23,41918
2016-04-24,42010
2016-04-25,41730
2016-04-26,41696
2016-04-27,41893
2016-04-28,41535
2016-04-29,41825
2016-04-30,41630
2016-05-01,41656
2016-05-02,41768
2016-05-03,41728
2016-05-04,40869
2016-05-05,41307
2016-05-06,41556
2016-05-07,41316
2016-05-08,41065
2016-05-09,41147
2016-05-10,40526
2016-05-11,39871
2016-05-12,39370
2016-05-13,39793
2016-05-14,39498
2016-05-15,39651
2016-05-16,39851
2016-05-17,39880
2016-05-18,39862
2016-05-19,40381
2016-05-22,39425
2016-05-23,39634
2016-05-24,39599
2016-05-25,40100
2016-05-26,40680
2016-05-27,41275
2016-05-28,41546
2016-05-29,41562
2016-05-30,41486
2016-05-31,41588
2016-06-01,41591
2016-06-02,41368
2016-06-03,40789
2016-06-04,41240
2016-06-05,41577
2016-06-06,41659
2016-06-07,41376
2016-06-08,41037
2016-06-09,40811
2016-06-10,40486
2016-06-11,40468
2016-06-12,40702
2016-06-13,40764
2016-06-14,40628
2016-06-15,40500
2016-06-16,40656
2016-06-17,40491
2016-06-18,40476
2016-06-19,40658
2016-06-20,40326
2016-06-21,40042
2016-06-22,40291
2016-06-23,40419
2016-06-24,39903
2016-06-25,40094
2016-06-26,40053
2016-06-27,40145
2016-06-28,40200
2016-06-29,40668
2016-06-30,40822
2016-07-01,41140
2016-07-02,41150
2016-07-03,40707
2016-07-04,40855
2016-07-05,41149
2016-07-06,41221
2016-07-07,41512
2016-07-08,41254
2016-07-09,40938
2016-07-10,41089
2016-07-11,40447
2016-07-12,40014
2016-07-13,40135
2016-07-14,40640
2016-07-15,40823
2016-07-16,40995
2016-07-17,41504
2016-07-18,40856
2016-07-23,40109
2016-07-24,40376
2016-07-25,40293
2016-07-26,40638
2016-07-27,40773
2016-07-28,41573
2016-07-29,41815
2016-07-30,41495
2016-07-31,41738
2016-08-01,42051
2016-08-02,41914
2016-08-03,41481
2016-08-04,41561
2016-08-05,41514
2016-08-06,41400
2016-08-07,41235
2016-08-08,41286
2016-08-09,41346
2016-08-10,41368
2016-08-11,41749
2016-08-12,41677
2016-08-13,41583
2016-08-14,41495
2016-08-15,41598
2016-08-16,41780
2016-08-17,41934
2016-08-18,41825
2016-08-19,41388
2016-08-20,41298
2016-08-21,41345
2016-08-22,41400
2016-08-23,41286
2016-08-24,41189
2016-08-25,41324
2016-08-26,41604
2016-08-28,41336
2016-08-31,41600
2016-09-01,41378
2016-09-02,41487
2016-09-03,41318
2016-09-04,41413
2016-09-05,41642
2016-09-06,41741
2016-09-07,41586
2016-09-08,41634
2016-09-09,41569
2016-09-10,41673
2016-09-11,41609
2016-09-12,41500
2016-09-13,41918
2016-09-14,41969
2016-09-15,41584
2016-09-16,40879
2016-09-17,41133
2016-09-18,40599
2016-09-19,41199
2016-09-20,41321
2016-09-21,41338
2016-09-22,41222
2016-09-23,41214
2016-09-24,40997
2016-09-25,41413
2016-09-26,41222
2016-09-27,41120
2016-09-28,41225
2016-09-29,41024
2016-09-30,41203
2016-10-01,41145
2016-10-02,41068
2016-10-03,40895
2016-10-04,40756
2016-10-05,40460
2016-10-06,40695
2016-10-07,41078
2016-10-08,40922
2016-10-09,40776
2016-10-10,40627
2016-10-11,40822
2016-10-12,40841
2016-10-13,41020
2016-10-14,41100
2016-10-15,41043
2016-10-16,40846
2016-10-17,41302
2016-10-18,41515
2016-10-19,41216
2016-10-20,41222
2016-10-21,40861
2016-10-22,40730
2016-10-23,40430
2016-10-24,41284
2016-10-25,41163
2016-10-26,41085
2016-10-27,41010
2016-10-28,41254
2016-10-29,40846
2016-10-30,40616
2016-10-31,41151
2016-11-01,41104
2016-11-02,41080
2016-11-03,40981
2016-11-04,41064
2016-11-05,40926
2016-11-06,40921
2016-11-07,40659
2016-11-08,40561
2016-11-09,40722
2016-11-10,40823
2016-11-11,41115
2016-11-12,40922
2016-11-13,40832
2016-11-14,40857
2016-12-08,40648
2016-12-09,40481
2016-12-10,40435
2016-12-11,40564
2016-12-12,40445
2016-12-13,40699
2016-12-14,40642
2016-12-15,40769
2016-12-16,41149
2016-12-17,40935
2016-12-18,40870
2016-12-19,40956
2016-12-20,41302
2016-12-21,41584
2016-12-22,41623
2016-12-23,41341
2016-12-24,41062
2016-12-25,41403
2016-12-26,41215
2016-12-27,40963
2016-12-28,40846
2016-12-29,40954
2016-12-30,40927
2016-12-31,41229
2017-01-01,40937
2017-01-02,40921
2017-01-03,40826
2017-01-04,40315
2017-01-05,39165
2017-01-06,38582
2017-01-07,39047
2017-01-08,40185
2017-01-09,39981
2017-01-10,40230
2017-01-11,40624
2017-01-12,41091
2017-01-13,40944
2017-01-14,40890
2017-01-15,41119
2017-01-16,41139
2017-01-17,41152
2017-01-18,41359
2017-01-19,41471
2017-01-20,41506
2017-01-21,41563
2017-01-22,41376
2017-01-27,41144
2017-01-28,41114
2017-01-29,41083
2017-01-30,40803
2017-01-31,40736
2017-02-01,40659
2017-02-02,40884
2017-02-03,40857
2017-02-04,40908
2017-02-05,40662
2017-02-06,40602
2017-02-07,40546
2017-02-08,40805
2017-02-09,40824
2017-02-10,40838
2017-02-11,40752
2017-02-12,40641
2017-02-13,40620
2017-02-14,40347
2017-02-15,39589
2017-02-16,40087
2017-02-18,40896
2017-02-19,40897
2017-02-20,40984
2017-02-21,40587
2017-02-22,40794
2017-02-23,40834
2017-02-24,40856
2017-02-25,40442
2017-02-26,40649
2017-02-27,40984
2017-02-28,41030
2017-03-01,40972
2017-03-02,40944
2017-03-03,41047
2017-03-04,40994
2017-03-05,40975
2017-03-06,40949
2017-03-07,40926
2017-03-08,40936
2017-03-09,40966
2017-03-10,40974
2017-03-11,40889
2017-03-12,40746
2017-03-13,40810
2017-03-14,40785
2017-03-15,40829
2017-03-16,40907
2017-03-17,40911
2017-03-18,40987
2017-03-19,40923
2017-03-20,40921
2017-03-21,40723
2017-03-22,40596
2017-03-23,40751
2017-03-24,40644
2017-03-25,40640
2017-03-26,40691
2017-03-27,40731
2017-03-28,40733
2017-03-29,40736
2017-03-30,40836
2017-03-31,41031
2017-04-01,41216
2017-04-02,41086
2017-04-03,41295
2017-04-04,41322
2017-04-12,41442
2017-04-13,41545
2017-04-14,41442
2017-04-15,41544
2017-04-16,41426
2017-04-17,41487
2017-04-18,41423
2017-04-19,41160
2017-04-20,40114
2017-04-21,38963
2017-04-22,38877
2017-04-23,38901
2017-04-24,38640
2017-04-25,38069
2017-04-26,38053
2017-04-27,38310
2017-04-28,39646
2017-04-29,39829
2017-04-30,40217
2017-05-01,39603
2017-05-02,40238
2017-05-03,39562
2017-05-04,39660
2017-05-05,39544
2017-05-06,39224
2017-05-07,38640
2017-05-08,38716
2017-05-09,38671
2017-05-10,38704
2017-05-11,38267
2017-05-12,38586
2017-05-13,38834
2017-05-14,38550
2017-05-15,38459
2017-05-16,38667
2017-05-17,38596
2017-05-18,38776
2017-05-19,38520
2017-05-20,38334
2017-05-21,38433
2017-05-22,38491
2017-05-23,38428
2017-05-24,38286
2017-05-25,37133
2017-05-26,37616
2017-05-27,37774
2017-05-28,37842
2017-05-29,37903
2017-05-30,37963
2017-05-31,37847
2017-06-01,37887
2017-06-02,37887
2017-06-03,37877
2017-06-06,37907
2017-06-07,37920
2017-06-08,37846
2017-06-09,37894
2017-06-10,37837
2017-06-11,37835
2017-06-12,37895
2017-06-13,37917
2017-06-14,37903
2017-06-15,37918
2017-06-16,37933
2017-06-17,37977
2017-06-18,37965
2017-06-19,37874
2017-06-20,37914
2017-06-21,37948
2017-06-22,37883
2017-06-23,37896
2017-06-24,37883
2017-06-25,37918
2017-06-26,37923
2017-06-27,37942
2017-06-28,37967
2017-06-29,38007
2017-06-30,37980
2017-07-01,37890
2017-07-02,37938
2017-07-03,37971
2017-07-04,37960
2017-07-05,37964
2017-07-06,37944
2017-07-07,37950
2017-07-08,37929
2017-07-13,37990
2017-07-14,37928
2017-07-15,37975
2017-07-16,37961
2017-07-17,37985
2017-07-18,38005
2017-07-19,37979
2017-07-20,37984
2017-07-21,37985
2017-07-22,37935
2017-07-23,38060
2017-07-24,38027
2017-07-25,38052
2017-07-26,37976
2017-07-27,37988
2017-07-28,37955
2017-07-29,37901
2017-07-30,37911
2017-07-31,37913
2017-08-01,37967
2017-08-02,38000
2017-08-03,38059
2017-08-04,38013
2017-08-05,37955
2017-08-06,38023
2017-08-09,37980
2017-08-10,37995
2017-08-11,38041
2017-08-12,37855
2017-08-13,37881
2017-08-14,37953
2017-08-15,37925
2017-08-17,37967
2017-08-18,37985
2017-08-19,37987
2017-08-20,37969
2017-08-21,37959
2017-08-22,37981
2017-08-23,38055
2017-08-24,38048
2017-08-25,38019
2017-08-26,37959
2017-08-27,37937
2017-08-28,37929
2017-08-29,37986
2017-08-30,37977
2017-08-31,37983
2017-09-01,37912
2017-09-02,37960
2017-09-03,38012
2017-09-04,37979
2017-09-05,37977
2017-09-06,38016
2017-09-07,37961
2017-09-08,37975
2017-09-09,37979
2017-09-10,37983
2017-09-11,38000
2017-09-12,37973
2017-09-13,38004
2017-09-14,38010
2017-09-15,38011
2017-09-16,37961
2017-09-17,37969
2017-09-19,38008
2017-09-20,38035
2017-09-21,38054
2017-09-22,38099
2017-09-23,37917
2017-09-24,37961
2017-09-25,37976
2017-09-26,38010
2017-09-27,38000
2017-09-28,38038
2017-09-29,38028
2017-09-30,38004
2017-10-01,37971
2017-10-02,38013
2017-10-03,38087
2017-10-04,38060
2017-10-05,38036
2017-10-06,37985
2017-10-07,37929
2017-10-08,37999
2017-10-09,38007
2017-10-10,38001
2017-10-11,38015
2017-10-12,37975
2017-10-13,38001
2017-10-14,38033
2017-10-15,37974
2017-10-16,37961
2017-10-17,37981
2017-10-18,37970
2017-10-19,37942
2017-10-20,38011
2017-10-21,37996
2017-10-22,37996
2017-10-23,37943
2017-10-24,37995
2017-10-25,37951
2017-10-26,37852
2017-10-27,37910
2017-10-28,37783
2017-10-29,37852
2017-10-30,37928
2017-10-31,37943
2017-11-01,37993
2017-11-02,37986
2017-11-03,37975
2017-11-04,37872
2017-11-05,37963
2017-11-06,37955
2017-11-07,38024
2017-11-08,37942
2017-11-09,37961
2017-11-10,38053
2017-11-11,37974
2017-11-12,37987
2017-11-13,37907
2017-11-14,37966
2017-11-15,37980
2017-11-16,37999
2017-11-17,37956
2017-11-18,37946
2017-11-19,37855
2017-11-20,37897
2017-11-21,37924
2017-11-22,37976
2017-11-23,37982
2017-11-24,37919
2017-11-25,37944
2017-11-26,37859
2017-11-27,37968
2017-11-28,37970
2017-11-29,37947
2017-11-30,37917
2017-12-01,37966
2017-12-02,37978
2017-12-03,37969
2017-12-04,37990
2017-12-05,37972
2017-12-06,37979
2017-12-07,37982
2017-12-08,38010
2017-12-09,38055
2017-12-10,37994
2017-12-11,37981
2017-12-12,37984
2017-12-13,37968
2017-12-14,38019
2017-12-15,37977
2017-12-16,37960
2017-12-17,38017
2017-12-18,37985
2017-12-19,38049
2017-12-20,38039
2017-12-21,37984
2017-12-22,37972
2017-12-23,38022
2017-12-24,37964
2017-12-25,37979
2017-12-26,38023
2017-12-27,37947
2017-12-28,37986
2017-12-29,37983
2017-12-30,38000
2017-12-31,37957
2018-01-01,37972
2018-01-02,37942
2018-01-03,37935
2018-01-04,37929
2018-01-05,37921
2018-01-06,37942
2018-01-07,37933
2018-01-08,37921
2018-01-09,37952
2018-01-10,37932
2018-01-11,37964
2018-01-12,37963
2018-01-13,37940
2018-01-14,37956
2018-01-15,37936
2018-01-16,37949
2018-01-17,37972
2018-01-18,37926
2018-01-19,37912
2018-01-20,37981
2018-01-21,37982
2018-01-22,37981
2018-01-23,37949
2018-01-24,37962
2018-01-25,37957
2018-01-26,37912
2018-01-27,37952
2018-01-28,37970
2018-01-29,38018
2018-01-30,37966
2018-01-31,37966
2018-02-01,37939
2018-02-02,37947
2018-02-03,37953
2018-02-04,37952
2018-02-05,37961
2018-02-06,37960
2018-02-07,37961
2018-02-08,37964
2018-02-09,37914
2018-02-10,37792
2018-02-11,37749
2018-02-12,37752
2018-02-13,37887
2018-02-14,37896
2018-02-15,37853
2018-02-16,37803
2018-02-17,37741
2018-02-18,37858
2018-02-19,37855
2018-02-20,37855
2018-02-21,37848
2018-02-22,37855
2018-02-23,37884
2018-02-24,37910
2018-02-25,37887
2018-02-26,37916
2018-02-27,37928
2018-02-28,37937
2018-03-01,37942
2018-03-02,37957
2018-03-03,37968
2018-03-04,37912
2018-03-05,37911
2018-03-06,37933
2018-03-07,37945
2018-03-08,37951
2018-03-09,37958
2018-03-10,37971
2018-03-11,37953
2018-03-12,37949
2018-03-13,37963
2018-03-14,37914
2018-03-15,37965
2018-03-16,37991
2018-03-17,37961
2018-03-18,37986
2018-03-19,38002
2018-03-20,38000
2018-03-21,38000
2018-03-23,37993
2018-03-24,37999
2018-03-26,38006
2018-03-27,37962
2018-03-29,37986
2018-03-30,38001
2018-03-31,37993
2018-04-01,37961
2018-04-02,37995
2018-04-03,38001
2018-04-04,37968
2018-04-05,37911
2018-04-06,37982
2018-04-08,37987
2018-04-09,37966
2018-04-10,38029
2018-04-11,38020
2018-04-12,38018
2018-04-13,38020
2018-04-14,37994
2018-04-15,37965
2018-04-16,37978
2018-04-17,38005
2018-04-18,37974
2018-04-19,37974
2018-04-20,37979
2018-04-21,37962
2018-04-22,37974
2018-04-23,38000
2018-04-24,38013
2018-04-25,37981
2018-04-26,37996
2018-04-27,37945
2018-04-28,37984
2018-04-29,37983
2018-04-30,37986
2018-05-01,37950
2018-05-02,37972
2018-05-03,37991
2018-05-04,38004
2018-05-05,37980
2018-05-06,37977
2018-05-07,37982
2018-05-08,37999
2018-05-09,37976
2018-05-10,37995
2018-05-11,37954
2018-05-12,37957
2018-05-13,37964
2018-05-14,37970
2018-05-15,37978
2018-05-16,37958
2018-05-17,37996
2018-05-18,37999
2018-05-19,37964
2018-05-20,37991
2018-05-21,38002
2018-05-22,38010
2018-05-23,38006
2018-05-24,37993
2018-05-25,37961
2018-05-26,37980
2018-05-27,37977
2018-05-28,37986
2018-05-29,38013
2018-05-30,38000
2018-05-31,37979
2018-06-01,38006
2018-06-02,38013
2018-06-03,37923
2018-06-04,37934
2018-06-05,37974
2018-06-06,37995
2018-06-07,37984
2018-06-08,37901
2018-06-09,37906
2018-06-10,37904
2018-06-11,37938
2018-06-12,37923
2018-06-13,37922
2018-06-14,37918
2018-06-15,37891
2018-06-16,37860
2018-06-17,37864
2018-06-18,37874
2018-06-19,37907
2018-06-20,37898
2018-06-21,37904
2018-06-22,37924
2018-06-23,37888
2018-06-24,37944
2018-06-25,37961
2018-06-26,37930
2018-06-27,37980
2018-06-28,37985
2018-06-29,37966
2018-06-30,37958
2018-07-01,37936
2018-07-02,37941
2018-07-03,37936
2018-07-04,37937
2018-07-05,37943
2018-07-06,37958
2018-07-07,37937
2018-07-08,37998
2018-07-09,38002
2018-07-10,38031
2018-07-11,37975
2018-07-12,37900
2018-07-13,37921
2018-07-14,37942
2018-07-15,37962
2018-07-16,37953
2018-07-17,37963
2018-07-18,37963
2018-07-19,37957
2018-07-20,37945
2018-07-21,37954
2018-07-22,37955
2018-07-23,37920
2018-07-24,37955
2018-07-25,37930
2018-07-26,37904
2018-07-27,37870
2018-07-28,37908
2018-07-29,37912
2018-07-30,37886
2018-07-31,37877
2018-08-01,37923
2018-08-02,37842
2018-08-03,37834
2018-08-04,37854
2018-08-05,37870
2018-08-06,37842
2018-08-07,37852
2018-08-08,37851
2018-08-09,37849
2018-08-10,37865
2018-08-11,37858
2018-08-12,37837
2018-08-14,37878
2018-08-16,37849
2018-08-17,37830
2018-08-18,37805
2018-08-19,37815
2018-08-20,37841
2018-08-21,37876
2018-08-22,37885
2018-08-23,37871
2018-08-24,37852
2018-08-25,37868
2018-08-26,37873
2018-08-27,37881
2018-08-28,37916
2018-08-29,37902
2018-08-30,37908
2018-08-31,37816
2018-09-01,37877
2018-09-02,37885
2018-09-03,37903
2018-09-04,37913
2018-09-05,37903
2018-09-06,37898
2018-09-07,37904
2018-09-08,37907
2018-09-09,37890
2018-09-10,37882
2018-09-11,37924
2018-09-12,37924
2018-09-13,37935
2018-09-14,37920
2018-09-15,37941
2018-09-16,37934
2018-09-17,37942
2018-09-18,37936
2018-09-19,37936
2018-09-20,37960
2018-09-21,37946
2018-09-22,37914
2018-09-23,37917
2018-09-24,37943
2018-09-25,37895
2018-09-26,37905
2018-09-27,37931
2018-09-28,37906
2018-09-29,37921
2018-09-30,37929
2018-10-02,37891
2018-10-03,37901
2018-10-04,37902
2018-10-05,37904
2018-10-06,37880
2018-10-07,37920
2018-10-08,37922
2018-10-09,37923
2018-10-10,37946
2018-10-11,37950
2018-10-12,37945
2018-10-13,37937
2018-10-14,37938
2018-10-15,37940
2018-10-16,37949
2018-10-17,37964
2018-10-18,37974
2018-10-19,37983
2018-10-20,37977
2018-10-21,37954
2018-10-22,37952
2018-10-23,37961
2018-10-24,37942
2018-10-25,37948
2018-10-26,37920
2018-10-27,37954
2018-10-28,37966
2018-10-29,37949
2018-10-30,37967
2018-10-31,37958
2018-11-01,37962
2018-11-03,37955
2018-11-04,37969
2018-11-05,37953
2018-11-06,37958
2018-11-07,37968
2018-11-08,37974
2018-11-09,38003
2018-11-10,37986
2018-11-11,37962
2018-11-12,37899
2018-11-13,37936
2018-11-14,37971
2018-11-15,37922
2018-11-16,37944
2018-11-17,37927
2018-11-18,37954
2018-11-19,37876
2018-11-20,37947
2018-11-21,37956
2018-11-22,37987
2018-11-23,37953
2018-11-24,37955
2018-11-25,37942
2018-11-26,37964
2018-11-27,37937
2018-11-28,37963
2018-11-29,37958
2018-12-01,37972
2018-12-02,37950
2018-12-03,37926
2018-12-04,37933
2018-12-05,37924
2018-12-07,37906
2018-12-09,37947
2018-12-10,37961
2018-12-11,37968
2018-12-12,37973
2018-12-13,37974
2018-12-14,37981
2018-12-15,37988
2018-12-16,37989
2018-12-17,37973
2018-12-18,37966
2018-12-19,37968
2018-12-20,37966
2018-12-21,37959
2018-12-22,37965
2018-12-23,37975
2018-12-24,37985
2018-12-25,37966
2018-12-26,37952
2018-12-27,37917
2018-12-28,37940
2018-12-29,37960
2018-12-30,37963
2018-12-31,37955
2019-01-01,37976
2019-01-02,37960
2019-01-03,37968
2019-01-04,37998
2019-01-05,37964
2019-01-06,37971
2019-01-08,37977
2019-01-10,37947
2019-01-11,37954
2019-01-12,37932
2019-01-13,37931
2019-01-14,37909
2019-01-15,37949
2019-01-16,37967
2019-01-17,37959
2019-01-18,37980
2019-01-19,37961
2019-01-20,37957
2019-01-21,37961
2019-01-22,37934
2019-01-23,37884
2019-01-24,37923
2019-01-25,37936
2019-01-26,37898
2019-01-27,37923
2019-01-28,37940
2019-01-29,37960
2019-01-30,37979
2019-01-31,37983
2019-02-01,37967
2019-02-02,37957
2019-02-03,37953
2019-02-04,37945
2019-02-05,37958
2019-02-06,37967
2019-02-07,37981
2019-02-08,37977
2019-02-09,37958
2019-02-10,37958
2019-02-11,37956
2019-02-12,37956
2019-02-13,37948
2019-02-14,37949
2019-02-15,37949
2019-02-16,37945
2019-02-17,37933
2019-02-18,37934
2019-02-19,37952
2019-02-20,37973
2019-02-21,37967
2019-02-22,37979
2019-02-23,37985
2019-02-24,37966
2019-02-25,37958
2019-02-26,37959
2019-02-27,37959
2019-02-28,37957
2019-03-01,37982
2019-03-02,37987
2019-03-03,37970
2019-03-04,37989
2019-03-05,38004
2019-03-06,38014
2019-03-07,38018
2019-03-08,38022
2019-03-09,38021
2019-03-10,38014
2019-03-11,37989
2019-03-12,38001
2019-03-13,38003
2019-03-14,37987
2019-03-15,37978
2019-03-16,37966
2019-03-17,37968
2019-03-18,37971
2019-03-19,37984
2019-03-20,37976
2019-03-21,37969
2019-03-22,37975
2019-03-23,37973
2019-03-24,37974
2019-03-25,37958
2019-03-26,37982
2019-03-27,37999
2019-03-28,37991
2019-03-29,37919
2019-03-30,37943
2019-03-31,37962
2019-04-01,37955
2019-04-02,37972
2019-04-03,37956
