date_obj,Guthix%20cloak price
2016-03-09,71398
2016-03-10,70294
2016-03-11,70160
2016-03-12,71335
2016-03-13,72502
2016-03-14,74958
2016-03-15,76885
2016-03-16,79623
2016-03-17,80401
2016-03-18,81947
2016-03-19,80132
2016-03-20,79071
2016-03-21,76015
2016-03-22,74188
2016-03-23,72956
2016-03-24,73174
2016-03-25,72432
2016-03-26,71296
2016-03-27,70213
2016-03-28,69435
2016-03-29,69376
2016-03-30,69306
2016-03-31,66853
2016-04-01,66394
2016-04-02,64995
2016-04-03,64779
2016-04-04,64181
2016-04-05,64393
2016-04-06,64632
2016-04-07,66641
2016-04-08,67902
2016-04-09,69807
2016-04-10,72721
2016-04-11,75858
2016-04-12,79189
2016-04-13,82653
2016-04-14,85785
2016-04-15,89075
2016-04-16,91869
2016-04-17,94464
2016-04-18,94819
2016-04-19,92707
2016-04-20,89753
2016-04-21,89040
2016-04-22,87808
2016-04-23,88167
2016-04-24,84787
2016-04-25,80598
2016-04-26,76568
2016-04-27,74138
2016-04-28,72897
2016-04-29,72248
2016-04-30,71814
2016-05-01,72034
2016-05-02,72841
2016-05-03,72143
2016-05-04,70188
2016-05-05,68750
2016-05-06,68347
2016-05-07,68028
2016-05-08,67355
2016-05-09,66521
2016-05-10,65212
2016-05-11,64322
2016-05-12,63095
2016-05-13,62908
2016-05-14,62950
2016-05-15,64224
2016-05-16,64836
2016-05-17,64890
2016-05-18,64705
2016-05-19,65521
2016-05-22,64555
2016-05-23,64397
2016-05-24,64912
2016-05-25,65398
2016-05-26,64447
2016-05-27,64617
2016-05-28,64918
2016-05-29,65817
2016-05-30,66997
2016-05-31,67826
2016-06-01,69667
2016-06-02,71113
2016-06-03,71202
2016-06-04,70674
2016-06-05,71138
2016-06-06,71025
2016-06-07,71228
2016-06-08,71475
2016-06-09,72109
2016-06-10,72097
2016-06-11,74364
2016-06-12,78083
2016-06-13,80608
2016-06-14,83445
2016-06-15,86786
2016-06-16,90350
2016-06-17,92675
2016-06-18,93024
2016-06-19,93158
2016-06-20,93315
2016-06-21,90080
2016-06-22,87521
2016-06-23,84583
2016-06-24,82492
2016-06-25,80741
2016-06-26,80529
2016-06-27,80379
2016-06-28,79670
2016-06-29,78682
2016-06-30,78128
2016-07-01,78096
2016-07-02,77865
2016-07-03,78786
2016-07-04,80745
2016-07-05,83174
2016-07-06,83411
2016-07-07,82526
2016-07-08,81332
2016-07-09,80158
2016-07-10,78461
2016-07-11,78742
2016-07-12,79104
2016-07-13,77240
2016-07-14,74952
2016-07-15,71943
2016-07-16,69041
2016-07-17,67070
2016-07-18,66321
2016-07-23,65991
2016-07-24,64059
2016-07-25,61020
2016-07-26,57972
2016-07-27,55240
2016-07-28,53839
2016-07-29,51704
2016-07-30,50316
2016-07-31,49794
2016-08-01,49135
2016-08-02,48650
2016-08-03,48281
2016-08-04,47444
2016-08-05,46578
2016-08-06,47395
2016-08-07,47844
2016-08-08,47478
2016-08-09,47071
2016-08-10,46692
2016-08-11,45906
2016-08-12,46044
2016-08-13,46637
2016-08-14,46158
2016-08-15,44608
2016-08-16,42576
2016-08-17,40489
2016-08-18,39296
2016-08-19,37776
2016-08-20,36272
2016-08-21,35903
2016-08-22,35354
2016-08-23,35782
2016-08-24,36600
2016-08-25,37528
2016-08-26,37528
2016-08-28,38747
2016-08-31,44559
2016-09-01,46787
2016-09-02,46787
2016-09-03,48677
2016-09-04,48562
2016-09-05,48198
2016-09-06,47651
2016-09-07,47077
2016-09-08,47265
2016-09-09,46961
2016-09-10,46655
2016-09-11,47205
2016-09-12,46967
2016-09-13,46856
2016-09-14,46539
2016-09-15,46356
2016-09-16,45223
2016-09-17,45425
2016-09-18,46202
2016-09-19,48140
2016-09-20,50547
2016-09-21,52912
2016-09-22,55542
2016-09-23,57609
2016-09-24,57609
2016-09-25,58368
2016-09-26,57489
2016-09-27,57857
2016-09-28,58654
2016-09-29,58423
2016-09-30,59166
2016-10-01,60209
2016-10-02,62183
2016-10-03,65007
2016-10-04,66200
2016-10-05,69087
2016-10-06,71732
2016-10-07,71130
2016-10-08,69276
2016-10-09,68985
2016-10-10,67656
2016-10-11,67757
2016-10-12,68566
2016-10-13,69162
2016-10-14,69269
2016-10-15,68022
2016-10-16,66715
2016-10-17,66531
2016-10-18,65526
2016-10-19,64232
2016-10-20,63354
2016-10-21,62120
2016-10-22,61493
2016-10-23,60498
2016-10-24,59385
2016-10-25,59385
2016-10-26,58383
2016-10-27,56960
2016-10-28,56476
2016-10-29,57733
2016-10-30,58717
2016-10-31,60343
2016-11-01,62165
2016-11-02,64200
2016-11-03,65961
2016-11-04,68922
2016-11-05,70331
2016-11-06,71510
2016-11-07,72970
2016-11-08,71439
2016-11-09,70319
2016-11-10,69449
2016-11-11,69412
2016-11-12,67868
2016-11-13,65486
2016-11-14,63473
2016-11-15,62925
2016-12-07,66589
2016-12-08,65393
2016-12-09,65263
2016-12-10,65508
2016-12-11,66429
2016-12-12,67087
2016-12-13,67536
2016-12-14,67984
2016-12-15,67975
2016-12-16,68608
2016-12-17,68971
2016-12-18,68430
2016-12-19,68815
2016-12-20,69156
2016-12-21,69763
2016-12-22,71756
2016-12-23,73451
2016-12-24,74600
2016-12-25,77368
2016-12-26,79163
2016-12-27,81695
2016-12-28,83875
2016-12-29,84877
2016-12-30,85980
2016-12-31,89447
2017-01-01,91171
2017-01-02,89497
2017-01-03,87948
2017-01-04,87807
2017-01-05,87619
2017-01-06,87557
2017-01-07,88055
2017-01-08,88488
2017-01-09,88355
2017-01-10,87454
2017-01-11,87460
2017-01-12,85948
2017-01-13,85222
2017-01-14,84689
2017-01-15,84649
2017-01-16,84337
2017-01-17,82810
2017-01-18,81282
2017-01-19,80149
2017-01-20,79064
2017-01-21,77737
2017-01-22,77192
2017-01-23,75257
2017-01-27,68391
2017-01-28,68071
2017-01-29,67593
2017-01-30,67970
2017-01-31,67716
2017-02-01,68463
2017-02-02,67163
2017-02-03,67640
2017-02-04,67549
2017-02-05,66157
2017-02-06,64195
2017-02-07,64266
2017-02-08,63964
2017-02-09,64322
2017-02-10,63575
2017-02-11,63542
2017-02-12,62853
2017-02-13,62419
2017-02-14,63217
2017-02-15,63552
2017-02-16,63809
2017-02-18,62608
2017-02-19,61650
2017-02-20,60884
2017-02-21,59659
2017-02-22,58175
2017-02-23,56921
2017-02-24,56117
2017-02-25,53517
2017-02-26,51257
2017-02-27,49595
2017-02-28,47589
2017-03-01,46166
2017-03-02,45557
2017-03-03,45177
2017-03-04,44297
2017-03-05,43404
2017-03-06,43090
2017-03-07,42550
2017-03-08,42039
2017-03-09,41334
2017-03-10,41363
2017-03-11,42621
2017-03-12,41944
2017-03-13,42433
2017-03-14,42408
2017-03-15,42349
2017-03-16,42505
2017-03-17,42088
2017-03-18,41172
2017-03-19,40388
2017-03-20,39710
2017-03-21,39860
2017-03-22,38965
2017-03-23,38929
2017-03-24,38744
2017-03-25,37584
2017-03-26,37623
2017-03-27,37291
2017-03-28,37864
2017-03-29,37754
2017-03-30,37342
2017-03-31,36796
2017-04-01,36503
2017-04-02,36826
2017-04-03,36708
2017-04-04,35483
2017-04-12,35070
2017-04-13,36584
2017-04-14,37995
2017-04-15,39888
2017-04-16,41883
2017-04-17,43913
2017-04-18,46074
2017-04-19,48366
2017-04-20,50603
2017-04-21,51694
2017-04-22,53292
2017-04-23,54386
2017-04-24,54272
2017-04-25,53261
2017-04-26,51971
2017-04-27,50083
2017-04-28,48183
2017-04-29,46957
2017-04-30,46316
2017-05-01,45100
2017-05-02,43493
2017-05-03,42386
2017-05-04,41988
2017-05-05,40510
2017-05-06,39862
2017-05-07,38917
2017-05-08,37830
2017-05-09,36703
2017-05-10,35885
2017-05-11,35990
2017-05-12,36085
2017-05-13,35785
2017-05-14,35693
2017-05-15,35626
2017-05-16,34690
2017-05-17,35174
2017-05-18,35039
2017-05-19,34074
2017-05-20,33709
2017-05-21,33159
2017-05-22,33005
2017-05-23,32254
2017-05-24,31209
2017-05-25,30823
2017-05-26,30243
2017-05-27,29900
2017-05-28,29387
2017-05-29,29281
2017-05-30,29281
2017-05-31,29627
2017-06-01,29451
2017-06-02,29161
2017-06-03,28984
2017-06-04,29325
2017-06-05,29461
2017-06-06,29539
2017-06-07,29435
2017-06-08,29306
2017-06-09,29063
2017-06-10,28650
2017-06-11,28366
2017-06-12,28050
2017-06-13,27195
2017-06-14,25977
2017-06-15,24959
2017-06-16,24199
2017-06-17,23642
2017-06-18,23643
2017-06-19,23643
2017-06-20,23889
2017-06-21,24105
2017-06-22,24183
2017-06-23,24337
2017-06-24,24407
2017-06-25,24749
2017-06-26,25301
2017-06-27,26420
2017-06-28,26878
2017-06-29,27337
2017-06-30,28496
2017-07-01,29910
2017-07-02,30631
2017-07-03,31196
2017-07-04,31704
2017-07-05,32146
2017-07-06,32288
2017-07-07,32554
2017-07-08,32771
2017-07-13,34954
2017-07-14,35670
2017-07-15,36999
2017-07-16,37458
2017-07-17,38177
2017-07-18,38964
2017-07-19,38661
2017-07-20,37613
2017-07-21,36824
2017-07-22,35946
2017-07-23,35449
2017-07-24,34911
2017-07-25,34053
2017-07-26,33750
2017-07-27,33646
2017-07-28,33453
2017-07-29,32622
2017-07-30,32286
2017-07-31,32286
2017-08-01,33393
2017-08-02,34414
2017-08-03,34869
2017-08-04,34770
2017-08-05,33315
2017-08-06,32935
2017-08-09,32850
2017-08-10,32503
2017-08-11,32142
2017-08-12,32079
2017-08-13,31478
2017-08-14,30864
2017-08-15,30485
2017-08-16,30372
2017-08-17,30094
2017-08-18,30872
2017-08-19,31068
2017-08-20,30736
2017-08-21,31571
2017-08-22,32199
2017-08-23,33160
2017-08-24,33985
2017-08-25,35060
2017-08-26,35804
2017-08-27,36968
2017-08-28,37932
2017-08-29,39638
2017-08-30,41281
2017-08-31,42451
2017-09-01,43263
2017-09-02,43232
2017-09-03,42062
2017-09-04,41973
2017-09-05,42071
2017-09-06,42010
2017-09-07,41213
2017-09-08,40540
2017-09-09,39838
2017-09-10,39093
2017-09-11,38739
2017-09-12,38014
2017-09-13,37219
2017-09-14,36964
2017-09-15,36330
2017-09-16,36179
2017-09-17,35894
2017-09-18,34099
2017-09-19,32416
2017-09-20,31307
2017-09-21,30635
2017-09-22,30965
2017-09-23,31146
2017-09-24,30691
2017-09-25,30850
2017-09-26,31055
2017-09-27,31101
2017-09-28,31732
2017-09-29,31531
2017-09-30,31300
2017-10-01,31427
2017-10-02,31012
2017-10-03,30778
2017-10-04,31514
2017-10-05,31963
2017-10-06,32552
2017-10-07,31941
2017-10-08,31447
2017-10-09,31304
2017-10-10,30988
2017-10-11,31015
2017-10-12,30834
2017-10-13,30741
2017-10-14,29998
2017-10-15,29549
2017-10-16,29671
2017-10-17,30340
2017-10-18,30162
2017-10-19,30273
2017-10-20,30377
2017-10-21,30886
2017-10-22,31551
2017-10-23,30907
2017-10-24,30046
2017-10-25,29017
2017-10-26,28253
2017-10-27,28435
2017-10-28,28435
2017-10-29,29074
2017-10-30,29701
2017-10-31,30105
2017-11-01,30105
2017-11-02,30668
2017-11-03,32159
2017-11-04,33119
2017-11-05,34522
2017-11-06,35432
2017-11-07,36068
2017-11-08,37163
2017-11-09,37620
2017-11-10,37504
2017-11-11,35972
2017-11-12,34500
2017-11-13,33224
2017-11-14,31959
2017-11-15,31009
2017-11-16,29908
2017-11-17,28449
2017-11-18,27764
2017-11-19,26770
2017-11-20,26414
2017-11-21,25963
2017-11-22,26301
2017-11-23,26113
2017-11-24,26078
2017-11-25,26460
2017-11-26,27005
2017-11-27,27378
2017-11-28,27128
2017-11-29,26352
2017-11-30,25671
2017-12-01,25373
2017-12-02,25342
2017-12-03,25013
2017-12-04,24983
2017-12-05,25832
2017-12-06,26433
2017-12-07,26960
2017-12-08,27539
2017-12-09,27593
2017-12-10,27387
2017-12-11,28331
2017-12-12,29139
2017-12-13,29665
2017-12-14,29832
2017-12-15,30155
2017-12-16,29663
2017-12-17,28892
2017-12-18,27708
2017-12-19,26322
2017-12-20,25005
2017-12-21,23998
2017-12-22,24502
2017-12-23,24793
2017-12-24,24150
2017-12-25,23624
2017-12-26,23142
2017-12-27,22626
2017-12-28,22898
2017-12-29,23420
2017-12-30,23672
2017-12-31,23487
2018-01-01,23014
2018-01-02,22839
2018-01-03,22861
2018-01-04,23258
2018-01-05,22957
2018-01-06,22405
2018-01-07,22159
2018-01-08,21891
2018-01-09,21053
2018-01-10,21177
2018-01-11,21255
2018-01-12,21532
2018-01-13,21935
2018-01-14,21976
2018-01-15,21829
2018-01-16,21727
2018-01-17,21447
2018-01-18,21183
2018-01-19,21183
2018-01-20,20925
2018-01-21,20459
2018-01-22,20298
2018-01-23,20078
2018-01-25,19316
2018-01-26,19470
2018-01-27,19100
2018-01-28,18671
2018-01-29,18208
2018-01-30,17869
2018-01-31,17214
2018-02-01,16678
2018-02-02,16064
2018-02-03,15864
2018-02-04,15590
2018-02-05,15176
2018-02-06,14710
2018-02-07,14038
2018-02-08,13465
2018-02-09,13228
2018-02-10,13336
2018-02-11,13411
2018-02-12,13398
2018-02-13,13100
2018-02-14,12637
2018-02-15,12643
2018-02-16,12554
2018-02-17,12738
2018-02-18,13059
2018-02-19,13670
2018-02-20,14206
2018-02-21,14615
2018-02-22,15267
2018-02-23,15849
2018-02-24,15865
2018-02-25,15668
2018-02-26,15693
2018-02-27,15941
2018-02-28,16419
2018-03-01,16488
2018-03-02,16328
2018-03-03,16132
2018-03-04,16132
2018-03-05,15793
2018-03-06,15804
2018-03-07,15415
2018-03-08,15043
2018-03-09,14788
2018-03-10,14852
2018-03-11,14798
2018-03-12,14575
2018-03-13,14411
2018-03-14,14397
2018-03-15,14204
2018-03-16,14049
2018-03-17,14496
2018-03-18,15020
2018-03-19,14982
2018-03-20,15345
2018-03-21,15549
2018-03-23,15905
2018-03-24,16140
2018-03-25,16412
2018-03-26,17110
2018-03-27,17961
2018-03-28,18860
2018-03-29,19803
2018-03-30,20124
2018-03-31,20227
2018-04-01,20018
2018-04-02,19247
2018-04-03,18601
2018-04-04,17946
2018-04-05,17726
2018-04-06,17452
2018-04-07,17176
2018-04-08,16575
2018-04-09,15780
2018-04-10,15243
2018-04-11,15125
2018-04-12,15082
2018-04-13,14729
2018-04-14,14604
2018-04-15,14330
2018-04-16,14260
2018-04-17,14061
2018-04-18,13470
2018-04-19,13280
2018-04-20,13090
2018-04-21,13036
2018-04-22,13566
2018-04-23,13785
2018-04-24,13654
2018-04-25,13705
2018-04-26,14101
2018-04-27,14729
2018-04-28,15271
2018-04-29,15391
2018-04-30,15680
2018-05-01,15968
2018-05-03,17163
2018-05-04,17488
2018-05-05,17466
2018-05-06,17466
2018-05-07,17550
2018-05-08,17968
2018-05-09,18290
2018-05-10,17760
2018-05-11,17388
2018-05-12,16875
2018-05-13,16875
2018-05-14,16581
2018-05-15,16866
2018-05-16,16959
2018-05-17,17410
2018-05-18,17767
2018-05-19,17738
2018-05-20,17994
2018-05-21,18066
2018-05-22,18583
2018-05-23,18981
2018-05-24,18857
2018-05-25,18403
2018-05-26,18379
2018-05-27,18195
2018-05-28,18273
2018-05-29,18293
2018-05-30,17873
2018-05-31,17372
2018-06-01,16551
2018-06-02,16177
2018-06-03,15938
2018-06-04,15495
2018-06-05,15385
2018-06-06,15303
2018-06-07,14999
2018-06-08,14489
2018-06-09,13764
2018-06-10,13115
2018-06-11,13033
2018-06-12,12818
2018-06-13,12759
2018-06-14,12535
2018-06-15,12249
2018-06-16,11682
2018-06-17,11485
2018-06-18,11303
2018-06-19,10961
2018-06-20,10961
2018-06-21,10804
2018-06-22,10668
2018-06-23,10607
2018-06-24,10640
2018-06-25,10879
2018-06-26,11008
2018-06-27,11243
2018-06-28,11380
2018-06-29,11523
2018-06-30,11695
2018-07-01,12202
2018-07-02,12394
2018-07-03,12564
2018-07-04,12758
2018-07-05,13277
2018-07-06,13522
2018-07-07,13716
2018-07-08,13941
2018-07-09,14028
2018-07-10,13988
2018-07-11,14138
2018-07-12,14435
2018-07-13,14614
2018-07-14,14774
2018-07-15,15408
2018-07-16,15686
2018-07-17,15728
2018-07-18,15273
2018-07-19,15303
2018-07-20,14825
2018-07-21,14849
2018-07-22,14751
2018-07-23,14415
2018-07-24,14199
2018-07-25,13925
2018-07-26,13808
2018-07-27,13898
2018-07-28,14444
2018-07-29,15005
2018-07-30,15401
2018-07-31,15283
2018-08-01,15321
2018-08-02,15575
2018-08-03,16033
2018-08-04,16243
2018-08-05,16470
2018-08-06,17116
2018-08-07,17415
2018-08-08,17744
2018-08-09,17912
2018-08-10,18217
2018-08-11,17766
2018-08-12,17951
2018-08-14,17359
2018-08-16,17278
2018-08-17,17467
2018-08-18,16936
2018-08-19,16640
2018-08-20,16655
2018-08-21,16150
2018-08-22,15761
2018-08-23,15680
2018-08-24,15344
2018-08-25,15181
2018-08-26,15196
2018-08-27,15050
2018-08-28,14963
2018-08-29,14955
2018-08-30,15251
2018-08-31,15237
2018-09-01,14939
2018-09-02,14883
2018-09-03,14656
2018-09-04,14486
2018-09-05,14096
2018-09-06,14321
2018-09-07,14767
2018-09-08,15122
2018-09-09,15012
2018-09-10,15381
2018-09-11,15450
2018-09-12,15269
2018-09-13,15219
2018-09-14,15562
2018-09-15,15895
2018-09-16,16221
2018-09-17,16510
2018-09-18,16922
2018-09-19,17372
2018-09-20,17557
2018-09-21,18244
2018-09-22,18495
2018-09-23,18614
2018-09-24,19147
2018-09-25,18711
2018-09-26,18974
2018-09-27,19137
2018-09-28,19529
2018-09-29,19767
2018-09-30,19716
2018-10-01,19791
2018-10-02,19766
2018-10-03,19708
2018-10-04,19538
2018-10-05,20166
2018-10-06,20335
2018-10-07,20617
2018-10-08,21050
2018-10-09,21463
2018-10-10,21373
2018-10-11,21211
2018-10-12,20898
2018-10-13,21117
2018-10-14,20751
2018-10-15,20637
2018-10-16,20249
2018-10-17,20066
2018-10-18,20514
2018-10-19,20337
2018-10-20,20112
2018-10-21,20361
2018-10-22,20241
2018-10-23,19811
2018-10-24,19641
2018-10-25,19657
2018-10-26,19623
2018-10-27,19582
2018-10-28,19584
2018-10-29,20129
2018-10-30,20011
2018-10-31,19980
2018-11-01,20623
2018-11-03,21841
2018-11-04,22017
2018-11-05,22657
2018-11-06,23419
2018-11-07,24051
2018-11-08,25030
2018-11-09,25731
2018-11-10,26522
2018-11-11,27304
2018-11-12,28395
2018-11-13,29629
2018-11-14,30773
2018-11-15,31697
2018-11-16,32626
2018-11-17,33322
2018-11-18,34864
2018-11-19,36472
2018-11-20,38161
2018-11-21,39290
2018-11-22,40296
2018-11-23,40618
2018-11-24,41004
2018-11-25,41325
2018-11-26,41783
2018-11-27,41858
2018-11-28,41228
2018-11-29,40952
2018-12-01,40776
2018-12-02,40802
2018-12-03,40469
2018-12-04,40380
2018-12-05,40351
2018-12-07,38449
2018-12-09,37593
2018-12-10,37384
2018-12-11,37817
2018-12-12,37805
2018-12-13,37707
2018-12-14,37643
2018-12-15,37811
2018-12-16,37215
2018-12-17,38100
2018-12-18,38524
2018-12-19,38123
2018-12-20,37397
2018-12-21,37400
2018-12-22,37150
2018-12-23,37019
2018-12-24,37157
2018-12-25,37865
2018-12-26,38605
2018-12-27,38942
2018-12-28,38447
2018-12-29,37204
2018-12-30,36770
2018-12-31,35270
2019-01-01,33600
2019-01-02,31943
2019-01-03,30749
2019-01-04,29952
2019-01-05,29350
2019-01-06,28217
2019-01-08,27300
2019-01-10,27364
2019-01-11,26380
2019-01-12,26001
2019-01-13,25950
2019-01-14,25685
2019-01-15,26001
2019-01-16,26350
2019-01-17,27114
2019-01-18,28307
2019-01-19,28791
2019-01-20,29317
2019-01-21,29372
2019-01-22,29716
2019-01-23,29911
2019-01-24,29143
2019-01-25,29426
2019-01-26,29493
2019-01-27,29881
2019-01-28,30631
2019-01-29,30829
2019-01-30,30134
2019-01-31,30176
2019-02-01,30377
2019-02-02,30447
2019-02-03,30656
2019-02-04,30815
2019-02-05,30479
2019-02-06,30167
2019-02-07,29484
2019-02-08,28767
2019-02-09,28285
2019-02-10,28080
2019-02-11,27195
2019-02-12,26812
2019-02-13,26103
2019-02-14,25405
2019-02-15,24196
2019-02-16,23125
2019-02-17,22252
2019-02-18,21846
2019-02-19,20977
2019-02-20,20151
2019-02-21,19821
2019-02-22,19642
2019-02-23,19601
2019-02-24,19188
2019-02-25,18670
2019-02-26,18785
2019-02-27,18401
2019-02-28,18337
2019-03-01,18116
2019-03-02,18162
2019-03-03,18422
2019-03-04,19017
2019-03-05,19407
2019-03-06,19010
2019-03-07,18747
2019-03-08,18710
2019-03-09,18462
2019-03-10,18533
2019-03-11,18415
2019-03-12,18269
2019-03-13,17897
2019-03-14,17473
2019-03-15,17171
2019-03-16,17227
2019-03-17,17267
2019-03-18,16743
2019-03-19,16705
2019-03-20,17053
2019-03-21,17463
2019-03-22,18337
2019-03-23,19252
2019-03-24,20215
2019-03-25,21226
