date_obj,Zamorak%20coif price
2017-07-19,43601
2017-07-20,44340
2017-07-21,44322
2017-07-22,44437
2017-07-23,44097
2017-07-24,42579
2017-07-25,41477
2017-07-26,40803
2017-07-27,39507
2017-07-28,38427
2017-07-29,37481
2017-07-30,37036
2017-07-31,35808
2017-08-01,35145
2017-08-02,35288
2017-08-03,35160
2017-08-04,35382
2017-08-05,35482
2017-08-06,35396
2017-08-09,33501
2017-08-10,33249
2017-08-11,33902
2017-08-12,35041
2017-08-13,34880
2017-08-14,35116
2017-08-15,35444
2017-08-16,36092
2017-08-17,36992
2017-08-18,36851
2017-08-19,37839
2017-08-20,38219
2017-08-21,38045
2017-08-22,38448
2017-08-23,38941
2017-08-24,39820
2017-08-25,41130
2017-08-26,41651
2017-08-27,42077
2017-08-28,43419
2017-08-29,43738
2017-08-30,45430
2017-08-31,47515
2017-09-01,49841
2017-09-02,51818
2017-09-03,54170
2017-09-04,56639
2017-09-05,58168
2017-09-06,58575
2017-09-07,56726
2017-09-08,54292
2017-09-09,51911
2017-09-10,50088
2017-09-11,47822
2017-09-12,46312
2017-09-13,44952
2017-09-14,44748
2017-09-15,43930
2017-09-16,42549
2017-09-17,41189
2017-09-18,40764
2017-09-19,41344
2017-09-20,40131
2017-09-21,39317
2017-09-22,38680
2017-09-23,37580
2017-09-24,37584
2017-09-25,37994
2017-09-26,37585
2017-09-27,37190
2017-09-28,37110
2017-09-29,36922
2017-09-30,36550
2017-10-01,35334
2017-10-02,35796
2017-10-03,35746
2017-10-04,35885
2017-10-05,36479
2017-10-06,36923
2017-10-07,37025
2017-10-08,37112
2017-10-09,37270
2017-10-10,37166
2017-10-11,38260
2017-10-12,39488
2017-10-13,39733
2017-10-14,40524
2017-10-15,41023
2017-10-16,41757
2017-10-17,42035
2017-10-18,41538
2017-10-19,40901
2017-10-20,39606
2017-10-21,39668
2017-10-22,39571
2017-10-23,39926
2017-10-24,40251
2017-10-25,40614
2017-10-26,40158
2017-10-27,40333
2017-10-28,40407
2017-10-29,40110
2017-10-30,39916
2017-10-31,39326
2017-11-01,39199
2017-11-02,38846
2017-11-03,38781
2017-11-04,37920
2017-11-05,37507
2017-11-06,37010
2017-11-07,36629
2017-11-08,36799
2017-11-09,36282
2017-11-10,36096
2017-11-11,36029
2017-11-12,36103
2017-11-13,35994
2017-11-14,36013
2017-11-15,36355
2017-11-16,36235
2017-11-17,35596
2017-11-18,35366
2017-11-19,34498
2017-11-20,34120
2017-11-21,34076
2017-11-22,33730
2017-11-23,34164
2017-11-24,35175
2017-11-25,36788
2017-11-26,38628
2017-11-27,40560
2017-11-28,42588
2017-11-29,44718
2017-11-30,46887
2017-12-01,49154
2017-12-02,50793
2017-12-03,52405
2017-12-04,53548
2017-12-05,54798
2017-12-06,54277
2017-12-07,53337
2017-12-08,52574
2017-12-09,52799
2017-12-10,51762
2017-12-11,50620
2017-12-12,48739
2017-12-13,48063
2017-12-14,47439
2017-12-15,46892
2017-12-16,46053
2017-12-17,45375
2017-12-18,43721
2017-12-19,43015
2017-12-20,41992
2017-12-21,41374
2017-12-22,42141
2017-12-23,43062
2017-12-24,43118
2017-12-25,43103
2017-12-26,42524
2017-12-27,41216
2017-12-28,40076
2017-12-29,40582
2017-12-30,40617
2017-12-31,41109
2018-01-01,41081
2018-01-02,40626
2018-01-03,40479
2018-01-04,40340
2018-01-05,40228
2018-01-06,40220
2018-01-07,40707
2018-01-08,41160
2018-01-09,40823
2018-01-10,41011
2018-01-11,41222
2018-01-12,41015
2018-01-13,40583
2018-01-14,40876
2018-01-15,40390
2018-01-16,40265
2018-01-17,41594
2018-01-18,42225
2018-01-19,42885
2018-01-20,42918
2018-01-21,42998
2018-01-22,43875
2018-01-23,44251
2018-01-24,45783
2018-01-25,47979
2018-01-26,49747
2018-01-27,49110
2018-01-28,47835
2018-01-29,46861
2018-01-30,47489
2018-02-01,48132
2018-02-02,48450
2018-02-03,48910
2018-02-04,49204
2018-02-05,48920
2018-02-06,47598
2018-02-07,46957
2018-02-08,47708
2018-02-09,49343
2018-02-10,51800
2018-02-11,54390
2018-02-12,57082
2018-02-13,59937
2018-02-14,62931
2018-02-15,65769
2018-02-16,68922
2018-02-17,72107
2018-02-18,74729
2018-02-19,73355
2018-02-20,70714
2018-02-21,68383
2018-02-22,64963
2018-02-23,61751
2018-02-24,58749
2018-02-25,55945
2018-02-26,53534
2018-02-27,50902
2018-02-28,50056
2018-03-01,49192
2018-03-02,48840
2018-03-03,48286
2018-03-04,46379
2018-03-05,45699
2018-03-06,44923
2018-03-07,44454
2018-03-08,44475
2018-03-09,44858
2018-03-10,43954
2018-03-11,43671
2018-03-12,43678
2018-03-13,43415
2018-03-14,42629
2018-03-15,42787
2018-03-16,42334
2018-03-17,42145
2018-03-18,43251
2018-03-20,45301
2018-03-21,46584
2018-03-23,46529
2018-03-24,45686
2018-03-26,44594
2018-03-27,44041
2018-03-28,44281
2018-03-29,43606
2018-03-30,44076
2018-03-31,44020
2018-04-01,43363
2018-04-02,43727
2018-04-03,43827
2018-04-04,44080
2018-04-05,44118
2018-04-06,44432
2018-04-08,45126
2018-04-09,46095
2018-04-10,46961
2018-04-11,47402
2018-04-12,47395
2018-04-13,46868
2018-04-14,47365
2018-04-16,46516
2018-04-17,47062
2018-04-18,47705
2018-04-19,47618
2018-04-20,48520
2018-04-21,49158
2018-04-22,50122
2018-04-23,51635
2018-04-24,52541
2018-04-25,54240
2018-04-26,55919
2018-04-27,58330
2018-04-28,60187
2018-04-29,61216
2018-04-30,62318
2018-05-02,65593
2018-05-03,67927
2018-05-04,68156
2018-05-05,70639
2018-05-06,70557
2018-05-07,69981
2018-05-08,69493
2018-05-09,69548
2018-05-10,69243
2018-05-11,68912
2018-05-12,68061
2018-05-13,66905
2018-05-14,65235
2018-05-15,64588
2018-05-16,64944
2018-05-17,63834
2018-05-18,63004
2018-05-19,62441
2018-05-20,62630
2018-05-21,62927
2018-05-22,63305
2018-05-23,63960
2018-05-24,63488
2018-05-25,63992
2018-05-26,62700
2018-05-27,61549
2018-05-28,62782
2018-05-29,62939
2018-05-30,61267
2018-05-31,60851
2018-06-01,61127
2018-06-02,61530
2018-06-03,61662
2018-06-04,62193
2018-06-05,62612
2018-06-06,61234
2018-06-07,60514
2018-06-08,61393
2018-06-09,64132
2018-06-10,66368
2018-06-11,66483
2018-06-12,68024
2018-06-13,69499
2018-06-14,69576
2018-06-15,69741
2018-06-16,70084
2018-06-17,69074
2018-06-18,68912
2018-06-19,69235
2018-06-20,69591
2018-06-21,68104
2018-06-22,67031
2018-06-23,65459
2018-06-24,63922
2018-06-25,63268
2018-06-26,64038
2018-06-27,62783
2018-06-28,63185
2018-06-29,63213
2018-06-30,63820
2018-07-01,63572
2018-07-02,62328
2018-07-03,62590
2018-07-04,62330
2018-07-05,62637
2018-07-06,62114
2018-07-07,61775
2018-07-08,61667
2018-07-09,61011
2018-07-10,60433
2018-07-11,60242
2018-07-12,59214
2018-07-13,59392
2018-07-14,58958
2018-07-15,59187
2018-07-16,60415
2018-07-17,62497
2018-07-18,64193
2018-07-19,64001
2018-07-20,63258
2018-07-21,63401
2018-07-22,63700
2018-07-23,65886
2018-07-24,69129
2018-07-25,72433
2018-07-26,73452
2018-07-27,70769
2018-07-28,69951
2018-07-29,68694
2018-07-30,69863
2018-07-31,71397
2018-08-01,72942
2018-08-02,76222
2018-08-03,79100
2018-08-04,82336
2018-08-05,85235
2018-08-06,86081
2018-08-07,87690
2018-08-08,88291
2018-08-09,88451
2018-08-10,86729
2018-08-11,85396
2018-08-12,84877
2018-08-14,84378
2018-08-16,83033
2018-08-17,80580
2018-08-18,79602
2018-08-19,77540
2018-08-20,75607
2018-08-21,73549
2018-08-22,71668
2018-08-23,69738
2018-08-24,67436
2018-08-25,66904
2018-08-26,70214
2018-08-27,73566
2018-08-28,73335
2018-08-29,73228
2018-08-30,72699
2018-08-31,72392
2018-09-01,73171
2018-09-02,73929
2018-09-03,76491
2018-09-04,76708
2018-09-05,77739
2018-09-06,79041
2018-09-07,80132
2018-09-08,80244
2018-09-09,79994
2018-09-10,79321
2018-09-11,79883
2018-09-12,79896
2018-09-13,80305
2018-09-14,80846
2018-09-15,80522
2018-09-16,79965
2018-09-17,79769
2018-09-18,79944
2018-09-19,79513
2018-09-20,78898
2018-09-21,78122
2018-09-22,77399
2018-09-23,74667
2018-09-24,71678
2018-09-25,72337
2018-09-26,74212
2018-09-27,74462
2018-09-28,75145
2018-09-29,75774
2018-09-30,75932
2018-10-02,76187
2018-10-03,77326
2018-10-04,78544
2018-10-05,79420
2018-10-06,81023
2018-10-07,83079
2018-10-08,84681
2018-10-09,86001
2018-10-10,87217
2018-10-11,87837
2018-10-12,87043
2018-10-13,88160
2018-10-14,89983
2018-10-15,90526
2018-10-16,91074
2018-10-17,91606
2018-10-18,92383
2018-10-19,91817
2018-10-20,91385
2018-10-21,88964
2018-10-22,86052
2018-10-23,83804
2018-10-24,81111
2018-10-25,78963
2018-10-26,76295
2018-10-27,73231
2018-10-28,69768
2018-10-29,66560
2018-10-30,64707
2018-10-31,64551
2018-11-01,65513
2018-11-03,66186
2018-11-04,65683
2018-11-05,65499
2018-11-06,64410
2018-11-07,63509
2018-11-08,62932
2018-11-09,62436
2018-11-10,61126
2018-11-11,60453
2018-11-12,61599
2018-11-13,62390
2018-11-14,60998
2018-11-15,60891
2018-11-16,60645
2018-11-17,60544
2018-11-18,61306
2018-11-19,62496
2018-11-20,62770
2018-11-21,63425
2018-11-22,64681
2018-11-23,65631
2018-11-24,65573
2018-11-25,65176
2018-11-26,65406
2018-11-27,67442
2018-11-28,69739
2018-11-29,70800
2018-12-01,70735
2018-12-02,71624
2018-12-03,73743
2018-12-04,74664
2018-12-05,74069
2018-12-07,74189
2018-12-09,73488
2018-12-10,73904
2018-12-11,73459
2018-12-12,73666
2018-12-13,74574
2018-12-14,73050
2018-12-15,72582
2018-12-16,69938
2018-12-17,68303
2018-12-18,67473
2018-12-19,65921
2018-12-20,65584
2018-12-21,65437
2018-12-22,64879
2018-12-23,64689
2018-12-24,65987
2018-12-25,66970
2018-12-26,69385
2018-12-27,71701
2018-12-28,72993
2018-12-29,73533
2018-12-30,73670
2018-12-31,74580
2019-01-01,74105
2019-01-02,73673
2019-01-03,73287
2019-01-04,72806
2019-01-05,73083
2019-01-06,72396
2019-01-08,72808
2019-01-10,71256
2019-01-11,68660
2019-01-12,66483
2019-01-13,63622
2019-01-14,62563
2019-01-15,62322
2019-01-16,61867
2019-01-17,62102
2019-01-18,63622
2019-01-19,63872
2019-01-20,62799
2019-01-21,62151
2019-01-22,62284
2019-01-23,62461
2019-01-24,63339
2019-01-25,63318
2019-01-26,61911
2019-01-27,61357
2019-01-28,61882
2019-01-29,62283
2019-01-30,62168
2019-01-31,63259
2019-02-01,65454
2019-02-02,66296
2019-02-03,66233
2019-02-04,65956
2019-02-05,65703
2019-02-06,65987
2019-02-07,65874
2019-02-08,66179
2019-02-09,66043
2019-02-10,65534
2019-02-11,65124
2019-02-12,64454
2019-02-13,64357
2019-02-14,64315
2019-02-15,64551
2019-02-16,64849
2019-02-17,64246
2019-02-18,64874
2019-02-19,66123
2019-02-20,67051
2019-02-21,68859
2019-02-22,66840
2019-02-23,65425
2019-02-24,64291
2019-02-25,63623
2019-02-26,63895
2019-02-27,65268
2019-02-28,66891
2019-03-01,67901
2019-03-02,68711
2019-03-03,68343
2019-03-04,68496
2019-03-05,68832
2019-03-06,69243
2019-03-07,67818
2019-03-08,68038
2019-03-09,68746
2019-03-10,67427
2019-03-11,65737
2019-03-12,66238
2019-03-13,66350
2019-03-14,65663
2019-03-15,65963
2019-03-16,65920
2019-03-17,66853
2019-03-18,67631
2019-03-19,68336
2019-03-20,68318
2019-03-21,68130
2019-03-22,67676
2019-03-23,66765
2019-03-24,65843
2019-03-25,65248
2019-03-26,63844
2019-03-27,61200
2019-03-28,59554
2019-03-29,58713
2019-03-30,57270
2019-03-31,57002
2019-04-01,56363
2019-04-02,57612
2019-04-03,57155
2019-04-04,58387
2019-04-05,59351
2019-04-06,58083
2019-04-07,58041
