date_obj,Bandos%20rune%20armour%20set%20(lg) price
2019-01-01,180391
2019-01-02,178931
2019-01-03,175720
2019-01-04,174423
2019-01-05,175318
2019-01-06,178111
2019-01-08,179165
2019-01-10,175728
2019-01-11,172819
2019-01-12,171311
2019-01-13,169091
2019-01-14,169152
2019-01-15,166639
2019-01-16,166177
2019-01-17,165356
2019-01-18,164919
2019-01-19,163913
2019-01-20,165932
2019-01-21,165115
2019-01-22,164626
2019-01-23,163976
2019-01-24,163682
2019-01-25,164162
2019-01-26,163470
2019-01-27,161570
2019-01-28,159366
2019-01-29,157497
2019-01-30,155949
2019-01-31,154789
2019-02-01,154632
2019-02-02,154996
2019-02-03,154226
2019-02-04,153448
2019-02-05,151932
2019-02-06,150647
2019-02-07,150319
2019-02-08,152480
2019-02-09,153489
2019-02-10,154097
2019-02-11,154138
2019-02-12,157200
2019-02-13,157647
2019-02-14,157647
2019-02-15,155825
2019-02-16,155808
2019-02-17,154543
2019-02-18,154140
2019-02-19,150348
2019-02-20,149879
2019-02-21,149047
2019-02-22,149851
2019-02-23,151345
2019-02-24,151067
2019-02-25,151103
2019-02-26,152654
2019-02-27,157565
2019-02-28,161516
2019-03-01,162592
2019-03-02,161802
2019-03-03,162840
2019-03-04,161277
2019-03-05,159835
2019-03-06,158293
2019-03-07,156958
2019-03-08,156958
2019-03-09,155794
2019-03-10,153967
2019-03-11,152819
2019-03-12,151898
2019-03-13,151898
2019-03-14,152101
2019-03-15,150580
2019-03-16,149710
2019-03-17,149094
2019-03-18,149094
