date_obj,Twisted%20buckler price
2017-06-24,21030395
2017-06-25,20574985
2017-06-26,19591966
2017-06-27,18717065
2017-06-28,19073483
2017-06-29,18738299
2017-06-30,19340108
2017-07-01,19083417
2017-07-02,19552153
2017-07-03,19307820
2017-07-04,18821995
2017-07-05,18079348
2017-07-06,18134200
2017-07-07,18525795
2017-07-08,18592174
2017-07-13,16544796
2017-07-14,16361007
2017-07-15,17177750
2017-07-16,17331314
2017-07-17,17173331
2017-07-18,17024965
2017-07-19,17147565
2017-07-20,17040874
2017-07-21,17306936
2017-07-22,17384391
2017-07-23,17244327
2017-07-24,16853790
2017-07-25,16699267
2017-07-26,16517422
2017-07-27,16167581
2017-07-28,15488952
2017-07-29,15408342
2017-07-30,14995618
2017-07-31,14959912
2017-08-01,15133266
2017-08-02,15063525
2017-08-03,15309455
2017-08-04,15732518
2017-08-05,16324507
2017-08-06,17019467
2017-08-09,17930402
2017-08-10,17996352
2017-08-11,17698797
2017-08-12,17641038
2017-08-13,17641459
2017-08-14,17648790
2017-08-15,17857296
2017-08-16,17796884
2017-08-17,17483719
2017-08-18,17517189
2017-08-19,17632798
2017-08-20,18020988
2017-08-21,17854464
2017-08-22,17574496
2017-08-23,17441934
2017-08-24,17442935
2017-08-25,17521107
2017-08-26,17917530
2017-08-27,17472248
2017-08-28,17716230
2017-08-29,17839877
2017-08-30,17700125
2017-08-31,17655256
2017-09-01,17782605
2017-09-02,18183238
2017-09-03,18296140
2017-09-04,18520801
2017-09-05,18489398
2017-09-06,18234992
2017-09-07,17554952
2017-09-08,16998225
2017-09-09,16587081
2017-09-10,16387855
2017-09-11,16398677
2017-09-12,16517299
2017-09-13,16388272
2017-09-14,16145779
2017-09-15,15930580
2017-09-16,15866255
2017-09-17,16124054
2017-09-19,16479444
2017-09-20,16595053
2017-09-21,16708829
2017-09-22,16724563
2017-09-23,16611595
2017-09-24,16677658
2017-09-25,16573839
2017-09-26,16558855
2017-09-27,16480363
2017-09-28,16376980
2017-09-29,16409721
2017-09-30,16283240
2017-10-01,16431835
2017-10-02,16627636
2017-10-03,16554488
2017-10-04,16459158
2017-10-05,16279296
2017-10-06,16009030
2017-10-07,16153571
2017-10-08,16096076
2017-10-09,16136346
2017-10-10,16344970
2017-10-11,16341320
2017-10-12,16576517
2017-10-13,16410448
2017-10-14,16338700
2017-10-15,16250270
2017-10-16,16313908
2017-10-17,16393889
2017-10-18,16804775
2017-10-19,17091731
2017-10-20,17036016
2017-10-21,16800415
2017-10-22,16352999
2017-10-23,16369626
2017-10-24,16368532
2017-10-25,16312552
2017-10-26,16108583
2017-10-27,15931211
2017-10-28,15631152
2017-10-29,15881375
2017-10-30,16037895
2017-10-31,15999624
2017-11-01,15933842
2017-11-02,15936887
2017-11-03,15806930
2017-11-04,15630994
2017-11-05,15557253
2017-11-06,15430475
2017-11-07,15170769
2017-11-08,14952713
2017-11-09,14555412
2017-11-10,14046029
2017-11-11,13746364
2017-11-12,14123928
2017-11-13,14386407
2017-11-14,14468065
2017-11-15,14483680
2017-11-16,14717177
2017-11-17,15109987
2017-11-18,14917601
2017-11-19,14854635
2017-11-20,14704463
2017-11-21,14492489
2017-11-22,14531763
2017-11-23,14599700
2017-11-24,14593701
2017-11-25,14771938
2017-11-26,14670002
2017-11-27,14600405
2017-11-28,14466808
2017-11-29,14182311
2017-11-30,14115650
2017-12-01,14163363
2017-12-02,14426479
2017-12-03,14150391
2017-12-04,13881336
2017-12-05,13781897
2017-12-06,13917213
2017-12-07,13841030
2017-12-08,13864873
2017-12-09,13956590
2017-12-10,13882728
2017-12-11,13907326
2017-12-12,13903470
2017-12-13,13655507
2017-12-14,13620898
2017-12-15,13588107
2017-12-16,13711672
2017-12-17,13761136
2017-12-18,13933826
2017-12-19,13935340
2017-12-20,13963420
2017-12-21,14629680
2017-12-22,14952156
2017-12-23,14964519
2017-12-24,14856515
2017-12-25,14707124
2017-12-26,14581632
2017-12-27,14508203
2017-12-28,14458927
2017-12-29,14721542
2017-12-30,15374782
2017-12-31,15251517
2018-01-01,14905120
2018-01-02,14703588
2018-01-03,14097419
2018-01-04,13422907
2018-01-05,13132719
2018-01-06,13161953
2018-01-07,13238492
2018-01-08,13587822
2018-01-09,13551880
2018-01-10,13646735
2018-01-11,13685600
2018-01-12,14006299
2018-01-13,13907593
2018-01-14,13716897
2018-01-15,13534611
2018-01-16,13536569
2018-01-17,13720003
2018-01-18,14079704
2018-01-19,13867462
2018-01-20,14076444
2018-01-21,13953492
2018-01-22,13609721
2018-01-23,13639678
2018-01-24,13818579
2018-01-25,14508213
2018-01-26,15221459
2018-01-27,15962787
2018-01-28,16742481
2018-01-29,17521335
2018-01-30,17374828
2018-02-01,17739499
2018-02-02,17312331
2018-02-03,16897833
2018-02-04,16621278
2018-02-05,15994635
2018-02-06,15559026
2018-02-07,15536683
2018-02-08,15508659
2018-02-09,15562186
2018-02-10,15522361
2018-02-11,15013250
2018-02-12,14813689
2018-02-13,14723062
2018-02-14,14929975
2018-02-15,15239442
2018-02-16,15250167
2018-02-17,15643540
2018-02-18,15739158
2018-02-19,16268517
2018-02-20,16289926
2018-02-21,16497409
2018-02-22,16314413
2018-02-23,16247089
2018-02-24,16556030
2018-02-25,16627634
2018-02-26,16574334
2018-02-27,16700526
2018-02-28,16645472
2018-03-01,16546685
2018-03-02,16521227
2018-03-03,17056509
2018-03-04,16909134
2018-03-05,16696439
2018-03-06,16639023
2018-03-07,16732666
2018-03-08,16678378
2018-03-09,16662007
2018-03-10,16449205
2018-03-11,16039870
2018-03-12,15597968
2018-03-13,15385973
2018-03-14,15195953
2018-03-15,15022849
2018-03-16,14951059
2018-03-17,15298470
2018-03-18,15069089
2018-03-19,15108722
2018-03-20,15191400
2018-03-21,15200634
2018-03-23,16178863
2018-03-24,15838309
2018-03-26,15709822
2018-03-27,15528348
2018-03-28,15424853
2018-03-29,15428552
2018-03-30,15312561
2018-03-31,15363183
2018-04-01,15365123
2018-04-02,15366572
2018-04-03,15224690
2018-04-04,15112196
2018-04-05,15153613
2018-04-06,15169417
2018-04-08,14901599
2018-04-09,14875018
2018-04-10,14844450
2018-04-11,14723344
2018-04-12,14660901
2018-04-13,14458066
2018-04-14,14358830
2018-04-16,14916981
2018-04-17,14846393
2018-04-18,14801740
2018-04-19,14710249
2018-04-20,15053223
2018-04-21,15433179
2018-04-22,15234117
2018-04-23,14982053
2018-04-24,14700295
2018-04-25,14410158
2018-04-26,14627146
2018-04-27,14547570
2018-04-28,14523913
2018-04-29,14499991
2018-04-30,14312273
2018-05-01,14235316
2018-05-02,14235245
2018-05-03,14243654
2018-05-04,14150129
2018-05-05,14128694
2018-05-06,14126462
2018-05-07,14192671
2018-05-08,14125997
2018-05-09,14011427
2018-05-10,13742401
2018-05-11,13694368
2018-05-12,14034437
2018-05-13,14118110
2018-05-14,14254672
2018-05-15,14283399
2018-05-16,14055984
2018-05-17,13619190
2018-05-18,13686701
2018-05-19,13623093
2018-05-20,13632407
2018-05-21,13743638
2018-05-22,13615397
2018-05-23,13574261
2018-05-24,13472352
2018-05-25,13377310
2018-05-26,13384744
2018-05-27,13510481
2018-05-28,13457351
2018-05-29,13427144
2018-05-30,13414042
2018-05-31,13364019
2018-06-01,13421393
2018-06-02,13513912
2018-06-03,13523438
2018-06-04,13481514
2018-06-05,13233892
2018-06-06,12656829
2018-06-07,12023987
2018-06-08,11787849
2018-06-09,11879891
2018-06-10,11952765
2018-06-11,11504175
2018-06-12,11220481
2018-06-13,10717547
2018-06-14,10702142
2018-06-15,10861053
2018-06-16,11311510
2018-06-17,11587080
2018-06-18,11236467
2018-06-19,11165475
2018-06-20,11182051
2018-06-21,11146430
2018-06-22,11280399
2018-06-23,11251252
2018-06-24,11137980
2018-06-25,11055803
2018-06-26,11016974
2018-06-27,11002306
2018-06-28,10791800
2018-06-29,10762406
2018-06-30,10436519
2018-07-01,10220013
2018-07-02,9960680
2018-07-03,9920867
2018-07-04,9660398
2018-07-05,9446391
2018-07-06,9803668
2018-07-07,10102393
2018-07-08,10601892
2018-07-09,10835713
2018-07-10,11163056
2018-07-11,11365199
2018-07-12,11373278
2018-07-13,11398036
2018-07-14,11717512
2018-07-15,11744525
2018-07-16,11889761
2018-07-17,11786085
2018-07-18,11588888
2018-07-19,11399356
2018-07-20,11459248
2018-07-21,11544179
2018-07-22,11420532
2018-07-23,11248237
2018-07-24,11291384
2018-07-25,11221883
2018-07-26,10852159
2018-07-27,10403151
2018-07-28,10235173
2018-07-29,10337185
2018-07-30,10289251
2018-07-31,10073332
2018-08-01,9990103
2018-08-02,9828983
2018-08-03,9480780
2018-08-04,9665076
2018-08-05,9847861
2018-08-06,9744818
2018-08-07,9565552
2018-08-08,9313133
2018-08-09,9161904
2018-08-10,9182077
2018-08-11,9446687
2018-08-12,9573660
2018-08-14,9594959
2018-08-16,9432256
2018-08-17,9423331
2018-08-18,9670244
2018-08-19,9761294
2018-08-20,9732981
2018-08-21,9812674
2018-08-22,10088087
2018-08-23,10054753
2018-08-24,9996674
2018-08-25,10141183
2018-08-26,10176316
2018-08-27,9957000
2018-08-28,9898614
2018-08-29,10144373
2018-08-30,10021344
2018-08-31,10069713
2018-09-01,10162427
2018-09-02,10044738
2018-09-03,9949751
2018-09-04,9925058
2018-09-05,9773162
2018-09-06,9735055
2018-09-07,9702561
2018-09-08,9650140
2018-09-09,9629598
2018-09-10,9551544
2018-09-11,9492033
2018-09-12,9303866
2018-09-13,9191428
2018-09-14,9092443
2018-09-15,9043864
2018-09-16,9142153
2018-09-17,9305427
2018-09-18,9170706
2018-09-19,9143309
2018-09-20,9049070
2018-09-21,8986777
2018-09-22,8974572
2018-09-23,9026104
2018-09-24,9081936
2018-09-25,9151611
2018-09-26,9132886
2018-09-27,9085812
2018-09-28,9375328
2018-09-29,9388486
2018-09-30,9443572
2018-10-02,9300419
2018-10-03,9238675
2018-10-04,9222856
2018-10-05,9216102
2018-10-06,9216823
2018-10-07,9358060
2018-10-08,9468217
2018-10-09,9419895
2018-10-10,9302695
2018-10-11,9207639
2018-10-12,9114897
2018-10-13,9151509
2018-10-14,9249960
2018-10-15,9353393
2018-10-16,9573695
2018-10-17,9456488
2018-10-18,9440594
2018-10-19,9553288
2018-10-20,9518278
2018-10-21,9556626
2018-10-22,9492407
2018-10-23,9370257
2018-10-24,9332193
2018-10-25,9322086
2018-10-26,9278716
2018-10-27,9398864
2018-10-28,9401081
2018-10-29,9289202
2018-10-30,9252606
2018-10-31,9154171
2018-11-01,9044722
2018-11-03,9074439
2018-11-04,9133414
2018-11-05,9137707
2018-11-06,9082472
2018-11-07,9067071
2018-11-08,9051644
2018-11-09,9047039
2018-11-10,9026423
2018-11-11,8962823
2018-11-12,8935182
2018-11-13,8903503
2018-11-14,9043891
2018-11-15,8979226
2018-11-16,9056774
2018-11-17,9361683
2018-11-18,9673502
2018-11-19,9700719
2018-11-20,9555295
2018-11-21,9520311
2018-11-22,9322060
2018-11-23,9072593
2018-11-24,8942035
2018-11-25,8995489
2018-11-26,8966494
2018-11-27,9021327
2018-11-28,9170230
2018-11-29,9117644
2018-12-01,9235863
2018-12-02,9249313
2018-12-03,9216225
2018-12-04,9207837
2018-12-05,9318374
2018-12-07,9336312
2018-12-09,9706028
2018-12-10,9633627
2018-12-11,9576055
2018-12-12,9543537
2018-12-13,9526191
2018-12-14,9498891
2018-12-15,9468389
2018-12-16,9432569
2018-12-17,9338162
2018-12-18,9313040
2018-12-19,9239448
2018-12-20,9233091
2018-12-21,9213884
2018-12-22,9216643
2018-12-23,9423572
2018-12-24,9429334
2018-12-25,9532869
2018-12-26,9430611
2018-12-27,9530131
2018-12-28,9650896
2018-12-29,9800506
2018-12-30,9860661
2018-12-31,10202486
2019-01-01,10520769
2019-01-02,10878075
2019-01-03,11135011
2019-01-04,11340755
2019-01-05,11563261
2019-01-06,11638796
2019-01-08,11323729
2019-01-10,10992202
2019-01-11,10442591
2019-01-12,9921090
2019-01-13,9541298
2019-01-14,9294688
2019-01-15,9153619
2019-01-16,8984955
2019-01-17,8931626
2019-01-18,8989648
2019-01-19,9147607
2019-01-20,9402920
2019-01-21,9277102
2019-01-22,9140073
2019-01-23,9075756
2019-01-24,9168872
2019-01-25,9224639
2019-01-26,9288722
2019-01-27,9317712
2019-01-28,9225807
2019-01-29,9278064
2019-01-30,9278876
2019-01-31,9603882
2019-02-01,9571958
2019-02-02,9716691
2019-02-03,9857706
2019-02-04,9792734
2019-02-05,9763543
2019-02-06,9697273
2019-02-07,9562484
2019-02-08,9589685
2019-02-09,9557016
2019-02-10,9438313
2019-02-11,9063761
2019-02-12,8791397
2019-02-13,8587999
2019-02-14,8652136
2019-02-15,8595452
2019-02-16,8597958
2019-02-17,8685264
2019-02-18,8822445
2019-02-19,9000231
2019-02-20,8975429
2019-02-21,8895321
2019-02-22,8803041
2019-02-23,8787211
2019-02-24,8784908
2019-02-25,8781848
2019-02-26,8702649
2019-02-27,8899034
2019-02-28,8789812
2019-03-01,8772420
2019-03-02,8850917
2019-03-03,9000242
2019-03-04,9098716
2019-03-05,8783038
2019-03-06,8668156
2019-03-07,8646668
2019-03-08,8693769
2019-03-09,8736337
2019-03-10,8707032
2019-03-11,8663093
2019-03-12,8615781
2019-03-13,8586104
2019-03-14,8459592
2019-03-15,8384063
2019-03-16,8316022
2019-03-17,8443851
2019-03-18,8443568
2019-03-19,8477506
2019-03-20,8243764
2019-03-21,8124913
2019-03-22,7983658
2019-03-23,7831517
2019-03-24,7752279
2019-03-25,7732938
2019-03-26,7643458
2019-03-27,7550346
2019-03-28,7389958
2019-03-29,7431132
2019-03-30,7397736
2019-03-31,7368930
2019-04-01,7441413
2019-04-02,7555845
2019-04-03,7482875
2019-04-04,7323311
2019-04-05,7202744
2019-04-06,7150187
2019-04-07,7118227
2019-04-08,7039297
2019-04-09,7018336
2019-04-10,6981565
2019-04-11,6870377
2019-04-12,6685932
2019-04-13,6633117
2019-04-14,6747730
2019-04-15,6768497
2019-04-16,6703839
2019-04-17,6651747
2019-04-18,6628183
2019-04-19,6750399
2019-04-20,6760638
2019-04-21,6709346
2019-04-22,6701502
2019-04-23,6777826
2019-04-24,6800067
2019-04-25,6790694
2019-04-26,6914861
2019-04-27,7067056
2019-04-28,7109207
2019-04-29,6993217
2019-04-30,6965730
2019-05-01,6930101
2019-05-02,6866309
2019-05-03,6846540
2019-05-04,6894131
2019-05-05,6876381
2019-05-06,6849047
2019-05-07,6827082
2019-05-08,6761904
2019-05-09,6711015
2019-05-10,6670786
2019-05-11,6641856
2019-05-12,6596345
2019-05-13,6569466
2019-05-14,6534970
2019-05-15,6510514
2019-05-16,6461511
2019-05-17,6446399
2019-05-18,6421918
2019-05-19,6409715
2019-05-20,6392097
2019-05-21,6337660
2019-05-22,6323458
2019-05-23,6264781
2019-05-24,6244307
2019-05-25,6245016
2019-05-26,6236640
2019-05-27,6230942
2019-05-28,6304651
2019-05-29,6248736
2019-05-30,6477719
2019-05-31,6738077
2019-06-01,6754599
2019-06-02,6946007
2019-06-03,6783535
2019-06-04,6583129
2019-06-05,6432703
2019-06-06,6357636
2019-06-07,6358935
2019-06-08,6318026
2019-06-09,6363748
2019-06-10,6373575
2019-06-11,6328564
2019-06-12,6327302
2019-06-13,6208257
2019-06-14,6159807
2019-06-15,6174170
2019-06-16,6170501
2019-06-17,6130844
2019-06-18,6106612
2019-06-19,6060439
2019-06-20,5816263
2019-06-21,5599843
2019-06-22,5430930
2019-06-23,5197292
2019-06-24,5003246
2019-06-25,5112242
2019-06-26,5367338
2019-06-27,5635705
2019-06-28,5813454
2019-06-29,5863348
2019-06-30,5938500
2019-07-01,5899693
2019-07-02,6068448
2019-07-03,6087175
2019-07-04,6037212
2019-07-05,5873133
2019-07-06,5870627
2019-07-07,5879301
2019-07-08,5905739
2019-07-09,5889612
2019-07-10,5887176
2019-07-11,5885646
2019-07-12,5828485
2019-07-13,5862100
2019-07-14,5888297
2019-07-15,5901869
2019-07-16,5892435
2019-07-17,5894106
2019-07-18,5892064
2019-07-19,5898735
2019-07-20,6149761
2019-07-21,6398851
2019-07-22,6461544
2019-07-23,6411697
2019-07-24,6420151
2019-07-25,6361148
2019-07-26,6489049
2019-07-27,6719016
2019-07-28,6943972
2019-07-29,6899926
2019-07-30,6849350
2019-07-31,6782336
2019-08-01,6747147
2019-08-02,6815163
2019-08-03,6753049
2019-08-04,6698106
2019-08-05,6609200
2019-08-06,6703506
2019-08-07,6639667
2019-08-08,6596610
2019-08-09,6597616
2019-08-10,6504306
2019-08-11,6453388
2019-08-12,6571040
2019-08-13,6558770
2019-08-14,6511772
2019-08-15,6519380
2019-08-16,6487069
2019-08-17,6578256
2019-08-18,6702105
2019-08-19,6781036
2019-08-20,6749142
2019-08-21,6677542
2019-08-22,6641608
2019-08-23,6606754
2019-08-24,6568721
2019-08-24,6568721
2019-08-25,6545534
2019-08-25,6545534
2019-08-26,6571536
2019-08-26,6571536
2019-08-27,6542523
2019-08-27,6542523
2019-08-28,6506216
2019-08-29,6476080
2019-08-30,6458343
2019-08-31,6453026
2019-09-01,6520699
2019-09-02,6559732
2019-09-03,6465759
2019-09-04,6458293
2019-09-05,6418994
2019-09-06,6318207
2019-09-07,6247734
2019-09-08,6183519
2019-09-09,6093993
2019-09-10,5996090
2019-09-11,5956248
2019-09-12,5896823
2019-09-13,5785195
2019-09-14,5742324
2019-09-15,5694110
2019-09-16,5669587
2019-09-17,5645784
2019-09-18,5590120
2019-09-19,5549448
2019-09-20,5528806
2019-09-21,5496374
2019-09-22,5464279
2019-09-23,5444801
2019-09-24,5448544
2019-09-25,5435921
2019-09-26,5428369
2019-09-27,5392119
2019-09-28,5378705
2019-09-29,5361041
2019-09-30,5345816
2019-10-01,5344265
2019-10-02,5307438
2019-10-03,5345457
2019-10-04,5339235
2019-10-05,5441680
2019-10-06,5577456
2019-10-07,5635848
2019-10-08,5719515
2019-10-09,5734439
2019-10-10,5700113
2019-10-11,5708951
2019-10-12,5788935
2019-10-13,5772779
2019-10-14,5766314
2019-10-15,5749264
2019-10-16,5750942
2019-10-17,5845780
2019-10-18,5845264
2019-10-19,5845827
2019-10-20,5841770
2019-10-21,5829984
2019-10-22,5823197
2019-10-23,5810634
2019-10-24,5788227
2019-10-25,5957465
2019-10-26,6064719
2019-10-27,6029289
2019-10-28,5994580
2019-10-29,5921307
2019-10-30,5873639
2019-10-31,5775641
2019-11-01,5704830
2019-11-02,5682822
2019-11-03,5643437
2019-11-04,5618058
2019-11-05,5600813
2019-11-06,5561302
2019-11-07,5524216
2019-11-08,5521523
2019-11-09,5503401
2019-11-10,5485361
2019-11-11,5468393
2019-11-12,5448842
2019-11-13,5446514
2019-11-14,5458683
2019-11-15,5440335
2019-11-16,5504784
2019-11-17,5607848
2019-11-18,5818395
2019-11-19,5760533
2019-11-20,5728465
2019-11-21,5712530
2019-11-22,5718395
2019-11-23,5914123
2019-11-24,5851527
2019-11-25,5794192
2019-11-26,5758293
2019-11-27,5757091
2019-11-28,5746241
2019-11-29,5748893
2019-11-30,5742025
2019-12-01,5743634
2019-12-02,5723845
2019-12-03,5724974
2019-12-04,5697674
2019-12-05,5678512
2019-12-06,5658010
2019-12-07,5645533
2019-12-08,5631283
2019-12-09,5581143
2019-12-10,5553674
2019-12-11,5519036
2019-12-12,5496760
2019-12-13,5482091
2019-12-14,5459878
2019-12-15,5477885
2019-12-16,5501561
2019-12-17,5470908
2019-12-18,5465296
2019-12-19,5445694
2019-12-20,5457034
2019-12-21,5643376
2019-12-22,5674080
2019-12-23,5591799
2019-12-24,5531195
2019-12-25,5508294
2019-12-26,5598910
2019-12-27,5778326
2019-12-28,5768492
2019-12-29,5800240
2019-12-30,5927430
2019-12-31,5877141
2020-01-01,5850249
2020-01-02,5894810
2020-01-03,5898989
2020-01-04,5974222
2020-01-05,6036661
2020-01-06,5986006
2020-01-07,5929006
2020-01-08,5944925
2020-01-09,5889638
2020-01-10,5822021
2020-01-11,5794131
2020-01-12,5762485
2020-01-13,5741411
2020-01-14,5746261
2020-01-15,5811498
2020-01-16,5768833
2020-01-17,5755290
2020-01-18,5768028
2020-01-19,5766174
2020-01-20,5746604
2020-01-21,5726938
2020-01-22,5688065
2020-01-23,5683485
2020-01-24,5655175
2020-01-25,5680146
2020-01-26,5617504
2020-01-27,5641379
2020-01-28,5621549
2020-01-29,5581269
2020-01-30,5599810
2020-01-31,5555510
2020-02-01,5561687
2020-02-02,5556207
2020-02-03,5540557
2020-02-04,5544145
2020-02-05,5563377
2020-02-06,5320391
2020-02-07,5058797
2020-02-08,4903700
2020-02-09,4890259
2020-02-10,4827704
2020-02-11,4824429
2020-02-12,4876380
2020-02-13,4832941
2020-02-14,4793928
2020-02-15,4799155
2020-02-16,4820860
2020-02-17,5003767
2020-02-18,4966948
2020-02-19,4956912
2020-02-20,4958949
2020-02-21,4941327
2020-02-22,4918793
2020-02-23,4893406
2020-02-24,4933713
2020-02-25,4991361
2020-02-26,5180394
2020-02-27,5113864
2020-02-28,5197822
2020-02-29,5189332
2020-03-01,5304847
2020-03-02,5258562
2020-03-03,5249935
2020-03-04,5235476
2020-03-05,5177077
2020-03-06,5119990
2020-03-07,5081364
2020-03-08,5103429
2020-03-09,5077483
2020-03-10,5074930
2020-03-11,5052910
2020-03-12,5011668
2020-03-13,5000460
2020-03-14,4973638
2020-03-15,4940441
2020-03-16,4887385
2020-03-17,4879446
2020-03-18,4874456
2020-03-19,4955976
2020-03-20,5190748
2020-03-21,5186062
2020-03-22,5193556
2020-03-23,5214400
2020-03-24,5286130
2020-03-25,5277904
2020-03-26,5270017
2020-03-27,5319700
2020-03-28,5444267
2020-03-29,5470056
2020-03-30,5566171
2020-03-31,5838993
2020-04-01,5811245
2020-04-02,5773410
2020-04-03,5764256
2020-04-04,5851337
2020-04-05,6042415
2020-04-06,5981785
2020-04-07,5880266
2020-04-08,5863918
2020-04-09,5838710
2020-04-10,5852712
2020-04-11,5819352
2020-04-12,5796352
2020-04-13,5759746
2020-04-14,5725355
2020-04-15,5680166
2020-04-16,5654371
2020-04-17,5644341
2020-04-18,5648102
2020-04-19,5734807
2020-04-20,5687680
2020-04-21,5621277
2020-04-22,5564172
2020-04-23,5431688
2020-04-24,5330966
2020-04-25,5323381
2020-04-26,5285767
2020-04-27,5201736
2020-04-28,5203598
2020-04-29,5157553
2020-04-30,5093783
2020-05-01,5059767
2020-05-02,5059357
2020-05-03,5108395
2020-05-04,5071775
2020-05-05,5059479
2020-05-06,5082317
2020-05-07,5082428
2020-05-08,5064792
2020-05-09,5075654
2020-05-10,5055742
2020-05-11,5058567
2020-05-12,5037390
2020-05-13,5061231
