date_obj,Shayzien%20hood price
2016-11-05,1211942
2016-11-06,1211942
2016-11-07,1211942
2016-11-08,1211942
2016-11-09,1211942
2016-11-10,1152261
2016-11-11,1152261
2016-11-12,1152261
2016-11-13,1152261
2016-11-14,1152261
2016-12-08,898275
2016-12-09,898275
2016-12-10,898275
2016-12-11,898275
2016-12-12,898275
2016-12-13,898275
2016-12-14,854020
2016-12-15,854020
2016-12-16,854020
2016-12-17,854020
2016-12-18,854020
2016-12-19,854020
2016-12-20,812033
2016-12-21,812033
2016-12-22,812033
2016-12-23,812033
2016-12-24,812033
2016-12-25,812033
2016-12-26,772451
2016-12-27,772451
2016-12-28,772451
2016-12-29,772451
2016-12-30,772451
2016-12-31,772451
2017-01-01,734617
2017-01-02,734617
2017-01-03,734617
2017-01-04,734617
2017-01-05,734617
2017-01-06,734617
2017-01-07,698850
2017-01-08,698850
2017-01-09,698850
2017-01-10,698850
2017-01-11,698850
2017-01-12,664233
2017-01-13,664233
2017-01-14,664233
2017-01-15,664233
2017-01-16,664233
2017-01-17,631439
2017-01-18,631439
2017-01-19,631439
2017-01-20,631439
2017-01-21,631439
2017-01-22,631439
2017-01-27,600672
2017-01-28,600672
2017-01-29,571435
2017-01-30,571435
2017-01-31,571435
2017-02-01,571435
2017-02-02,571435
2017-02-03,571435
2017-02-04,543523
2017-02-05,543523
2017-02-06,543523
2017-02-07,543523
2017-02-08,543523
2017-02-09,543523
2017-02-10,516512
2017-02-11,516512
2017-02-12,516512
2017-02-13,516512
2017-02-14,516512
2017-02-15,516512
2017-02-16,491109
2017-02-18,491109
2017-02-19,491109
2017-02-20,491109
2017-02-21,491109
2017-02-22,491109
2017-02-23,491109
2017-02-24,467006
2017-02-25,467006
2017-02-26,467006
2017-02-27,467006
2017-02-28,467006
2017-03-01,467006
2017-03-02,444037
2017-03-03,444037
2017-03-04,444037
2017-03-05,444037
2017-03-06,444037
2017-03-07,444037
2017-03-08,422547
2017-03-09,422547
2017-03-10,422547
2017-03-11,422547
2017-03-12,422547
2017-03-13,401717
2017-03-14,401717
2017-03-15,401717
2017-03-16,401717
2017-03-17,401717
2017-03-18,401717
2017-03-19,382072
2017-03-20,382072
2017-03-21,382072
2017-03-22,382072
2017-03-23,382072
2017-03-24,382072
2017-03-25,363243
2017-03-26,363243
2017-03-27,363243
2017-03-28,363243
2017-03-29,363243
2017-03-30,363243
2017-03-31,345585
2017-04-01,345585
2017-04-02,345585
2017-04-03,345585
2017-04-04,345585
2017-04-12,99801
2017-04-13,99801
2017-04-14,99801
2017-04-15,99801
2017-04-16,103091
2017-04-17,103091
2017-04-18,103091
2017-04-19,103091
2017-04-20,103091
2017-04-21,107026
2017-04-22,107026
2017-04-23,107026
2017-04-24,107026
2017-04-25,107026
2017-04-26,111987
2017-04-27,111987
2017-04-28,111987
2017-04-29,111987
2017-04-30,111987
2017-05-01,114751
2017-05-02,114751
2017-05-03,114751
2017-05-04,114751
2017-05-05,114751
2017-05-06,114751
2017-05-07,113426
2017-05-08,113426
2017-05-09,113426
2017-05-10,113426
2017-05-11,113426
2017-05-12,113426
2017-05-13,111782
2017-05-14,111782
2017-05-15,111782
2017-05-16,111782
2017-05-17,111782
2017-05-18,111782
2017-05-19,111782
2017-05-20,109812
2017-05-21,109812
2017-05-22,109812
2017-05-23,109812
2017-05-24,109812
2017-05-25,109812
2017-05-26,109812
2017-05-27,106441
2017-05-28,106441
2017-05-29,106441
2017-05-30,106441
2017-05-31,106441
2017-06-01,106441
2017-06-02,107860
2017-06-03,107860
2017-06-06,107860
2017-06-07,111250
2017-06-08,111250
2017-06-09,111250
2017-06-10,111250
2017-06-11,113089
2017-06-12,113089
2017-06-13,113089
2017-06-14,113089
2017-06-15,113089
2017-06-16,113089
2017-06-17,113291
2017-06-18,113291
2017-06-19,113291
2017-06-20,113291
2017-06-21,113291
2017-06-22,113291
2017-06-23,113291
2017-06-24,114035
2017-06-25,114035
2017-06-26,114035
2017-06-27,114035
2017-06-28,114035
2017-06-29,114035
2017-06-30,113962
2017-07-01,113962
2017-07-02,113962
2017-07-03,113962
2017-07-04,113962
2017-07-05,113962
2017-07-06,113962
2017-07-07,113962
2017-07-08,113982
2017-07-13,113982
2017-07-14,115020
2017-07-15,115020
2017-07-16,115020
2017-07-17,115020
2017-07-18,115020
2017-07-19,115020
2017-07-20,115020
2017-07-21,113408
2017-07-22,113408
2017-07-23,113408
2017-07-24,113408
2017-07-25,113408
2017-07-26,113408
2017-07-27,113273
2017-07-28,113273
2017-07-29,113273
2017-07-30,113273
2017-07-31,113273
2017-08-01,113273
2017-08-02,115404
2017-08-03,115404
2017-08-04,115404
2017-08-05,115404
2017-08-06,115404
2017-08-09,116540
2017-08-10,116540
2017-08-11,116540
2017-08-12,116540
2017-08-13,116540
2017-08-14,116597
2017-08-15,116597
2017-08-17,116597
2017-08-18,116597
2017-08-19,116597
2017-08-20,116495
2017-08-21,116495
2017-08-22,116495
2017-08-23,116495
2017-08-24,116495
2017-08-25,116495
2017-08-26,115486
2017-08-27,115486
2017-08-28,115486
2017-08-29,115486
2017-08-30,115486
2017-08-31,115486
2017-09-01,114458
2017-09-02,114458
2017-09-03,114458
2017-09-04,114458
2017-09-05,114458
2017-09-06,114458
2017-09-07,116198
2017-09-08,116198
2017-09-09,116198
2017-09-10,116198
2017-09-11,116198
2017-09-12,116198
2017-09-13,116198
2017-09-14,118531
2017-09-15,118531
2017-09-16,118531
2017-09-17,118531
2017-09-19,118531
2017-09-20,118531
2017-09-21,118003
2017-09-22,118003
2017-09-23,118003
2017-09-24,118003
2017-09-25,118003
2017-09-26,118003
2017-09-27,118003
2017-09-28,117625
2017-09-29,117625
2017-09-30,117625
2017-10-01,117625
2017-10-02,117625
2017-10-03,117625
2017-10-04,117625
2017-10-05,117408
2017-10-06,117408
2017-10-07,117408
2017-10-08,117408
2017-10-09,117408
2017-10-10,117408
2017-10-11,118009
2017-10-12,118009
2017-10-13,118009
2017-10-14,118009
2017-10-15,118009
2017-10-16,118009
2017-10-17,118009
2017-10-18,119650
2017-10-19,119650
2017-10-20,119650
2017-10-21,119650
2017-10-22,119650
2017-10-23,119650
2017-10-24,119650
2017-10-25,119302
2017-10-26,119302
2017-10-27,119302
2017-10-28,119302
2017-10-29,119302
2017-10-30,119302
2017-10-31,119302
2017-11-01,119302
2017-11-02,123990
2017-11-03,123990
2017-11-04,123990
2017-11-05,123990
2017-11-06,123990
2017-11-07,123990
2017-11-08,123990
2017-11-09,128250
2017-11-10,128250
2017-11-11,128250
2017-11-12,128250
2017-11-13,128250
2017-11-14,128250
2017-11-15,128250
2017-11-16,128250
2017-11-17,128835
2017-11-18,128835
2017-11-19,128835
2017-11-20,128835
2017-11-21,128835
2017-11-22,128835
2017-11-23,128835
2017-11-24,122845
2017-11-25,122845
2017-11-26,122845
2017-11-27,122845
2017-11-28,122845
2017-11-29,122845
2017-11-30,122845
2017-12-01,116946
2017-12-02,116946
2017-12-03,116946
2017-12-04,116946
2017-12-05,116946
2017-12-06,116946
2017-12-07,111212
2017-12-08,111212
2017-12-09,111212
2017-12-10,111212
2017-12-11,111212
2017-12-12,111212
2017-12-13,111212
2017-12-14,105773
2017-12-15,105773
2017-12-16,105773
2017-12-17,105773
2017-12-18,105773
2017-12-19,105773
2017-12-20,100726
2017-12-21,100726
2017-12-22,100726
2017-12-23,100726
2017-12-24,100726
2017-12-25,100726
2017-12-26,96015
2017-12-27,96015
2017-12-28,96015
2017-12-29,96015
2017-12-30,96015
2017-12-31,93403
2018-01-01,93403
2018-01-02,93403
2018-01-03,93403
2018-01-04,93403
2018-01-05,94390
2018-01-06,94390
2018-01-07,94390
2018-01-08,94390
2018-01-09,94390
2018-01-10,94390
2018-01-11,91213
2018-01-12,91213
2018-01-13,91213
2018-01-14,91213
2018-01-15,91213
2018-01-16,87939
2018-01-17,87939
2018-01-18,87939
2018-01-19,87939
2018-01-20,87939
2018-01-21,88156
2018-01-22,88156
2018-01-23,88156
2018-01-24,89375
2018-01-25,89375
2018-01-26,89375
2018-01-27,91187
2018-01-28,91187
2018-01-29,91187
2018-01-30,93084
2018-02-01,93084
2018-02-02,93084
2018-02-03,95707
2018-02-04,95707
2018-02-05,95707
2018-02-06,97546
2018-02-07,97546
2018-02-08,97546
2018-02-09,96417
2018-02-10,96417
2018-02-11,96417
2018-02-12,93602
2018-02-13,93602
2018-02-14,93602
2018-02-15,93401
2018-02-16,93401
2018-02-17,93401
2018-02-18,89522
2018-02-19,89522
2018-02-20,86444
2018-02-21,86444
2018-02-22,86444
2018-02-23,84171
2018-02-24,84171
2018-02-25,84171
2018-02-26,81446
2018-02-27,81446
2018-02-28,81446
2018-03-01,80126
2018-03-02,80126
2018-03-03,78608
2018-03-04,78608
2018-03-05,78608
2018-03-06,77778
2018-03-07,77778
2018-03-08,76629
2018-03-09,76629
2018-03-10,76629
2018-03-11,75743
2018-03-12,75743
2018-03-13,77941
2018-03-14,77941
2018-03-15,77941
2018-03-16,79280
2018-03-17,79280
2018-03-18,79280
2018-03-19,78701
2018-03-20,78701
2018-03-21,78701
2018-03-23,77892
2018-03-24,77892
2018-03-26,78890
2018-03-27,78890
2018-03-28,81861
2018-03-29,81861
2018-03-30,81861
2018-03-31,80561
2018-04-01,80561
2018-04-02,80561
2018-04-03,78058
2018-04-04,78058
2018-04-05,78058
2018-04-06,78427
2018-04-08,78427
2018-04-09,74768
2018-04-10,74768
2018-04-11,74768
2018-04-12,71184
2018-04-13,71184
2018-04-14,71184
2018-04-16,71609
2018-04-17,71609
2018-04-18,73325
2018-04-19,73325
2018-04-20,73325
2018-04-21,76118
2018-04-22,76118
2018-04-23,76118
2018-04-24,79570
2018-04-25,79570
2018-04-26,79570
2018-04-27,81627
2018-04-28,81627
2018-04-29,81627
2018-04-30,81188
2018-05-01,81188
2018-05-02,81188
2018-05-03,81188
2018-05-04,80154
2018-05-05,80154
2018-05-06,80154
2018-05-07,81541
2018-05-08,81541
2018-05-09,81541
2018-05-10,82021
2018-05-11,82021
2018-05-12,82021
2018-05-13,82021
2018-05-14,83164
2018-05-15,83164
2018-05-16,83164
2018-05-17,85197
2018-05-18,85197
2018-05-19,84832
2018-05-20,84832
2018-05-21,84832
2018-05-22,87225
2018-05-23,87225
2018-05-24,87225
2018-05-25,88774
2018-05-26,88774
2018-05-27,88774
2018-05-28,87168
2018-05-29,87168
2018-05-30,87168
2018-05-31,86788
2018-06-01,86788
2018-06-02,87579
2018-06-03,87579
2018-06-04,87579
2018-06-05,91118
2018-06-06,91118
2018-06-07,91118
2018-06-08,95182
2018-06-09,95182
2018-06-10,95182
2018-06-11,95939
2018-06-12,95939
2018-06-13,95939
2018-06-14,93526
2018-06-15,93526
2018-06-16,93526
2018-06-17,91730
2018-06-18,91730
2018-06-19,91730
2018-06-20,91730
2018-06-21,89373
2018-06-22,89373
2018-06-23,89373
2018-06-24,89363
2018-06-25,89363
2018-06-26,89363
2018-06-27,89363
2018-06-28,92082
2018-06-29,92082
2018-06-30,92082
2018-07-01,93732
2018-07-02,93732
2018-07-03,93732
2018-07-04,97413
2018-07-05,97413
2018-07-06,97413
2018-07-07,100202
2018-07-08,100202
2018-07-09,100202
2018-07-10,101875
2018-07-11,101875
2018-07-12,101875
2018-07-13,101875
2018-07-14,98952
2018-07-15,98952
2018-07-16,98952
2018-07-17,97047
2018-07-18,97047
2018-07-19,97047
2018-07-20,100183
2018-07-21,100183
2018-07-22,104624
2018-07-23,104624
2018-07-24,109036
2018-07-25,109036
2018-07-26,109036
2018-07-27,114253
2018-07-28,114253
2018-07-29,114253
2018-07-30,118187
2018-07-31,118187
2018-08-01,117659
2018-08-02,117659
2018-08-03,117659
2018-08-04,115338
2018-08-05,115338
2018-08-06,115338
2018-08-07,116732
2018-08-08,116732
2018-08-09,116732
2018-08-10,115055
2018-08-11,115055
2018-08-12,112220
2018-08-14,111094
2018-08-16,111094
2018-08-17,109578
2018-08-18,109578
2018-08-19,109578
2018-08-20,109933
2018-08-21,109933
2018-08-22,109933
2018-08-23,111856
2018-08-24,111856
2018-08-25,112286
2018-08-26,112286
2018-08-27,112286
2018-08-28,112053
2018-08-29,112053
2018-08-30,112053
2018-08-31,112466
2018-09-01,112466
2018-09-02,113130
2018-09-03,113130
2018-09-04,113255
2018-09-05,113255
2018-09-06,113255
2018-09-07,113821
2018-09-08,113821
2018-09-09,113268
2018-09-10,113268
2018-09-11,113960
2018-09-12,113960
2018-09-13,113960
2018-09-14,112471
2018-09-15,112471
2018-09-16,113281
2018-09-17,113281
2018-09-18,113281
2018-09-19,112928
2018-09-20,112928
2018-09-21,112928
2018-09-22,112719
2018-09-23,112719
2018-09-24,111646
2018-09-25,111646
2018-09-26,111646
2018-09-27,110978
2018-09-28,110978
2018-09-29,109619
2018-09-30,109619
2018-10-02,106387
2018-10-03,105974
2018-10-04,105974
2018-10-05,105974
2018-10-06,102762
2018-10-07,102762
2018-10-08,102762
2018-10-09,99902
2018-10-10,99902
2018-10-11,101338
2018-10-12,101338
2018-10-13,101338
2018-10-14,101891
2018-10-15,101891
2018-10-16,101891
2018-10-17,101984
2018-10-18,101984
2018-10-19,103033
2018-10-20,103033
2018-10-21,103033
2018-10-22,102985
2018-10-23,102985
2018-10-24,102985
2018-10-25,102912
2018-10-26,102912
2018-10-27,103126
2018-10-28,103126
2018-10-29,101784
2018-10-30,101784
2018-10-31,100567
2018-11-01,100567
2018-11-03,99414
2018-11-04,99591
2018-11-05,103949
2018-11-06,103949
2018-11-07,108285
2018-11-08,108285
2018-11-09,111246
2018-11-10,115586
2018-11-11,115586
2018-11-12,119987
2018-11-13,124656
2018-11-14,124656
2018-11-15,130560
2018-11-16,135322
2018-11-17,135322
2018-11-18,141925
2018-11-19,141925
2018-11-20,147407
2018-11-21,147407
2018-11-22,153811
2018-11-23,153811
2018-11-24,159077
2018-11-25,166200
2018-11-26,166200
2018-11-27,173154
2018-11-28,173154
2018-11-29,176882
2018-12-01,183209
2018-12-02,187068
2018-12-03,187068
2018-12-04,192909
2018-12-05,198680
2018-12-07,205605
2018-12-09,213331
2018-12-10,218053
2018-12-11,218053
2018-12-12,213473
2018-12-13,213473
2018-12-14,206733
2018-12-15,206733
2018-12-16,200554
2018-12-17,200554
2018-12-18,192181
2018-12-19,192181
2018-12-20,185390
2018-12-21,185390
2018-12-22,178984
2018-12-23,176317
2018-12-24,176317
2018-12-25,172824
2018-12-26,172824
2018-12-27,167272
2018-12-28,167272
2018-12-29,163325
2018-12-30,163325
2018-12-31,160692
2019-01-01,160692
2019-01-02,158785
2019-01-03,158785
2019-01-04,157178
2019-01-05,157223
2019-01-06,156463
2019-01-08,155937
2019-01-10,153882
2019-01-11,153882
2019-01-12,153247
2019-01-13,151475
2019-01-14,150540
2019-01-15,149824
2019-01-16,149824
2019-01-17,146891
2019-01-18,146891
2019-01-19,144480
2019-01-20,144480
2019-01-21,144373
2019-01-22,140740
2019-01-23,140740
2019-01-24,137155
2019-01-25,137155
2019-01-26,133201
2019-01-27,133201
2019-01-29,131194
2019-01-30,131194
2019-01-31,126916
2019-02-01,121587
2019-02-02,121587
2019-02-03,119760
2019-02-04,119760
2019-02-05,118926
2019-02-06,118926
2019-02-07,117017
2019-02-08,117017
2019-02-09,115707
2019-02-10,115707
2019-02-11,114298
2019-02-12,114298
2019-02-13,113165
2019-02-14,113165
2019-02-15,114000
2019-02-16,114000
2019-02-17,113874
2019-02-18,113874
2019-02-19,111060
2019-02-20,111060
2019-02-21,110543
2019-02-22,110543
2019-02-23,109398
2019-02-24,109398
2019-02-25,107491
2019-02-26,107491
2019-02-27,105874
2019-02-28,105874
2019-03-01,104061
2019-03-02,104061
2019-03-03,101968
2019-03-04,101968
2019-03-05,101143
2019-03-06,101143
2019-03-07,101457
2019-03-08,101457
2019-03-09,101623
2019-03-10,101623
2019-03-11,101126
2019-03-12,101126
2019-03-13,100557
2019-03-14,100557
2019-03-15,101641
2019-03-16,101641
2019-03-17,100629
2019-03-18,100629
2019-03-19,100629
2019-03-20,100333
2019-03-21,100333
2019-03-22,100562
2019-03-23,102083
2019-03-24,102083
2019-03-25,102083
2019-03-26,102380
2019-03-27,102380
2019-03-28,102380
2019-03-29,100986
2019-03-30,100986
2019-03-31,100986
2019-04-01,99311
2019-04-02,99311
2019-04-03,97243
2019-04-04,97243
2019-04-05,94752
2019-04-06,94752
2019-04-07,94752
2019-04-08,92127
2019-04-09,92127
2019-04-10,92127
2019-04-11,89498
2019-04-12,89498
2019-04-13,86369
2019-04-14,86369
2019-04-15,82958
2019-04-16,82958
2019-04-17,78810
2019-04-18,78810
2019-04-19,75101
2019-04-20,75101
2019-04-21,71543
2019-04-22,71543
2019-04-23,67965
2019-04-24,67965
2019-04-25,64569
2019-04-26,61688
2019-04-27,61688
2019-04-28,60540
2019-04-29,60540
2019-04-30,59407
2019-05-01,59407
2019-05-02,59407
2019-05-03,57489
2019-05-04,57489
2019-05-05,55786
2019-05-06,55786
2019-05-07,53604
2019-05-08,53604
2019-05-09,53604
2019-05-10,52772
2019-05-11,52772
2019-05-12,51248
2019-05-13,51248
2019-05-14,49678
2019-05-15,49678
2019-05-16,49014
2019-05-17,49014
2019-05-18,47261
2019-05-19,47261
2019-05-20,46863
2019-05-21,46863
2019-05-22,48020
2019-05-23,48020
2019-05-24,47598
2019-05-25,47598
2019-05-26,47634
2019-05-27,47634
2019-05-28,47760
2019-05-29,47760
2019-05-30,47597
2019-05-31,47597
2019-06-01,47224
2019-06-02,47224
2019-06-03,46959
2019-06-04,46959
2019-06-05,46516
2019-06-06,46516
2019-06-07,46516
2019-06-08,47376
2019-06-09,47376
2019-06-10,48678
2019-06-11,48678
2019-06-12,49341
2019-06-13,49341
2019-06-14,51541
2019-06-15,51541
2019-06-16,53903
2019-06-17,53903
2019-06-18,53903
2019-06-19,56085
2019-06-20,56085
2019-06-21,58515
2019-06-22,58515
2019-06-23,60332
2019-06-24,60332
2019-06-25,62918
2019-06-26,62918
2019-06-27,65123
2019-06-28,65123
2019-06-29,65123
2019-06-30,63857
2019-07-01,63857
2019-07-02,63857
2019-07-03,62832
2019-07-04,62832
2019-07-05,62614
2019-07-06,62614
2019-07-07,64695
2019-07-08,64695
2019-07-09,66154
2019-07-10,66154
2019-07-11,66154
2019-07-12,68806
2019-07-13,68806
2019-07-14,71735
2019-07-15,71735
2019-07-16,71735
2019-07-17,72945
2019-07-18,72945
2019-07-19,72945
2019-07-20,73432
2019-07-21,73432
2019-07-22,70321
2019-07-23,70321
2019-07-24,70321
2019-07-25,67097
2019-07-26,67097
2019-07-27,64418
2019-07-28,64418
2019-07-29,62137
2019-07-30,62137
2019-07-31,59306
2019-08-01,59306
2019-08-02,59306
2019-08-03,56340
2019-08-04,56340
2019-08-05,54065
2019-08-06,54065
2019-08-07,55289
2019-08-08,55289
2019-08-09,55289
2019-08-10,55344
2019-08-11,55344
2019-08-12,54113
2019-08-13,54113
2019-08-14,52064
2019-08-15,52064
2019-08-16,50305
2019-08-17,50305
2019-08-18,48423
2019-08-19,48423
2019-08-20,46727
2019-08-21,46727
2019-08-22,45914
2019-08-23,45914
2019-08-24,45798
2019-08-24,45798
2019-08-25,45798
2019-08-25,45798
2019-08-26,45798
2019-08-26,45798
2019-08-27,46004
2019-08-27,46004
2019-08-28,46004
2019-08-29,45986
2019-08-30,45986
2019-08-31,45986
2019-09-01,45941
2019-09-02,45941
2019-09-03,45941
2019-09-04,45205
2019-09-05,45205
2019-09-06,45205
2019-09-07,45581
2019-09-08,45581
2019-09-09,45581
2019-09-10,46991
2019-09-11,46991
2019-09-12,46991
2019-09-13,49142
2019-09-14,49142
2019-09-15,51305
2019-09-16,51305
2019-09-17,53633
2019-09-18,53633
2019-09-19,55129
2019-09-20,55129
2019-09-21,55129
2019-09-22,56373
2019-09-23,56373
2019-09-24,56373
2019-09-25,58714
2019-09-26,58714
2019-09-27,58714
2019-09-28,59822
2019-09-29,59822
2019-09-30,59822
2019-10-01,58373
2019-10-02,58373
2019-10-03,56069
2019-10-04,56069
2019-10-05,56069
2019-10-06,54280
2019-10-07,54280
2019-10-08,54280
2019-10-09,51965
2019-10-10,51965
2019-10-11,51965
2019-10-12,50722
2019-10-13,50722
2019-10-14,48659
2019-10-15,48659
2019-10-16,47853
2019-10-17,47853
2019-10-18,47853
2019-10-19,46682
2019-10-20,46682
2019-10-21,46682
2019-10-22,45755
2019-10-23,45755
2019-10-24,45340
2019-10-25,45340
2019-10-26,45340
2019-10-27,44165
2019-10-28,44165
2019-10-29,44165
2019-10-30,43362
2019-10-31,43362
2019-11-01,43362
2019-11-02,42932
2019-11-03,42932
2019-11-04,42932
2019-11-05,42740
2019-11-06,42740
2019-11-07,42740
2019-11-08,42629
2019-11-09,42629
2019-11-10,42162
2019-11-11,42162
2019-11-12,42162
2019-11-13,43122
2019-11-14,43122
2019-11-15,43122
2019-11-16,43778
2019-11-17,43778
2019-11-18,43778
2019-11-19,44077
2019-11-20,44077
2019-11-21,44077
2019-11-22,43572
2019-11-23,43572
2019-11-24,43833
2019-11-25,43833
2019-11-26,44199
2019-11-27,44199
2019-11-28,44199
2019-11-29,44449
2019-11-30,44449
2019-12-01,44108
2019-12-02,44108
2019-12-03,43439
2019-12-04,43439
2019-12-05,43439
2019-12-06,43370
2019-12-07,43370
2019-12-08,43370
2019-12-09,42624
2019-12-10,42624
2019-12-11,41882
2019-12-12,41882
2019-12-13,41882
2019-12-14,41222
2019-12-15,41222
2019-12-16,41864
2019-12-17,41864
2019-12-18,41864
2019-12-19,43120
2019-12-20,43120
2019-12-21,42654
2019-12-22,42654
2019-12-23,42654
2019-12-24,40523
2019-12-25,40523
2019-12-26,39669
2019-12-27,39669
2019-12-28,39596
2019-12-29,39596
2019-12-30,39596
2019-12-31,40864
2020-01-01,40864
2020-01-02,42688
2020-01-03,42688
2020-01-04,42688
2020-01-05,44694
2020-01-06,44694
2020-01-07,46783
2020-01-08,46783
2020-01-09,46783
2020-01-10,48449
2020-01-11,48449
2020-01-12,49793
2020-01-13,49793
2020-01-14,49793
2020-01-15,49967
2020-01-16,49967
2020-01-17,50179
2020-01-18,50179
2020-01-19,50779
2020-01-20,50779
2020-01-21,50779
2020-01-22,51582
2020-01-23,51582
2020-01-24,51488
2020-01-25,51488
2020-01-26,50358
2020-01-27,50358
2020-01-28,49045
2020-01-29,49045
2020-01-30,48472
2020-01-31,48472
2020-02-01,48472
2020-02-02,48245
2020-02-03,48245
2020-02-04,48245
2020-02-05,46780
2020-02-06,46780
2020-02-07,44524
2020-02-08,44524
2020-02-09,44524
2020-02-10,42461
2020-02-11,42461
2020-02-12,41176
2020-02-13,41176
2020-02-14,41176
2020-02-15,39474
2020-02-16,39474
2020-02-17,37856
2020-02-18,37856
2020-02-19,36143
2020-02-20,36143
2020-02-21,34518
2020-02-22,33272
2020-02-23,33272
2020-02-24,32446
2020-02-25,32446
2020-02-26,31254
2020-02-27,31254
2020-02-28,30353
2020-02-29,30353
2020-03-01,29177
2020-03-02,29177
2020-03-03,27750
2020-03-04,27750
2020-03-05,27750
2020-03-06,26981
2020-03-07,26981
2020-03-08,26869
2020-03-09,26869
2020-03-10,26586
2020-03-11,26586
2020-03-12,26692
2020-03-13,26692
2020-03-14,27752
2020-03-15,27752
2020-03-16,28382
2020-03-17,28382
2020-03-18,29188
2020-03-19,29188
2020-03-20,29826
2020-03-21,29826
2020-03-22,31208
2020-03-23,31208
2020-03-24,32684
2020-03-25,32684
2020-03-26,34167
2020-03-27,34167
2020-03-28,35050
2020-03-29,35426
2020-03-30,35426
2020-03-31,35614
2020-04-01,35614
2020-04-02,35844
2020-04-03,35844
2020-04-04,35550
2020-04-05,35550
2020-04-06,35289
2020-04-07,35289
2020-04-08,35078
2020-04-09,35078
2020-04-10,33889
2020-04-11,33320
2020-04-12,33320
2020-04-13,32742
2020-04-14,32742
2020-04-15,32098
2020-04-16,32098
2020-04-17,32108
2020-04-18,31009
2020-04-19,29802
2020-04-20,29802
2020-04-21,28836
2020-04-22,28678
2020-04-23,28678
2020-04-24,28343
2020-04-25,28343
2020-04-26,27547
2020-04-27,26944
2020-04-28,26299
2020-04-29,26299
2020-04-30,26185
2020-05-01,26185
2020-05-02,25955
2020-05-03,25955
2020-05-04,25346
2020-05-05,25346
2020-05-06,24741
2020-05-07,24741
2020-05-08,24276
2020-05-09,24276
2020-05-10,23904
2020-05-11,23904
2020-05-12,23359
2020-05-13,23359
