date_obj,Bronze%20crossbow price
2019-08-25,282
2019-08-26,282
2019-08-27,289
2019-08-27,289
2019-08-28,289
2019-08-29,285
2019-08-30,285
2019-08-31,277
2019-09-01,277
2019-09-02,281
2019-09-03,281
2019-09-04,282
2019-09-05,282
2019-09-06,282
2019-09-07,280
2019-09-08,280
2019-09-09,278
2019-09-10,278
2019-09-11,281
2019-09-12,281
2019-09-13,281
2019-09-14,275
2019-09-15,275
2019-09-16,276
2019-09-17,276
2019-09-18,274
2019-09-19,274
2019-09-20,274
2019-09-21,272
2019-09-22,272
2019-09-23,262
2019-09-24,262
2019-09-25,251
2019-09-26,251
2019-09-27,240
2019-09-28,240
2019-09-29,229
2019-09-30,229
2019-10-01,217
2019-10-02,217
2019-10-03,217
2019-10-04,211
2019-10-05,211
2019-10-06,214
2019-10-07,214
2019-10-08,224
2019-10-09,224
2019-10-10,224
2019-10-11,231
2019-10-12,231
2019-10-13,234
2019-10-14,234
2019-10-15,234
2019-10-16,231
2019-10-17,231
2019-10-18,231
2019-10-19,235
2019-10-20,235
2019-10-21,235
2019-10-22,243
2019-10-23,243
2019-10-24,243
2019-10-25,251
2019-10-26,251
2019-10-27,261
2019-10-28,261
2019-10-29,261
2019-10-30,273
2019-10-31,273
2019-11-01,273
2019-11-02,274
2019-11-03,274
2019-11-04,273
2019-11-05,273
2019-11-06,273
2019-11-07,274
2019-11-08,274
2019-11-09,276
2019-11-10,276
2019-11-11,281
2019-11-12,281
2019-11-13,281
2019-11-14,290
2019-11-15,290
2019-11-16,290
2019-11-17,290
2019-11-18,290
2019-11-19,299
2019-11-20,299
2019-11-21,299
2019-11-22,304
2019-11-23,304
2019-11-24,312
2019-11-25,312
2019-11-26,312
2019-11-27,307
2019-11-28,307
2019-11-29,307
2019-11-30,312
2019-12-01,312
2019-12-02,312
2019-12-03,312
2019-12-04,312
2019-12-05,312
2019-12-06,303
2019-12-07,303
2019-12-08,303
2019-12-09,294
2019-12-10,294
2019-12-11,294
2019-12-12,293
2019-12-13,293
2019-12-14,293
2019-12-15,291
2019-12-16,291
2019-12-17,291
2019-12-18,293
2019-12-19,293
2019-12-20,293
2019-12-21,295
2019-12-22,295
2019-12-23,295
2019-12-24,298
2019-12-25,298
2019-12-26,298
2019-12-27,299
2019-12-28,299
2019-12-29,308
2019-12-30,308
2019-12-31,308
2020-01-01,297
2020-01-02,297
2020-01-03,297
2020-01-04,297
2020-01-05,299
2020-01-06,299
2020-01-07,302
2020-01-08,302
2020-01-09,302
2020-01-10,297
2020-01-11,297
2020-01-12,294
2020-01-13,294
2020-01-14,294
2020-01-15,286
2020-01-16,286
2020-01-17,291
2020-01-18,291
2020-01-19,296
2020-01-20,296
2020-01-21,296
2020-01-22,292
2020-01-23,292
2020-01-24,300
2020-01-25,300
2020-01-26,298
2020-01-27,298
2020-01-28,298
2020-01-29,298
2020-01-30,300
2020-01-31,300
2020-02-01,305
2020-02-02,305
2020-02-03,293
2020-02-04,293
2020-02-05,297
2020-02-06,297
2020-02-07,294
2020-02-08,294
2020-02-09,290
2020-02-10,290
2020-02-11,282
2020-02-12,282
2020-02-13,270
2020-02-14,270
2020-02-15,259
2020-02-16,259
2020-02-17,255
2020-02-18,255
2020-02-19,258
2020-02-20,258
2020-02-21,256
2020-02-22,256
2020-02-23,266
2020-02-24,266
2020-02-25,274
2020-02-26,274
2020-02-27,274
2020-02-28,274
2020-02-29,265
2020-03-01,265
2020-03-02,264
2020-03-03,264
2020-03-04,269
2020-03-05,269
2020-03-06,258
2020-03-07,258
2020-03-08,246
2020-03-09,235
2020-03-10,224
2020-03-11,214
2020-03-12,214
2020-03-13,222
2020-03-14,222
2020-03-15,228
2020-03-16,228
2020-03-17,240
2020-03-18,240
2020-03-19,252
2020-03-20,262
2020-03-21,262
2020-03-22,255
2020-03-23,255
2020-03-24,263
2020-03-25,263
2020-03-26,267
2020-03-27,267
2020-03-28,270
2020-03-29,276
2020-03-30,290
2020-03-31,290
2020-04-01,305
2020-04-02,303
2020-04-03,303
2020-04-04,302
2020-04-05,302
2020-04-06,305
2020-04-07,305
2020-04-08,301
2020-04-09,301
2020-04-10,294
2020-04-11,287
2020-04-12,284
2020-04-13,284
2020-04-14,273
2020-04-15,269
2020-04-16,269
2020-04-17,269
2020-04-18,268
2020-04-19,269
2020-04-20,269
2020-04-21,268
2020-04-22,267
2020-04-23,267
2020-04-24,269
2020-04-25,272
2020-04-26,266
2020-04-27,263
2020-04-28,271
2020-04-29,271
2020-04-30,271
2020-05-01,271
2020-05-02,266
2020-05-03,254
2020-05-04,254
2020-05-05,248
2020-05-06,235
2020-05-07,225
2020-05-08,225
2020-05-09,220
2020-05-10,212
2020-05-11,212
2020-05-12,206
2020-05-13,197
