date_obj,Mottled%20eel price
2020-04-03,104
2020-04-04,104
2020-04-05,100
2020-04-06,100
2020-04-07,100
2020-04-08,100
2020-04-09,100
2020-04-10,100
2020-04-11,100
2020-04-12,100
2020-04-13,96
2020-04-14,96
2020-04-15,96
2020-04-16,96
2020-04-17,96
2020-04-18,96
2020-04-19,96
2020-04-20,96
2020-04-21,93
2020-04-22,93
2020-04-23,93
2020-04-24,93
2020-04-25,93
2020-04-26,93
2020-04-27,93
2020-04-28,93
2020-04-29,93
2020-04-30,89
2020-05-01,89
2020-05-02,89
2020-05-03,89
2020-05-04,89
2020-05-05,89
2020-05-06,89
2020-05-07,89
2020-05-08,89
2020-05-09,89
2020-05-10,89
2020-05-11,89
2020-05-12,89
2020-05-13,89
