date_obj,Armadyl%20coif price
2015-09-14,39086
2015-09-15,38887
2015-09-16,38917
2015-09-17,39274
2015-09-18,39307
2015-09-19,39430
2015-09-20,38760
2015-09-21,38296
2015-09-22,36635
2015-09-23,34921
2015-09-24,34792
2015-09-25,34666
2015-09-27,34516
2015-09-28,34562
2015-09-29,34432
2015-09-30,33956
2015-10-05,31687
2015-10-06,30849
2015-10-07,30713
2015-10-08,30357
2015-10-09,29988
2015-10-10,29988
2015-10-11,30066
2015-10-12,30039
2015-10-13,29872
2015-10-14,30156
2015-10-15,29848
2015-10-16,30469
2015-10-17,30359
2015-10-18,29738
2015-10-19,29207
2015-10-20,28874
2015-10-22,28359
2015-10-23,28149
2015-10-24,28273
2015-10-25,28327
2015-10-26,28949
2015-10-27,28835
2015-10-28,29339
2015-10-29,29823
2015-10-30,29180
2015-10-31,29203
2015-11-01,29429
2015-11-02,29259
2015-11-03,28793
2015-11-04,28144
2015-11-05,27966
2015-11-06,28278
2015-11-07,28300
2015-11-08,28771
2015-11-09,29138
2015-11-10,29080
2015-11-11,30147
2015-11-12,30387
2015-11-13,30189
2015-11-14,31007
2015-11-15,31224
2015-11-16,31540
2015-11-17,31724
2015-11-18,32254
2015-11-19,33656
2015-11-20,33473
2015-11-21,33473
2015-11-22,33031
2015-11-23,33031
2015-11-24,33388
2015-11-25,33811
2015-11-26,33811
2015-11-27,34524
2015-11-28,34198
2015-11-29,34033
2015-11-30,34109
2015-12-01,34667
2015-12-02,35729
2015-12-03,35993
2015-12-04,36400
2015-12-05,36737
2015-12-06,36628
2015-12-07,36175
2015-12-08,36509
2015-12-09,37214
2015-12-10,38167
2015-12-11,38949
2015-12-12,39314
2015-12-13,39843
2015-12-14,40202
2015-12-15,40588
2015-12-16,41913
2015-12-17,43040
2015-12-18,42912
2015-12-19,44643
2015-12-20,46046
2015-12-21,47433
2015-12-22,48374
2015-12-23,49588
2015-12-24,49924
2015-12-25,50076
2015-12-26,49631
2015-12-27,49793
2015-12-28,49708
2015-12-29,49386
2015-12-30,47847
2015-12-31,45454
2016-01-01,43657
2016-01-02,41937
2016-01-03,40728
2016-01-04,40645
2016-01-05,42055
2016-01-06,41854
2016-01-07,40791
2016-01-08,39740
2016-01-09,38429
2016-01-10,37610
2016-01-11,37570
2016-01-12,37448
2016-01-13,36630
2016-01-14,37322
2016-01-15,37954
2016-01-16,38115
2016-01-17,37439
2016-01-18,36128
2016-01-19,34321
2016-01-20,33020
2016-01-21,31918
2016-01-22,31642
2016-01-23,31327
2016-01-24,31521
2016-01-25,31767
2016-01-26,32119
2016-01-27,31814
2016-01-28,31814
2016-01-29,31450
2016-01-30,30049
2016-01-31,30283
2016-02-01,29991
2016-02-02,30576
2016-02-03,30866
2016-02-04,31380
2016-02-05,31882
2016-02-06,32305
2016-02-07,32597
2016-02-08,31671
2016-02-09,31488
2016-02-10,31821
2016-02-11,31915
2016-02-12,31171
2016-02-13,30820
2016-02-14,29872
2016-02-15,29228
2016-02-16,30027
2016-02-17,31252
2016-02-18,31753
2016-02-19,32115
2016-02-20,33095
2016-02-21,34109
2016-02-22,35049
2016-02-23,36623
2016-02-24,37780
2016-02-25,38329
2016-02-26,37885
2016-02-27,36527
2016-02-28,34989
2016-02-29,34407
2016-03-01,34037
2016-03-02,33653
2016-03-03,33010
2016-03-04,32438
2016-03-05,32091
2016-03-06,31394
2016-03-07,30838
2016-03-08,30130
2016-03-09,29970
2016-03-10,29205
2016-03-11,28471
2016-03-12,28120
2016-03-13,27590
2016-03-14,26726
2016-03-15,25806
2016-03-16,24973
2016-03-17,23790
2016-03-18,24234
2016-03-19,24729
2016-03-20,24766
2016-03-21,24442
2016-03-22,24423
2016-03-23,24381
2016-03-24,24798
2016-03-25,24862
2016-03-26,25059
2016-03-27,25027
2016-03-28,25150
2016-03-29,25408
2016-03-30,26009
2016-03-31,26204
2016-04-01,26365
2016-04-02,26554
2016-04-03,27241
2016-04-04,28027
2016-04-05,28805
2016-04-06,29318
2016-04-07,29697
2016-04-08,31090
2016-04-09,32639
2016-04-10,33724
2016-04-11,33724
2016-04-12,34145
2016-04-13,34012
2016-04-14,33796
2016-04-15,33337
2016-04-16,32854
2016-04-17,32580
2016-04-18,32739
2016-04-19,32426
2016-04-20,32730
2016-04-21,33145
2016-04-22,33230
2016-04-23,32981
2016-04-24,32761
2016-04-25,32406
2016-04-26,31990
2016-04-27,32287
2016-04-28,32112
2016-04-29,31832
2016-04-30,31713
2016-05-01,31839
2016-05-02,31611
2016-05-03,31368
2016-05-04,31078
2016-05-05,30433
2016-05-06,29735
2016-05-07,28905
2016-05-08,28455
2016-05-09,27444
2016-05-10,26786
2016-05-11,26281
2016-05-12,25560
2016-05-13,25295
2016-05-14,25630
2016-05-15,26241
2016-05-16,27023
2016-05-17,27152
2016-05-18,26823
2016-05-19,26445
2016-05-22,25977
2016-05-23,25365
2016-05-24,24986
2016-05-25,24417
2016-05-26,23265
2016-05-27,22609
2016-05-28,22234
2016-05-29,21695
2016-05-30,21393
2016-05-31,21300
2016-06-01,21721
2016-06-02,22329
2016-06-03,22607
2016-06-04,22882
2016-06-05,23141
2016-06-06,23177
2016-06-07,22712
2016-06-08,22372
2016-06-09,22392
2016-06-10,22150
2016-06-11,21804
2016-06-12,21571
2016-06-13,21477
2016-06-14,21543
2016-06-15,21654
2016-06-16,21768
2016-06-17,21590
2016-06-18,21523
2016-06-19,21160
2016-06-20,20948
2016-06-21,20866
2016-06-22,20490
2016-06-23,20528
2016-06-24,20272
2016-06-25,19950
2016-06-26,19805
2016-06-27,19918
2016-06-28,19736
2016-06-29,19966
2016-06-30,19944
2016-07-01,20602
2016-07-02,21339
2016-07-03,21550
2016-07-04,22533
2016-07-05,22965
2016-07-06,23328
2016-07-07,23555
2016-07-08,23906
2016-07-09,23807
2016-07-10,24111
2016-07-11,24261
2016-07-12,24204
2016-07-13,24315
2016-07-14,24756
2016-07-15,25255
2016-07-16,25193
2016-07-17,24913
2016-07-18,24996
2016-07-23,24087
2016-07-24,23871
2016-07-25,23910
2016-07-26,24106
2016-07-27,24092
2016-07-28,24183
2016-07-29,24438
2016-07-30,24546
2016-07-31,24461
2016-08-01,25046
2016-08-02,25488
2016-08-03,25792
2016-08-04,26404
2016-08-05,26585
2016-08-06,27166
2016-08-07,27975
2016-08-08,27984
2016-08-09,27530
2016-08-10,27421
2016-08-11,26977
2016-08-12,26510
2016-08-13,26736
2016-08-14,26744
2016-08-15,26392
2016-08-16,26119
2016-08-17,26101
2016-08-18,25145
2016-08-19,24964
2016-08-20,24710
2016-08-21,24130
2016-08-22,23814
2016-08-23,23491
2016-08-24,22986
2016-08-25,22303
2016-08-26,22020
2016-08-28,21903
2016-08-31,21221
2016-09-01,20980
2016-09-02,21179
2016-09-03,20987
2016-09-04,20935
2016-09-05,20844
2016-09-06,20615
2016-09-07,20740
2016-09-08,21042
2016-09-09,21750
2016-09-10,22265
2016-09-11,23085
2016-09-12,23384
2016-09-13,23583
2016-09-14,23662
2016-09-15,23669
2016-09-16,23806
2016-09-17,23712
2016-09-18,23258
2016-09-19,22713
2016-09-20,21577
2016-09-21,20570
2016-09-22,19894
2016-09-23,19715
2016-09-24,19897
2016-09-25,19708
2016-09-26,19795
2016-09-27,19820
2016-09-28,20156
2016-09-29,20620
2016-09-30,21249
2016-10-01,21375
2016-10-02,21215
2016-10-03,20821
2016-10-04,20747
2016-10-05,20682
2016-10-06,20677
2016-10-07,20442
2016-10-08,20383
2016-10-09,20882
2016-10-10,21236
2016-10-11,21158
2016-10-12,21316
2016-10-13,21014
2016-10-14,21075
2016-10-15,21060
2016-10-16,20995
2016-10-17,21083
2016-10-18,21562
2016-10-19,22350
2016-10-20,22698
2016-10-21,22372
2016-10-22,21253
2016-10-23,20294
2016-10-24,20101
2016-10-25,20130
2016-10-26,20316
2016-10-27,20402
2016-10-28,20364
2016-10-29,20395
2016-10-30,20466
2016-10-31,20769
2016-11-01,20108
2016-11-02,20030
2016-11-03,20232
2016-11-04,20778
2016-11-05,20440
2016-11-06,20856
2016-11-07,21649
2016-11-08,22359
2016-11-09,22569
2016-11-10,22352
2016-11-11,22128
2016-11-12,22488
2016-11-13,22265
2016-11-14,22314
2016-11-15,22580
2016-12-07,23920
2016-12-08,24464
2016-12-09,25449
2016-12-10,25633
2016-12-11,26603
2016-12-12,27580
2016-12-13,28902
2016-12-14,30189
2016-12-15,30503
2016-12-16,31376
2016-12-17,32323
2016-12-18,33117
2016-12-19,33360
2016-12-20,33522
2016-12-21,33388
2016-12-22,33731
2016-12-23,33520
2016-12-24,32973
2016-12-25,33916
2016-12-26,34669
2016-12-27,35235
2016-12-28,35482
2016-12-29,36146
2016-12-30,34990
2016-12-31,34140
2017-01-01,33287
2017-01-02,31781
2017-01-03,30191
2017-01-04,29042
2017-01-05,28562
2017-01-06,27791
2017-01-07,27319
2017-01-08,26222
2017-01-09,25581
2017-01-10,25570
2017-01-11,25094
2017-01-12,24785
2017-01-13,24477
2017-01-14,24317
2017-01-15,24076
2017-01-16,23579
2017-01-17,23560
2017-01-18,23872
2017-01-19,23366
2017-01-20,23399
2017-01-21,23652
2017-01-22,23971
2017-01-23,23922
2017-01-27,25002
2017-01-28,24341
2017-01-29,24015
2017-01-30,24070
2017-01-31,24330
2017-02-01,24165
2017-02-02,23888
2017-02-03,23819
2017-02-04,23179
2017-02-05,22792
2017-02-06,22443
2017-02-07,22326
2017-02-08,22423
2017-02-09,22555
2017-02-10,22789
2017-02-11,22635
2017-02-12,21985
2017-02-13,21961
2017-02-14,21037
2017-02-15,21017
2017-02-16,20927
2017-02-18,21014
2017-02-19,21156
2017-02-20,21537
2017-02-21,22246
2017-02-22,22787
2017-02-23,22970
2017-02-24,23593
2017-02-25,24090
2017-02-26,24481
2017-02-27,24825
2017-02-28,25529
2017-03-01,26537
2017-03-02,26884
2017-03-03,26593
2017-03-04,26509
2017-03-05,26514
2017-03-06,26881
2017-03-07,26805
2017-03-08,27240
2017-03-09,27334
2017-03-10,26927
2017-03-11,26974
2017-03-12,27095
2017-03-13,27447
2017-03-14,27259
2017-03-15,26904
2017-03-16,26317
2017-03-17,25669
2017-03-18,25735
2017-03-19,25652
2017-03-20,25267
2017-03-21,25152
2017-03-22,24837
2017-03-23,25024
2017-03-24,24592
2017-03-25,24346
2017-03-26,23957
2017-03-27,23723
2017-03-28,23543
2017-03-29,23579
2017-03-30,23668
2017-03-31,24222
2017-04-01,24542
2017-04-02,24479
2017-04-03,24517
2017-04-04,25191
2017-04-05,25408
2017-04-12,30184
2017-04-13,30853
2017-04-14,31875
2017-04-15,32392
2017-04-16,32829
2017-04-17,32789
2017-04-18,32526
2017-04-19,31904
2017-04-20,32159
2017-04-21,32771
2017-04-22,33635
2017-04-23,34630
2017-04-24,35603
2017-04-25,36825
2017-04-26,37406
2017-04-27,37771
2017-04-28,37557
2017-04-29,38073
2017-04-30,38316
2017-05-01,38319
2017-05-02,38651
2017-05-03,38788
2017-05-04,39071
2017-05-05,39467
2017-05-06,38825
2017-05-07,37529
2017-05-08,35695
2017-05-09,34342
2017-05-10,33046
2017-05-11,32611
2017-05-12,32475
2017-05-13,32639
2017-05-14,33247
2017-05-15,32763
2017-05-16,32059
2017-05-17,31208
2017-05-18,29807
2017-05-19,29370
2017-05-20,29144
2017-05-21,28801
2017-05-22,29012
2017-05-23,28777
2017-05-24,28782
2017-05-25,28841
2017-05-26,29234
2017-05-27,30279
2017-05-28,31793
2017-05-29,33383
2017-05-30,35053
2017-05-31,36806
2017-06-01,38452
2017-06-02,40194
2017-06-03,41263
2017-06-04,42825
2017-06-05,44850
2017-06-06,47001
2017-06-07,49074
2017-06-08,50049
2017-06-09,51315
2017-06-10,51713
2017-06-11,49465
2017-06-12,47609
2017-06-13,46087
2017-06-14,46155
2017-06-15,45434
2017-06-16,44472
2017-06-17,43939
2017-06-18,42528
2017-06-19,41943
2017-06-20,42687
2017-06-21,42914
2017-06-22,42814
2017-06-23,42406
2017-06-24,42054
2017-06-25,41598
2017-06-26,40534
2017-06-27,39787
2017-06-28,40469
2017-06-29,40284
2017-06-30,39081
2017-07-01,38271
2017-07-02,38108
2017-07-03,37626
2017-07-04,38303
2017-07-05,38790
2017-07-06,39774
2017-07-07,40093
2017-07-08,40985
2017-07-09,41466
2017-07-13,44248
2017-07-14,44751
2017-07-15,46034
2017-07-16,46565
2017-07-17,47842
2017-07-18,49284
2017-07-19,50476
2017-07-20,49984
2017-07-21,49610
2017-07-22,50147
2017-07-23,50289
2017-07-24,50694
2017-07-25,51406
2017-07-26,52408
2017-07-27,52577
2017-07-28,52316
2017-07-29,52392
2017-07-30,51393
2017-07-31,51081
2017-08-01,50361
2017-08-02,49922
2017-08-03,49456
2017-08-04,49120
2017-08-05,48591
2017-08-06,48822
2017-08-07,49051
2017-08-08,49092
2017-08-09,48289
2017-08-10,47725
2017-08-11,48265
2017-08-12,48035
2017-08-13,47704
2017-08-14,46937
2017-08-15,46171
2017-08-16,46056
2017-08-17,45656
2017-08-18,45543
2017-08-19,44737
2017-08-20,45242
2017-08-21,46948
2017-08-22,47220
2017-08-23,48359
2017-08-24,49240
2017-08-25,48308
2017-08-26,47542
2017-08-27,48340
2017-08-28,49132
2017-08-29,49655
2017-08-30,49648
2017-08-31,49635
2017-09-01,49386
2017-09-02,50898
2017-09-03,51409
2017-09-04,51007
2017-09-05,51457
2017-09-06,51467
2017-09-07,52185
2017-09-08,53424
2017-09-09,55261
2017-09-10,55995
2017-09-11,55977
2017-09-12,57399
2017-09-13,57342
2017-09-14,56081
2017-09-15,54799
2017-09-16,53807
2017-09-17,53460
2017-09-18,52098
2017-09-19,52134
2017-09-20,52279
2017-09-22,52211
2017-09-23,52488
2017-09-24,52606
2017-09-25,52501
2017-09-26,51984
2017-09-27,50863
2017-09-28,50800
2017-09-29,51407
2017-09-30,50738
2017-10-01,50186
2017-10-02,49639
2017-10-03,49210
2017-10-04,48285
2017-10-05,47993
2017-10-06,47896
2017-10-07,47730
2017-10-08,48529
2017-10-09,48841
2017-10-10,48514
2017-10-11,47634
2017-10-12,47795
2017-10-13,48090
2017-10-14,48856
2017-10-15,49054
2017-10-16,49392
2017-10-17,49384
2017-10-18,49672
2017-10-19,50212
2017-10-20,49963
2017-10-21,50185
2017-10-22,50916
2017-10-23,52250
2017-10-24,52068
2017-10-25,52747
2017-10-26,52304
2017-10-27,53453
2017-10-28,55219
2017-10-29,55950
2017-10-30,55686
2017-10-31,55525
2017-11-01,55347
2017-11-02,56980
2017-11-03,56701
2017-11-04,56453
2017-11-05,57222
2017-11-06,57426
2017-11-07,55910
2017-11-08,55018
2017-11-09,54261
2017-11-10,55047
2017-11-11,54371
2017-11-12,53548
2017-11-13,53210
2017-11-14,51897
2017-11-15,50899
2017-11-16,49133
2017-11-17,47501
2017-11-18,45788
2017-11-19,45485
2017-11-20,45459
2017-11-21,45711
2017-11-22,45991
2017-11-23,46416
2017-11-24,47295
2017-11-25,48885
2017-11-26,50044
2017-11-27,50497
2017-11-28,51763
2017-11-29,53606
2017-11-30,54722
2017-12-01,55612
2017-12-02,55008
2017-12-03,54340
2017-12-04,54748
2017-12-05,55688
2017-12-06,54750
2017-12-07,54478
2017-12-08,54593
2017-12-09,55192
2017-12-10,55215
2017-12-11,55182
2017-12-12,54545
2017-12-13,55153
2017-12-14,55574
2017-12-15,54099
2017-12-16,54000
2017-12-17,53184
2017-12-18,53675
2017-12-19,52618
2017-12-20,52550
2017-12-21,53990
2017-12-22,52879
2017-12-23,51801
2017-12-24,52092
2017-12-25,52071
2017-12-26,53093
2017-12-27,53339
2017-12-28,52442
2017-12-29,52604
2017-12-30,53006
2017-12-31,54114
2018-01-01,54995
2018-01-02,54364
2018-01-03,54659
2018-01-04,54941
2018-01-05,56126
2018-01-06,55683
2018-01-07,54401
2018-01-08,54235
2018-01-09,53990
2018-01-10,53681
2018-01-11,53987
2018-01-12,54716
2018-01-13,56114
2018-01-14,55789
2018-01-15,55116
2018-01-16,54095
2018-01-17,53387
2018-01-18,52101
2018-01-19,51448
2018-01-20,51708
2018-01-21,51172
2018-01-22,51228
2018-01-23,52577
2018-01-24,54521
2018-01-25,55874
2018-01-26,57801
2018-01-27,59626
2018-01-29,60807
2018-01-30,61355
2018-01-31,61068
2018-02-01,60272
2018-02-02,60301
2018-02-03,60738
2018-02-04,60635
2018-02-05,60570
2018-02-06,61267
2018-02-07,62089
2018-02-08,62811
2018-02-09,64716
2018-02-10,67744
2018-02-11,70917
2018-02-12,74068
2018-02-13,77497
2018-02-14,80617
2018-02-15,82839
2018-02-16,85155
2018-02-17,85597
2018-02-18,85602
2018-02-19,85421
2018-02-20,82597
2018-02-21,79679
2018-02-22,76386
2018-02-23,72785
2018-02-24,69148
2018-02-25,65924
2018-02-26,62729
2018-02-27,60727
2018-02-28,60205
2018-03-01,59025
2018-03-02,59251
2018-03-03,59827
2018-03-04,57929
2018-03-05,58555
2018-03-06,60030
2018-03-07,59710
2018-03-08,58326
2018-03-09,56619
2018-03-10,54644
2018-03-11,54280
2018-03-12,53426
2018-03-13,54700
2018-03-14,54740
2018-03-15,54539
2018-03-16,53928
2018-03-17,52258
2018-03-18,50514
2018-03-20,51877
2018-03-22,55186
2018-03-23,53369
2018-03-24,53068
2018-03-25,53950
2018-03-26,55400
2018-03-27,55543
2018-03-28,55079
2018-03-29,54991
2018-03-30,54524
2018-03-31,54550
2018-04-01,54873
2018-04-02,55742
2018-04-03,57344
2018-04-04,59780
2018-04-05,59907
2018-04-06,60444
2018-04-07,61304
2018-04-08,62091
2018-04-09,62837
2018-04-10,62098
2018-04-11,61267
2018-04-12,59858
2018-04-13,58611
2018-04-14,58201
2018-04-15,57818
2018-04-16,58534
2018-04-17,60829
2018-04-18,61547
2018-04-19,60649
2018-04-20,60213
2018-04-21,59725
2018-04-22,60261
2018-04-23,61868
2018-04-24,63303
2018-04-25,65575
2018-04-26,68684
2018-04-27,71257
2018-04-28,71300
2018-04-29,68787
2018-04-30,66676
2018-05-01,65493
2018-05-02,65691
2018-05-03,66069
2018-05-04,65688
2018-05-05,68502
2018-05-06,68152
2018-05-07,68669
2018-05-08,69126
2018-05-09,69772
2018-05-10,70639
2018-05-11,71403
2018-05-12,71386
2018-05-13,69372
2018-05-14,68222
2018-05-15,68807
2018-05-16,68601
2018-05-17,68072
2018-05-18,67558
2018-05-19,69024
2018-05-20,68301
2018-05-21,69275
2018-05-22,69294
2018-05-23,69620
2018-05-24,70272
2018-05-25,70428
2018-05-26,68456
2018-05-27,68272
2018-05-28,68481
2018-05-29,68291
2018-05-30,68340
2018-05-31,67408
2018-06-01,67250
2018-06-02,68140
2018-06-03,68962
2018-06-04,68132
2018-06-05,67384
2018-06-06,66629
2018-06-07,65915
2018-06-08,66503
2018-06-09,68299
2018-06-10,70104
2018-06-11,71413
2018-06-12,73962
2018-06-13,76401
2018-06-14,76716
2018-06-15,75294
2018-06-16,72661
2018-06-17,71597
2018-06-18,71941
2018-06-19,71537
2018-06-20,70244
2018-06-21,69272
2018-06-22,68429
2018-06-23,69147
2018-06-24,68898
2018-06-25,68289
2018-06-26,66163
2018-06-27,65593
2018-06-28,65323
2018-06-29,65684
2018-06-30,66168
2018-07-01,66580
2018-07-02,67771
2018-07-03,68450
2018-07-04,68636
2018-07-05,70116
2018-07-06,71127
2018-07-07,71870
2018-07-08,73292
2018-07-09,74704
2018-07-10,76889
2018-07-11,78318
2018-07-12,78161
2018-07-13,78931
2018-07-14,79165
2018-07-15,80065
2018-07-16,80909
2018-07-17,82048
2018-07-18,83754
2018-07-19,85185
2018-07-20,84122
2018-07-21,83890
2018-07-22,84519
2018-07-23,85329
2018-07-24,86421
2018-07-25,87188
2018-07-26,88291
2018-07-27,88887
2018-07-28,90555
2018-07-29,89493
2018-07-30,89651
2018-07-31,90726
2018-08-01,93113
2018-08-02,95897
2018-08-03,97899
2018-08-04,100634
2018-08-05,103613
2018-08-06,102345
2018-08-07,100619
2018-08-08,97935
2018-08-09,96071
2018-08-10,94195
2018-08-11,93209
2018-08-12,94158
2018-08-14,96526
2018-08-16,99767
2018-08-17,99420
2018-08-18,99153
2018-08-19,98519
2018-08-20,97460
2018-08-21,93931
2018-08-22,90580
2018-08-23,88437
2018-08-24,86704
2018-08-25,86069
2018-08-26,85381
2018-08-27,87181
2018-08-28,90329
2018-08-29,91849
2018-08-30,93888
2018-08-31,93738
2018-09-01,93677
2018-09-02,93133
2018-09-03,92972
2018-09-04,92920
2018-09-05,94560
2018-09-06,95034
2018-09-07,96455
2018-09-08,98572
2018-09-09,101091
2018-09-10,101342
2018-09-11,99428
2018-09-12,99976
2018-09-13,100657
2018-09-14,99348
2018-09-15,97806
2018-09-16,98387
2018-09-17,97391
2018-09-18,95375
2018-09-19,95563
2018-09-20,97023
2018-09-21,97070
2018-09-22,97859
2018-09-23,96458
2018-09-24,94758
2018-09-25,93620
2018-09-26,94545
2018-09-27,94751
2018-09-28,95343
2018-09-29,96019
2018-09-30,95817
2018-10-01,96344
2018-10-02,99169
2018-10-03,101008
2018-10-04,104272
2018-10-05,104677
2018-10-06,106133
2018-10-07,109152
2018-10-08,111406
2018-10-09,113052
2018-10-10,113968
2018-10-11,113358
2018-10-12,113191
2018-10-13,111517
2018-10-14,108159
2018-10-15,105400
2018-10-16,105277
2018-10-17,104669
2018-10-18,106779
2018-10-19,105061
2018-10-20,104538
2018-10-21,102664
2018-10-22,102096
2018-10-23,100719
2018-10-24,97836
2018-10-25,96378
2018-10-26,96307
2018-10-27,94878
2018-10-28,91940
2018-10-29,89203
2018-10-30,86480
2018-10-31,84715
2018-11-01,83317
2018-11-03,83600
2018-11-04,81676
2018-11-05,80726
2018-11-06,80555
2018-11-07,81500
2018-11-08,80441
2018-11-09,78855
2018-11-10,78164
2018-11-11,77726
2018-11-12,77581
2018-11-13,77863
2018-11-14,77773
2018-11-15,79044
2018-11-16,78864
2018-11-17,79543
2018-11-18,79544
2018-11-19,80094
2018-11-20,78824
2018-11-21,80121
2018-11-22,80574
2018-11-23,80086
2018-11-24,81897
2018-11-25,84139
2018-11-26,85078
2018-11-27,87948
2018-11-28,89028
2018-11-29,89452
2018-12-01,90158
2018-12-02,92244
2018-12-03,96008
2018-12-04,100328
2018-12-05,103105
2018-12-07,105876
2018-12-09,102800
2018-12-10,101276
2018-12-11,99231
2018-12-12,96098
2018-12-13,94186
2018-12-14,93421
2018-12-15,93637
2018-12-16,92716
2018-12-17,94461
2018-12-18,93945
2018-12-19,94831
2018-12-20,94403
2018-12-21,95137
2018-12-22,93279
2018-12-23,93067
2018-12-24,94402
2018-12-25,96193
2018-12-26,96100
2018-12-27,98020
2018-12-28,98333
2018-12-29,98208
2018-12-30,97747
2018-12-31,96503
2019-01-01,96256
2019-01-02,94279
2019-01-03,94416
2019-01-04,96290
2019-01-05,96719
2019-01-06,94573
2019-01-08,92650
2019-01-10,90446
2019-01-11,89509
2019-01-12,87944
2019-01-13,87585
2019-01-14,87916
2019-01-15,87565
2019-01-16,87059
2019-01-17,85766
2019-01-18,84293
2019-01-19,83285
2019-01-20,82044
2019-01-21,82063
2019-01-22,79990
2019-01-23,78618
2019-01-24,78636
2019-01-25,77571
2019-01-26,76271
2019-01-27,75925
2019-01-28,77102
2019-01-29,76988
2019-01-30,76848
2019-01-31,79761
2019-02-01,83492
2019-02-02,85326
2019-02-03,84418
2019-02-04,84093
2019-02-05,84531
2019-02-06,86946
2019-02-07,87480
2019-02-08,89140
2019-02-09,90018
2019-02-10,89063
2019-02-11,88441
2019-02-12,87094
2019-02-13,86003
2019-02-14,86398
2019-02-15,86361
2019-02-16,86397
2019-02-17,85616
2019-02-18,85238
2019-02-19,86069
2019-02-20,86266
2019-02-21,86185
2019-02-22,87707
2019-02-23,88315
2019-02-24,89329
2019-02-25,89857
2019-02-26,90451
2019-02-27,89827
2019-02-28,89977
2019-03-01,92246
2019-03-02,95580
2019-03-03,96073
2019-03-04,97566
2019-03-05,97350
2019-03-06,98345
2019-03-07,98549
2019-03-08,96210
2019-03-09,95464
2019-03-10,93943
2019-03-11,91844
2019-03-12,90990
2019-03-13,90097
2019-03-14,90601
2019-03-15,90540
2019-03-16,89543
2019-03-17,91252
2019-03-18,92616
2019-03-19,92860
2019-03-20,93706
2019-03-21,92504
