date_obj,Rune%20plateskirt price
2017-04-17,41542
2017-04-18,41550
2017-04-19,41234
2017-04-20,40398
2017-04-21,39000
2017-04-22,38891
2017-04-23,38765
2017-04-24,38585
2017-04-25,38193
2017-04-26,37903
2017-04-27,38482
2017-04-28,39812
2017-04-29,39592
2017-04-30,40266
2017-05-01,39769
2017-05-02,40250
2017-05-03,39943
2017-05-04,39389
2017-05-05,39562
2017-05-06,39138
2017-05-07,38835
2017-05-08,38671
2017-05-09,38772
2017-05-10,39143
2017-05-11,38618
2017-05-12,38352
2017-05-13,38820
2017-05-14,38912
2017-05-15,38676
2017-05-16,38688
2017-05-17,38619
2017-05-18,38806
2017-05-19,38743
2017-05-20,38548
2017-05-21,38495
2017-05-22,38523
2017-05-23,38513
2017-05-24,38321
2017-05-25,37045
2017-05-26,37659
2017-05-27,37698
2017-05-28,37868
2017-05-29,37876
2017-05-30,37954
2017-05-31,37853
2017-06-01,37861
2017-06-02,37894
2017-06-03,37857
2017-06-06,37908
2017-06-07,37909
2017-06-08,37848
2017-06-09,37870
2017-06-10,37813
2017-06-11,37877
2017-06-12,37903
2017-06-13,37906
2017-06-14,37890
2017-06-15,37914
2017-06-16,37932
2017-06-17,37969
2017-06-18,37852
2017-06-19,37956
2017-06-20,37985
2017-06-21,37960
2017-06-22,37936
2017-06-23,37862
2017-06-24,37864
2017-06-25,37945
2017-06-26,37981
2017-06-27,37967
2017-06-28,37922
2017-06-29,37975
2017-06-30,37929
2017-07-01,37936
2017-07-02,37899
2017-07-03,37934
2017-07-04,37895
2017-07-05,37928
2017-07-06,37924
2017-07-07,37936
2017-07-08,37918
2017-07-13,37966
2017-07-14,37965
2017-07-15,37949
2017-07-16,37940
2017-07-17,37995
2017-07-18,38025
2017-07-19,38026
2017-07-20,38011
2017-07-21,37994
2017-07-22,37978
2017-07-23,38015
2017-07-24,38010
2017-07-25,38021
2017-07-26,38016
2017-07-27,38020
2017-07-28,37953
2017-07-29,37868
2017-07-30,37951
2017-07-31,37953
2017-08-01,37996
2017-08-02,38017
2017-08-03,38018
2017-08-04,38004
2017-08-05,37972
2017-08-06,37957
2017-08-09,38045
2017-08-10,38001
2017-08-11,37877
2017-08-12,37813
2017-08-13,38018
2017-08-14,38008
2017-08-15,37980
2017-08-17,37989
2017-08-18,37812
2017-08-19,37930
2017-08-20,37972
2017-08-21,38004
2017-08-22,37999
2017-08-23,38026
2017-08-24,38048
2017-08-25,38033
2017-08-26,37934
2017-08-27,37974
2017-08-28,38009
2017-08-29,38009
2017-08-30,37943
2017-08-31,37965
2017-09-01,37899
2017-09-02,37977
2017-09-03,38027
2017-09-04,37979
2017-09-05,37996
2017-09-06,37992
2017-09-07,37970
2017-09-08,37994
2017-09-09,37946
2017-09-10,37966
2017-09-11,38051
2017-09-12,37976
2017-09-13,38036
2017-09-14,38004
2017-09-15,38037
2017-09-16,37929
2017-09-17,37962
2017-09-19,38009
2017-09-20,38023
2017-09-21,38023
2017-09-22,38016
2017-09-23,38012
2017-09-24,37953
2017-09-25,37967
2017-09-26,37876
2017-09-27,37906
2017-09-28,37996
2017-09-29,38009
2017-09-30,37903
2017-10-01,37945
2017-10-02,37991
2017-10-03,38007
2017-10-04,38013
2017-10-05,37700
2017-10-06,37992
2017-10-07,37966
2017-10-08,37935
2017-10-09,37949
2017-10-10,37995
2017-10-11,38005
2017-10-12,38001
2017-10-13,37961
2017-10-14,38009
2017-10-15,38022
2017-10-16,37952
2017-10-17,37969
2017-10-18,38022
2017-10-19,38030
2017-10-20,37871
2017-10-21,37983
2017-10-22,37962
2017-10-23,38003
2017-10-24,38038
2017-10-25,37927
2017-10-26,38004
2017-10-27,37824
2017-10-28,37786
2017-10-29,37836
2017-10-30,37979
2017-10-31,37968
2017-11-01,37973
2017-11-02,38010
2017-11-03,37928
2017-11-04,37942
2017-11-05,37996
2017-11-06,37980
2017-11-07,37970
2017-11-08,37980
2017-11-09,37971
2017-11-10,37984
2017-11-11,37984
2017-11-12,37897
2017-11-13,37966
2017-11-14,37964
2017-11-15,37972
2017-11-16,37953
2017-11-17,37968
2017-11-18,37950
2017-11-19,37928
2017-11-20,37916
2017-11-21,37977
2017-11-22,37933
2017-11-23,37940
2017-11-24,37924
2017-11-25,37917
2017-11-26,37953
2017-11-27,37984
2017-11-28,37925
2017-11-29,37991
2017-11-30,38003
2017-12-01,37928
2017-12-02,37912
2017-12-03,37892
2017-12-04,38023
2017-12-05,38032
2017-12-06,37933
2017-12-07,37996
2017-12-08,38027
2017-12-09,37991
2017-12-10,38061
2017-12-11,37971
2017-12-12,37881
2017-12-13,37929
2017-12-14,37978
2017-12-15,38000
2017-12-16,37952
2017-12-17,37955
2017-12-18,37973
2017-12-19,37958
2017-12-20,37982
2017-12-21,38023
2017-12-22,38011
2017-12-23,37943
2017-12-24,37972
2017-12-25,37971
2017-12-26,37979
2017-12-27,37965
2017-12-28,37962
2017-12-29,37921
2017-12-30,37972
2017-12-31,37990
2018-01-01,37974
2018-01-02,37903
2018-01-03,37938
2018-01-04,37876
2018-01-05,37932
2018-01-06,37942
2018-01-07,37945
2018-01-08,37951
2018-01-09,37983
2018-01-10,37955
2018-01-11,38012
2018-01-12,37948
2018-01-13,37960
2018-01-14,37968
2018-01-15,37953
2018-01-16,37909
2018-01-17,37962
2018-01-18,37983
2018-01-19,37988
2018-01-20,37969
2018-01-21,37972
2018-01-22,37992
2018-01-23,37982
2018-01-24,37980
2018-01-25,37986
2018-01-26,37980
2018-01-27,37994
2018-01-28,37962
2018-01-29,38013
2018-01-30,37954
2018-02-01,37945
2018-02-02,37978
2018-02-03,37966
2018-02-04,37978
2018-02-05,37963
2018-02-06,37980
2018-02-07,37974
2018-02-08,37945
2018-02-09,37946
2018-02-10,37723
2018-02-11,37851
2018-02-12,37865
2018-02-13,37890
2018-02-14,37897
2018-02-15,37873
2018-02-16,37837
2018-02-17,37733
2018-02-18,37801
2018-02-19,37844
2018-02-20,37860
2018-02-21,37892
2018-02-22,37899
2018-02-23,37929
2018-02-24,37905
2018-02-25,37921
2018-02-26,38003
2018-02-27,37926
2018-02-28,37999
2018-03-01,37994
2018-03-02,38002
2018-03-03,38001
2018-03-04,38133
2018-03-05,37960
2018-03-06,37951
2018-03-07,38002
2018-03-08,37983
2018-03-09,37968
2018-03-10,37933
2018-03-11,37976
2018-03-12,37986
2018-03-13,37977
2018-03-14,37795
2018-03-15,37989
2018-03-16,38004
2018-03-17,37971
2018-03-18,37977
2018-03-19,38024
2018-03-20,38023
2018-03-21,38015
2018-03-23,38003
2018-03-24,37987
2018-03-26,37973
2018-03-27,38007
2018-03-28,38019
2018-03-29,37980
2018-03-30,37968
2018-03-31,38011
2018-04-01,38007
2018-04-02,38004
2018-04-03,37945
2018-04-04,37996
2018-04-05,38018
2018-04-06,38027
2018-04-08,37997
2018-04-09,38003
2018-04-10,38002
2018-04-11,38010
2018-04-12,38019
2018-04-13,38007
2018-04-14,37981
2018-04-15,37998
2018-04-16,38024
2018-04-17,37967
2018-04-18,37988
2018-04-19,37976
2018-04-20,37980
2018-04-21,37976
2018-04-22,37989
2018-04-23,37984
2018-04-24,37996
2018-04-25,37978
2018-04-26,37988
2018-04-27,38000
2018-04-28,37902
2018-04-29,37916
2018-04-30,37990
2018-05-01,38006
2018-05-02,37965
2018-05-03,37980
2018-05-04,38006
2018-05-05,37993
2018-05-06,37975
2018-05-07,38001
2018-05-08,38016
2018-05-09,37974
2018-05-10,37975
2018-05-11,38006
2018-05-12,37988
2018-05-13,37929
2018-05-14,37940
2018-05-15,38001
2018-05-16,37994
2018-05-17,38006
2018-05-18,37986
2018-05-19,38000
2018-05-20,37997
2018-05-21,37997
2018-05-22,37968
2018-05-23,38023
2018-05-24,38020
2018-05-25,38034
2018-05-26,38006
2018-05-27,38019
2018-05-28,38026
2018-05-29,38007
2018-05-30,37982
2018-05-31,38041
2018-06-01,38021
2018-06-02,37973
2018-06-03,38000
2018-06-04,38023
2018-06-05,38004
2018-06-06,37922
2018-06-07,37879
2018-06-08,37972
2018-06-09,37908
2018-06-10,37891
2018-06-11,37947
2018-06-12,37897
2018-06-13,37989
2018-06-14,37959
2018-06-15,37947
2018-06-16,37686
2018-06-17,37830
2018-06-18,37929
2018-06-19,37970
2018-06-20,38038
2018-06-21,37964
2018-06-22,37989
2018-06-23,37930
2018-06-24,37963
2018-06-25,38032
2018-06-26,37938
2018-06-27,38015
2018-06-28,37906
2018-06-29,37961
2018-06-30,37914
2018-07-01,37945
2018-07-02,37951
2018-07-03,37940
2018-07-04,37923
2018-07-05,37954
2018-07-06,37969
2018-07-07,37982
2018-07-08,37979
2018-07-09,37988
2018-07-10,37983
2018-07-11,37971
2018-07-12,37991
2018-07-13,37954
2018-07-14,37946
2018-07-15,37950
2018-07-16,37935
2018-07-17,37943
2018-07-18,37974
2018-07-19,37995
2018-07-20,38004
2018-07-21,37984
2018-07-22,37976
2018-07-23,37975
2018-07-24,37953
2018-07-25,38038
2018-07-26,38112
2018-07-27,37786
2018-07-28,37861
2018-07-29,37965
2018-07-30,37960
2018-07-31,37991
2018-08-01,37944
2018-08-02,37992
2018-08-03,38025
2018-08-04,37916
2018-08-05,37916
2018-08-06,37926
2018-08-07,37945
2018-08-08,37955
2018-08-09,37968
2018-08-10,37943
2018-08-11,37900
2018-08-12,37813
2018-08-14,37910
2018-08-16,37898
2018-08-17,37862
2018-08-18,37914
2018-08-19,37910
2018-08-20,37937
2018-08-21,37948
2018-08-22,37932
2018-08-23,37911
2018-08-24,37925
2018-08-25,37963
2018-08-26,37964
2018-08-27,37916
2018-08-28,37897
2018-08-29,37942
2018-08-30,37967
2018-08-31,37941
2018-09-01,37988
2018-09-02,37958
2018-09-03,37876
2018-09-04,37943
2018-09-05,37973
2018-09-06,38014
2018-09-07,37936
2018-09-08,37946
2018-09-09,37833
2018-09-10,37914
2018-09-11,37959
2018-09-12,37936
2018-09-13,37979
2018-09-14,37959
2018-09-15,37982
2018-09-16,37901
2018-09-17,37957
2018-09-18,37963
2018-09-19,37945
2018-09-20,37970
2018-09-21,37901
2018-09-22,37944
2018-09-23,37960
2018-09-24,37991
2018-09-25,37996
2018-09-26,37992
2018-09-27,37952
2018-09-28,37973
2018-09-29,37946
2018-09-30,37859
2018-10-02,37933
2018-10-03,37961
2018-10-04,37908
2018-10-05,37946
2018-10-06,37948
2018-10-07,37762
2018-10-08,37947
2018-10-09,37976
2018-10-10,37991
2018-10-11,37969
2018-10-12,37992
2018-10-13,37979
2018-10-14,38064
2018-10-15,37968
2018-10-16,37853
2018-10-17,37774
2018-10-18,37960
2018-10-19,38046
2018-10-20,38035
2018-10-21,38056
2018-10-22,37976
2018-10-23,37977
2018-10-24,37982
2018-10-25,37996
2018-10-26,38021
2018-10-27,37982
2018-10-28,37897
2018-10-29,37969
2018-10-30,37964
2018-10-31,37966
2018-11-01,38022
2018-11-03,37978
2018-11-04,37995
2018-11-05,37984
2018-11-06,37981
2018-11-07,37999
2018-11-08,38003
2018-11-09,38014
2018-11-10,38005
2018-11-11,37909
2018-11-12,37903
2018-11-13,37936
2018-11-14,37975
2018-11-15,38008
2018-11-16,37978
2018-11-17,37973
2018-11-18,37953
2018-11-19,37933
2018-11-20,37943
2018-11-21,37946
2018-11-22,37964
2018-11-23,37968
2018-11-24,37954
2018-11-25,37987
2018-11-26,37984
2018-11-27,38021
2018-11-28,37999
2018-11-29,37992
2018-12-01,38024
2018-12-02,37948
2018-12-03,37979
2018-12-04,37985
2018-12-05,37969
2018-12-07,37967
2018-12-09,38036
2018-12-10,37972
2018-12-11,37991
2018-12-12,38011
2018-12-13,38019
2018-12-14,38016
2018-12-15,38021
2018-12-16,37968
2018-12-17,37934
2018-12-18,37996
2018-12-19,38009
2018-12-20,37989
2018-12-21,37986
2018-12-22,37996
2018-12-23,37986
2018-12-24,37988
2018-12-25,37931
2018-12-26,37958
2018-12-27,37926
2018-12-28,37930
2018-12-29,37947
2018-12-30,37965
2018-12-31,37975
2019-01-01,37965
2019-01-02,37990
2019-01-03,37990
2019-01-04,37967
2019-01-05,38002
2019-01-06,38002
2019-01-08,37997
2019-01-10,37931
2019-01-11,37924
2019-01-12,37934
2019-01-13,37900
2019-01-14,37949
2019-01-15,37977
2019-01-16,38003
2019-01-17,37991
2019-01-18,37974
2019-01-19,37975
2019-01-20,37969
2019-01-21,37982
2019-01-22,37991
2019-01-23,37986
2019-01-24,37987
2019-01-25,37961
2019-01-26,37928
2019-01-27,37931
2019-01-28,37942
2019-01-29,37969
2019-01-30,37945
2019-01-31,37978
2019-02-01,38003
2019-02-02,38032
2019-02-03,37991
2019-02-04,37974
2019-02-05,37961
2019-02-06,37992
2019-02-07,37994
2019-02-08,37965
2019-02-09,37971
2019-02-10,37959
2019-02-11,37991
2019-02-12,38015
2019-02-13,37982
2019-02-14,38021
2019-02-15,37956
2019-02-16,37953
2019-02-17,37947
2019-02-18,37975
2019-02-19,37984
2019-02-20,37988
2019-02-21,37990
2019-02-22,37984
2019-02-23,37988
2019-02-24,38009
2019-02-25,38016
2019-02-26,37991
2019-02-27,37992
2019-02-28,37995
2019-03-01,37989
2019-03-02,38002
2019-03-03,38024
2019-03-04,38039
2019-03-05,38089
2019-03-06,38055
2019-03-07,38043
2019-03-08,38132
2019-03-09,38099
2019-03-10,38046
2019-03-11,38045
2019-03-12,38012
2019-03-13,37991
2019-03-14,37983
2019-03-15,37977
2019-03-16,37964
2019-03-17,37948
2019-03-18,37989
2019-03-19,37994
2019-03-20,37963
2019-03-21,37998
2019-03-22,38016
2019-03-23,37999
2019-03-24,38018
2019-03-25,37995
2019-03-26,38045
2019-03-27,38039
2019-03-28,37966
2019-03-29,37994
2019-03-30,38068
2019-03-31,38019
2019-04-01,38039
2019-04-02,37827
2019-04-03,37962
