date_obj,Frozen%20whip%20mix price
2019-03-26,110797
2019-03-27,110797
2019-03-28,107619
2019-03-29,109934
2019-03-30,109934
2019-03-31,113511
2019-04-01,118929
2019-04-02,114372
2019-04-03,109366
2019-04-04,107457
2019-04-05,108385
2019-04-06,109750
2019-04-07,106101
2019-04-08,103168
2019-04-09,104498
2019-04-10,107134
2019-04-11,109331
2019-04-12,108350
2019-04-13,107620
2019-04-14,107458
2019-04-15,108714
2019-04-16,108561
2019-04-17,108367
2019-04-18,108585
2019-04-19,107931
2019-04-20,103012
2019-04-21,103327
2019-04-22,107412
2019-04-23,107673
2019-04-24,108066
2019-04-25,106949
2019-04-26,108200
2019-04-27,108757
2019-04-28,109152
2019-04-29,109981
2019-04-30,109665
2019-05-01,111796
2019-05-02,111867
2019-05-03,111137
2019-05-04,105580
2019-05-05,108225
2019-05-06,108919
2019-05-07,108195
2019-05-08,107810
2019-05-09,111164
2019-05-10,116406
2019-05-11,121921
2019-05-12,128018
2019-05-13,134419
2019-05-14,141140
2019-05-15,148197
2019-05-16,154045
2019-05-17,154045
2019-05-18,161578
2019-05-19,168296
2019-05-20,168590
2019-05-21,163255
2019-05-22,156339
2019-05-23,162069
2019-05-24,168770
2019-05-25,167887
2019-05-26,159492
2019-05-27,151517
2019-05-28,145779
2019-05-29,146283
2019-05-30,142969
2019-05-31,142969
2019-06-01,138656
2019-06-02,140064
2019-06-03,144345
2019-06-04,149791
2019-06-05,153430
2019-06-06,160395
2019-06-07,157967
2019-06-08,151792
2019-06-09,144864
2019-06-10,144864
2019-06-11,148881
2019-06-12,142366
2019-06-13,144883
2019-06-14,151583
2019-06-15,158095
2019-06-16,165890
2019-06-17,172047
2019-06-18,180172
2019-06-19,186669
2019-06-20,195018
2019-06-21,203355
2019-06-22,204214
2019-06-23,212702
2019-06-24,222234
2019-06-25,230802
2019-06-26,240893
2019-06-27,240983
2019-06-28,240983
2019-06-29,237693
2019-06-30,232424
2019-07-01,227579
2019-07-02,221855
2019-07-03,220277
2019-07-04,220277
2019-07-05,222387
2019-07-06,217576
2019-07-07,208685
2019-07-08,200384
2019-07-09,202922
2019-07-10,209453
2019-07-11,214830
2019-07-12,224809
2019-07-13,224809
2019-07-14,236050
2019-07-15,236050
2019-07-16,247853
2019-07-17,259332
2019-07-18,263454
2019-07-19,252692
2019-07-20,253953
2019-07-21,253682
2019-07-22,247818
2019-07-23,241271
2019-07-24,241271
2019-07-25,231623
2019-07-26,225894
2019-07-27,222142
2019-07-28,222269
2019-07-29,218878
2019-07-30,220433
2019-07-31,216097
2019-08-01,225705
2019-08-02,230412
2019-08-03,227863
2019-08-04,221287
2019-08-05,213157
2019-08-06,213157
2019-08-07,213733
2019-08-08,213733
2019-08-09,216878
2019-08-10,218414
2019-08-11,225551
2019-08-12,219809
2019-08-13,211751
2019-08-14,205542
2019-08-15,200598
2019-08-16,196934
2019-08-17,196934
2019-08-18,198727
2019-08-19,203055
2019-08-20,199408
2019-08-21,199408
2019-08-22,194562
2019-08-23,191221
2019-08-24,196046
2019-08-24,196046
2019-08-25,196046
2019-08-25,196046
2019-08-26,203012
2019-08-27,203745
2019-08-27,203745
2019-08-28,195344
2019-08-29,195344
2019-08-30,187330
2019-08-31,187330
2019-09-01,186453
2019-09-02,186453
2019-09-03,187948
2019-09-04,187984
2019-09-05,187984
2019-09-06,196243
2019-09-07,201360
2019-09-08,199055
2019-09-09,199055
2019-09-10,192225
2019-09-11,193490
2019-09-12,193490
2019-09-13,201776
2019-09-14,208815
2019-09-15,206915
2019-09-16,209946
2019-09-17,218766
2019-09-18,221780
2019-09-19,220733
2019-09-20,220733
2019-09-21,224968
2019-09-22,234425
2019-09-23,242725
2019-09-24,242725
2019-09-25,239493
2019-09-26,239904
2019-09-27,239904
2019-09-28,237601
2019-09-29,237601
2019-09-30,231953
2019-10-01,231737
2019-10-02,231737
2019-10-03,236008
2019-10-04,244088
2019-10-05,249097
2019-10-06,255417
2019-10-07,255417
2019-10-08,261149
2019-10-09,261149
2019-10-10,260542
2019-10-11,260542
2019-10-12,248541
2019-10-13,237023
2019-10-14,229558
2019-10-15,229558
2019-10-16,230638
2019-10-17,230638
2019-10-18,225262
2019-10-19,236023
2019-10-20,246903
2019-10-21,257991
2019-10-22,269945
2019-10-23,282248
2019-10-24,294812
2019-10-25,308140
2019-10-26,321767
2019-10-27,336164
2019-10-28,352322
2019-10-29,352322
2019-10-30,368179
2019-10-31,384857
2019-11-01,402597
2019-11-02,420391
2019-11-03,440276
2019-11-04,455033
2019-11-05,455033
2019-11-06,465944
2019-11-07,447143
2019-11-08,425353
2019-11-09,404085
2019-11-10,383880
2019-11-11,364686
2019-11-12,348112
2019-11-13,348112
2019-11-14,330706
2019-11-15,318562
2019-11-16,318164
2019-11-17,318164
2019-11-18,322975
2019-11-19,322975
2019-11-20,337979
2019-11-21,337979
2019-11-22,353900
2019-11-23,370038
2019-11-24,386323
2019-11-25,401401
2019-11-26,411278
2019-11-27,411278
2019-11-28,394687
2019-11-29,394687
2019-11-30,396218
2019-12-01,396218
2019-12-02,408268
2019-12-03,405727
2019-12-04,405727
2019-12-05,390533
2019-12-06,371971
2019-12-07,356681
2019-12-08,356681
2019-12-09,367000
2019-12-10,376470
2019-12-11,376470
2019-12-12,368020
2019-12-13,368020
2019-12-14,378617
2019-12-15,392294
2019-12-16,405482
2019-12-17,393198
2019-12-18,393198
2019-12-19,377533
2019-12-20,377533
2019-12-21,368599
2019-12-22,352965
2019-12-23,352965
2019-12-24,340872
2019-12-25,345561
2019-12-26,345561
2019-12-27,349875
2019-12-28,355103
2019-12-29,355103
2019-12-30,345278
2019-12-31,342371
2020-01-01,342371
2020-01-02,328808
2020-01-03,328808
2020-01-04,334570
2020-01-05,343412
2020-01-06,343412
2020-01-07,347175
2020-01-08,347175
2020-01-09,354237
2020-01-10,345619
2020-01-11,349390
2020-01-12,354746
2020-01-13,354746
2020-01-14,349531
2020-01-15,336674
2020-01-16,329210
2020-01-17,329193
2020-01-18,329193
2020-01-19,334745
2020-01-20,334745
2020-01-21,328580
2020-01-22,314885
2020-01-23,322157
2020-01-24,337383
2020-01-25,353188
2020-01-26,369619
2020-01-27,385574
2020-01-28,403056
2020-01-29,422398
2020-01-30,441836
2020-01-31,461413
2020-02-01,483311
2020-02-02,505941
2020-02-03,528800
2020-02-04,552272
2020-02-05,576926
2020-02-06,603385
2020-02-07,603385
2020-02-08,628142
2020-02-09,628142
2020-02-10,650016
2020-02-11,650016
2020-02-12,668626
2020-02-13,668626
2020-02-14,693838
2020-02-15,693838
2020-02-16,724154
2020-02-17,755422
2020-02-18,788354
2020-02-19,788354
2020-02-20,823559
2020-02-21,823559
2020-02-22,859945
2020-02-23,896842
2020-02-24,934594
2020-02-25,934594
2020-02-26,978404
2020-02-27,1022073
2020-02-28,1069990
2020-02-29,1069990
2020-03-01,1121758
2020-03-02,1121758
2020-03-03,1169014
2020-03-04,1169014
2020-03-05,1190921
2020-03-06,1190921
2020-03-07,1227998
2020-03-08,1227998
2020-03-09,1258511
2020-03-10,1257187
2020-03-11,1257187
2020-03-12,1196122
2020-03-13,1196122
2020-03-14,1136552
2020-03-15,1136552
2020-03-16,1084112
2020-03-17,1084112
2020-03-18,1075222
2020-03-19,1075222
2020-03-20,1062324
2020-03-21,1062324
2020-03-22,1015264
2020-03-23,1015264
2020-03-24,964500
2020-03-25,918928
2020-03-26,872981
2020-03-27,875344
2020-03-28,875344
2020-03-29,909637
2020-03-30,897602
2020-03-31,929659
2020-04-01,969224
2020-04-02,1013828
2020-04-03,1013828
2020-04-04,1064520
2020-04-05,1064520
2020-04-06,1108915
2020-04-07,1108915
2020-04-08,1137530
2020-04-09,1129664
2020-04-10,1129664
2020-04-11,1091187
2020-04-12,1046021
2020-04-13,1046021
2020-04-14,1004622
2020-04-15,1051544
2020-04-16,1051544
2020-04-17,1101105
2020-04-18,1152694
2020-04-19,1172873
2020-04-20,1122241
2020-04-21,1122241
2020-04-22,1068446
2020-04-23,1015023
2020-04-24,964271
2020-04-25,916057
2020-04-26,870254
2020-04-27,826741
2020-04-28,785403
2020-04-29,747888
2020-04-30,710493
2020-05-01,676290
2020-05-02,642475
2020-05-03,621072
2020-05-04,638418
2020-05-05,667939
2020-05-06,698038
2020-05-07,729217
2020-05-08,760091
2020-05-09,794465
2020-05-10,829569
2020-05-11,865748
2020-05-12,897405
2020-05-13,901758
