date_obj,Comp%20ogre%20bow price
2019-04-12,1105
2019-04-13,1119
2019-04-14,1123
2019-04-15,1066
2019-04-16,1025
2019-04-17,1025
2019-04-18,1016
2019-04-19,1028
2019-04-20,1040
2019-04-21,1050
2019-04-22,1063
2019-04-23,1061
2019-04-24,1073
2019-04-25,1091
2019-04-26,1103
2019-04-27,1129
2019-04-28,1109
2019-04-29,1128
2019-04-30,1118
2019-05-01,1062
2019-05-02,1054
2019-05-03,1064
2019-05-04,1074
2019-05-05,1024
2019-05-06,990
2019-05-07,983
2019-05-08,987
2019-05-09,991
2019-05-10,999
2019-05-11,1013
2019-05-12,1040
2019-05-13,1092
2019-05-14,1147
2019-05-15,1193
2019-05-16,1222
2019-05-17,1257
2019-05-18,1281
2019-05-19,1305
2019-05-20,1327
2019-05-21,1340
2019-05-22,1347
2019-05-23,1366
2019-05-24,1372
2019-05-25,1394
2019-05-26,1398
2019-05-27,1429
2019-05-28,1454
2019-05-29,1447
2019-05-30,1430
2019-05-31,1383
2019-06-01,1382
2019-06-02,1312
2019-06-03,1298
2019-06-04,1304
2019-06-05,1254
2019-06-06,1195
2019-06-07,1167
2019-06-08,1135
2019-06-09,1147
2019-06-10,1148
2019-06-11,1159
2019-06-12,1171
2019-06-13,1149
2019-06-14,1091
2019-06-15,1036
2019-06-16,984
2019-06-17,934
2019-06-18,887
2019-06-19,863
2019-06-20,843
2019-06-21,849
2019-06-22,842
2019-06-23,852
2019-06-24,858
2019-06-25,859
2019-06-26,857
2019-06-27,862
2019-06-28,872
2019-06-29,847
2019-06-30,830
2019-07-01,840
2019-07-02,840
2019-07-03,867
2019-07-04,869
2019-07-05,853
2019-07-06,866
2019-07-07,881
2019-07-08,891
2019-07-09,902
2019-07-10,911
2019-07-11,934
2019-07-12,956
2019-07-13,957
2019-07-14,950
2019-07-15,940
2019-07-16,939
2019-07-17,970
2019-07-18,1008
2019-07-19,1011
2019-07-20,1036
2019-07-21,1086
2019-07-22,1085
2019-07-23,1093
2019-07-24,1102
2019-07-25,1118
2019-07-26,1157
2019-07-27,1170
2019-07-28,1186
2019-07-29,1189
2019-07-30,1192
2019-07-31,1171
2019-08-01,1174
2019-08-02,1180
2019-08-03,1183
2019-08-04,1183
2019-08-05,1235
2019-08-06,1297
2019-08-07,1299
2019-08-08,1335
2019-08-09,1315
2019-08-10,1311
2019-08-11,1290
2019-08-12,1267
2019-08-13,1243
2019-08-14,1250
2019-08-15,1234
2019-08-16,1258
2019-08-17,1288
2019-08-18,1306
2019-08-19,1305
2019-08-20,1311
2019-08-21,1334
2019-08-22,1371
2019-08-23,1370
2019-08-24,1428
2019-08-24,1428
2019-08-25,1466
2019-08-25,1466
2019-08-26,1474
2019-08-26,1474
2019-08-27,1494
2019-08-27,1494
2019-08-28,1453
2019-08-29,1380
2019-08-30,1312
2019-08-31,1340
2019-09-01,1353
2019-09-02,1370
2019-09-03,1380
2019-09-04,1411
2019-09-05,1448
2019-09-06,1477
2019-09-07,1472
2019-09-08,1433
2019-09-09,1438
2019-09-10,1458
2019-09-11,1400
2019-09-12,1333
2019-09-13,1266
2019-09-14,1202
2019-09-15,1141
2019-09-16,1083
2019-09-17,1028
2019-09-18,976
2019-09-19,948
2019-09-20,909
2019-09-21,920
2019-09-22,930
2019-09-23,925
2019-09-24,934
2019-09-25,932
2019-09-26,928
2019-09-27,912
2019-09-28,891
2019-09-29,884
2019-09-30,891
2019-10-01,893
2019-10-02,864
2019-10-03,850
2019-10-04,857
2019-10-05,866
2019-10-06,889
2019-10-07,908
2019-10-08,917
2019-10-09,917
2019-10-10,926
2019-10-11,926
2019-10-12,941
2019-10-13,968
2019-10-14,1010
2019-10-15,1061
2019-10-16,1091
2019-10-17,1146
2019-10-18,1202
2019-10-19,1235
2019-10-20,1275
2019-10-21,1222
2019-10-22,1215
2019-10-23,1209
2019-10-24,1169
2019-10-25,1133
2019-10-26,1142
2019-10-27,1117
2019-10-28,1098
2019-10-29,1078
2019-10-30,1086
2019-10-31,1080
2019-11-01,1027
2019-11-02,975
2019-11-03,927
2019-11-04,911
2019-11-05,915
2019-11-06,919
2019-11-07,922
2019-11-08,908
2019-11-09,919
2019-11-10,942
2019-11-11,939
2019-11-12,936
2019-11-13,948
2019-11-14,948
2019-11-15,934
2019-11-16,931
2019-11-17,942
2019-11-18,899
2019-11-19,901
2019-11-20,911
2019-11-21,936
2019-11-22,939
2019-11-23,947
2019-11-24,962
2019-11-25,946
2019-11-26,953
2019-11-27,968
2019-11-28,978
2019-11-29,971
2019-11-30,965
2019-12-01,970
2019-12-02,961
2019-12-03,942
2019-12-04,947
2019-12-05,947
2019-12-06,944
2019-12-07,930
2019-12-08,918
2019-12-09,895
2019-12-10,904
2019-12-11,905
2019-12-12,896
2019-12-13,912
2019-12-14,954
2019-12-15,1001
2019-12-16,1021
2019-12-17,1058
2019-12-18,1090
2019-12-19,1114
2019-12-20,1103
2019-12-21,1103
2019-12-22,1095
2019-12-23,1130
2019-12-24,1173
2019-12-25,1177
2019-12-26,1155
2019-12-27,1116
2019-12-28,1127
2019-12-29,1157
2019-12-30,1162
2019-12-31,1177
2020-01-01,1144
2020-01-02,1086
2020-01-03,1070
2020-01-04,1068
2020-01-05,1077
2020-01-06,1081
2020-01-07,1055
2020-01-08,1071
2020-01-09,1086
2020-01-10,1089
2020-01-11,1085
2020-01-12,1085
2020-01-13,1063
2020-01-14,1059
2020-01-15,1059
2020-01-16,1070
2020-01-17,1102
2020-01-18,1125
2020-01-19,1148
2020-01-20,1152
2020-01-21,1129
2020-01-22,1129
2020-01-23,1126
2020-01-24,1071
2020-01-25,1054
2020-01-26,1044
2020-01-27,1031
2020-01-28,1037
2020-01-29,1044
2020-01-30,1092
2020-01-31,1147
2020-02-01,1163
2020-02-02,1194
2020-02-03,1235
2020-02-04,1297
2020-02-05,1362
2020-02-06,1431
2020-02-07,1488
2020-02-08,1418
2020-02-09,1371
2020-02-10,1327
2020-02-11,1308
2020-02-12,1298
2020-02-13,1262
2020-02-14,1309
2020-02-15,1357
2020-02-16,1378
2020-02-17,1370
2020-02-18,1318
2020-02-19,1303
2020-02-20,1315
2020-02-21,1330
2020-02-22,1334
2020-02-23,1324
2020-02-24,1282
2020-02-25,1262
2020-02-26,1256
2020-02-27,1260
2020-02-28,1252
2020-02-29,1249
2020-03-01,1209
2020-03-02,1150
2020-03-03,1145
2020-03-04,1155
2020-03-05,1142
2020-03-06,1127
2020-03-07,1103
2020-03-08,1059
2020-03-09,1029
2020-03-10,1018
2020-03-11,1018
2020-03-12,1033
2020-03-13,1079
2020-03-14,1079
2020-03-15,1090
2020-03-16,1105
2020-03-17,1119
2020-03-18,1125
2020-03-19,1126
2020-03-20,1113
2020-03-21,1128
2020-03-22,1147
2020-03-23,1167
2020-03-24,1129
2020-03-25,1078
2020-03-26,1089
2020-03-27,1124
2020-03-28,1148
2020-03-29,1177
2020-03-30,1233
2020-03-31,1295
2020-04-01,1357
2020-04-02,1402
2020-04-03,1440
2020-04-04,1398
2020-04-05,1385
2020-04-06,1375
2020-04-07,1336
2020-04-08,1306
2020-04-09,1312
2020-04-10,1308
2020-04-11,1250
2020-04-12,1218
2020-04-13,1210
2020-04-14,1201
2020-04-15,1174
2020-04-16,1115
2020-04-17,1072
2020-04-18,1072
2020-04-19,1109
2020-04-20,1107
2020-04-21,1126
2020-04-22,1122
2020-04-23,1132
2020-04-24,1091
2020-04-25,1111
2020-04-26,1141
2020-04-27,1144
2020-04-28,1154
2020-04-29,1096
2020-04-30,1067
2020-05-01,1079
2020-05-02,1089
2020-05-03,1093
2020-05-04,1081
2020-05-05,1048
2020-05-06,1021
2020-05-07,972
2020-05-08,942
2020-05-09,921
2020-05-10,932
2020-05-11,948
2020-05-12,961
2020-05-13,956
