date_obj,Maple%20seed price
2019-04-03,37986
2019-04-04,38810
2019-04-05,39705
2019-04-06,39668
2019-04-07,38740
2019-04-08,37710
2019-04-09,37292
2019-04-10,36877
2019-04-11,36331
2019-04-12,35251
2019-04-13,34331
2019-04-14,33905
2019-04-15,33801
2019-04-16,33709
2019-04-17,33984
2019-04-18,35116
2019-04-19,35311
2019-04-20,35596
2019-04-21,36094
2019-04-22,36294
2019-04-23,37147
2019-04-24,37761
2019-04-25,38217
2019-04-26,37842
2019-04-27,37098
2019-04-28,37196
2019-04-29,36906
2019-04-30,36499
2019-05-01,36467
2019-05-02,36434
2019-05-03,36139
2019-05-04,35543
2019-05-05,35165
2019-05-06,35506
2019-05-07,35242
2019-05-08,34700
2019-05-09,33896
2019-05-10,33413
2019-05-11,32984
2019-05-12,32801
2019-05-13,32660
2019-05-14,32890
2019-05-15,32565
2019-05-16,32712
2019-05-17,32747
2019-05-18,32960
2019-05-19,33512
2019-05-20,34369
2019-05-21,34498
2019-05-22,35458
2019-05-23,35709
2019-05-24,36638
2019-05-25,36521
2019-05-26,36264
2019-05-27,36518
2019-05-28,35793
2019-05-29,36046
2019-05-30,35989
2019-05-31,36061
2019-06-01,36012
2019-06-02,35519
2019-06-03,35442
2019-06-04,35372
2019-06-05,35252
2019-06-06,35075
2019-06-07,34746
2019-06-08,34036
2019-06-09,33558
2019-06-10,33442
2019-06-11,33280
2019-06-12,33205
2019-06-13,33157
2019-06-14,32899
2019-06-15,32121
2019-06-16,32061
2019-06-17,32223
2019-06-18,32282
2019-06-19,32393
2019-06-20,31869
2019-06-21,30800
2019-06-22,30412
2019-06-23,29283
2019-06-24,28461
2019-06-25,28337
2019-06-26,28518
2019-06-27,29296
2019-06-28,30267
2019-06-29,30834
2019-06-30,30217
2019-07-01,30147
2019-07-02,30052
2019-07-03,30910
2019-07-04,30841
2019-07-05,31041
2019-07-06,31052
2019-07-07,30265
2019-07-08,29890
2019-07-09,30037
2019-07-10,30257
2019-07-11,30175
2019-07-12,29825
2019-07-13,29675
2019-07-14,29266
2019-07-15,29170
2019-07-16,29369
2019-07-17,29665
2019-07-18,29744
2019-07-19,30404
2019-07-20,31008
2019-07-21,31663
2019-07-22,33004
2019-07-23,34601
2019-07-24,35402
2019-07-25,36983
2019-07-26,38813
2019-07-27,40447
2019-07-28,40562
2019-07-29,40878
2019-07-30,40980
2019-07-31,41101
2019-08-01,40009
2019-08-02,39496
2019-08-03,38147
2019-08-04,36294
2019-08-05,35780
2019-08-06,36196
2019-08-07,36689
2019-08-08,36646
2019-08-09,36892
2019-08-10,36227
2019-08-11,35817
2019-08-12,34781
2019-08-13,34424
2019-08-14,33412
2019-08-15,32987
2019-08-16,32311
2019-08-17,31790
2019-08-18,30908
2019-08-19,30086
2019-08-20,29793
2019-08-21,29860
2019-08-22,30007
2019-08-23,31208
2019-08-24,31716
2019-08-24,31716
2019-08-25,31309
2019-08-25,31309
2019-08-26,31834
2019-08-26,31834
2019-08-27,31663
2019-08-27,31663
2019-08-28,32475
2019-08-29,32357
2019-08-30,32830
2019-08-31,32387
2019-09-01,32718
2019-09-02,33367
2019-09-03,33794
2019-09-04,33220
2019-09-05,32843
2019-09-06,32861
2019-09-07,32950
2019-09-08,32276
2019-09-09,32022
2019-09-10,32043
2019-09-11,31802
2019-09-12,31225
2019-09-13,30955
2019-09-14,30340
2019-09-15,29411
2019-09-16,29673
2019-09-17,30051
2019-09-18,31005
2019-09-19,30553
2019-09-20,30530
2019-09-21,30103
2019-09-22,29662
2019-09-23,29697
2019-09-24,30031
2019-09-25,30725
2019-09-26,31827
2019-09-27,32366
2019-09-28,32583
2019-09-29,31689
2019-09-30,32729
2019-10-01,33778
2019-10-02,34180
2019-10-03,35166
2019-10-04,36256
2019-10-05,36354
2019-10-06,36614
2019-10-07,36786
2019-10-08,36795
2019-10-09,36723
2019-10-10,36759
2019-10-11,38334
2019-10-12,38726
2019-10-13,38500
2019-10-14,37456
2019-10-15,37194
2019-10-16,36264
2019-10-17,35506
2019-10-18,35462
2019-10-19,35531
2019-10-20,34631
2019-10-21,35211
2019-10-22,35628
2019-10-23,35524
2019-10-24,35863
2019-10-25,35878
2019-10-26,36083
2019-10-27,36284
2019-10-28,36367
2019-10-29,36431
2019-10-30,36652
2019-10-31,36913
2019-11-01,37530
2019-11-02,37086
2019-11-03,36126
2019-11-04,36060
2019-11-05,36241
2019-11-06,36473
2019-11-07,37100
2019-11-08,37714
2019-11-09,37518
2019-11-10,37974
2019-11-11,36996
2019-11-12,36671
2019-11-13,37226
2019-11-14,37470
2019-11-15,37305
2019-11-16,36990
2019-11-17,36296
2019-11-18,35971
2019-11-19,35910
2019-11-20,36442
2019-11-21,36781
2019-11-22,36391
2019-11-23,35942
2019-11-24,35815
2019-11-25,36070
2019-11-26,36261
2019-11-27,36709
2019-11-28,37261
2019-11-29,37202
2019-11-30,36827
2019-12-01,36728
2019-12-02,37037
2019-12-03,37036
2019-12-04,37097
2019-12-05,36597
2019-12-06,36684
2019-12-07,35921
2019-12-08,35813
2019-12-09,35345
2019-12-10,35667
2019-12-11,35689
2019-12-12,35720
2019-12-13,35722
2019-12-14,35923
2019-12-15,35084
2019-12-16,35305
2019-12-17,35538
2019-12-18,35596
2019-12-19,35338
2019-12-20,34884
2019-12-21,34420
2019-12-22,32853
2019-12-23,31881
2019-12-24,30602
2019-12-25,30261
2019-12-26,30113
2019-12-27,30276
2019-12-28,30364
2019-12-29,31328
2019-12-30,31623
2019-12-31,31905
2020-01-01,32112
2020-01-02,32514
2020-01-03,32694
2020-01-04,32732
2020-01-05,32241
2020-01-06,31559
2020-01-07,31468
2020-01-08,31537
2020-01-09,31579
2020-01-10,31987
2020-01-11,32125
2020-01-12,32041
2020-01-13,32133
2020-01-14,32035
2020-01-15,31709
2020-01-16,31225
2020-01-17,30981
2020-01-18,31159
2020-01-19,31413
2020-01-20,31819
2020-01-21,32158
2020-01-22,32113
2020-01-23,31607
2020-01-24,31336
2020-01-25,31406
2020-01-26,31372
2020-01-27,32070
2020-01-28,32280
2020-01-29,32441
2020-01-30,32562
2020-01-31,32374
2020-02-01,32659
2020-02-02,32699
2020-02-03,32815
2020-02-04,32551
2020-02-05,32331
2020-02-06,31540
2020-02-07,30903
2020-02-08,30349
2020-02-09,29354
2020-02-10,29431
2020-02-11,29592
2020-02-12,29570
2020-02-13,29419
2020-02-14,29822
2020-02-15,29291
2020-02-16,28591
2020-02-17,28624
2020-02-18,27939
2020-02-19,28144
2020-02-20,28396
2020-02-21,28546
2020-02-22,28125
2020-02-23,26980
2020-02-24,26615
2020-02-25,26826
2020-02-26,26998
2020-02-27,27591
2020-02-28,27990
2020-02-29,28038
2020-03-01,27746
2020-03-02,27635
2020-03-03,28066
2020-03-04,28233
2020-03-05,28391
2020-03-06,28333
2020-03-07,27581
2020-03-08,27839
2020-03-09,28175
2020-03-10,28455
2020-03-11,28422
2020-03-12,28798
2020-03-13,28884
2020-03-14,28555
2020-03-15,28077
2020-03-16,28291
2020-03-17,27788
2020-03-18,27567
2020-03-19,27357
2020-03-20,27443
2020-03-21,27655
2020-03-22,27104
2020-03-23,27548
2020-03-24,27957
2020-03-25,28731
2020-03-26,30015
2020-03-27,30413
2020-03-28,30647
2020-03-29,30642
2020-03-30,30843
2020-03-31,31106
2020-04-01,32015
2020-04-02,32923
2020-04-03,32800
2020-04-04,33192
2020-04-05,34040
2020-04-06,35488
2020-04-07,36389
2020-04-08,37292
2020-04-09,37516
2020-04-10,37804
2020-04-11,38204
2020-04-12,36933
2020-04-13,36613
2020-04-14,36696
2020-04-15,37354
2020-04-16,37827
2020-04-17,38279
2020-04-18,38498
2020-04-19,38098
2020-04-20,38230
2020-04-21,38900
2020-04-22,39623
2020-04-23,40881
2020-04-24,39580
2020-04-25,38009
2020-04-26,36986
2020-04-27,36474
2020-04-28,36058
2020-04-29,35379
2020-04-30,35796
2020-05-01,35645
2020-05-02,35523
2020-05-03,34978
2020-05-04,35319
2020-05-05,36221
2020-05-06,36560
2020-05-07,36974
2020-05-08,38101
2020-05-09,38031
2020-05-10,37378
2020-05-11,36585
2020-05-12,36690
2020-05-13,36843
