date_obj,Rune%20kiteshield%20(t) price
2019-04-05,40697
2019-04-06,40310
2019-04-07,39738
2019-04-08,39457
2019-04-09,39388
2019-04-10,39794
2019-04-11,40229
2019-04-12,40546
2019-04-13,39930
2019-04-14,39607
2019-04-15,40071
2019-04-16,39524
2019-04-17,38963
2019-04-18,38849
2019-04-19,39032
2019-04-20,39244
2019-04-21,39409
2019-04-22,38797
2019-04-23,38532
2019-04-24,37817
2019-04-25,37422
2019-04-26,37203
2019-04-27,37512
2019-04-28,37870
2019-04-29,37489
2019-04-30,37184
2019-05-01,36723
2019-05-02,36149
2019-05-03,35478
2019-05-04,35107
2019-05-05,35295
2019-05-06,36097
2019-05-07,36058
2019-05-08,36445
2019-05-09,35956
2019-05-10,36396
2019-05-11,36192
2019-05-12,36515
2019-05-13,36686
2019-05-14,36383
2019-05-15,36221
2019-05-16,36482
2019-05-17,36405
2019-05-18,36847
2019-05-19,36890
2019-05-20,36641
2019-05-21,36518
2019-05-22,36450
2019-05-23,36909
2019-05-24,37351
2019-05-25,36979
2019-05-26,37167
2019-05-27,37108
2019-05-28,36805
2019-05-29,37198
2019-05-30,37360
2019-05-31,37450
2019-06-01,37636
2019-06-02,38060
2019-06-03,38351
2019-06-04,38884
2019-06-05,39286
2019-06-06,39269
2019-06-07,40182
2019-06-08,40875
2019-06-09,40985
2019-06-10,40985
2019-06-11,40205
2019-06-12,40218
2019-06-13,40438
2019-06-14,39609
2019-06-15,39819
2019-06-16,39655
2019-06-17,39399
2019-06-18,39446
2019-06-19,39661
2019-06-20,39967
2019-06-21,39843
2019-06-22,39747
2019-06-23,39819
2019-06-24,39836
2019-06-25,39728
2019-06-26,39553
2019-06-27,39055
2019-06-28,39497
2019-06-29,39427
2019-06-30,39490
2019-07-01,39884
2019-07-02,39767
2019-07-03,40056
2019-07-04,39681
2019-07-05,40064
2019-07-06,39984
2019-07-07,40260
2019-07-08,39672
2019-07-09,39338
2019-07-10,39607
2019-07-11,39160
2019-07-12,39096
2019-07-13,39376
2019-07-14,38997
2019-07-15,38891
2019-07-16,39425
2019-07-17,39177
2019-07-18,40312
2019-07-19,40695
2019-07-20,41016
2019-07-21,41736
2019-07-22,41041
2019-07-23,40913
2019-07-24,41098
2019-07-25,40463
2019-07-26,40049
2019-07-27,39752
2019-07-28,39907
2019-07-29,39883
2019-07-30,40239
2019-07-31,40657
2019-08-01,40814
2019-08-02,40704
2019-08-03,41242
2019-08-04,41074
2019-08-05,40408
2019-08-06,40035
2019-08-07,39429
2019-08-08,39388
2019-08-09,38775
2019-08-10,37917
2019-08-11,37761
2019-08-12,37740
2019-08-13,37687
2019-08-14,37730
2019-08-15,38280
2019-08-16,38725
2019-08-17,39274
2019-08-18,39049
2019-08-19,39076
2019-08-20,39844
2019-08-21,40274
2019-08-22,40184
2019-08-23,40395
2019-08-24,40007
2019-08-24,40007
2019-08-25,39463
2019-08-25,39463
2019-08-26,39645
2019-08-26,39645
2019-08-27,40278
2019-08-27,40278
2019-08-28,40392
2019-08-29,40728
2019-08-30,40868
2019-08-31,40831
2019-09-01,40342
2019-09-02,40138
2019-09-03,40053
2019-09-04,40180
2019-09-05,39902
2019-09-06,39823
2019-09-07,39578
2019-09-08,39906
2019-09-09,39157
2019-09-10,39591
2019-09-11,40097
2019-09-12,39387
2019-09-13,39165
2019-09-14,39801
2019-09-15,39405
2019-09-16,39738
2019-09-17,40024
2019-09-18,39699
2019-09-19,39848
2019-09-20,40542
2019-09-21,40430
2019-09-22,40849
2019-09-23,40356
2019-09-24,39877
2019-09-25,40394
2019-09-26,40462
2019-09-27,41162
2019-09-28,40650
2019-09-29,40032
2019-09-30,39994
2019-10-01,40165
2019-10-02,39058
2019-10-03,39373
2019-10-04,40101
2019-10-05,39487
2019-10-06,39400
2019-10-07,39453
2019-10-08,39389
2019-10-09,39477
2019-10-10,39416
2019-10-11,39793
2019-10-12,39767
2019-10-13,40324
2019-10-14,40651
2019-10-15,39849
2019-10-16,39796
2019-10-17,39649
2019-10-18,39708
2019-10-19,39922
2019-10-20,39985
2019-10-21,39712
2019-10-22,39364
2019-10-23,38780
2019-10-24,38601
2019-10-25,38536
2019-10-26,39212
2019-10-27,39124
2019-10-28,39586
2019-10-29,39670
2019-10-30,39906
2019-10-31,40030
2019-11-01,40186
2019-11-02,40657
2019-11-03,40761
2019-11-04,40852
2019-11-05,40852
2019-11-06,40510
2019-11-07,40808
2019-11-08,40738
2019-11-09,40984
2019-11-10,41138
2019-11-11,40787
2019-11-12,40936
2019-11-13,41693
2019-11-14,41864
2019-11-15,41997
2019-11-16,41635
2019-11-17,41635
2019-11-18,41270
2019-11-19,41098
2019-11-20,40910
2019-11-21,40614
2019-11-22,40207
2019-11-23,39890
2019-11-24,39952
2019-11-25,40129
2019-11-26,40176
2019-11-27,39710
2019-11-28,40375
2019-11-29,41058
2019-11-30,41372
2019-12-01,41885
2019-12-02,42685
2019-12-03,42210
2019-12-04,41800
2019-12-05,41800
2019-12-06,41445
2019-12-07,41721
2019-12-08,43223
2019-12-09,44459
2019-12-10,44773
2019-12-11,44506
2019-12-12,43256
2019-12-13,42697
2019-12-14,43464
2019-12-15,42939
2019-12-16,43004
2019-12-17,42428
2019-12-18,41909
2019-12-19,41438
2019-12-20,41250
2019-12-21,40661
2019-12-22,40865
2019-12-23,40844
2019-12-24,40756
2019-12-25,40322
2019-12-26,40054
2019-12-27,39746
2019-12-28,39761
2019-12-29,39943
2019-12-30,39592
2019-12-31,39514
2020-01-01,39413
2020-01-02,40522
2020-01-03,40805
2020-01-04,41446
2020-01-05,41870
2020-01-06,41761
2020-01-07,41844
2020-01-08,42630
2020-01-09,42473
2020-01-10,43307
2020-01-11,43837
2020-01-12,43286
2020-01-13,42437
2020-01-14,42295
2020-01-15,42642
2020-01-16,42178
2020-01-17,41365
2020-01-18,40859
2020-01-19,41006
2020-01-20,41371
2020-01-21,41424
2020-01-22,40852
2020-01-23,40974
2020-01-24,41270
2020-01-25,41358
2020-01-26,41303
2020-01-27,41392
2020-01-28,40877
2020-01-29,40860
2020-01-30,41312
2020-01-31,41452
2020-02-01,41381
2020-02-02,40750
2020-02-03,40414
2020-02-04,40587
2020-02-05,40865
2020-02-06,40782
2020-02-07,40944
2020-02-08,40828
2020-02-09,39948
2020-02-10,39796
2020-02-11,39690
2020-02-12,39871
2020-02-13,39500
2020-02-14,38681
2020-02-15,37070
2020-02-16,36308
2020-02-17,35333
2020-02-18,35567
2020-02-19,35638
2020-02-20,35532
2020-02-21,35532
2020-02-22,35745
2020-02-23,35627
2020-02-24,35784
2020-02-25,35666
2020-02-26,36021
2020-02-27,35491
2020-02-28,35317
2020-02-29,35166
2020-03-01,35443
2020-03-02,35895
2020-03-03,35756
2020-03-04,36169
2020-03-05,36774
2020-03-06,36566
2020-03-07,36274
2020-03-08,35838
2020-03-09,35906
2020-03-10,36552
2020-03-11,36664
2020-03-12,37153
2020-03-13,37498
2020-03-14,37341
2020-03-15,37186
2020-03-16,36341
2020-03-17,36438
2020-03-18,36236
2020-03-19,36171
2020-03-20,35791
2020-03-21,35754
2020-03-22,35512
2020-03-23,37045
2020-03-24,37130
2020-03-25,36631
2020-03-26,36630
2020-03-27,36180
2020-03-28,35958
2020-03-29,35526
2020-03-30,35415
2020-03-31,35487
2020-04-01,35314
2020-04-02,35042
2020-04-03,34942
2020-04-04,34778
2020-04-05,35150
2020-04-06,35106
2020-04-07,34857
2020-04-08,34936
2020-04-09,34831
2020-04-10,34989
2020-04-11,34860
2020-04-12,34419
2020-04-13,34059
2020-04-14,34030
2020-04-15,33790
2020-04-16,33484
2020-04-17,33700
2020-04-18,34111
2020-04-19,34364
2020-04-20,34210
2020-04-21,34353
2020-04-22,34667
2020-04-23,34595
2020-04-24,34526
2020-04-25,34594
2020-04-26,34758
2020-04-27,34733
2020-04-28,34460
2020-04-29,34183
2020-04-30,34240
2020-05-01,34196
2020-05-02,34381
2020-05-03,34464
2020-05-04,34598
2020-05-05,34443
2020-05-06,34285
2020-05-07,33903
2020-05-08,33980
2020-05-09,33593
2020-05-10,33375
2020-05-11,33684
2020-05-12,33475
2020-05-13,33523
