date_obj,Ancient%20platelegs price
2015-08-23,41499
2015-08-24,41443
2015-08-25,41443
2015-08-26,40255
2015-08-27,39495
2015-08-28,39495
2015-08-29,39720
2015-08-30,39720
2015-08-31,40267
2015-09-01,39480
2015-09-02,39480
2015-09-03,39014
2015-09-04,38796
2015-09-05,38796
2015-09-06,39596
2015-09-07,39471
2015-09-08,40287
2015-09-09,41431
2015-09-10,41265
2015-09-11,42327
2015-09-12,43406
2015-09-13,43362
2015-09-14,43375
2015-09-15,42680
2015-09-16,42680
2015-09-17,41796
2015-09-18,41796
2015-09-19,40776
2015-09-20,40093
2015-09-21,39855
2015-09-22,39497
2015-09-23,40226
2015-09-24,40226
2015-09-25,40091
2015-09-27,41660
2015-09-28,41677
2015-09-29,41677
2015-09-30,41890
2015-10-05,41641
2015-10-06,42085
2015-10-07,42085
2015-10-08,42672
2015-10-09,42836
2015-10-10,42836
2015-10-11,43813
2015-10-12,44036
2015-10-13,44036
2015-10-14,44957
2015-10-15,45509
2015-10-16,46685
2015-10-17,46685
2015-10-18,45754
2015-10-19,45551
2015-10-20,46436
2015-10-22,46050
2015-10-23,46293
2015-10-24,46293
2015-10-25,45700
2015-10-26,46298
2015-10-27,46298
2015-10-28,44557
2015-10-29,42989
2015-10-30,42989
2015-10-31,41778
2015-11-01,41778
2015-11-02,40603
2015-11-03,39390
2015-11-04,39390
2015-11-05,38333
2015-11-06,38333
2015-11-07,38282
2015-11-08,38282
2015-11-09,37894
2015-11-10,37894
2015-11-11,37578
2015-11-12,37578
2015-11-13,38138
2015-11-14,38138
2015-11-15,38871
2015-11-16,38871
2015-11-17,40176
2015-11-18,40176
2015-11-19,40523
2015-11-20,41895
2015-11-21,41895
2015-11-22,41885
2015-11-23,41885
2015-11-24,42726
2015-11-25,43293
2015-11-26,43293
2015-11-27,42943
2015-11-28,41775
2015-11-29,42672
2015-11-30,43440
2015-12-01,43877
2015-12-02,43763
2015-12-03,43289
2015-12-04,43289
2015-12-05,43042
2015-12-06,43526
2015-12-07,43681
2015-12-08,44287
2015-12-09,42918
2015-12-10,42487
2015-12-11,42919
2015-12-12,43054
2015-12-13,43333
2015-12-14,43333
2015-12-15,43772
2015-12-16,43117
2015-12-17,43117
2015-12-18,42418
2015-12-19,42014
2015-12-20,42203
2015-12-21,42231
2015-12-22,42113
2015-12-23,41064
2015-12-24,41295
2015-12-25,41372
2015-12-26,41281
2015-12-27,41578
2015-12-28,42775
2015-12-29,42361
2015-12-30,42849
2015-12-31,43170
2016-01-01,43162
2016-01-02,43883
2016-01-03,43974
2016-01-04,44147
2016-01-05,43569
2016-01-06,42536
2016-01-07,41637
2016-01-08,41401
2016-01-09,41401
2016-01-10,41624
2016-01-11,42262
2016-01-12,42506
2016-01-13,42850
2016-01-14,42649
2016-01-15,42859
2016-01-16,43014
2016-01-17,42073
2016-01-18,41357
2016-01-19,41502
2016-01-20,41810
2016-01-21,40458
2016-01-22,40216
2016-01-23,39865
2016-01-24,39374
2016-01-25,40178
2016-01-26,39657
2016-01-27,39936
2016-01-28,39936
2016-01-29,40310
2016-01-30,40310
2016-01-31,40767
2016-02-01,41088
2016-02-02,41379
2016-02-03,41670
2016-02-04,42160
2016-02-05,41706
2016-02-06,41283
2016-02-07,42506
2016-02-08,42197
2016-02-09,41772
2016-02-10,40572
2016-02-11,39984
2016-02-12,40528
2016-02-13,40530
2016-02-14,40530
2016-02-15,40512
2016-02-16,40421
2016-02-17,40424
2016-02-18,40324
2016-02-19,40423
2016-02-20,40738
2016-02-21,41294
2016-02-22,41294
2016-02-23,41020
2016-02-24,41314
2016-02-25,41957
2016-02-26,41957
2016-02-27,41981
2016-02-28,40641
2016-02-29,39781
2016-03-01,40480
2016-03-02,39707
2016-03-03,39416
2016-03-04,39354
2016-03-05,38856
2016-03-06,39156
2016-03-07,39156
2016-03-08,39227
2016-03-09,39646
2016-03-10,40200
2016-03-11,40081
2016-03-12,40608
2016-03-13,41434
2016-03-14,41245
2016-03-15,41747
2016-03-16,41765
2016-03-17,42136
2016-03-18,42288
2016-03-19,42448
2016-03-20,42521
2016-03-21,42521
2016-03-22,43224
2016-03-23,42000
2016-03-24,40994
2016-03-25,40535
2016-03-26,40248
2016-03-27,40233
2016-03-28,39665
2016-03-29,40437
2016-03-30,40437
2016-03-31,41659
2016-04-01,43742
2016-04-02,45660
2016-04-03,47788
2016-04-04,50169
2016-04-05,50169
2016-04-06,52678
2016-04-07,55310
2016-04-08,55882
2016-04-09,55249
2016-04-10,53077
2016-04-11,53077
2016-04-12,50477
2016-04-13,48106
2016-04-14,47046
2016-04-15,46354
2016-04-16,45234
2016-04-17,44028
2016-04-18,42664
2016-04-19,41582
2016-04-20,41011
2016-04-21,40390
2016-04-22,40046
2016-04-23,40048
2016-04-24,40567
2016-04-25,41868
2016-04-26,41751
2016-04-27,41402
2016-04-28,41269
2016-04-29,40523
2016-04-30,40100
2016-05-01,39719
2016-05-02,40747
2016-05-03,41126
2016-05-04,41981
2016-05-05,41359
2016-05-06,41359
2016-05-07,41418
2016-05-08,41397
2016-05-09,41584
2016-05-10,40144
2016-05-11,38880
2016-05-12,38235
2016-05-13,37766
2016-05-14,38101
2016-05-15,39053
2016-05-16,40446
2016-05-17,41429
2016-05-18,42130
2016-05-19,42720
2016-05-22,40954
2016-05-23,41742
2016-05-24,42127
2016-05-25,42780
2016-05-26,44226
2016-05-27,45267
2016-05-28,45471
2016-05-29,45636
2016-05-30,45824
2016-05-31,45748
2016-06-01,46091
2016-06-02,46357
2016-06-03,46344
2016-06-04,46475
2016-06-05,45685
2016-06-06,45694
2016-06-07,45938
2016-06-08,46644
2016-06-09,47165
2016-06-10,47698
2016-06-11,47905
2016-06-12,48139
2016-06-13,48657
2016-06-14,49033
2016-06-15,48621
2016-06-16,47870
2016-06-17,47888
2016-06-18,47124
2016-06-19,46270
2016-06-20,45991
2016-06-21,45934
2016-06-22,45756
2016-06-23,44960
2016-06-24,45769
2016-06-25,45497
2016-06-26,45073
2016-06-27,44610
2016-06-28,43618
2016-06-29,42973
2016-06-30,42260
2016-07-01,42281
2016-07-02,42916
2016-07-03,42777
2016-07-04,42709
2016-07-05,42080
2016-07-06,42223
2016-07-07,43079
2016-07-08,42645
2016-07-09,42397
2016-07-10,42694
2016-07-11,41912
2016-07-12,41648
2016-07-13,41031
2016-07-14,40308
2016-07-15,40257
2016-07-16,40460
2016-07-17,40250
2016-07-18,40324
2016-07-23,41155
2016-07-24,41441
2016-07-25,41187
2016-07-26,41924
2016-07-27,42037
2016-07-28,42385
2016-07-29,42050
2016-07-30,41921
2016-07-31,41921
2016-08-01,41777
2016-08-02,42227
2016-08-03,42422
2016-08-04,42003
2016-08-05,42323
2016-08-06,42405
2016-08-07,42539
2016-08-08,42539
2016-08-09,42212
2016-08-10,42097
2016-08-11,42097
2016-08-12,41534
2016-08-13,41891
2016-08-14,42009
2016-08-15,42035
2016-08-16,42190
2016-08-17,42386
2016-08-18,42676
2016-08-19,42748
2016-08-20,42871
2016-08-21,42705
2016-08-22,42290
2016-08-23,42487
2016-08-24,42298
2016-08-25,43072
2016-08-26,43072
2016-08-28,43946
2016-08-31,44382
2016-09-01,43786
2016-09-02,43786
2016-09-03,43650
2016-09-04,44340
2016-09-05,43822
2016-09-06,43687
2016-09-07,43506
2016-09-08,43506
2016-09-09,43641
2016-09-10,43393
2016-09-11,43393
2016-09-12,43689
2016-09-13,44564
2016-09-14,45526
2016-09-15,45940
2016-09-16,45940
2016-09-17,46782
2016-09-18,47202
2016-09-19,47906
2016-09-20,47906
2016-09-21,47937
2016-09-22,48803
2016-09-23,48875
2016-09-24,48875
2016-09-25,49601
2016-09-26,49601
2016-09-27,49298
2016-09-28,48551
2016-09-29,48551
2016-09-30,48300
2016-10-01,47215
2016-10-02,47215
2016-10-03,47032
2016-10-04,46677
2016-10-05,46582
2016-10-06,46441
2016-10-07,44880
2016-10-08,44059
2016-10-09,42590
2016-10-10,42657
2016-10-11,42167
2016-10-12,41365
2016-10-13,41435
2016-10-14,41914
2016-10-15,41796
2016-10-16,43037
2016-10-17,42595
2016-10-18,43098
2016-10-19,42507
2016-10-20,43655
2016-10-21,42875
2016-10-22,42875
2016-10-23,42675
2016-10-24,43043
2016-10-25,43043
2016-10-26,43174
2016-10-27,43041
2016-10-28,43368
2016-10-29,42844
2016-10-30,42981
2016-10-31,43141
2016-11-01,43141
2016-11-02,43089
2016-11-03,43542
2016-11-04,43498
2016-11-05,43498
2016-11-06,43563
2016-11-07,43019
2016-11-08,42499
2016-11-09,41689
2016-11-10,41120
2016-11-11,40641
2016-11-12,41067
2016-11-13,40536
2016-11-14,41078
2016-11-15,41122
2016-12-07,44291
2016-12-08,44503
2016-12-09,44719
2016-12-10,44333
2016-12-11,43986
2016-12-12,44236
2016-12-13,44227
2016-12-15,44434
2016-12-16,43613
2016-12-17,43581
2016-12-18,44279
2016-12-19,44509
2016-12-20,43995
2016-12-21,43574
2016-12-22,42764
2016-12-23,42592
2016-12-24,41405
2016-12-25,40981
2016-12-26,40795
2016-12-27,41234
2016-12-28,41475
2016-12-29,41524
2016-12-30,41365
2016-12-31,41543
2017-01-01,41626
2017-01-02,41620
2017-01-03,41685
2017-01-04,41830
2017-01-05,41568
2017-01-06,41755
2017-01-07,42052
2017-01-08,41594
2017-01-09,41761
2017-01-10,41728
2017-01-11,41479
2017-01-12,40200
2017-01-13,40956
2017-01-14,40468
2017-01-15,40344
2017-01-16,40176
2017-01-17,39703
2017-01-18,40236
2017-01-19,40702
2017-01-20,40850
2017-01-21,41285
2017-01-22,42246
2017-01-23,42180
2017-01-27,43543
2017-01-28,44180
2017-01-29,43393
2017-01-30,42981
2017-01-31,42954
2017-02-01,43592
2017-02-02,43036
2017-02-03,42161
2017-02-04,41348
2017-02-05,40686
2017-02-06,41108
2017-02-07,41183
2017-02-08,41767
2017-02-09,41720
2017-02-10,42048
2017-02-11,41642
2017-02-12,42204
2017-02-13,42275
2017-02-14,42353
2017-02-15,42250
2017-02-16,41425
2017-02-17,41425
2017-02-18,41025
2017-02-19,40608
2017-02-20,40966
2017-02-21,41020
2017-02-22,41356
2017-02-23,42113
2017-02-24,42288
2017-02-25,42114
2017-02-26,41767
2017-02-27,41515
2017-02-28,41055
2017-03-01,41305
2017-03-02,41538
2017-03-03,41289
2017-03-04,41949
2017-03-05,41554
2017-03-06,41388
2017-03-07,41519
2017-03-08,42188
2017-03-09,42008
2017-03-10,41755
2017-03-11,42570
2017-03-12,42645
2017-03-13,42974
2017-03-14,42686
2017-03-15,42232
2017-03-16,42526
2017-03-17,42584
2017-03-18,42436
2017-03-19,42342
2017-03-20,41686
2017-03-21,41940
2017-03-22,42128
2017-03-23,41717
2017-03-24,42023
2017-03-25,42312
2017-03-26,41701
2017-03-27,41734
2017-03-28,41744
2017-03-29,41870
2017-03-30,41704
2017-03-31,41753
2017-04-01,41110
2017-04-02,40910
2017-04-03,41865
2017-04-04,41563
2017-04-05,41617
2017-04-12,41539
2017-04-13,42189
2017-04-14,42575
2017-04-15,42863
2017-04-16,42801
2017-04-17,42895
2017-04-18,43262
2017-04-19,43984
2017-04-20,44548
2017-04-21,44096
2017-04-22,44126
2017-04-23,44587
2017-04-24,43729
2017-04-25,43735
2017-04-26,44218
2017-04-27,44761
2017-04-28,44938
2017-04-29,44732
2017-04-30,43880
2017-05-01,43370
2017-05-02,43394
2017-05-03,43416
2017-05-04,42908
2017-05-05,43452
2017-05-06,41850
2017-05-07,41579
2017-05-08,41773
2017-05-09,42201
2017-05-10,41950
2017-05-11,41760
2017-05-12,41819
2017-05-13,41868
2017-05-14,41000
2017-05-15,40479
2017-05-16,40218
2017-05-17,40180
2017-05-18,39317
2017-05-19,39622
2017-05-20,39190
2017-05-21,39190
2017-05-22,39747
2017-05-23,39952
2017-05-24,39884
2017-05-25,39979
2017-05-26,40527
2017-05-27,40275
2017-05-28,40653
2017-05-29,40700
2017-05-30,40753
2017-05-31,40706
2017-06-01,41102
2017-06-02,41203
2017-06-03,41382
2017-06-04,41256
2017-06-05,41512
2017-06-06,40760
2017-06-07,39938
2017-06-08,39265
2017-06-09,38720
2017-06-10,38895
2017-06-11,39042
2017-06-12,38827
2017-06-13,38906
2017-06-14,39117
2017-06-15,39189
2017-06-16,39433
2017-06-17,39436
2017-06-18,39218
2017-06-19,39218
2017-06-20,39029
2017-06-21,38549
2017-06-22,38990
2017-06-23,38990
2017-06-24,38577
2017-06-25,38081
2017-06-26,37406
2017-06-27,37721
2017-06-28,38109
2017-06-29,39261
2017-06-30,38935
2017-07-01,38935
2017-07-02,38818
2017-07-03,39905
2017-07-04,39987
2017-07-05,39987
2017-07-06,40014
2017-07-07,39862
2017-07-08,40330
2017-07-09,40511
2017-07-13,39156
2017-07-14,38955
2017-07-15,38752
2017-07-16,39050
2017-07-17,39434
2017-07-18,39721
2017-07-19,39859
2017-07-20,39434
2017-07-21,39589
2017-07-22,39963
2017-07-23,40022
2017-07-24,40718
2017-07-25,40770
2017-07-26,41052
2017-07-27,40872
2017-07-28,41405
2017-07-29,41367
2017-07-30,40989
2017-07-31,40989
2017-08-01,41700
2017-08-02,41484
2017-08-03,42097
2017-08-04,43243
2017-08-05,42785
2017-08-06,43849
2017-08-07,44336
2017-08-08,43879
2017-08-09,43725
2017-08-10,42773
2017-08-11,41551
2017-08-12,42012
2017-08-13,41665
2017-08-14,42445
2017-08-15,42690
2017-08-16,42392
2017-08-17,41683
2017-08-18,40778
2017-08-19,40570
2017-08-20,40610
2017-08-21,40942
2017-08-22,40733
2017-08-23,40016
2017-08-24,39612
2017-08-25,38769
2017-08-26,39119
2017-08-27,39234
2017-08-28,39178
2017-08-29,38160
2017-08-30,38889
2017-08-31,39898
2017-09-01,39668
2017-09-02,39611
2017-09-03,38962
2017-09-04,38398
2017-09-05,39110
2017-09-06,38562
2017-09-07,38819
2017-09-08,38819
2017-09-09,39475
2017-09-10,39882
2017-09-11,39819
2017-09-12,40070
2017-09-13,39761
2017-09-14,39531
2017-09-15,39531
2017-09-16,39697
2017-09-17,39819
2017-09-18,39766
2017-09-19,39114
2017-09-20,38434
2017-09-22,38413
2017-09-23,38413
2017-09-24,38755
2017-09-25,39525
2017-09-26,39524
2017-09-27,39901
2017-09-28,40038
2017-09-29,40141
2017-09-30,39735
2017-10-01,40041
2017-10-02,40760
2017-10-03,41204
2017-10-04,41386
2017-10-05,41077
2017-10-06,40981
2017-10-07,38967
2017-10-08,37994
2017-10-09,38335
2017-10-10,37959
2017-10-11,38016
2017-10-12,38540
2017-10-13,38142
2017-10-14,37678
2017-10-15,38025
2017-10-16,38456
2017-10-17,38456
2017-10-18,38760
2017-10-19,38237
2017-10-20,38748
2017-10-21,39003
2017-10-22,39501
2017-10-23,39872
2017-10-24,40060
2017-10-25,40737
2017-10-26,40950
2017-10-27,39979
2017-10-28,39979
2017-10-29,39128
2017-10-30,38307
2017-10-31,38174
2017-11-01,38174
2017-11-02,38823
2017-11-03,38639
2017-11-04,38400
2017-11-05,37647
2017-11-06,37743
2017-11-07,37767
2017-11-08,37993
2017-11-09,38262
2017-11-10,38250
2017-11-11,37531
2017-11-12,37743
2017-11-13,38537
2017-11-14,39287
2017-11-15,39934
2017-11-16,39287
2017-11-17,38661
2017-11-18,38104
2017-11-19,37948
2017-11-20,38136
2017-11-21,38612
2017-11-22,38535
2017-11-23,38964
2017-11-24,38475
2017-11-25,38579
2017-11-26,39516
2017-11-27,39516
2017-11-28,39767
2017-11-29,40503
2017-11-30,40709
2017-12-01,41249
2017-12-02,41458
2017-12-03,41909
2017-12-04,42745
2017-12-05,43506
2017-12-06,43705
2017-12-07,44014
2017-12-08,43567
2017-12-09,45402
2017-12-10,45102
2017-12-11,44645
2017-12-12,44951
2017-12-13,44774
2017-12-14,45231
2017-12-15,45944
2017-12-16,45941
2017-12-17,46042
2017-12-18,46326
2017-12-19,45631
2017-12-20,45389
2017-12-21,45368
2017-12-22,45685
2017-12-23,44830
2017-12-24,45059
2017-12-25,44663
2017-12-26,43848
2017-12-27,43523
2017-12-28,42848
2017-12-29,42117
2017-12-30,42039
2017-12-31,41830
2018-01-01,41599
2018-01-02,40559
2018-01-03,41071
2018-01-04,39827
2018-01-05,39504
2018-01-06,40083
2018-01-07,39870
2018-01-08,41056
2018-01-09,40927
2018-01-10,40534
2018-01-11,41275
2018-01-12,41369
2018-01-13,41081
2018-01-14,40791
2018-01-15,39814
2018-01-16,39939
2018-01-17,40831
2018-01-18,40793
2018-01-19,40793
2018-01-20,40674
2018-01-21,40470
2018-01-22,41230
2018-01-23,40233
2018-01-24,40691
2018-01-25,41186
2018-01-26,41507
2018-01-27,41419
2018-01-28,41775
2018-01-29,41271
2018-01-30,40657
2018-01-31,41226
2018-02-01,41771
2018-02-02,42450
2018-02-03,42111
2018-02-04,42484
2018-02-05,43048
2018-02-06,41564
2018-02-07,41952
2018-02-08,41952
2018-02-09,41760
2018-02-10,41020
2018-02-11,40590
2018-02-12,40679
2018-02-13,40095
2018-02-14,40098
2018-02-15,40409
2018-02-16,39602
2018-02-17,40053
2018-02-18,40908
2018-02-19,41271
2018-02-20,40496
2018-02-21,39993
2018-02-22,40551
2018-02-23,40515
2018-02-24,40515
2018-02-25,41317
2018-02-26,41578
2018-02-27,41476
2018-02-28,40838
2018-03-01,40135
2018-03-02,39963
2018-03-03,39405
2018-03-04,40453
2018-03-05,40454
2018-03-06,40147
2018-03-07,40562
2018-03-08,39871
2018-03-09,40451
2018-03-10,40946
2018-03-11,41065
2018-03-12,40706
2018-03-13,40301
2018-03-14,40721
2018-03-15,40415
2018-03-16,40624
2018-03-17,39550
2018-03-18,40478
2018-03-19,40905
2018-03-20,41599
2018-03-21,40911
2018-03-22,40606
2018-03-23,40862
2018-03-24,40032
2018-03-25,41417
2018-03-26,41482
2018-03-27,41677
2018-03-28,40667
2018-03-29,39924
2018-03-30,39727
2018-03-31,40521
2018-04-01,40676
2018-04-02,40896
2018-04-03,41176
2018-04-04,41704
2018-04-05,40342
2018-04-06,40262
2018-04-07,40963
2018-04-08,40410
2018-04-09,41144
2018-04-10,41321
2018-04-11,41902
2018-04-12,42085
2018-04-13,42667
2018-04-14,43155
2018-04-15,43374
2018-04-16,43793
2018-04-17,43849
2018-04-18,43849
2018-04-19,43417
2018-04-20,43058
2018-04-21,42499
2018-04-22,41399
2018-04-23,40376
2018-04-24,39679
2018-04-25,40046
2018-04-26,40046
2018-04-27,40942
2018-04-28,41790
2018-04-29,42379
2018-04-30,42208
2018-05-01,42993
2018-05-02,42993
2018-05-03,43219
2018-05-04,43556
2018-05-05,43798
2018-05-06,43798
2018-05-07,43444
2018-05-08,44144
2018-05-09,44494
2018-05-10,44382
2018-05-11,43932
2018-05-12,44661
2018-05-13,44661
2018-05-14,43055
2018-05-15,42382
2018-05-16,42712
2018-05-17,43032
2018-05-18,43460
2018-05-19,43462
2018-05-20,43667
2018-05-21,43658
2018-05-22,43337
2018-05-23,43954
2018-05-24,44833
2018-05-25,45841
2018-05-26,46049
2018-05-27,46321
2018-05-28,46412
2018-05-29,46661
2018-05-30,46535
2018-05-31,46937
2018-06-01,46172
2018-06-02,45115
2018-06-03,45186
2018-06-04,45077
2018-06-05,45244
2018-06-06,44089
2018-06-07,42693
2018-06-08,41867
2018-06-09,41867
2018-06-10,41932
2018-06-11,43135
2018-06-12,43536
2018-06-13,43285
2018-06-14,42980
2018-06-15,43088
2018-06-16,43770
2018-06-17,42998
2018-06-18,42743
2018-06-19,43299
2018-06-20,43299
2018-06-21,42292
2018-06-22,41228
2018-06-23,42292
2018-06-24,42292
2018-06-25,42389
2018-06-26,41517
2018-06-27,40544
2018-06-28,40006
2018-06-29,40087
2018-06-30,40673
2018-07-01,40718
2018-07-02,41041
2018-07-03,40540
2018-07-04,41397
2018-07-05,40033
2018-07-06,39729
2018-07-07,39671
2018-07-08,40005
2018-07-09,39555
2018-07-10,38988
2018-07-11,39089
2018-07-12,39108
2018-07-13,39092
2018-07-14,39612
2018-07-15,39467
2018-07-16,38854
2018-07-17,38638
2018-07-18,38603
2018-07-19,39284
2018-07-20,39084
2018-07-21,39598
2018-07-22,40598
2018-07-23,41212
2018-07-24,40872
2018-07-25,41790
2018-07-26,42241
2018-07-27,43148
2018-07-28,43559
2018-07-29,43978
2018-07-30,42918
2018-07-31,43775
2018-08-01,43775
2018-08-02,44998
2018-08-03,45827
2018-08-04,47412
2018-08-05,47652
2018-08-06,47119
2018-08-07,47375
2018-08-08,47896
2018-08-09,49087
2018-08-10,49782
2018-08-11,50758
2018-08-12,50377
2018-08-14,49821
2018-08-16,49076
2018-08-17,48319
2018-08-18,48454
2018-08-19,47847
2018-08-20,47105
2018-08-21,46566
2018-08-22,46490
2018-08-23,45285
2018-08-24,45843
2018-08-25,45099
2018-08-26,43799
2018-08-27,45244
2018-08-28,44902
2018-08-29,44807
2018-08-30,45761
2018-08-31,45966
2018-09-01,47468
2018-09-02,46813
2018-09-03,46053
2018-09-04,46608
2018-09-05,46803
2018-09-06,46803
2018-09-07,48718
2018-09-08,48301
2018-09-09,46576
2018-09-10,47194
2018-09-11,45776
2018-09-12,47024
2018-09-13,47837
2018-09-14,48263
2018-09-15,48078
2018-09-16,48078
2018-09-17,47588
2018-09-18,48054
2018-09-19,47516
2018-09-20,47944
2018-09-21,47004
2018-09-22,48051
2018-09-23,47591
2018-09-24,48327
2018-09-25,46710
2018-09-26,47346
2018-09-27,48270
2018-09-28,49352
2018-09-29,49603
2018-09-30,48418
2018-10-01,48297
2018-10-02,48921
2018-10-03,49725
2018-10-04,49725
2018-10-05,49296
2018-10-06,49600
2018-10-07,49681
2018-10-08,48833
2018-10-09,50046
2018-10-10,50130
2018-10-11,50344
2018-10-12,50097
2018-10-13,49475
2018-10-14,50453
2018-10-15,50488
2018-10-16,51062
2018-10-17,52162
2018-10-18,51810
2018-10-19,50262
2018-10-20,50262
2018-10-21,48497
2018-10-22,47612
2018-10-23,46567
2018-10-24,45432
2018-10-25,46340
2018-10-26,47496
2018-10-27,48217
2018-10-28,48633
2018-10-29,47961
2018-10-30,46279
2018-10-31,45645
2018-11-01,45223
2018-11-03,47992
2018-11-04,50375
2018-11-05,52820
2018-11-06,55421
2018-11-07,57772
2018-11-08,60410
2018-11-09,63155
2018-11-10,66099
2018-11-11,69269
2018-11-12,72733
2018-11-13,76279
2018-11-14,80092
2018-11-15,84097
2018-11-16,88302
2018-11-17,92718
2018-11-18,97354
2018-11-19,102222
2018-11-20,105423
2018-11-21,105947
2018-11-22,110417
2018-11-23,114340
2018-11-24,116035
2018-11-25,118265
2018-11-26,117108
2018-11-27,114047
2018-11-28,113150
2018-11-29,108787
2018-12-01,99008
2018-12-02,96613
2018-12-03,91988
2018-12-04,87822
2018-12-05,84126
2018-12-07,77416
2018-12-09,70041
2018-12-10,66893
2018-12-11,65573
2018-12-12,63711
2018-12-13,61477
2018-12-14,58967
2018-12-15,56722
2018-12-16,55789
2018-12-17,55211
2018-12-18,54189
2018-12-19,53464
2018-12-20,52271
2018-12-21,50473
2018-12-22,49285
2018-12-23,48839
2018-12-24,49230
2018-12-25,49951
2018-12-26,51694
2018-12-27,52728
2018-12-28,53753
2018-12-29,54921
2018-12-30,56199
2018-12-31,56567
2019-01-01,56388
2019-01-02,55461
2019-01-03,53730
2019-01-04,53434
2019-01-05,52339
2019-01-06,50611
2019-01-08,46896
2019-01-10,44928
2019-01-11,44538
2019-01-12,45057
2019-01-13,45857
2019-01-14,46772
2019-01-15,47426
2019-01-16,47077
2019-01-17,47277
2019-01-18,47859
2019-01-19,47939
2019-01-20,47129
2019-01-21,45925
2019-01-22,45425
2019-01-23,44148
2019-01-24,43003
2019-01-25,42669
2019-01-26,43137
2019-01-27,43387
2019-01-28,43919
2019-01-29,43348
2019-01-30,43419
2019-01-31,44613
2019-02-01,44695
2019-02-02,44971
2019-02-03,46411
2019-02-04,46848
2019-02-05,46615
2019-02-06,47361
2019-02-07,48255
2019-02-08,48641
2019-02-09,48322
2019-02-10,48814
2019-02-11,48334
2019-02-12,47235
2019-02-13,46376
2019-02-14,45495
2019-02-15,46377
2019-02-16,46279
2019-02-17,46355
2019-02-18,47450
2019-02-19,46100
2019-02-20,46305
2019-02-21,46371
2019-02-22,46758
2019-02-23,46199
2019-02-24,46144
2019-02-25,46185
2019-02-26,45719
2019-02-27,45899
2019-02-28,45403
2019-03-01,45936
2019-03-02,46512
2019-03-03,45229
2019-03-04,45222
2019-03-05,45669
2019-03-06,46133
2019-03-07,45695
2019-03-08,46389
2019-03-09,45449
2019-03-10,45266
2019-03-11,46001
2019-03-12,46192
2019-03-13,46523
2019-03-14,46788
2019-03-15,46105
2019-03-16,45640
2019-03-17,45467
2019-03-18,44801
