date_obj,Dragon%20bones price
2019-03-30,2306
2019-03-31,2282
2019-04-01,2269
2019-04-02,2263
2019-04-03,2249
2019-04-04,2257
2019-04-05,2273
2019-04-06,2296
2019-04-07,2300
2019-04-08,2294
2019-04-09,2280
2019-04-10,2270
2019-04-11,2254
2019-04-12,2252
2019-04-13,2252
2019-04-14,2247
2019-04-15,2251
2019-04-16,2257
2019-04-17,2257
2019-04-18,2250
2019-04-19,2250
2019-04-20,2235
2019-04-21,2240
2019-04-22,2222
2019-04-23,2196
2019-04-24,2189
2019-04-25,2177
2019-04-26,2171
2019-04-27,2157
2019-04-28,2149
2019-04-29,2138
2019-04-30,2126
2019-05-01,2119
2019-05-02,2143
2019-05-03,2211
2019-05-04,2256
2019-05-05,2315
2019-05-06,2326
2019-05-07,2386
2019-05-08,2400
2019-05-09,2371
2019-05-10,2373
2019-05-11,2383
2019-05-12,2389
2019-05-13,2404
2019-05-14,2417
2019-05-15,2431
2019-05-16,2441
2019-05-17,2501
2019-05-18,2597
2019-05-19,2612
2019-05-20,2570
2019-05-21,2541
2019-05-22,2506
2019-05-23,2433
2019-05-24,2405
2019-05-25,2399
2019-05-26,2389
2019-05-27,2374
2019-05-28,2394
2019-05-29,2425
2019-05-30,2435
2019-05-31,2440
2019-06-01,2427
2019-06-02,2450
2019-06-03,2455
2019-06-04,2465
2019-06-05,2467
2019-06-06,2482
2019-06-07,2480
2019-06-08,2496
2019-06-09,2514
2019-06-10,2527
2019-06-11,2515
2019-06-12,2494
2019-06-13,2484
2019-06-14,2461
2019-06-15,2440
2019-06-16,2415
2019-06-17,2422
2019-06-18,2419
2019-06-19,2410
2019-06-20,2412
2019-06-21,2422
2019-06-22,2430
2019-06-23,2419
2019-06-24,2429
2019-06-25,2424
2019-06-26,2411
2019-06-27,2415
2019-06-28,2427
2019-06-29,2448
2019-06-30,2480
2019-07-01,2484
2019-07-02,2482
2019-07-03,2478
2019-07-04,2470
2019-07-05,2456
2019-07-06,2454
2019-07-07,2451
2019-07-08,2456
2019-07-09,2461
2019-07-10,2469
2019-07-11,2471
2019-07-12,2469
2019-07-13,2462
2019-07-14,2457
2019-07-15,2445
2019-07-16,2440
2019-07-17,2411
2019-07-18,2388
2019-07-19,2363
2019-07-20,2346
2019-07-21,2333
2019-07-22,2326
2019-07-23,2334
2019-07-24,2317
2019-07-25,2308
2019-07-26,2305
2019-07-27,2285
2019-07-28,2314
2019-07-29,2292
2019-07-30,2294
2019-07-31,2325
2019-08-01,2300
2019-08-02,2288
2019-08-03,2301
2019-08-04,2311
2019-08-05,2310
2019-08-06,2315
2019-08-07,2318
2019-08-08,2306
2019-08-09,2309
2019-08-10,2290
2019-08-11,2295
2019-08-12,2289
2019-08-13,2303
2019-08-14,2299
2019-08-15,2303
2019-08-16,2302
2019-08-17,2301
2019-08-18,2284
2019-08-19,2293
2019-08-20,2285
2019-08-21,2278
2019-08-22,2268
2019-08-23,2271
2019-08-24,2271
2019-08-24,2271
2019-08-25,2278
2019-08-25,2278
2019-08-26,2277
2019-08-26,2277
2019-08-27,2280
2019-08-27,2280
2019-08-28,2281
2019-08-29,2290
2019-08-30,2282
2019-08-31,2280
2019-09-01,2278
2019-09-02,2276
2019-09-03,2276
2019-09-04,2267
2019-09-05,2261
2019-09-06,2263
2019-09-07,2253
2019-09-08,2240
2019-09-09,2241
2019-09-10,2247
2019-09-11,2231
2019-09-12,2228
2019-09-13,2225
2019-09-14,2234
2019-09-15,2245
2019-09-16,2241
2019-09-17,2240
2019-09-18,2233
2019-09-19,2221
2019-09-20,2234
2019-09-21,2242
2019-09-22,2260
2019-09-23,2270
2019-09-24,2287
2019-09-25,2278
2019-09-26,2258
2019-09-27,2236
2019-09-28,2226
2019-09-29,2225
2019-09-30,2226
2019-10-01,2232
2019-10-02,2236
2019-10-03,2234
2019-10-04,2236
2019-10-05,2219
2019-10-06,2219
2019-10-07,2220
2019-10-08,2218
2019-10-09,2230
2019-10-10,2239
2019-10-11,2257
2019-10-12,2251
2019-10-13,2246
2019-10-14,2265
2019-10-15,2267
2019-10-16,2262
2019-10-17,2270
2019-10-18,2290
2019-10-19,2345
2019-10-20,2410
2019-10-21,2443
2019-10-22,2466
2019-10-23,2477
2019-10-24,2456
2019-10-25,2413
2019-10-26,2389
2019-10-27,2371
2019-10-28,2348
2019-10-29,2331
2019-10-30,2342
2019-10-31,2350
2019-11-01,2365
2019-11-02,2429
2019-11-03,2475
2019-11-04,2492
2019-11-05,2528
2019-11-06,2541
2019-11-07,2654
2019-11-08,2699
2019-11-09,2732
2019-11-10,2762
2019-11-11,2812
2019-11-12,2809
2019-11-13,2821
2019-11-14,2803
2019-11-15,2780
2019-11-16,2795
2019-11-17,2826
2019-11-18,2833
2019-11-19,2815
2019-11-20,2784
2019-11-21,2742
2019-11-22,2759
2019-11-23,2773
2019-11-24,2787
2019-11-25,2820
2019-11-26,2861
2019-11-27,2876
2019-11-28,2966
2019-11-29,2956
2019-11-30,3033
2019-12-01,3044
2019-12-02,3055
2019-12-03,3085
2019-12-04,3074
2019-12-05,3039
2019-12-06,3036
2019-12-07,2989
2019-12-08,2974
2019-12-09,2936
2019-12-10,2935
2019-12-11,2938
2019-12-12,2915
2019-12-13,2922
2019-12-14,2933
2019-12-15,2962
2019-12-16,2974
2019-12-17,2961
2019-12-18,2953
2019-12-19,2943
2019-12-20,2935
2019-12-21,2894
2019-12-22,2825
2019-12-23,2736
2019-12-24,2608
2019-12-25,2574
2019-12-26,2550
2019-12-27,2535
2019-12-28,2543
2019-12-29,2551
2019-12-30,2583
2019-12-31,2710
2020-01-01,2838
2020-01-02,2961
2020-01-03,3008
2020-01-04,3078
2020-01-05,3015
2020-01-06,2953
2020-01-07,2964
2020-01-08,2977
2020-01-09,2975
2020-01-10,3006
2020-01-11,3014
2020-01-12,2993
2020-01-13,2997
2020-01-14,3001
2020-01-15,2993
2020-01-16,2978
2020-01-17,2966
2020-01-18,2957
2020-01-19,2943
2020-01-20,2945
2020-01-21,2948
2020-01-22,2954
2020-01-23,2961
2020-01-24,2957
2020-01-25,2969
2020-01-26,2997
2020-01-27,2981
2020-01-28,2970
2020-01-29,2973
2020-01-30,2968
2020-01-31,2975
2020-02-01,2982
2020-02-02,2962
2020-02-03,2957
2020-02-04,2944
2020-02-05,2923
2020-02-06,2841
2020-02-07,2821
2020-02-08,2794
2020-02-09,2792
2020-02-10,2809
2020-02-11,2826
2020-02-12,2835
2020-02-13,2847
2020-02-14,2833
2020-02-15,2790
2020-02-16,2800
2020-02-17,2797
2020-02-18,2813
2020-02-19,2813
2020-02-20,2830
2020-02-21,2824
2020-02-22,2827
2020-02-23,2814
2020-02-24,2807
2020-02-25,2827
2020-02-26,2835
2020-02-27,2856
2020-02-28,2877
2020-02-29,2853
2020-03-01,2887
2020-03-02,2899
2020-03-03,2909
2020-03-04,2915
2020-03-05,2907
2020-03-06,2918
2020-03-07,2893
2020-03-08,2869
2020-03-09,2857
2020-03-10,2885
2020-03-11,2858
2020-03-12,2827
2020-03-13,2797
2020-03-14,2749
2020-03-15,2749
2020-03-16,2763
2020-03-17,2784
2020-03-18,2793
2020-03-19,2817
2020-03-20,2821
2020-03-21,2831
2020-03-22,2824
2020-03-23,2810
2020-03-24,2831
2020-03-25,2852
2020-03-26,2890
2020-03-27,2915
2020-03-28,2920
2020-03-29,2912
2020-03-30,2920
2020-03-31,2943
2020-04-01,2965
2020-04-02,2994
2020-04-03,3001
2020-04-04,2991
2020-04-05,3000
2020-04-06,2997
2020-04-07,2997
2020-04-08,3006
2020-04-09,2993
2020-04-10,2990
2020-04-11,2982
2020-04-12,3003
2020-04-13,3005
2020-04-14,3013
2020-04-15,3022
2020-04-16,3025
2020-04-17,3030
2020-04-18,3011
2020-04-19,2948
2020-04-20,2952
2020-04-21,2975
2020-04-22,2974
2020-04-23,2968
2020-04-24,2945
2020-04-25,2901
2020-04-26,2895
2020-04-27,2912
2020-04-28,2912
2020-04-29,2947
2020-04-30,3017
2020-05-01,3026
2020-05-02,3085
2020-05-03,3083
2020-05-04,3095
2020-05-05,3099
2020-05-06,3079
2020-05-07,3069
2020-05-08,3032
2020-05-09,2979
2020-05-10,2955
2020-05-11,2952
2020-05-12,2949
2020-05-13,2968
