date_obj,Black%20mask price
2016-04-17,575215
2016-04-18,578954
2016-04-19,568897
2016-04-20,563744
2016-04-21,561699
2016-04-22,560769
2016-04-23,552615
2016-04-24,544420
2016-04-25,541229
2016-04-26,547173
2016-04-27,569002
2016-04-28,597453
2016-04-29,627326
2016-04-30,658693
2016-05-01,690081
2016-05-02,688307
2016-05-03,689214
2016-05-04,682494
2016-05-05,679727
2016-05-06,656062
2016-05-07,638045
2016-05-08,643440
2016-05-09,641138
2016-05-10,645154
2016-05-11,659542
2016-05-12,676507
2016-05-13,659229
2016-05-14,655507
2016-05-15,672410
2016-05-16,669459
2016-05-17,664281
2016-05-18,664527
2016-05-19,668784
2016-05-22,678647
2016-05-23,680382
2016-05-24,705911
2016-05-25,741203
2016-05-26,729489
2016-05-27,693052
2016-05-28,662042
2016-05-29,634159
2016-05-30,636926
2016-05-31,625170
2016-06-01,620612
2016-06-02,610557
2016-06-03,609415
2016-06-04,613282
2016-06-05,615275
2016-06-06,613043
2016-06-07,616412
2016-06-08,611606
2016-06-09,607775
2016-06-10,605385
2016-06-11,605181
2016-06-12,606802
2016-06-13,604949
2016-06-14,608006
2016-06-15,609635
2016-06-16,607228
2016-06-17,605127
2016-06-18,596404
2016-06-19,609102
2016-06-20,611481
2016-06-21,617572
2016-06-22,619418
2016-06-23,631268
2016-06-24,639039
2016-06-25,634179
2016-06-26,628409
2016-06-27,627210
2016-06-28,627389
2016-06-29,622862
2016-06-30,617963
2016-07-01,621050
2016-07-02,626580
2016-07-03,636607
2016-07-04,653754
2016-07-05,658447
2016-07-06,669668
2016-07-07,675756
2016-07-08,667619
2016-07-09,653253
2016-07-10,651802
2016-07-11,641268
2016-07-12,639166
2016-07-13,628794
2016-07-14,622757
2016-07-15,615705
2016-07-16,619123
2016-07-17,606834
2016-07-18,609167
2016-07-23,603459
2016-07-24,598921
2016-07-25,598389
2016-07-26,598946
2016-07-27,604289
2016-07-28,599051
2016-07-29,593617
2016-07-30,595769
2016-07-31,593127
2016-08-01,594895
2016-08-02,590909
2016-08-03,594123
2016-08-04,586071
2016-08-05,580793
2016-08-06,571740
2016-08-07,577609
2016-08-08,557375
2016-08-09,550139
2016-08-10,551782
2016-08-11,542230
2016-08-12,534824
2016-08-13,533686
2016-08-14,534008
2016-08-15,550142
2016-08-16,552802
2016-08-17,542218
2016-08-18,532460
2016-08-19,543977
2016-08-20,542547
2016-08-21,533501
2016-08-22,532664
2016-08-23,533984
2016-08-24,520069
2016-08-25,494460
2016-08-26,494460
2016-08-28,461736
2016-08-31,447605
2016-09-01,447798
2016-09-02,447798
2016-09-03,465008
2016-09-04,478241
2016-09-05,490926
2016-09-06,486202
2016-09-07,478496
2016-09-08,457601
2016-09-09,462632
2016-09-10,461275
2016-09-11,459708
2016-09-12,461924
2016-09-13,467086
2016-09-14,467672
2016-09-15,473600
2016-09-16,458800
2016-09-17,436946
2016-09-18,422883
2016-09-19,424178
2016-09-20,421573
2016-09-21,412275
2016-09-22,432081
2016-09-23,453686
2016-09-24,453686
2016-09-25,476371
2016-09-26,490891
2016-09-27,506096
2016-09-28,530295
2016-09-29,539227
2016-09-30,512265
2016-10-01,486651
2016-10-02,465404
2016-10-03,457236
2016-10-04,451956
2016-10-05,461522
2016-10-06,447850
2016-10-07,444640
2016-10-08,447965
2016-10-09,453632
2016-10-10,461979
2016-10-11,463541
2016-10-12,463266
2016-10-13,461231
2016-10-14,470811
2016-10-15,483159
2016-10-16,505194
2016-10-17,530173
2016-10-18,547899
2016-10-19,541503
2016-10-20,534323
2016-10-21,535941
2016-10-22,543920
2016-10-23,563669
2016-10-24,584159
2016-10-25,605739
2016-10-26,628044
2016-10-27,651154
2016-10-28,644764
2016-10-29,630529
2016-10-30,606462
2016-10-31,586213
2016-11-01,558315
2016-11-02,552665
2016-11-03,543288
2016-11-04,546086
2016-11-05,542565
2016-11-06,547994
2016-11-07,529720
2016-11-08,525037
2016-11-09,519619
2016-11-10,530351
2016-11-11,538509
2016-11-12,525864
2016-11-13,541498
2016-11-14,525882
2016-11-15,513843
2016-12-07,614086
2016-12-08,626264
2016-12-09,629270
2016-12-10,655418
2016-12-11,662779
2016-12-12,659047
2016-12-13,679311
2016-12-14,675230
2016-12-15,690514
2016-12-16,718399
2016-12-17,738606
2016-12-18,769805
2016-12-19,794510
2016-12-20,809276
2016-12-21,835385
2016-12-22,846100
2016-12-23,823408
2016-12-24,787380
2016-12-25,786831
2016-12-26,790582
2016-12-27,790840
2016-12-28,808147
2016-12-29,829718
2016-12-30,854147
2016-12-31,894103
2017-01-01,926805
2017-01-02,914303
2017-01-03,869595
2017-01-04,826158
2017-01-05,784850
2017-01-06,745617
2017-01-07,709771
2017-01-08,701300
2017-01-09,687193
2017-01-10,680953
2017-01-11,669124
2017-01-12,666331
2017-01-13,663783
2017-01-14,668578
2017-01-15,680850
2017-01-16,669387
2017-01-17,657543
2017-01-18,653393
2017-01-19,642351
2017-01-20,635048
2017-01-21,633792
2017-01-22,632902
2017-01-23,619290
2017-01-27,600429
2017-01-28,609666
2017-01-29,615259
2017-01-30,635665
2017-01-31,644413
2017-02-01,642467
2017-02-02,642312
2017-02-03,636506
2017-02-04,636333
2017-02-05,627734
2017-02-06,624176
2017-02-07,623557
2017-02-08,626151
2017-02-09,652000
2017-02-10,641908
2017-02-11,637156
2017-02-12,654209
2017-02-13,641209
2017-02-14,642971
2017-02-15,641419
2017-02-16,638223
2017-02-18,641704
2017-02-19,638363
2017-02-20,635763
2017-02-21,639254
2017-02-22,639579
2017-02-23,654526
2017-02-24,652088
2017-02-25,650630
2017-02-26,647612
2017-02-27,649435
2017-02-28,648907
2017-03-01,651067
2017-03-02,648295
2017-03-03,644186
2017-03-04,643051
2017-03-05,648449
2017-03-06,648688
2017-03-07,643284
2017-03-08,622847
2017-03-09,606205
2017-03-10,603928
2017-03-11,587703
2017-03-12,567704
2017-03-13,567973
2017-03-14,550932
2017-03-15,543513
2017-03-16,517513
2017-03-17,508253
2017-03-18,516927
2017-03-19,500934
2017-03-20,495346
2017-03-21,506221
2017-03-22,506335
2017-03-23,513164
2017-03-24,519811
2017-03-25,524770
2017-03-26,523399
2017-03-27,530021
2017-03-28,536243
2017-03-29,536894
2017-03-30,544256
2017-03-31,561076
2017-04-01,589055
2017-04-02,618508
2017-04-03,634116
2017-04-04,624271
2017-04-12,549971
2017-04-13,571318
2017-04-14,575819
2017-04-15,589712
2017-04-16,597876
2017-04-17,620855
2017-04-18,615959
2017-04-19,622288
2017-04-20,648231
2017-04-21,674289
2017-04-22,707728
2017-04-23,711773
2017-04-24,712453
2017-04-25,700564
2017-04-26,685356
2017-04-27,674476
2017-04-28,677696
2017-04-29,672580
2017-04-30,681323
2017-05-01,703358
2017-05-02,697988
2017-05-03,696038
2017-05-04,720034
2017-05-05,746496
2017-05-06,739787
2017-05-07,740925
2017-05-08,761181
2017-05-09,746296
2017-05-10,725981
2017-05-11,711322
2017-05-12,684512
2017-05-13,672497
2017-05-14,665031
2017-05-15,654301
2017-05-16,648429
2017-05-17,641398
2017-05-18,641680
2017-05-19,668063
2017-05-20,689807
2017-05-21,684966
2017-05-22,669259
2017-05-23,652479
2017-05-24,627331
2017-05-25,609618
2017-05-26,593051
2017-05-27,603940
2017-05-28,601332
2017-05-29,580862
2017-05-30,581292
2017-05-31,579537
2017-06-01,564022
2017-06-02,558774
2017-06-03,563145
2017-06-04,565571
2017-06-05,565240
2017-06-06,572259
2017-06-07,560514
2017-06-08,536831
2017-06-09,515834
2017-06-10,490960
2017-06-11,482725
2017-06-12,458588
2017-06-13,453583
2017-06-14,470353
2017-06-15,487057
2017-06-16,489587
2017-06-17,490389
2017-06-18,505889
2017-06-19,505889
2017-06-20,526016
2017-06-21,520692
2017-06-22,524669
2017-06-23,519348
2017-06-24,525184
2017-06-25,526382
2017-06-26,544124
2017-06-27,567895
2017-06-28,572747
2017-06-29,592537
2017-06-30,594151
2017-07-01,621319
2017-07-02,630319
2017-07-03,649741
2017-07-04,678366
2017-07-05,704990
2017-07-06,702063
2017-07-07,682782
2017-07-08,697809
2017-07-13,742479
2017-07-14,758215
2017-07-15,761581
2017-07-16,779681
2017-07-17,802585
2017-07-18,813977
2017-07-19,793693
2017-07-20,764243
2017-07-21,775286
2017-07-22,794135
2017-07-23,805131
2017-07-24,798261
2017-07-25,794477
2017-07-26,803293
2017-07-27,793552
2017-07-28,809301
2017-07-29,806300
2017-07-30,833151
2017-07-31,859484
2017-08-01,832106
2017-08-02,816748
2017-08-03,822487
2017-08-04,830520
2017-08-05,839716
2017-08-06,847530
2017-08-07,840993
2017-08-08,825960
2017-08-09,820650
2017-08-10,825364
2017-08-11,838828
2017-08-12,836506
2017-08-13,832782
2017-08-14,834868
2017-08-15,852135
2017-08-16,843420
2017-08-17,842628
2017-08-18,844686
2017-08-19,857256
2017-08-20,833045
2017-08-21,826032
2017-08-22,831726
2017-08-23,824997
2017-08-24,800690
2017-08-25,793388
2017-08-26,791625
2017-08-27,782872
2017-08-28,768425
2017-08-29,731757
2017-08-30,698514
2017-08-31,663588
2017-09-01,638254
2017-09-02,636271
2017-09-03,636985
2017-09-04,652852
2017-09-05,679917
2017-09-06,674519
2017-09-07,679170
2017-09-08,696379
2017-09-09,712557
2017-09-10,740641
2017-09-11,739571
2017-09-12,733501
2017-09-13,727442
2017-09-14,722744
2017-09-15,722744
2017-09-16,737035
2017-09-17,725009
2017-09-18,708726
2017-09-19,708014
2017-09-20,703146
2017-09-22,694668
2017-09-23,672686
2017-09-24,687454
2017-09-25,690354
2017-09-26,685664
2017-09-27,677386
2017-09-28,681756
2017-09-29,677685
2017-09-30,668756
2017-10-01,681414
2017-10-02,695682
2017-10-03,682448
2017-10-04,679772
2017-10-05,662169
2017-10-06,661206
2017-10-07,665375
2017-10-08,684997
2017-10-09,688393
2017-10-10,711653
2017-10-11,711653
2017-10-12,697141
2017-10-13,687285
2017-10-14,682155
2017-10-15,696868
2017-10-16,698021
2017-10-17,700952
2017-10-18,699302
2017-10-19,682334
2017-10-20,674082
2017-10-21,671622
2017-10-22,683175
2017-10-23,684936
2017-10-24,672985
2017-10-25,682418
2017-10-26,695024
2017-10-27,717444
2017-10-28,717444
2017-10-29,718472
2017-10-30,712538
2017-10-31,715997
2017-11-01,716837
2017-11-02,710087
2017-11-03,699728
2017-11-04,710375
2017-11-05,734226
2017-11-06,717487
2017-11-07,714268
2017-11-08,708977
2017-11-09,702067
2017-11-10,703282
2017-11-11,699146
2017-11-12,692521
2017-11-13,684881
2017-11-14,671188
2017-11-15,673501
2017-11-16,664014
2017-11-17,663476
2017-11-18,661576
2017-11-19,654982
2017-11-20,648813
2017-11-21,654070
2017-11-22,653682
2017-11-23,640848
2017-11-24,632424
2017-11-25,645125
2017-11-26,634253
2017-11-27,634253
2017-11-28,634239
2017-11-29,640811
2017-11-30,640228
2017-12-01,629978
2017-12-02,624772
2017-12-03,624323
2017-12-04,620760
2017-12-05,615690
2017-12-06,614249
2017-12-07,621583
2017-12-08,633298
2017-12-09,639759
2017-12-10,664874
2017-12-11,667105
2017-12-12,665825
2017-12-13,675442
2017-12-14,687580
2017-12-15,702024
2017-12-16,699229
2017-12-17,706369
2017-12-18,699783
2017-12-19,692835
2017-12-20,691967
2017-12-21,679433
2017-12-22,676451
2017-12-23,683651
2017-12-24,676788
2017-12-25,677011
2017-12-26,694831
2017-12-27,708909
2017-12-28,728379
2017-12-29,735783
2017-12-30,746006
2017-12-31,749306
2018-01-01,777997
2018-01-02,803507
2018-01-03,806990
2018-01-04,826682
2018-01-05,859072
2018-01-06,894868
2018-01-07,913495
2018-01-08,919251
2018-01-09,928795
2018-01-10,932044
2018-01-11,956217
2018-01-12,933777
2018-01-13,932995
2018-01-14,943664
2018-01-15,930789
2018-01-16,932402
2018-01-17,932859
2018-01-18,946295
2018-01-19,948424
2018-01-20,947682
2018-01-21,947340
2018-01-22,960828
2018-01-23,950157
2018-01-24,951445
2018-01-25,940449
2018-01-26,928761
2018-01-27,907541
2018-01-28,898321
2018-01-29,880689
2018-01-30,867456
2018-01-31,862116
2018-02-01,862400
2018-02-02,863589
2018-02-03,888785
2018-02-04,929296
2018-02-05,971996
2018-02-06,1012492
2018-02-07,1007396
2018-02-08,1002631
2018-02-09,954251
2018-02-10,908278
2018-02-11,878902
2018-02-12,839723
2018-02-13,805352
2018-02-14,777915
2018-02-15,757422
2018-02-16,756030
2018-02-17,764628
2018-02-18,770098
2018-02-19,794742
2018-02-20,812100
2018-02-21,842779
2018-02-22,831150
2018-02-23,809397
2018-02-24,803386
2018-02-25,804053
2018-02-26,792221
2018-02-27,816600
2018-02-28,812095
2018-03-01,810488
2018-03-02,808650
2018-03-03,814160
2018-03-04,839532
2018-03-05,864556
2018-03-06,864345
2018-03-07,859779
2018-03-08,866975
2018-03-09,862594
2018-03-10,873668
2018-03-11,889004
2018-03-12,911464
2018-03-13,947790
2018-03-14,949936
2018-03-15,954354
2018-03-16,960220
2018-03-17,965886
2018-03-18,967671
2018-03-20,956100
2018-03-21,960376
2018-03-22,978366
2018-03-23,974302
2018-03-24,979992
2018-03-25,1000631
2018-03-26,1004735
2018-03-27,1004702
2018-03-28,1017360
2018-03-29,1007815
2018-03-30,1003781
2018-03-31,991622
2018-04-01,998163
2018-04-02,1003105
2018-04-03,1006987
2018-04-04,988753
2018-04-05,966848
2018-04-06,943006
2018-04-07,937151
2018-04-08,931932
2018-04-09,930161
2018-04-10,927854
2018-04-11,927624
2018-04-12,903641
2018-04-13,893072
2018-04-14,894653
2018-04-15,889005
2018-04-16,900708
2018-04-17,918212
2018-04-18,908547
2018-04-19,907645
2018-04-20,898005
2018-04-21,894202
2018-04-22,901514
2018-04-23,926872
2018-04-24,935871
2018-04-25,961534
2018-04-26,970629
2018-04-27,945975
2018-04-28,930056
2018-04-29,925415
2018-04-30,924498
2018-05-01,914697
2018-05-02,927034
2018-05-03,942268
2018-05-04,935733
2018-05-05,923252
2018-05-06,909827
2018-05-07,899840
2018-05-08,895150
2018-05-09,887377
2018-05-10,856701
2018-05-11,852639
2018-05-12,847025
2018-05-13,833720
2018-05-14,839910
2018-05-15,817580
2018-05-16,817425
2018-05-17,815560
2018-05-18,820300
2018-05-19,828978
2018-05-20,830908
2018-05-21,831122
2018-05-22,829203
2018-05-23,830309
2018-05-24,827006
2018-05-25,826455
2018-05-26,826683
2018-05-27,828938
2018-05-28,849965
2018-05-29,874502
2018-05-30,864848
2018-05-31,855531
2018-06-01,854018
2018-06-02,866080
2018-06-03,860376
2018-06-04,848069
2018-06-05,826317
2018-06-06,808043
2018-06-07,771576
2018-06-08,755412
2018-06-09,746135
2018-06-10,747950
2018-06-11,730468
2018-06-12,698211
2018-06-13,685372
2018-06-14,659320
2018-06-15,678417
2018-06-16,694569
2018-06-17,683457
2018-06-18,698200
2018-06-19,714046
2018-06-20,719078
2018-06-21,707139
2018-06-22,699160
2018-06-23,696764
2018-06-24,703625
2018-06-25,716068
2018-06-26,715120
2018-06-27,702304
2018-06-28,724864
2018-06-29,760956
2018-06-30,799004
2018-07-01,837656
2018-07-02,876396
2018-07-03,889805
2018-07-04,869880
2018-07-05,879886
2018-07-06,900856
2018-07-07,913429
2018-07-08,958559
2018-07-09,987130
2018-07-10,987177
2018-07-11,1005506
2018-07-12,1019325
2018-07-13,1001864
2018-07-14,954661
2018-07-15,932729
2018-07-16,894305
2018-07-17,887233
2018-07-18,874845
2018-07-19,888087
2018-07-20,901968
2018-07-21,935714
2018-07-22,974880
2018-07-23,990353
2018-07-24,1003518
2018-07-25,1005503
2018-07-26,1014347
2018-07-27,979524
2018-07-28,997411
2018-07-29,1046728
2018-07-30,1071026
2018-07-31,1101153
2018-08-01,1155783
2018-08-02,1189868
2018-08-03,1217227
2018-08-04,1271823
2018-08-05,1269744
2018-08-06,1282507
2018-08-07,1256897
2018-08-08,1256319
2018-08-09,1218374
2018-08-10,1173372
2018-08-11,1153686
2018-08-12,1110813
2018-08-14,1017323
2018-08-16,948643
2018-08-17,910806
2018-08-18,911376
2018-08-19,940012
2018-08-20,984654
2018-08-21,1031734
2018-08-22,1046913
2018-08-23,996657
2018-08-24,979056
2018-08-25,980508
2018-08-26,971332
2018-08-27,978483
2018-08-28,1004246
2018-08-29,1025035
2018-08-30,1003596
2018-08-31,985069
2018-09-01,989718
2018-09-02,1001249
2018-09-03,1003876
2018-09-04,989340
2018-09-05,982475
2018-09-06,992712
2018-09-07,999132
2018-09-08,1000579
2018-09-09,997301
2018-09-10,992422
2018-09-11,1014924
2018-09-12,1055362
2018-09-13,1108025
2018-09-14,1163427
2018-09-15,1204449
2018-09-16,1260512
2018-09-17,1297364
2018-09-18,1273444
2018-09-19,1287173
2018-09-20,1262218
2018-09-21,1265324
2018-09-22,1275980
2018-09-23,1287107
2018-09-24,1286623
2018-09-25,1279148
2018-09-26,1240663
2018-09-27,1199354
2018-09-28,1171881
2018-09-29,1149161
2018-09-30,1156383
2018-10-01,1181614
2018-10-02,1160167
2018-10-03,1143309
2018-10-04,1134081
2018-10-05,1137089
2018-10-06,1146620
2018-10-07,1154182
2018-10-08,1140438
2018-10-09,1140899
2018-10-10,1131944
2018-10-11,1117894
2018-10-12,1111381
2018-10-13,1093023
2018-10-14,1071539
2018-10-15,1065030
2018-10-16,1063202
2018-10-17,1055807
2018-10-18,1043983
2018-10-19,1032579
2018-10-20,1028582
2018-10-21,1022067
2018-10-22,991256
2018-10-23,964998
2018-10-24,954719
2018-10-25,937172
2018-10-26,908060
2018-10-27,904794
2018-10-28,892695
2018-10-29,888722
2018-10-30,908016
2018-10-31,952925
2018-11-01,1000093
2018-11-03,1048346
2018-11-04,1099607
2018-11-05,1150387
2018-11-06,1140243
2018-11-07,1144422
2018-11-08,1169549
2018-11-09,1171422
2018-11-10,1214603
2018-11-11,1231894
2018-11-12,1270926
2018-11-13,1302566
2018-11-15,1433890
2018-11-16,1504131
2018-11-17,1561160
2018-11-18,1624247
2018-11-19,1692195
2018-11-20,1625936
2018-11-21,1557691
2018-11-22,1482238
2018-11-23,1408448
2018-11-24,1338025
2018-11-25,1313191
2018-11-26,1298420
2018-11-27,1311617
2018-11-28,1331668
2018-11-29,1368054
2018-12-01,1477301
2018-12-02,1509693
2018-12-03,1533822
2018-12-04,1532265
2018-12-05,1501889
2018-12-07,1384743
2018-12-09,1341494
2018-12-10,1340214
2018-12-11,1372802
2018-12-12,1416481
2018-12-13,1481756
2018-12-14,1552077
2018-12-15,1532519
2018-12-16,1491896
2018-12-17,1525429
2018-12-18,1561692
2018-12-19,1557152
2018-12-20,1549177
2018-12-21,1579983
2018-12-22,1574885
2018-12-23,1556000
2018-12-24,1524626
2018-12-25,1513559
2018-12-26,1503542
2018-12-27,1487186
2018-12-28,1455947
2018-12-29,1440081
2018-12-30,1397322
2018-12-31,1392015
2019-01-01,1405430
2019-01-02,1410151
2019-01-03,1390673
2019-01-04,1374771
2019-01-05,1362460
2019-01-06,1354561
2019-01-08,1337748
2019-01-10,1376767
2019-01-11,1445606
2019-01-12,1517887
2019-01-13,1593752
2019-01-14,1673440
2019-01-15,1740422
2019-01-16,1777517
2019-01-17,1798581
2019-01-18,1783265
2019-01-19,1832670
2019-01-20,1843718
2019-01-21,1838142
2019-01-22,1823461
2019-01-23,1779165
2019-01-24,1763304
2019-01-25,1694444
2019-01-26,1620909
2019-01-27,1561277
2019-01-28,1543403
2019-01-29,1563942
2019-01-30,1547149
2019-01-31,1531051
2019-02-01,1553485
2019-02-02,1542887
2019-02-03,1606116
2019-02-04,1676011
2019-02-05,1724837
2019-02-06,1751982
2019-02-07,1782743
2019-02-08,1813205
2019-02-09,1842614
2019-02-10,1812693
2019-02-11,1796114
2019-02-12,1747761
2019-02-13,1692787
2019-02-14,1649525
2019-02-15,1595741
2019-02-16,1567383
2019-02-17,1565946
2019-02-18,1601662
2019-02-19,1659848
2019-02-20,1663872
2019-02-21,1634229
2019-02-22,1618347
2019-02-23,1569814
2019-02-24,1505523
2019-02-25,1489511
2019-02-26,1456334
2019-02-27,1431891
2019-02-28,1384739
2019-03-01,1362760
2019-03-02,1350465
2019-03-03,1345867
2019-03-04,1392099
