date_obj,Staff%20of%20the%20dead price
2015-10-17,11626360
2015-10-18,11686366
2015-10-19,11451512
2015-10-20,11612936
2015-10-22,11631223
2015-10-23,11769270
2015-10-24,11769270
2015-10-25,11843402
2015-10-26,11906603
2015-10-27,11906603
2015-10-29,12121982
2015-10-30,12541892
2015-10-31,13004483
2015-11-01,13004483
2015-11-02,12662867
2015-11-03,12662867
2015-11-04,12186615
2015-11-05,11770094
2015-11-06,11770094
2015-11-07,11846611
2015-11-08,11846611
2015-11-09,11902594
2015-11-10,11902594
2015-11-11,11691184
2015-11-12,11691184
2015-11-13,11597774
2015-11-14,11597774
2015-11-15,11951087
2015-11-16,11951087
2015-11-17,12090608
2015-11-18,12090608
2015-11-19,12464538
2015-11-20,12711147
2015-11-21,12711147
2015-11-22,12836987
2015-11-23,12836987
2015-11-24,13038054
2015-11-25,13377772
2015-11-26,13377772
2015-11-27,13768566
2015-11-28,13768566
2015-11-29,14003647
2015-11-30,14114982
2015-12-01,14114982
2015-12-02,14045337
2015-12-03,14076834
2015-12-04,14076834
2015-12-05,14197382
2015-12-06,14309267
2015-12-07,14309267
2015-12-08,14247447
2015-12-09,14391728
2015-12-10,14391728
2015-12-11,14403892
2015-12-12,14403892
2015-12-13,14195575
2015-12-14,14195575
2015-12-15,14054247
2015-12-16,14054247
2015-12-17,13946647
2015-12-18,13991410
2015-12-19,13991410
2015-12-20,14010874
2015-12-21,14010874
2015-12-22,13915811
2015-12-23,13921127
2015-12-24,13921127
2015-12-25,13839415
2015-12-26,13714127
2015-12-27,13637146
2015-12-28,13637146
2015-12-29,13638495
2015-12-30,13785366
2015-12-31,13873518
2016-01-01,13873518
2016-01-02,14170103
2016-01-03,14030920
2016-01-04,13921890
2016-01-05,13921890
2016-01-06,13790463
2016-01-07,13790463
2016-01-08,13681443
2016-01-09,13696611
2016-01-10,13744416
2016-01-11,13805408
2016-01-12,13749012
2016-01-13,13749012
2016-01-14,13714342
2016-01-15,13888593
2016-01-16,13852654
2016-01-17,13769207
2016-01-18,13719709
2016-01-19,13719709
2016-01-20,13635519
2016-01-21,13635519
2016-01-22,13338479
2016-01-23,13140951
2016-01-24,13140951
2016-01-25,13053430
2016-01-26,13053430
2016-01-27,13023040
2016-01-28,13023040
2016-01-29,12948773
2016-01-30,12948773
2016-01-31,12761077
2016-02-01,12558675
2016-02-02,12345957
2016-02-03,12069172
2016-02-04,11498204
2016-02-05,11102371
2016-02-06,11542647
2016-02-07,11582468
2016-02-08,11549377
2016-02-09,11402369
2016-02-10,11208240
2016-02-11,11186243
2016-02-12,11186243
2016-02-13,11060331
2016-02-14,11060331
2016-02-15,10813103
2016-02-16,10519035
2016-02-17,10402142
2016-02-18,10047130
2016-02-19,9661466
2016-02-20,9663887
2016-02-21,9728010
2016-02-22,9728010
2016-02-23,9844975
2016-02-24,10008905
2016-02-25,10153213
2016-02-26,10153213
2016-02-27,10056184
2016-02-28,9959250
2016-02-29,9901702
2016-03-01,9831935
2016-03-02,9812562
2016-03-03,9781287
2016-03-04,9831619
2016-03-05,9848565
2016-03-06,9912583
2016-03-07,9912583
2016-03-08,9937564
2016-03-09,9991188
2016-03-10,9977503
2016-03-11,9945832
2016-03-12,9944566
2016-03-13,9944566
2016-03-14,9881034
2016-03-15,9778859
2016-03-16,9674931
2016-03-17,9721507
2016-03-18,9696948
2016-03-19,9663067
2016-03-20,9654923
2016-03-21,9654923
2016-03-22,9575228
2016-03-23,9519561
2016-03-24,9409897
2016-03-25,9331157
2016-03-26,9286288
2016-03-27,9286288
2016-03-28,9154993
2016-03-29,8856499
2016-03-30,8856499
2016-03-31,8533093
2016-04-01,8558863
2016-04-02,8616070
2016-04-03,8877550
2016-04-04,8879800
2016-04-05,8834333
2016-04-06,8814206
2016-04-07,8814206
2016-04-08,8764032
2016-04-09,8918901
2016-04-10,9058833
2016-04-11,9058833
2016-04-12,9039592
2016-04-13,9279943
2016-04-14,9598676
2016-04-15,9677832
2016-04-16,9560375
2016-04-17,9500356
2016-04-18,9417478
2016-04-19,9472203
2016-04-20,9307800
2016-04-21,9277955
2016-04-22,9277955
2016-04-23,9223912
2016-04-24,9161151
2016-04-25,9094309
2016-04-26,9161765
2016-04-27,9206621
2016-04-28,9154289
2016-04-29,9142667
2016-04-30,9043184
2016-05-01,8901024
2016-05-02,8948985
2016-05-03,8923787
2016-05-04,8884109
2016-05-05,8776332
2016-05-06,8776332
2016-05-07,8692474
2016-05-08,8607273
2016-05-09,8586113
2016-05-10,8455881
2016-05-11,8450227
2016-05-12,8356454
2016-05-13,8154361
2016-05-14,8053855
2016-05-15,8031765
2016-05-16,7873807
2016-05-17,7850229
2016-05-18,7741644
2016-05-19,7801829
2016-05-22,7651345
2016-05-23,7601189
2016-05-24,7584865
2016-05-25,7557762
2016-05-26,7473311
2016-05-27,7611440
2016-05-28,7648718
2016-05-29,7543502
2016-05-30,7543502
2016-05-31,7494437
2016-06-01,7457091
2016-06-02,7502810
2016-06-03,7658146
2016-06-04,7646240
2016-06-05,7843989
2016-06-06,7705392
2016-06-07,7705392
2016-06-08,7514569
2016-06-09,7645540
2016-06-10,7611443
2016-06-11,7646738
2016-06-12,7583141
2016-06-13,7583141
2016-06-14,7498298
2016-06-15,7443604
2016-06-16,7567415
2016-06-17,7528252
2016-06-18,7528252
2016-06-19,7306009
2016-06-20,7283262
2016-06-21,7313689
2016-06-22,7426688
2016-06-23,7543430
2016-06-24,7533340
2016-06-25,7469551
2016-06-26,7374857
2016-06-27,7505722
2016-06-28,7510018
2016-06-29,7431498
2016-06-30,7430825
2016-07-01,7361842
2016-07-02,7359992
2016-07-03,7362991
2016-07-04,7324382
2016-07-05,7318820
2016-07-06,7334981
2016-07-07,7385107
2016-07-08,7387392
2016-07-09,7531050
2016-07-10,7372446
2016-07-11,7149587
2016-07-12,6962792
2016-07-13,6765089
2016-07-14,6585857
2016-07-15,6705407
2016-07-16,6745561
2016-07-17,6823894
2016-07-18,6897485
2016-07-24,6608712
2016-07-25,6401077
2016-07-26,6297175
2016-07-27,6365042
2016-07-28,6680304
2016-07-29,6895087
2016-07-30,7027844
2016-07-31,7211434
2016-08-01,7140581
2016-08-02,7063337
2016-08-03,6973341
2016-08-04,6944337
2016-08-05,6884434
2016-08-06,6948703
2016-08-07,6931068
2016-08-08,6931068
2016-08-09,6851569
2016-08-10,6813438
2016-08-11,6736805
2016-08-12,6703190
2016-08-13,6701342
2016-08-14,6734566
2016-08-15,6828309
2016-08-16,7146744
2016-08-17,7478828
2016-08-18,7766005
2016-08-19,7444983
2016-08-20,7173634
2016-08-21,7007923
2016-08-22,6919873
2016-08-23,6750598
2016-08-24,6624031
2016-08-25,6458467
2016-08-26,6458467
2016-08-28,6206241
2016-08-31,6202721
2016-09-01,6376796
2016-09-02,6376796
2016-09-03,6677852
2016-09-04,7008394
2016-09-05,6877007
2016-09-06,6903981
2016-09-07,6806710
2016-09-08,6806710
2016-09-09,6904976
2016-09-10,7112537
2016-09-11,7112537
2016-09-12,7109953
2016-09-13,6877921
2016-09-14,6877921
2016-09-15,6800666
2016-09-16,6800666
2016-09-17,6941472
2016-09-18,7131680
2016-09-19,7392534
2016-09-20,7392534
2016-09-21,7486579
2016-09-22,7717336
2016-09-23,7688606
2016-09-24,7688606
2016-09-25,7565949
2016-09-26,7565949
2016-09-27,7339367
2016-09-28,7047195
2016-09-29,7047195
2016-09-30,7293253
2016-10-01,7556567
2016-10-02,7556567
2016-10-03,7500095
2016-10-04,7362431
2016-10-05,7342950
2016-10-06,7263798
2016-10-07,7263798
2016-10-08,7393378
2016-10-09,7393378
2016-10-11,7331911
2016-10-12,7331911
2016-10-13,7382940
2016-10-14,7376727
2016-10-15,7325340
2016-10-16,7457326
2016-10-17,7750290
2016-10-18,7750290
2016-10-19,7578921
2016-10-20,7500263
2016-10-21,7394728
2016-10-22,7394728
2016-10-23,7406856
2016-10-24,7408445
2016-10-25,7408445
2016-10-26,7354027
2016-10-27,7354027
2016-10-28,7176223
2016-10-29,7187000
2016-10-30,7126271
2016-10-31,7049427
2016-11-01,7049427
2016-11-02,6978556
2016-11-03,6978556
2016-11-04,6939424
2016-11-05,6939424
2016-11-06,6944639
2016-11-07,6944639
2016-11-08,6959469
2016-11-09,6889405
2016-11-10,6880786
2016-11-11,6827305
2016-11-12,6909317
2016-11-13,6909317
2016-11-14,7006770
2016-12-08,6938893
2016-12-09,6891575
2016-12-10,6891575
2016-12-11,6771494
2016-12-12,6706325
2016-12-13,6635563
2016-12-14,6542613
2016-12-15,6542613
2016-12-16,6505471
2016-12-17,6560228
2016-12-18,6560228
2016-12-19,6492132
2016-12-20,6492813
2016-12-21,6440493
2016-12-22,6440493
2016-12-23,6485267
2016-12-24,6485267
2016-12-25,6636512
2016-12-26,6939914
2016-12-27,7139886
2016-12-28,7239230
2016-12-29,7427574
2016-12-30,7460713
2016-12-31,7419593
2017-01-01,7701368
2017-01-02,8028316
2017-01-03,8365815
2017-01-04,8702330
2017-01-05,8267213
2017-01-06,7853852
2017-01-07,7461159
2017-01-08,7088101
2017-01-09,6733695
2017-01-10,6397010
2017-01-11,6077159
2017-01-12,6153877
2017-01-13,5868402
2017-01-14,5691057
2017-01-15,5875180
2017-01-16,5856971
2017-01-17,5886323
2017-01-18,5811823
2017-01-19,5798232
2017-01-20,5757604
2017-01-21,5839819
2017-01-22,5643140
2017-01-27,5251514
2017-01-28,5217166
2017-01-29,5206936
2017-01-30,5358935
2017-01-31,5397506
2017-02-01,5506181
2017-02-02,5482620
2017-02-03,5451092
2017-02-04,5318729
2017-02-05,5221579
2017-02-06,5225291
2017-02-07,5129321
2017-02-08,5153083
2017-02-09,5153083
2017-02-10,5208758
2017-02-11,5151385
2017-02-12,5151385
2017-02-13,5118785
2017-02-14,5092050
2017-02-15,5068966
2017-02-16,5078006
2017-02-18,5055924
2017-02-19,5100533
2017-02-20,5029825
2017-02-21,5062411
2017-02-22,5062411
2017-02-23,4884751
2017-02-24,4884751
2017-02-25,4709251
2017-02-26,4840023
2017-02-27,4817021
2017-02-28,4886313
2017-03-01,4925209
2017-03-02,4941816
2017-03-03,4893388
2017-03-04,4892032
2017-03-05,4856220
2017-03-06,4831443
2017-03-07,4776661
2017-03-08,4776661
2017-03-09,4746004
2017-03-10,4684218
2017-03-11,4603871
2017-03-12,4582363
2017-03-13,4533865
2017-03-14,4432621
2017-03-15,4371537
2017-03-16,4278226
2017-03-17,4232386
2017-03-18,4230009
2017-03-19,4238242
2017-03-20,4230363
2017-03-21,4237567
2017-03-22,4429171
2017-03-23,4473280
2017-03-24,4668766
2017-03-25,4668766
2017-03-26,4719828
2017-03-27,4668518
2017-03-28,4854372
2017-03-29,4839770
2017-03-30,4842636
2017-03-31,4987091
2017-04-01,5072235
2017-04-02,5308298
2017-04-03,5487985
2017-04-04,5464854
2017-04-12,5676672
2017-04-13,5790577
2017-04-14,5787716
2017-04-15,5626630
2017-04-16,5548713
2017-04-17,5607401
2017-04-18,5546579
2017-04-19,5413264
2017-04-20,5508694
2017-04-21,5613241
2017-04-22,5613241
2017-04-23,5586996
2017-04-24,5750303
2017-04-25,5759441
2017-04-26,5759441
2017-04-27,5651248
2017-04-28,5576463
2017-04-29,5490322
2017-04-30,5544441
2017-05-01,5544441
2017-05-02,5520586
2017-05-03,5520586
2017-05-04,5390247
2017-05-05,5345160
2017-05-06,5405284
2017-05-07,5408238
2017-05-08,5353805
2017-05-09,5230210
2017-05-10,5127440
2017-05-11,5262758
2017-05-12,5325884
2017-05-13,5260347
2017-05-14,5260347
2017-05-15,5161595
2017-05-16,5062992
2017-05-17,5144132
2017-05-18,5159434
2017-05-19,5159434
2017-05-20,5338596
2017-05-21,5338596
2017-05-22,5286276
2017-05-23,5286276
2017-05-24,5198414
2017-05-25,4972459
2017-05-26,4772646
2017-05-27,4997696
2017-05-28,5044519
2017-05-29,5208185
2017-05-30,5166865
2017-05-31,5268069
2017-06-01,5174622
2017-06-02,4919307
2017-06-03,4919307
2017-06-06,4624561
2017-06-07,4544329
2017-06-08,4544329
2017-06-09,4403566
2017-06-10,4241586
2017-06-11,4042879
2017-06-12,3877460
2017-06-13,3847532
2017-06-14,4038642
2017-06-15,4114632
2017-06-16,4280960
2017-06-17,4411736
2017-06-18,4430145
2017-06-19,4430145
2017-06-20,4465397
2017-06-21,4308867
2017-06-22,4308867
2017-06-23,4139422
2017-06-24,4131219
2017-06-25,4131219
2017-06-26,3980814
2017-06-27,3824687
2017-06-28,3912080
2017-06-29,4096648
2017-06-30,4049920
2017-07-01,4049920
2017-07-02,3992272
2017-07-03,3975794
2017-07-04,4003297
2017-07-05,4003297
2017-07-06,3967398
2017-07-07,3967398
2017-07-08,4108223
2017-07-13,4031748
2017-07-14,4070645
2017-07-15,4070645
2017-07-16,4242475
2017-07-17,4454302
2017-07-18,4659962
2017-07-19,4892961
2017-07-20,5048794
2017-07-21,4936634
2017-07-22,4932852
2017-07-23,4993199
2017-07-24,4993199
2017-07-25,4886242
2017-07-26,4836347
2017-07-27,4818767
2017-07-28,4807766
2017-07-29,4807766
2017-07-30,4757032
2017-07-31,4757032
2017-08-01,4730614
2017-08-02,4788570
2017-08-03,4679671
2017-08-04,4679671
2017-08-05,4643047
2017-08-06,4643047
2017-08-09,4378208
2017-08-10,4279464
2017-08-11,4159320
2017-08-12,4087104
2017-08-13,4205224
2017-08-14,4286288
2017-08-15,4286509
2017-08-17,4299123
2017-08-18,4299123
2017-08-19,4407869
2017-08-20,4386847
2017-08-21,4425753
2017-08-22,4447877
2017-08-23,4447877
2017-08-24,4416445
2017-08-25,4416445
2017-08-26,4408934
2017-08-27,4344474
2017-08-28,4344474
2017-08-29,4308888
2017-08-30,4266813
2017-08-31,4266813
2017-09-01,4313769
2017-09-02,4216996
2017-09-03,4216996
2017-09-04,4417822
2017-09-05,4584342
2017-09-06,4774167
2017-09-07,4972471
2017-09-08,4972471
2017-09-09,5094655
2017-09-10,5009373
2017-09-11,5009373
2017-09-12,4956549
2017-09-13,5067218
2017-09-14,5059683
2017-09-15,5059683
2017-09-16,5019966
2017-09-17,4998684
2017-09-19,4939135
2017-09-20,4848140
2017-09-21,4848140
2017-09-22,4764483
2017-09-23,4764483
2017-09-24,4745436
2017-09-25,4704244
2017-09-26,4704244
2017-09-27,4640200
2017-09-28,4649169
2017-09-29,4786954
2017-09-30,4786954
2017-10-01,4928648
2017-10-02,5059665
2017-10-03,5059665
2017-10-04,5121832
2017-10-05,5074061
2017-10-06,5095483
2017-10-07,5103749
2017-10-08,5172005
2017-10-09,5172005
2017-10-10,5123989
2017-10-11,5123989
2017-10-12,5014871
2017-10-13,5067534
2017-10-14,5176375
2017-10-15,5176375
2017-10-16,5133214
2017-10-17,5133214
2017-10-18,5083151
2017-10-19,5083151
2017-10-20,5123907
2017-10-21,5123907
2017-10-22,5131461
2017-10-23,5131461
2017-10-24,5189227
2017-10-25,5239572
2017-10-26,5356866
2017-10-27,5602095
2017-10-28,5602095
2017-10-29,5763873
2017-10-30,5653102
2017-10-31,5575531
2017-11-01,5575531
2017-11-02,5668449
2017-11-03,5668449
2017-11-04,5669613
2017-11-05,5669613
2017-11-06,5564583
2017-11-07,5564583
2017-11-08,5431659
2017-11-09,5183033
2017-11-10,5183033
2017-11-11,5080707
2017-11-12,5020000
2017-11-13,5020000
2017-11-14,5009423
2017-11-15,5009423
2017-11-16,4819972
2017-11-17,4729438
2017-11-18,4729438
2017-11-19,4624520
2017-11-20,4624520
2017-11-21,4559277
2017-11-22,4559277
2017-11-23,4665216
2017-11-24,4708423
2017-11-25,4811840
2017-11-26,4870566
2017-11-27,4870566
2017-11-28,4952374
2017-11-29,4894199
2017-11-30,4894199
2017-12-01,5062583
2017-12-02,5062583
2017-12-03,5183971
2017-12-04,5183971
2017-12-05,5147010
2017-12-06,5094251
2017-12-07,5075551
2017-12-08,5075551
2017-12-09,5006590
2017-12-10,5042960
2017-12-11,5016482
2017-12-12,5016482
2017-12-13,4955964
2017-12-14,4955964
2017-12-15,4926581
2017-12-16,5024796
2017-12-17,5261621
2017-12-18,5433500
2017-12-19,5433500
2017-12-20,5524335
2017-12-21,5607016
2017-12-22,5646697
2017-12-23,5839319
2017-12-24,5968109
2017-12-25,5968109
2017-12-26,5887146
2017-12-27,5800190
2017-12-28,5800190
2017-12-29,5824633
2017-12-30,5836202
2017-12-31,5836202
2018-01-01,5911296
2018-01-02,5854312
2018-01-03,5840746
2018-01-04,5576826
2018-01-05,5302717
2018-01-06,5037581
2018-01-07,4786115
2018-01-08,4642986
2018-01-09,4454974
2018-01-10,4506686
2018-01-11,4592776
2018-01-12,4634572
2018-01-13,4666394
2018-01-14,4661641
2018-01-15,4621976
2018-01-16,4665620
2018-01-17,4788417
2018-01-18,4779435
2018-01-19,4779435
2018-01-20,4855327
2018-01-21,4839267
2018-01-22,4812126
2018-01-23,4758685
2018-01-24,4849481
2018-01-25,4787752
2018-01-26,4839242
2018-01-27,5036520
2018-01-28,5055961
2018-01-29,4927877
2018-01-30,5156727
2018-02-01,5623804
2018-02-02,5882635
2018-02-04,6186738
2018-02-05,6275810
2018-02-06,6219027
2018-02-07,6373363
2018-02-08,6692032
2018-02-09,7026634
2018-02-10,7377966
2018-02-11,7741936
2018-02-12,7614478
2018-02-13,7425498
2018-02-14,7136614
2018-02-15,7096903
2018-02-16,7268717
2018-02-17,7261632
2018-02-18,7299980
2018-02-19,7281457
2018-02-20,7130190
2018-02-21,6877323
2018-02-22,6554240
2018-02-23,6731822
2018-02-24,6759714
2018-02-25,6733107
2018-02-26,6834168
2018-02-27,6788652
2018-02-28,6638399
2018-03-01,6592206
2018-03-02,6588930
2018-03-03,6506458
2018-03-04,6506458
2018-03-05,6418910
2018-03-06,6371299
2018-03-07,6289655
2018-03-08,6219283
2018-03-09,6154933
2018-03-10,6167258
2018-03-11,6194268
2018-03-12,6137347
2018-03-13,6172455
2018-03-14,6372488
2018-03-15,6381345
2018-03-16,6304640
2018-03-17,6340482
2018-03-18,6314686
2018-03-19,6474588
2018-03-20,6506735
2018-03-21,6545637
2018-03-23,6714526
2018-03-24,6767598
2018-03-26,6875628
2018-03-27,6821861
2018-03-28,6680891
2018-03-29,6467550
2018-03-30,6536102
2018-03-31,6657956
2018-04-01,6837173
2018-04-02,6831894
2018-04-03,6980827
2018-04-04,7043605
2018-04-05,7043605
2018-04-06,7082243
2018-04-08,6966590
2018-04-09,6808277
2018-04-10,6699713
2018-04-11,6617561
2018-04-12,6494946
2018-04-13,6599118
2018-04-14,6759035
2018-04-16,6965961
2018-04-17,6905418
2018-04-18,6884348
2018-04-19,6943301
2018-04-20,7014797
2018-04-21,7246574
2018-04-22,7608903
2018-04-23,7824691
2018-04-24,7760678
2018-04-25,7709955
2018-04-26,7723300
2018-04-27,7780215
2018-04-28,7874181
2018-04-29,7995078
2018-04-30,8176305
2018-05-01,8377305
2018-05-02,8324841
2018-05-03,8272070
2018-05-04,8180277
2018-05-05,8182066
2018-05-06,8182066
2018-05-07,8547109
2018-05-08,8832427
2018-05-09,9209163
2018-05-10,9128509
2018-05-11,8943211
2018-05-12,8668990
2018-05-13,8668990
2018-05-14,8548149
2018-05-15,8542251
2018-05-16,8380771
2018-05-17,8256838
2018-05-18,8202951
2018-05-19,8192639
2018-05-20,8382480
2018-05-21,8423432
2018-05-22,8423432
2018-05-23,8447789
2018-05-24,8767167
2018-05-25,8746024
2018-05-26,8682448
2018-05-27,8682448
2018-05-28,8833457
2018-05-29,8876983
2018-05-30,8939142
2018-05-31,8991457
2018-06-01,9072950
2018-06-02,9030005
2018-06-03,9085332
2018-06-04,9141774
2018-06-05,9020704
2018-06-06,9002843
2018-06-07,9002843
2018-06-08,8555776
2018-06-09,8127987
2018-06-10,7721587
2018-06-11,7335507
2018-06-12,6968731
2018-06-13,6620423
2018-06-14,6289401
2018-06-15,5976748
2018-06-16,5695477
2018-06-17,5685944
2018-06-18,5705874
2018-06-19,5518582
2018-06-20,5518582
2018-06-21,5661201
2018-06-22,5708836
2018-06-23,5884262
2018-06-24,5705475
2018-06-25,5655530
2018-06-26,5550457
2018-06-27,5542170
2018-06-28,5521954
2018-06-29,5570963
2018-06-30,5642504
2018-07-01,5606301
2018-07-02,5568481
2018-07-03,5600272
2018-07-04,5741857
2018-07-05,5696599
2018-07-06,5777103
2018-07-07,5832484
2018-07-08,5820934
2018-07-09,5879930
2018-07-10,6004740
2018-07-11,5931154
2018-07-12,5891582
2018-07-13,5804624
2018-07-14,5818323
2018-07-15,5863029
2018-07-16,5819941
2018-07-17,5839593
2018-07-18,5800463
2018-07-19,5757953
2018-07-20,5759453
2018-07-21,5793131
2018-07-22,5809297
2018-07-23,5929998
2018-07-24,5910768
2018-07-25,5875513
2018-07-26,6043684
2018-07-27,5937718
2018-07-28,5909955
2018-07-29,5840902
2018-07-30,5763256
2018-07-31,5578236
2018-08-01,5578236
2018-08-02,5407235
2018-08-03,5357738
2018-08-04,5371770
2018-08-05,5317116
2018-08-06,5297051
2018-08-07,5251169
2018-08-08,5183509
2018-08-09,5183509
2018-08-10,5122572
2018-08-11,5112458
2018-08-12,5210147
2018-08-14,5137920
2018-08-16,5161835
2018-08-17,5270246
2018-08-18,5405444
2018-08-19,5282147
2018-08-20,5416305
2018-08-21,5553326
2018-08-22,5543214
2018-08-23,5533673
2018-08-24,5523988
2018-08-25,5463371
2018-08-26,5383615
2018-08-27,5419721
2018-08-28,5326230
2018-08-29,5292758
2018-08-30,5373836
2018-08-31,5390029
2018-09-01,5482544
2018-09-02,5699048
2018-09-03,5691666
2018-09-04,5572299
2018-09-05,5551763
2018-09-06,5551763
2018-09-07,5609475
2018-09-08,5585297
2018-09-09,5461389
2018-09-10,5248882
2018-09-11,5248882
2018-09-12,5254173
2018-09-13,5421648
2018-09-14,5374783
2018-09-15,5282187
2018-09-16,5170038
2018-09-17,5127270
2018-09-18,5107942
2018-09-19,5169032
2018-09-20,5220424
2018-09-21,5188558
2018-09-22,5257149
2018-09-23,5231047
2018-09-24,5245600
2018-09-25,5372527
2018-09-26,5548847
2018-09-27,5548847
2018-09-28,5659118
2018-09-29,5701437
2018-09-30,5807929
2018-10-02,5775052
2018-10-03,5873006
2018-10-04,6049196
2018-10-05,6126685
2018-10-06,6264983
2018-10-07,6385854
2018-10-08,6304793
2018-10-09,6467662
2018-10-10,6271739
2018-10-11,6269138
2018-10-12,6307450
2018-10-13,6278047
2018-10-14,6313198
2018-10-15,6334817
2018-10-16,6493650
2018-10-17,6383777
2018-10-18,6357611
2018-10-19,6301991
2018-10-20,6301991
2018-10-21,6285897
2018-10-22,6403420
2018-10-23,6396738
2018-10-24,6327326
2018-10-25,6276390
2018-10-26,6280114
2018-10-27,6417003
2018-10-28,6410058
2018-10-29,6367902
2018-10-30,6293634
2018-10-31,6305987
2018-11-01,6265453
2018-11-03,6346026
2018-11-04,6302828
2018-11-05,6440005
2018-11-06,6603531
2018-11-07,6877886
2018-11-08,6860273
2018-11-09,6808177
2018-11-10,6854093
2018-11-11,6792219
2018-11-12,6639675
2018-11-13,6542999
2018-11-14,6398873
2018-11-15,6338925
2018-11-16,6248119
2018-11-17,6141308
2018-11-18,6160775
2018-11-19,6105076
2018-11-20,6006105
2018-11-21,5898388
2018-11-22,5725075
2018-11-23,5445959
2018-11-24,5208476
2018-11-25,5198688
2018-11-26,5179495
