date_obj,Law%20rune price
2019-09-04,161
2019-09-05,161
2019-09-06,165
2019-09-07,169
2019-09-08,172
2019-09-09,174
2019-09-10,176
2019-09-11,183
2019-09-12,187
2019-09-13,186
2019-09-14,183
2019-09-15,184
2019-09-16,184
2019-09-17,190
2019-09-18,193
2019-09-19,194
2019-09-20,193
2019-09-21,196
2019-09-22,197
2019-09-23,199
2019-09-24,199
2019-09-25,200
2019-09-26,200
2019-09-27,199
2019-09-28,197
2019-09-29,192
2019-09-30,188
2019-10-01,184
2019-10-02,184
2019-10-03,183
2019-10-04,182
2019-10-05,181
2019-10-06,180
2019-10-07,180
2019-10-08,179
2019-10-09,178
2019-10-10,177
2019-10-11,177
2019-10-12,177
2019-10-13,177
2019-10-14,179
2019-10-15,180
2019-10-16,180
2019-10-17,180
2019-10-18,180
2019-10-19,181
2019-10-20,180
2019-10-21,180
2019-10-22,180
2019-10-23,179
2019-10-24,179
2019-10-25,179
2019-10-26,179
2019-10-27,179
2019-10-28,180
2019-10-29,179
2019-10-30,179
2019-10-31,179
2019-11-01,176
2019-11-02,169
2019-11-03,162
2019-11-04,160
2019-11-05,160
2019-11-06,160
2019-11-07,160
2019-11-08,162
2019-11-09,164
2019-11-10,166
2019-11-11,169
2019-11-12,169
2019-11-13,169
2019-11-14,167
2019-11-15,166
2019-11-16,164
2019-11-17,165
2019-11-18,163
2019-11-19,160
2019-11-20,158
2019-11-21,158
2019-11-22,159
2019-11-23,159
2019-11-24,160
2019-11-25,159
2019-11-26,161
2019-11-27,162
2019-11-28,162
2019-11-29,161
2019-11-30,161
2019-12-01,163
2019-12-02,164
2019-12-03,165
2019-12-04,167
2019-12-05,167
2019-12-06,164
2019-12-07,164
2019-12-08,165
2019-12-09,166
2019-12-10,166
2019-12-11,166
2019-12-12,166
2019-12-13,167
2019-12-14,166
2019-12-15,166
2019-12-16,166
2019-12-17,166
2019-12-18,166
2019-12-19,164
2019-12-20,158
2019-12-21,152
2019-12-22,147
2019-12-23,142
2019-12-24,142
2019-12-25,143
2019-12-26,146
2019-12-27,145
2019-12-28,139
2019-12-29,133
2019-12-30,131
2019-12-31,133
2020-01-01,137
2020-01-02,142
2020-01-03,150
2020-01-04,157
2020-01-05,159
2020-01-06,158
2020-01-07,159
2020-01-08,160
2020-01-09,160
2020-01-10,158
2020-01-11,153
2020-01-12,150
2020-01-13,148
2020-01-14,148
2020-01-15,152
2020-01-16,160
2020-01-17,158
2020-01-18,157
2020-01-19,153
2020-01-20,152
2020-01-21,152
2020-01-22,153
2020-01-23,155
2020-01-24,156
2020-01-25,157
2020-01-26,159
2020-01-27,159
2020-01-28,159
2020-01-29,161
2020-01-30,160
2020-01-31,161
2020-02-01,162
2020-02-02,163
2020-02-03,163
2020-02-04,164
2020-02-05,163
2020-02-06,156
2020-02-07,151
2020-02-08,148
2020-02-09,149
2020-02-10,150
2020-02-11,153
2020-02-12,153
2020-02-13,152
2020-02-14,150
2020-02-15,150
2020-02-16,150
2020-02-17,152
2020-02-18,153
2020-02-19,153
2020-02-20,154
2020-02-21,154
2020-02-22,155
2020-02-23,156
2020-02-24,157
2020-02-25,158
2020-02-26,158
2020-02-27,159
2020-02-28,159
2020-02-29,160
2020-03-01,160
2020-03-02,155
2020-03-03,155
2020-03-04,157
2020-03-05,158
2020-03-06,159
2020-03-07,159
2020-03-08,160
2020-03-09,162
2020-03-10,161
2020-03-11,160
2020-03-12,158
2020-03-13,157
2020-03-14,157
2020-03-15,157
2020-03-16,157
2020-03-17,157
2020-03-18,158
2020-03-19,160
2020-03-20,162
2020-03-21,162
2020-03-22,162
2020-03-23,163
2020-03-24,164
2020-03-25,165
2020-03-26,169
2020-03-27,176
2020-03-28,182
2020-03-29,186
2020-03-30,189
2020-03-31,190
2020-04-01,189
2020-04-02,192
2020-04-03,195
2020-04-04,204
2020-04-05,213
2020-04-06,216
2020-04-07,223
2020-04-08,221
2020-04-09,220
2020-04-10,221
2020-04-11,222
2020-04-12,225
2020-04-13,221
2020-04-14,222
2020-04-15,219
2020-04-16,209
2020-04-17,204
2020-04-18,194
2020-04-19,190
2020-04-20,189
2020-04-21,190
2020-04-22,193
2020-04-23,198
2020-04-24,198
2020-04-25,197
2020-04-26,196
2020-04-27,197
2020-04-28,197
2020-04-29,201
2020-04-30,204
2020-05-01,203
2020-05-02,203
2020-05-03,203
2020-05-04,204
2020-05-05,204
2020-05-06,209
2020-05-07,208
2020-05-08,205
2020-05-09,203
2020-05-10,203
2020-05-11,202
2020-05-12,202
2020-05-13,202
