date_obj,Rune%20crossbow price
2016-01-20,10525
2016-01-21,10406
2016-01-22,10387
2016-01-23,10222
2016-01-24,10074
2016-01-25,9967
2016-01-26,9851
2016-01-27,9883
2016-01-28,9971
2016-01-29,10007
2016-01-30,10233
2016-01-31,10450
2016-02-01,10517
2016-02-02,10591
2016-02-03,10461
2016-02-04,10289
2016-02-05,10211
2016-02-06,10287
2016-02-07,10298
2016-02-08,10260
2016-02-09,10410
2016-02-10,10652
2016-02-11,10837
2016-02-12,10917
2016-02-13,10976
2016-02-14,11158
2016-02-15,10942
2016-02-16,10807
2016-02-17,10733
2016-02-18,10592
2016-02-19,10502
2016-02-20,10522
2016-02-21,10602
2016-02-22,10663
2016-02-23,10638
2016-02-24,10727
2016-02-25,10815
2016-02-26,11073
2016-02-27,11176
2016-02-28,11022
2016-02-29,10832
2016-03-01,10765
2016-03-02,10729
2016-03-03,10741
2016-03-04,10673
2016-03-05,10732
2016-03-06,10815
2016-03-07,10854
2016-03-08,10868
2016-03-09,10736
2016-03-10,10687
2016-03-11,10751
2016-03-12,10714
2016-03-13,10614
2016-03-14,10697
2016-03-15,10583
2016-03-16,10570
2016-03-17,10671
2016-03-18,10575
2016-03-19,10571
2016-03-20,10638
2016-03-21,10644
2016-03-22,10648
2016-03-23,10716
2016-03-24,10758
2016-03-25,10774
2016-03-26,10909
2016-03-27,11114
2016-03-28,11402
2016-03-29,11493
2016-03-30,11306
2016-03-31,11166
2016-04-01,10964
2016-04-02,10912
2016-04-03,10849
2016-04-04,10764
2016-04-05,10553
2016-04-06,10550
2016-04-07,10570
2016-04-08,10737
2016-04-09,10664
2016-04-10,10683
2016-04-11,10664
2016-04-12,10678
2016-04-13,10658
2016-04-14,10682
2016-04-15,10752
2016-04-16,10776
2016-04-17,10811
2016-04-18,10824
2016-04-19,10792
2016-04-20,10843
2016-04-21,10878
2016-04-22,10796
2016-04-23,10848
2016-04-24,10922
2016-04-25,10873
2016-04-26,10729
2016-04-27,10660
2016-04-28,10648
2016-04-29,10696
2016-04-30,10628
2016-05-01,10612
2016-05-02,10546
2016-05-03,10618
2016-05-04,10543
2016-05-05,10568
2016-05-06,10442
2016-05-07,10446
2016-05-08,10298
2016-05-09,10172
2016-05-10,10180
2016-05-11,10289
2016-05-12,10249
2016-05-13,10392
2016-05-14,10302
2016-05-15,10309
2016-05-16,10353
2016-05-17,10396
2016-05-18,10381
2016-05-19,10414
2016-05-22,10319
2016-05-23,10347
2016-05-24,10429
2016-05-25,10348
2016-05-26,10231
2016-05-27,10173
2016-05-28,10199
2016-05-29,10152
2016-05-30,10241
2016-05-31,10175
2016-06-01,10209
2016-06-02,10293
2016-06-03,10378
2016-06-04,10331
2016-06-05,10223
2016-06-06,10265
2016-06-07,10241
2016-06-08,10121
2016-06-09,10128
2016-06-10,10092
2016-06-11,10001
2016-06-12,10116
2016-06-13,10103
2016-06-14,10156
2016-06-15,10127
2016-06-16,10116
2016-06-17,10204
2016-06-18,10252
2016-06-19,10086
2016-06-20,10129
2016-06-21,10139
2016-06-22,10060
2016-06-23,10047
2016-06-24,10082
2016-06-25,10218
2016-06-26,10281
2016-06-27,10254
2016-06-28,10402
2016-06-29,10525
2016-06-30,10535
2016-07-01,10598
2016-07-02,10574
2016-07-03,10355
2016-07-04,10358
2016-07-05,10452
2016-07-06,10337
2016-07-07,10321
2016-07-08,10334
2016-07-09,10671
2016-07-10,10690
2016-07-11,10772
2016-07-12,10830
2016-07-13,10641
2016-07-14,10555
2016-07-15,10548
2016-07-16,10577
2016-07-17,10525
2016-07-18,10487
2016-07-23,10620
2016-07-24,10758
2016-07-25,10889
2016-07-26,11177
2016-07-27,11207
2016-07-28,11157
2016-07-29,11048
2016-07-30,11174
2016-07-31,10935
2016-08-01,10924
2016-08-02,11180
2016-08-03,11230
2016-08-04,11025
2016-08-05,10993
2016-08-06,10931
2016-08-07,10823
2016-08-08,10606
2016-08-09,10639
2016-08-10,10422
2016-08-11,10297
2016-08-12,10214
2016-08-13,10359
2016-08-14,10493
2016-08-15,10526
2016-08-16,10572
2016-08-17,10636
2016-08-18,10704
2016-08-19,10811
2016-08-20,10726
2016-08-21,10618
2016-08-22,10614
2016-08-23,10592
2016-08-24,10503
2016-08-25,10390
2016-08-26,10372
2016-08-28,10293
2016-08-31,10254
2016-09-01,10240
2016-09-02,10315
2016-09-03,10236
2016-09-04,10463
2016-09-05,10445
2016-09-06,10496
2016-09-07,10628
2016-09-08,10482
2016-09-09,10428
2016-09-10,10483
2016-09-11,10516
2016-09-12,10465
2016-09-13,10573
2016-09-14,10531
2016-09-15,10583
2016-09-16,10518
2016-09-17,10532
2016-09-18,10572
2016-09-19,10585
2016-09-20,10580
2016-09-21,10550
2016-09-22,10542
2016-09-23,10469
2016-09-24,10413
2016-09-25,10448
2016-09-26,10526
2016-09-27,10456
2016-09-28,10568
2016-09-29,10533
2016-09-30,10560
2016-10-01,10555
2016-10-02,10602
2016-10-03,10500
2016-10-04,10485
2016-10-05,10512
2016-10-06,10519
2016-10-07,10452
2016-10-08,10525
2016-10-09,10616
2016-10-10,10627
2016-10-11,10561
2016-10-12,10451
2016-10-13,10470
2016-10-14,10488
2016-10-15,10587
2016-10-16,10536
2016-10-17,10550
2016-10-18,10550
2016-10-19,10543
2016-10-20,10579
2016-10-21,10762
2016-10-22,10853
2016-10-23,11062
2016-10-24,10820
2016-10-25,10723
2016-10-26,10795
2016-10-27,10818
2016-10-28,10835
2016-10-29,10888
2016-10-30,10822
2016-10-31,10913
2016-11-01,10987
2016-11-02,11240
2016-11-03,11405
2016-11-04,11258
2016-11-05,11158
2016-11-06,11102
2016-11-07,11078
2016-11-08,10898
2016-11-09,10639
2016-11-10,10537
2016-11-11,10533
2016-11-12,10474
2016-11-13,10516
2016-11-14,10531
2016-12-08,10410
2016-12-09,10317
2016-12-10,10274
2016-12-11,10248
2016-12-12,10310
2016-12-13,10358
2016-12-14,10402
2016-12-15,10290
2016-12-16,10273
2016-12-17,10324
2016-12-18,10387
2016-12-19,10401
2016-12-20,10368
2016-12-21,10505
2016-12-22,10384
2016-12-23,10529
2016-12-24,10522
2016-12-25,10600
2016-12-26,10528
2016-12-27,10509
2016-12-28,10806
2016-12-29,10720
2016-12-30,10846
2016-12-31,11003
2017-01-01,10861
2017-01-02,10595
2017-01-03,10445
2017-01-04,10229
2017-01-05,9935
2017-01-06,9834
2017-01-07,9791
2017-01-08,9774
2017-01-09,9813
2017-01-10,9839
2017-01-11,9876
2017-01-12,9962
2017-01-13,10048
2017-01-14,10140
2017-01-15,10263
2017-01-16,10473
2017-01-17,10472
2017-01-18,10532
2017-01-19,10443
2017-01-20,10537
2017-01-21,10357
2017-01-22,10410
2017-01-27,10385
2017-01-28,10352
2017-01-29,10399
2017-01-30,10303
2017-01-31,10328
2017-02-01,10323
2017-02-02,10336
2017-02-03,10383
2017-02-04,10443
2017-02-05,10498
2017-02-06,10595
2017-02-07,10649
2017-02-08,10589
2017-02-09,10509
2017-02-10,10558
2017-02-11,10604
2017-02-12,10639
2017-02-13,10654
2017-02-14,10478
2017-02-15,10422
2017-02-16,10448
2017-02-18,10553
2017-02-19,10523
2017-02-20,10426
2017-02-21,10409
2017-02-22,10425
2017-02-23,10353
2017-02-24,10392
2017-02-25,10465
2017-02-26,10434
2017-02-27,10400
2017-02-28,10411
2017-03-01,10430
2017-03-02,10423
2017-03-03,10396
2017-03-04,10503
2017-03-05,10522
2017-03-06,10642
2017-03-07,10780
2017-03-08,10979
2017-03-09,11011
2017-03-10,10727
2017-03-11,10566
2017-03-12,10543
2017-03-13,10465
2017-03-14,10487
2017-03-15,10464
2017-03-16,10499
2017-03-17,10498
2017-03-18,10547
2017-03-19,10443
2017-03-20,10535
2017-03-21,10615
2017-03-22,10643
2017-03-23,10657
2017-03-24,10890
2017-03-25,10917
2017-03-26,10897
2017-03-27,10818
2017-03-28,10925
2017-03-29,10878
2017-03-30,10755
2017-03-31,10684
2017-04-01,10714
2017-04-02,10692
2017-04-03,10705
2017-04-04,10635
2017-04-12,10742
2017-04-13,10833
2017-04-14,10717
2017-04-15,10778
2017-04-16,10845
2017-04-17,11125
2017-04-18,11345
2017-04-19,11401
2017-04-20,11194
2017-04-21,11030
2017-04-22,10823
2017-04-23,10710
2017-04-24,10625
2017-04-25,10490
2017-04-26,10425
2017-04-27,10439
2017-04-28,10336
2017-04-29,10373
2017-04-30,10492
2017-05-01,10507
2017-05-02,10559
2017-05-03,10669
2017-05-04,10571
2017-05-05,10539
2017-05-06,10621
2017-05-07,10513
2017-05-08,10454
2017-05-09,10460
2017-05-10,10444
2017-05-11,10437
2017-05-12,10458
2017-05-13,10413
2017-05-14,10360
2017-05-15,10192
2017-05-16,10206
2017-05-17,10261
2017-05-18,10325
2017-05-19,10322
2017-05-20,10262
2017-05-21,10263
2017-05-22,10176
2017-05-23,10240
2017-05-24,10289
2017-05-25,10038
2017-05-26,9806
2017-05-27,9742
2017-05-28,9667
2017-05-29,9692
2017-05-30,9780
2017-05-31,9750
2017-06-01,9801
2017-06-02,9863
2017-06-03,9874
2017-06-06,10022
2017-06-07,10028
2017-06-08,9926
2017-06-09,9789
2017-06-10,9714
2017-06-11,9651
2017-06-12,9703
2017-06-13,9724
2017-06-14,9748
2017-06-15,9976
2017-06-16,10090
2017-06-17,10129
2017-06-18,9940
2017-06-19,9905
2017-06-20,9886
2017-06-21,9990
2017-06-22,9891
2017-06-23,9966
2017-06-24,10033
2017-06-25,9970
2017-06-26,10057
2017-06-27,9999
2017-06-28,10023
2017-06-29,10010
2017-06-30,9799
2017-07-01,9729
2017-07-02,9690
2017-07-03,9682
2017-07-04,9661
2017-07-05,9676
2017-07-06,9658
2017-07-07,9687
2017-07-08,9589
2017-07-13,9616
2017-07-14,9615
2017-07-15,9653
2017-07-16,9712
2017-07-17,9773
2017-07-18,9852
2017-07-19,9904
2017-07-20,9993
2017-07-21,10082
2017-07-22,9912
2017-07-23,9881
2017-07-24,9907
2017-07-25,9952
2017-07-26,10044
2017-07-27,10200
2017-07-28,10046
2017-07-29,9922
2017-07-30,9986
2017-07-31,10102
2017-08-01,10076
2017-08-02,10114
2017-08-03,10081
2017-08-04,10051
2017-08-05,10099
2017-08-06,10073
2017-08-09,10026
2017-08-10,9975
2017-08-11,9888
2017-08-12,9827
2017-08-13,10011
2017-08-14,10036
2017-08-15,10186
2017-08-17,10060
2017-08-18,10132
2017-08-19,10126
2017-08-20,10022
2017-08-21,10120
2017-08-22,10246
2017-08-23,10167
2017-08-24,10226
2017-08-25,10266
2017-08-26,10128
2017-08-27,10076
2017-08-28,10013
2017-08-29,10056
2017-08-30,10069
2017-08-31,10142
2017-09-01,10066
2017-09-02,9993
2017-09-03,10061
2017-09-04,10046
2017-09-05,10065
2017-09-06,10169
2017-09-07,10083
2017-09-08,10062
2017-09-09,9979
2017-09-10,9840
2017-09-11,9836
2017-09-12,9809
2017-09-13,9796
2017-09-14,9803
2017-09-15,9750
2017-09-16,9653
2017-09-17,9705
2017-09-19,9516
2017-09-20,9747
2017-09-21,10002
2017-09-22,10225
2017-09-23,10275
2017-09-24,10317
2017-09-25,10177
2017-09-26,9989
2017-09-27,9913
2017-09-28,9877
2017-09-29,9907
2017-09-30,10144
2017-10-01,10379
2017-10-02,10687
2017-10-03,10748
2017-10-04,10680
2017-10-05,10394
2017-10-06,10286
2017-10-07,10049
2017-10-08,9977
2017-10-09,9953
2017-10-10,9913
2017-10-11,10026
2017-10-12,10074
2017-10-13,10116
2017-10-14,10052
2017-10-15,9981
2017-10-16,10013
2017-10-17,9957
2017-10-18,9992
2017-10-19,9966
2017-10-20,9989
2017-10-21,10104
2017-10-22,10009
2017-10-23,9955
2017-10-24,9998
2017-10-25,10013
2017-10-26,10085
2017-10-27,10014
2017-10-28,9988
2017-10-29,9997
2017-10-30,10024
2017-10-31,9960
2017-11-01,9945
2017-11-02,9986
2017-11-03,9995
2017-11-04,9984
2017-11-05,9890
2017-11-06,9893
2017-11-07,9886
2017-11-08,9977
2017-11-09,9965
2017-11-10,9969
2017-11-11,9927
2017-11-12,9851
2017-11-13,9809
2017-11-14,9808
2017-11-15,9879
2017-11-16,9826
2017-11-17,9781
2017-11-18,9781
2017-11-19,9823
2017-11-20,9868
2017-11-21,9903
2017-11-22,9926
2017-11-23,10025
2017-11-24,10350
2017-11-25,10470
2017-11-26,10724
2017-11-27,10631
2017-11-28,10524
2017-11-29,10432
2017-11-30,10351
2017-12-01,10232
2017-12-02,10146
2017-12-03,10121
2017-12-04,10003
2017-12-05,10123
2017-12-06,10250
2017-12-07,10236
2017-12-08,10223
2017-12-09,10166
2017-12-10,10144
2017-12-11,10087
2017-12-12,10002
2017-12-13,9972
2017-12-14,9872
2017-12-15,9879
2017-12-16,9965
2017-12-17,9827
2017-12-18,9686
2017-12-19,9669
2017-12-20,9718
2017-12-21,9774
2017-12-22,9709
2017-12-23,9767
2017-12-24,9822
2017-12-25,9832
2017-12-26,9943
2017-12-27,10019
2017-12-28,10150
2017-12-29,10183
2017-12-30,10024
2017-12-31,9916
2018-01-01,9847
2018-01-02,9861
2018-01-03,9945
2018-01-04,10080
2018-01-05,9960
2018-01-06,10079
2018-01-07,9989
2018-01-08,9987
2018-01-09,9888
2018-01-10,9819
2018-01-11,9802
2018-01-12,9856
2018-01-13,9714
2018-01-14,9758
2018-01-15,9787
2018-01-16,9705
2018-01-17,9824
2018-01-18,9885
2018-01-19,9889
2018-01-20,9891
2018-01-21,9883
2018-01-22,9931
2018-01-23,9953
2018-01-24,10002
2018-01-25,9902
2018-01-26,9981
2018-01-27,9953
2018-01-28,10024
2018-01-29,9925
2018-01-30,9933
2018-01-31,9956
2018-02-01,9985
2018-02-02,9963
2018-02-03,9843
2018-02-04,9810
2018-02-05,9764
2018-02-06,9809
2018-02-07,9794
2018-02-08,9829
2018-02-09,9826
2018-02-10,9814
2018-02-11,9833
2018-02-12,9853
2018-02-13,9901
2018-02-14,9956
2018-02-15,10155
2018-02-16,10050
2018-02-17,10156
2018-02-18,10303
2018-02-19,10537
2018-02-20,10623
2018-02-21,10273
2018-02-22,10104
2018-02-23,9996
2018-02-24,9823
2018-02-25,9903
2018-02-26,9891
2018-02-27,9884
2018-02-28,9920
2018-03-01,9878
2018-03-02,10000
2018-03-03,9917
2018-03-04,9651
2018-03-05,9843
2018-03-06,9931
2018-03-07,9918
2018-03-08,9846
2018-03-09,9836
2018-03-10,9916
2018-03-11,9968
2018-03-12,9939
2018-03-13,9931
2018-03-14,9856
2018-03-15,9856
2018-03-16,9913
2018-03-17,9923
2018-03-18,9868
2018-03-19,9939
2018-03-20,9939
2018-03-21,9912
2018-03-23,9822
2018-03-24,9825
2018-03-26,9733
2018-03-27,9822
2018-03-29,9816
2018-03-30,9804
2018-03-31,9853
2018-04-01,9837
2018-04-02,9843
2018-04-03,9835
2018-04-04,9894
2018-04-05,9894
2018-04-06,9910
2018-04-08,9899
2018-04-09,9907
2018-04-10,9890
2018-04-11,9846
2018-04-12,9871
2018-04-13,9870
2018-04-14,9901
2018-04-15,9831
2018-04-16,9780
2018-04-17,9868
2018-04-18,9790
2018-04-19,9864
2018-04-20,9888
2018-04-21,9865
2018-04-22,9896
2018-04-23,9848
2018-04-24,9911
2018-04-25,9976
2018-04-26,9846
2018-04-27,9956
2018-04-28,10123
2018-04-29,10259
2018-04-30,9996
2018-05-01,9965
2018-05-02,9929
2018-05-03,9837
2018-05-04,9834
2018-05-05,9931
2018-05-06,9794
2018-05-08,9880
2018-05-09,9879
2018-05-10,9858
2018-05-11,9905
2018-05-12,10002
2018-05-13,9984
2018-05-14,9892
2018-05-15,9944
2018-05-16,10068
2018-05-17,10034
2018-05-18,10077
2018-05-19,10154
2018-05-20,10063
2018-05-21,10156
2018-05-22,10059
2018-05-23,10064
2018-05-24,10125
2018-05-25,10219
2018-05-26,10232
2018-05-27,10168
2018-05-28,10036
2018-05-29,9963
2018-05-30,9944
2018-05-31,9950
2018-06-01,9972
2018-06-02,9946
2018-06-03,9996
2018-06-04,9920
2018-06-05,9920
2018-06-06,9822
2018-06-07,9804
2018-06-08,9677
2018-06-09,9606
2018-06-10,9628
2018-06-11,9633
2018-06-12,9706
2018-06-13,9744
2018-06-14,9674
2018-06-15,9675
2018-06-16,9731
2018-06-17,9557
2018-06-18,9556
2018-06-19,9613
2018-06-20,9579
2018-06-21,9638
2018-06-22,9562
2018-06-23,9616
2018-06-24,9656
2018-06-25,9734
2018-06-26,9774
2018-06-27,9791
2018-06-28,9779
2018-06-29,9843
2018-06-30,9846
2018-07-01,9938
2018-07-02,9843
2018-07-03,9809
2018-07-04,9812
2018-07-05,9838
2018-07-06,9839
2018-07-07,9818
2018-07-08,9852
2018-07-09,9881
2018-07-10,9859
2018-07-11,9850
2018-07-12,9833
2018-07-13,9886
2018-07-14,9847
2018-07-15,9852
2018-07-16,9898
2018-07-17,9884
2018-07-18,9886
2018-07-19,9867
2018-07-20,9854
2018-07-21,9949
2018-07-22,9933
2018-07-23,9961
2018-07-24,9934
2018-07-25,9958
2018-07-26,10043
2018-07-27,10001
2018-07-28,10063
2018-07-29,10092
2018-07-30,10189
2018-07-31,10332
2018-08-01,10097
2018-08-02,10122
2018-08-03,10117
2018-08-04,10109
2018-08-05,10131
2018-08-06,10142
2018-08-07,10217
2018-08-08,10184
2018-08-09,10154
2018-08-10,10140
2018-08-11,10166
2018-08-12,10148
2018-08-14,10332
2018-08-16,10328
2018-08-17,10323
2018-08-18,10217
2018-08-19,10208
2018-08-20,10199
2018-08-21,10149
2018-08-22,10172
2018-08-23,10205
2018-08-24,10242
2018-08-25,10256
2018-08-26,10109
2018-08-27,10053
2018-08-28,10146
2018-08-29,10184
2018-08-30,10207
2018-08-31,10257
2018-09-01,10344
2018-09-02,10548
2018-09-03,10728
2018-09-04,10474
2018-09-05,10325
2018-09-06,10242
2018-09-07,10299
2018-09-08,10205
2018-09-09,10176
2018-09-10,10165
2018-09-11,10122
2018-09-12,10245
2018-09-13,10206
2018-09-14,10220
2018-09-15,10179
2018-09-16,10167
2018-09-17,10165
2018-09-18,10166
2018-09-19,10075
2018-09-20,9944
2018-09-21,9888
2018-09-22,9889
2018-09-23,9887
2018-09-24,9969
2018-09-25,9985
2018-09-26,10044
2018-09-27,10021
2018-09-28,10011
2018-09-29,9932
2018-09-30,9988
2018-10-02,9986
2018-10-03,9942
2018-10-04,9970
2018-10-05,9963
2018-10-06,9996
2018-10-07,9926
2018-10-08,10115
2018-10-09,10117
2018-10-10,9983
2018-10-11,9958
2018-10-12,9874
2018-10-13,9867
2018-10-14,9883
2018-10-15,9899
2018-10-16,9958
2018-10-17,9985
2018-10-18,9974
2018-10-19,10111
2018-10-20,10442
2018-10-21,10319
2018-10-22,10462
2018-10-23,10644
2018-10-24,10682
2018-10-25,10759
2018-10-26,10827
2018-10-27,10942
2018-10-28,10923
2018-10-29,10799
2018-10-30,10719
2018-10-31,10604
2018-11-01,10420
2018-11-03,10338
2018-11-04,10178
2018-11-05,10106
2018-11-06,10083
2018-11-07,10083
2018-11-08,9941
2018-11-09,9935
2018-11-10,9960
2018-11-11,9990
2018-11-12,10039
2018-11-13,10008
2018-11-14,10022
2018-11-15,9983
2018-11-16,10008
2018-11-17,9994
2018-11-18,9907
2018-11-19,9979
2018-11-20,9994
2018-11-21,9977
2018-11-22,9904
2018-11-23,9793
2018-11-24,9876
2018-11-25,9833
2018-11-26,9880
2018-11-27,9911
2018-11-28,9893
2018-11-29,9974
2018-12-01,9990
2018-12-02,9927
2018-12-03,9875
2018-12-05,9870
2018-12-07,9897
2018-12-09,9910
2018-12-10,9930
2018-12-11,9913
2018-12-12,9961
2018-12-13,9906
2018-12-14,9921
2018-12-15,9915
2018-12-16,9887
2018-12-17,9790
2018-12-18,9758
2018-12-19,9783
2018-12-20,9828
2018-12-21,9798
2018-12-22,9841
2018-12-23,9841
2018-12-24,9834
2018-12-25,9846
2018-12-26,9861
2018-12-27,9837
2018-12-28,9812
2018-12-29,9839
2018-12-30,9774
2018-12-31,9803
2019-01-01,9748
2019-01-02,9704
2019-01-03,9798
2019-01-04,9824
2019-01-05,9851
2019-01-06,9833
2019-01-08,9812
2019-01-10,9727
2019-01-11,9650
2019-01-12,9714
2019-01-13,9717
2019-01-14,9700
2019-01-15,9700
2019-01-16,9726
2019-01-17,9739
2019-01-18,9701
2019-01-19,9764
2019-01-20,9792
2019-01-21,9777
2019-01-22,9811
2019-01-23,9886
2019-01-24,9837
2019-01-25,9925
2019-01-26,9957
2019-01-27,9952
2019-01-28,9942
2019-01-29,9898
2019-01-30,9917
2019-01-31,9880
2019-02-01,9841
2019-02-02,9863
2019-02-03,9882
2019-02-04,9884
2019-02-05,9937
2019-02-06,9922
2019-02-07,9939
2019-02-08,9909
2019-02-09,9874
2019-02-10,9885
2019-02-11,9952
2019-02-12,9989
2019-02-13,9991
2019-02-14,9931
2019-02-15,9938
2019-02-16,9965
2019-02-17,10122
2019-02-18,9972
2019-02-19,9936
2019-02-20,9885
2019-02-21,9919
2019-02-22,10009
2019-02-23,10188
2019-02-24,10073
2019-02-25,9958
2019-02-26,9962
2019-02-27,9955
2019-02-28,9936
2019-03-01,9984
2019-03-02,10012
2019-03-03,10096
2019-03-04,9997
2019-03-05,9960
2019-03-06,9964
2019-03-07,9869
2019-03-08,9926
2019-03-09,9875
2019-03-10,9857
2019-03-11,9878
2019-03-12,9878
2019-03-13,9883
2019-03-14,9941
2019-03-15,9908
2019-03-16,9925
2019-03-17,9899
2019-03-18,9841
2019-03-19,9889
2019-03-20,9902
2019-03-21,9895
2019-03-22,9957
2019-03-23,9961
2019-03-24,9919
2019-03-25,9916
2019-03-26,9893
2019-03-27,9884
2019-03-28,9897
2019-03-29,9860
2019-03-30,9809
2019-03-31,9873
2019-04-01,9852
2019-04-02,9822
2019-04-03,9824
2019-04-04,9789
2019-04-05,9818
