date_obj,Dharok's%20greataxe price
2015-07-29,339788
2015-07-30,353317
2015-07-31,339955
2015-08-01,328789
2015-08-02,314248
2015-08-03,311949
2015-08-04,308972
2015-08-05,314022
2015-08-06,316988
2015-08-07,325714
2015-08-08,331115
2015-08-09,335630
2015-08-10,327180
2015-08-11,312101
2015-08-12,306831
2015-08-13,302903
2015-08-14,292264
2015-08-15,285926
2015-08-16,288340
2015-08-17,289098
2015-08-18,287137
2015-08-19,280077
2015-08-20,281573
2015-08-21,290326
2015-08-22,286363
2015-08-23,290090
2015-08-24,290015
2015-08-25,299195
2015-08-26,298846
2015-08-27,289587
2015-08-28,289846
2015-08-29,289558
2015-08-30,294085
2015-08-31,301994
2015-09-01,303418
2015-09-02,309363
2015-09-03,318645
2015-09-04,334001
2015-09-05,329841
2015-09-06,327768
2015-09-07,339249
2015-09-08,354008
2015-09-09,350774
2015-09-10,361378
2015-09-11,379447
2015-09-12,398420
2015-09-13,418341
2015-09-14,438920
2015-09-15,460829
2015-09-16,477526
2015-09-17,485444
2015-09-18,470955
2015-09-19,454293
2015-09-20,431960
2015-09-21,410362
2015-09-22,417258
2015-09-23,417315
2015-09-24,400998
2015-09-25,393991
2015-09-27,410763
2015-09-28,400516
2015-09-29,395914
2015-09-30,385723
2015-10-05,387342
2015-10-06,388103
2015-10-07,377888
2015-10-08,364018
2015-10-09,366428
2015-10-10,366428
2015-10-11,367615
2015-10-12,370441
2015-10-13,370441
2015-10-14,366813
2015-10-15,371865
2015-10-16,371297
2015-10-17,371297
2015-10-18,389798
2015-10-19,408131
2015-10-20,417429
2015-10-22,402574
2015-10-23,384185
2015-10-24,387967
2015-10-25,389761
2015-10-26,397765
2015-10-27,393846
2015-10-29,394738
2015-10-30,391588
2015-10-31,390015
2015-11-01,390015
2015-11-02,397653
2015-11-03,392757
2015-11-04,378688
2015-11-05,361427
2015-11-06,361427
2015-11-07,353054
2015-11-08,353054
2015-11-09,369773
2015-11-10,386276
2015-11-11,383445
2015-11-12,379944
2015-11-13,366214
2015-11-14,357682
2015-11-15,367457
2015-11-16,383769
2015-11-17,401198
2015-11-18,395298
2015-11-19,391574
2015-11-20,375298
2015-11-21,375298
2015-11-22,372990
2015-11-23,372990
2015-11-24,372741
2015-11-25,367770
2015-11-26,367770
2015-11-27,363201
2015-11-28,359882
2015-11-29,368690
2015-11-30,370792
2015-12-01,372186
2015-12-02,376362
2015-12-03,367708
2015-12-04,367708
2015-12-05,371524
2015-12-06,388688
2015-12-07,402682
2015-12-08,407409
2015-12-09,408502
2015-12-10,412250
2015-12-11,410176
2015-12-12,422181
2015-12-13,425655
2015-12-14,425655
2015-12-15,432787
2015-12-16,439030
2015-12-17,431037
2015-12-18,422289
2015-12-19,410167
2015-12-20,397560
2015-12-21,386397
2015-12-22,386086
2015-12-23,390517
2015-12-24,384755
2015-12-25,389745
2015-12-26,403042
2015-12-27,399464
2015-12-28,409712
2015-12-29,421165
2015-12-30,424736
2015-12-31,413335
2016-01-01,412402
2016-01-02,418215
2016-01-03,427167
2016-01-04,439407
2016-01-05,425324
2016-01-06,409520
2016-01-07,404738
2016-01-08,415837
2016-01-09,419824
2016-01-10,417547
2016-01-11,417855
2016-01-12,413698
2016-01-13,419896
2016-01-14,430919
2016-01-15,438005
2016-01-16,422637
2016-01-17,412778
2016-01-18,404441
2016-01-19,397964
2016-01-20,396337
2016-01-21,414573
2016-01-22,402991
2016-01-23,387966
2016-01-24,380890
2016-01-25,381739
2016-01-26,392140
2016-01-27,391104
2016-01-28,391104
2016-01-29,387550
2016-01-30,385363
2016-01-31,387558
2016-02-01,379757
2016-02-02,377897
2016-02-03,370357
2016-02-04,363676
2016-02-05,357405
2016-02-06,362940
2016-02-07,359670
2016-02-08,350315
2016-02-09,346597
2016-02-10,351585
2016-02-11,356726
2016-02-12,362637
2016-02-13,371428
2016-02-14,362282
2016-02-15,353844
2016-02-16,361685
2016-02-17,371896
2016-02-18,372830
2016-02-19,366625
2016-02-20,362966
2016-02-21,357801
2016-02-22,357801
2016-02-23,365710
2016-02-24,365578
2016-02-25,359363
2016-02-26,355961
2016-02-27,351217
2016-02-28,343223
2016-03-01,339261
2016-03-02,339969
2016-03-03,335074
2016-03-04,341502
2016-03-05,354629
2016-03-06,347185
2016-03-07,345157
2016-03-08,340119
2016-03-09,339758
2016-03-10,344652
2016-03-11,341046
2016-03-12,340690
2016-03-13,334288
2016-03-14,337756
2016-03-15,333125
2016-03-16,326035
2016-03-17,312404
2016-03-18,311533
2016-03-19,321204
2016-03-20,333948
2016-03-21,334232
2016-03-22,326146
2016-03-23,320447
2016-03-24,316702
2016-03-25,311360
2016-03-26,299934
2016-03-27,285873
2016-03-28,283638
2016-03-29,287048
2016-03-30,287048
2016-03-31,292744
2016-04-01,301217
2016-04-02,304352
2016-04-03,298969
2016-04-04,295328
2016-04-05,295173
2016-04-06,293468
2016-04-07,288697
2016-04-08,280007
2016-04-09,275481
2016-04-10,268693
2016-04-11,268693
2016-04-12,276236
2016-04-13,273537
2016-04-14,267007
2016-04-15,263538
2016-04-16,268054
2016-04-17,274768
2016-04-18,272164
2016-04-19,276941
2016-04-20,272501
2016-04-21,268128
2016-04-22,268128
2016-04-23,274070
2016-04-24,283914
2016-04-25,286124
2016-04-26,282385
2016-04-27,274395
2016-04-28,271457
2016-04-29,270777
2016-04-30,270124
2016-05-01,264793
2016-05-02,266050
2016-05-03,271864
2016-05-04,271623
2016-05-05,271125
2016-05-06,271125
2016-05-07,269387
2016-05-08,269212
2016-05-09,267101
2016-05-10,270958
2016-05-11,269302
2016-05-12,273778
2016-05-13,270389
2016-05-14,275127
2016-05-15,283573
2016-05-16,278038
2016-05-17,272417
2016-05-18,269942
2016-05-19,268181
2016-05-22,285921
2016-05-23,284682
2016-05-24,281585
2016-05-25,277869
2016-05-26,276489
2016-05-27,271479
2016-05-28,271636
2016-05-29,276610
2016-05-30,276480
2016-05-31,273977
2016-06-01,276838
2016-06-02,283231
2016-06-03,281941
2016-06-04,285230
2016-06-05,282909
2016-06-06,277730
2016-06-07,270548
2016-06-08,266893
2016-06-09,266496
2016-06-10,273394
2016-06-11,276777
2016-06-12,275550
2016-06-13,275043
2016-06-14,269100
2016-06-15,260111
2016-06-16,256420
2016-06-17,256483
2016-06-18,264512
2016-06-19,273778
2016-06-20,278110
2016-06-21,272560
2016-06-22,277374
2016-06-23,282070
2016-06-24,277708
2016-06-25,284370
2016-06-26,281458
2016-06-27,270483
2016-06-28,264611
2016-06-29,260093
2016-06-30,269810
2016-07-01,275391
2016-07-02,277323
2016-07-03,285125
2016-07-04,288313
2016-07-05,279753
2016-07-06,269179
2016-07-07,260022
2016-07-08,263145
2016-07-09,265443
2016-07-10,265603
2016-07-11,253383
2016-07-12,244904
2016-07-13,248300
2016-07-14,246765
2016-07-15,242063
2016-07-16,239293
2016-07-17,239609
2016-07-18,239008
2016-07-23,233482
2016-07-24,243270
2016-07-25,236144
2016-07-26,232996
2016-07-27,237188
2016-07-28,248746
2016-07-29,257382
2016-07-30,249213
2016-07-31,251707
2016-08-01,263252
2016-08-02,273333
2016-08-03,278204
2016-08-04,275229
2016-08-05,278692
2016-08-06,284835
2016-08-07,285430
2016-08-08,277578
2016-08-09,281452
2016-08-10,289072
2016-08-11,303526
2016-08-12,318703
2016-08-13,315553
2016-08-14,300727
2016-08-15,313960
2016-08-16,329251
2016-08-17,345642
2016-08-18,354676
2016-08-19,338883
2016-08-20,332488
2016-08-21,319149
2016-08-22,322155
2016-08-23,336009
2016-08-24,345061
2016-08-25,331923
2016-08-26,331923
2016-08-28,317203
2016-08-31,306173
2016-09-01,292144
2016-09-02,292144
2016-09-03,277598
2016-09-04,270814
2016-09-05,283568
2016-09-06,297747
2016-09-07,306922
2016-09-08,297444
2016-09-09,295878
2016-09-10,290555
2016-09-11,290555
2016-09-12,289968
2016-09-13,287154
2016-09-14,281630
2016-09-15,279628
2016-09-16,279628
2016-09-17,284095
2016-09-18,280444
2016-09-19,288218
2016-09-20,288218
2016-09-21,292138
2016-09-22,285439
2016-09-23,284300
2016-09-24,284300
2016-09-25,285555
2016-09-26,285555
2016-09-27,276869
2016-09-28,277065
2016-09-29,277065
2016-09-30,278493
2016-10-01,287329
2016-10-02,287329
2016-10-03,299577
2016-10-04,308008
2016-10-05,309214
2016-10-06,321737
2016-10-07,335027
2016-10-08,348469
2016-10-09,342308
2016-10-10,329306
2016-10-11,319956
2016-10-12,319654
2016-10-13,314328
2016-10-14,320299
2016-10-15,322468
2016-10-16,321767
2016-10-17,313391
2016-10-18,305213
2016-10-19,297475
2016-10-20,285862
2016-10-21,283425
2016-10-22,283425
2016-10-23,289366
2016-10-24,290085
2016-10-25,290085
2016-10-26,296957
2016-10-27,304015
2016-10-28,312666
2016-10-29,306135
2016-10-30,291239
2016-10-31,285039
2016-11-01,285039
2016-11-02,290214
2016-11-03,280568
2016-11-04,278859
2016-11-05,278859
2016-11-06,283775
2016-11-07,292872
2016-11-08,289144
2016-11-09,284630
2016-11-10,285113
2016-11-11,288380
2016-11-12,288339
2016-11-13,291966
2016-11-14,292923
2016-11-15,300099
2016-12-07,294724
2016-12-08,298640
2016-12-09,303274
2016-12-10,304182
2016-12-11,298677
2016-12-12,292236
2016-12-13,296572
2016-12-14,297058
2016-12-15,297058
2016-12-16,304156
2016-12-17,315995
2016-12-18,305264
2016-12-19,292320
2016-12-20,280441
2016-12-21,267489
2016-12-22,267789
2016-12-23,273987
2016-12-24,275423
2016-12-25,275026
2016-12-26,274408
2016-12-27,281263
2016-12-28,285615
2016-12-29,283545
2016-12-30,286182
2016-12-31,293116
2017-01-01,288632
2017-01-02,283283
2017-01-03,284049
2017-01-04,283455
2017-01-05,282385
2017-01-06,275297
2017-01-07,274395
2017-01-08,270099
2017-01-09,270883
2017-01-10,270086
2017-01-11,268627
2017-01-12,270527
2017-01-13,271513
2017-01-14,276908
2017-01-15,275254
2017-01-16,275195
2017-01-17,274861
2017-01-18,274821
2017-01-19,277865
2017-01-20,284700
2017-01-21,281242
2017-01-22,288742
2017-01-23,285163
2017-01-27,281154
2017-01-28,277506
2017-01-29,278551
2017-01-30,285306
2017-01-31,285934
2017-02-01,279342
2017-02-02,276817
2017-02-03,276812
2017-02-04,278123
2017-02-05,277405
2017-02-06,278689
2017-02-07,281041
2017-02-08,279384
2017-02-09,279384
2017-02-10,280464
2017-02-11,278987
2017-02-12,279810
2017-02-13,277743
2017-02-14,277757
2017-02-15,276511
2017-02-16,270183
2017-02-18,278453
2017-02-19,279684
2017-02-20,267988
2017-02-21,267493
2017-02-22,258066
2017-02-23,248215
2017-02-24,245271
2017-02-25,238181
2017-02-26,235884
2017-02-27,238675
2017-02-28,241309
2017-03-01,251390
2017-03-02,260990
2017-03-03,274040
2017-03-04,286566
2017-03-05,286680
2017-03-06,284743
2017-03-07,285848
2017-03-08,284392
2017-03-09,282497
2017-03-10,283707
2017-03-11,284346
2017-03-12,285251
2017-03-13,283733
2017-03-14,283292
2017-03-15,283031
2017-03-16,284194
2017-03-17,282316
2017-03-18,283797
2017-03-19,281993
2017-03-20,282460
2017-03-21,280902
2017-03-22,276137
2017-03-23,277243
2017-03-24,278046
2017-03-25,278046
2017-03-26,277346
2017-03-27,276358
2017-03-28,275525
2017-03-29,275724
2017-03-30,276073
2017-03-31,277486
2017-04-01,278276
2017-04-02,277556
2017-04-03,280808
2017-04-04,279419
2017-04-12,271870
2017-04-13,277680
2017-04-14,278301
2017-04-15,279457
2017-04-16,278886
2017-04-17,278074
2017-04-18,278677
2017-04-19,279846
2017-04-20,282875
2017-04-21,285112
2017-04-22,289663
2017-04-23,299719
2017-04-24,313635
2017-04-25,328739
2017-04-26,323773
2017-04-27,329903
2017-04-28,338771
2017-04-29,354704
2017-04-30,369779
2017-05-01,376299
2017-05-02,386017
2017-05-03,400235
2017-05-04,420247
2017-05-05,441260
2017-05-06,463117
2017-05-07,484839
2017-05-08,503318
2017-05-09,509489
2017-05-10,502451
2017-05-11,501769
2017-05-12,502002
2017-05-13,502977
2017-05-14,502733
2017-05-15,502035
2017-05-16,500781
2017-05-17,501581
2017-05-18,502456
2017-05-19,503691
2017-05-20,501824
2017-05-21,501824
2017-05-22,501496
2017-05-23,501574
2017-05-24,501781
2017-05-25,502219
2017-05-26,503614
2017-05-27,501847
2017-05-28,501986
2017-05-29,501483
2017-05-30,501051
2017-05-31,501282
2017-06-01,503417
2017-06-02,503432
2017-06-03,503899
2017-06-04,501830
2017-06-05,501332
2017-06-06,501498
2017-06-07,501928
2017-06-08,501928
2017-06-09,499409
2017-06-10,496740
2017-06-11,494963
2017-06-12,488440
2017-06-13,486547
2017-06-14,485891
2017-06-15,486914
2017-06-16,486468
2017-06-17,486579
2017-06-18,486424
2017-06-19,486424
2017-06-20,486333
2017-06-21,486862
2017-06-22,487032
2017-06-23,486739
2017-06-24,486795
2017-06-25,486881
2017-06-26,486870
2017-06-27,486481
2017-06-28,487111
2017-06-29,486284
2017-06-30,486466
2017-07-01,486466
2017-07-02,485628
2017-07-03,486502
2017-07-04,486327
2017-07-05,486327
2017-07-06,486243
2017-07-07,486243
2017-07-08,486609
2017-07-13,486285
2017-07-14,486048
2017-07-15,486048
2017-07-16,486464
2017-07-17,486616
2017-07-18,486880
2017-07-19,487827
2017-07-20,488445
2017-07-21,488460
2017-07-22,488348
2017-07-23,488297
2017-07-24,487460
2017-07-25,489267
2017-07-26,487248
2017-07-27,486602
2017-07-28,486182
2017-07-29,486472
2017-07-30,490383
2017-07-31,490383
2017-08-01,492969
2017-08-02,493919
2017-08-03,493456
2017-08-04,492647
2017-08-05,493935
2017-08-06,493185
2017-08-09,494028
2017-08-10,493793
2017-08-11,491377
2017-08-12,491477
2017-08-13,492021
2017-08-14,492035
2017-08-15,491907
2017-08-16,491878
2017-08-17,492095
2017-08-18,492095
2017-08-19,491209
2017-08-20,478611
2017-08-21,457111
2017-08-22,457491
2017-08-23,456790
2017-08-24,456977
2017-08-25,456485
2017-08-26,456741
2017-08-27,446945
2017-08-28,424597
2017-08-29,403367
2017-08-30,395989
2017-08-31,396485
2017-09-01,396693
2017-09-03,396695
2017-09-04,396795
2017-09-05,396870
2017-09-06,397055
2017-09-07,397148
2017-09-08,396574
2017-09-09,396629
2017-09-10,397044
2017-09-11,396934
2017-09-12,396202
2017-09-13,396817
2017-09-14,397103
2017-09-15,397103
2017-09-16,397294
2017-09-17,402316
2017-09-18,411575
2017-09-19,410520
2017-09-20,401543
2017-09-21,396351
2017-09-22,402015
2017-09-23,401869
2017-09-24,401687
2017-09-25,401775
2017-09-26,402310
2017-09-27,401999
2017-09-28,404970
2017-09-29,418639
2017-09-30,415898
2017-10-01,431886
2017-10-02,435694
2017-10-03,448708
2017-10-04,448708
2017-10-05,446872
2017-10-06,446535
2017-10-07,458229
2017-10-08,447893
2017-10-09,446766
2017-10-10,446461
2017-10-11,446461
2017-10-12,446763
2017-10-13,446766
2017-10-14,446604
2017-10-15,446604
2017-10-16,446650
2017-10-17,446650
2017-10-18,446751
2017-10-19,446800
2017-10-20,446961
2017-10-21,446870
2017-10-22,447893
2017-10-23,447724
2017-10-24,448270
2017-10-25,442948
2017-10-26,438647
2017-10-27,438624
2017-10-28,438624
2017-10-29,438673
2017-10-30,438332
2017-10-31,438300
2017-11-01,438300
2017-11-02,438321
2017-11-03,438709
2017-11-04,438735
2017-11-05,438137
2017-11-06,439186
2017-11-07,439880
2017-11-08,437926
2017-11-09,438808
2017-11-10,438890
2017-11-11,438202
2017-11-12,438396
2017-11-13,438343
2017-11-14,438304
2017-11-15,437914
2017-11-16,438443
2017-11-17,438435
2017-11-18,438758
2017-11-19,439205
2017-11-20,438223
2017-11-21,438445
2017-11-22,440352
2017-11-23,441933
2017-11-24,438358
2017-11-25,438007
2017-11-26,437474
2017-11-27,437474
2017-11-28,437984
2017-11-29,437878
2017-11-30,440067
2017-12-01,439653
2017-12-02,439793
2017-12-03,439275
2017-12-04,438873
2017-12-05,438497
2017-12-06,438887
2017-12-07,439071
2017-12-08,440122
2017-12-09,440210
2017-12-10,440251
2017-12-11,441056
2017-12-12,441309
2017-12-13,439447
2017-12-14,442588
2017-12-15,447049
2017-12-16,453636
2017-12-17,456045
2017-12-18,461584
2017-12-19,463013
2017-12-20,462320
2017-12-21,456565
2017-12-22,447307
2017-12-23,451371
2017-12-24,452206
2017-12-25,452741
2017-12-26,452893
2017-12-27,456320
2017-12-28,456175
2017-12-29,456056
2017-12-30,453887
2017-12-31,451636
2018-01-01,452002
2018-01-02,452869
2018-01-03,448883
2018-01-04,448078
2018-01-05,444405
2018-01-06,447099
2018-01-07,454366
2018-01-08,474835
2018-01-09,482513
2018-01-10,478307
2018-01-11,479818
2018-01-12,480468
2018-01-13,481364
2018-01-14,484736
2018-01-15,491252
2018-01-16,490896
2018-01-17,488080
2018-01-18,488559
2018-01-19,488559
2018-01-20,488411
2018-01-21,489066
2018-01-22,490318
2018-01-23,488182
2018-01-25,489829
2018-01-26,488830
2018-01-27,490128
2018-01-28,488365
2018-01-29,488301
2018-01-30,488781
2018-01-31,489529
2018-02-01,490549
2018-02-02,488950
2018-02-03,489244
2018-02-04,489606
2018-02-05,488104
2018-02-06,487813
2018-02-07,489106
2018-02-08,491149
2018-02-09,488711
2018-02-10,488589
2018-02-11,489786
2018-02-12,489111
2018-02-13,489433
2018-02-14,487855
2018-02-15,487971
2018-02-16,488703
2018-02-17,489281
2018-02-18,490407
2018-02-19,489329
2018-02-20,487462
2018-02-21,488517
2018-02-22,487185
2018-02-23,488363
2018-02-24,486953
2018-02-25,488232
2018-02-26,488351
2018-02-27,488019
2018-02-28,489261
2018-03-01,487130
2018-03-02,487978
2018-03-03,488865
2018-03-04,479797
2018-03-05,476814
2018-03-06,476340
2018-03-07,477864
2018-03-08,478246
2018-03-09,477836
2018-03-10,477030
2018-03-11,477748
2018-03-12,477313
2018-03-13,477950
2018-03-14,477842
2018-03-15,477674
2018-03-16,477271
2018-03-17,477798
2018-03-18,477381
2018-03-19,478090
2018-03-20,477571
2018-03-21,477959
2018-03-23,476409
2018-03-24,477659
2018-03-25,478445
2018-03-26,478424
2018-03-27,478344
2018-03-28,477853
2018-03-29,477898
2018-03-30,478430
2018-03-31,478422
2018-04-01,478097
2018-04-02,479915
2018-04-03,479751
2018-04-04,479108
2018-04-05,478703
2018-04-06,479475
2018-04-07,479813
2018-04-08,480411
2018-04-09,479701
2018-04-10,479549
2018-04-11,478877
2018-04-12,479416
2018-04-13,481344
2018-04-14,479230
2018-04-15,477386
2018-04-16,478524
2018-04-17,478592
2018-04-18,478905
2018-04-19,477969
2018-04-20,478592
2018-04-21,479188
2018-04-22,479206
2018-04-23,478170
2018-04-24,479151
2018-04-25,479048
2018-04-26,479074
2018-04-27,477661
2018-04-28,480575
2018-04-29,479767
2018-04-30,476975
2018-05-01,478661
2018-05-03,458034
2018-05-04,457278
2018-05-05,458050
2018-05-07,460321
2018-05-08,457330
2018-05-09,460045
2018-05-10,460614
2018-05-11,457658
2018-05-12,458881
2018-05-13,458425
2018-05-14,458938
2018-05-15,457918
2018-05-16,459001
2018-05-17,459762
2018-05-18,459524
2018-05-19,461071
2018-05-20,459157
2018-05-21,458488
2018-05-22,459019
2018-05-23,458992
2018-05-24,459418
2018-05-25,459173
2018-05-26,452727
2018-05-27,436539
2018-05-28,437107
2018-05-29,437445
2018-05-30,435348
2018-05-31,434752
2018-06-01,432750
2018-06-02,441134
2018-06-03,442589
2018-06-04,442609
2018-06-05,442006
2018-06-06,428667
2018-06-07,423127
2018-06-08,405041
2018-06-09,406235
2018-06-10,404321
2018-06-11,404073
2018-06-12,404707
2018-06-13,404225
2018-06-14,402188
2018-06-15,402623
2018-06-16,401785
2018-06-17,402916
2018-06-18,402118
2018-06-19,402004
2018-06-20,402779
2018-06-21,402311
2018-06-22,402738
2018-06-23,403018
2018-06-24,403703
2018-06-25,403380
2018-06-26,403121
2018-06-27,403144
2018-06-28,403874
2018-06-29,410781
2018-06-30,405149
2018-07-01,402469
2018-07-02,401566
2018-07-03,401026
2018-07-04,400407
2018-07-05,400663
2018-07-06,402003
2018-07-07,403030
2018-07-08,403155
2018-07-09,403502
2018-07-10,415138
2018-07-11,418031
2018-07-12,414101
2018-07-13,414085
2018-07-14,414668
2018-07-15,415451
2018-07-16,415187
2018-07-17,415374
2018-07-18,417145
2018-07-19,419296
2018-07-20,419347
2018-07-21,419552
2018-07-22,421435
2018-07-23,422804
2018-07-24,420880
2018-07-25,421033
2018-07-26,407576
2018-07-27,395929
2018-07-28,392969
2018-07-29,385456
2018-07-30,383961
2018-07-31,383554
2018-08-01,383980
2018-08-02,383603
2018-08-03,383859
2018-08-04,379285
2018-08-05,384693
2018-08-06,397045
2018-08-07,416898
2018-08-08,437589
2018-08-09,458826
2018-08-10,477572
2018-08-11,501117
2018-08-12,525165
2018-08-14,540928
2018-08-16,504129
2018-08-17,478922
2018-08-18,454975
2018-08-19,432226
2018-08-20,414742
2018-08-21,418522
2018-08-22,420640
2018-08-23,421146
2018-08-24,418410
2018-08-25,417977
2018-08-26,418379
2018-08-27,419234
2018-08-28,429712
2018-08-29,436840
2018-08-30,437914
2018-08-31,437363
2018-09-01,438815
2018-09-02,441915
2018-09-03,441011
2018-09-04,440357
2018-09-05,420699
2018-09-06,417011
2018-09-07,430237
2018-09-08,443800
2018-09-09,436867
2018-09-10,437587
2018-09-11,437503
2018-09-12,437553
2018-09-13,428985
2018-09-14,417486
2018-09-15,417441
2018-09-16,417470
2018-09-17,417122
2018-09-18,403044
2018-09-19,397700
2018-09-20,397513
2018-09-21,384603
2018-09-22,373545
2018-09-23,373964
2018-09-24,386511
2018-09-25,393610
2018-09-26,395650
2018-09-27,413083
2018-09-28,424013
2018-09-29,439565
2018-09-30,448184
2018-10-01,448974
2018-10-02,447005
2018-10-03,446983
2018-10-04,447058
2018-10-05,447334
2018-10-06,445761
2018-10-07,441635
2018-10-08,441475
2018-10-09,441775
2018-10-10,441856
2018-10-11,441735
2018-10-12,441556
2018-10-13,441603
2018-10-14,441682
2018-10-15,441558
2018-10-16,441326
2018-10-17,441251
2018-10-18,441583
2018-10-19,441576
2018-10-20,441905
2018-10-21,441993
2018-10-22,443166
2018-10-23,442270
2018-10-24,442162
2018-10-25,442428
2018-10-26,457911
2018-10-27,476955
2018-10-28,479535
2018-10-29,491485
2018-10-30,491386
2018-10-31,492153
2018-11-01,502267
2018-11-03,522918
2018-11-04,531362
2018-11-05,534530
2018-11-06,555984
2018-11-07,583784
2018-11-08,609041
2018-11-09,614782
2018-11-10,611452
2018-11-11,609486
2018-11-12,621386
2018-11-13,633438
2018-11-14,632987
2018-11-15,633660
2018-11-16,639807
2018-11-17,653565
2018-11-18,668671
2018-11-19,684999
2018-11-20,708417
2018-11-21,727484
2018-11-22,726935
2018-11-23,722699
2018-11-24,721559
2018-11-25,721843
2018-11-26,721437
2018-11-27,708851
2018-11-28,703937
2018-11-29,698615
2018-12-01,661312
2018-12-02,644678
2018-12-03,643642
2018-12-04,658482
2018-12-05,664103
2018-12-07,647533
2018-12-09,641685
2018-12-10,641797
2018-12-11,662873
2018-12-12,664360
2018-12-13,643869
2018-12-14,622318
2018-12-15,622156
2018-12-16,622009
2018-12-17,622428
2018-12-18,622112
2018-12-19,621838
2018-12-20,620418
2018-12-21,621151
2018-12-22,621456
2018-12-23,621427
2018-12-24,621483
2018-12-25,621271
2018-12-26,621656
2018-12-27,621578
2018-12-28,621323
2018-12-29,642115
2018-12-30,644203
2018-12-31,622131
2019-01-01,621726
2019-01-02,621394
2019-01-03,621264
2019-01-04,621406
2019-01-05,621443
2019-01-06,621582
2019-01-08,621438
2019-01-10,621022
2019-01-11,621187
2019-01-12,621027
2019-01-13,621183
2019-01-14,621193
2019-01-15,621144
2019-01-16,620928
2019-01-17,607813
2019-01-18,601017
2019-01-19,590232
2019-01-20,565960
2019-01-21,561050
2019-01-22,560881
2019-01-23,560796
2019-01-24,560866
2019-01-25,560905
2019-01-26,561009
2019-01-27,579198
2019-01-28,581064
2019-01-29,594820
2019-01-30,600927
2019-01-31,601006
2019-02-01,600884
2019-02-02,600805
2019-02-03,600830
2019-02-04,600596
2019-02-05,600698
2019-02-06,600668
2019-02-07,600823
2019-02-08,600817
2019-02-09,600790
2019-02-10,600819
2019-02-11,600869
2019-02-12,600904
2019-02-13,600883
2019-02-14,600866
2019-02-15,600804
2019-02-16,600839
2019-02-17,601089
2019-02-18,600947
2019-02-19,600870
2019-02-20,601056
2019-02-21,601058
2019-02-22,619082
2019-02-23,606631
2019-02-24,601797
2019-02-25,617747
2019-02-26,620966
2019-02-27,620677
2019-02-28,623640
2019-03-01,621127
2019-03-02,620660
2019-03-03,623611
2019-03-04,610099
2019-03-05,604852
2019-03-06,606708
2019-03-07,606859
2019-03-08,606873
2019-03-09,590579
2019-03-10,586645
2019-03-11,586340
2019-03-12,586258
2019-03-13,586530
2019-03-14,586534
2019-03-15,586834
2019-03-16,586832
2019-03-17,566503
2019-03-18,562050
2019-03-19,561904
2019-03-20,561829
2019-03-21,561470
2019-03-22,560998
2019-03-23,562114
2019-03-24,562988
2019-03-25,561788
2019-03-26,561355
2019-03-27,561406
2019-03-28,559592
