date_obj,Obsidian%20cape price
2016-04-27,336731
2016-04-28,339890
2016-04-29,349272
2016-04-30,359560
2016-05-01,372347
2016-05-02,381524
2016-05-03,389985
2016-05-04,380981
2016-05-05,380489
2016-05-06,386209
2016-05-07,381425
2016-05-08,370735
2016-05-09,358155
2016-05-10,357408
2016-05-11,356246
2016-05-12,352004
2016-05-13,365799
2016-05-14,379495
2016-05-15,380400
2016-05-16,389531
2016-05-17,383988
2016-05-18,384224
2016-05-19,399931
2016-05-22,401822
2016-05-23,394410
2016-05-24,394518
2016-05-25,405654
2016-05-26,395723
2016-05-27,394079
2016-05-28,394377
2016-05-29,390317
2016-05-30,389176
2016-05-31,389764
2016-06-01,403215
2016-06-02,401645
2016-06-03,400185
2016-06-04,398879
2016-06-05,410057
2016-06-06,405313
2016-06-07,403217
2016-06-08,399555
2016-06-09,400864
2016-06-10,396470
2016-06-11,398689
2016-06-12,394377
2016-06-13,395640
2016-06-14,393172
2016-06-15,393227
2016-06-16,388416
2016-06-17,388178
2016-06-18,386018
2016-06-19,386941
2016-06-20,383686
2016-06-21,388305
2016-06-22,407066
2016-06-23,421250
2016-06-24,417267
2016-06-25,415645
2016-06-26,412009
2016-06-27,411501
2016-06-28,407523
2016-06-29,401921
2016-06-30,399222
2016-07-01,397958
2016-07-02,400492
2016-07-03,396320
2016-07-04,399267
2016-07-05,397140
2016-07-06,393753
2016-07-07,389929
2016-07-08,387799
2016-07-09,393414
2016-07-10,391709
2016-07-11,389397
2016-07-12,385936
2016-07-13,380387
2016-07-14,368458
2016-07-15,365764
2016-07-16,350440
2016-07-17,343822
2016-07-18,338266
2016-07-23,300188
2016-07-24,296106
2016-07-25,291887
2016-07-26,289188
2016-07-27,286311
2016-07-28,282295
2016-07-29,289548
2016-07-30,290152
2016-07-31,301819
2016-08-01,309611
2016-08-02,305801
2016-08-03,297067
2016-08-04,295074
2016-08-05,293542
2016-08-06,300088
2016-08-07,297782
2016-08-08,292838
2016-08-09,284357
2016-08-10,284487
2016-08-11,290461
2016-08-12,287612
2016-08-13,291139
2016-08-14,302564
2016-08-15,307299
2016-08-16,297291
2016-08-17,291017
2016-08-18,283250
2016-08-19,275643
2016-08-20,273910
2016-08-21,278539
2016-08-22,277201
2016-08-23,276936
2016-08-24,274449
2016-08-25,271661
2016-08-26,272724
2016-08-28,275762
2016-08-31,281120
2016-09-01,287478
2016-09-02,285104
2016-09-03,283727
2016-09-04,284513
2016-09-05,286692
2016-09-06,294352
2016-09-07,289857
2016-09-08,293463
2016-09-09,298407
2016-09-10,304179
2016-09-11,306287
2016-09-12,307674
2016-09-13,305123
2016-09-14,314118
2016-09-15,315560
2016-09-16,308077
2016-09-17,307203
2016-09-18,309329
2016-09-19,312809
2016-09-20,320730
2016-09-21,314034
2016-09-22,311323
2016-09-23,308871
2016-09-24,306888
2016-09-25,300870
2016-09-26,299329
2016-09-27,297076
2016-09-28,291266
2016-09-29,284305
2016-09-30,290512
2016-10-01,302087
2016-10-02,303469
2016-10-03,300939
2016-10-04,301547
2016-10-05,304012
2016-10-06,310885
2016-10-07,325939
2016-10-08,330511
2016-10-09,341901
2016-10-10,346042
2016-10-11,350145
2016-10-12,356742
2016-10-13,360205
2016-10-14,354397
2016-10-15,365096
2016-10-16,368553
2016-10-17,380549
2016-10-18,396980
2016-10-19,392403
2016-10-20,392159
2016-10-21,391246
2016-10-22,388774
2016-10-23,386800
2016-10-24,387607
2016-10-25,395322
2016-10-26,395311
2016-10-27,389481
2016-10-28,386466
2016-10-29,374807
2016-10-30,366341
2016-10-31,368377
2016-11-01,367396
2016-11-02,364429
2016-11-03,366559
2016-11-04,364903
2016-11-05,366221
2016-11-06,365908
2016-11-07,364999
2016-11-08,366251
2016-11-09,368169
2016-11-10,369907
2016-11-11,366102
2016-11-12,366374
2016-11-13,370717
2016-11-14,370046
2016-12-07,372496
2016-12-08,370182
2016-12-09,378851
2016-12-10,389049
2016-12-11,391044
2016-12-12,401194
2016-12-13,401653
2016-12-14,398199
2016-12-15,396020
2016-12-16,394893
2016-12-17,396569
2016-12-18,409247
2016-12-19,411247
2016-12-20,408720
2016-12-21,411086
2016-12-22,409725
2016-12-23,407871
2016-12-24,406334
2016-12-25,411958
2016-12-26,415863
2016-12-27,417502
2016-12-28,414566
2016-12-29,414853
2016-12-30,413267
2016-12-31,430072
2017-01-01,423833
2017-01-03,413451
2017-01-04,406156
2017-01-05,389336
2017-01-06,369869
2017-01-07,353911
2017-01-08,352618
2017-01-09,357427
2017-01-10,371068
2017-01-11,373619
2017-01-12,372218
2017-01-13,383165
2017-01-14,394625
2017-01-15,381651
2017-01-16,380006
2017-01-17,376796
2017-01-18,376560
2017-01-19,371661
2017-01-20,368031
2017-01-21,364223
2017-01-22,372136
2017-01-27,391871
2017-01-28,391612
2017-01-29,392622
2017-01-30,390924
2017-01-31,388303
2017-02-01,389211
2017-02-02,394467
2017-02-03,394853
2017-02-04,403725
2017-02-05,397837
2017-02-06,395129
2017-02-07,392471
2017-02-08,405735
2017-02-09,405815
2017-02-10,402114
2017-02-11,407153
2017-02-12,402133
2017-02-13,401223
2017-02-14,398851
2017-02-15,396601
2017-02-16,393554
2017-02-18,393638
2017-02-19,394077
2017-02-20,397424
2017-02-21,401686
2017-02-22,398290
2017-02-23,394861
2017-02-24,389418
2017-02-25,387992
2017-02-26,387960
2017-02-27,388534
2017-02-28,392330
2017-03-01,395750
2017-03-02,394181
2017-03-03,392072
2017-03-04,391070
2017-03-05,388975
2017-03-06,389527
2017-03-07,391932
2017-03-08,392628
2017-03-09,390971
2017-03-10,388437
2017-03-11,387178
2017-03-12,384973
2017-03-13,384610
2017-03-14,386709
2017-03-15,386092
2017-03-16,383730
2017-03-17,379525
2017-03-18,380452
2017-03-19,374488
2017-03-20,377557
2017-03-21,374591
2017-03-22,372016
2017-03-23,379880
2017-03-24,383559
2017-03-25,402089
2017-03-26,390881
2017-03-27,385668
2017-03-28,383950
2017-03-29,377908
2017-03-30,377843
2017-03-31,375266
2017-04-01,374772
2017-04-02,377788
2017-04-03,377817
2017-04-04,379151
2017-04-12,383798
2017-04-13,381558
2017-04-14,385353
2017-04-15,403369
2017-04-16,410527
2017-04-17,412114
2017-04-18,409567
2017-04-19,398833
2017-04-20,388551
2017-04-21,397462
2017-04-22,402738
2017-04-23,419955
2017-04-24,428584
2017-04-25,429175
2017-04-26,412125
2017-04-27,405512
2017-04-28,406037
2017-04-29,409371
2017-04-30,406269
2017-05-01,398421
2017-05-02,401033
2017-05-03,417692
2017-05-04,426264
2017-05-05,421177
2017-05-06,426663
2017-05-07,424212
2017-05-08,427215
2017-05-09,424016
2017-05-10,413375
2017-05-11,407671
2017-05-12,404832
2017-05-13,403526
2017-05-14,399666
2017-05-15,394615
2017-05-16,392019
2017-05-17,392252
2017-05-18,393670
2017-05-19,397002
2017-05-20,391921
2017-05-21,393052
2017-05-22,390428
2017-05-23,383248
2017-05-24,386289
2017-05-25,383726
2017-05-26,389492
2017-05-27,394480
2017-05-28,390522
2017-05-29,395635
2017-05-30,406588
2017-05-31,405013
2017-06-01,386680
2017-06-02,367346
2017-06-03,348978
2017-06-06,301011
2017-06-07,289970
2017-06-08,285238
2017-06-09,281351
2017-06-10,279787
2017-06-11,272057
2017-06-12,260101
2017-06-13,260960
2017-06-14,267088
2017-06-15,274043
2017-06-16,277157
2017-06-17,287794
2017-06-18,299580
2017-06-19,304228
2017-06-20,318411
2017-06-21,318082
2017-06-22,322192
2017-06-23,325577
2017-06-24,335784
2017-06-25,335352
2017-06-26,330390
2017-06-27,329502
2017-06-28,327476
2017-06-29,329823
2017-06-30,333216
2017-07-01,336463
2017-07-02,347373
2017-07-03,350943
2017-07-04,357371
2017-07-05,368305
2017-07-06,369546
2017-07-07,376219
2017-07-08,380230
2017-07-13,385378
2017-07-14,384454
2017-07-15,385824
2017-07-16,386792
2017-07-17,390028
2017-07-18,397583
2017-07-19,414639
2017-07-20,426274
2017-07-21,420869
2017-07-22,419008
2017-07-23,412802
2017-07-24,417722
2017-07-25,417740
2017-07-26,417010
2017-07-27,417001
2017-07-28,433718
2017-07-29,428737
2017-07-30,427630
2017-07-31,422635
2017-08-01,437787
2017-08-02,444076
2017-08-03,457421
2017-08-04,447164
2017-08-05,437159
2017-08-06,433365
2017-08-09,414391
2017-08-10,418410
2017-08-11,429100
2017-08-12,447036
2017-08-13,451081
2017-08-14,448325
2017-08-15,445334
2017-08-17,444405
2017-08-18,453668
2017-08-19,453426
2017-08-20,469624
2017-08-22,473926
2017-08-23,471617
2017-08-24,482716
2017-08-25,477652
2017-08-26,476298
2017-08-27,492749
2017-08-28,486057
2017-08-29,482411
2017-08-30,477489
2017-08-31,474052
2017-09-01,472185
2017-09-02,464092
2017-09-03,464550
2017-09-04,464091
2017-09-05,474296
2017-09-06,473322
2017-09-07,468050
2017-09-08,462734
2017-09-09,462337
2017-09-10,467934
2017-09-11,461192
2017-09-12,457967
2017-09-13,465506
2017-09-14,465743
2017-09-15,459677
2017-09-16,456374
2017-09-17,453879
2017-09-19,447468
2017-09-20,443625
2017-09-21,442270
2017-09-22,441693
2017-09-23,437878
2017-09-24,438291
2017-09-25,435243
2017-09-26,434295
2017-09-27,429197
2017-09-28,431901
2017-09-29,437296
2017-09-30,451814
2017-10-01,463782
2017-10-02,466826
2017-10-03,472992
2017-10-04,466117
2017-10-05,472169
2017-10-06,465585
2017-10-07,470461
2017-10-08,468557
2017-10-09,464217
2017-10-10,460041
2017-10-11,463255
2017-10-12,484313
2017-10-13,494188
2017-10-14,481460
2017-10-15,483024
2017-10-16,479042
2017-10-17,477687
2017-10-18,477349
2017-10-19,472216
2017-10-20,471157
2017-10-21,466870
2017-10-22,456716
2017-10-23,457958
2017-10-24,461913
2017-10-25,463375
2017-10-26,458955
2017-10-27,458869
2017-10-28,452802
2017-10-29,444806
2017-10-30,436469
2017-10-31,430720
2017-11-01,428959
2017-11-02,421349
2017-11-03,425910
2017-11-04,427422
2017-11-05,421710
2017-11-06,421354
2017-11-07,419409
2017-11-08,414503
2017-11-09,411523
2017-11-10,411682
2017-11-11,412782
2017-11-12,409871
2017-11-13,411152
2017-11-14,412980
2017-11-15,409933
2017-11-16,410187
2017-11-17,411004
2017-11-18,413959
2017-11-19,414578
2017-11-20,408899
2017-11-21,410323
2017-11-22,422777
2017-11-23,430629
2017-11-24,435018
2017-11-25,429533
2017-11-26,424518
2017-11-27,426794
2017-11-28,433893
2017-11-29,429543
2017-11-30,423692
2017-12-01,423898
2017-12-02,421585
2017-12-03,415499
2017-12-04,409862
2017-12-05,404975
2017-12-06,409384
2017-12-07,413922
2017-12-08,412467
2017-12-09,417524
2017-12-10,415505
2017-12-11,414866
2017-12-12,414997
2017-12-14,422622
2017-12-15,428287
2017-12-16,440180
2017-12-17,436798
2017-12-18,447397
2017-12-19,443080
2017-12-20,440224
2017-12-21,440210
2017-12-22,442005
2017-12-23,450923
2017-12-24,451040
2017-12-25,465638
2017-12-26,481946
2017-12-27,504196
2017-12-28,508386
2017-12-29,503462
2017-12-30,499756
2017-12-31,493566
2018-01-01,480960
2018-01-02,470347
2018-01-03,448095
2018-01-04,430166
2018-01-05,416901
2018-01-06,416740
2018-01-07,397824
2018-01-08,394474
2018-01-09,388957
2018-01-10,387943
2018-01-11,398019
2018-01-12,417282
2018-01-13,416547
2018-01-14,407208
2018-01-15,403568
2018-01-16,399529
2018-01-17,394309
2018-01-18,402175
2018-01-19,405676
2018-01-20,407330
2018-01-21,411447
2018-01-22,418311
2018-01-23,413953
2018-01-24,417463
2018-01-25,420530
2018-01-26,424889
2018-01-27,429828
2018-01-28,432585
2018-01-29,429003
2018-01-31,420749
2018-02-01,419706
2018-02-02,425606
2018-02-03,437040
2018-02-04,442039
2018-02-05,435744
2018-02-06,431009
2018-02-07,427343
2018-02-08,423871
2018-02-09,425633
2018-02-10,429866
2018-02-11,424582
2018-02-12,418874
2018-02-13,419858
2018-02-14,415338
2018-02-15,413941
2018-02-16,417959
2018-02-17,432154
2018-02-18,428538
2018-02-19,434016
2018-02-20,448587
2018-02-21,446136
2018-02-22,459216
2018-02-23,478154
2018-02-24,474035
2018-02-25,470020
2018-02-26,468629
2018-02-27,481568
2018-03-01,489452
2018-03-02,486399
2018-03-03,482003
2018-03-04,480030
2018-03-05,477890
2018-03-06,471902
2018-03-07,470037
2018-03-08,464920
2018-03-09,456852
2018-03-10,453398
2018-03-11,455793
2018-03-12,460288
2018-03-13,482518
2018-03-14,491941
2018-03-15,484948
2018-03-16,485888
2018-03-17,492685
2018-03-18,481722
2018-03-19,479398
2018-03-20,477979
2018-03-21,485136
2018-03-23,484996
2018-03-24,492549
2018-03-26,486764
2018-03-27,487839
2018-03-28,485037
2018-03-29,489105
2018-03-30,505193
2018-03-31,512933
2018-04-01,527655
2018-04-02,517008
2018-04-03,514780
2018-04-04,520743
2018-04-05,519950
2018-04-06,506599
2018-04-08,495933
2018-04-09,505906
2018-04-10,498698
2018-04-11,492045
2018-04-12,483255
2018-04-13,479291
2018-04-14,478970
2018-04-15,492720
2018-04-16,506967
2018-04-17,501132
2018-04-18,497327
2018-04-19,496423
2018-04-20,494622
2018-04-21,502934
2018-04-22,501204
2018-04-23,501016
2018-04-24,499729
2018-04-25,493055
2018-04-26,495546
2018-04-27,502623
2018-04-28,500763
2018-04-29,519973
2018-04-30,529947
2018-05-01,552675
2018-05-02,550013
2018-05-04,603216
2018-05-05,598443
2018-05-06,590587
2018-05-07,585442
2018-05-08,572088
2018-05-09,565504
2018-05-10,561501
2018-05-11,546275
2018-05-12,554169
2018-05-13,547151
2018-05-14,534103
2018-05-15,538631
2018-05-16,541110
2018-05-17,546586
2018-05-18,547336
2018-05-19,542500
2018-05-20,542276
2018-05-21,555048
2018-05-22,570497
2018-05-23,571984
2018-05-24,588740
2018-05-25,584793
2018-05-26,592093
2018-05-27,588961
2018-05-28,581994
2018-05-29,581656
2018-05-30,581055
2018-05-31,592173
2018-06-01,580685
2018-06-02,575342
2018-06-03,575603
2018-06-04,573008
2018-06-05,563409
2018-06-06,551177
2018-06-07,525350
2018-06-08,500007
2018-06-09,483338
2018-06-10,473069
2018-06-11,451447
2018-06-12,446425
2018-06-13,435917
2018-06-14,429486
2018-06-15,431596
2018-06-16,426927
2018-06-17,426527
2018-06-18,422567
2018-06-19,415124
2018-06-20,412277
2018-06-21,412283
2018-06-22,416377
2018-06-23,434809
2018-06-24,449097
2018-06-25,470605
2018-06-26,485066
2018-06-27,501039
2018-06-28,511012
2018-06-29,500545
2018-06-30,501037
2018-07-01,503404
2018-07-02,503827
2018-07-03,505865
2018-07-04,514543
2018-07-05,520091
2018-07-06,523776
2018-07-07,545168
2018-07-08,567644
2018-07-09,595523
2018-07-10,618819
2018-07-11,644886
2018-07-12,672568
2018-07-13,704681
2018-07-14,703959
2018-07-15,698628
2018-07-16,691128
2018-07-17,683454
2018-07-18,678496
2018-07-19,682654
2018-07-20,682138
2018-07-21,706557
2018-07-22,707848
2018-07-23,718612
2018-07-24,724838
2018-07-25,713680
2018-07-26,702422
2018-07-27,689795
2018-07-28,684873
2018-07-29,685314
2018-07-30,704983
2018-07-31,710325
2018-08-01,714982
2018-08-02,712069
2018-08-03,728724
2018-08-04,723169
2018-08-05,723123
2018-08-06,739540
2018-08-07,744822
2018-08-08,756847
2018-08-09,748999
2018-08-10,745085
2018-08-11,741769
2018-08-12,735747
2018-08-14,718153
2018-08-16,690759
2018-08-17,677282
2018-08-18,676360
2018-08-19,668356
2018-08-20,678238
2018-08-21,710320
2018-08-22,702115
2018-08-23,699366
2018-08-24,691642
2018-08-25,697663
2018-08-26,698718
2018-08-27,702053
2018-08-28,735501
2018-08-29,741573
2018-08-30,731369
2018-08-31,729249
2018-09-01,725817
2018-09-02,734177
2018-09-03,733710
2018-09-04,737502
2018-09-05,734894
2018-09-06,724182
2018-09-07,718445
2018-09-08,709571
2018-09-09,713868
2018-09-10,712194
2018-09-11,697428
2018-09-12,693742
2018-09-13,707575
2018-09-14,715820
2018-09-15,711729
2018-09-16,712166
2018-09-17,734880
2018-09-18,740217
2018-09-19,740073
2018-09-20,742826
2018-09-21,737890
2018-09-22,733949
2018-09-23,748437
2018-09-24,743621
2018-09-25,754780
2018-09-26,756210
2018-09-27,746553
2018-09-28,749360
2018-09-29,744226
2018-09-30,743879
2018-10-02,740310
2018-10-03,735318
2018-10-04,734057
2018-10-05,744659
2018-10-06,767510
2018-10-07,770587
2018-10-08,772993
2018-10-09,776425
2018-10-10,769136
2018-10-11,769973
2018-10-12,771295
2018-10-13,774418
2018-10-14,773048
2018-10-15,768594
2018-10-16,765524
2018-10-17,756461
2018-10-18,750477
2018-10-19,745192
2018-10-20,740532
2018-10-21,737339
2018-10-22,724895
2018-10-23,723744
2018-10-24,719408
2018-10-25,715052
2018-10-26,714095
2018-10-27,708505
2018-10-28,699935
2018-10-29,694604
2018-10-30,700171
2018-10-31,733170
2018-11-01,769779
2018-11-03,848466
2018-11-04,890808
2018-11-05,935323
2018-11-06,980740
2018-11-07,1010586
2018-11-08,1035117
2018-11-09,984321
2018-11-10,965817
2018-11-11,964769
2018-11-12,970618
2018-11-13,967735
2018-11-15,961839
2018-11-16,963760
2018-11-17,982592
2018-11-18,972261
2018-11-19,964971
2018-11-20,954146
2018-11-21,941558
2018-11-22,924754
2018-11-23,887256
2018-11-24,874778
2018-11-25,877162
2018-11-26,871988
2018-11-27,891727
2018-11-28,902032
2018-11-29,907713
2018-12-01,914621
2018-12-02,919412
2018-12-03,937568
2018-12-04,928129
2018-12-05,921229
2018-12-07,894318
2018-12-09,902884
2018-12-10,900164
2018-12-11,898073
2018-12-12,898233
2018-12-13,911156
2018-12-14,900660
2018-12-15,898561
2018-12-16,886102
2018-12-17,882977
2018-12-18,880528
2018-12-19,881773
2018-12-20,879088
2018-12-21,877836
2018-12-22,876773
2018-12-23,879280
2018-12-24,884232
2018-12-25,905507
2018-12-26,918312
2018-12-27,911275
2018-12-28,905994
2018-12-29,899042
2018-12-30,895974
2018-12-31,889959
2019-01-01,890756
2019-01-02,885123
2019-01-03,886122
2019-01-04,879077
2019-01-05,879199
2019-01-06,875370
2019-01-08,870042
2019-01-10,839820
2019-01-11,825555
2019-01-12,820094
2019-01-13,813705
2019-01-14,809327
2019-01-15,811344
2019-01-16,818325
2019-01-17,819714
2019-01-18,816796
2019-01-19,817356
2019-01-20,816004
2019-01-22,817181
2019-01-23,820190
2019-01-24,829379
2019-01-25,837647
2019-01-26,850392
2019-01-27,851403
2019-01-29,857349
2019-01-30,873158
2019-01-31,868901
2019-02-01,869547
2019-02-02,868335
2019-02-03,864410
2019-02-04,870981
2019-02-05,864272
2019-02-06,864372
2019-02-07,859372
2019-02-08,852621
2019-02-09,848306
2019-02-10,843112
2019-02-11,836439
2019-02-12,832072
2019-02-13,805216
2019-02-14,774006
2019-02-15,748833
2019-02-16,733030
2019-02-17,727618
2019-02-18,722464
2019-02-19,721513
2019-02-20,722069
2019-02-21,720030
2019-02-22,739201
2019-02-23,738441
2019-02-24,734508
2019-02-25,728176
2019-02-26,725680
2019-02-27,724577
2019-02-28,716902
2019-03-01,721091
2019-03-02,729048
2019-03-03,723160
2019-03-04,725099
2019-03-05,724648
2019-03-06,750298
2019-03-07,767216
2019-03-08,776442
2019-03-09,790142
2019-03-10,789936
2019-03-11,784813
2019-03-12,779715
2019-03-13,774466
2019-03-14,763384
2019-03-15,764845
2019-03-16,760838
2019-03-17,756905
2019-03-18,757492
2019-03-19,754053
2019-03-20,751941
2019-03-21,749119
2019-03-22,750488
2019-03-23,753162
2019-03-24,753573
2019-03-25,752044
2019-03-26,752127
2019-03-27,751861
2019-03-28,748107
2019-03-29,747493
2019-03-30,752275
2019-03-31,752830
2019-04-01,753713
2019-04-02,750126
2019-04-03,748221
2019-04-04,746160
2019-04-05,750993
2019-04-06,778499
2019-04-07,784897
2019-04-08,777441
2019-04-09,789767
2019-04-10,785392
