date_obj,Jar%20of%20souls price
2015-10-25,485444
2015-10-26,485444
2015-10-27,485444
2015-10-29,485444
2015-10-30,485444
2015-10-31,485444
2015-11-01,485444
2015-11-02,485444
2015-11-03,485444
2015-11-04,485444
2015-11-05,485444
2015-11-06,485444
2015-11-07,465938
2015-11-08,465938
2015-11-09,465938
2015-11-10,465938
2015-11-11,465938
2015-11-12,465938
2015-11-13,465938
2015-11-14,465938
2015-11-15,465938
2015-11-16,465938
2015-11-17,465938
2015-11-18,465938
2015-11-19,465938
2015-11-20,465938
2015-11-21,465938
2015-11-22,465938
2015-11-23,465938
2015-11-24,465938
2015-11-25,465938
2015-11-26,465938
2015-11-27,465938
2015-11-28,465938
2015-11-29,465938
2015-11-30,465938
2015-12-01,465938
2015-12-02,465938
2015-12-03,465938
2015-12-04,465938
2015-12-05,465938
2015-12-06,465938
2015-12-07,465938
2015-12-08,465938
2015-12-09,465938
2015-12-10,465938
2015-12-11,465938
2015-12-12,465938
2015-12-13,465938
2015-12-14,465938
2015-12-15,465938
2015-12-16,465938
2015-12-17,465938
2015-12-18,465938
2015-12-19,465938
2015-12-20,465938
2015-12-21,465938
2015-12-22,465938
2015-12-23,465938
2015-12-24,465938
2015-12-25,465938
2015-12-26,465938
2015-12-27,444882
2015-12-28,444882
2015-12-29,444882
2015-12-30,444882
2015-12-31,444882
2016-01-01,444882
2016-01-02,444882
2016-01-03,444882
2016-01-04,444882
2016-01-05,444882
2016-01-06,444882
2016-01-07,444882
2016-01-08,444882
2016-01-09,444882
2016-01-10,444882
2016-01-11,444882
2016-01-12,444882
2016-01-13,444882
2016-01-14,444882
2016-01-15,444882
2016-01-16,444882
2016-01-17,444882
2016-01-18,444882
2016-01-19,444882
2016-01-20,444882
2016-01-21,444882
2016-01-22,444882
2016-01-23,444882
2016-01-24,444882
2016-01-25,444882
2016-01-26,444882
2016-01-27,444882
2016-01-28,444882
2016-01-29,444882
2016-01-30,444882
2016-01-31,425037
2016-02-01,425037
2016-02-02,425037
2016-02-03,425037
2016-02-04,425037
2016-02-05,425037
2016-02-06,425037
2016-02-07,425037
2016-02-08,425037
2016-02-09,425037
2016-02-10,425037
2016-02-11,425037
2016-02-12,425037
2016-02-13,425037
2016-02-14,425037
2016-02-15,425037
2016-02-16,425037
2016-02-17,425037
2016-02-18,425037
2016-02-19,425037
2016-02-20,425037
2016-02-21,425037
2016-02-22,425037
2016-02-23,425037
2016-02-24,425037
2016-02-25,425037
2016-02-26,425037
2016-02-27,425037
2016-02-28,425037
2016-02-29,425037
2016-03-01,425037
2016-03-02,425037
2016-03-03,425037
2016-03-04,425037
2016-03-05,410546
2016-03-06,410546
2016-03-07,410546
2016-03-08,410546
2016-03-09,410546
2016-03-10,410546
2016-03-11,410546
2016-03-12,410546
2016-03-13,410546
2016-03-14,410546
2016-03-15,410546
2016-03-16,410546
2016-03-17,410546
2016-03-18,410546
2016-03-19,410546
2016-03-20,410546
2016-03-21,410546
2016-03-22,410546
2016-03-23,410546
2016-03-24,410546
2016-03-25,410546
2016-03-26,410546
2016-03-27,410546
2016-03-28,410546
2016-03-29,410546
2016-03-30,410546
2016-03-31,410546
2016-04-01,410546
2016-04-02,410546
2016-04-03,410546
2016-04-04,410546
2016-04-05,410546
2016-04-06,410546
2016-04-07,410546
2016-04-08,410546
2016-04-09,410546
2016-04-10,392317
2016-04-11,392317
2016-04-12,392317
2016-04-13,392317
2016-04-14,392317
2016-04-15,392317
2016-04-16,392317
2016-04-17,392317
2016-04-18,392317
2016-04-19,392317
2016-04-20,392317
2016-04-21,392317
2016-04-22,392317
2016-04-23,392317
2016-04-24,392317
2016-04-25,392317
2016-04-26,392317
2016-04-27,392317
2016-04-28,392317
2016-04-29,392317
2016-04-30,392317
2016-05-01,392317
2016-05-02,392317
2016-05-03,395516
2016-05-04,395516
2016-05-05,395516
2016-05-06,395516
2016-05-07,395516
2016-05-08,395516
2016-05-09,395516
2016-05-10,395516
2016-05-11,395516
2016-05-12,395516
2016-05-13,395516
2016-05-14,395516
2016-05-15,395516
2016-05-16,395516
2016-05-17,395516
2016-05-18,395516
2016-05-19,395516
2016-05-22,395516
2016-05-23,395516
2016-05-24,395516
2016-05-25,395516
2016-05-26,395516
2016-05-27,394310
2016-05-28,394310
2016-05-29,394310
2016-05-30,394310
2016-05-31,394310
2016-06-01,394310
2016-06-02,394310
2016-06-03,394310
2016-06-04,394310
2016-06-05,394310
2016-06-06,394310
2016-06-07,394310
2016-06-08,394310
2016-06-09,394310
2016-06-10,394310
2016-06-11,394310
2016-06-12,394310
2016-06-13,394310
2016-06-14,394310
2016-06-15,394310
2016-06-16,394310
2016-06-17,389633
2016-06-18,389633
2016-06-19,389633
2016-06-20,389633
2016-06-21,389633
2016-06-22,389633
2016-06-23,389633
2016-06-24,389633
2016-06-25,389633
2016-06-26,389633
2016-06-27,389633
2016-06-28,389633
2016-06-29,389633
2016-06-30,389633
2016-07-01,389633
2016-07-02,389633
2016-07-03,389633
2016-07-04,389633
2016-07-05,389633
2016-07-06,389633
2016-07-07,389633
2016-07-08,394648
2016-07-09,394648
2016-07-10,394648
2016-07-11,394648
2016-07-12,394648
2016-07-13,394648
2016-07-14,394648
2016-07-15,394648
2016-07-16,394648
2016-07-17,394648
2016-07-18,394648
2016-07-23,412301
2016-07-24,412301
2016-07-25,412301
2016-07-26,412301
2016-07-27,412301
2016-07-28,412301
2016-07-29,412301
2016-07-30,412301
2016-07-31,412301
2016-08-01,412301
2016-08-02,412301
2016-08-03,412301
2016-08-04,431745
2016-08-05,431745
2016-08-06,431745
2016-08-07,431745
2016-08-08,431745
2016-08-09,431745
2016-08-10,431745
2016-08-11,431745
2016-08-12,431745
2016-08-13,431745
2016-08-14,431745
2016-08-15,431745
2016-08-16,431745
2016-08-17,431745
2016-08-18,431745
2016-08-19,431745
2016-08-20,431745
2016-08-21,431745
2016-08-22,431745
2016-08-23,452326
2016-08-24,452326
2016-08-25,456178
2016-08-26,456178
2016-08-28,456178
2016-08-31,456178
2016-09-01,434527
2016-09-02,434527
2016-09-03,434527
2016-09-04,434527
2016-09-05,434527
2016-09-06,434527
2016-09-07,434527
2016-09-08,434527
2016-09-09,434527
2016-09-10,434527
2016-09-11,434527
2016-09-12,413792
2016-09-13,413792
2016-09-14,413792
2016-09-15,413792
2016-09-16,413792
2016-09-17,413792
2016-09-18,413792
2016-09-19,413792
2016-09-20,413792
2016-09-21,413792
2016-09-22,413792
2016-09-23,394443
2016-09-24,394443
2016-09-25,394443
2016-09-26,394443
2016-09-27,394443
2016-09-28,394443
2016-09-29,394443
2016-09-30,394443
2016-10-01,394443
2016-10-02,394443
2016-10-03,394443
2016-10-04,394443
2016-10-05,394443
2016-10-06,375377
2016-10-07,375377
2016-10-08,375377
2016-10-09,375377
2016-10-10,375377
2016-10-11,375377
2016-10-12,375377
2016-10-13,375377
2016-10-14,375377
2016-10-15,375377
2016-10-16,375377
2016-10-17,375377
2016-10-18,375377
2016-10-19,375377
2016-10-20,357660
2016-10-21,357660
2016-10-22,357660
2016-10-23,357660
2016-10-24,357660
2016-10-25,357660
2016-10-26,357660
2016-10-27,357660
2016-10-28,357660
2016-10-29,357660
2016-10-30,357660
2016-10-31,357660
2016-11-01,357660
2016-11-02,340629
2016-11-03,340629
2016-11-04,340629
2016-11-05,340629
2016-11-06,340629
2016-11-07,340629
2016-11-08,340629
2016-11-09,340629
2016-11-10,340629
2016-11-11,340629
2016-11-12,340629
2016-11-13,340629
2016-11-14,340629
2016-12-07,308493
2016-12-08,308493
2016-12-09,308493
2016-12-10,308493
2016-12-11,308493
2016-12-12,308493
2016-12-13,308493
2016-12-14,308493
2016-12-15,308493
2016-12-16,308493
2016-12-17,293638
2016-12-18,293638
2016-12-19,293638
2016-12-20,293638
2016-12-21,293638
2016-12-22,293638
2016-12-23,293638
2016-12-24,293638
2016-12-25,293638
2016-12-26,293638
2016-12-27,293638
2016-12-28,293638
2016-12-29,293638
2016-12-30,293638
2016-12-31,293638
2017-01-01,280576
2017-01-02,280576
2017-01-03,280576
2017-01-04,280576
2017-01-05,280576
2017-01-06,280576
2017-01-07,280576
2017-01-08,280576
2017-01-09,280576
2017-01-10,280576
2017-01-11,280576
2017-01-12,280576
2017-01-13,280576
2017-01-14,267268
2017-01-15,267268
2017-01-16,267268
2017-01-17,267268
2017-01-18,267268
2017-01-19,267268
2017-01-20,267268
2017-01-21,267268
2017-01-22,267268
2017-01-27,254563
2017-01-28,254563
2017-01-29,254563
2017-01-30,254563
2017-01-31,254563
2017-02-01,254563
2017-02-02,254563
2017-02-03,254563
2017-02-04,254563
2017-02-05,242478
2017-02-06,242478
2017-02-07,242478
2017-02-08,242478
2017-02-09,242478
2017-02-10,242478
2017-02-11,242478
2017-02-12,242478
2017-02-13,242478
2017-02-14,242478
2017-02-15,242478
2017-02-16,242478
2017-02-18,242478
2017-02-19,231013
2017-02-20,231013
2017-02-21,231013
2017-02-22,231013
2017-02-23,231013
2017-02-24,231013
2017-02-25,231013
2017-02-26,231013
2017-02-27,231013
2017-02-28,231013
2017-03-01,231013
2017-03-02,231013
2017-03-03,231013
2017-03-04,219777
2017-03-05,219777
2017-03-06,219777
2017-03-07,219777
2017-03-08,219777
2017-03-09,219777
2017-03-10,219777
2017-03-11,219777
2017-03-12,219777
2017-03-13,219777
2017-03-14,208923
2017-03-15,208923
2017-03-16,208923
2017-03-17,208923
2017-03-18,208923
2017-03-19,208923
2017-03-20,208923
2017-03-21,208923
2017-03-22,208923
2017-03-23,208923
2017-03-24,208923
2017-03-25,208923
2017-03-26,208923
2017-03-27,198616
2017-03-28,198616
2017-03-29,198616
2017-03-30,198616
2017-03-31,198616
2017-04-01,198616
2017-04-02,198616
2017-04-03,198616
2017-04-04,198616
2017-04-12,193671
2017-04-13,193671
2017-04-14,193671
2017-04-15,193671
2017-04-16,193671
2017-04-17,193671
2017-04-18,193671
2017-04-19,193671
2017-04-20,196186
2017-04-21,196186
2017-04-22,196186
2017-04-23,196186
2017-04-24,196186
2017-04-25,196186
2017-04-26,196186
2017-04-27,196186
2017-04-28,196186
2017-04-29,194411
2017-04-30,194411
2017-05-01,194411
2017-05-02,194411
2017-05-03,194411
2017-05-04,194411
2017-05-05,194411
2017-05-06,194411
2017-05-07,194411
2017-05-08,194411
2017-05-09,185268
2017-05-10,185268
2017-05-11,185268
2017-05-12,185268
2017-05-13,185268
2017-05-14,185268
2017-05-15,185268
2017-05-16,185268
2017-05-17,185268
2017-05-18,185268
2017-05-19,185268
2017-05-20,179883
2017-05-21,179883
2017-05-22,179883
2017-05-23,179883
2017-05-24,179883
2017-05-25,179883
2017-05-26,179883
2017-05-27,179883
2017-05-28,179883
2017-05-29,179883
2017-05-30,179883
2017-05-31,179883
2017-06-01,171855
2017-06-02,171855
2017-06-03,171855
2017-06-04,171855
2017-06-06,171855
2017-06-07,171855
2017-06-08,171855
2017-06-09,171855
2017-06-10,171855
2017-06-11,163982
2017-06-12,163982
2017-06-13,163982
2017-06-14,163982
2017-06-15,163982
2017-06-16,163982
2017-06-17,163982
2017-06-18,163982
2017-06-19,163982
2017-06-20,163982
2017-06-21,163982
2017-06-22,163982
2017-06-23,163982
2017-06-24,155866
2017-06-25,155866
2017-06-26,155866
2017-06-27,155866
2017-06-28,155866
2017-06-29,155866
2017-06-30,155866
2017-07-01,155866
2017-07-02,155866
2017-07-03,155866
2017-07-04,155866
2017-07-05,155866
2017-07-06,155866
2017-07-07,148767
2017-07-08,148767
2017-07-13,148767
2017-07-14,148767
2017-07-15,148767
2017-07-16,148767
2017-07-17,148767
2017-07-18,148767
2017-07-19,141615
2017-07-20,141615
2017-07-21,141615
2017-07-22,141615
2017-07-23,141615
2017-07-24,141615
2017-07-25,141615
2017-07-26,141615
2017-07-27,141615
2017-07-28,141615
2017-07-29,141615
2017-07-30,134747
2017-07-31,134747
2017-08-01,134747
2017-08-02,134747
2017-08-03,134747
2017-08-04,134747
2017-08-05,134747
2017-08-06,134747
2017-08-09,134747
2017-08-10,128418
2017-08-11,128418
2017-08-12,128418
2017-08-13,128418
2017-08-14,128418
2017-08-15,128418
2017-08-16,128418
2017-08-17,128418
2017-08-18,128418
2017-08-19,128418
2017-08-20,122299
2017-08-21,122299
2017-08-22,122299
2017-08-23,122299
2017-08-24,122299
2017-08-25,122299
2017-08-26,122299
2017-08-27,122299
2017-08-28,122299
2017-08-29,122299
2017-08-30,116454
2017-08-31,116454
2017-09-01,116454
2017-09-02,116454
2017-09-03,116454
2017-09-04,116454
2017-09-05,116454
2017-09-06,116454
2017-09-07,116454
2017-09-08,116454
2017-09-09,110705
2017-09-10,110705
2017-09-11,110705
2017-09-12,110705
2017-09-13,110705
2017-09-14,110705
2017-09-15,110705
2017-09-16,110705
2017-09-17,110705
2017-09-19,110705
2017-09-20,110705
2017-09-21,110705
2017-09-22,105334
2017-09-23,105334
2017-09-24,105334
2017-09-25,105334
2017-09-26,105334
2017-09-27,105334
2017-09-28,105334
2017-09-29,105334
2017-09-30,105334
2017-10-01,105334
2017-10-02,105334
2017-10-03,105334
2017-10-04,105334
2017-10-05,100696
2017-10-06,100696
2017-10-07,100696
2017-10-08,100696
2017-10-09,100696
2017-10-10,100696
2017-10-11,100696
2017-10-12,100696
2017-10-13,100696
2017-10-14,100696
2017-10-15,100696
2017-10-16,100696
2017-10-17,100696
2017-10-18,100696
2017-10-19,96820
2017-10-20,96820
2017-10-21,96820
2017-10-22,96820
2017-10-23,96820
2017-10-24,96820
2017-10-25,96820
2017-10-26,96820
2017-10-27,96820
2017-10-28,96820
2017-10-29,96820
2017-10-30,97029
2017-10-31,97029
2017-11-01,97029
2017-11-02,97029
2017-11-03,97029
2017-11-04,97029
2017-11-05,97029
2017-11-06,97029
2017-11-07,97029
2017-11-08,97029
2017-11-09,97029
2017-11-10,96245
2017-11-11,96245
2017-11-12,96245
2017-11-13,96245
2017-11-14,96245
2017-11-15,96245
2017-11-16,96245
2017-11-17,96245
2017-11-18,96245
2017-11-19,96245
2017-11-20,96245
2017-11-21,93949
2017-11-22,93949
2017-11-23,93949
2017-11-24,93949
2017-11-25,93949
2017-11-26,93949
2017-11-27,93949
2017-11-28,93949
2017-11-29,93949
2017-11-30,93949
2017-12-01,93949
2017-12-02,93949
2017-12-03,93949
2017-12-04,91834
2017-12-05,91834
2017-12-06,91834
2017-12-07,91834
2017-12-08,91834
2017-12-09,91834
2017-12-10,91834
2017-12-11,91834
2017-12-12,91834
2017-12-14,91834
2017-12-15,90452
2017-12-16,90452
2017-12-17,90452
2017-12-18,90452
2017-12-19,90452
2017-12-20,90452
2017-12-21,90452
2017-12-22,90452
2017-12-23,90452
2017-12-24,86361
2017-12-25,86361
2017-12-26,86361
2017-12-27,86361
2017-12-28,86361
2017-12-29,86361
2017-12-30,86361
2017-12-31,86361
2018-01-01,86361
2018-01-02,86361
2018-01-03,85383
2018-01-04,85383
2018-01-05,85383
2018-01-06,85383
2018-01-07,85383
2018-01-08,85383
2018-01-09,85383
2018-01-10,85383
2018-01-11,85383
2018-01-12,85383
2018-01-13,84469
2018-01-14,84469
2018-01-15,84469
2018-01-16,84469
2018-01-17,84469
2018-01-18,84469
2018-01-19,84469
2018-01-20,84469
2018-01-21,84469
2018-01-22,83028
2018-01-23,83028
2018-01-25,83028
2018-01-26,83028
2018-01-27,81092
2018-01-28,81092
2018-01-29,81092
2018-01-30,81092
2018-01-31,81092
2018-02-01,81021
2018-02-02,81021
2018-02-03,81021
2018-02-04,81021
2018-02-05,81021
2018-02-06,78578
2018-02-07,78578
2018-02-08,78578
2018-02-09,78578
2018-02-10,78578
2018-02-11,78578
2018-02-12,75684
2018-02-13,75684
2018-02-14,75684
2018-02-15,75684
2018-02-16,75684
2018-02-17,75684
2018-02-18,75108
2018-02-19,75108
2018-02-20,75108
2018-02-21,75108
2018-02-22,75108
2018-02-23,72595
2018-02-24,72595
2018-02-25,72595
2018-02-26,72595
2018-02-27,72390
2018-02-28,72390
2018-03-01,72390
2018-03-02,72390
2018-03-03,72390
2018-03-04,72390
2018-03-05,72722
2018-03-06,72722
2018-03-07,72722
2018-03-08,72722
2018-03-09,72722
2018-03-10,74272
2018-03-11,74272
2018-03-12,74272
2018-03-13,74272
2018-03-14,74272
2018-03-15,74272
2018-03-16,77447
2018-03-17,77447
2018-03-18,77447
2018-03-19,77447
2018-03-20,77447
2018-03-21,77447
2018-03-23,79947
2018-03-24,79947
2018-03-25,79947
2018-03-26,79947
2018-03-27,79947
2018-03-28,79189
2018-03-29,79189
2018-03-30,79189
2018-03-31,79189
2018-04-01,79189
2018-04-02,79189
2018-04-03,81060
2018-04-04,81060
2018-04-05,81060
2018-04-06,81060
2018-04-07,81060
2018-04-08,81060
2018-04-09,81060
2018-04-10,83524
2018-04-11,83524
2018-04-12,83524
2018-04-13,83524
2018-04-14,83524
2018-04-15,83524
2018-04-16,83889
2018-04-17,83889
2018-04-18,83889
2018-04-19,83889
2018-04-20,83889
2018-04-21,83889
2018-04-22,85623
2018-04-23,85623
2018-04-24,85623
2018-04-25,85623
2018-04-26,85623
2018-04-27,85623
2018-04-28,83938
2018-04-29,83938
2018-04-30,83938
2018-05-01,83938
2018-05-04,83180
2018-05-05,83180
2018-05-06,83180
2018-05-07,83180
2018-05-08,83180
2018-05-09,83180
2018-05-10,83170
2018-05-11,83170
2018-05-12,83170
2018-05-13,83170
2018-05-14,83170
2018-05-15,83170
2018-05-16,83170
2018-05-17,80911
2018-05-18,80911
2018-05-19,80911
2018-05-20,80911
2018-05-21,80911
2018-05-22,80911
2018-05-23,81694
2018-05-24,81694
2018-05-25,81694
2018-05-26,81694
2018-05-27,81694
2018-05-28,81694
2018-05-29,83293
2018-05-30,83293
2018-05-31,83293
2018-06-01,83293
2018-06-02,83293
2018-06-03,83293
2018-06-04,83293
2018-06-05,85294
2018-06-06,85294
2018-06-07,85294
2018-06-08,85294
2018-06-09,85294
2018-06-10,85294
2018-06-11,85654
2018-06-12,85654
2018-06-13,85654
2018-06-14,85654
2018-06-15,85654
2018-06-16,85654
2018-06-17,84662
2018-06-18,84662
2018-06-19,84662
2018-06-20,84662
2018-06-21,84662
2018-06-22,84662
2018-06-23,84132
2018-06-24,84132
2018-06-25,84132
2018-06-26,84132
2018-06-27,84132
2018-06-28,84132
2018-06-29,84132
2018-06-30,83957
2018-07-01,83957
2018-07-02,83957
2018-07-03,83957
2018-07-04,83957
2018-07-05,83957
2018-07-06,83167
2018-07-07,83167
2018-07-08,83167
2018-07-09,83167
2018-07-10,83167
2018-07-11,82392
2018-07-12,82392
2018-07-13,82392
2018-07-14,82392
2018-07-15,82392
2018-07-16,82392
2018-07-17,82059
2018-07-18,82059
2018-07-19,82059
2018-07-20,82059
2018-07-21,82059
2018-07-22,82059
2018-07-23,82908
2018-07-24,82908
2018-07-25,82908
2018-07-26,82908
2018-07-27,82908
2018-07-28,85247
2018-07-29,85247
2018-07-30,85247
2018-07-31,85247
2018-08-01,85247
2018-08-02,85013
2018-08-03,85013
2018-08-04,85013
2018-08-05,85013
2018-08-06,85013
2018-08-07,85013
2018-08-08,85803
2018-08-09,85803
2018-08-10,85803
2018-08-11,85803
2018-08-12,85803
2018-08-14,86790
2018-08-16,86790
2018-08-17,86790
2018-08-18,86790
2018-08-19,86790
2018-08-20,86494
2018-08-21,86494
2018-08-22,86494
2018-08-23,86494
2018-08-24,86494
2018-08-25,86494
2018-08-26,89957
2018-08-27,89957
2018-08-28,89957
2018-08-29,89957
2018-08-30,89957
2018-08-31,89957
2018-09-01,90069
2018-09-02,90069
2018-09-03,90069
2018-09-04,90069
2018-09-05,90069
2018-09-06,90069
2018-09-07,90069
2018-09-08,89586
2018-09-09,89586
2018-09-10,89586
2018-09-11,89586
2018-09-12,89586
2018-09-13,89586
2018-09-14,89586
2018-09-15,87143
2018-09-16,87143
2018-09-17,87143
2018-09-18,87143
2018-09-19,87143
2018-09-20,87143
2018-09-21,89107
2018-09-22,89107
2018-09-23,89107
2018-09-24,89107
2018-09-25,89107
2018-09-26,89107
2018-09-27,91343
2018-09-28,91343
2018-09-29,91343
2018-09-30,91343
2018-10-02,91343
2018-10-03,94390
2018-10-04,94390
2018-10-05,94390
2018-10-06,94390
2018-10-07,94390
2018-10-08,94390
2018-10-09,90929
2018-10-10,90929
2018-10-11,90929
2018-10-12,90929
2018-10-13,90929
2018-10-14,90929
2018-10-15,86514
2018-10-16,86514
2018-10-17,86514
2018-10-18,86514
2018-10-19,86514
2018-10-20,83722
2018-10-21,83722
2018-10-22,83722
2018-10-23,83722
2018-10-24,83722
2018-10-25,83722
2018-10-26,87114
2018-10-27,87114
2018-10-28,87114
2018-10-29,87114
2018-10-30,87114
2018-10-31,91079
2018-11-01,91079
2018-11-03,91079
2018-11-04,91079
2018-11-05,95080
2018-11-06,95080
2018-11-07,95080
2018-11-08,95080
2018-11-09,95080
2018-11-10,99761
2018-11-11,99761
2018-11-12,99761
2018-11-13,99761
2018-11-14,99761
2018-11-15,102476
2018-11-16,102476
2018-11-17,102476
2018-11-18,102476
2018-11-19,102476
2018-11-20,99507
2018-11-21,99507
2018-11-22,99507
2018-11-23,99507
2018-11-24,99507
2018-11-25,96050
2018-11-26,96050
2018-11-27,96050
2018-11-28,96050
2018-11-29,96050
2018-12-01,94119
2018-12-02,94119
2018-12-03,94119
2018-12-04,94119
2018-12-05,94119
2018-12-07,90630
2018-12-09,90630
2018-12-10,90630
2018-12-11,86593
2018-12-13,86593
2018-12-14,86593
2018-12-15,86593
2018-12-16,83035
2018-12-17,83035
2018-12-18,83035
2018-12-19,83035
2018-12-20,83035
2018-12-21,80995
2018-12-22,80995
2018-12-23,80995
2018-12-24,80995
2018-12-25,80995
2018-12-26,80995
2018-12-27,77444
2018-12-28,77444
2018-12-29,77444
2018-12-30,77444
2018-12-31,75597
2019-01-01,75597
2019-01-02,75597
2019-01-03,75597
2019-01-04,75597
2019-01-05,72741
2019-01-06,72741
2019-01-08,72741
2019-01-10,70000
2019-01-11,70000
2019-01-12,70000
2019-01-13,66830
2019-01-14,66830
2019-01-15,66830
2019-01-16,66830
2019-01-17,66830
2019-01-18,63764
2019-01-19,63764
2019-01-20,63764
2019-01-21,63764
2019-01-22,61454
2019-01-23,61454
2019-01-24,61454
2019-01-25,61454
2019-01-26,59445
2019-01-27,59445
2019-01-29,59445
2019-01-30,57789
2019-01-31,57789
2019-02-01,57789
2019-02-02,57789
2019-02-03,58237
2019-02-04,58237
2019-02-05,58237
2019-02-06,58237
2019-02-07,58237
2019-02-08,58613
2019-02-09,58613
2019-02-10,58613
2019-02-11,58613
2019-02-12,58613
2019-02-13,60382
2019-02-14,60382
2019-02-15,60382
2019-02-16,60382
2019-02-17,60382
2019-02-18,63151
2019-02-19,63151
2019-02-20,63151
2019-02-21,63151
2019-02-22,63151
2019-02-23,66250
2019-02-24,66250
2019-02-25,66250
2019-02-26,66250
2019-02-27,69317
2019-02-28,69317
2019-03-01,69317
2019-03-02,69317
2019-03-03,69317
2019-03-04,72685
2019-03-05,72685
2019-03-06,72685
2019-03-07,72685
2019-03-08,72685
2019-03-09,75995
2019-03-10,75995
2019-03-11,75995
2019-03-12,75995
2019-03-13,79571
2019-03-14,79571
2019-03-15,79571
2019-03-16,79571
2019-03-17,83504
2019-03-18,83504
2019-03-19,83504
2019-03-20,83504
2019-03-21,83504
2019-03-22,83504
2019-03-23,87487
2019-03-24,87487
2019-03-25,87487
2019-03-26,87487
2019-03-27,87487
2019-03-28,87487
2019-03-29,91638
2019-03-30,91638
2019-03-31,91638
2019-04-01,91638
2019-04-02,91638
2019-04-03,91638
