date_obj,Bolt%20of%20cloth price
2015-08-28,981
2015-08-29,965
2015-08-30,965
2015-08-31,965
2015-09-01,965
2015-09-02,965
2015-09-03,918
2015-09-04,918
2015-09-05,918
2015-09-06,918
2015-09-07,899
2015-09-08,899
2015-09-09,899
2015-09-10,899
2015-09-11,927
2015-09-12,927
2015-09-13,927
2015-09-14,927
2015-09-15,955
2015-09-16,955
2015-09-17,955
2015-09-18,955
2015-09-19,955
2015-09-20,956
2015-09-21,956
2015-09-22,956
2015-09-23,956
2015-09-24,956
2015-09-25,1001
2015-09-27,1001
2015-09-28,1001
2015-09-29,1001
2015-09-30,1034
2015-10-05,982
2015-10-06,982
2015-10-07,982
2015-10-08,982
2015-10-09,982
2015-10-10,969
2015-10-11,969
2015-10-12,969
2015-10-13,969
2015-10-14,969
2015-10-15,965
2015-10-16,965
2015-10-17,965
2015-10-18,965
2015-10-19,965
2015-10-20,983
2015-10-22,983
2015-10-23,983
2015-10-24,983
2015-10-25,1013
2015-10-26,1013
2015-10-27,1013
2015-10-29,1013
2015-10-30,1045
2015-10-31,1045
2015-11-01,1045
2015-11-02,1045
2015-11-03,1045
2015-11-04,1036
2015-11-05,1036
2015-11-06,1036
2015-11-07,1036
2015-11-08,1036
2015-11-09,1016
2015-11-10,1016
2015-11-11,1016
2015-11-12,1016
2015-11-13,1016
2015-11-14,1016
2015-11-15,984
2015-11-16,984
2015-11-17,984
2015-11-18,984
2015-11-19,984
2015-11-20,985
2015-11-21,985
2015-11-22,985
2015-11-23,985
2015-11-24,985
2015-11-25,999
2015-11-26,999
2015-11-27,999
2015-11-28,999
2015-11-29,999
2015-11-30,982
2015-12-01,982
2015-12-02,982
2015-12-03,982
2015-12-04,982
2015-12-05,972
2015-12-06,972
2015-12-07,972
2015-12-08,972
2015-12-09,970
2015-12-10,970
2015-12-11,970
2015-12-12,970
2015-12-13,970
2015-12-14,975
2015-12-15,975
2015-12-16,975
2015-12-17,975
2015-12-18,992
2015-12-19,992
2015-12-20,992
2015-12-21,992
2015-12-22,980
2015-12-23,980
2015-12-24,980
2015-12-25,980
2015-12-26,1005
2015-12-27,1005
2015-12-28,1005
2015-12-29,1012
2015-12-30,1012
2015-12-31,1012
2016-01-01,1012
2016-01-02,1017
2016-01-03,1017
2016-01-04,1017
2016-01-05,1020
2016-01-06,1020
2016-01-07,1020
2016-01-08,1020
2016-01-09,1019
2016-01-10,1019
2016-01-11,1019
2016-01-12,1040
2016-01-13,1040
2016-01-14,1040
2016-01-15,1040
2016-01-16,1048
2016-01-17,1048
2016-01-18,1048
2016-01-19,1048
2016-01-20,1040
2016-01-21,1040
2016-01-22,1040
2016-01-23,1040
2016-01-24,1048
2016-01-25,1048
2016-01-26,1048
2016-01-27,1048
2016-01-28,1048
2016-01-29,1048
2016-01-30,1048
2016-01-31,1027
2016-02-01,1027
2016-02-02,1027
2016-02-03,1027
2016-02-04,1009
2016-02-05,1009
2016-02-06,1009
2016-02-07,1009
2016-02-08,989
2016-02-09,989
2016-02-10,989
2016-02-11,989
2016-02-12,978
2016-02-13,978
2016-02-14,978
2016-02-15,1005
2016-02-16,1005
2016-02-17,1005
2016-02-18,1005
2016-02-19,1025
2016-02-20,1025
2016-02-21,1025
2016-02-22,1025
2016-02-23,1045
2016-02-24,1045
2016-02-25,1045
2016-02-26,1045
2016-02-27,1060
2016-02-28,1060
2016-02-29,1060
2016-03-01,1060
2016-03-02,1075
2016-03-03,1075
2016-03-04,1075
2016-03-05,1075
2016-03-06,1083
2016-03-07,1083
2016-03-08,1083
2016-03-09,1083
2016-03-10,1093
2016-03-11,1093
2016-03-12,1093
2016-03-13,1093
2016-03-14,1079
2016-03-15,1079
2016-03-16,1079
2016-03-17,1079
2016-03-18,1073
2016-03-19,1073
2016-03-20,1073
2016-03-21,1073
2016-03-22,1088
2016-03-23,1088
2016-03-24,1088
2016-03-25,1088
2016-03-26,1095
2016-03-27,1095
2016-03-28,1095
2016-03-29,1081
2016-03-30,1081
2016-03-31,1081
2016-04-01,1081
2016-04-02,1081
2016-04-03,1077
2016-04-04,1077
2016-04-05,1077
2016-04-06,1077
2016-04-07,1111
2016-04-08,1111
2016-04-09,1111
2016-04-10,1081
2016-04-11,1081
2016-04-12,1081
2016-04-13,1081
2016-04-14,1090
2016-04-15,1090
2016-04-16,1090
2016-04-17,1087
2016-04-18,1087
2016-04-19,1087
2016-04-20,1094
2016-04-21,1094
2016-04-22,1094
2016-04-23,1094
2016-04-24,1093
2016-04-25,1093
2016-04-26,1093
2016-04-27,1109
2016-04-28,1109
2016-04-29,1109
2016-04-30,1109
2016-05-01,1097
2016-05-02,1097
2016-05-03,1097
2016-05-04,1074
2016-05-05,1074
2016-05-06,1074
2016-05-07,1082
2016-05-08,1082
2016-05-09,1082
2016-05-10,1077
2016-05-11,1077
2016-05-12,1077
2016-05-13,1032
2016-05-14,1032
2016-05-15,1032
2016-05-16,1002
2016-05-17,1002
2016-05-18,1002
2016-05-19,1014
2016-05-22,1036
2016-05-23,1036
2016-05-24,1036
2016-05-25,1035
2016-05-26,1035
2016-05-27,1035
2016-05-28,1057
2016-05-29,1057
2016-05-30,1057
2016-05-31,1055
2016-06-01,1055
2016-06-02,1055
2016-06-03,1038
2016-06-04,1038
2016-06-05,1038
2016-06-06,993
2016-06-07,993
2016-06-08,993
2016-06-09,961
2016-06-10,961
2016-06-11,961
2016-06-12,933
2016-06-13,933
2016-06-14,933
2016-06-15,947
2016-06-16,947
2016-06-17,947
2016-06-18,956
2016-06-19,956
2016-06-20,956
2016-06-21,943
2016-06-22,943
2016-06-23,943
2016-06-24,948
2016-06-25,948
2016-06-26,948
2016-06-27,962
2016-06-28,962
2016-06-29,962
2016-06-30,988
2016-07-01,988
2016-07-02,988
2016-07-03,966
2016-07-04,966
2016-07-05,966
2016-07-06,967
2016-07-07,967
2016-07-08,967
2016-07-09,994
2016-07-10,994
2016-07-11,994
2016-07-12,1014
2016-07-13,1014
2016-07-14,1014
2016-07-15,1045
2016-07-16,1045
2016-07-17,1045
2016-07-18,1048
2016-07-23,1013
2016-07-24,1013
2016-07-25,1024
2016-07-26,1024
2016-07-27,1024
2016-07-28,1024
2016-07-29,1039
2016-07-30,1039
2016-07-31,1039
2016-08-01,1039
2016-08-02,1021
2016-08-03,1021
2016-08-04,1021
2016-08-05,1021
2016-08-06,1007
2016-08-07,1007
2016-08-08,1007
2016-08-09,990
2016-08-10,990
2016-08-11,990
2016-08-12,990
2016-08-13,1007
2016-08-14,1007
2016-08-15,1007
2016-08-16,1014
2016-08-17,1014
2016-08-18,1014
2016-08-19,1014
2016-08-20,998
2016-08-21,998
2016-08-22,998
2016-08-23,998
2016-08-24,1021
2016-08-25,1047
2016-08-26,1047
2016-08-28,1060
2016-08-31,1098
2016-09-01,1098
2016-09-02,1098
2016-09-03,1048
2016-09-04,1048
2016-09-05,1035
2016-09-06,1035
2016-09-07,1024
2016-09-08,1024
2016-09-09,1024
2016-09-10,1016
2016-09-11,1016
2016-09-12,1016
2016-09-13,1031
2016-09-14,1031
2016-09-15,1031
2016-09-16,1047
2016-09-17,1047
2016-09-18,1055
2016-09-19,1055
2016-09-20,1055
2016-09-21,1073
2016-09-22,1073
2016-09-23,1045
2016-09-24,1045
2016-09-25,1045
2016-09-26,1024
2016-09-27,1024
2016-09-28,1004
2016-09-29,1018
2016-09-30,1017
2016-10-01,1017
2016-10-02,1016
2016-10-03,1016
2016-10-04,1016
2016-10-05,1038
2016-10-06,1038
2016-10-07,1038
2016-10-08,1061
2016-10-09,1061
2016-10-10,1061
2016-10-11,1073
2016-10-12,1073
2016-10-13,1073
2016-10-14,1094
2016-10-15,1094
2016-10-16,1094
2016-10-17,1055
2016-10-18,1055
2016-10-19,1055
2016-10-20,1075
2016-10-21,1075
2016-10-22,1075
2016-10-23,1107
2016-10-24,1107
2016-10-25,1107
2016-10-26,1106
2016-10-27,1106
2016-10-28,1106
2016-10-29,1105
2016-10-30,1105
2016-10-31,1086
2016-11-01,1086
2016-11-02,1086
2016-11-03,1067
2016-11-04,1067
2016-11-05,1049
2016-11-06,1049
2016-11-07,1025
2016-11-08,1025
2016-11-09,1026
2016-11-10,1026
2016-11-11,1026
2016-11-12,1025
2016-11-13,1025
2016-11-14,1025
2016-11-15,1019
2016-12-07,964
2016-12-08,974
2016-12-09,974
2016-12-10,974
2016-12-11,987
2016-12-12,987
2016-12-13,987
2016-12-14,1011
2016-12-15,1011
2016-12-16,1011
2016-12-17,1002
2016-12-18,1002
2016-12-19,1002
2016-12-20,972
2016-12-21,972
2016-12-22,972
2016-12-23,968
2016-12-24,968
2016-12-25,946
2016-12-26,946
2016-12-27,959
2016-12-28,959
2016-12-29,952
2016-12-30,952
2016-12-31,960
2017-01-01,960
2017-01-02,961
2017-01-03,961
2017-01-04,962
2017-01-05,962
2017-01-06,962
2017-01-07,962
2017-01-08,962
2017-01-09,953
2017-01-10,953
2017-01-11,938
2017-01-12,938
2017-01-13,931
2017-01-14,931
2017-01-15,960
2017-01-16,960
2017-01-17,938
2017-01-18,938
2017-01-19,911
2017-01-20,911
2017-01-21,927
2017-01-22,927
2017-01-23,931
2017-01-27,940
2017-01-28,940
2017-01-29,946
2017-01-30,946
2017-01-31,946
2017-02-01,917
2017-02-02,917
2017-02-03,930
2017-02-04,930
2017-02-05,932
2017-02-06,932
2017-02-07,941
2017-02-08,941
2017-02-09,935
2017-02-10,930
2017-02-11,930
2017-02-12,909
2017-02-13,909
2017-02-14,906
2017-02-15,906
2017-02-16,905
2017-02-18,905
2017-02-19,901
2017-02-20,901
2017-02-21,895
2017-02-22,895
2017-02-23,896
2017-02-24,896
2017-02-25,879
2017-02-26,879
2017-02-27,866
2017-02-28,877
2017-03-01,877
2017-03-02,899
2017-03-03,899
2017-03-04,936
2017-03-05,936
2017-03-06,935
2017-03-07,935
2017-03-08,893
2017-03-09,893
2017-03-10,848
2017-03-11,848
2017-03-12,827
2017-03-13,810
2017-03-14,810
2017-03-15,802
2017-03-16,802
2017-03-17,787
2017-03-18,787
2017-03-19,792
2017-03-20,792
2017-03-21,815
2017-03-22,815
2017-03-23,839
2017-03-24,839
2017-03-25,875
2017-03-26,875
2017-03-27,906
2017-03-28,906
2017-03-29,934
2017-03-30,934
2017-03-31,947
2017-04-01,947
2017-04-02,957
2017-04-03,941
2017-04-04,941
2017-04-12,949
2017-04-13,949
2017-04-14,949
2017-04-15,963
2017-04-16,926
2017-04-17,926
2017-04-18,915
2017-04-19,915
2017-04-20,885
2017-04-21,885
2017-04-22,905
2017-04-23,905
2017-04-24,882
2017-04-25,880
2017-04-26,880
2017-04-27,880
2017-04-28,880
2017-04-29,864
2017-04-30,864
2017-05-01,856
2017-05-02,856
2017-05-03,822
2017-05-04,822
2017-05-05,808
2017-05-06,808
2017-05-07,834
2017-05-08,834
2017-05-09,824
2017-05-10,824
2017-05-11,823
2017-05-12,823
2017-05-13,836
2017-05-14,836
2017-05-15,864
2017-05-16,864
2017-05-17,873
2017-05-18,873
2017-05-19,867
2017-05-20,824
2017-05-21,824
2017-05-22,782
2017-05-23,782
2017-05-24,780
2017-05-25,780
2017-05-26,787
2017-05-27,787
2017-05-28,801
2017-05-29,801
2017-05-30,803
2017-05-31,803
2017-06-01,799
2017-06-02,799
2017-06-03,773
2017-06-04,773
2017-06-05,775
2017-06-06,758
2017-06-07,758
2017-06-08,770
2017-06-09,770
2017-06-10,753
2017-06-11,753
2017-06-12,744
2017-06-13,744
2017-06-14,742
2017-06-15,742
2017-06-16,722
2017-06-17,722
2017-06-18,716
2017-06-19,716
2017-06-20,726
2017-06-21,726
2017-06-22,729
2017-06-23,729
2017-06-24,738
2017-06-25,738
2017-06-26,752
2017-06-27,752
2017-06-28,747
2017-06-29,747
2017-06-30,751
2017-07-01,751
2017-07-02,751
2017-07-03,759
2017-07-04,759
2017-07-05,768
2017-07-06,768
2017-07-07,763
2017-07-08,763
2017-07-13,823
2017-07-14,837
2017-07-15,837
2017-07-16,837
2017-07-17,844
2017-07-18,844
2017-07-19,830
2017-07-20,830
2017-07-21,836
2017-07-22,836
2017-07-23,812
2017-07-24,812
2017-07-25,795
2017-07-26,795
2017-07-27,809
2017-07-28,809
2017-07-29,809
2017-07-30,801
2017-07-31,801
2017-08-01,801
2017-08-02,822
2017-08-03,822
2017-08-04,857
2017-08-05,889
2017-08-06,889
2017-08-09,885
2017-08-10,885
2017-08-11,903
2017-08-12,903
2017-08-13,910
2017-08-14,910
2017-08-15,946
2017-08-16,946
2017-08-17,953
2017-08-18,953
2017-08-19,953
2017-08-20,952
2017-08-21,952
2017-08-22,962
2017-08-23,962
2017-08-24,990
2017-08-25,990
2017-08-26,985
2017-08-27,985
2017-08-28,1001
2017-08-29,1001
2017-08-30,1031
2017-08-31,1031
2017-09-01,1031
2017-09-02,1038
2017-09-03,1038
2017-09-04,1038
2017-09-05,1047
2017-09-06,1047
2017-09-07,1024
2017-09-08,1024
2017-09-09,1013
2017-09-10,1013
2017-09-11,1042
2017-09-12,1042
2017-09-13,1039
2017-09-14,1039
2017-09-15,1003
2017-09-16,1003
2017-09-17,970
2017-09-18,970
2017-09-19,948
2017-09-20,948
2017-09-22,940
2017-09-23,895
2017-09-24,895
2017-09-25,851
2017-09-26,851
2017-09-27,851
2017-09-28,832
2017-09-29,832
2017-09-30,847
2017-10-01,847
2017-10-02,851
2017-10-03,851
2017-10-04,851
2017-10-05,880
2017-10-06,880
2017-10-07,922
2017-10-08,922
2017-10-09,940
2017-10-10,940
2017-10-11,959
2017-10-12,959
2017-10-13,998
2017-10-14,998
2017-10-15,966
2017-10-16,966
2017-10-17,953
2017-10-18,953
2017-10-19,936
2017-10-20,936
2017-10-21,896
2017-10-22,896
2017-10-23,873
2017-10-24,873
2017-10-25,862
2017-10-26,862
2017-10-27,851
2017-10-28,851
2017-10-29,881
2017-10-30,881
2017-10-31,912
2017-11-01,912
2017-11-02,912
2017-11-03,937
2017-11-04,979
2017-11-05,979
2017-11-06,989
2017-11-07,989
2017-11-08,989
2017-11-09,996
2017-11-10,996
2017-11-11,1018
2017-11-12,1018
2017-11-13,1021
2017-11-14,1021
2017-11-15,993
2017-11-16,993
2017-11-17,993
2017-11-18,993
2017-11-19,1013
2017-11-20,1013
2017-11-21,1012
2017-11-22,1012
2017-11-23,987
2017-11-24,987
2017-11-25,1032
2017-11-26,1032
2017-11-27,1032
2017-11-28,1024
2017-11-29,1024
2017-11-30,1042
2017-12-01,1042
2017-12-02,1012
2017-12-03,1012
2017-12-04,1000
2017-12-05,1000
2017-12-06,1004
2017-12-07,1004
2017-12-08,1004
2017-12-09,1007
2017-12-10,1007
2017-12-11,998
2017-12-12,998
2017-12-13,989
2017-12-14,989
2017-12-15,998
2017-12-16,998
2017-12-17,982
2017-12-18,959
2017-12-19,959
2017-12-20,951
2017-12-21,951
2017-12-22,957
2017-12-23,957
2017-12-24,982
2017-12-25,982
2017-12-26,1005
2017-12-27,1005
2017-12-28,975
2017-12-29,975
2017-12-30,977
2017-12-31,977
2018-01-01,1002
2018-01-02,1002
2018-01-03,962
2018-01-04,962
2018-01-05,956
2018-01-06,953
2018-01-07,953
2018-01-08,975
2018-01-09,1000
2018-01-10,1000
2018-01-11,989
2018-01-12,989
2018-01-13,1017
2018-01-14,1017
2018-01-15,1033
2018-01-16,1033
2018-01-17,1044
2018-01-18,1044
2018-01-19,1033
2018-01-20,1012
2018-01-21,1012
2018-01-22,1000
2018-01-23,967
2018-01-24,973
2018-01-25,973
2018-01-26,951
2018-01-27,965
2018-01-28,979
2018-01-29,982
2018-01-30,982
2018-01-31,976
2018-02-01,976
2018-02-02,974
2018-02-03,960
2018-02-04,960
2018-02-05,977
2018-02-06,990
2018-02-07,968
2018-02-08,968
2018-02-09,959
2018-02-10,959
2018-02-11,971
2018-02-12,951
2018-02-13,951
2018-02-14,947
2018-02-15,947
2018-02-16,935
2018-02-17,931
2018-02-18,931
2018-02-19,942
2018-02-20,942
2018-02-21,957
2018-02-22,957
2018-02-23,962
2018-02-24,962
2018-02-25,937
2018-02-26,937
2018-02-27,921
2018-02-28,921
2018-03-01,920
2018-03-02,908
2018-03-03,908
2018-03-04,908
2018-03-05,893
2018-03-06,893
2018-03-07,896
2018-03-08,896
2018-03-09,892
2018-03-10,892
2018-03-11,880
2018-03-12,880
2018-03-13,862
2018-03-14,862
2018-03-15,834
2018-03-16,834
2018-03-17,836
2018-03-18,836
2018-03-20,889
2018-03-21,889
2018-03-23,876
2018-03-24,875
2018-03-25,893
2018-03-26,893
2018-03-27,865
2018-03-28,865
2018-03-29,846
2018-03-30,846
2018-03-31,840
2018-04-01,840
2018-04-02,855
2018-04-03,897
2018-04-04,897
2018-04-05,925
2018-04-06,959
2018-04-07,959
2018-04-08,943
2018-04-09,960
2018-04-10,960
2018-04-11,978
2018-04-12,1000
2018-04-13,1000
2018-04-14,1009
2018-04-15,1001
2018-04-16,1001
2018-04-17,1011
2018-04-18,1011
2018-04-19,1024
2018-04-20,1024
2018-04-21,999
2018-04-22,999
2018-04-23,1005
2018-04-24,1005
2018-04-25,966
2018-04-26,966
2018-04-27,955
2018-04-28,948
2018-04-29,947
2018-04-30,954
2018-05-01,954
2018-05-02,928
2018-05-03,928
2018-05-04,901
2018-05-05,921
2018-05-06,921
2018-05-07,943
2018-05-08,943
2018-05-09,947
2018-05-10,947
2018-05-11,955
2018-05-12,980
2018-05-13,980
2018-05-14,985
2018-05-15,985
2018-05-16,957
2018-05-17,957
2018-05-18,918
2018-05-19,905
2018-05-20,905
2018-05-21,887
2018-05-22,887
2018-05-23,895
2018-05-24,895
2018-05-25,880
2018-05-26,848
2018-05-27,848
2018-05-28,844
2018-05-29,844
2018-05-30,844
2018-05-31,843
2018-06-01,843
2018-06-02,853
2018-06-03,853
2018-06-04,870
2018-06-05,895
2018-06-06,915
2018-06-07,915
2018-06-08,947
2018-06-09,947
2018-06-10,977
2018-06-11,977
2018-06-12,981
2018-06-13,954
2018-06-14,954
2018-06-15,929
2018-06-16,929
2018-06-17,920
2018-06-18,920
2018-06-19,939
2018-06-20,939
2018-06-21,910
2018-06-22,873
2018-06-23,873
2018-06-24,856
2018-06-25,856
2018-06-26,875
2018-06-27,875
2018-06-28,872
2018-06-29,872
2018-06-30,873
2018-07-01,885
2018-07-02,885
2018-07-03,900
2018-07-04,900
2018-07-05,883
2018-07-06,865
2018-07-07,865
2018-07-08,871
2018-07-09,906
2018-07-10,906
2018-07-11,907
2018-07-12,907
2018-07-13,887
2018-07-14,918
2018-07-15,918
2018-07-16,936
2018-07-17,965
2018-07-18,965
2018-07-19,982
2018-07-20,982
2018-07-21,1005
2018-07-22,1033
2018-07-23,1062
2018-07-24,1062
2018-07-25,1064
2018-07-26,1064
2018-07-27,1043
2018-07-28,1043
2018-07-29,1037
2018-07-30,1037
2018-07-31,1042
2018-08-01,1042
2018-08-02,1026
2018-08-03,1026
2018-08-04,1033
2018-08-05,1037
2018-08-06,1037
2018-08-07,1028
2018-08-08,1003
2018-08-09,1003
2018-08-10,974
2018-08-11,962
2018-08-12,936
2018-08-14,931
2018-08-16,939
2018-08-17,944
2018-08-18,944
2018-08-19,972
2018-08-20,993
2018-08-21,993
2018-08-22,977
2018-08-23,977
2018-08-24,952
2018-08-25,944
2018-08-26,944
2018-08-27,950
2018-08-28,927
2018-08-29,927
2018-08-30,926
2018-08-31,930
2018-09-01,935
2018-09-02,935
2018-09-03,953
2018-09-04,966
2018-09-05,956
2018-09-06,953
2018-09-07,943
2018-09-08,928
2018-09-09,912
2018-09-10,903
2018-09-11,903
2018-09-12,926
2018-09-13,934
2018-09-14,946
2018-09-15,946
2018-09-16,946
2018-09-17,970
2018-09-18,974
2018-09-19,974
2018-09-20,974
2018-09-21,974
2018-09-22,957
2018-09-23,931
2018-09-24,941
2018-09-25,941
2018-09-26,949
2018-09-27,949
2018-09-28,947
2018-09-29,935
2018-09-30,947
2018-10-01,953
2018-10-02,966
2018-10-03,955
2018-10-04,955
2018-10-05,955
2018-10-06,980
2018-10-07,980
2018-10-08,1015
2018-10-09,1066
2018-10-10,1120
2018-10-11,1141
2018-10-12,1141
2018-10-13,1096
2018-10-14,1041
2018-10-15,995
2018-10-16,995
2018-10-17,975
2018-10-18,952
2018-10-19,927
2018-10-20,927
2018-10-21,930
2018-10-22,912
2018-10-23,912
2018-10-24,897
2018-10-25,905
2018-10-26,908
2018-10-27,901
2018-10-28,903
2018-10-29,903
2018-10-30,908
2018-10-31,937
2018-11-01,952
2018-11-03,961
2018-11-04,1003
2018-11-05,1022
2018-11-06,989
2018-11-07,989
2018-11-08,968
2018-11-09,962
2018-11-10,960
2018-11-11,978
2018-11-12,984
2018-11-13,988
2018-11-15,979
2018-11-16,971
2018-11-17,973
2018-11-18,982
2018-11-19,988
2018-11-20,999
2018-11-21,970
2018-11-22,960
2018-11-23,942
2018-11-24,926
2018-11-25,892
2018-11-26,894
2018-11-27,889
2018-11-28,899
2018-11-29,929
2018-12-01,964
2018-12-02,954
2018-12-03,954
2018-12-04,947
2018-12-05,927
2018-12-07,891
2018-12-09,890
2018-12-10,881
2018-12-11,878
2018-12-12,874
2018-12-13,871
2018-12-14,855
2018-12-15,863
2018-12-16,874
2018-12-17,903
2018-12-18,927
2018-12-19,963
2018-12-20,989
2018-12-21,1009
2018-12-22,1033
2018-12-23,1007
2018-12-24,994
2018-12-25,984
2018-12-26,1001
2018-12-27,988
2018-12-28,979
2018-12-29,955
2018-12-30,969
2018-12-31,982
2019-01-01,1025
2019-01-02,986
2019-01-03,979
2019-01-04,964
2019-01-05,950
2019-01-06,925
2019-01-08,905
2019-01-10,910
2019-01-11,886
2019-01-12,862
2019-01-13,871
2019-01-14,885
2019-01-15,895
2019-01-16,919
2019-01-17,922
2019-01-18,909
2019-01-19,917
2019-01-20,902
2019-01-21,922
2019-01-22,926
2019-01-23,937
2019-01-24,926
2019-01-25,899
2019-01-26,923
2019-01-27,934
2019-01-28,932
2019-01-29,932
2019-01-30,945
2019-01-31,937
2019-02-01,947
2019-02-02,946
2019-02-03,949
2019-02-04,949
2019-02-05,949
2019-02-06,951
2019-02-07,960
2019-02-08,971
2019-02-09,966
2019-02-10,946
2019-02-11,943
2019-02-12,945
2019-02-13,939
2019-02-14,939
2019-02-15,924
2019-02-16,891
2019-02-17,894
2019-02-18,899
2019-02-19,891
2019-02-20,886
2019-02-21,889
2019-02-22,897
2019-02-23,898
2019-02-24,901
2019-02-25,889
2019-02-26,862
2019-02-27,859
2019-02-28,823
2019-03-01,805
2019-03-02,799
2019-03-03,816
2019-03-04,847
2019-03-05,876
2019-03-06,871
2019-03-07,850
2019-03-08,850
2019-03-09,868
2019-03-10,903
2019-03-11,932
2019-03-12,950
2019-03-13,979
2019-03-14,1023
2019-03-15,986
2019-03-16,1004
2019-03-17,962
2019-03-18,962
2019-03-19,916
2019-03-20,877
2019-03-21,860
2019-03-22,837
2019-03-23,817
2019-03-24,826
2019-03-25,844
2019-03-26,879
2019-03-27,879
2019-03-28,918
2019-03-29,937
2019-03-30,937
2019-03-31,961
2019-04-01,957
2019-04-02,942
2019-04-03,934
2019-04-04,955
2019-04-05,943
2019-04-06,940
2019-04-07,933
2019-04-08,922
2019-04-09,916
2019-04-10,914
2019-04-11,938
2019-04-12,951
2019-04-13,984
2019-04-14,1010
2019-04-15,1004
2019-04-16,987
2019-04-17,957
2019-04-18,970
2019-04-19,970
2019-04-20,968
2019-04-21,968
2019-04-22,988
2019-04-23,961
2019-04-24,948
2019-04-25,950
2019-04-26,966
2019-04-27,993
2019-04-28,987
2019-04-29,970
2019-04-30,960
2019-05-01,950
2019-05-02,956
2019-05-03,951
2019-05-04,994
2019-05-05,1008
2019-05-06,999
2019-05-07,1009
2019-05-08,998
2019-05-09,987
2019-05-10,973
2019-05-11,962
2019-05-12,956
2019-05-13,930
2019-05-14,936
2019-05-15,936
2019-05-16,961
2019-05-17,961
2019-05-18,977
2019-05-19,983
2019-05-20,991
2019-05-21,982
2019-05-22,1001
2019-05-23,1001
2019-05-24,989
2019-05-25,994
2019-05-26,987
2019-05-27,975
2019-05-28,950
2019-05-29,938
2019-05-30,920
2019-05-31,926
2019-06-01,950
2019-06-02,952
2019-06-03,957
2019-06-04,961
2019-06-05,961
2019-06-06,963
2019-06-07,973
2019-06-08,963
2019-06-09,942
2019-06-10,942
2019-06-11,939
2019-06-12,938
2019-06-13,935
2019-06-14,938
2019-06-15,939
2019-06-16,945
2019-06-17,903
2019-06-18,857
2019-06-19,846
2019-06-20,840
2019-06-21,846
2019-06-22,836
2019-06-23,848
2019-06-24,859
2019-06-25,852
2019-06-26,844
2019-06-27,843
2019-06-28,843
2019-06-29,865
2019-06-30,906
2019-07-01,906
2019-07-02,911
2019-07-03,920
2019-07-04,937
2019-07-05,931
2019-07-06,924
2019-07-07,929
2019-07-08,938
2019-07-09,931
