date_obj,Saradomin%20mitre price
2015-08-17,77796
2015-08-18,81686
2015-08-19,85071
2015-08-20,85379
2015-08-21,85468
2015-08-22,85079
2015-08-23,85348
2015-08-24,83150
2015-08-25,83150
2015-08-26,82398
2015-08-27,81428
2015-08-28,79814
2015-08-29,78958
2015-08-30,79380
2015-08-31,80227
2015-09-01,80135
2015-09-02,80135
2015-09-03,80162
2015-09-04,80857
2015-09-05,79725
2015-09-06,79891
2015-09-07,79724
2015-09-08,79596
2015-09-09,79616
2015-09-10,79612
2015-09-11,78288
2015-09-12,75255
2015-09-13,72948
2015-09-14,70954
2015-09-15,69602
2015-09-16,70147
2015-09-17,70706
2015-09-18,69817
2015-09-19,71306
2015-09-20,73093
2015-09-21,76107
2015-09-22,74927
2015-09-23,76007
2015-09-24,77769
2015-09-25,80244
2015-09-27,81824
2015-09-28,81936
2015-09-29,81865
2015-09-30,80559
2015-10-05,72299
2015-10-06,70113
2015-10-07,69220
2015-10-08,69352
2015-10-09,69069
2015-10-10,69069
2015-10-11,68329
2015-10-12,68213
2015-10-13,66164
2015-10-14,65859
2015-10-15,65480
2015-10-16,65541
2015-10-17,65541
2015-10-18,65105
2015-10-19,64819
2015-10-20,65093
2015-10-22,64274
2015-10-23,64598
2015-10-24,64507
2015-10-25,62883
2015-10-26,62923
2015-10-27,61895
2015-10-29,62114
2015-10-30,61371
2015-10-31,60881
2015-11-01,60881
2015-11-02,61353
2015-11-03,61969
2015-11-04,61292
2015-11-05,61806
2015-11-06,61965
2015-11-07,61968
2015-11-08,61968
2015-11-09,60008
2015-11-10,57901
2015-11-11,55310
2015-11-12,52693
2015-11-13,50229
2015-11-14,48150
2015-11-15,46963
2015-11-16,46014
2015-11-17,45417
2015-11-18,46421
2015-11-19,47566
2015-11-20,49945
2015-11-21,49945
2015-11-22,52140
2015-11-23,52140
2015-11-24,54747
2015-11-25,57485
2015-11-26,57485
2015-11-27,59810
2015-11-28,61836
2015-11-29,63486
2015-11-30,63815
2015-12-01,62773
2015-12-02,61884
2015-12-03,61225
2015-12-04,60751
2015-12-05,60065
2015-12-06,60144
2015-12-07,61797
2015-12-08,63221
2015-12-09,65834
2015-12-10,68872
2015-12-11,69079
2015-12-12,70194
2015-12-13,72722
2015-12-14,75269
2015-12-15,77488
2015-12-16,76356
2015-12-17,75519
2015-12-18,73811
2015-12-19,74563
2015-12-20,77013
2015-12-21,78921
2015-12-22,78282
2015-12-23,75127
2015-12-24,73978
2015-12-25,72988
2015-12-26,71040
2015-12-27,70957
2015-12-28,72870
2015-12-29,74225
2015-12-30,77327
2015-12-31,78832
2016-01-01,79905
2016-01-02,81228
2016-01-03,79782
2016-01-04,77613
2016-01-05,77103
2016-01-06,77108
2016-01-07,77446
2016-01-08,76105
2016-01-09,77511
2016-01-10,77639
2016-01-11,77542
2016-01-12,76636
2016-01-13,73138
2016-01-14,69987
2016-01-15,69184
2016-01-16,68181
2016-01-17,68058
2016-01-18,70735
2016-01-19,72693
2016-01-20,74174
2016-01-21,72978
2016-01-22,73134
2016-01-23,73157
2016-01-24,72084
2016-01-25,70180
2016-01-26,67800
2016-01-27,65274
2016-01-28,65274
2016-01-29,63285
2016-01-30,62187
2016-01-31,63424
2016-02-01,64568
2016-02-02,64407
2016-02-03,64698
2016-02-04,63631
2016-02-05,61149
2016-02-06,60294
2016-02-07,59721
2016-02-08,58412
2016-02-09,57932
2016-02-10,58006
2016-02-11,59228
2016-02-12,59801
2016-02-13,60440
2016-02-14,61038
2016-02-15,61825
2016-02-16,59594
2016-02-17,57931
2016-02-18,56822
2016-02-19,57715
2016-02-20,59568
2016-02-21,61640
2016-02-22,62576
2016-02-23,63412
2016-02-24,62974
2016-02-25,62941
2016-02-26,62500
2016-02-27,63508
2016-02-28,64613
2016-02-29,63482
2016-03-01,61712
2016-03-02,61561
2016-03-03,61739
2016-03-04,61574
2016-03-05,61791
2016-03-06,61517
2016-03-07,60425
2016-03-08,57471
2016-03-09,55654
2016-03-10,54116
2016-03-11,54041
2016-03-12,54267
2016-03-13,54699
2016-03-14,55988
2016-03-15,55979
2016-03-16,55166
2016-03-17,56679
2016-03-18,57156
2016-03-19,58509
2016-03-20,59765
2016-03-21,62106
2016-03-22,64040
2016-03-23,65051
2016-03-24,66605
2016-03-25,66821
2016-03-26,66738
2016-03-27,65471
2016-03-28,64027
2016-03-29,63494
2016-03-30,63494
2016-03-31,61252
2016-04-01,58939
2016-04-02,57701
2016-04-03,55985
2016-04-04,55095
2016-04-05,54620
2016-04-06,54412
2016-04-07,54470
2016-04-08,54743
2016-04-09,54523
2016-04-10,54616
2016-04-11,54875
2016-04-12,54668
2016-04-13,54835
2016-04-14,55152
2016-04-15,54609
2016-04-16,54652
2016-04-17,54581
2016-04-18,54984
2016-04-19,54838
2016-04-20,56086
2016-04-21,56381
2016-04-22,55804
2016-04-23,55932
2016-04-24,56935
2016-04-25,55877
2016-04-26,55539
2016-04-27,56210
2016-04-28,57464
2016-04-29,60117
2016-04-30,61976
2016-05-01,62916
2016-05-02,63631
2016-05-03,66365
2016-05-04,69008
2016-05-05,71351
2016-05-06,71270
2016-05-07,72844
2016-05-08,74756
2016-05-09,75549
2016-05-10,77853
2016-05-11,79272
2016-05-12,80704
2016-05-13,82628
2016-05-14,84888
2016-05-15,85750
2016-05-16,85068
2016-05-17,82073
2016-05-18,78673
2016-05-19,77277
2016-05-22,72156
2016-05-23,70343
2016-05-24,70058
2016-05-25,71207
2016-05-26,69794
2016-05-27,71281
2016-05-28,71589
2016-05-29,73041
2016-05-30,73041
2016-05-31,71140
2016-06-01,71419
2016-06-02,72432
2016-06-03,71298
2016-06-04,73200
2016-06-05,74083
2016-06-06,74276
2016-06-07,73695
2016-06-08,73609
2016-06-09,73051
2016-06-10,72016
2016-06-11,71855
2016-06-12,71730
2016-06-13,71822
2016-06-14,71889
2016-06-15,72428
2016-06-16,73062
2016-06-17,72678
2016-06-18,73052
2016-06-19,73470
2016-06-20,72684
2016-06-21,71611
2016-06-22,72824
2016-06-23,73961
2016-06-24,74984
2016-06-25,75371
2016-06-26,76190
2016-06-27,75373
2016-06-28,75305
2016-06-29,74604
2016-06-30,74806
2016-07-01,75664
2016-07-02,76134
2016-07-03,76115
2016-07-04,77434
2016-07-05,77277
2016-07-06,77377
2016-07-07,76752
2016-07-08,75004
2016-07-09,74042
2016-07-10,72092
2016-07-11,73283
2016-07-12,74019
2016-07-13,74640
2016-07-14,75056
2016-07-15,72696
2016-07-16,73358
2016-07-17,72881
2016-07-18,72281
2016-07-23,56231
2016-07-24,54766
2016-07-25,54810
2016-07-26,55833
2016-07-27,57090
2016-07-28,58722
2016-07-29,60066
2016-07-30,61569
2016-07-31,63435
2016-08-01,65402
2016-08-02,66079
2016-08-03,66032
2016-08-04,65946
2016-08-05,67520
2016-08-06,69797
2016-08-07,70134
2016-08-08,69204
2016-08-09,67117
2016-08-10,66269
2016-08-11,64453
2016-08-12,65106
2016-08-13,64565
2016-08-14,63581
2016-08-15,63683
2016-08-16,65167
2016-08-17,66158
2016-08-18,67191
2016-08-19,65928
2016-08-20,62631
2016-08-21,59821
2016-08-22,58224
2016-08-23,57751
2016-08-24,58517
2016-08-25,59259
2016-08-26,59259
2016-08-28,60101
2016-08-31,55281
2016-09-01,56250
2016-09-02,56250
2016-09-03,58342
2016-09-04,60572
2016-09-05,62354
2016-09-06,63368
2016-09-07,63665
2016-09-08,63665
2016-09-09,63748
2016-09-10,61321
2016-09-11,61321
2016-09-12,58975
2016-09-13,56201
2016-09-14,56201
2016-09-15,54094
2016-09-16,54094
2016-09-17,53831
2016-09-18,53838
2016-09-19,52941
2016-09-20,52941
2016-09-21,54551
2016-09-22,53636
2016-09-23,53856
2016-09-24,53856
2016-09-25,53822
2016-09-26,54053
2016-09-27,53479
2016-09-28,53415
2016-09-29,53910
2016-09-30,53098
2016-10-01,52393
2016-10-02,51170
2016-10-03,50317
2016-10-04,49422
2016-10-05,47131
2016-10-06,45732
2016-10-07,45732
2016-10-08,45961
2016-10-09,48074
2016-10-10,50211
2016-10-11,52308
2016-10-12,54381
2016-10-13,55236
2016-10-14,57714
2016-10-15,59207
2016-10-16,61807
2016-10-17,64661
2016-10-18,67316
2016-10-19,69380
2016-10-20,70869
2016-10-21,71717
2016-10-22,71717
2016-10-23,73156
2016-10-24,74390
2016-10-25,77443
2016-10-26,76755
2016-10-27,74728
2016-10-28,74728
2016-10-29,72045
2016-10-30,70641
2016-10-31,67214
2016-11-01,67214
2016-11-02,65413
2016-11-03,64860
2016-11-04,62325
2016-11-05,62325
2016-11-06,59871
2016-11-07,56964
2016-11-08,54172
2016-11-09,51496
2016-11-10,50836
2016-11-11,50128
2016-11-12,48893
2016-11-13,46974
2016-11-14,46929
2016-12-08,49148
2016-12-09,50155
2016-12-10,51153
2016-12-11,52457
2016-12-12,52126
2016-12-13,52233
2016-12-14,51827
2016-12-15,51165
2016-12-16,50535
2016-12-17,49418
2016-12-18,49641
2016-12-19,50147
2016-12-20,48244
2016-12-21,47728
2016-12-22,46991
2016-12-23,47536
2016-12-24,47840
2016-12-25,48057
2016-12-26,48988
2016-12-27,49383
2016-12-28,49536
2016-12-29,49448
2016-12-30,49905
2016-12-31,49840
2017-01-01,50139
2017-01-02,50267
2017-01-03,50411
2017-01-04,51017
2017-01-05,52114
2017-01-06,52283
2017-01-07,52060
2017-01-08,51688
2017-01-09,51697
2017-01-10,51029
2017-01-11,50971
2017-01-12,50539
2017-01-13,49676
2017-01-14,49703
2017-01-15,49893
2017-01-16,49595
2017-01-17,49689
2017-01-18,50426
2017-01-19,50811
2017-01-20,51776
2017-01-21,52398
2017-01-22,51965
2017-01-27,49013
2017-01-28,49080
2017-01-29,49489
2017-01-30,49018
2017-01-31,48978
2017-02-01,48255
2017-02-02,47164
2017-02-03,47235
2017-02-04,47933
2017-02-05,49621
2017-02-06,51172
2017-02-07,51669
2017-02-08,52631
2017-02-09,52631
2017-02-10,54019
2017-02-11,54786
2017-02-12,55060
2017-02-13,54736
2017-02-14,53343
2017-02-15,53213
2017-02-16,54427
2017-02-18,56125
2017-02-19,55948
2017-02-20,56856
2017-02-21,56866
2017-02-22,58118
2017-02-23,56995
2017-02-24,57059
2017-02-25,56679
2017-02-26,56401
2017-02-27,55056
2017-02-28,55486
2017-03-01,54520
2017-03-02,54947
2017-03-03,53757
2017-03-04,52975
2017-03-05,52062
2017-03-06,52037
2017-03-07,52450
2017-03-08,52421
2017-03-09,51743
2017-03-10,50380
2017-03-11,48278
2017-03-12,46741
2017-03-13,45324
2017-03-14,45244
2017-03-15,45598
2017-03-16,44891
2017-03-17,43767
2017-03-18,43154
2017-03-19,41567
2017-03-20,39813
2017-03-21,39478
2017-03-22,38315
2017-03-23,36528
2017-03-24,35179
2017-03-25,35042
2017-03-26,35653
2017-03-27,36813
2017-03-28,38016
2017-03-29,39158
2017-03-30,39999
2017-03-31,41515
2017-04-01,43247
2017-04-02,44285
2017-04-03,45410
2017-04-04,46461
2017-04-12,47553
2017-04-13,47956
2017-04-14,47540
2017-04-15,47424
2017-04-16,48112
2017-04-17,46378
2017-04-18,46788
2017-04-19,46591
2017-04-20,46199
2017-04-21,47330
2017-04-22,48278
2017-04-23,48965
2017-04-24,48924
2017-04-25,49559
2017-04-26,49559
2017-04-27,50656
2017-04-28,52471
2017-04-29,54908
2017-04-30,56693
2017-05-01,57015
2017-05-02,56189
2017-05-03,56333
2017-05-04,57150
2017-05-05,57330
2017-05-06,55158
2017-05-07,54408
2017-05-08,53102
2017-05-09,53495
2017-05-10,54622
2017-05-11,54121
2017-05-12,53346
2017-05-13,53021
2017-05-14,51824
2017-05-15,51839
2017-05-16,51912
2017-05-17,51131
2017-05-18,49856
2017-05-19,49157
2017-05-20,49566
2017-05-21,49566
2017-05-22,48669
2017-05-23,48025
2017-05-24,46626
2017-05-25,46119
2017-05-26,45799
2017-05-27,44812
2017-05-28,44931
2017-05-29,45418
2017-05-30,45534
2017-05-31,46083
2017-06-01,46985
2017-06-02,47747
2017-06-03,46710
2017-06-06,41046
2017-06-07,39285
2017-06-08,37320
2017-06-09,35485
2017-06-10,33710
2017-06-11,32339
2017-06-12,30975
2017-06-13,29605
2017-06-14,28140
2017-06-15,26948
2017-06-16,27260
2017-06-17,27909
2017-06-18,28548
2017-06-19,28548
2017-06-20,29064
2017-06-21,30004
2017-06-22,31087
2017-06-23,31410
2017-06-24,31434
2017-06-25,32120
2017-06-26,33052
2017-06-27,33346
2017-06-28,33620
2017-06-29,33738
2017-06-30,34699
2017-07-01,35749
2017-07-02,36946
2017-07-03,37673
2017-07-04,38758
2017-07-05,38758
2017-07-06,40128
2017-07-07,41458
2017-07-08,43427
2017-07-13,49400
2017-07-14,47480
2017-07-15,45444
2017-07-16,44052
2017-07-17,43181
2017-07-18,41021
2017-07-19,39293
2017-07-20,37549
2017-07-21,36553
2017-07-22,36948
2017-07-23,37089
2017-07-24,37553
2017-07-25,37370
2017-07-26,38234
2017-07-27,38868
2017-07-28,39350
2017-07-29,39350
2017-07-30,38799
2017-07-31,38799
2017-08-01,38818
2017-08-02,38720
2017-08-03,38866
2017-08-04,39921
2017-08-05,40313
2017-08-06,40504
2017-08-09,40111
2017-08-10,40406
2017-08-11,41102
2017-08-12,41621
2017-08-13,41523
2017-08-14,41006
2017-08-15,41154
2017-08-17,42365
2017-08-18,43064
2017-08-19,44342
2017-08-20,45964
2017-08-21,46985
2017-08-22,46884
2017-08-23,46996
2017-08-24,45752
2017-08-25,44169
2017-08-26,43462
2017-08-27,44409
2017-08-28,46095
2017-08-29,47518
2017-08-30,48635
2017-08-31,50030
2017-09-01,50030
2017-09-02,51555
2017-09-03,51555
2017-09-04,53233
2017-09-05,53225
2017-09-06,52639
2017-09-07,50828
2017-09-08,48692
2017-09-09,47087
2017-09-10,46829
2017-09-11,48241
2017-09-12,49770
2017-09-13,51263
2017-09-14,50927
2017-09-15,50927
2017-09-16,50186
2017-09-17,49074
2017-09-19,50793
2017-09-20,51896
2017-09-21,52778
2017-09-22,55212
2017-09-23,57062
2017-09-24,57849
2017-09-25,58715
2017-09-26,60630
2017-09-27,62662
2017-09-28,63678
2017-09-29,63199
2017-09-30,61936
2017-10-01,59390
2017-10-02,57446
2017-10-03,54757
2017-10-04,54757
2017-10-05,53005
2017-10-06,53491
2017-10-07,51871
2017-10-08,49819
2017-10-09,48254
2017-10-10,47449
2017-10-11,47449
2017-10-12,46349
2017-10-13,44710
2017-10-14,43370
2017-10-15,43245
2017-10-16,43626
2017-10-17,43626
2017-10-18,44434
2017-10-19,45226
2017-10-20,46019
2017-10-21,46244
2017-10-22,46457
2017-10-23,46807
2017-10-24,47031
2017-10-25,47063
2017-10-26,47437
2017-10-27,47824
2017-10-28,47824
2017-10-29,47813
2017-10-30,48753
2017-10-31,49344
2017-11-01,49344
2017-11-02,49583
2017-11-03,49009
2017-11-04,47662
2017-11-05,46403
2017-11-06,44847
2017-11-07,43066
2017-11-08,41529
2017-11-09,39487
2017-11-10,38838
2017-11-11,39121
2017-11-12,38741
2017-11-13,38069
2017-11-14,38505
2017-11-15,36981
2017-11-16,35743
2017-11-17,35677
2017-11-18,35785
2017-11-19,35815
2017-11-20,35473
2017-11-21,35891
2017-11-22,36150
2017-11-23,36553
2017-11-24,37796
2017-11-25,38497
2017-11-26,38587
2017-11-27,38587
2017-11-28,38854
2017-11-29,39089
2017-11-30,38118
2017-12-01,38082
2017-12-02,38582
2017-12-03,38931
2017-12-04,38643
2017-12-05,40184
2017-12-06,41185
2017-12-07,41542
2017-12-08,41542
2017-12-09,42620
2017-12-10,42629
2017-12-11,42616
2017-12-12,42663
2017-12-13,42304
2017-12-14,42456
2017-12-15,41685
2017-12-16,41082
2017-12-17,40410
2017-12-18,39075
2017-12-19,39075
2017-12-20,37819
2017-12-21,37463
2017-12-22,35903
2017-12-23,35305
2017-12-24,35067
2017-12-25,34744
2017-12-26,33852
2017-12-27,33971
2017-12-28,35384
2017-12-29,36532
2017-12-30,37047
2017-12-31,37910
2018-01-01,36939
2018-01-02,36560
2018-01-03,35455
2018-01-04,34124
2018-01-05,32969
2018-01-06,33780
2018-01-07,33509
2018-01-08,32832
2018-01-09,32304
2018-01-10,31879
2018-01-11,30945
2018-01-12,30562
2018-01-13,30580
2018-01-14,30476
2018-01-15,31252
2018-01-16,31888
2018-01-17,32519
2018-01-18,32949
2018-01-19,32949
2018-01-20,32967
2018-01-21,33528
2018-01-22,34174
2018-01-23,34022
2018-01-24,33514
2018-01-25,33133
2018-01-26,32017
2018-01-27,30678
2018-01-28,29596
2018-01-29,28523
2018-01-30,27901
2018-02-01,25877
2018-02-02,25472
2018-02-03,24882
2018-02-04,24774
2018-02-05,24604
2018-02-06,25099
2018-02-07,25607
2018-02-08,25249
2018-02-09,25146
2018-02-10,25238
2018-02-11,25327
2018-02-12,24908
2018-02-13,23965
2018-02-14,23536
2018-02-15,23238
2018-02-16,22815
2018-02-17,22483
2018-02-18,22404
2018-02-19,22615
2018-02-20,23329
2018-02-21,24087
2018-02-22,24230
2018-02-23,24185
2018-02-24,24416
2018-02-25,24544
2018-02-26,24841
2018-02-27,24492
2018-02-28,23267
2018-03-01,22166
2018-03-02,21302
2018-03-03,20537
2018-03-04,20537
2018-03-05,19727
2018-03-06,19620
2018-03-07,19387
2018-03-08,19409
2018-03-09,19531
2018-03-10,19772
2018-03-11,19726
2018-03-12,19908
2018-03-13,20392
2018-03-14,21141
2018-03-15,21349
2018-03-16,21205
2018-03-17,21731
2018-03-18,22296
2018-03-19,23080
2018-03-20,23853
2018-03-21,23525
2018-03-23,24498
2018-03-24,24973
2018-03-26,24971
2018-03-27,24769
2018-03-28,24582
2018-03-29,24798
2018-03-30,25123
2018-03-31,26034
2018-04-01,25996
2018-04-02,26639
2018-04-03,27445
2018-04-04,28580
2018-04-05,28580
2018-04-06,28924
2018-04-08,28818
2018-04-09,28051
2018-04-10,27296
2018-04-11,27856
2018-04-12,28276
2018-04-13,28630
2018-04-14,29038
2018-04-15,29267
2018-04-16,29267
2018-04-17,29444
2018-04-18,29444
2018-04-19,29696
2018-04-20,30065
2018-04-21,30560
2018-04-22,31055
2018-04-23,30791
2018-04-24,30062
2018-04-25,30371
2018-04-26,30531
2018-04-27,31265
2018-04-28,31776
2018-04-29,32120
2018-04-30,32058
2018-05-01,32473
2018-05-02,33274
2018-05-03,33805
2018-05-04,34361
2018-05-05,34827
2018-05-06,34827
2018-05-07,34970
2018-05-08,35817
2018-05-09,36938
2018-05-10,36548
2018-05-11,36734
2018-05-12,37203
2018-05-13,35969
2018-05-14,35643
2018-05-15,34986
2018-05-16,34792
2018-05-17,35066
2018-05-18,33842
2018-05-19,33912
2018-05-20,34265
2018-05-21,34279
2018-05-22,34854
2018-05-23,35284
2018-05-24,35787
2018-05-25,36257
2018-05-26,35696
2018-05-27,34936
2018-05-28,35405
2018-05-29,35115
2018-05-30,35194
2018-05-31,36461
2018-06-01,37808
2018-06-02,38314
2018-06-03,38470
2018-06-04,38063
2018-06-05,37872
2018-06-06,37481
2018-06-07,37977
2018-06-08,37485
2018-06-09,37814
2018-06-10,37639
2018-06-11,36850
2018-06-12,35628
2018-06-13,35441
2018-06-14,35279
2018-06-15,34880
2018-06-16,34830
2018-06-17,34577
2018-06-18,34858
2018-06-19,34477
2018-06-20,34477
2018-06-21,33854
2018-06-22,33956
2018-06-23,33956
2018-06-24,33571
2018-06-25,33032
2018-06-26,31614
2018-06-27,30569
2018-06-28,29762
2018-06-29,29069
2018-06-30,29150
2018-07-01,29094
2018-07-02,28324
2018-07-03,27405
2018-07-04,26492
2018-07-05,26500
2018-07-06,26918
2018-07-07,26454
2018-07-08,26055
2018-07-09,25248
2018-07-10,25091
2018-07-11,25049
2018-07-12,25109
2018-07-13,24880
2018-07-14,25358
2018-07-15,25453
2018-07-16,26380
2018-07-17,27255
2018-07-18,26856
2018-07-19,27116
2018-07-20,27584
2018-07-21,28158
2018-07-22,28190
2018-07-23,28098
2018-07-24,28210
2018-07-25,28141
2018-07-26,28981
2018-07-27,30131
2018-07-28,31569
2018-07-29,31693
2018-07-30,32699
2018-07-31,34178
2018-08-01,34989
2018-08-02,35737
2018-08-03,36285
2018-08-04,36725
2018-08-05,36571
2018-08-06,36602
2018-08-07,37543
2018-08-08,37983
2018-08-09,37444
2018-08-10,37142
2018-08-11,36994
2018-08-12,38250
2018-08-14,38444
2018-08-16,38269
2018-08-17,38940
2018-08-18,38849
2018-08-19,38489
2018-08-20,38895
2018-08-21,37809
2018-08-22,37174
2018-08-23,36141
2018-08-24,35311
2018-08-25,34631
2018-08-26,34862
2018-08-27,34164
2018-08-28,33632
2018-08-29,33437
2018-08-30,33000
2018-08-31,34159
2018-09-01,34919
2018-09-02,35206
2018-09-03,34108
2018-09-04,33300
2018-09-05,32658
2018-09-06,32658
2018-09-07,32267
2018-09-08,31889
2018-09-09,31391
2018-09-10,30857
2018-09-11,30790
2018-09-12,30845
2018-09-13,30882
2018-09-14,30905
2018-09-15,31423
2018-09-16,31590
2018-09-17,31353
2018-09-18,31143
2018-09-19,31147
2018-09-20,31535
2018-09-21,31808
2018-09-22,31792
2018-09-23,32344
2018-09-24,32303
2018-09-25,32197
2018-09-26,32036
2018-09-27,32343
2018-09-28,32052
2018-09-29,31988
2018-09-30,32812
2018-10-02,33587
2018-10-03,34370
2018-10-04,34697
2018-10-05,35098
2018-10-06,35358
2018-10-07,35738
2018-10-08,35593
2018-10-09,35821
2018-10-10,35862
2018-10-11,35817
2018-10-12,35509
2018-10-13,35695
2018-10-14,35456
2018-10-15,35301
2018-10-16,34627
2018-10-17,34207
2018-10-18,33187
2018-10-19,32639
2018-10-20,31969
2018-10-21,31978
2018-10-22,31645
2018-10-23,31229
2018-10-24,31350
2018-10-25,31744
2018-10-26,32773
2018-10-27,32314
2018-10-28,32424
2018-10-29,32849
2018-10-30,31220
2018-10-31,31674
2018-11-01,31882
2018-11-03,31012
2018-11-04,30259
2018-11-05,29672
2018-11-06,29296
2018-11-07,28346
2018-11-08,28238
2018-11-09,28086
2018-11-10,27418
2018-11-11,26140
2018-11-12,25648
2018-11-13,25795
2018-11-14,25395
2018-11-15,24192
2018-11-16,23482
2018-11-17,23620
2018-11-18,24077
2018-11-19,24546
2018-11-20,24424
2018-11-21,24738
2018-11-22,24680
2018-11-23,24588
2018-11-24,24834
2018-11-25,25020
2018-11-26,25205
2018-11-27,25470
2018-11-28,25509
2018-11-29,26030
2018-12-01,26547
2018-12-02,26439
2018-12-03,26902
2018-12-04,26851
2018-12-05,26548
2018-12-07,26815
2018-12-09,25853
2018-12-10,26250
2018-12-11,26704
2018-12-12,26560
2018-12-13,26523
2018-12-14,26991
2018-12-15,27259
2018-12-16,27058
2018-12-17,27098
2018-12-18,27294
2018-12-19,27270
2018-12-20,27317
2018-12-21,27181
2018-12-22,26664
2018-12-23,26262
2018-12-24,26029
2018-12-25,25860
2018-12-26,25577
2018-12-27,25719
2018-12-28,26314
2018-12-29,26717
2018-12-30,27728
2018-12-31,27766
2019-01-01,27829
2019-01-02,27486
2019-01-03,28320
2019-01-04,28619
2019-01-05,28831
2019-01-06,29078
2019-01-08,28637
2019-01-10,27298
2019-01-11,27253
2019-01-12,27575
2019-01-13,27579
2019-01-14,27710
2019-01-15,27808
2019-01-16,27783
2019-01-17,28095
2019-01-18,28203
2019-01-19,28058
2019-01-20,28445
2019-01-21,29093
2019-01-22,28999
2019-01-23,28817
2019-01-24,28713
2019-01-25,29135
2019-01-26,29450
2019-01-27,29021
2019-01-28,28169
2019-01-29,27654
2019-01-30,26892
2019-01-31,25593
2019-02-01,24395
2019-02-02,23382
2019-02-03,22710
2019-02-04,22445
2019-02-05,22374
2019-02-06,22659
2019-02-07,22551
2019-02-08,22373
2019-02-09,22715
2019-02-10,22154
2019-02-11,21175
2019-02-12,20575
2019-02-13,20516
2019-02-14,20174
2019-02-15,20132
2019-02-16,19857
2019-02-17,19659
2019-02-18,19710
2019-02-19,19772
2019-02-20,20136
2019-02-21,20875
2019-02-22,21365
2019-02-23,21572
2019-02-24,21092
2019-02-25,20720
2019-02-26,20950
2019-02-27,21154
2019-02-28,21202
2019-03-01,21675
2019-03-02,21630
2019-03-03,21730
2019-03-04,22062
2019-03-05,22405
2019-03-06,22204
2019-03-07,21808
2019-03-08,21951
2019-03-09,21781
2019-03-10,21576
2019-03-11,21631
2019-03-12,21647
2019-03-13,21505
2019-03-14,21610
2019-03-15,21705
2019-03-16,21914
2019-03-17,21937
2019-03-18,21971
2019-03-19,21914
2019-03-20,21994
2019-03-21,22212
2019-03-22,21736
2019-03-23,21575
2019-03-24,21208
2019-03-25,21352
2019-03-26,21178
2019-03-27,21003
2019-03-28,20286
2019-03-29,19970
2019-03-30,20033
2019-03-31,19953
2019-04-01,19715
2019-04-02,19416
2019-04-03,19170
