date_obj,Amulet%20of%20glory%20(t) price
2015-07-22,51400
2015-07-23,50324
2015-07-24,50324
2015-07-25,50324
2015-07-26,49494
2015-07-27,49494
2015-07-28,49494
2015-07-29,48651
2015-07-30,48651
2015-07-31,48651
2015-08-01,48771
2015-08-02,48771
2015-08-03,48771
2015-08-04,49469
2015-08-05,49469
2015-08-06,49469
2015-08-07,50166
2015-08-08,50166
2015-08-09,50166
2015-08-10,50882
2015-08-11,50882
2015-08-12,50882
2015-08-13,50882
2015-08-14,52118
2015-08-15,52118
2015-08-16,52118
2015-08-17,52957
2015-08-18,52957
2015-08-19,52957
2015-08-20,53026
2015-08-21,53026
2015-08-22,54209
2015-08-23,54209
2015-08-24,54209
2015-08-25,54209
2015-08-26,54649
2015-08-27,54649
2015-08-28,54649
2015-08-29,54635
2015-08-30,54635
2015-08-31,54635
2015-09-01,54436
2015-09-02,54436
2015-09-03,54436
2015-09-04,53225
2015-09-05,53225
2015-09-06,53225
2015-09-07,51780
2015-09-08,51780
2015-09-09,51780
2015-09-10,49948
2015-09-11,49948
2015-09-12,49948
2015-09-13,48142
2015-09-14,48142
2015-09-15,48142
2015-09-16,48930
2015-09-17,48930
2015-09-18,48930
2015-09-19,48930
2015-09-20,49461
2015-09-21,49461
2015-09-22,49461
2015-09-23,50203
2015-09-24,50203
2015-09-25,50203
2015-09-27,50315
2015-09-28,50315
2015-09-29,50315
2015-09-30,50122
2015-10-05,49964
2015-10-06,49964
2015-10-07,49964
2015-10-08,50881
2015-10-09,50881
2015-10-10,50881
2015-10-11,51532
2015-10-12,51532
2015-10-13,51532
2015-10-14,51532
2015-10-15,51875
2015-10-16,51875
2015-10-17,51875
2015-10-18,51875
2015-10-19,53461
2015-10-20,53461
2015-10-22,53461
2015-10-23,53519
2015-10-24,53519
2015-10-25,53519
2015-10-26,55011
2015-10-27,55011
2015-10-28,55011
2015-10-29,55011
2015-10-30,57062
2015-10-31,57062
2015-11-01,57062
2015-11-02,57062
2015-11-03,59084
2015-11-04,59084
2015-11-05,59084
2015-11-06,59084
2015-11-07,61126
2015-11-08,61126
2015-11-09,61126
2015-11-10,61126
2015-11-11,61126
2015-11-12,60611
2015-11-13,60611
2015-11-14,60611
2015-11-15,60611
2015-11-16,60611
2015-11-17,59940
2015-11-18,59940
2015-11-19,59940
2015-11-20,59003
2015-11-21,59003
2015-11-22,59003
2015-11-23,59003
2015-11-24,59636
2015-11-25,59636
2015-11-26,59636
2015-11-27,59636
2015-11-28,61435
2015-11-29,61435
2015-11-30,61435
2015-12-01,61435
2015-12-02,61435
2015-12-03,62690
2015-12-04,62690
2015-12-05,62690
2015-12-06,62690
2015-12-07,63160
2015-12-08,63160
2015-12-09,63160
2015-12-10,63160
2015-12-11,65064
2015-12-12,65064
2015-12-13,65064
2015-12-14,65064
2015-12-15,67065
2015-12-16,67065
2015-12-17,67065
2015-12-18,67065
2015-12-19,69833
2015-12-20,69833
2015-12-21,69833
2015-12-22,69833
2015-12-23,69356
2015-12-24,69356
2015-12-25,69356
2015-12-26,69356
2015-12-27,71727
2015-12-28,71727
2015-12-29,71727
2015-12-30,72011
2015-12-31,72011
2016-01-01,72011
2016-01-02,72011
2016-01-03,73478
2016-01-04,73478
2016-01-05,73478
2016-01-06,73478
2016-01-07,75422
2016-01-08,75422
2016-01-09,75422
2016-01-10,76020
2016-01-11,76020
2016-01-12,76020
2016-01-13,76020
2016-01-14,76832
2016-01-15,76832
2016-01-16,76832
2016-01-17,76832
2016-01-18,77513
2016-01-19,77513
2016-01-20,77513
2016-01-21,77513
2016-01-22,77997
2016-01-23,77997
2016-01-24,77997
2016-01-25,77997
2016-01-26,78493
2016-01-27,78493
2016-01-28,78493
2016-01-29,78493
2016-01-30,79545
2016-01-31,79545
2016-02-01,79545
2016-02-02,78589
2016-02-03,78589
2016-02-04,78589
2016-02-05,78589
2016-02-06,76201
2016-02-07,76201
2016-02-08,76201
2016-02-09,76201
2016-02-10,73777
2016-02-11,73777
2016-02-12,73777
2016-02-13,71921
2016-02-14,71921
2016-02-15,71921
2016-02-16,71921
2016-02-17,70391
2016-02-18,70391
2016-02-19,70391
2016-02-20,70391
2016-02-21,68274
2016-02-22,68274
2016-02-23,68274
2016-02-24,68274
2016-02-25,67031
2016-02-26,67031
2016-02-27,67031
2016-02-28,68441
2016-02-29,68441
2016-03-01,68441
2016-03-02,69899
2016-03-03,69899
2016-03-04,69899
2016-03-05,69899
2016-03-06,69443
2016-03-07,69443
2016-03-08,69443
2016-03-09,69443
2016-03-10,68143
2016-03-11,68143
2016-03-12,68143
2016-03-13,68143
2016-03-14,67903
2016-03-15,67903
2016-03-16,67903
2016-03-17,68395
2016-03-18,68395
2016-03-19,68395
2016-03-20,66115
2016-03-21,66115
2016-03-22,66115
2016-03-23,63555
2016-03-24,63555
2016-03-25,63555
2016-03-26,63810
2016-03-27,63810
2016-03-28,63810
2016-03-29,63389
2016-03-30,63389
2016-03-31,63389
2016-04-01,63389
2016-04-02,63583
2016-04-03,63583
2016-04-04,63583
2016-04-05,64039
2016-04-06,64039
2016-04-07,64039
2016-04-08,63618
2016-04-09,63618
2016-04-10,63618
2016-04-11,65112
2016-04-12,65112
2016-04-13,65112
2016-04-14,65415
2016-04-15,65415
2016-04-16,65415
2016-04-17,64392
2016-04-18,64392
2016-04-19,64392
2016-04-20,64191
2016-04-21,64191
2016-04-22,64191
2016-04-23,64191
2016-04-24,62356
2016-04-25,62356
2016-04-26,62356
2016-04-27,62350
2016-04-28,62350
2016-04-29,62350
2016-04-30,62339
2016-05-01,62339
2016-05-02,62339
2016-05-03,60144
2016-05-04,60144
2016-05-05,60144
2016-05-06,60144
2016-05-07,58207
2016-05-08,58207
2016-05-09,58207
2016-05-10,55852
2016-05-11,55852
2016-05-12,55852
2016-05-13,56029
2016-05-14,56029
2016-05-15,56029
2016-05-16,55808
2016-05-17,55808
2016-05-18,55808
2016-05-19,54408
2016-05-22,52648
2016-05-23,52648
2016-05-24,50637
2016-05-25,50637
2016-05-26,50637
2016-05-27,48753
2016-05-28,48753
2016-05-29,49627
2016-05-30,49627
2016-05-31,49627
2016-06-01,50673
2016-06-02,50673
2016-06-03,50673
2016-06-04,51733
2016-06-05,51733
2016-06-06,51733
2016-06-07,52578
2016-06-08,52578
2016-06-09,52578
2016-06-10,52607
2016-06-11,52607
2016-06-12,52607
2016-06-13,52892
2016-06-14,52892
2016-06-15,52892
2016-06-16,53015
2016-06-17,53015
2016-06-18,53151
2016-06-19,53151
2016-06-20,53406
2016-06-21,53406
2016-06-22,53406
2016-06-23,52818
2016-06-24,52818
2016-06-25,52818
2016-06-26,52503
2016-06-27,52503
2016-06-28,52503
2016-06-29,51294
2016-06-30,51294
2016-07-01,50353
2016-07-02,50353
2016-07-03,50353
2016-07-04,50377
2016-07-05,50377
2016-07-06,50377
2016-07-07,50463
2016-07-08,50463
2016-07-09,50132
2016-07-10,50132
2016-07-11,50784
2016-07-12,50784
2016-07-13,50784
2016-07-14,51952
2016-07-15,51952
2016-07-16,51952
2016-07-17,52283
2016-07-18,52283
2016-07-23,52177
2016-07-24,52177
2016-07-25,52177
2016-07-26,53056
2016-07-27,53056
2016-07-28,53056
2016-07-29,51869
2016-07-30,51869
2016-07-31,51869
2016-08-01,50686
2016-08-02,50686
2016-08-03,50686
2016-08-04,50425
2016-08-05,50425
2016-08-06,50425
2016-08-07,51377
2016-08-08,51377
2016-08-09,51377
2016-08-10,50060
2016-08-11,50060
2016-08-12,50060
2016-08-13,50060
2016-08-14,50534
2016-08-15,50534
2016-08-16,50534
2016-08-17,50213
2016-08-18,50213
2016-08-19,50213
2016-08-20,48959
2016-08-21,48959
2016-08-22,48959
2016-08-23,49352
2016-08-24,49352
2016-08-25,49352
2016-08-26,49352
2016-08-28,49833
2016-08-31,49935
2016-09-01,49935
2016-09-02,49935
2016-09-03,50305
2016-09-04,50305
2016-09-05,50305
2016-09-06,48735
2016-09-07,48735
2016-09-08,48735
2016-09-09,48735
2016-09-10,48553
2016-09-11,48553
2016-09-12,48553
2016-09-13,48261
2016-09-14,48261
2016-09-15,48261
2016-09-16,48261
2016-09-17,48128
2016-09-18,48128
2016-09-19,48128
2016-09-20,48128
2016-09-21,47189
2016-09-22,47189
2016-09-23,47189
2016-09-24,47236
2016-09-25,47236
2016-09-26,47236
2016-09-27,46854
2016-09-28,46854
2016-09-29,46854
2016-09-30,47100
2016-10-01,47100
2016-10-02,47100
2016-10-03,47100
2016-10-04,48190
2016-10-05,48190
2016-10-06,48190
2016-10-07,48190
2016-10-08,47915
2016-10-09,47915
2016-10-10,47915
2016-10-11,47915
2016-10-12,46493
2016-10-13,46493
2016-10-14,46493
2016-10-15,44661
2016-10-16,44661
2016-10-17,44661
2016-10-18,42603
2016-10-19,42603
2016-10-20,42603
2016-10-21,41022
2016-10-22,41022
2016-10-23,41022
2016-10-24,40336
2016-10-25,40336
2016-10-26,40336
2016-10-27,39985
2016-10-28,39985
2016-10-29,39985
2016-10-30,39743
2016-10-31,39743
2016-11-01,39743
2016-11-02,40195
2016-11-03,40195
2016-11-04,40195
2016-11-05,40195
2016-11-06,40615
2016-11-07,40615
2016-11-08,40615
2016-11-09,40562
2016-11-10,40562
2016-11-11,40562
2016-11-12,40263
2016-11-13,40263
2016-11-14,40263
2016-11-15,41134
2016-12-07,38119
2016-12-08,38119
2016-12-09,38119
2016-12-10,37746
2016-12-11,37746
2016-12-12,37746
2016-12-13,36895
2016-12-14,36895
2016-12-15,36895
2016-12-16,36600
2016-12-17,36600
2016-12-18,36600
2016-12-19,36001
2016-12-20,36001
2016-12-21,36001
2016-12-22,35331
2016-12-23,35331
2016-12-24,35331
2016-12-25,35368
2016-12-26,35368
2016-12-27,35368
2016-12-28,36910
2016-12-29,36910
2016-12-30,36910
2016-12-31,37714
2017-01-01,37714
2017-01-02,37900
2017-01-03,37900
2017-01-04,37900
2017-01-05,39174
2017-01-06,39174
2017-01-07,39229
2017-01-08,39229
2017-01-09,39972
2017-01-10,39972
2017-01-11,40596
2017-01-12,40596
2017-01-13,40596
2017-01-14,39833
2017-01-15,39833
2017-01-16,40678
2017-01-17,40678
2017-01-18,41544
2017-01-19,41544
2017-01-20,41544
2017-01-21,41630
2017-01-22,41630
2017-01-23,41630
2017-01-27,40540
2017-01-28,40540
2017-01-29,40366
2017-01-30,40366
2017-01-31,40366
2017-02-01,40070
2017-02-02,40070
2017-02-03,40070
2017-02-04,41136
2017-02-05,41136
2017-02-06,41136
2017-02-07,41340
2017-02-08,41340
2017-02-09,41340
2017-02-10,41708
2017-02-11,41708
2017-02-12,41708
2017-02-13,40089
2017-02-14,40089
2017-02-15,40089
2017-02-16,39675
2017-02-17,39675
2017-02-18,39675
2017-02-19,40077
2017-02-20,40077
2017-02-21,40077
2017-02-22,39632
2017-02-23,39632
2017-02-24,39632
2017-02-25,39304
2017-02-26,39304
2017-02-27,39304
2017-02-28,39401
2017-03-01,39401
2017-03-02,39401
2017-03-03,38654
2017-03-04,38654
2017-03-05,38654
2017-03-06,37379
2017-03-07,37379
2017-03-08,37379
2017-03-09,36166
2017-03-10,36166
2017-03-11,35226
2017-03-12,35226
2017-03-13,33665
2017-03-14,33665
2017-03-15,32516
2017-03-16,32516
2017-03-17,32516
2017-03-18,32102
2017-03-19,32102
2017-03-20,31634
2017-03-21,31634
2017-03-22,31634
2017-03-23,32091
2017-03-24,32091
2017-03-25,32091
2017-03-26,32994
2017-03-27,32994
2017-03-28,32994
2017-03-29,33711
2017-03-30,33711
2017-03-31,34515
2017-04-01,34515
2017-04-02,34515
2017-04-03,35127
2017-04-04,35127
2017-04-05,35127
2017-04-12,36592
2017-04-13,36592
2017-04-14,37073
2017-04-15,37073
2017-04-16,37264
2017-04-17,37264
2017-04-18,37632
2017-04-19,37632
2017-04-20,37632
2017-04-21,37647
2017-04-22,37647
2017-04-23,37647
2017-04-24,37416
2017-04-25,37416
2017-04-26,38231
2017-04-27,38231
2017-04-28,37303
2017-04-29,37303
2017-04-30,37775
2017-05-01,37775
2017-05-02,37775
2017-05-03,38090
2017-05-04,38090
2017-05-05,38660
2017-05-06,38660
2017-05-07,38660
2017-05-08,37255
2017-05-09,37255
2017-05-10,37821
2017-05-11,37821
2017-05-12,37821
2017-05-13,37702
2017-05-14,37702
2017-05-15,37702
2017-05-16,38450
2017-05-17,38450
2017-05-18,38450
2017-05-19,38611
2017-05-20,38611
2017-05-21,37984
2017-05-22,37984
2017-05-23,37984
2017-05-24,38332
2017-05-25,38332
2017-05-26,38332
2017-05-27,38462
2017-05-28,38462
2017-05-29,38462
2017-05-30,38430
2017-05-31,38430
2017-06-01,38430
2017-06-02,38392
2017-06-03,38392
2017-06-04,38392
2017-06-05,37205
2017-06-06,37205
2017-06-07,36005
2017-06-08,36005
2017-06-09,36005
2017-06-10,35340
2017-06-11,35340
2017-06-12,34779
2017-06-13,34779
2017-06-14,34836
2017-06-15,34836
2017-06-16,34836
2017-06-17,35075
2017-06-18,35075
2017-06-19,35075
2017-06-20,35377
2017-06-21,35377
2017-06-22,35377
2017-06-23,35377
2017-06-24,36799
2017-06-25,36799
2017-06-26,36799
2017-06-27,38166
2017-06-28,38166
2017-06-29,38166
2017-06-30,38003
2017-07-01,38003
2017-07-02,38003
2017-07-03,38701
2017-07-04,38701
2017-07-05,38701
2017-07-06,39663
2017-07-07,39663
2017-07-08,39663
2017-07-09,40385
2017-07-13,41179
2017-07-14,41179
2017-07-15,41179
2017-07-16,41407
2017-07-17,41407
2017-07-18,41407
2017-07-19,41775
2017-07-20,41775
2017-07-21,41775
2017-07-22,42961
2017-07-23,42961
2017-07-24,42961
2017-07-25,42068
2017-07-26,42068
2017-07-27,42068
2017-07-28,42649
2017-07-29,42649
2017-07-30,43234
2017-07-31,43234
2017-08-01,43234
2017-08-02,43084
2017-08-03,43084
2017-08-04,43084
2017-08-05,43692
2017-08-06,43692
2017-08-07,43692
2017-08-08,44321
2017-08-09,44321
2017-08-10,43380
2017-08-11,43380
2017-08-12,43380
2017-08-13,42438
2017-08-14,42438
2017-08-15,42438
2017-08-16,41907
2017-08-17,41907
2017-08-18,41907
2017-08-19,41559
2017-08-20,41559
2017-08-21,41455
2017-08-22,41455
2017-08-23,40461
2017-08-24,40461
2017-08-25,40461
2017-08-26,39186
2017-08-27,39186
2017-08-28,39186
2017-08-29,39490
2017-08-30,39490
2017-08-31,39490
2017-09-01,39295
2017-09-02,39295
2017-09-03,39295
2017-09-04,38476
2017-09-05,38476
2017-09-06,38476
2017-09-07,37931
2017-09-08,37931
2017-09-09,37931
2017-09-10,37823
2017-09-11,37823
2017-09-12,37823
2017-09-13,37711
2017-09-14,37711
2017-09-15,37711
2017-09-16,38385
2017-09-17,38385
2017-09-18,38385
2017-09-19,39008
2017-09-20,39008
2017-09-21,39008
2017-09-22,39118
2017-09-23,39118
2017-09-24,39118
2017-09-25,39280
2017-09-26,39280
2017-09-27,39280
2017-09-28,40115
2017-09-29,40115
2017-09-30,40115
2017-10-01,40968
2017-10-02,40968
2017-10-03,40968
2017-10-04,40968
2017-10-05,41637
2017-10-06,41637
2017-10-07,41637
2017-10-08,41824
2017-10-09,41824
2017-10-10,41824
2017-10-11,41124
2017-10-12,41124
2017-10-13,41124
2017-10-14,41631
2017-10-15,41631
2017-10-16,41631
2017-10-17,41631
2017-10-18,41070
2017-10-19,41070
2017-10-20,41070
2017-10-21,39407
2017-10-22,39407
2017-10-23,39407
2017-10-24,39303
2017-10-25,39303
2017-10-26,39463
2017-10-27,39463
2017-10-28,39463
2017-10-29,40239
2017-10-30,40239
2017-10-31,40239
2017-11-01,40281
2017-11-02,40281
2017-11-03,40281
2017-11-04,40904
2017-11-05,40904
2017-11-06,40904
2017-11-07,40904
2017-11-08,41291
2017-11-09,41291
2017-11-10,41291
2017-11-11,41182
2017-11-12,41182
2017-11-13,41182
2017-11-14,41182
2017-11-15,41849
2017-11-16,41849
2017-11-17,41849
2017-11-18,41849
2017-11-19,42380
2017-11-20,42380
2017-11-21,42380
2017-11-22,42595
2017-11-23,42595
2017-11-24,42595
2017-11-25,42748
2017-11-26,42748
2017-11-27,42748
2017-11-28,42748
2017-11-29,42861
2017-11-30,42861
2017-12-01,42861
2017-12-02,42861
2017-12-03,43060
2017-12-04,43060
2017-12-05,43060
2017-12-06,43661
2017-12-07,43661
2017-12-08,43661
2017-12-09,43121
2017-12-10,43121
2017-12-11,43121
2017-12-12,41611
2017-12-13,41611
2017-12-14,41611
2017-12-15,41611
2017-12-16,40756
2017-12-17,40756
2017-12-18,40756
2017-12-19,40272
2017-12-20,40272
2017-12-21,40272
2017-12-22,40477
2017-12-23,40477
2017-12-24,40477
2017-12-25,40477
2017-12-26,40877
2017-12-27,40877
2017-12-28,40877
2017-12-29,40495
2017-12-30,40495
2017-12-31,40495
2018-01-01,40452
2018-01-02,40452
2018-01-03,40452
2018-01-04,41606
2018-01-05,41606
2018-01-06,41585
2018-01-07,41585
2018-01-08,41585
2018-01-09,42224
2018-01-10,42224
2018-01-11,42224
2018-01-12,42879
2018-01-13,42879
2018-01-14,42879
2018-01-15,42360
2018-01-16,42360
2018-01-17,41819
2018-01-18,41819
2018-01-19,41819
2018-01-20,40013
2018-01-21,40013
2018-01-22,40013
2018-01-23,38112
2018-01-24,36260
2018-01-25,36260
2018-01-26,35219
2018-01-27,36132
2018-01-28,37178
2018-01-29,37805
2018-01-30,37805
2018-01-31,38094
2018-02-01,38094
2018-02-02,39588
2018-02-03,40432
2018-02-04,40432
2018-02-05,40753
2018-02-06,41282
2018-02-07,41282
2018-02-08,43035
2018-02-09,44050
2018-02-10,44050
2018-02-11,42779
2018-02-12,42779
2018-02-13,41957
2018-02-14,41957
2018-02-15,41995
2018-02-16,41995
2018-02-17,41160
2018-02-18,41160
2018-02-19,40082
2018-02-20,40082
2018-02-21,40064
2018-02-22,40064
2018-02-23,39811
2018-02-24,39811
2018-02-25,39265
2018-02-26,39265
2018-02-27,38877
2018-02-28,38877
2018-03-01,39055
2018-03-02,39948
2018-03-03,40991
2018-03-04,40991
2018-03-05,41381
2018-03-06,41381
2018-03-07,40953
2018-03-08,40953
2018-03-09,41273
2018-03-10,41273
2018-03-11,41566
2018-03-12,41566
2018-03-13,43010
2018-03-14,43010
2018-03-15,44492
2018-03-16,44492
2018-03-17,45044
2018-03-18,45044
2018-03-19,45912
2018-03-20,47428
2018-03-21,47428
2018-03-22,48237
2018-03-23,48237
2018-03-24,48065
2018-03-25,48065
2018-03-26,48117
2018-03-27,47939
2018-03-28,47939
2018-03-29,46478
2018-03-30,46478
2018-03-31,44862
2018-04-01,44862
2018-04-02,44163
2018-04-03,44163
2018-04-04,43921
2018-04-05,43921
2018-04-06,43908
2018-04-07,43908
2018-04-08,44006
2018-04-09,44006
2018-04-10,45226
2018-04-11,45226
2018-04-12,45139
2018-04-13,45139
2018-04-14,45139
2018-04-15,43940
2018-04-16,43940
2018-04-17,43088
2018-04-18,43088
2018-04-19,43088
2018-04-20,42287
2018-04-21,42287
2018-04-22,41684
2018-04-23,41684
2018-04-24,41266
2018-04-25,41266
2018-04-26,41266
2018-04-27,42745
2018-04-28,42745
2018-04-29,44232
2018-04-30,44232
2018-05-01,45800
2018-05-02,45800
2018-05-03,45800
2018-05-04,46311
2018-05-05,46311
2018-05-06,45420
2018-05-07,45420
2018-05-08,44052
2018-05-09,44052
2018-05-10,44357
2018-05-11,44357
2018-05-12,44587
2018-05-13,44587
2018-05-14,45550
2018-05-15,45550
2018-05-16,46777
2018-05-17,46777
2018-05-18,48559
2018-05-19,48559
2018-05-20,49021
2018-05-21,49021
2018-05-22,50831
2018-05-23,50831
2018-05-24,51807
2018-05-25,51807
2018-05-26,50584
2018-05-27,50584
2018-05-28,49000
2018-05-29,49000
2018-05-30,46855
2018-05-31,46855
2018-06-01,44676
2018-06-02,42852
2018-06-03,42852
2018-06-04,41087
2018-06-05,41087
2018-06-06,39032
2018-06-07,39032
2018-06-08,37189
2018-06-09,37189
2018-06-10,36019
2018-06-11,36019
2018-06-12,34695
2018-06-13,34081
2018-06-14,34081
2018-06-15,35154
2018-06-16,35154
2018-06-17,36380
2018-06-18,36380
2018-06-19,37292
2018-06-20,37292
2018-06-21,37955
2018-06-22,37955
2018-06-23,37606
2018-06-24,37606
2018-06-25,36782
2018-06-26,36782
2018-06-27,36782
2018-06-28,37103
2018-06-29,37103
2018-06-30,37123
2018-07-01,37123
2018-07-02,37279
2018-07-03,37279
2018-07-04,37294
2018-07-05,37294
2018-07-06,37184
2018-07-07,37184
2018-07-08,36590
2018-07-09,36590
2018-07-10,36337
2018-07-11,36337
2018-07-12,36337
2018-07-13,36850
2018-07-14,36550
2018-07-15,36550
2018-07-16,36603
2018-07-17,37291
2018-07-18,37291
2018-07-19,38279
2018-07-20,38279
2018-07-21,38723
2018-07-22,38723
2018-07-23,39470
2018-07-24,39470
2018-07-25,40484
2018-07-26,41268
2018-07-27,41612
2018-07-28,41612
2018-07-29,43063
2018-07-30,43063
2018-07-31,44159
2018-08-01,44159
2018-08-02,43003
2018-08-03,43003
2018-08-04,43583
2018-08-05,43583
2018-08-06,44136
2018-08-07,44136
2018-08-08,43337
2018-08-09,43337
2018-08-10,44175
2018-08-11,44175
2018-08-12,43785
2018-08-14,43972
2018-08-16,44463
2018-08-17,44477
2018-08-18,44477
2018-08-19,43525
2018-08-20,44721
2018-08-21,44721
2018-08-22,43523
2018-08-23,43523
2018-08-24,42303
2018-08-25,43580
2018-08-26,43580
2018-08-27,43630
2018-08-28,44172
2018-08-29,44172
2018-08-30,44670
2018-08-31,45418
2018-09-01,45309
2018-09-02,45309
2018-09-03,44239
2018-09-04,44393
2018-09-05,45527
2018-09-06,45527
2018-09-07,45658
2018-09-08,46027
2018-09-09,46027
2018-09-10,46305
2018-09-11,46305
2018-09-12,47014
2018-09-13,47014
2018-09-14,48280
2018-09-15,50393
2018-09-16,50393
2018-09-17,52449
2018-09-18,54837
2018-09-19,54837
2018-09-20,57194
2018-09-21,57194
2018-09-22,58995
2018-09-23,58995
2018-09-24,59821
2018-09-25,59821
2018-09-26,60620
2018-09-27,60620
2018-09-28,60706
2018-09-29,60706
2018-09-30,59391
2018-10-01,59391
2018-10-02,61762
2018-10-03,63338
2018-10-04,63338
2018-10-05,63438
2018-10-06,64526
2018-10-07,64526
2018-10-08,64548
2018-10-09,64548
2018-10-10,64117
2018-10-11,64117
2018-10-12,63705
2018-10-13,62894
2018-10-14,62894
2018-10-15,62266
2018-10-16,62266
2018-10-17,61968
2018-10-18,61968
2018-10-19,60066
2018-10-20,60066
2018-10-21,58789
2018-10-22,56354
2018-10-23,56354
2018-10-24,54159
2018-10-25,53076
2018-10-26,53076
2018-10-27,52179
2018-10-28,50987
2018-10-29,50987
2018-10-30,49831
2018-10-31,51089
2018-11-01,52374
2018-11-03,52891
2018-11-04,54021
2018-11-05,55566
2018-11-06,56952
2018-11-07,58775
2018-11-08,60747
2018-11-09,61292
2018-11-10,62122
2018-11-11,62480
2018-11-12,62778
2018-11-13,63108
2018-11-14,64775
2018-11-15,65687
2018-11-16,66936
2018-11-17,67824
2018-11-18,69307
2018-11-19,71015
2018-11-20,72739
2018-11-21,74883
2018-11-22,77870
2018-11-23,80210
2018-11-24,82346
2018-11-25,83813
2018-11-26,85359
2018-11-27,85961
2018-11-28,87690
2018-11-29,89613
2018-12-01,88852
2018-12-02,87786
2018-12-03,87786
2018-12-04,87840
2018-12-05,86758
2018-12-07,86440
2018-12-09,82941
2018-12-10,80663
2018-12-11,77536
2018-12-12,74288
2018-12-13,72869
2018-12-14,70765
2018-12-15,71082
2018-12-16,70718
2018-12-17,73539
2018-12-18,73056
2018-12-19,71365
2018-12-20,70455
2018-12-21,72673
2018-12-22,74376
2018-12-23,75439
2018-12-24,76907
2018-12-25,79179
2018-12-26,79179
2018-12-27,80073
2018-12-28,80073
2018-12-29,80902
2018-12-30,81539
2018-12-31,81534
2019-01-01,79036
2019-01-02,79384
2019-01-03,79717
2019-01-04,79717
2019-01-05,79657
2019-01-06,78906
2019-01-08,81506
2019-01-10,81832
2019-01-11,81911
2019-01-12,82437
2019-01-13,80903
2019-01-14,81119
2019-01-15,80546
2019-01-16,79672
2019-01-17,80004
2019-01-18,81137
2019-01-19,79785
2019-01-20,77557
2019-01-21,77557
2019-01-22,74897
2019-01-23,73142
2019-01-24,70204
2019-01-25,67895
2019-01-26,65547
2019-01-27,63046
2019-01-28,60821
2019-01-29,58954
2019-01-30,58621
2019-01-31,58621
2019-02-01,58350
2019-02-02,59362
2019-02-03,60233
2019-02-04,60233
2019-02-05,60037
2019-02-06,60037
2019-02-07,58087
2019-02-08,57866
2019-02-09,56885
2019-02-10,56450
2019-02-11,54018
2019-02-12,52613
2019-02-13,53161
2019-02-14,53161
2019-02-15,51447
2019-02-16,48888
2019-02-17,46756
2019-02-18,45450
2019-02-19,44972
2019-02-20,44325
2019-02-21,43765
2019-02-22,44383
2019-02-23,44808
2019-02-24,44534
2019-02-25,45799
2019-02-26,45799
2019-02-27,46319
2019-02-28,46319
2019-03-01,47808
2019-03-02,47808
2019-03-03,47624
2019-03-04,48112
2019-03-05,48945
2019-03-06,49702
2019-03-07,50429
2019-03-08,50429
2019-03-09,50774
2019-03-10,50529
2019-03-11,50295
2019-03-12,50218
2019-03-13,50218
2019-03-14,49587
2019-03-15,49587
