date_obj,Bronze%20plateskirt%20(t) price
2016-03-27,1086
2016-03-28,1086
2016-03-29,1086
2016-03-30,1086
2016-03-31,1080
2016-04-01,1080
2016-04-02,1080
2016-04-03,1080
2016-04-04,1080
2016-04-05,1123
2016-04-06,1123
2016-04-07,1123
2016-04-08,1123
2016-04-09,1123
2016-04-10,1098
2016-04-11,1098
2016-04-12,1098
2016-04-13,1098
2016-04-14,1098
2016-04-15,1098
2016-04-16,1118
2016-04-17,1118
2016-04-18,1118
2016-04-19,1118
2016-04-20,1118
2016-04-21,1118
2016-04-22,1121
2016-04-23,1121
2016-04-24,1121
2016-04-25,1121
2016-04-26,1121
2016-04-27,1172
2016-04-28,1172
2016-04-29,1172
2016-04-30,1172
2016-05-01,1172
2016-05-02,1169
2016-05-03,1169
2016-05-04,1169
2016-05-05,1169
2016-05-06,1169
2016-05-07,1215
2016-05-08,1215
2016-05-09,1215
2016-05-10,1215
2016-05-11,1215
2016-05-12,1243
2016-05-13,1243
2016-05-14,1243
2016-05-15,1243
2016-05-16,1243
2016-05-17,1277
2016-05-18,1277
2016-05-19,1277
2016-05-22,1328
2016-05-23,1328
2016-05-24,1328
2016-05-25,1328
2016-05-26,1328
2016-05-27,1387
2016-05-28,1387
2016-05-29,1387
2016-05-30,1387
2016-05-31,1387
2016-06-01,1455
2016-06-02,1455
2016-06-03,1455
2016-06-04,1455
2016-06-05,1455
2016-06-06,1455
2016-06-07,1506
2016-06-08,1506
2016-06-09,1506
2016-06-10,1506
2016-06-11,1565
2016-06-12,1565
2016-06-13,1565
2016-06-14,1565
2016-06-15,1565
2016-06-16,1565
2016-06-17,1635
2016-06-18,1635
2016-06-19,1635
2016-06-20,1635
2016-06-21,1635
2016-06-22,1692
2016-06-23,1692
2016-06-24,1692
2016-06-25,1692
2016-06-26,1692
2016-06-27,1692
2016-06-28,1728
2016-06-29,1728
2016-06-30,1728
2016-07-01,1728
2016-07-02,1728
2016-07-03,1778
2016-07-04,1778
2016-07-05,1778
2016-07-06,1757
2016-07-07,1757
2016-07-08,1757
2016-07-09,1711
2016-07-10,1711
2016-07-11,1707
2016-07-12,1707
2016-07-13,1707
2016-07-14,1723
2016-07-15,1723
2016-07-16,1723
2016-07-17,1723
2016-07-18,1778
2016-07-23,1817
2016-07-24,1817
2016-07-25,1817
2016-07-26,1783
2016-07-27,1783
2016-07-28,1783
2016-07-29,1783
2016-07-30,1793
2016-07-31,1793
2016-08-01,1793
2016-08-02,1793
2016-08-03,1793
2016-08-04,1723
2016-08-05,1723
2016-08-06,1723
2016-08-07,1723
2016-08-08,1723
2016-08-09,1647
2016-08-10,1647
2016-08-11,1647
2016-08-12,1647
2016-08-13,1647
2016-08-14,1647
2016-08-15,1567
2016-08-16,1567
2016-08-17,1567
2016-08-18,1567
2016-08-19,1492
2016-08-20,1492
2016-08-21,1492
2016-08-22,1492
2016-08-23,1428
2016-08-24,1428
2016-08-25,1428
2016-08-26,1428
2016-08-28,1428
2016-08-31,1367
2016-09-01,1367
2016-09-02,1303
2016-09-03,1303
2016-09-04,1303
2016-09-05,1253
2016-09-06,1253
2016-09-07,1253
2016-09-08,1253
2016-09-09,1253
2016-09-10,1249
2016-09-11,1249
2016-09-12,1249
2016-09-13,1249
2016-09-14,1249
2016-09-15,1217
2016-09-16,1217
2016-09-17,1217
2016-09-18,1217
2016-09-19,1191
2016-09-20,1191
2016-09-21,1191
2016-09-22,1191
2016-09-23,1191
2016-09-24,1191
2016-09-25,1157
2016-09-26,1157
2016-09-27,1157
2016-09-28,1157
2016-09-29,1157
2016-09-30,1102
2016-10-01,1102
2016-10-02,1102
2016-10-03,1102
2016-10-04,1102
2016-10-05,1052
2016-10-06,1052
2016-10-07,1052
2016-10-08,1052
2016-10-09,1052
2016-10-10,1004
2016-10-11,1004
2016-10-12,1004
2016-10-13,1004
2016-10-14,1004
2016-10-15,957
2016-10-16,957
2016-10-17,957
2016-10-18,957
2016-10-19,920
2016-10-20,920
2016-10-21,920
2016-10-22,920
2016-10-23,894
2016-10-24,894
2016-10-25,894
2016-10-26,894
2016-10-27,894
2016-10-28,894
2016-10-29,892
2016-10-30,892
2016-10-31,892
2016-11-01,892
2016-11-02,892
2016-11-03,892
2016-11-04,898
2016-11-05,898
2016-11-06,898
2016-11-07,898
2016-11-08,898
2016-11-09,898
2016-11-10,912
2016-11-11,912
2016-11-12,912
2016-11-13,912
2016-11-14,912
2016-11-15,912
2016-12-07,823
2016-12-08,823
2016-12-09,823
2016-12-10,823
2016-12-11,823
2016-12-12,820
2016-12-13,820
2016-12-14,820
2016-12-15,820
2016-12-16,820
2016-12-17,820
2016-12-18,805
2016-12-19,805
2016-12-20,805
2016-12-21,805
2016-12-22,805
2016-12-23,805
2016-12-24,805
2016-12-25,806
2016-12-26,806
2016-12-27,806
2016-12-28,806
2016-12-29,806
2016-12-30,806
2016-12-31,822
2017-01-01,822
2017-01-02,822
2017-01-03,822
2017-01-04,822
2017-01-05,837
2017-01-06,837
2017-01-07,837
2017-01-08,837
2017-01-09,828
2017-01-10,828
2017-01-11,828
2017-01-12,828
2017-01-13,828
2017-01-14,842
2017-01-15,842
2017-01-16,842
2017-01-17,842
2017-01-18,850
2017-01-19,850
2017-01-20,850
2017-01-21,850
2017-01-22,850
2017-01-23,850
2017-01-27,869
2017-01-28,869
2017-01-29,893
2017-01-30,893
2017-01-31,893
2017-02-01,893
2017-02-02,893
2017-02-03,909
2017-02-04,909
2017-02-05,909
2017-02-06,909
2017-02-07,909
2017-02-08,896
2017-02-09,896
2017-02-10,896
2017-02-11,896
2017-02-12,896
2017-02-13,874
2017-02-14,874
2017-02-15,874
2017-02-16,874
2017-02-18,874
2017-02-19,853
2017-02-20,853
2017-02-21,853
2017-02-22,853
2017-02-23,853
2017-02-24,853
2017-02-25,827
2017-02-26,827
2017-02-27,827
2017-02-28,827
2017-03-01,827
2017-03-02,790
2017-03-03,790
2017-03-04,790
2017-03-05,790
2017-03-06,790
2017-03-07,778
2017-03-08,778
2017-03-09,778
2017-03-10,778
2017-03-11,778
2017-03-12,778
2017-03-13,805
2017-03-14,805
2017-03-15,805
2017-03-16,805
2017-03-17,805
2017-03-18,832
2017-03-19,832
2017-03-20,832
2017-03-21,832
2017-03-22,832
2017-03-23,870
2017-03-24,870
2017-03-25,870
2017-03-26,870
2017-03-27,870
2017-03-28,861
2017-03-29,861
2017-03-30,861
2017-03-31,861
2017-04-01,861
2017-04-02,861
2017-04-03,861
2017-04-04,861
2017-04-12,872
2017-04-13,869
2017-04-14,869
2017-04-15,869
2017-04-16,869
2017-04-17,869
2017-04-18,882
2017-04-19,882
2017-04-20,882
2017-04-21,882
2017-04-22,882
2017-04-23,900
2017-04-24,900
2017-04-25,900
2017-04-26,900
2017-04-27,900
2017-04-28,886
2017-04-29,886
2017-04-30,886
2017-05-01,886
2017-05-02,886
2017-05-03,886
2017-05-04,887
2017-05-05,887
2017-05-06,887
2017-05-07,887
2017-05-08,887
2017-05-09,865
2017-05-10,865
2017-05-11,865
2017-05-12,865
2017-05-13,865
2017-05-14,865
2017-05-15,831
2017-05-16,831
2017-05-17,831
2017-05-18,831
2017-05-19,831
2017-05-20,831
2017-05-21,831
2017-05-22,860
2017-05-23,860
2017-05-24,860
2017-05-25,860
2017-05-26,860
2017-05-27,858
2017-05-28,858
2017-05-29,858
2017-05-30,858
2017-05-31,858
2017-06-01,876
2017-06-02,876
2017-06-03,876
2017-06-04,876
2017-06-05,876
2017-06-06,907
2017-06-07,907
2017-06-08,907
2017-06-09,907
2017-06-10,907
2017-06-11,939
2017-06-12,939
2017-06-13,939
2017-06-14,939
2017-06-15,939
2017-06-16,982
2017-06-17,982
2017-06-18,982
2017-06-19,982
2017-06-20,982
2017-06-21,982
2017-06-22,982
2017-06-23,1011
2017-06-24,1011
2017-06-25,1011
2017-06-26,1011
2017-06-27,1011
2017-06-28,1011
2017-06-29,1011
2017-06-30,1054
2017-07-01,1054
2017-07-02,1054
2017-07-03,1054
2017-07-04,1054
2017-07-05,1054
2017-07-06,1054
2017-07-07,1037
2017-07-08,1037
2017-07-13,1026
2017-07-14,1026
2017-07-15,1026
2017-07-16,1026
2017-07-17,1026
2017-07-18,1067
2017-07-19,1067
2017-07-20,1067
2017-07-21,1067
2017-07-22,1067
2017-07-23,1067
2017-07-24,1067
2017-07-25,1075
2017-07-26,1075
2017-07-27,1075
2017-07-28,1075
2017-07-29,1075
2017-07-30,1075
2017-07-31,1075
2017-08-01,1071
2017-08-02,1071
2017-08-03,1071
2017-08-04,1071
2017-08-05,1071
2017-08-06,1071
2017-08-09,1084
2017-08-10,1084
2017-08-11,1084
2017-08-12,1084
2017-08-13,1076
2017-08-14,1076
2017-08-15,1076
2017-08-16,1076
2017-08-17,1076
2017-08-18,1076
2017-08-19,1038
2017-08-20,1038
2017-08-21,1038
2017-08-22,1038
2017-08-23,1038
2017-08-24,1071
2017-08-25,1071
2017-08-26,1071
2017-08-27,1071
2017-08-28,1071
2017-08-29,1071
2017-08-30,1082
2017-08-31,1082
2017-09-01,1082
2017-09-02,1082
2017-09-03,1082
2017-09-04,1082
2017-09-05,1041
2017-09-06,1041
2017-09-07,1041
2017-09-08,1041
2017-09-09,999
2017-09-10,999
2017-09-11,999
2017-09-12,999
2017-09-13,999
2017-09-14,1041
2017-09-15,1041
2017-09-16,1041
2017-09-17,1041
2017-09-18,1041
2017-09-19,1041
2017-09-20,994
2017-09-21,994
2017-09-22,994
2017-09-23,994
2017-09-24,994
2017-09-25,994
2017-09-26,977
2017-09-27,977
2017-09-28,977
2017-09-29,977
2017-09-30,977
2017-10-01,977
2017-10-02,977
2017-10-03,966
2017-10-04,966
2017-10-05,966
2017-10-06,966
2017-10-07,966
2017-10-08,966
2017-10-09,1006
2017-10-10,1006
2017-10-11,1006
2017-10-12,1006
2017-10-13,1006
2017-10-14,1006
2017-10-15,1006
2017-10-16,1020
2017-10-17,1020
2017-10-18,1020
2017-10-19,1020
2017-10-20,1020
2017-10-21,1020
2017-10-22,1020
2017-10-23,1020
2017-10-24,1006
2017-10-25,1006
2017-10-26,1006
2017-10-27,1006
2017-10-28,1006
2017-10-29,1031
2017-10-30,1031
2017-10-31,1031
2017-11-01,1031
2017-11-02,1031
2017-11-03,1020
2017-11-04,1020
2017-11-05,1020
2017-11-06,1020
2017-11-07,1020
2017-11-08,1020
2017-11-09,981
2017-11-10,981
2017-11-11,981
2017-11-12,981
2017-11-13,981
2017-11-14,981
2017-11-15,981
2017-11-16,981
2017-11-17,954
2017-11-18,954
2017-11-19,954
2017-11-20,954
2017-11-21,954
2017-11-22,954
2017-11-23,919
2017-11-24,919
2017-11-25,919
2017-11-26,885
2017-11-27,885
2017-11-28,885
2017-11-29,885
2017-11-30,885
2017-12-01,885
2017-12-02,885
2017-12-03,871
2017-12-04,871
2017-12-05,871
2017-12-06,871
2017-12-07,871
2017-12-08,871
2017-12-09,873
2017-12-10,873
2017-12-11,873
2017-12-12,873
2017-12-13,873
2017-12-14,873
2017-12-15,898
2017-12-16,898
2017-12-17,898
2017-12-18,898
2017-12-19,898
2017-12-20,898
2017-12-21,883
2017-12-22,883
2017-12-23,883
2017-12-24,883
2017-12-25,883
2017-12-26,883
2017-12-27,893
2017-12-28,893
2017-12-29,893
2017-12-30,893
2017-12-31,893
2018-01-01,893
2018-01-02,855
2018-01-03,855
2018-01-04,855
2018-01-05,855
2018-01-06,821
2018-01-07,821
2018-01-08,821
2018-01-09,821
2018-01-10,812
2018-01-11,812
2018-01-12,812
2018-01-13,812
2018-01-14,812
2018-01-15,782
2018-01-16,782
2018-01-17,782
2018-01-18,782
2018-01-19,782
2018-01-20,771
2018-01-21,771
2018-01-22,771
2018-01-23,771
2018-01-24,771
2018-01-25,771
2018-01-26,764
2018-01-27,764
2018-01-28,764
2018-01-29,764
2018-01-30,764
2018-01-31,764
2018-02-01,751
2018-02-02,751
2018-02-03,751
2018-02-04,751
2018-02-05,751
2018-02-06,751
2018-02-07,745
2018-02-08,745
2018-02-09,745
2018-02-10,745
2018-02-11,745
2018-02-12,745
2018-02-13,733
2018-02-14,733
2018-02-15,733
2018-02-16,733
2018-02-17,733
2018-02-18,733
2018-02-19,703
2018-02-20,703
2018-02-21,703
2018-02-22,703
2018-02-23,703
2018-02-24,703
2018-02-25,678
2018-02-26,678
2018-02-27,678
2018-02-28,678
2018-03-01,678
2018-03-02,659
2018-03-03,659
2018-03-04,659
2018-03-05,659
2018-03-06,659
2018-03-07,663
2018-03-08,663
2018-03-09,663
2018-03-10,663
2018-03-11,663
2018-03-12,663
2018-03-13,651
2018-03-14,651
2018-03-15,651
2018-03-16,651
2018-03-17,651
2018-03-18,628
2018-03-19,628
2018-03-20,628
2018-03-21,628
2018-03-23,628
2018-03-24,610
2018-03-25,610
2018-03-26,610
2018-03-27,631
2018-03-28,660
2018-03-29,660
2018-03-30,660
2018-03-31,660
2018-04-01,660
2018-04-02,690
2018-04-03,690
2018-04-04,690
2018-04-05,690
2018-04-06,690
2018-04-07,697
2018-04-08,697
2018-04-09,697
2018-04-10,697
2018-04-11,697
2018-04-12,697
2018-04-13,670
2018-04-14,670
2018-04-15,643
2018-04-16,643
2018-04-17,643
2018-04-18,643
2018-04-19,643
2018-04-20,613
2018-04-21,613
2018-04-22,613
2018-04-23,613
2018-04-24,613
2018-04-25,613
2018-04-26,631
2018-04-27,631
2018-04-28,631
2018-04-29,631
2018-04-30,631
2018-05-01,631
2018-05-02,650
2018-05-03,650
2018-05-04,650
2018-05-05,650
2018-05-06,650
2018-05-07,650
2018-05-08,674
2018-05-09,674
2018-05-10,674
2018-05-11,674
2018-05-12,674
2018-05-13,674
2018-05-14,700
2018-05-15,700
2018-05-16,700
2018-05-17,700
2018-05-18,700
2018-05-19,700
2018-05-20,700
2018-05-21,700
2018-05-22,700
2018-05-23,700
2018-05-24,700
2018-05-25,700
2018-05-26,715
2018-05-27,715
2018-05-28,715
2018-05-29,715
2018-05-30,715
2018-05-31,715
2018-06-01,726
2018-06-02,726
2018-06-03,726
2018-06-04,726
2018-06-05,726
2018-06-06,742
2018-06-07,742
2018-06-08,742
2018-06-09,742
2018-06-10,742
2018-06-11,762
2018-06-12,762
2018-06-13,762
2018-06-14,762
2018-06-15,762
2018-06-16,762
2018-06-17,754
2018-06-18,754
2018-06-19,754
2018-06-20,754
2018-06-21,754
2018-06-22,754
2018-06-23,730
2018-06-24,730
2018-06-25,730
2018-06-26,730
2018-06-27,730
2018-06-28,730
2018-06-29,721
2018-06-30,721
2018-07-01,721
2018-07-02,721
2018-07-03,721
2018-07-04,721
2018-07-05,721
2018-07-06,728
2018-07-07,728
2018-07-08,728
2018-07-09,728
2018-07-10,728
2018-07-11,728
2018-07-12,728
2018-07-13,728
2018-07-14,728
2018-07-15,728
2018-07-16,707
2018-07-17,707
2018-07-18,707
2018-07-19,707
2018-07-20,707
2018-07-21,707
2018-07-22,724
2018-07-23,724
2018-07-24,724
2018-07-25,724
2018-07-26,724
2018-07-27,740
2018-07-28,740
2018-07-29,740
2018-07-30,740
2018-07-31,740
2018-08-01,740
2018-08-02,760
2018-08-03,760
2018-08-04,760
2018-08-05,760
2018-08-06,760
2018-08-07,760
2018-08-08,769
2018-08-09,769
2018-08-10,769
2018-08-11,769
2018-08-12,786
2018-08-14,786
2018-08-16,786
2018-08-17,799
2018-08-18,799
2018-08-19,799
2018-08-20,799
2018-08-21,799
2018-08-22,832
2018-08-23,832
2018-08-24,832
2018-08-25,832
2018-08-26,832
2018-08-27,871
2018-08-28,871
2018-08-29,871
2018-08-30,871
2018-08-31,871
2018-09-01,890
2018-09-02,890
2018-09-03,890
2018-09-04,890
2018-09-05,890
2018-09-06,911
2018-09-07,911
2018-09-08,911
2018-09-09,911
2018-09-10,911
2018-09-11,932
2018-09-12,932
2018-09-13,932
2018-09-14,932
2018-09-15,974
2018-09-16,974
2018-09-17,974
2018-09-18,974
2018-09-19,974
2018-09-20,1018
2018-09-21,1018
2018-09-22,1018
2018-09-23,1018
2018-09-24,1018
2018-09-25,1040
2018-09-26,1040
2018-09-27,1040
2018-09-28,1040
2018-09-29,1040
2018-09-30,1067
2018-10-01,1067
2018-10-02,1067
2018-10-03,1067
2018-10-04,1067
2018-10-05,1028
2018-10-06,1028
2018-10-07,1028
2018-10-08,1028
2018-10-09,995
2018-10-10,995
2018-10-11,995
2018-10-12,995
2018-10-13,995
2018-10-14,986
2018-10-15,986
2018-10-16,986
2018-10-17,986
2018-10-18,986
2018-10-19,961
2018-10-20,961
2018-10-21,961
2018-10-22,961
2018-10-23,961
2018-10-24,1001
2018-10-25,1001
2018-10-26,1001
2018-10-27,1001
2018-10-28,1001
2018-10-29,1001
2018-10-30,1040
2018-10-31,1040
2018-11-01,1040
2018-11-03,1056
2018-11-04,1056
2018-11-05,1092
2018-11-06,1092
2018-11-07,1092
2018-11-08,1092
2018-11-09,1101
2018-11-10,1101
2018-11-11,1101
2018-11-12,1144
2018-11-13,1144
2018-11-15,1169
2018-11-16,1169
2018-11-17,1169
2018-11-18,1207
2018-11-19,1207
2018-11-20,1207
2018-11-21,1248
2018-11-22,1248
2018-11-23,1248
2018-11-24,1290
2018-11-25,1290
2018-11-26,1290
2018-11-27,1330
2018-11-28,1330
2018-11-29,1330
2018-12-01,1370
2018-12-02,1370
2018-12-03,1405
2018-12-04,1405
2018-12-05,1461
2018-12-07,1461
2018-12-09,1513
2018-12-10,1513
2018-12-11,1549
2018-12-12,1549
2018-12-13,1549
2018-12-14,1553
2018-12-15,1553
2018-12-16,1553
2018-12-17,1565
2018-12-18,1565
2018-12-19,1565
2018-12-20,1565
2018-12-21,1581
2018-12-22,1581
2018-12-23,1581
2018-12-24,1581
2018-12-25,1646
2018-12-26,1646
2018-12-27,1646
2018-12-28,1646
2018-12-29,1680
2018-12-30,1680
2018-12-31,1680
2019-01-01,1680
2019-01-02,1734
2019-01-03,1734
2019-01-04,1734
2019-01-05,1787
2019-01-06,1787
2019-01-08,1736
2019-01-10,1736
2019-01-11,1688
2019-01-12,1688
2019-01-13,1688
2019-01-14,1626
2019-01-15,1626
2019-01-16,1626
2019-01-17,1626
2019-01-18,1568
2019-01-19,1568
2019-01-20,1508
2019-01-21,1508
2019-01-22,1508
2019-01-23,1453
2019-01-24,1453
2019-01-25,1453
2019-01-26,1479
2019-01-27,1479
2019-01-28,1479
2019-01-29,1415
2019-01-30,1415
2019-01-31,1415
2019-02-01,1361
2019-02-02,1361
2019-02-03,1361
2019-02-04,1309
2019-02-05,1309
2019-02-06,1299
2019-02-07,1299
2019-02-08,1299
2019-02-09,1312
2019-02-10,1312
2019-02-11,1312
2019-02-12,1312
2019-02-13,1318
2019-02-14,1318
2019-02-15,1318
2019-02-16,1318
2019-02-17,1289
2019-02-18,1289
2019-02-19,1289
2019-02-20,1289
2019-02-21,1265
2019-02-22,1265
2019-02-23,1265
2019-02-24,1265
2019-02-25,1210
2019-02-26,1210
2019-02-27,1210
2019-02-28,1210
2019-03-01,1210
2019-03-02,1210
2019-03-03,1163
2019-03-04,1163
2019-03-05,1163
2019-03-06,1130
2019-03-07,1130
2019-03-08,1130
2019-03-09,1130
2019-03-10,1130
2019-03-11,1097
2019-03-12,1097
2019-03-13,1097
2019-03-14,1062
2019-03-15,1062
2019-03-16,1062
2019-03-17,1033
2019-03-18,1033
2019-03-19,1033
2019-03-20,1033
2019-03-21,1052
2019-03-22,1052
2019-03-23,1052
2019-03-24,1058
2019-03-25,1058
2019-03-26,1058
2019-03-27,1058
2019-03-28,1050
2019-03-29,1050
2019-03-30,1050
2019-03-31,1050
2019-04-01,1023
2019-04-02,1023
2019-04-03,1023
2019-04-04,979
2019-04-05,979
2019-04-06,979
2019-04-07,979
2019-04-08,981
2019-04-09,981
2019-04-10,981
2019-04-11,981
2019-04-12,978
2019-04-13,978
2019-04-14,972
2019-04-15,972
2019-04-16,937
2019-04-17,937
2019-04-18,916
2019-04-19,916
2019-04-20,918
2019-04-21,918
2019-04-22,918
2019-04-23,924
2019-04-24,924
2019-04-25,924
2019-04-26,968
2019-04-27,968
2019-04-28,968
2019-04-29,1010
2019-04-30,1010
2019-05-01,1010
2019-05-02,1010
2019-05-03,1056
2019-05-04,1056
2019-05-05,1056
2019-05-06,1072
2019-05-07,1072
2019-05-08,1072
2019-05-09,1072
2019-05-10,1072
2019-05-11,1091
2019-05-12,1091
2019-05-13,1091
2019-05-14,1055
2019-05-15,1055
2019-05-16,1055
2019-05-17,1055
2019-05-18,1055
2019-05-19,1077
2019-05-20,1077
2019-05-21,1077
2019-05-22,1077
