date_obj,Skills%20necklace price
2019-04-07,12219
2019-04-08,12249
2019-04-09,12303
2019-04-10,12333
2019-04-11,12307
2019-04-12,11987
2019-04-13,11996
2019-04-14,11905
2019-04-15,11955
2019-04-16,12027
2019-04-17,12213
2019-04-18,12287
2019-04-19,12319
2019-04-20,12212
2019-04-21,12240
2019-04-22,12723
2019-04-23,12557
2019-04-24,12375
2019-04-25,12145
2019-04-26,12050
2019-04-27,12080
2019-04-28,12024
2019-04-29,12070
2019-04-30,12165
2019-05-01,12264
2019-05-02,12335
2019-05-03,12426
2019-05-04,12617
2019-05-05,12696
2019-05-06,12703
2019-05-07,12559
2019-05-08,12384
2019-05-09,12099
2019-05-10,12137
2019-05-11,12157
2019-05-12,12144
2019-05-13,12134
2019-05-14,12198
2019-05-15,12284
2019-05-16,12292
2019-05-17,12291
2019-05-18,12378
2019-05-19,12473
2019-05-20,12507
2019-05-21,12398
2019-05-22,12370
2019-05-23,12174
2019-05-24,12109
2019-05-25,12121
2019-05-26,12209
2019-05-27,12245
2019-05-28,12344
2019-05-29,12403
2019-05-30,12547
2019-05-31,12593
2019-06-01,12616
2019-06-02,12557
2019-06-03,12511
2019-06-04,12387
2019-06-05,12110
2019-06-06,12253
2019-06-07,12258
2019-06-08,12368
2019-06-09,12455
2019-06-10,12520
2019-06-11,12492
2019-06-12,12461
2019-06-13,12432
2019-06-14,12471
2019-06-15,12487
2019-06-16,12457
2019-06-17,12513
2019-06-18,12541
2019-06-19,12534
2019-06-20,12465
2019-06-21,12242
2019-06-22,12259
2019-06-23,12195
2019-06-24,11973
2019-06-25,12052
2019-06-26,12013
2019-06-27,12055
2019-06-28,12106
2019-06-29,12067
2019-06-30,12060
2019-07-01,12062
2019-07-02,12081
2019-07-03,12145
2019-07-04,12203
2019-07-05,12298
2019-07-06,12392
2019-07-07,12428
2019-07-08,12426
2019-07-09,12252
2019-07-10,12384
2019-07-11,12523
2019-07-12,12629
2019-07-13,12487
2019-07-14,12280
2019-07-15,12254
2019-07-16,12272
2019-07-17,12228
2019-07-18,12168
2019-07-19,12182
2019-07-20,12182
2019-07-21,12195
2019-07-22,12286
2019-07-23,12327
2019-07-24,12463
2019-07-25,12636
2019-07-26,12601
2019-07-27,12499
2019-07-28,12320
2019-07-29,12321
2019-07-30,12292
2019-07-31,12293
2019-08-01,12257
2019-08-02,12262
2019-08-03,12356
2019-08-04,12474
2019-08-05,12505
2019-08-06,12558
2019-08-07,12575
2019-08-08,12566
2019-08-09,12522
2019-08-10,12333
2019-08-11,12281
2019-08-12,12121
2019-08-13,11803
2019-08-14,11876
2019-08-15,11894
2019-08-16,11923
2019-08-17,11903
2019-08-18,11822
2019-08-19,11844
2019-08-20,11822
2019-08-21,11779
2019-08-22,11828
2019-08-23,11863
2019-08-24,11961
2019-08-24,11961
2019-08-25,12052
2019-08-25,12052
2019-08-26,12111
2019-08-26,12111
2019-08-27,12214
2019-08-27,12214
2019-08-28,12404
2019-08-29,12404
2019-08-30,12422
2019-08-31,12368
2019-09-01,12208
2019-09-02,12141
2019-09-03,12230
2019-09-04,12256
2019-09-05,12150
2019-09-06,12057
2019-09-07,12079
2019-09-08,12154
2019-09-09,12119
2019-09-10,12109
2019-09-11,12219
2019-09-12,12250
2019-09-13,12253
2019-09-14,12278
2019-09-15,12373
2019-09-16,12469
2019-09-17,12497
2019-09-18,12631
2019-09-19,12625
2019-09-20,12421
2019-09-21,12331
2019-09-22,12243
2019-09-23,12249
2019-09-24,12273
2019-09-25,12238
2019-09-26,12106
2019-09-27,12122
2019-09-28,12104
2019-09-29,12196
2019-09-30,12186
2019-10-01,12265
2019-10-02,12322
2019-10-03,12561
2019-10-04,12550
2019-10-05,12626
2019-10-06,12459
2019-10-07,12114
2019-10-08,12080
2019-10-09,12142
2019-10-10,12048
2019-10-11,12037
2019-10-12,12042
2019-10-13,12049
2019-10-14,12044
2019-10-15,11918
2019-10-16,11920
2019-10-17,11907
2019-10-18,11907
2019-10-19,11920
2019-10-20,11922
2019-10-21,11905
2019-10-22,11859
2019-10-23,11933
2019-10-24,12032
2019-10-25,12062
2019-10-26,12073
2019-10-27,12072
2019-10-28,12070
2019-10-29,11906
2019-10-30,11905
2019-10-31,11824
2019-11-01,11916
2019-11-02,11912
2019-11-03,11862
2019-11-04,11750
2019-11-05,11894
2019-11-06,12065
2019-11-07,12044
2019-11-08,11886
2019-11-09,11974
2019-11-10,11939
2019-11-11,12020
2019-11-12,12061
2019-11-13,12117
2019-11-14,12255
2019-11-15,12424
2019-11-16,12549
2019-11-17,12515
2019-11-18,12333
2019-11-19,12009
2019-11-20,11866
2019-11-21,11738
2019-11-22,11737
2019-11-23,11754
2019-11-24,11793
2019-11-25,11899
2019-11-26,11885
2019-11-27,11915
2019-11-28,11934
2019-11-29,12008
2019-11-30,12087
2019-12-01,12226
2019-12-02,12147
2019-12-03,11967
2019-12-04,11911
2019-12-05,11910
2019-12-06,11951
2019-12-07,11868
2019-12-08,11812
2019-12-09,11792
2019-12-10,11771
2019-12-11,11779
2019-12-12,11789
2019-12-13,11943
2019-12-14,12064
2019-12-15,12366
2019-12-16,12814
2019-12-17,13187
2019-12-18,12852
2019-12-19,12366
2019-12-20,12159
2019-12-21,12157
2019-12-22,12129
2019-12-23,12179
2019-12-24,12142
2019-12-25,12130
2019-12-26,12129
2019-12-27,12132
2019-12-28,12142
2019-12-29,12136
2019-12-30,11999
2019-12-31,11931
2020-01-01,12000
2020-01-02,11989
2020-01-03,11932
2020-01-04,11842
2020-01-05,12003
2020-01-06,12017
2020-01-07,12040
2020-01-08,12053
2020-01-09,12135
2020-01-10,12157
2020-01-11,12175
2020-01-12,12237
2020-01-13,12277
2020-01-14,12301
2020-01-15,12348
2020-01-16,12438
2020-01-17,12442
2020-01-18,12437
2020-01-19,12243
2020-01-20,12137
2020-01-21,12025
2020-01-22,11996
2020-01-23,12045
2020-01-24,11952
2020-01-25,11799
2020-01-26,11921
2020-01-27,11941
2020-01-28,11927
2020-01-29,11951
2020-01-30,11959
2020-01-31,12007
2020-02-01,12012
2020-02-02,12066
2020-02-03,12137
2020-02-04,12295
2020-02-05,12308
2020-02-06,12402
2020-02-07,12302
2020-02-08,11964
2020-02-09,11880
2020-02-10,11988
2020-02-11,12040
2020-02-12,12066
2020-02-13,12070
2020-02-14,12116
2020-02-15,12118
2020-02-16,12174
2020-02-17,12243
2020-02-18,12259
2020-02-19,12328
2020-02-20,12342
2020-02-21,12349
2020-02-22,12322
2020-02-23,12209
2020-02-24,12212
2020-02-25,12185
2020-02-26,11943
2020-02-27,11945
2020-02-28,12129
2020-02-29,12094
2020-03-01,12171
2020-03-02,12254
2020-03-03,12246
2020-03-04,12286
2020-03-05,12313
2020-03-06,12267
2020-03-07,12300
2020-03-08,12057
2020-03-09,12134
2020-03-10,12026
2020-03-11,12091
2020-03-12,12072
2020-03-13,12056
2020-03-14,11984
2020-03-15,11953
2020-03-16,12052
2020-03-17,12102
2020-03-18,12118
2020-03-19,12204
2020-03-20,12171
2020-03-21,12233
2020-03-22,12231
2020-03-23,12255
2020-03-24,12276
2020-03-25,12423
2020-03-26,12287
2020-03-27,12191
2020-03-28,11940
2020-03-29,12160
2020-03-30,12292
2020-03-31,12394
2020-04-01,12568
2020-04-02,12510
2020-04-03,12488
2020-04-04,12435
2020-04-05,12236
2020-04-06,12185
2020-04-07,12211
2020-04-08,12248
2020-04-09,12252
2020-04-10,12297
2020-04-11,12187
2020-04-12,12214
2020-04-13,12301
2020-04-14,12241
2020-04-15,12389
2020-04-16,12369
2020-04-17,12259
2020-04-18,12239
2020-04-19,12256
2020-04-20,12238
2020-04-21,12083
2020-04-22,12151
2020-04-23,12217
2020-04-24,12261
2020-04-25,12303
2020-04-26,12349
2020-04-27,12235
2020-04-28,12213
2020-04-29,12251
2020-04-30,12255
2020-05-01,12262
2020-05-02,12280
2020-05-03,12309
2020-05-04,12258
2020-05-05,12164
2020-05-06,12127
2020-05-07,12130
2020-05-08,12200
2020-05-09,12242
2020-05-10,12213
2020-05-11,12088
2020-05-12,11974
2020-05-13,12055
