date_obj,Musketeer%20hat price
2016-01-31,555567
2016-02-01,552410
2016-02-02,552608
2016-02-03,567075
2016-02-04,588993
2016-02-05,607054
2016-02-06,621372
2016-02-07,636146
2016-02-08,646361
2016-02-09,634649
2016-02-10,624338
2016-02-11,607712
2016-02-12,602800
2016-02-13,599244
2016-02-14,599244
2016-02-15,586875
2016-02-16,577686
2016-02-17,577153
2016-02-18,575680
2016-02-19,573057
2016-02-20,580859
2016-02-21,588059
2016-02-22,588059
2016-02-23,590276
2016-02-24,592503
2016-02-25,592385
2016-02-26,592385
2016-02-27,609430
2016-02-28,612699
2016-02-29,608118
2016-03-01,604218
2016-03-02,605274
2016-03-03,604469
2016-03-04,619490
2016-03-05,631578
2016-03-06,642414
2016-03-07,648479
2016-03-08,648238
2016-03-09,645307
2016-03-10,642147
2016-03-11,642147
2016-03-12,632777
2016-03-13,618370
2016-03-14,610784
2016-03-15,596554
2016-03-16,603868
2016-03-17,606914
2016-03-18,610635
2016-03-19,610449
2016-03-20,597391
2016-03-21,604338
2016-03-22,613503
2016-03-23,605557
2016-03-24,597684
2016-03-25,592835
2016-03-26,584914
2016-03-27,589799
2016-03-28,572550
2016-03-29,553836
2016-03-30,553836
2016-03-31,553181
2016-04-01,564735
2016-04-02,569293
2016-04-03,560088
2016-04-04,580553
2016-04-05,601210
2016-04-06,610711
2016-04-07,617921
2016-04-08,611025
2016-04-09,607653
2016-04-10,596673
2016-04-11,596673
2016-04-12,585809
2016-04-13,591890
2016-04-14,593286
2016-04-15,582501
2016-04-16,572221
2016-04-17,567890
2016-04-18,566157
2016-04-19,561649
2016-04-20,565075
2016-04-21,556263
2016-04-22,556263
2016-04-23,544800
2016-04-24,526828
2016-04-25,525050
2016-04-26,520364
2016-04-27,536671
2016-04-28,552016
2016-04-29,550209
2016-04-30,543045
2016-05-01,543955
2016-05-02,541544
2016-05-03,528218
2016-05-04,513331
2016-05-05,499439
2016-05-06,499439
2016-05-07,479595
2016-05-08,463321
2016-05-09,446845
2016-05-10,442571
2016-05-11,443443
2016-05-12,442864
2016-05-13,437809
2016-05-14,439238
2016-05-15,439502
2016-05-16,440587
2016-05-17,448341
2016-05-18,453593
2016-05-19,450643
2016-05-22,472955
2016-05-23,464105
2016-05-24,461928
2016-05-25,454099
2016-05-26,461409
2016-05-27,468093
2016-05-28,468093
2016-05-29,479654
2016-05-30,479654
2016-05-31,486249
2016-06-01,491837
2016-06-02,491222
2016-06-03,495799
2016-06-04,505500
2016-06-05,512191
2016-06-06,503127
2016-06-07,503127
2016-06-08,498912
2016-06-09,500287
2016-06-10,498097
2016-06-11,495212
2016-06-12,493869
2016-06-13,504525
2016-06-14,522420
2016-06-15,548449
2016-06-16,570750
2016-06-17,598648
2016-06-18,625858
2016-06-19,648753
2016-06-20,668910
2016-06-21,690333
2016-06-22,695436
2016-06-23,684588
2016-06-24,699955
2016-06-25,699704
2016-06-26,690686
2016-06-27,682598
2016-06-28,689860
2016-06-29,677149
2016-06-30,656855
2016-07-01,634983
2016-07-02,620328
2016-07-03,605179
2016-07-04,602752
2016-07-05,589767
2016-07-06,577333
2016-07-07,556718
2016-07-08,547074
2016-07-09,527793
2016-07-10,507994
2016-07-11,482594
2016-07-12,458464
2016-07-13,435540
2016-07-14,414046
2016-07-15,415107
2016-07-16,433812
2016-07-17,433348
2016-07-18,449713
2016-07-23,462256
2016-07-24,455315
2016-07-25,458141
2016-07-26,473344
2016-07-27,483889
2016-07-28,487149
2016-07-29,492141
2016-07-30,494897
2016-07-31,494897
2016-08-01,505629
2016-08-02,503952
2016-08-03,517611
2016-08-04,510040
2016-08-05,510208
2016-08-06,507617
2016-08-07,511720
2016-08-08,500695
2016-08-09,492738
2016-08-10,477669
2016-08-11,456288
2016-08-12,445743
2016-08-13,441171
2016-08-14,437412
2016-08-15,444176
2016-08-16,455552
2016-08-17,462300
2016-08-18,462421
2016-08-19,470352
2016-08-20,478861
2016-08-21,478861
2016-08-22,487326
2016-08-23,477243
2016-08-24,467544
2016-08-25,451080
2016-08-26,451080
2016-08-28,436611
2016-08-31,464008
2016-09-01,470844
2016-09-02,470844
2016-09-03,473599
2016-09-04,476420
2016-09-05,472666
2016-09-06,466508
2016-09-07,469639
2016-09-08,458646
2016-09-09,463156
2016-09-10,470823
2016-09-11,470823
2016-09-12,474061
2016-09-13,467297
2016-09-14,467297
2016-09-15,469389
2016-09-16,469389
2016-09-17,456895
2016-09-18,454093
2016-09-19,445353
2016-09-20,445353
2016-09-21,450342
2016-09-22,458596
2016-09-23,468595
2016-09-24,468595
2016-09-25,475843
2016-09-26,475843
2016-09-27,477223
2016-09-28,469632
2016-09-29,469632
2016-09-30,461695
2016-10-01,460647
2016-10-02,460647
2016-10-03,472235
2016-10-04,481410
2016-10-05,481808
2016-10-06,480255
2016-10-07,480255
2016-10-08,487148
2016-10-09,487148
2016-10-10,492231
2016-10-11,491014
2016-10-12,491014
2016-10-13,490706
2016-10-14,494541
2016-10-15,484065
2016-10-16,484065
2016-10-17,480703
2016-10-18,480703
2016-10-19,474338
2016-10-20,471591
2016-10-21,467447
2016-10-22,467447
2016-10-23,457789
2016-10-24,462011
2016-10-25,462011
2016-10-26,473237
2016-10-27,473237
2016-10-28,477190
2016-10-29,479948
2016-10-30,476794
2016-10-31,477069
2016-11-01,477069
2016-11-02,480200
2016-11-03,480200
2016-11-04,477635
2016-11-05,477635
2016-11-06,473023
2016-11-07,473023
2016-11-08,470397
2016-11-09,470223
2016-11-10,461415
2016-11-11,461415
2016-11-12,463587
2016-11-13,463587
2016-11-14,470283
2016-12-07,481177
2016-12-08,483012
2016-12-09,487873
2016-12-10,487873
2016-12-11,483313
2016-12-12,478745
2016-12-13,476356
2016-12-14,476702
2016-12-15,476702
2016-12-16,480419
2016-12-17,477176
2016-12-18,477176
2016-12-19,480299
2016-12-20,472321
2016-12-21,479131
2016-12-22,479131
2016-12-23,480325
2016-12-24,480325
2016-12-25,475568
2016-12-26,475082
2016-12-27,476196
2016-12-28,473303
2016-12-29,476587
2016-12-30,482963
2016-12-31,485281
2017-01-01,481454
2017-01-02,478666
2017-01-03,478666
2017-01-04,470167
2017-01-05,468039
2017-01-06,468134
2017-01-07,463078
2017-01-08,445813
2017-01-09,433579
2017-01-10,422351
2017-01-11,407463
2017-01-12,398264
2017-01-13,399113
2017-01-14,400394
2017-01-15,395159
2017-01-16,386055
2017-01-17,375764
2017-01-18,364620
2017-01-19,360208
2017-01-20,363778
2017-01-21,373334
2017-01-22,372504
2017-01-27,405621
2017-01-28,419775
2017-01-29,427511
2017-01-30,427511
2017-01-31,436383
2017-02-01,443593
2017-02-02,446024
2017-02-03,440783
2017-02-04,439242
2017-02-05,430135
2017-02-06,421465
2017-02-07,413646
2017-02-08,418036
2017-02-09,418036
2017-02-10,411324
2017-02-11,406273
2017-02-12,406273
2017-02-13,402887
2017-02-14,399526
2017-02-15,392180
2017-02-16,393794
2017-02-18,398042
2017-02-19,396368
2017-02-20,389674
2017-02-21,389126
2017-02-22,389126
2017-02-23,383543
2017-02-24,383543
2017-02-25,390478
2017-02-26,390983
2017-02-27,387864
2017-02-28,397350
2017-03-01,406351
2017-03-02,413772
2017-03-03,413772
2017-03-04,423438
2017-03-05,423438
2017-03-06,430116
2017-03-07,436578
2017-03-08,436578
2017-03-09,437900
2017-03-10,441548
2017-03-11,442248
2017-03-12,440964
2017-03-13,445879
2017-03-14,435645
2017-03-15,434990
2017-03-16,435018
2017-03-17,432058
2017-03-18,426356
2017-03-19,410373
2017-03-20,400247
2017-03-21,400508
2017-03-22,398859
2017-03-23,400110
2017-03-24,397381
2017-03-25,397381
2017-03-26,406003
2017-03-27,409737
2017-03-28,410801
2017-03-29,419838
2017-03-30,426257
2017-03-31,429424
2017-04-01,430777
2017-04-02,437092
2017-04-03,443299
2017-04-04,431125
2017-04-12,423980
2017-04-13,426020
2017-04-14,423505
2017-04-15,425852
2017-04-16,430816
2017-04-17,431177
2017-04-18,427670
2017-04-19,429150
2017-04-20,429078
2017-04-21,427047
2017-04-22,427778
2017-04-23,423012
2017-04-24,424579
2017-04-25,425420
2017-04-26,425420
2017-04-27,424925
2017-04-28,427663
2017-04-29,428288
2017-04-30,428002
2017-05-01,428002
2017-05-02,425888
2017-05-03,434615
2017-05-04,438936
2017-05-05,439497
2017-05-06,439668
2017-05-07,440297
2017-05-08,431626
2017-05-09,428385
2017-05-10,428385
2017-05-11,424075
2017-05-12,426007
2017-05-13,420781
2017-05-14,420781
2017-05-15,423880
2017-05-16,421269
2017-05-17,418231
2017-05-18,417974
2017-05-19,417974
2017-05-20,412939
2017-05-21,412939
2017-05-22,403675
2017-05-23,409229
2017-05-24,412055
2017-05-25,412055
2017-05-26,415040
2017-05-27,416996
2017-05-28,416996
2017-05-29,421706
2017-05-30,421741
2017-05-31,423553
2017-06-01,424891
2017-06-02,419612
2017-06-03,419612
2017-06-06,413770
2017-06-07,419546
2017-06-08,419546
2017-06-09,429372
2017-06-10,437597
2017-06-11,431724
2017-06-12,431724
2017-06-13,426835
2017-06-14,420337
2017-06-15,420337
2017-06-16,424528
2017-06-17,424528
2017-06-18,423310
2017-06-19,423310
2017-06-20,423288
2017-06-21,424361
2017-06-22,424361
2017-06-23,427794
2017-06-24,429113
2017-06-25,433987
2017-06-26,424032
2017-06-27,430442
2017-06-28,430442
2017-06-29,429581
2017-06-30,438995
2017-07-01,438995
2017-07-02,443877
2017-07-03,448680
2017-07-04,445366
2017-07-05,445366
2017-07-06,435036
2017-07-07,435036
2017-07-08,433644
2017-07-13,427265
2017-07-14,428131
2017-07-15,428131
2017-07-16,426000
2017-07-17,423691
2017-07-18,427469
2017-07-19,432209
2017-07-20,441037
2017-07-21,444025
2017-07-22,446388
2017-07-23,445397
2017-07-24,450628
2017-07-25,453925
2017-07-26,454718
2017-07-27,456049
2017-07-28,460843
2017-07-29,460843
2017-07-30,456639
2017-07-31,456639
2017-08-01,454799
2017-08-02,452705
2017-08-03,448086
2017-08-04,439581
2017-08-05,447377
2017-08-06,452877
2017-08-09,451197
2017-08-10,456561
2017-08-11,460110
2017-08-12,462501
2017-08-13,454797
2017-08-14,452146
2017-08-15,451313
2017-08-16,454700
2017-08-17,453315
2017-08-18,453315
2017-08-19,441819
2017-08-20,437801
2017-08-22,430530
2017-08-23,420397
2017-08-24,413951
2017-08-25,404138
2017-08-26,389899
2017-08-27,387169
2017-08-28,393258
2017-08-29,397021
2017-08-30,394429
2017-08-31,392185
2017-09-01,393569
2017-09-02,388671
2017-09-03,388671
2017-09-04,388793
2017-09-05,387941
2017-09-06,385647
2017-09-07,379010
2017-09-08,379010
2017-09-09,381721
2017-09-10,376832
2017-09-11,367517
2017-09-12,360502
2017-09-13,360837
2017-09-14,359917
2017-09-15,359917
2017-09-16,357459
2017-09-17,360911
2017-09-19,364979
2017-09-20,359339
2017-09-21,358238
2017-09-22,358849
2017-09-23,358849
2017-09-24,352168
2017-09-25,347475
2017-09-26,344523
2017-09-27,344523
2017-09-28,345989
2017-09-29,350179
2017-09-30,357572
2017-10-01,361926
2017-10-02,364099
2017-10-03,364099
2017-10-04,358796
2017-10-05,362044
2017-10-06,363425
2017-10-07,360668
2017-10-08,359425
2017-10-09,359334
2017-10-10,358238
2017-10-11,358238
2017-10-12,356452
2017-10-13,358992
2017-10-14,353203
2017-10-15,353203
2017-10-16,346733
2017-10-17,346733
2017-10-18,340462
2017-10-19,331750
2017-10-20,330097
2017-10-21,320335
2017-10-22,314468
2017-10-23,316814
2017-10-24,320431
2017-10-25,325139
2017-10-26,322459
2017-10-27,315044
2017-10-28,315044
2017-10-29,312145
2017-10-30,314158
2017-10-31,312571
2017-11-01,312571
2017-11-02,303239
2017-11-03,294619
2017-11-04,283321
2017-11-05,272220
2017-11-06,264843
2017-11-07,264843
2017-11-08,266412
2017-11-09,269033
2017-11-10,269033
2017-11-11,272907
2017-11-12,277912
2017-11-13,282039
2017-11-14,282039
2017-11-15,279956
2017-11-16,278904
2017-11-17,281362
2017-11-18,281362
2017-11-19,281942
2017-11-20,279887
2017-11-21,282370
2017-11-22,274916
2017-11-23,275037
2017-11-24,274435
2017-11-25,276196
2017-11-26,277629
2017-11-27,277629
2017-11-28,282397
2017-11-29,285480
2017-11-30,285480
2017-12-01,290551
2017-12-02,290551
2017-12-03,292730
2017-12-04,292730
2017-12-05,283909
2017-12-06,276280
2017-12-07,273097
2017-12-08,273097
2017-12-09,265335
2017-12-10,264715
2017-12-11,264369
2017-12-12,259275
2017-12-14,263426
2017-12-15,265639
2017-12-17,271215
2017-12-18,269359
2017-12-19,269359
2017-12-20,263900
2017-12-21,256212
2017-12-22,251584
2017-12-23,251390
2017-12-24,245896
2017-12-25,244005
2017-12-26,240735
2017-12-27,237641
2017-12-28,237641
2017-12-29,245619
2017-12-30,251050
2017-12-31,251050
2018-01-01,255878
2018-01-02,259905
2018-01-03,258917
2018-01-04,261268
2018-01-05,260948
2018-01-06,252148
2018-01-07,244506
2018-01-08,244999
2018-01-09,239830
2018-01-10,239830
2018-01-11,229013
2018-01-12,220441
2018-01-13,217608
2018-01-14,212182
2018-01-15,212941
2018-01-16,211184
2018-01-17,207382
2018-01-18,206320
2018-01-19,206320
2018-01-20,207062
2018-01-21,201196
2018-01-22,194514
2018-01-23,189090
2018-01-25,185714
2018-01-26,187071
2018-01-27,192776
2018-01-28,196656
2018-01-29,199858
2018-01-31,213673
2018-02-01,215498
2018-02-02,222210
2018-02-03,229516
2018-02-04,237223
2018-02-05,243690
2018-02-06,251183
2018-02-07,254976
2018-02-08,254976
2018-02-09,252188
2018-02-10,252188
2018-02-11,249997
2018-02-12,251073
2018-02-13,251073
2018-02-14,254996
2018-02-15,250778
2018-02-16,250500
2018-02-17,246835
2018-02-18,246924
2018-02-19,252018
2018-02-20,263304
2018-02-21,264884
2018-02-22,268752
2018-02-23,271016
2018-02-24,271016
2018-02-25,281112
2018-02-26,281036
2018-02-27,279735
2018-03-01,279588
2018-03-02,277518
2018-03-03,276818
2018-03-04,276818
2018-03-05,278858
2018-03-06,279603
2018-03-07,278674
2018-03-08,278674
2018-03-09,276488
2018-03-10,280357
2018-03-11,275465
2018-03-12,273893
2018-03-13,268220
2018-03-14,261862
2018-03-15,261862
2018-03-16,256337
2018-03-17,247674
2018-03-18,239088
2018-03-19,239088
2018-03-20,232574
2018-03-21,232574
2018-03-23,231592
2018-03-24,232004
2018-03-26,229579
2018-03-27,232429
2018-03-28,232429
2018-03-29,239934
2018-03-30,242548
2018-03-31,242548
2018-04-01,249230
2018-04-02,252326
2018-04-03,256974
2018-04-04,261178
2018-04-05,261178
2018-04-06,269742
2018-04-07,269742
2018-04-08,283077
2018-04-09,296358
2018-04-10,296358
2018-04-11,303199
2018-04-12,307314
2018-04-13,307314
2018-04-14,318133
2018-04-15,320639
2018-04-16,320639
2018-04-17,316440
2018-04-18,316440
2018-04-19,319274
2018-04-20,304339
2018-04-21,293933
2018-04-22,293933
2018-04-23,283941
2018-04-24,279804
2018-04-25,272672
2018-04-26,272672
2018-04-27,267865
2018-04-28,266462
2018-04-29,268798
2018-04-30,263173
2018-05-01,259787
2018-05-04,266518
2018-05-05,271936
2018-05-06,271936
2018-05-07,270079
2018-05-08,271368
2018-05-09,275009
2018-05-10,276708
2018-05-11,276708
2018-05-12,280303
2018-05-13,280303
2018-05-14,281011
2018-05-15,281011
2018-05-16,277688
2018-05-17,272728
2018-05-18,282325
2018-05-19,285099
2018-05-20,285099
2018-05-21,284987
2018-05-22,284987
2018-05-23,285896
2018-05-24,285896
2018-05-25,285269
2018-05-26,290983
2018-05-27,290983
2018-05-28,298634
2018-05-29,304871
2018-05-30,312439
2018-05-31,317214
2018-06-01,325025
2018-06-02,333558
2018-06-03,333558
2018-06-04,339744
2018-06-05,343162
2018-06-06,333830
2018-06-07,333830
2018-06-08,325083
2018-06-09,325083
2018-06-10,310843
2018-06-11,303168
2018-06-12,288068
2018-06-13,276220
2018-06-14,262861
2018-06-15,262861
2018-06-16,250255
2018-06-17,243245
2018-06-18,235702
2018-06-19,235413
2018-06-20,235413
2018-06-21,244843
2018-06-22,250176
2018-06-23,250176
2018-06-24,256186
2018-06-25,253690
2018-06-26,253690
2018-06-27,257687
2018-06-28,259490
2018-06-29,259551
2018-06-30,259551
2018-07-01,265169
2018-07-02,265169
2018-07-03,260463
2018-07-04,260463
2018-07-05,262479
2018-07-06,264599
2018-07-07,262150
2018-07-08,258692
2018-07-09,259122
2018-07-10,255175
2018-07-11,248761
2018-07-12,248761
2018-07-13,253932
2018-07-14,260651
2018-07-15,260651
2018-07-16,261538
2018-07-17,263014
2018-07-18,261702
2018-07-19,261702
2018-07-20,252394
2018-07-21,255930
2018-07-22,253070
2018-07-23,254959
2018-07-24,254959
2018-07-25,253649
2018-07-26,254521
2018-07-27,254508
2018-07-28,254508
2018-07-29,254028
2018-07-30,247781
2018-07-31,246198
2018-08-01,246198
2018-08-02,246277
2018-08-03,246277
2018-08-04,249383
2018-08-05,256707
2018-08-06,261425
2018-08-07,264350
2018-08-08,261775
2018-08-09,261775
2018-08-10,259489
2018-08-11,262273
2018-08-12,261024
2018-08-14,253158
2018-08-16,250642
2018-08-17,251504
2018-08-18,251504
2018-08-19,247792
2018-08-20,245998
2018-08-21,245998
2018-08-22,240575
2018-08-23,240693
2018-08-24,237878
2018-08-25,239953
2018-08-26,236734
2018-08-27,240594
2018-08-28,248966
2018-08-29,247393
2018-08-30,243616
2018-08-31,238090
2018-09-01,231886
2018-09-02,226202
2018-09-03,223381
2018-09-04,225312
2018-09-05,230165
2018-09-06,230165
2018-09-07,239351
2018-09-08,243602
2018-09-09,243602
2018-09-10,252505
2018-09-11,252505
2018-09-12,258119
2018-09-13,261861
2018-09-14,259168
2018-09-15,263701
2018-09-16,263701
2018-09-17,267088
2018-09-18,272322
2018-09-19,272322
2018-09-20,275253
2018-09-21,275253
2018-09-22,278243
2018-09-23,276972
2018-09-24,279521
2018-09-25,279521
2018-09-26,279921
2018-09-27,279921
2018-09-28,278957
2018-09-29,276055
2018-09-30,270855
2018-10-02,272233
2018-10-03,271629
2018-10-04,271629
2018-10-05,273144
2018-10-06,272871
2018-10-07,272871
2018-10-08,274180
2018-10-09,275941
2018-10-10,275532
2018-10-11,278985
2018-10-12,278985
2018-10-13,282525
2018-10-14,280195
2018-10-15,279228
2018-10-16,280375
2018-10-17,279108
2018-10-18,279865
2018-10-19,280001
2018-10-20,280001
2018-10-21,285365
2018-10-22,294305
2018-10-23,294305
2018-10-24,293563
2018-10-25,296704
2018-10-26,296704
2018-10-27,301722
2018-10-28,302944
2018-10-29,302944
2018-10-30,299227
2018-10-31,295586
2018-11-01,296553
2018-11-03,307193
2018-11-04,309157
2018-11-05,311763
2018-11-06,320043
2018-11-07,327744
2018-11-08,336964
2018-11-09,346840
2018-11-10,356193
2018-11-11,362941
2018-11-12,372100
2018-11-13,380676
2018-11-15,391823
2018-11-16,394529
2018-11-17,401026
2018-11-18,402336
2018-11-19,408511
2018-11-20,417145
2018-11-21,423089
2018-11-22,431858
2018-11-23,447163
2018-11-24,454351
2018-11-25,463423
2018-11-26,465295
2018-11-27,464921
2018-11-28,466904
2018-11-29,476625
2018-12-01,485734
2018-12-02,498834
2018-12-03,519936
2018-12-04,532746
2018-12-05,534991
2018-12-07,518530
2018-12-09,511208
2018-12-10,509074
2018-12-11,507133
2018-12-12,515617
2018-12-13,514651
2018-12-14,511831
2018-12-15,512111
2018-12-16,515248
2018-12-17,495810
2018-12-18,481905
2018-12-19,464461
2018-12-20,453548
2018-12-21,441227
2018-12-22,429003
2018-12-23,411641
2018-12-24,398495
2018-12-25,394350
2018-12-26,385411
2018-12-27,386664
2018-12-28,390208
2018-12-29,391855
2018-12-30,398043
2018-12-31,386577
2019-01-01,393069
2019-01-02,393057
2019-01-03,390476
2019-01-04,384503
2019-01-05,379643
2019-01-06,372188
2019-01-08,372615
2019-01-10,345736
2019-01-11,330966
2019-01-12,319445
2019-01-13,304326
2019-01-14,293113
2019-01-15,285431
2019-01-16,283777
2019-01-17,281371
2019-01-18,275612
2019-01-19,269295
2019-01-20,260212
2019-01-21,252448
2019-01-22,243984
2019-01-23,236315
2019-01-24,227968
2019-01-25,220257
2019-01-26,214417
2019-01-27,207266
2019-01-28,206979
2019-01-29,203389
2019-01-30,195460
2019-01-31,187273
2019-02-01,189966
2019-02-02,193188
2019-02-03,190334
2019-02-04,187803
2019-02-05,192673
2019-02-06,201372
2019-02-07,206567
2019-02-08,205123
2019-02-09,202406
2019-02-10,203306
2019-02-11,200402
2019-02-12,196680
2019-02-13,201571
2019-02-14,202711
2019-02-15,202344
2019-02-16,204490
2019-02-17,206987
2019-02-18,208375
2019-02-19,208085
2019-02-20,205913
2019-02-21,208988
2019-02-22,208342
2019-02-23,210662
2019-02-24,209792
2019-02-25,211539
2019-02-26,214876
2019-02-27,214997
2019-02-28,219387
2019-03-01,219224
2019-03-02,218189
2019-03-03,217825
2019-03-04,217519
2019-03-05,216835
2019-03-06,218710
2019-03-07,218236
2019-03-08,219764
2019-03-09,224140
2019-03-10,231283
2019-03-11,238787
2019-03-12,246911
2019-03-13,256377
2019-03-14,262976
2019-03-15,265655
2019-03-16,267978
2019-03-17,271054
2019-03-18,271054
2019-03-19,263957
2019-03-20,260081
2019-03-21,256715
2019-03-22,256715
2019-03-23,254408
2019-03-24,249773
2019-03-25,249773
2019-03-26,250603
2019-03-27,250603
2019-03-28,250308
2019-03-29,248542
2019-03-30,248542
2019-03-31,244275
2019-04-01,239015
2019-04-02,232437
2019-04-03,231994
2019-04-04,234608
2019-04-05,234711
2019-04-06,230509
2019-04-07,225775
2019-04-08,219111
