date_obj,Red%20chinchompa price
2019-04-06,1423
2019-04-07,1426
2019-04-08,1419
2019-04-09,1432
2019-04-10,1484
2019-04-11,1515
2019-04-12,1515
2019-04-13,1509
2019-04-14,1494
2019-04-15,1488
2019-04-16,1481
2019-04-17,1461
2019-04-18,1490
2019-04-19,1532
2019-04-20,1554
2019-04-21,1533
2019-04-22,1498
2019-04-23,1456
2019-04-24,1444
2019-04-25,1443
2019-04-26,1441
2019-04-27,1448
2019-04-28,1443
2019-04-29,1442
2019-04-30,1458
2019-05-01,1466
2019-05-02,1504
2019-05-03,1565
2019-05-04,1607
2019-05-05,1622
2019-05-06,1626
2019-05-07,1609
2019-05-08,1589
2019-05-09,1564
2019-05-10,1550
2019-05-11,1549
2019-05-12,1540
2019-05-13,1532
2019-05-14,1580
2019-05-15,1601
2019-05-16,1608
2019-05-17,1614
2019-05-18,1583
2019-05-19,1572
2019-05-20,1565
2019-05-21,1565
2019-05-22,1560
2019-05-23,1565
2019-05-24,1586
2019-05-25,1574
2019-05-26,1576
2019-05-27,1564
2019-05-28,1554
2019-05-29,1537
2019-05-30,1533
2019-05-31,1528
2019-06-01,1511
2019-06-02,1469
2019-06-03,1399
2019-06-04,1380
2019-06-05,1373
2019-06-06,1379
2019-06-07,1392
2019-06-08,1392
2019-06-09,1375
2019-06-10,1364
2019-06-11,1374
2019-06-12,1376
2019-06-13,1361
2019-06-14,1372
2019-06-15,1382
2019-06-16,1389
2019-06-17,1397
2019-06-18,1400
2019-06-19,1398
2019-06-20,1376
2019-06-21,1365
2019-06-22,1363
2019-06-23,1368
2019-06-24,1368
2019-06-25,1373
2019-06-26,1350
2019-06-27,1335
2019-06-28,1341
2019-06-29,1333
2019-06-30,1320
2019-07-01,1319
2019-07-02,1328
2019-07-03,1344
2019-07-04,1339
2019-07-05,1329
2019-07-06,1332
2019-07-07,1333
2019-07-08,1335
2019-07-09,1332
2019-07-10,1325
2019-07-11,1323
2019-07-12,1325
2019-07-13,1323
2019-07-14,1319
2019-07-15,1318
2019-07-16,1314
2019-07-17,1308
2019-07-18,1315
2019-07-19,1312
2019-07-20,1308
2019-07-21,1313
2019-07-22,1330
2019-07-23,1332
2019-07-24,1322
2019-07-25,1293
2019-07-26,1283
2019-07-27,1275
2019-07-28,1255
2019-07-29,1248
2019-07-30,1268
2019-07-31,1304
2019-08-01,1318
2019-08-02,1329
2019-08-03,1308
2019-08-04,1292
2019-08-05,1292
2019-08-06,1288
2019-08-07,1267
2019-08-08,1261
2019-08-09,1252
2019-08-10,1253
2019-08-11,1259
2019-08-12,1271
2019-08-13,1280
2019-08-14,1297
2019-08-15,1308
2019-08-16,1312
2019-08-17,1294
2019-08-18,1286
2019-08-19,1276
2019-08-20,1273
2019-08-21,1283
2019-08-22,1293
2019-08-23,1280
2019-08-24,1264
2019-08-24,1264
2019-08-25,1249
2019-08-25,1249
2019-08-26,1227
2019-08-26,1227
2019-08-27,1211
2019-08-27,1211
2019-08-28,1204
2019-08-29,1216
2019-08-30,1210
2019-08-31,1186
2019-09-01,1182
2019-09-02,1198
2019-09-03,1203
2019-09-04,1213
2019-09-05,1233
2019-09-06,1245
2019-09-07,1246
2019-09-08,1230
2019-09-09,1234
2019-09-10,1246
2019-09-11,1270
2019-09-12,1290
2019-09-13,1297
2019-09-14,1294
2019-09-15,1288
2019-09-16,1301
2019-09-17,1346
2019-09-18,1362
2019-09-19,1376
2019-09-20,1362
2019-09-21,1369
2019-09-22,1361
2019-09-23,1367
2019-09-24,1385
2019-09-25,1390
2019-09-26,1391
2019-09-27,1396
2019-09-28,1388
2019-09-29,1364
2019-09-30,1356
2019-10-01,1357
2019-10-02,1371
2019-10-03,1377
2019-10-04,1376
2019-10-05,1383
2019-10-06,1385
2019-10-07,1377
2019-10-08,1384
2019-10-09,1394
2019-10-10,1416
2019-10-11,1460
2019-10-12,1474
2019-10-13,1514
2019-10-14,1515
2019-10-15,1534
2019-10-16,1558
2019-10-17,1577
2019-10-18,1576
2019-10-19,1549
2019-10-20,1509
2019-10-21,1505
2019-10-22,1511
2019-10-23,1516
2019-10-24,1489
2019-10-25,1476
2019-10-26,1470
2019-10-27,1462
2019-10-28,1486
2019-10-29,1505
2019-10-30,1514
2019-10-31,1535
2019-11-01,1569
2019-11-02,1585
2019-11-03,1586
2019-11-04,1582
2019-11-05,1573
2019-11-06,1565
2019-11-07,1555
2019-11-08,1546
2019-11-09,1536
2019-11-10,1541
2019-11-11,1548
2019-11-12,1576
2019-11-13,1591
2019-11-14,1618
2019-11-15,1608
2019-11-16,1588
2019-11-17,1578
2019-11-18,1558
2019-11-19,1546
2019-11-20,1547
2019-11-21,1547
2019-11-22,1561
2019-11-23,1625
2019-11-24,1639
2019-11-25,1654
2019-11-26,1677
2019-11-27,1726
2019-11-28,1735
2019-11-29,1725
2019-11-30,1740
2019-12-01,1790
2019-12-02,1827
2019-12-03,1900
2019-12-04,1900
2019-12-05,1848
2019-12-06,1812
2019-12-07,1796
2019-12-08,1793
2019-12-09,1813
2019-12-10,1879
2019-12-11,1897
2019-12-12,1898
2019-12-13,1941
2019-12-14,2021
2019-12-15,2008
2019-12-16,1995
2019-12-17,1964
2019-12-18,1932
2019-12-19,1914
2019-12-20,1892
2019-12-21,1855
2019-12-22,1839
2019-12-23,1820
2019-12-24,1826
2019-12-25,1837
2019-12-26,1843
2019-12-27,1829
2019-12-28,1810
2019-12-29,1804
2019-12-30,1787
2019-12-31,1783
2020-01-01,1812
2020-01-02,1874
2020-01-03,1915
2020-01-04,1941
2020-01-05,1964
2020-01-06,1958
2020-01-07,1939
2020-01-08,1921
2020-01-09,1908
2020-01-10,1899
2020-01-11,1892
2020-01-12,1895
2020-01-13,1886
2020-01-14,1899
2020-01-15,1917
2020-01-16,1910
2020-01-17,1895
2020-01-18,1889
2020-01-19,1886
2020-01-20,1906
2020-01-21,1935
2020-01-22,1933
2020-01-23,1922
2020-01-24,1902
2020-01-25,1885
2020-01-26,1877
2020-01-27,1870
2020-01-28,1859
2020-01-29,1851
2020-01-30,1840
2020-01-31,1824
2020-02-01,1818
2020-02-02,1848
2020-02-03,1873
2020-02-04,1909
2020-02-05,1920
2020-02-06,1898
2020-02-07,1872
2020-02-08,1876
2020-02-09,1879
2020-02-10,1920
2020-02-11,1976
2020-02-12,2017
2020-02-13,2005
2020-02-14,1953
2020-02-15,1910
2020-02-16,1872
2020-02-17,1860
2020-02-18,1849
2020-02-19,1837
2020-02-20,1825
2020-02-21,1819
2020-02-22,1818
2020-02-23,1818
2020-02-24,1811
2020-02-25,1802
2020-02-26,1796
2020-02-27,1784
2020-02-28,1770
2020-02-29,1753
2020-03-01,1723
2020-03-02,1731
2020-03-03,1738
2020-03-04,1761
2020-03-05,1768
2020-03-06,1791
2020-03-07,1808
2020-03-08,1809
2020-03-09,1786
2020-03-10,1780
2020-03-11,1768
2020-03-12,1748
2020-03-13,1728
2020-03-14,1716
2020-03-15,1706
2020-03-16,1705
2020-03-17,1728
2020-03-18,1735
2020-03-19,1734
2020-03-20,1741
2020-03-21,1741
2020-03-22,1761
2020-03-23,1771
2020-03-24,1765
2020-03-25,1761
2020-03-26,1767
2020-03-27,1773
2020-03-28,1777
2020-03-29,1778
2020-03-30,1811
2020-03-31,1835
2020-04-01,1847
2020-04-02,1827
2020-04-03,1819
2020-04-04,1784
2020-04-05,1733
2020-04-06,1721
2020-04-07,1734
2020-04-08,1741
2020-04-09,1737
2020-04-10,1726
2020-04-11,1686
2020-04-12,1625
2020-04-13,1594
2020-04-14,1522
2020-04-15,1518
2020-04-16,1590
2020-04-17,1639
2020-04-18,1661
2020-04-19,1670
2020-04-20,1677
2020-04-21,1651
2020-04-22,1622
2020-04-23,1619
2020-04-24,1628
2020-04-25,1616
2020-04-26,1598
2020-04-27,1593
2020-04-28,1624
2020-04-29,1642
2020-04-30,1671
2020-05-01,1673
2020-05-02,1668
2020-05-03,1663
2020-05-04,1652
2020-05-05,1641
2020-05-06,1636
2020-05-07,1627
2020-05-08,1621
2020-05-09,1587
2020-05-10,1521
2020-05-11,1481
2020-05-12,1430
2020-05-13,1415
