date_obj,Mystic%20gloves price
2019-04-09,5767
2019-04-10,5772
2019-04-11,5685
2019-04-12,5649
2019-04-13,5580
2019-04-14,5660
2019-04-15,5759
2019-04-16,5704
2019-04-17,5697
2019-04-18,5696
2019-04-19,5631
2019-04-20,5715
2019-04-21,5746
2019-04-22,5791
2019-04-23,5764
2019-04-24,5735
2019-04-25,5765
2019-04-26,5742
2019-04-27,5686
2019-04-28,5716
2019-04-29,5738
2019-04-30,5741
2019-05-01,5700
2019-05-02,5706
2019-05-03,5690
2019-05-04,5719
2019-05-05,5677
2019-05-06,5676
2019-05-07,5692
2019-05-08,5697
2019-05-09,5759
2019-05-10,5801
2019-05-11,5732
2019-05-12,5735
2019-05-13,5737
2019-05-14,5741
2019-05-15,5764
2019-05-16,5678
2019-05-17,5704
2019-05-18,5709
2019-05-19,5742
2019-05-20,5783
2019-05-21,5749
2019-05-22,5765
2019-05-23,5735
2019-05-24,5728
2019-05-25,5760
2019-05-26,5711
2019-05-27,5730
2019-05-28,5798
2019-05-29,5766
2019-05-30,5713
2019-05-31,5747
2019-06-01,5721
2019-06-02,5711
2019-06-03,5768
2019-06-04,5677
2019-06-05,5741
2019-06-06,5728
2019-06-07,5674
2019-06-08,5691
2019-06-09,5776
2019-06-10,5698
2019-06-11,5734
2019-06-12,5919
2019-06-13,6165
2019-06-14,5959
2019-06-15,5766
2019-06-16,5720
2019-06-17,5728
2019-06-18,5709
2019-06-19,5738
2019-06-20,5744
2019-06-21,5695
2019-06-22,5741
2019-06-23,5688
2019-06-24,5682
2019-06-25,5769
2019-06-26,5761
2019-06-27,5700
2019-06-28,5693
2019-06-29,5741
2019-06-30,5772
2019-07-01,5813
2019-07-02,5716
2019-07-03,5825
2019-07-04,5702
2019-07-05,5736
2019-07-06,5780
2019-07-07,5727
2019-07-08,5791
2019-07-09,5651
2019-07-10,5741
2019-07-11,5761
2019-07-12,5773
2019-07-13,5876
2019-07-14,5825
2019-07-15,5670
2019-07-16,5688
2019-07-17,5699
2019-07-18,5753
2019-07-19,5862
2019-07-20,5879
2019-07-21,5731
2019-07-22,5629
2019-07-23,5565
2019-07-24,5574
2019-07-25,5665
2019-07-26,5754
2019-07-27,5724
2019-07-28,5717
2019-07-29,5667
2019-07-30,5659
2019-07-31,5644
2019-08-01,5657
2019-08-02,5593
2019-08-03,5625
2019-08-04,5590
2019-08-05,5520
2019-08-06,5611
2019-08-07,5672
2019-08-08,5656
2019-08-09,5662
2019-08-10,5553
2019-08-11,5523
2019-08-12,5587
2019-08-13,5660
2019-08-14,5639
2019-08-15,5636
2019-08-16,5648
2019-08-17,5648
2019-08-18,5707
2019-08-19,5688
2019-08-20,5634
2019-08-21,5617
2019-08-22,5627
2019-08-23,5638
2019-08-24,5680
2019-08-24,5680
2019-08-25,5655
2019-08-25,5655
2019-08-26,5633
2019-08-26,5633
2019-08-27,5651
2019-08-27,5651
2019-08-28,5675
2019-08-29,5624
2019-08-30,5691
2019-08-31,5710
2019-09-01,5741
2019-09-02,5747
2019-09-03,5742
2019-09-04,5743
2019-09-05,5643
2019-09-06,5716
2019-09-07,5720
2019-09-08,5765
2019-09-09,5806
2019-09-10,5679
2019-09-11,5641
2019-09-12,5757
2019-09-13,5736
2019-09-14,5770
2019-09-15,5613
2019-09-16,5671
2019-09-17,5743
2019-09-18,5742
2019-09-19,5726
2019-09-20,5625
2019-09-21,5662
2019-09-22,5612
2019-09-23,5660
2019-09-24,5654
2019-09-25,5707
2019-09-26,5703
2019-09-27,5722
2019-09-28,5752
2019-09-29,5695
2019-09-30,5718
2019-10-01,5677
2019-10-02,5721
2019-10-03,5757
2019-10-04,5739
2019-10-05,5706
2019-10-06,5722
2019-10-07,5737
2019-10-08,5610
2019-10-09,5597
2019-10-10,5536
2019-10-11,5425
2019-10-12,5526
2019-10-13,5623
2019-10-14,5570
2019-10-15,5613
2019-10-16,5614
2019-10-17,5574
2019-10-18,5587
2019-10-19,5598
2019-10-20,5635
2019-10-21,5641
2019-10-22,5673
2019-10-23,5664
2019-10-24,5640
2019-10-25,5473
2019-10-26,5573
2019-10-27,5591
2019-10-28,5620
2019-10-29,5657
2019-10-30,5646
2019-10-31,5671
2019-11-01,5664
2019-11-02,5629
2019-11-03,5558
2019-11-04,5632
2019-11-05,5639
2019-11-06,5641
2019-11-07,5617
2019-11-08,5643
2019-11-09,5552
2019-11-10,5539
2019-11-11,5585
2019-11-12,5583
2019-11-13,5646
2019-11-14,5670
2019-11-15,5634
2019-11-16,5595
2019-11-17,5611
2019-11-18,5567
2019-11-19,5580
2019-11-20,5611
2019-11-21,5638
2019-11-22,5583
2019-11-23,5544
2019-11-24,5570
2019-11-25,5644
2019-11-26,5572
2019-11-27,5566
2019-11-28,5607
2019-11-29,5654
2019-11-30,5558
2019-12-01,5615
2019-12-02,5622
2019-12-03,5621
2019-12-04,5658
2019-12-05,5583
2019-12-06,5598
2019-12-07,5534
2019-12-08,5520
2019-12-09,5486
2019-12-10,5592
2019-12-11,5479
2019-12-12,5557
2019-12-13,5610
2019-12-14,5608
2019-12-15,5600
2019-12-16,5596
2019-12-17,5629
2019-12-18,5654
2019-12-19,5565
2019-12-20,5608
2019-12-21,5547
2019-12-22,5658
2019-12-23,5685
2019-12-24,5715
2019-12-25,5767
2019-12-26,5623
2019-12-27,5692
2019-12-28,5901
2019-12-29,6027
2019-12-30,5897
2019-12-31,5737
2020-01-01,5592
2020-01-02,5544
2020-01-03,5562
2020-01-04,5585
2020-01-05,5590
2020-01-06,5703
2020-01-07,5699
2020-01-08,5825
2020-01-09,5870
2020-01-10,5695
2020-01-11,5609
2020-01-12,5637
2020-01-13,5712
2020-01-14,5667
2020-01-15,5689
2020-01-16,5664
2020-01-17,5611
2020-01-18,5636
2020-01-19,5629
2020-01-20,5704
2020-01-21,5682
2020-01-22,5708
2020-01-23,5655
2020-01-24,5487
2020-01-25,5519
2020-01-26,5536
2020-01-27,5604
2020-01-28,5649
2020-01-29,5654
2020-01-30,5620
2020-01-31,5592
2020-02-01,5624
2020-02-02,5608
2020-02-03,5596
2020-02-04,5601
2020-02-05,5552
2020-02-06,5557
2020-02-07,5432
2020-02-08,5540
2020-02-09,5493
2020-02-10,5547
2020-02-11,5608
2020-02-12,5564
2020-02-13,5563
2020-02-14,5695
2020-02-15,5690
2020-02-16,5606
2020-02-17,5630
2020-02-18,5800
2020-02-19,5676
2020-02-20,5680
2020-02-21,5684
2020-02-22,5707
2020-02-23,5701
2020-02-24,5756
2020-02-25,5674
2020-02-26,5728
2020-02-27,5647
2020-02-28,5553
2020-02-29,5558
2020-03-01,5567
2020-03-02,5586
2020-03-03,5618
2020-03-04,5623
2020-03-05,5620
2020-03-06,5693
2020-03-07,5622
2020-03-08,5791
2020-03-09,5772
2020-03-10,5631
2020-03-11,5613
2020-03-12,5572
2020-03-13,5697
2020-03-14,5721
2020-03-15,5612
2020-03-16,5644
2020-03-17,5631
2020-03-18,5657
2020-03-19,5648
2020-03-20,5643
2020-03-21,5721
2020-03-22,5815
2020-03-23,5946
2020-03-24,5693
2020-03-25,5668
2020-03-26,5628
2020-03-27,5742
2020-03-28,5588
2020-03-29,5658
2020-03-30,5586
2020-03-31,5676
2020-04-01,5684
2020-04-02,5769
2020-04-03,5604
2020-04-04,5668
2020-04-05,5895
2020-04-06,5784
2020-04-07,5697
2020-04-08,5652
2020-04-09,5669
2020-04-10,5676
2020-04-11,5684
2020-04-12,5713
2020-04-13,5682
2020-04-14,5737
2020-04-15,5745
2020-04-16,5650
2020-04-17,5711
2020-04-18,5808
2020-04-19,5740
2020-04-20,5599
2020-04-21,5687
2020-04-22,5752
2020-04-23,5685
2020-04-24,5532
2020-04-25,5710
2020-04-26,5705
2020-04-27,5689
2020-04-28,5688
2020-04-29,5686
2020-04-30,5686
2020-05-01,5735
2020-05-02,5656
2020-05-03,5754
2020-05-04,5772
2020-05-05,5738
2020-05-06,5728
2020-05-07,5711
2020-05-08,5731
2020-05-09,5751
2020-05-10,5874
2020-05-11,5791
2020-05-12,5686
2020-05-13,5691
