date_obj,Black%20axe price
2019-08-05,560
2019-08-06,565
2019-08-07,551
2019-08-08,538
2019-08-09,531
2019-08-10,517
2019-08-11,515
2019-08-12,513
2019-08-13,514
2019-08-14,502
2019-08-15,490
2019-08-16,481
2019-08-17,471
2019-08-18,457
2019-08-19,454
2019-08-20,434
2019-08-21,426
2019-08-22,436
2019-08-23,444
2019-08-24,442
2019-08-24,442
2019-08-25,440
2019-08-25,440
2019-08-26,452
2019-08-27,455
2019-08-27,455
2019-08-28,462
2019-08-29,467
2019-08-30,468
2019-08-31,465
2019-09-01,467
2019-09-02,463
2019-09-03,469
2019-09-04,469
2019-09-05,475
2019-09-06,482
2019-09-07,484
2019-09-08,498
2019-09-09,507
2019-09-10,509
2019-09-11,500
2019-09-12,502
2019-09-13,504
2019-09-14,500
2019-09-15,499
2019-09-16,507
2019-09-17,510
2019-09-18,511
2019-09-19,512
2019-09-20,503
2019-09-21,492
2019-09-22,476
2019-09-23,482
2019-09-24,478
2019-09-25,485
2019-09-26,496
2019-09-27,496
2019-09-28,496
2019-09-29,495
2019-09-30,489
2019-10-01,490
2019-10-02,507
2019-10-03,512
2019-10-04,510
2019-10-05,513
2019-10-06,514
2019-10-07,519
2019-10-08,523
2019-10-09,544
2019-10-10,548
2019-10-11,560
2019-10-12,559
2019-10-13,567
2019-10-14,579
2019-10-15,589
2019-10-16,593
2019-10-17,609
2019-10-18,621
2019-10-19,637
2019-10-20,660
2019-10-21,681
2019-10-22,696
2019-10-23,714
2019-10-24,728
2019-10-25,748
2019-10-26,754
2019-10-27,747
2019-10-28,743
2019-10-29,745
2019-10-30,759
2019-10-31,751
2019-11-01,755
2019-11-02,733
2019-11-03,714
2019-11-04,690
2019-11-05,673
2019-11-06,669
2019-11-07,655
2019-11-08,639
2019-11-09,624
2019-11-10,617
2019-11-11,604
2019-11-12,596
2019-11-13,590
2019-11-14,590
2019-11-15,576
2019-11-16,555
2019-11-17,532
2019-11-18,524
2019-11-19,515
2019-11-20,509
2019-11-21,498
2019-11-22,489
2019-11-23,483
2019-11-24,477
2019-11-25,478
2019-11-26,470
2019-11-27,479
2019-11-28,489
2019-11-29,506
2019-11-30,515
2019-12-01,509
2019-12-02,515
2019-12-03,506
2019-12-04,502
2019-12-05,519
2019-12-06,528
2019-12-07,554
2019-12-08,572
2019-12-09,597
2019-12-10,602
2019-12-11,610
2019-12-12,627
2019-12-13,624
2019-12-14,635
2019-12-15,624
2019-12-16,625
2019-12-17,634
2019-12-18,625
2019-12-19,617
2019-12-20,621
2019-12-21,629
2019-12-22,624
2019-12-23,621
2019-12-24,628
2019-12-25,645
2019-12-26,630
2019-12-27,644
2019-12-28,643
2019-12-29,653
2019-12-30,672
2019-12-31,699
2020-01-01,701
2020-01-02,676
2020-01-03,684
2020-01-04,666
2020-01-05,656
2020-01-06,639
2020-01-07,616
2020-01-08,610
2020-01-09,623
2020-01-10,611
2020-01-11,594
2020-01-12,585
2020-01-13,586
2020-01-14,589
2020-01-15,590
2020-01-16,590
2020-01-17,591
2020-01-18,561
2020-01-19,546
2020-01-20,538
2020-01-21,529
2020-01-22,509
2020-01-23,489
2020-01-24,474
2020-01-25,472
2020-01-26,460
2020-01-27,452
2020-01-28,445
2020-01-29,447
2020-01-30,450
2020-01-31,450
2020-02-01,455
2020-02-02,452
2020-02-03,450
2020-02-04,457
2020-02-05,460
2020-02-06,470
2020-02-07,470
2020-02-08,475
2020-02-09,474
2020-02-10,480
2020-02-11,501
2020-02-12,526
2020-02-13,543
2020-02-14,563
2020-02-15,583
2020-02-16,601
2020-02-17,602
2020-02-18,583
2020-02-19,599
2020-02-20,614
2020-02-21,615
2020-02-22,612
2020-02-23,581
2020-02-24,553
2020-02-25,534
2020-02-26,515
2020-02-27,492
2020-02-28,475
2020-02-29,469
2020-03-01,458
2020-03-02,439
2020-03-03,422
2020-03-04,410
2020-03-05,396
2020-03-06,382
2020-03-07,363
2020-03-08,344
2020-03-09,333
2020-03-10,332
2020-03-11,337
2020-03-12,341
2020-03-13,340
2020-03-14,343
2020-03-15,361
2020-03-16,377
2020-03-17,386
2020-03-18,393
2020-03-19,393
2020-03-20,406
2020-03-21,417
2020-03-22,431
2020-03-23,446
2020-03-24,449
2020-03-25,446
2020-03-26,444
2020-03-27,443
2020-03-28,433
2020-03-29,424
2020-03-30,439
2020-03-31,435
2020-04-01,439
2020-04-02,440
2020-04-03,448
2020-04-04,451
2020-04-05,449
2020-04-06,451
2020-04-07,457
2020-04-08,461
2020-04-09,468
2020-04-10,464
2020-04-11,462
2020-04-12,462
2020-04-13,466
2020-04-14,466
2020-04-15,472
2020-04-16,484
2020-04-17,479
2020-04-18,489
2020-04-19,492
2020-04-20,498
2020-04-21,502
2020-04-22,510
2020-04-23,518
2020-04-24,526
2020-04-25,532
2020-04-26,537
2020-04-27,546
2020-04-28,556
2020-04-29,566
2020-04-30,572
2020-05-01,579
2020-05-02,579
2020-05-03,575
2020-05-04,577
2020-05-05,559
2020-05-06,542
2020-05-07,538
2020-05-08,537
2020-05-09,529
2020-05-10,505
2020-05-11,490
2020-05-12,471
2020-05-13,465
