date_obj,Avantoe%20seed price
2019-06-02,865
2019-06-03,831
2019-06-04,842
2019-06-05,870
2019-06-06,890
2019-06-07,876
2019-06-08,908
2019-06-09,931
2019-06-10,954
2019-06-11,991
2019-06-12,1028
2019-06-13,1072
2019-06-14,1115
2019-06-15,1155
2019-06-16,1202
2019-06-17,1256
2019-06-18,1311
2019-06-19,1366
2019-06-20,1405
2019-06-21,1405
2019-06-22,1367
2019-06-23,1382
2019-06-24,1355
2019-06-25,1326
2019-06-26,1315
2019-06-27,1301
2019-06-28,1261
2019-06-29,1208
2019-06-30,1165
2019-07-01,1129
2019-07-02,1099
2019-07-03,1112
2019-07-04,1138
2019-07-05,1128
2019-07-06,1107
2019-07-07,1085
2019-07-08,1036
2019-07-09,1005
2019-07-10,966
2019-07-11,932
2019-07-12,905
2019-07-13,879
2019-07-14,859
2019-07-15,849
2019-07-16,856
2019-07-17,873
2019-07-18,906
2019-07-19,914
2019-07-20,909
2019-07-21,910
2019-07-22,923
2019-07-23,955
2019-07-24,991
2019-07-25,1022
2019-07-26,1042
2019-07-27,1039
2019-07-28,1037
2019-07-29,1013
2019-07-30,1010
2019-07-31,992
2019-08-01,974
2019-08-02,1005
2019-08-03,984
2019-08-04,949
2019-08-05,911
2019-08-06,907
2019-08-07,906
2019-08-08,921
2019-08-09,925
2019-08-10,915
2019-08-11,956
2019-08-12,997
2019-08-13,1012
2019-08-14,1045
2019-08-15,1094
2019-08-16,1148
2019-08-17,1175
2019-08-18,1179
2019-08-19,1195
2019-08-20,1234
2019-08-21,1268
2019-08-22,1314
2019-08-23,1322
2019-08-24,1329
2019-08-24,1329
2019-08-25,1352
2019-08-25,1352
2019-08-26,1362
2019-08-27,1431
2019-08-27,1431
2019-08-28,1496
2019-08-29,1556
2019-08-30,1574
2019-08-31,1582
2019-09-01,1522
2019-09-02,1457
2019-09-03,1395
2019-09-04,1345
2019-09-05,1305
2019-09-06,1278
2019-09-07,1270
2019-09-08,1327
2019-09-09,1383
2019-09-10,1450
2019-09-11,1522
2019-09-12,1586
2019-09-13,1666
2019-09-14,1738
2019-09-15,1787
2019-09-16,1842
2019-09-17,1903
2019-09-18,1917
2019-09-19,1912
2019-09-20,1991
2019-09-21,2008
2019-09-22,2025
2019-09-23,1968
2019-09-24,2012
2019-09-25,2036
2019-09-26,2039
2019-09-27,2020
2019-09-28,1978
2019-09-29,1900
2019-09-30,1833
2019-10-01,1841
2019-10-02,1783
2019-10-03,1798
2019-10-04,1797
2019-10-05,1807
2019-10-06,1780
2019-10-07,1783
2019-10-08,1797
2019-10-09,1803
2019-10-10,1785
2019-10-11,1778
2019-10-12,1801
2019-10-13,1760
2019-10-14,1734
2019-10-15,1714
2019-10-16,1712
2019-10-17,1651
2019-10-18,1606
2019-10-19,1562
2019-10-20,1494
2019-10-21,1440
2019-10-22,1406
2019-10-23,1365
2019-10-24,1339
2019-10-25,1280
2019-10-26,1219
2019-10-27,1169
2019-10-28,1121
2019-10-29,1080
2019-10-30,1040
2019-10-31,1002
2019-11-01,976
2019-11-02,940
2019-11-03,897
2019-11-04,882
2019-11-05,886
2019-11-06,873
2019-11-07,877
2019-11-08,885
2019-11-09,902
2019-11-10,900
2019-11-11,893
2019-11-12,889
2019-11-13,922
2019-11-14,943
2019-11-15,933
2019-11-16,920
2019-11-17,884
2019-11-18,853
2019-11-19,863
2019-11-20,834
2019-11-21,818
2019-11-22,782
2019-11-23,761
2019-11-24,729
2019-11-25,701
2019-11-26,687
2019-11-27,671
2019-11-28,652
2019-11-29,643
2019-11-30,624
2019-12-01,613
2019-12-02,593
2019-12-03,574
2019-12-04,573
2019-12-05,580
2019-12-06,577
2019-12-07,574
2019-12-08,583
2019-12-09,595
2019-12-10,616
2019-12-11,636
2019-12-12,666
2019-12-13,695
2019-12-14,722
2019-12-15,740
2019-12-16,742
2019-12-17,763
2019-12-18,796
2019-12-19,788
2019-12-20,809
2019-12-21,792
2019-12-22,765
2019-12-23,740
2019-12-24,709
2019-12-25,684
2019-12-26,656
2019-12-27,624
2019-12-28,605
2019-12-29,596
2019-12-30,581
2019-12-31,575
2020-01-01,586
2020-01-02,584
2020-01-03,611
2020-01-04,642
2020-01-05,672
2020-01-06,706
2020-01-07,742
2020-01-08,780
2020-01-09,814
2020-01-10,849
2020-01-11,880
2020-01-12,911
2020-01-13,900
2020-01-14,909
2020-01-15,940
2020-01-16,959
2020-01-17,979
2020-01-18,992
2020-01-19,962
2020-01-20,929
2020-01-21,904
2020-01-22,880
2020-01-23,861
2020-01-24,862
2020-01-25,875
2020-01-26,854
2020-01-27,879
2020-01-28,868
2020-01-29,824
2020-01-30,796
2020-01-31,776
2020-02-01,793
2020-02-02,800
2020-02-03,801
2020-02-04,785
2020-02-05,771
2020-02-06,760
2020-02-07,749
2020-02-08,752
2020-02-09,739
2020-02-10,743
2020-02-11,737
2020-02-12,744
2020-02-13,745
2020-02-14,747
2020-02-15,744
2020-02-16,728
2020-02-17,714
2020-02-18,728
2020-02-19,725
2020-02-20,725
2020-02-21,724
2020-02-22,726
2020-02-23,740
2020-02-24,745
2020-02-25,756
2020-02-26,782
2020-02-27,800
2020-02-28,815
2020-02-29,795
2020-03-01,824
2020-03-02,845
2020-03-03,864
2020-03-04,863
2020-03-05,855
2020-03-06,852
2020-03-07,844
2020-03-08,824
2020-03-09,804
2020-03-10,792
2020-03-11,772
2020-03-12,760
2020-03-13,775
2020-03-14,781
2020-03-15,803
2020-03-16,789
2020-03-17,789
2020-03-18,818
2020-03-19,832
2020-03-20,853
2020-03-21,871
2020-03-22,893
2020-03-23,909
2020-03-24,906
2020-03-25,910
2020-03-26,906
2020-03-27,896
2020-03-28,863
2020-03-29,824
2020-03-30,794
2020-03-31,783
2020-04-01,760
2020-04-02,730
2020-04-03,705
2020-04-04,709
2020-04-05,724
2020-04-06,731
2020-04-07,759
2020-04-08,788
2020-04-09,820
2020-04-10,849
2020-04-11,890
2020-04-12,934
2020-04-13,978
2020-04-14,1017
2020-04-15,1052
2020-04-16,1080
2020-04-17,1109
2020-04-18,1107
2020-04-19,1113
2020-04-20,1141
2020-04-21,1163
2020-04-22,1197
2020-04-23,1223
2020-04-24,1238
2020-04-25,1285
2020-04-26,1313
2020-04-27,1352
2020-04-28,1396
2020-04-29,1443
2020-04-30,1455
2020-05-01,1457
2020-05-02,1500
2020-05-03,1458
2020-05-04,1401
2020-05-05,1368
2020-05-06,1427
2020-05-07,1493
2020-05-08,1553
2020-05-09,1593
2020-05-10,1582
2020-05-11,1565
2020-05-12,1529
2020-05-13,1590
