date_obj,Justiciar%20legguards price
2019-05-08,24163229
2019-05-09,24254611
2019-05-10,24032316
2019-05-11,23784413
2019-05-12,23381726
2019-05-13,22952000
2019-05-14,22608301
2019-05-15,22121017
2019-05-16,21485357
2019-05-17,21234172
2019-05-18,20847494
2019-05-19,20806622
2019-05-20,20480846
2019-05-21,20054190
2019-05-22,19969965
2019-05-23,19468788
2019-05-24,19115325
2019-05-25,18566016
2019-05-26,17902950
2019-05-27,17532962
2019-05-28,17659117
2019-05-29,18408894
2019-05-30,18852574
2019-05-31,19369727
2019-06-01,19519882
2019-06-02,19179135
2019-06-03,19011872
2019-06-04,18637502
2019-06-05,18449362
2019-06-06,18200351
2019-06-07,17948786
2019-06-08,17455021
2019-06-09,17146395
2019-06-10,16964408
2019-06-11,16932842
2019-06-12,17242586
2019-06-13,17376957
2019-06-14,17653335
2019-06-15,17612769
2019-06-16,17366293
2019-06-17,16816306
2019-06-18,16180938
2019-06-19,15535572
2019-06-20,14929367
2019-06-21,14986106
2019-06-22,14866121
2019-06-23,14361723
2019-06-24,14726462
2019-06-25,15425485
2019-06-26,16180504
2019-06-27,16954045
2019-06-28,17792085
2019-06-29,18133866
2019-06-30,18395898
2019-07-01,17974822
2019-07-02,17862395
2019-07-03,17241937
2019-07-04,16745659
2019-07-05,16225815
2019-07-06,16472275
2019-07-07,16725579
2019-07-08,17511371
2019-07-09,18386940
2019-07-10,19042774
2019-07-11,19461722
2019-07-12,19917642
2019-07-13,20601961
2019-07-14,20797550
2019-07-15,21133100
2019-07-16,21218089
2019-07-17,21278298
2019-07-18,21209942
2019-07-19,21035809
2019-07-20,20859513
2019-07-21,20567439
2019-07-22,20147490
2019-07-23,19784567
2019-07-24,19877054
2019-07-25,19484563
2019-07-26,18798694
2019-07-27,18453640
2019-07-28,18574891
2019-07-29,18796539
2019-07-30,18991385
2019-07-31,19651191
2019-08-01,20170413
2019-08-02,20511818
2019-08-03,20422771
2019-08-04,20465225
2019-08-05,20201986
2019-08-06,20309948
2019-08-07,20391335
2019-08-08,20373549
2019-08-09,20525422
2019-08-10,20493026
2019-08-11,20476795
2019-08-12,20646298
2019-08-13,20541607
2019-08-14,20521122
2019-08-15,20430944
2019-08-16,20289176
2019-08-17,20246452
2019-08-18,19949080
2019-08-19,19290755
2019-08-20,19057862
2019-08-21,18767970
2019-08-22,18188450
2019-08-23,18143208
2019-08-24,18271756
2019-08-24,18271756
2019-08-25,18454479
2019-08-25,18454479
2019-08-26,18431979
2019-08-26,18431979
2019-08-27,18443082
2019-08-27,18443082
2019-08-28,18476397
2019-08-29,18462647
2019-08-30,18340785
2019-08-31,18283317
2019-09-01,18349761
2019-09-02,18420082
2019-09-03,18491456
2019-09-04,18815502
2019-09-05,18932347
2019-09-06,19497646
2019-09-07,20092200
2019-09-08,19843221
2019-09-09,19723946
2019-09-10,19173971
2019-09-11,18774675
2019-09-12,18788686
2019-09-13,18850016
2019-09-14,19027454
2019-09-15,19175559
2019-09-16,19526239
2019-09-17,19886217
2019-09-18,20104959
2019-09-19,20473136
2019-09-20,20555274
2019-09-21,21070125
2019-09-22,21442834
2019-09-23,21446579
2019-09-24,21317923
2019-09-25,21312061
2019-09-26,21129933
2019-09-27,21865724
2019-09-28,22938493
2019-09-29,24002951
2019-09-30,24240424
2019-10-01,24085593
2019-10-02,23278739
2019-10-03,23094081
2019-10-04,24063458
2019-10-05,24617545
2019-10-06,25204862
2019-10-07,25098206
2019-10-08,24937885
2019-10-09,24488098
2019-10-10,23413671
2019-10-11,22591397
2019-10-12,21769836
2019-10-13,21453025
2019-10-14,21340379
2019-10-15,21306403
2019-10-16,21175741
2019-10-17,20999905
2019-10-18,20749087
2019-10-19,20485377
2019-10-20,20177540
2019-10-21,19946619
2019-10-22,19763972
2019-10-23,19279958
2019-10-24,18747892
2019-10-25,18444795
2019-10-26,18213586
2019-10-27,18040431
2019-10-28,18119100
2019-10-29,18739359
2019-10-30,18955338
2019-10-31,19388355
2019-11-01,19614483
2019-11-02,19769375
2019-11-03,19899236
2019-11-04,19997325
2019-11-05,20145843
2019-11-06,20144707
2019-11-07,20259988
2019-11-08,20092411
2019-11-09,20044710
2019-11-10,20113445
2019-11-11,20029827
2019-11-12,20073255
2019-11-13,20176770
2019-11-14,20369077
2019-11-15,20855784
2019-11-16,21483102
2019-11-17,21418148
2019-11-18,21226948
2019-11-19,21317784
2019-11-20,21199585
2019-11-21,20715923
2019-11-22,20560467
2019-11-23,20391656
2019-11-24,20325781
2019-11-25,20225880
2019-11-26,20224850
2019-11-27,20239755
2019-11-28,20063790
2019-11-29,20079375
2019-11-30,19977909
2019-12-01,19827571
2019-12-02,19693538
2019-12-03,19590907
2019-12-04,19411702
2019-12-05,19063766
2019-12-06,18485108
2019-12-07,18495556
2019-12-08,18699273
2019-12-09,19132856
2019-12-10,18842294
2019-12-11,18856340
2019-12-12,18724070
2019-12-13,18662023
2019-12-14,18567136
2019-12-15,18436012
2019-12-16,18328645
2019-12-17,18365783
2019-12-18,18336037
2019-12-19,18458755
2019-12-20,18759790
2019-12-21,18927293
2019-12-22,19260469
2019-12-23,19238228
2019-12-24,19213269
2019-12-25,19279120
2019-12-26,19390190
2019-12-27,19715553
2019-12-28,19783855
2019-12-29,20272905
2019-12-30,20891451
2019-12-31,21903756
2020-01-01,21976948
2020-01-02,21595631
2020-01-03,21365620
2020-01-04,21092843
2020-01-05,20830780
2020-01-06,20661428
2020-01-07,20167751
2020-01-08,19961413
2020-01-09,19765103
2020-01-10,19902768
2020-01-11,20574648
2020-01-12,20753692
2020-01-13,20692222
2020-01-14,20803807
2020-01-15,20556580
2020-01-16,20595558
2020-01-17,20317054
2020-01-18,20214525
2020-01-19,20033304
2020-01-20,19952081
2020-01-21,19842006
2020-01-22,19730229
2020-01-23,19633313
2020-01-24,19642972
2020-01-25,19692008
2020-01-26,19746967
2020-01-27,19552206
2020-01-28,19560643
2020-01-29,19580498
2020-01-30,19607718
2020-01-31,19580643
2020-02-01,19576556
2020-02-02,19749300
2020-02-03,19672650
2020-02-04,19706396
2020-02-05,20065895
2020-02-06,19714266
2020-02-07,19110880
2020-02-08,18948710
2020-02-09,18926156
2020-02-10,18856795
2020-02-11,18893883
2020-02-12,18856505
2020-02-13,18812151
2020-02-14,18780825
2020-02-15,19061081
2020-02-16,18982238
2020-02-17,19092220
2020-02-18,19327792
2020-02-19,19674581
2020-02-20,19814551
2020-02-21,19738656
2020-02-22,19550049
2020-02-23,19475142
2020-02-24,19274273
2020-02-25,18901588
2020-02-26,18710387
2020-02-27,18644871
2020-02-28,18519845
2020-02-29,18537617
2020-03-01,18550275
2020-03-02,18509169
2020-03-03,18478954
2020-03-04,18366831
2020-03-05,18329544
2020-03-06,18245286
2020-03-07,18153324
2020-03-08,18030004
2020-03-09,17962397
2020-03-10,17935931
2020-03-11,18204445
2020-03-12,18696868
2020-03-13,18982920
2020-03-14,19016089
2020-03-15,19002737
2020-03-16,18936524
2020-03-17,18806227
2020-03-18,18697516
2020-03-19,18571827
2020-03-20,18584082
2020-03-21,18750286
2020-03-22,18735393
2020-03-23,18762208
2020-03-24,18969711
2020-03-25,19159552
2020-03-26,18841908
2020-03-27,18681131
2020-03-28,18524134
2020-03-29,18065114
2020-03-30,18113135
2020-03-31,18374626
2020-04-01,18568553
2020-04-02,18663628
2020-04-03,18633762
2020-04-04,18676775
2020-04-05,18781199
2020-04-06,18801946
2020-04-07,18708663
2020-04-08,18554346
2020-04-09,18427028
2020-04-10,18450589
2020-04-11,18363211
2020-04-12,18408353
2020-04-13,18336947
2020-04-14,18337044
2020-04-15,18348226
2020-04-16,18311959
2020-04-17,18148050
2020-04-18,18001175
2020-04-19,18085296
2020-04-20,18215263
2020-04-21,18256160
2020-04-22,18340033
2020-04-23,18213244
2020-04-24,18142456
2020-04-25,18090047
2020-04-26,18165388
2020-04-27,18021155
2020-04-28,17945636
2020-04-29,17908481
2020-04-30,17791531
2020-05-01,17764977
2020-05-02,17845030
2020-05-03,17773421
2020-05-04,17721981
2020-05-05,17678487
2020-05-06,17542985
2020-05-07,17413260
2020-05-08,17343210
2020-05-09,17264252
2020-05-10,17165108
2020-05-11,16990716
2020-05-12,16922539
2020-05-13,16790458
