date_obj,Mithril%20platelegs%20(g) price
2019-04-07,5824
2019-04-08,5569
2019-04-09,5626
2019-04-10,5822
2019-04-11,5844
2019-04-12,5857
2019-04-13,5860
2019-04-14,5769
2019-04-15,5804
2019-04-16,5575
2019-04-17,5513
2019-04-18,5470
2019-04-19,5338
2019-04-20,5262
2019-04-21,5070
2019-04-22,5072
2019-04-23,5040
2019-04-24,5056
2019-04-25,5091
2019-04-26,5187
2019-04-27,5215
2019-04-28,5080
2019-04-29,5058
2019-04-30,5092
2019-05-01,4974
2019-05-02,4936
2019-05-03,4878
2019-05-04,4892
2019-05-05,4971
2019-05-06,4980
2019-05-07,5054
2019-05-08,5243
2019-05-09,5281
2019-05-10,5406
2019-05-11,5571
2019-05-12,5734
2019-05-13,5948
2019-05-14,6035
2019-05-15,6210
2019-05-16,6349
2019-05-17,6351
2019-05-18,6173
2019-05-19,6143
2019-05-20,6299
2019-05-21,6339
2019-05-22,6249
2019-05-23,6240
2019-05-24,6245
2019-05-25,6328
2019-05-26,6206
2019-05-27,6101
2019-05-28,6092
2019-05-29,6103
2019-05-30,6128
2019-05-31,6210
2019-06-01,6146
2019-06-02,6053
2019-06-03,6010
2019-06-04,6015
2019-06-05,6097
2019-06-06,6101
2019-06-07,6051
2019-06-08,6158
2019-06-09,6169
2019-06-10,6169
2019-06-11,6090
2019-06-12,6265
2019-06-13,6341
2019-06-14,6330
2019-06-15,6345
2019-06-16,6448
2019-06-17,6537
2019-06-18,6604
2019-06-19,6531
2019-06-20,6472
2019-06-21,6323
2019-06-22,6294
2019-06-23,6123
2019-06-24,5836
2019-06-25,5592
2019-06-26,5343
2019-06-27,5213
2019-06-28,5213
2019-06-29,5088
2019-06-30,4974
2019-07-01,4874
2019-07-02,4831
2019-07-03,4914
2019-07-04,4888
2019-07-05,4866
2019-07-06,4861
2019-07-07,4862
2019-07-08,4796
2019-07-09,4726
2019-07-10,4644
2019-07-11,4735
2019-07-12,4809
2019-07-13,4907
2019-07-14,5059
2019-07-15,5204
2019-07-16,5456
2019-07-17,5619
2019-07-18,5697
2019-07-19,5711
2019-07-20,5876
2019-07-21,5947
2019-07-22,6062
2019-07-23,6261
2019-07-24,6370
2019-07-25,6592
2019-07-26,6705
2019-07-27,6881
2019-07-28,6969
2019-07-29,7069
2019-07-30,7136
2019-07-31,7208
2019-08-01,7308
2019-08-02,7485
2019-08-03,7439
2019-08-04,7576
2019-08-05,7750
2019-08-06,7609
2019-08-07,7539
2019-08-08,7194
2019-08-09,7027
2019-08-10,7029
2019-08-11,7193
2019-08-12,7103
2019-08-13,7091
2019-08-14,7108
2019-08-15,7312
2019-08-16,7503
2019-08-17,7503
2019-08-18,7715
2019-08-19,7859
2019-08-20,7781
2019-08-21,7422
2019-08-22,7260
2019-08-23,7347
2019-08-24,7488
2019-08-24,7488
2019-08-25,7524
2019-08-25,7524
2019-08-26,7631
2019-08-26,7631
2019-08-27,7707
2019-08-27,7707
2019-08-28,7641
2019-08-29,7661
2019-08-30,7686
2019-08-31,7997
2019-09-01,8266
2019-09-02,8471
2019-09-03,8796
2019-09-04,8910
2019-09-05,8830
2019-09-06,8666
2019-09-07,8470
2019-09-08,8241
2019-09-09,7925
2019-09-10,7657
2019-09-11,7427
2019-09-12,7057
2019-09-13,6840
2019-09-14,6631
2019-09-15,6529
2019-09-16,6298
2019-09-17,6026
2019-09-18,6086
2019-09-19,6113
2019-09-20,6204
2019-09-21,6147
2019-09-22,6094
2019-09-23,6003
2019-09-24,6003
2019-09-25,6016
2019-09-26,6144
2019-09-27,6307
2019-09-28,6405
2019-09-29,6405
2019-09-30,6476
2019-10-01,6545
2019-10-02,6419
2019-10-03,6428
2019-10-04,6478
2019-10-05,6412
2019-10-06,6483
2019-10-07,6590
2019-10-08,6611
2019-10-09,6611
2019-10-10,6637
2019-10-11,6606
2019-10-12,6649
2019-10-13,6732
2019-10-14,6586
2019-10-15,6586
2019-10-16,6697
2019-10-17,6541
2019-10-18,6522
2019-10-19,6378
2019-10-20,6328
2019-10-21,6161
2019-10-22,6023
2019-10-23,5761
2019-10-24,5674
2019-10-25,5836
2019-10-26,5637
2019-10-27,5680
2019-10-28,5604
2019-10-29,5604
2019-10-30,5648
2019-10-31,5747
2019-11-01,5714
2019-11-02,5720
2019-11-03,5640
2019-11-04,5621
2019-11-05,5446
2019-11-06,5509
2019-11-07,5528
2019-11-08,5476
2019-11-09,5311
2019-11-10,5143
2019-11-11,5104
2019-11-12,4900
2019-11-13,4690
2019-11-14,4582
2019-11-15,4397
2019-11-16,4314
2019-11-17,4314
2019-11-18,4132
2019-11-19,4208
2019-11-20,4185
2019-11-21,4185
2019-11-22,4143
2019-11-23,3970
2019-11-24,3920
2019-11-25,3826
2019-11-26,3715
2019-11-27,3715
2019-11-28,3723
2019-11-29,3618
2019-11-30,3546
2019-12-01,3499
2019-12-02,3364
2019-12-03,3280
2019-12-04,3294
2019-12-05,3294
2019-12-06,3345
2019-12-07,3304
2019-12-08,3304
2019-12-09,3304
2019-12-10,3384
2019-12-11,3448
2019-12-12,3448
2019-12-13,3435
2019-12-14,3438
2019-12-15,3421
2019-12-16,3317
2019-12-17,3299
2019-12-18,3337
2019-12-19,3340
2019-12-20,3285
2019-12-21,3322
2019-12-22,3376
2019-12-23,3364
2019-12-24,3330
2019-12-25,3313
2019-12-26,3313
2019-12-27,3186
2019-12-28,3069
2019-12-29,2954
2019-12-30,2840
2019-12-31,2698
2020-01-01,2563
2020-01-02,2436
2020-01-03,2314
2020-01-04,2209
2020-01-05,2175
2020-01-06,2203
2020-01-07,2210
2020-01-08,2210
2020-01-09,2240
2020-01-10,2276
2020-01-11,2353
2020-01-12,2368
2020-01-13,2368
2020-01-14,2405
2020-01-15,2497
2020-01-16,2561
2020-01-17,2666
2020-01-18,2739
2020-01-19,2814
2020-01-20,2919
2020-01-21,2919
2020-01-22,2895
2020-01-23,2879
2020-01-24,2949
2020-01-25,2912
2020-01-26,2833
2020-01-27,2888
2020-01-28,2956
2020-01-29,3009
2020-01-30,3065
2020-01-31,3099
2020-02-01,3148
2020-02-02,3123
2020-02-03,3134
2020-02-04,3157
2020-02-05,3049
2020-02-06,3092
2020-02-07,3103
2020-02-08,3129
2020-02-09,3133
2020-02-10,3235
2020-02-11,3313
2020-02-12,3383
2020-02-13,3433
2020-02-14,3541
2020-02-15,3637
2020-02-16,3693
2020-02-17,3706
2020-02-18,3815
2020-02-19,3844
2020-02-20,3891
2020-02-21,3891
2020-02-22,3857
2020-02-23,3790
2020-02-24,3839
2020-02-25,3915
2020-02-26,3719
2020-02-27,3729
2020-02-28,3605
2020-02-29,3605
2020-03-01,3496
2020-03-02,3346
2020-03-03,3211
2020-03-04,3102
2020-03-05,2989
2020-03-06,2883
2020-03-07,2947
2020-03-08,2969
2020-03-09,3057
2020-03-10,3090
2020-03-11,3132
2020-03-12,3169
2020-03-13,3170
2020-03-14,3179
2020-03-15,3152
2020-03-16,3044
2020-03-17,3137
2020-03-18,3042
2020-03-19,3069
2020-03-20,3043
2020-03-21,3007
2020-03-22,2901
2020-03-23,2790
2020-03-24,2782
2020-03-25,2851
2020-03-26,2845
2020-03-27,2868
2020-03-28,2902
2020-03-29,2971
2020-03-30,3044
2020-03-31,3100
2020-04-01,3119
2020-04-02,3112
2020-04-03,3112
2020-04-04,3019
2020-04-05,2985
2020-04-06,2957
2020-04-07,2999
2020-04-08,3023
2020-04-09,2934
2020-04-10,2895
2020-04-11,2814
2020-04-12,2825
2020-04-13,2849
2020-04-14,2900
2020-04-15,2942
2020-04-16,2894
2020-04-17,2930
2020-04-18,2996
2020-04-19,3080
2020-04-20,3082
2020-04-21,3076
2020-04-22,3061
2020-04-23,3030
2020-04-24,3040
2020-04-25,3076
2020-04-26,3122
2020-04-27,3128
2020-04-28,3114
2020-04-29,3143
2020-04-30,3249
2020-05-01,3190
2020-05-02,3130
2020-05-03,3118
2020-05-04,2987
2020-05-05,2881
2020-05-06,2805
2020-05-07,2793
2020-05-08,2810
2020-05-09,2810
2020-05-10,2802
2020-05-11,2837
2020-05-12,2904
2020-05-13,2843
