date_obj,Ancient%20platebody price
2015-10-10,42166
2015-10-11,43497
2015-10-12,43480
2015-10-13,43480
2015-10-14,44266
2015-10-15,45341
2015-10-16,45341
2015-10-17,45966
2015-10-18,46174
2015-10-19,47013
2015-10-20,47013
2015-10-22,47869
2015-10-23,47842
2015-10-24,47842
2015-10-25,47216
2015-10-26,46489
2015-10-27,46489
2015-10-28,44454
2015-10-29,42933
2015-10-30,42933
2015-10-31,42139
2015-11-01,42139
2015-11-02,41391
2015-11-03,41391
2015-11-04,41855
2015-11-05,42328
2015-11-06,42328
2015-11-07,42529
2015-11-08,42529
2015-11-09,42535
2015-11-10,42535
2015-11-11,42264
2015-11-12,42264
2015-11-13,40889
2015-11-14,40889
2015-11-15,39652
2015-11-16,39652
2015-11-17,41541
2015-11-18,41541
2015-11-19,42488
2015-11-20,44050
2015-11-21,44050
2015-11-22,45535
2015-11-23,45535
2015-11-24,46507
2015-11-25,47347
2015-11-26,47347
2015-11-27,46820
2015-11-28,45776
2015-11-29,45652
2015-11-30,45076
2015-12-01,45076
2015-12-02,45321
2015-12-03,45546
2015-12-04,45546
2015-12-05,45703
2015-12-06,46107
2015-12-07,46107
2015-12-08,46397
2015-12-09,46006
2015-12-10,46029
2015-12-11,46492
2015-12-12,46492
2015-12-13,46965
2015-12-14,46965
2015-12-15,47175
2015-12-16,45422
2015-12-17,45422
2015-12-18,44537
2015-12-19,44680
2015-12-20,45371
2015-12-21,45120
2015-12-22,45877
2015-12-23,45449
2015-12-24,45449
2015-12-25,44307
2015-12-26,44307
2015-12-27,44762
2015-12-28,44762
2015-12-29,44560
2015-12-30,45121
2015-12-31,45121
2016-01-01,44470
2016-01-02,44495
2016-01-03,44278
2016-01-04,42927
2016-01-05,42083
2016-01-06,41044
2016-01-07,40368
2016-01-08,41259
2016-01-09,41259
2016-01-10,40919
2016-01-11,39800
2016-01-12,39634
2016-01-13,40422
2016-01-14,40604
2016-01-15,41227
2016-01-16,42205
2016-01-17,41829
2016-01-18,41920
2016-01-19,41920
2016-01-20,43396
2016-01-21,44138
2016-01-22,43903
2016-01-23,42981
2016-01-24,42573
2016-01-25,43126
2016-01-26,42543
2016-01-27,42124
2016-01-28,42124
2016-01-29,42958
2016-01-30,42958
2016-01-31,42104
2016-02-01,41432
2016-02-02,41515
2016-02-03,41498
2016-02-04,41498
2016-02-05,39996
2016-02-06,39527
2016-02-07,39992
2016-02-08,39542
2016-02-09,39489
2016-02-10,39534
2016-02-11,39534
2016-02-12,39096
2016-02-13,38778
2016-02-14,38778
2016-02-15,38979
2016-02-16,38965
2016-02-17,38536
2016-02-18,38536
2016-02-19,38881
2016-02-20,39764
2016-02-21,40623
2016-02-22,40623
2016-02-23,41106
2016-02-24,41106
2016-02-25,41810
2016-02-26,41810
2016-02-27,41962
2016-02-28,41962
2016-02-29,42388
2016-03-01,41839
2016-03-02,41839
2016-03-03,41296
2016-03-04,40670
2016-03-05,40332
2016-03-06,40144
2016-03-07,40144
2016-03-08,39979
2016-03-09,40215
2016-03-10,40309
2016-03-11,40309
2016-03-12,40800
2016-03-13,40800
2016-03-14,41523
2016-03-15,42451
2016-03-16,42848
2016-03-17,43321
2016-03-18,43084
2016-03-19,43347
2016-03-20,43261
2016-03-21,43261
2016-03-22,43707
2016-03-23,43579
2016-03-24,43579
2016-03-25,43692
2016-03-26,43612
2016-03-27,43612
2016-03-28,42756
2016-03-29,43202
2016-03-30,43202
2016-03-31,44318
2016-04-01,46534
2016-04-02,48861
2016-04-03,51305
2016-04-04,53871
2016-04-05,56163
2016-04-06,58972
2016-04-07,61921
2016-04-08,65018
2016-04-09,68182
2016-04-10,70990
2016-04-11,70990
2016-04-12,71374
2016-04-13,67861
2016-04-14,66856
2016-04-15,65360
2016-04-16,63009
2016-04-17,61625
2016-04-18,58988
2016-04-19,57746
2016-04-20,56755
2016-04-21,56319
2016-04-22,55951
2016-04-23,56604
2016-04-24,56560
2016-04-25,57697
2016-04-26,57757
2016-04-27,57338
2016-04-28,55623
2016-04-29,54642
2016-04-30,53920
2016-05-01,53119
2016-05-02,52407
2016-05-03,51981
2016-05-04,53067
2016-05-05,52516
2016-05-06,52516
2016-05-07,52267
2016-05-08,52824
2016-05-09,53194
2016-05-10,52714
2016-05-11,52714
2016-05-12,51128
2016-05-13,49857
2016-05-14,48344
2016-05-15,47489
2016-05-16,46637
2016-05-17,45936
2016-05-18,44662
2016-05-19,45005
2016-05-22,44976
2016-05-23,44049
2016-05-24,43218
2016-05-25,42488
2016-05-26,43180
2016-05-27,43245
2016-05-28,42906
2016-05-29,43431
2016-05-30,43431
2016-05-31,43287
2016-06-01,43259
2016-06-02,43801
2016-06-03,43652
2016-06-04,44284
2016-06-05,44733
2016-06-06,44374
2016-06-07,44374
2016-06-08,44810
2016-06-09,44904
2016-06-10,45422
2016-06-11,44868
2016-06-12,43621
2016-06-13,42831
2016-06-14,42659
2016-06-15,43285
2016-06-16,43496
2016-06-17,43157
2016-06-18,43003
2016-06-19,43675
2016-06-20,43980
2016-06-21,44330
2016-06-22,44210
2016-06-23,44768
2016-06-24,45603
2016-06-25,45866
2016-06-26,45410
2016-06-27,45357
2016-06-28,45258
2016-06-29,45870
2016-06-30,45962
2016-07-01,45802
2016-07-02,46745
2016-07-03,47005
2016-07-04,47838
2016-07-05,48074
2016-07-06,48117
2016-07-07,48452
2016-07-08,47951
2016-07-09,48209
2016-07-10,47947
2016-07-11,48527
2016-07-12,48501
2016-07-13,48372
2016-07-14,47316
2016-07-15,45103
2016-07-16,43856
2016-07-17,44074
2016-07-18,43368
2016-07-23,43077
2016-07-24,42484
2016-07-25,41687
2016-07-26,41687
2016-07-27,40951
2016-07-28,40764
2016-07-29,40940
2016-07-30,40859
2016-07-31,40859
2016-08-01,41038
2016-08-02,41517
2016-08-03,41202
2016-08-04,41018
2016-08-05,41018
2016-08-06,41267
2016-08-07,41196
2016-08-08,41196
2016-08-09,41003
2016-08-10,41209
2016-08-11,41209
2016-08-12,41369
2016-08-13,41969
2016-08-14,41905
2016-08-15,42148
2016-08-16,42130
2016-08-17,42236
2016-08-18,42260
2016-08-19,41976
2016-08-20,41932
2016-08-21,41828
2016-08-22,41986
2016-08-23,42250
2016-08-24,42201
2016-08-25,42751
2016-08-26,42751
2016-08-28,43604
2016-08-31,43890
2016-09-01,44190
2016-09-02,44190
2016-09-03,44377
2016-09-04,44599
2016-09-05,44490
2016-09-06,44842
2016-09-07,44991
2016-09-08,44991
2016-09-09,45257
2016-09-10,45466
2016-09-11,45466
2016-09-12,45962
2016-09-13,46270
2016-09-14,46270
2016-09-15,46496
2016-09-16,46396
2016-09-17,47401
2016-09-18,47155
2016-09-19,47807
2016-09-20,48161
2016-09-21,47757
2016-09-22,48779
2016-09-23,48679
2016-09-24,48679
2016-09-25,49588
2016-09-26,49588
2016-09-27,49928
2016-09-28,49352
2016-09-29,49352
2016-09-30,49140
2016-10-01,48352
2016-10-02,48352
2016-10-03,47994
2016-10-04,47213
2016-10-05,46956
2016-10-06,46393
2016-10-07,46393
2016-10-08,45822
2016-10-09,45659
2016-10-10,46435
2016-10-11,46966
2016-10-12,47291
2016-10-13,47039
2016-10-14,46705
2016-10-15,47460
2016-10-16,47394
2016-10-17,48060
2016-10-18,47318
2016-10-19,47764
2016-10-20,48758
2016-10-21,47943
2016-10-22,47943
2016-10-23,49038
2016-10-24,48888
2016-10-25,48888
2016-10-26,48879
2016-10-27,48640
2016-10-28,47337
2016-10-29,45542
2016-10-30,45030
2016-10-31,43552
2016-11-01,43552
2016-11-02,43246
2016-11-03,42288
2016-11-04,42372
2016-11-05,42372
2016-11-06,41977
2016-11-07,42587
2016-11-08,42791
2016-11-09,42950
2016-11-10,43774
2016-11-11,43988
2016-11-12,44025
2016-11-13,43704
2016-11-14,44048
2016-11-15,43874
2016-12-07,41799
2016-12-08,41756
2016-12-09,41885
2016-12-10,41563
2016-12-11,42207
2016-12-12,42520
2016-12-13,42977
2016-12-15,43665
2016-12-16,43869
2016-12-17,44220
2016-12-18,44564
2016-12-19,44464
2016-12-20,44492
2016-12-21,44798
2016-12-22,44868
2016-12-23,44113
2016-12-24,44839
2016-12-25,44422
2016-12-26,43901
2016-12-27,44098
2016-12-28,43777
2016-12-29,43335
2016-12-30,43413
2016-12-31,43145
2017-01-01,42736
2017-01-02,42994
2017-01-03,43386
2017-01-04,43487
2017-01-05,42716
2017-01-06,43621
2017-01-07,43363
2017-01-08,43036
2017-01-09,43582
2017-01-10,43197
2017-01-11,42739
2017-01-12,42423
2017-01-13,42493
2017-01-14,42011
2017-01-15,41445
2017-01-16,41199
2017-01-17,40889
2017-01-18,40506
2017-01-19,41298
2017-01-20,41459
2017-01-21,41737
2017-01-22,41284
2017-01-23,41358
2017-01-27,42057
2017-01-28,42958
2017-01-29,42598
2017-01-30,42320
2017-01-31,41674
2017-02-01,41960
2017-02-02,41459
2017-02-03,40399
2017-02-04,40425
2017-02-05,40199
2017-02-06,40177
2017-02-07,40810
2017-02-08,41352
2017-02-09,41778
2017-02-10,41571
2017-02-11,41051
2017-02-12,40149
2017-02-13,41032
2017-02-14,41471
2017-02-15,41466
2017-02-16,40935
2017-02-17,40935
2017-02-18,41132
2017-02-19,40977
2017-02-20,41301
2017-02-21,41452
2017-02-22,41667
2017-02-23,42062
2017-02-24,40916
2017-02-25,40106
2017-02-26,40029
2017-02-27,40564
2017-02-28,41230
2017-03-01,41713
2017-03-02,41869
2017-03-03,41441
2017-03-04,41735
2017-03-05,41455
2017-03-06,40932
2017-03-07,41085
2017-03-08,41487
2017-03-09,41636
2017-03-10,41435
2017-03-11,40626
2017-03-12,40911
2017-03-13,41203
2017-03-14,41518
2017-03-15,41688
2017-03-16,42040
2017-03-17,41550
2017-03-18,42033
2017-03-19,41747
2017-03-20,41879
2017-03-21,41337
2017-03-22,40787
2017-03-23,40766
2017-03-24,40064
2017-03-25,40026
2017-03-26,40474
2017-03-27,40777
2017-03-28,40597
2017-03-29,40880
2017-03-30,40549
2017-03-31,40883
2017-04-01,40638
2017-04-02,40555
2017-04-03,40789
2017-04-04,40964
2017-04-05,41247
2017-04-12,43252
2017-04-13,43611
2017-04-14,43634
2017-04-15,42862
2017-04-16,43724
2017-04-17,43847
2017-04-18,44141
2017-04-19,45026
2017-04-20,44738
2017-04-21,44369
2017-04-22,44721
2017-04-23,44727
2017-04-24,45440
2017-04-25,45991
2017-04-26,45991
2017-04-27,46586
2017-04-28,46697
2017-04-29,46962
2017-04-30,46542
2017-05-01,45427
2017-05-02,45068
2017-05-03,46099
2017-05-04,46098
2017-05-05,45669
2017-05-06,45235
2017-05-07,44759
2017-05-08,45440
2017-05-09,45974
2017-05-10,45156
2017-05-11,45635
2017-05-12,44395
2017-05-13,43256
2017-05-14,43527
2017-05-15,42782
2017-05-16,43228
2017-05-17,42607
2017-05-18,42807
2017-05-19,43031
2017-05-20,43335
2017-05-21,43335
2017-05-22,43478
2017-05-23,43285
2017-05-24,43266
2017-05-25,43319
2017-05-26,43120
2017-05-27,42730
2017-05-28,43507
2017-05-29,42916
2017-05-30,44050
2017-05-31,45009
2017-06-01,44470
2017-06-02,45520
2017-06-03,45457
2017-06-04,44853
2017-06-05,44418
2017-06-06,44542
2017-06-07,45312
2017-06-08,45312
2017-06-09,45653
2017-06-10,45776
2017-06-11,45675
2017-06-12,45457
2017-06-13,45226
2017-06-14,43785
2017-06-15,43991
2017-06-16,44357
2017-06-17,44273
2017-06-18,44047
2017-06-19,44047
2017-06-20,43499
2017-06-21,42435
2017-06-22,41379
2017-06-23,41232
2017-06-24,40440
2017-06-25,39813
2017-06-26,40164
2017-06-27,40437
2017-06-28,40112
2017-06-29,40402
2017-06-30,41458
2017-07-01,41458
2017-07-02,42706
2017-07-03,43647
2017-07-04,43964
2017-07-05,43964
2017-07-06,44872
2017-07-07,44872
2017-07-08,45254
2017-07-09,45611
2017-07-13,44609
2017-07-14,44589
2017-07-15,44313
2017-07-16,44516
2017-07-17,44635
2017-07-18,45349
2017-07-19,45690
2017-07-20,46477
2017-07-21,46553
2017-07-22,46682
2017-07-23,47084
2017-07-24,47747
2017-07-25,47923
2017-07-26,47596
2017-07-27,46162
2017-07-28,45927
2017-07-29,44641
2017-07-30,44124
2017-07-31,44124
2017-08-01,45227
2017-08-02,45526
2017-08-03,45496
2017-08-04,46597
2017-08-05,46359
2017-08-06,47084
2017-08-07,47638
2017-08-08,46671
2017-08-09,46667
2017-08-10,45384
2017-08-11,45386
2017-08-12,45771
2017-08-13,45240
2017-08-14,45885
2017-08-15,45402
2017-08-16,46129
2017-08-17,46530
2017-08-18,46530
2017-08-19,46445
2017-08-20,46312
2017-08-21,46429
2017-08-22,46587
2017-08-23,45210
2017-08-24,44446
2017-08-25,44461
2017-08-26,43868
2017-08-27,43856
2017-08-28,44164
2017-08-29,43554
2017-08-30,43394
2017-08-31,44067
2017-09-01,44061
2017-09-02,42863
2017-09-03,42726
2017-09-04,43157
2017-09-05,43008
2017-09-06,42652
2017-09-07,41719
2017-09-08,40166
2017-09-09,39273
2017-09-10,38960
2017-09-11,39334
2017-09-12,39559
2017-09-13,39943
2017-09-14,40285
2017-09-15,40285
2017-09-16,40614
2017-09-17,40409
2017-09-18,40081
2017-09-19,41278
2017-09-20,40919
2017-09-22,40552
2017-09-23,40552
2017-09-24,40535
2017-09-25,40451
2017-09-26,41079
2017-09-27,40321
2017-09-28,40045
2017-09-29,39792
2017-09-30,40429
2017-10-01,40680
2017-10-02,41362
2017-10-03,41278
2017-10-04,41278
2017-10-05,40703
2017-10-06,41533
2017-10-07,41022
2017-10-08,39975
2017-10-09,39146
2017-10-10,39080
2017-10-11,39210
2017-10-12,40058
2017-10-13,40071
2017-10-14,40505
2017-10-15,40505
2017-10-16,40812
2017-10-17,40812
2017-10-18,41302
2017-10-19,41195
2017-10-20,41267
2017-10-21,41953
2017-10-22,42238
2017-10-23,42750
2017-10-24,42886
2017-10-25,43030
2017-10-26,43222
2017-10-27,43652
2017-10-28,43652
2017-10-29,42643
2017-10-30,42087
2017-10-31,40707
2017-11-01,40707
2017-11-02,39646
2017-11-03,38697
2017-11-04,38232
2017-11-05,38348
2017-11-06,38351
2017-11-07,38395
2017-11-08,37946
2017-11-09,38362
2017-11-10,38746
2017-11-11,38456
2017-11-12,38603
2017-11-13,38814
2017-11-14,40108
2017-11-15,41127
2017-11-16,40085
2017-11-17,40269
2017-11-18,40454
2017-11-19,39674
2017-11-20,40296
2017-11-21,40269
2017-11-22,40516
2017-11-23,40455
2017-11-24,39931
2017-11-25,38879
2017-11-26,39619
2017-11-27,39619
2017-11-28,39487
2017-11-29,40058
2017-11-30,40058
2017-12-01,40728
2017-12-02,40129
2017-12-03,40254
2017-12-04,40823
2017-12-05,41412
2017-12-06,41489
2017-12-07,40831
2017-12-08,42175
2017-12-09,42524
2017-12-10,42341
2017-12-11,42293
2017-12-12,42672
2017-12-13,43186
2017-12-14,43469
2017-12-15,43415
2017-12-16,43487
2017-12-17,44050
2017-12-18,43291
2017-12-19,42370
2017-12-20,42630
2017-12-21,42869
2017-12-22,43508
2017-12-23,42958
2017-12-24,43496
2017-12-25,43220
2017-12-26,42138
2017-12-27,42308
2017-12-28,43319
2017-12-29,43318
2017-12-30,43240
2017-12-31,42216
2018-01-01,43108
2018-01-02,42820
2018-01-03,43469
2018-01-04,42951
2018-01-05,42342
2018-01-06,42698
2018-01-07,42798
2018-01-08,41341
2018-01-09,41112
2018-01-10,40587
2018-01-11,41459
2018-01-12,41762
2018-01-13,41988
2018-01-14,42256
2018-01-15,41551
2018-01-16,42404
2018-01-17,42659
2018-01-18,42443
2018-01-19,42443
2018-01-20,41513
2018-01-21,41005
2018-01-22,41472
2018-01-23,41087
2018-01-24,41515
2018-01-25,40649
2018-01-26,41135
2018-01-27,41438
2018-01-28,40505
2018-01-29,40597
2018-01-30,40148
2018-01-31,40503
2018-02-01,41276
2018-02-02,42059
2018-02-03,42163
2018-02-04,42073
2018-02-05,43123
2018-02-06,42799
2018-02-07,42355
2018-02-08,42355
2018-02-09,40725
2018-02-10,39643
2018-02-11,39709
2018-02-12,41071
2018-02-13,40427
2018-02-14,41289
2018-02-15,41493
2018-02-16,41839
2018-02-17,41612
2018-02-18,41799
2018-02-19,42173
2018-02-20,42486
2018-02-21,42700
2018-02-22,43500
2018-02-23,43454
2018-02-24,43454
2018-02-25,43698
2018-02-26,43433
2018-02-27,42460
2018-02-28,42778
2018-03-01,42321
2018-03-02,42478
2018-03-03,42305
2018-03-04,42305
2018-03-05,42587
2018-03-06,43421
2018-03-07,43619
2018-03-08,44099
2018-03-09,44286
2018-03-10,44114
2018-03-11,43546
2018-03-12,43115
2018-03-13,43527
2018-03-14,43666
2018-03-15,43947
2018-03-16,44673
2018-03-17,45203
2018-03-18,44327
2018-03-19,42864
2018-03-20,43802
2018-03-21,43505
2018-03-22,43518
2018-03-23,43576
2018-03-24,43893
2018-03-25,42800
2018-03-26,41721
2018-03-27,40800
2018-03-28,40339
2018-03-29,40662
2018-03-30,39896
2018-03-31,40715
2018-04-01,41485
2018-04-02,41776
2018-04-03,42010
2018-04-04,42041
2018-04-05,41661
2018-04-06,42247
2018-04-07,41645
2018-04-08,40523
2018-04-09,40617
2018-04-10,41047
2018-04-11,41055
2018-04-12,41516
2018-04-13,41956
2018-04-14,42216
2018-04-15,42328
2018-04-16,42282
2018-04-17,42087
2018-04-18,40486
2018-04-19,42304
2018-04-20,42591
2018-04-21,42525
2018-04-22,42435
2018-04-23,42593
2018-04-24,42731
2018-04-25,42831
2018-04-26,42831
2018-04-27,43171
2018-04-28,43112
2018-04-29,42378
2018-04-30,42132
2018-05-01,41327
2018-05-02,40542
2018-05-03,40137
2018-05-04,40955
2018-05-05,41668
2018-05-06,41668
2018-05-07,41838
2018-05-08,42267
2018-05-09,42997
2018-05-10,43709
2018-05-11,43723
2018-05-12,43702
2018-05-13,44107
2018-05-14,45125
2018-05-15,45206
2018-05-16,45439
2018-05-17,45143
2018-05-18,44376
2018-05-19,42639
2018-05-20,42135
2018-05-21,42554
2018-05-22,42367
2018-05-23,42762
2018-05-24,43302
2018-05-25,43325
2018-05-26,43810
2018-05-27,44161
2018-05-28,44367
2018-05-29,44764
2018-05-30,45094
2018-05-31,46440
2018-06-01,45963
2018-06-02,45516
2018-06-03,45999
2018-06-04,45678
2018-06-05,46242
2018-06-06,46035
2018-06-07,45579
2018-06-08,46049
2018-06-09,46442
2018-06-10,47147
2018-06-11,46727
2018-06-12,47087
2018-06-13,47528
2018-06-14,47259
2018-06-15,48216
2018-06-16,49189
2018-06-17,47906
2018-06-18,48027
2018-06-19,47295
2018-06-20,47295
2018-06-21,45381
2018-06-22,43911
2018-06-23,43680
2018-06-24,44032
2018-06-25,43882
2018-06-26,42954
2018-06-27,42793
2018-06-28,42376
2018-06-29,41723
2018-06-30,41848
2018-07-01,41444
2018-07-02,41491
2018-07-03,41686
2018-07-04,41879
2018-07-05,40800
2018-07-06,40778
2018-07-07,41024
2018-07-08,41898
2018-07-09,41679
2018-07-10,41522
2018-07-11,41707
2018-07-12,40374
2018-07-13,38930
2018-07-14,39294
2018-07-15,39188
2018-07-16,38861
2018-07-17,39214
2018-07-18,39352
2018-07-19,39368
2018-07-20,39505
2018-07-21,39825
2018-07-22,40121
2018-07-23,40247
2018-07-24,40264
2018-07-25,40698
2018-07-26,41273
2018-07-27,41998
2018-07-28,42072
2018-07-29,42472
2018-07-30,42863
2018-07-31,42395
2018-08-01,41844
2018-08-02,42022
2018-08-03,43211
2018-08-04,43446
2018-08-05,42564
2018-08-06,43326
2018-08-07,43528
2018-08-08,44003
2018-08-09,44203
2018-08-10,44907
2018-08-11,44944
2018-08-12,44426
2018-08-14,42740
2018-08-16,41208
2018-08-17,41283
2018-08-18,42236
2018-08-19,42196
2018-08-20,42328
2018-08-21,42338
2018-08-22,42179
2018-08-23,41716
2018-08-24,41887
2018-08-25,41271
2018-08-26,39988
2018-08-27,41172
2018-08-28,42061
2018-08-29,42441
2018-08-30,43680
2018-08-31,44832
2018-09-01,44307
2018-09-02,43227
2018-09-03,42850
2018-09-04,43387
2018-09-05,42608
2018-09-06,42608
2018-09-07,42161
2018-09-08,43011
2018-09-09,41941
2018-09-10,43263
2018-09-11,43303
2018-09-12,43762
2018-09-13,44163
2018-09-14,43484
2018-09-15,42529
2018-09-16,41733
2018-09-17,41590
2018-09-18,41845
2018-09-19,41691
2018-09-20,41325
2018-09-21,40745
2018-09-22,41074
2018-09-23,40270
2018-09-24,39958
2018-09-25,39888
2018-09-26,41104
2018-09-27,41523
2018-09-28,42066
2018-09-29,42457
2018-09-30,42568
2018-10-01,43368
2018-10-02,43097
2018-10-03,42935
2018-10-04,42935
2018-10-05,42672
2018-10-06,42960
2018-10-07,42645
2018-10-08,42970
2018-10-09,43345
2018-10-10,43437
2018-10-11,43511
2018-10-12,43469
2018-10-13,43750
2018-10-14,44295
2018-10-15,44101
2018-10-16,44027
2018-10-17,44164
2018-10-18,44459
2018-10-19,43722
2018-10-20,43722
2018-10-21,43309
2018-10-22,43169
2018-10-23,42432
2018-10-24,42053
2018-10-25,42206
2018-10-26,42392
2018-10-27,42285
2018-10-28,41965
2018-10-29,41383
2018-10-30,40957
2018-10-31,41362
2018-11-01,41608
2018-11-03,43556
2018-11-04,45734
2018-11-05,47465
2018-11-06,49714
2018-11-07,52200
2018-11-08,54810
2018-11-09,57551
2018-11-10,60421
2018-11-11,63443
2018-11-12,66563
2018-11-13,69892
2018-11-14,73145
2018-11-15,76471
2018-11-16,80295
2018-11-17,84310
2018-11-18,88526
2018-11-19,92655
2018-11-20,96902
2018-11-21,101748
2018-11-22,106836
2018-11-23,112176
2018-11-24,116293
2018-11-25,118483
2018-11-26,119595
2018-11-27,120703
2018-11-28,122229
2018-11-29,121192
2018-12-01,119790
2018-12-02,117309
2018-12-03,117590
2018-12-04,115111
2018-12-05,111520
2018-12-07,107045
2018-12-09,101661
2018-12-10,98309
2018-12-11,95570
2018-12-12,94506
2018-12-13,90805
2018-12-14,86979
2018-12-15,83645
2018-12-16,82205
2018-12-17,80472
2018-12-18,77879
2018-12-19,76587
2018-12-20,75247
2018-12-21,74187
2018-12-22,74901
2018-12-23,74724
2018-12-24,76193
2018-12-25,76442
2018-12-26,78103
2018-12-27,76028
2018-12-28,73098
2018-12-29,70231
2018-12-30,68215
2018-12-31,67092
2019-01-01,66358
2019-01-02,65555
2019-01-03,64855
2019-01-04,62945
2019-01-05,62489
2019-01-06,62153
2019-01-08,62085
2019-01-10,57571
2019-01-11,55875
2019-01-12,54309
2019-01-13,52296
2019-01-14,51000
2019-01-15,49861
2019-01-16,47932
2019-01-17,46762
2019-01-18,45408
2019-01-19,44490
2019-01-20,44487
2019-01-21,45847
2019-01-22,45684
2019-01-23,45093
2019-01-24,44471
2019-01-25,43638
2019-01-26,43190
2019-01-27,42848
2019-01-28,43083
2019-01-29,42850
2019-01-30,43348
2019-01-31,43446
2019-02-01,43593
2019-02-02,44060
2019-02-03,45083
2019-02-04,45630
2019-02-05,45957
2019-02-06,45945
2019-02-07,46891
2019-02-08,48215
2019-02-09,48180
2019-02-10,47522
2019-02-11,47893
2019-02-12,47511
2019-02-13,47780
2019-02-14,49151
2019-02-15,48469
2019-02-16,48222
2019-02-17,48207
2019-02-18,49627
2019-02-19,48681
2019-02-20,48677
2019-02-21,49448
2019-02-22,50250
2019-02-23,50552
2019-02-24,49753
2019-02-25,48746
2019-02-26,48094
2019-02-27,47662
2019-02-28,47784
2019-03-01,47713
2019-03-02,48102
2019-03-03,48461
2019-03-04,48930
2019-03-05,49047
2019-03-06,48968
2019-03-07,47462
2019-03-08,47383
2019-03-09,46528
2019-03-10,47235
2019-03-11,47781
2019-03-12,47533
2019-03-13,47846
2019-03-14,47807
2019-03-15,46991
2019-03-16,47297
2019-03-17,47214
2019-03-18,46689
