date_obj,Dragon%20scimitar%20ornament%20kit price
2019-07-20,1057897
2019-07-21,1025989
2019-07-22,992170
2019-07-23,996042
2019-07-24,999951
2019-07-25,997487
2019-07-26,952870
2019-07-27,931261
2019-07-28,918851
2019-07-29,897215
2019-07-30,889431
2019-07-31,925197
2019-08-01,935155
2019-08-02,969366
2019-08-03,1010670
2019-08-04,1027640
2019-08-05,1031950
2019-08-06,1011573
2019-08-07,1023566
2019-08-08,1045139
2019-08-09,1037052
2019-08-10,997394
2019-08-11,990960
2019-08-12,993804
2019-08-13,1000556
2019-08-14,1001197
2019-08-15,980439
2019-08-16,985220
2019-08-17,1003808
2019-08-18,1024862
2019-08-19,1011781
2019-08-20,989136
2019-08-21,979537
2019-08-22,989915
2019-08-23,994013
2019-08-24,991447
2019-08-24,991447
2019-08-25,981171
2019-08-25,981171
2019-08-26,981773
2019-08-27,987372
2019-08-27,987372
2019-08-28,988743
2019-08-29,1019711
2019-08-30,1008726
2019-08-31,1015474
2019-09-01,1007474
2019-09-02,998439
2019-09-03,1004026
2019-09-04,1012575
2019-09-05,1013285
2019-09-06,1034554
2019-09-07,1023256
2019-09-08,1039074
2019-09-09,1055964
2019-09-10,1060327
2019-09-11,1066246
2019-09-12,1068453
2019-09-13,1069136
2019-09-14,1072001
2019-09-15,1078647
2019-09-16,1107372
2019-09-17,1127845
2019-09-18,1120523
2019-09-19,1114530
2019-09-20,1101446
2019-09-21,1093686
2019-09-22,1092429
2019-09-23,1081081
2019-09-24,1065992
2019-09-25,1046491
2019-09-26,1039452
2019-09-27,1028233
2019-09-28,1045564
2019-09-29,1041943
2019-09-30,1042139
2019-10-01,1040696
2019-10-02,1058486
2019-10-03,1049925
2019-10-04,1025370
2019-10-05,997411
2019-10-06,984567
2019-10-07,980753
2019-10-08,975164
2019-10-09,971138
2019-10-10,972611
2019-10-11,961947
2019-10-12,971522
2019-10-13,968548
2019-10-14,955123
2019-10-15,953438
2019-10-16,950320
2019-10-17,961397
2019-10-18,949326
2019-10-19,942308
2019-10-20,944642
2019-10-21,929851
2019-10-22,926452
2019-10-23,942514
2019-10-24,948813
2019-10-25,943004
2019-10-26,924445
2019-10-27,917751
2019-10-28,914189
2019-10-29,896494
2019-10-30,885377
2019-10-31,894876
2019-11-01,900274
2019-11-02,910658
2019-11-03,939157
2019-11-04,947209
2019-11-05,942019
2019-11-06,934981
2019-11-07,933157
2019-11-08,934548
2019-11-09,922467
2019-11-10,913589
2019-11-11,903890
2019-11-12,904159
2019-11-13,917130
2019-11-14,905939
2019-11-15,896595
2019-11-16,871411
2019-11-17,877812
2019-11-18,873648
2019-11-19,902882
2019-11-20,938352
2019-11-21,954849
2019-11-22,971781
2019-11-23,984631
2019-11-24,990896
2019-11-25,1012774
2019-11-26,1063232
2019-11-27,1094685
2019-11-28,1119862
2019-11-29,1109211
2019-11-30,1103840
2019-12-01,1104635
2019-12-02,1102162
2019-12-03,1100744
2019-12-04,1062149
2019-12-05,1024253
2019-12-06,1031254
2019-12-07,1057737
2019-12-08,1102984
2019-12-09,1123216
2019-12-10,1140266
2019-12-11,1133941
2019-12-12,1118460
2019-12-13,1098392
2019-12-14,1122504
2019-12-15,1141008
2019-12-16,1126835
2019-12-17,1113664
2019-12-18,1114358
2019-12-19,1086072
2019-12-20,1068976
2019-12-21,1031824
2019-12-22,1004885
2019-12-23,971785
2019-12-24,928570
2019-12-25,896427
2019-12-26,885658
2019-12-27,919815
2019-12-28,948888
2019-12-29,948849
2019-12-30,935011
2019-12-31,903754
2020-01-01,887633
2020-01-02,884747
2020-01-03,861951
2020-01-04,841293
2020-01-05,837829
2020-01-06,825984
2020-01-07,822561
2020-01-08,841550
2020-01-09,844026
2020-01-10,852265
2020-01-11,882144
2020-01-12,889912
2020-01-13,908809
2020-01-14,927410
2020-01-15,916522
2020-01-16,903977
2020-01-17,929481
2020-01-18,965296
2020-01-19,989852
2020-01-20,1028362
2020-01-21,1032536
2020-01-22,1039240
2020-01-23,1029077
2020-01-24,1030812
2020-01-25,1014157
2020-01-26,984952
2020-01-27,958587
2020-01-28,951332
2020-01-29,933887
2020-01-30,921564
2020-01-31,897629
2020-02-01,876001
2020-02-02,892542
2020-02-03,867050
2020-02-04,857228
2020-02-05,842921
2020-02-06,830147
2020-02-07,818886
2020-02-08,790871
2020-02-09,760097
2020-02-10,752344
2020-02-11,742856
2020-02-12,719188
2020-02-13,691661
2020-02-14,669014
2020-02-15,662123
2020-02-16,661679
2020-02-17,676965
2020-02-18,703626
2020-02-19,738808
2020-02-20,754987
2020-02-21,769206
2020-02-22,776405
2020-02-23,777903
2020-02-24,781344
2020-02-25,792514
2020-02-26,796461
2020-02-27,798568
2020-02-28,811715
2020-02-29,830337
2020-03-01,824675
2020-03-02,803819
2020-03-03,790913
2020-03-04,803363
2020-03-05,793355
