date_obj,Yak-hide%20armour%20(legs) price
2019-05-20,102
2019-05-21,107
2019-05-22,113
2019-05-23,118
2019-05-24,124
2019-05-25,129
2019-05-26,135
2019-05-27,139
2019-05-28,134
2019-05-29,133
2019-05-30,134
2019-05-31,130
2019-06-01,129
2019-06-02,127
2019-06-03,128
2019-06-04,127
2019-06-05,127
2019-06-06,124
2019-06-07,119
2019-06-08,115
2019-06-09,115
2019-06-10,115
2019-06-11,113
2019-06-12,111
2019-06-13,112
2019-06-14,116
2019-06-15,117
2019-06-16,115
2019-06-17,121
2019-06-18,128
2019-06-19,132
2019-06-20,138
2019-06-21,145
2019-06-22,151
2019-06-23,155
2019-06-24,152
2019-06-25,160
2019-06-26,167
2019-06-27,169
2019-06-28,167
2019-06-29,158
2019-06-30,152
2019-07-01,146
2019-07-02,138
2019-07-03,131
2019-07-04,124
2019-07-05,118
2019-07-06,112
2019-07-07,106
2019-07-08,100
2019-07-09,95
2019-07-10,92
2019-07-11,94
2019-07-12,95
2019-07-13,100
2019-07-14,104
2019-07-15,101
2019-07-16,95
2019-07-17,92
2019-07-18,97
2019-07-19,102
2019-07-20,108
2019-07-21,108
2019-07-22,103
2019-07-23,109
2019-07-24,115
2019-07-25,117
2019-07-26,119
2019-07-27,123
2019-07-28,128
2019-07-29,130
2019-07-30,130
2019-07-31,129
2019-08-01,130
2019-08-02,132
2019-08-03,132
2019-08-04,137
2019-08-05,132
2019-08-06,125
2019-08-07,119
2019-08-08,120
2019-08-09,123
2019-08-10,123
2019-08-11,117
2019-08-12,119
2019-08-13,117
2019-08-14,116
2019-08-15,115
2019-08-16,111
2019-08-17,113
2019-08-18,115
2019-08-19,119
2019-08-20,118
2019-08-21,119
2019-08-22,120
2019-08-23,122
2019-08-24,125
2019-08-24,125
2019-08-25,132
2019-08-25,132
2019-08-26,139
2019-08-26,139
2019-08-27,144
2019-08-27,144
2019-08-28,146
2019-08-29,151
2019-08-30,149
2019-08-31,143
2019-09-01,136
2019-09-02,135
2019-09-03,134
2019-09-04,132
2019-09-05,135
2019-09-06,129
2019-09-07,123
2019-09-08,122
2019-09-09,124
2019-09-10,124
2019-09-11,125
2019-09-12,125
2019-09-13,126
2019-09-14,124
2019-09-15,119
2019-09-16,120
2019-09-17,120
2019-09-18,116
2019-09-19,119
2019-09-20,121
2019-09-21,128
2019-09-22,130
2019-09-23,132
2019-09-24,132
2019-09-25,135
2019-09-26,128
2019-09-27,121
2019-09-28,120
2019-09-29,122
2019-09-30,122
2019-10-01,117
2019-10-02,111
2019-10-03,105
2019-10-04,105
2019-10-05,107
2019-10-06,109
2019-10-07,110
2019-10-08,107
2019-10-09,107
2019-10-10,109
2019-10-11,111
2019-10-12,117
2019-10-13,120
2019-10-14,117
2019-10-15,116
2019-10-16,115
2019-10-17,116
2019-10-18,116
2019-10-19,120
2019-10-20,125
2019-10-21,132
2019-10-22,139
2019-10-23,144
2019-10-24,151
2019-10-25,154
2019-10-26,146
2019-10-27,142
2019-10-28,148
2019-10-29,148
2019-10-30,142
2019-10-31,134
2019-11-01,132
2019-11-02,127
2019-11-03,133
2019-11-04,135
2019-11-05,135
2019-11-06,132
2019-11-07,137
2019-11-08,135
2019-11-09,135
2019-11-10,139
2019-11-11,141
2019-11-12,148
2019-11-13,149
2019-11-14,151
2019-11-15,157
2019-11-16,158
2019-11-17,158
2019-11-18,162
2019-11-19,169
2019-11-20,174
2019-11-21,174
2019-11-22,183
2019-11-23,190
2019-11-24,197
2019-11-25,192
2019-11-26,188
2019-11-27,186
2019-11-28,191
2019-11-29,201
2019-11-30,195
2019-12-01,193
2019-12-02,202
2019-12-03,209
2019-12-04,212
2019-12-05,212
2019-12-06,217
2019-12-07,218
2019-12-08,213
2019-12-09,211
2019-12-10,219
2019-12-11,209
2019-12-12,199
2019-12-13,189
2019-12-14,179
2019-12-15,171
2019-12-16,165
2019-12-17,167
2019-12-18,164
2019-12-19,165
2019-12-20,162
2019-12-21,155
2019-12-22,148
2019-12-23,145
2019-12-24,144
2019-12-25,143
2019-12-26,144
2019-12-27,152
2019-12-28,159
2019-12-29,164
2019-12-30,172
2019-12-31,167
2020-01-01,161
2020-01-02,159
2020-01-03,159
2020-01-04,153
2020-01-05,151
2020-01-06,156
2020-01-07,157
2020-01-08,150
2020-01-09,147
2020-01-10,144
2020-01-11,137
2020-01-12,130
2020-01-13,124
2020-01-14,127
2020-01-15,120
2020-01-16,115
2020-01-17,117
2020-01-18,123
2020-01-19,128
2020-01-20,134
2020-01-21,137
2020-01-22,142
2020-01-23,150
2020-01-24,151
2020-01-25,158
2020-01-26,166
2020-01-27,175
2020-01-28,184
2020-01-29,194
2020-01-30,201
2020-01-31,200
2020-02-01,200
2020-02-02,195
2020-02-03,201
2020-02-04,212
2020-02-05,223
2020-02-06,233
2020-02-07,229
2020-02-08,217
2020-02-09,207
2020-02-10,211
2020-02-11,200
2020-02-12,205
2020-02-13,216
2020-02-14,217
2020-02-15,228
2020-02-16,226
2020-02-17,220
2020-02-18,209
2020-02-19,200
2020-02-20,190
2020-02-21,182
2020-02-22,176
2020-02-23,167
2020-02-24,158
2020-02-25,151
2020-02-26,147
2020-02-27,139
2020-02-28,133
2020-02-29,127
2020-03-01,126
2020-03-02,128
2020-03-03,130
2020-03-04,130
2020-03-05,132
2020-03-06,135
2020-03-07,133
2020-03-08,128
2020-03-09,130
2020-03-10,131
2020-03-11,132
2020-03-12,132
2020-03-13,133
2020-03-14,136
2020-03-15,140
2020-03-16,141
2020-03-17,142
2020-03-18,143
2020-03-19,146
2020-03-20,151
2020-03-21,158
2020-03-22,166
2020-03-23,174
2020-03-24,183
2020-03-25,193
2020-03-26,201
2020-03-27,212
2020-03-28,223
2020-03-29,227
2020-03-30,220
2020-03-31,209
2020-04-01,201
2020-04-02,198
2020-04-03,188
2020-04-04,179
2020-04-05,177
2020-04-06,174
2020-04-07,183
2020-04-08,192
2020-04-09,198
2020-04-10,206
2020-04-11,202
2020-04-12,206
2020-04-13,201
2020-04-14,201
2020-04-15,204
2020-04-16,208
2020-04-17,208
2020-04-18,202
2020-04-19,202
2020-04-20,193
2020-04-21,185
2020-04-22,186
2020-04-23,180
2020-04-24,173
2020-04-25,169
2020-04-26,166
2020-04-27,158
2020-04-28,157
2020-04-29,160
2020-04-30,160
2020-05-01,159
2020-05-02,160
2020-05-03,158
2020-05-04,161
2020-05-05,159
2020-05-06,158
2020-05-07,150
2020-05-08,142
2020-05-09,137
2020-05-10,140
2020-05-11,133
2020-05-12,132
2020-05-13,132
