date_obj,Ball%20of%20wool price
2015-10-27,30
2015-10-28,31
2015-10-29,32
2015-10-30,32
2015-10-31,32
2015-11-01,32
2015-11-02,31
2015-11-03,30
2015-11-04,32
2015-11-05,33
2015-11-06,32
2015-11-07,32
2015-11-08,32
2015-11-09,32
2015-11-10,31
2015-11-11,31
2015-11-12,31
2015-11-13,31
2015-11-14,30
2015-11-15,30
2015-11-16,31
2015-11-17,32
2015-11-18,32
2015-11-19,33
2015-11-20,34
2015-11-21,34
2015-11-22,36
2015-11-23,36
2015-11-24,38
2015-11-25,39
2015-11-26,39
2015-11-27,38
2015-11-28,37
2015-11-29,37
2015-11-30,37
2015-12-01,37
2015-12-02,37
2015-12-03,36
2015-12-04,36
2015-12-05,35
2015-12-06,35
2015-12-07,34
2015-12-08,33
2015-12-09,33
2015-12-10,32
2015-12-11,32
2015-12-12,30
2015-12-13,30
2015-12-14,30
2015-12-15,31
2015-12-16,32
2015-12-17,34
2015-12-18,35
2015-12-19,35
2015-12-20,34
2015-12-21,33
2015-12-22,32
2015-12-23,31
2015-12-24,29
2015-12-25,27
2015-12-26,27
2015-12-27,29
2015-12-28,31
2015-12-29,30
2015-12-30,30
2015-12-31,29
2016-01-01,29
2016-01-02,28
2016-01-03,27
2016-01-04,25
2016-01-05,24
2016-01-06,25
2016-01-07,27
2016-01-08,29
2016-01-09,30
2016-01-10,30
2016-01-11,28
2016-01-12,29
2016-01-13,31
2016-01-14,33
2016-01-15,35
2016-01-16,37
2016-01-17,39
2016-01-18,41
2016-01-19,44
2016-01-20,47
2016-01-21,50
2016-01-22,53
2016-01-23,56
2016-01-24,59
2016-01-25,62
2016-01-26,66
2016-01-27,70
2016-01-28,70
2016-01-29,74
2016-01-30,74
2016-01-31,78
2016-02-01,77
2016-02-02,74
2016-02-03,73
2016-02-04,70
2016-02-05,67
2016-02-06,68
2016-02-07,72
2016-02-08,76
2016-02-09,80
2016-02-10,83
2016-02-11,86
2016-02-12,86
2016-02-13,81
2016-02-14,81
2016-02-15,76
2016-02-16,73
2016-02-17,69
2016-02-18,65
2016-02-19,62
2016-02-20,58
2016-02-21,55
2016-02-22,55
2016-02-23,52
2016-02-24,49
2016-02-25,47
2016-02-26,47
2016-02-27,47
2016-02-28,46
2016-02-29,47
2016-03-01,49
2016-03-02,52
2016-03-03,55
2016-03-04,58
2016-03-05,61
2016-03-06,65
2016-03-07,69
2016-03-08,73
2016-03-09,77
2016-03-10,81
2016-03-11,86
2016-03-12,91
2016-03-13,96
2016-03-14,99
2016-03-15,95
2016-03-16,91
2016-03-17,86
2016-03-18,85
2016-03-19,81
2016-03-20,76
2016-03-21,72
2016-03-22,68
2016-03-23,64
2016-03-24,60
2016-03-25,57
2016-03-26,56
2016-03-27,57
2016-03-28,57
2016-03-29,54
2016-03-30,54
2016-03-31,51
2016-04-01,48
2016-04-02,45
2016-04-03,42
2016-04-04,39
2016-04-05,37
2016-04-06,35
2016-04-07,34
2016-04-08,34
2016-04-09,35
2016-04-10,35
2016-04-11,35
2016-04-12,35
2016-04-13,34
2016-04-14,34
2016-04-15,34
2016-04-16,33
2016-04-17,32
2016-04-18,31
2016-04-19,29
2016-04-20,31
2016-04-21,32
2016-04-22,32
2016-04-23,30
2016-04-24,29
2016-04-25,27
2016-04-26,25
2016-04-27,24
2016-04-28,23
2016-04-29,23
2016-04-30,25
2016-05-01,26
2016-05-02,28
2016-05-03,29
2016-05-04,30
2016-05-05,31
2016-05-06,32
2016-05-07,32
2016-05-08,33
2016-05-09,34
2016-05-10,32
2016-05-11,30
2016-05-12,30
2016-05-13,31
2016-05-14,32
2016-05-15,31
2016-05-16,30
2016-05-17,30
2016-05-18,31
2016-05-19,32
2016-05-22,34
2016-05-23,35
2016-05-24,35
2016-05-25,36
2016-05-26,38
2016-05-27,40
2016-05-28,42
2016-05-29,44
2016-05-30,47
2016-05-31,50
2016-06-01,52
2016-06-02,54
2016-06-03,57
2016-06-04,60
2016-06-05,63
2016-06-06,65
2016-06-07,64
2016-06-08,62
2016-06-09,59
2016-06-10,57
2016-06-11,54
2016-06-12,51
2016-06-13,48
2016-06-14,45
2016-06-15,43
2016-06-16,41
2016-06-17,38
2016-06-18,37
2016-06-19,36
2016-06-20,37
2016-06-21,38
2016-06-22,39
2016-06-23,40
2016-06-24,42
2016-06-25,45
2016-06-26,46
2016-06-27,46
2016-06-28,47
2016-06-29,48
2016-06-30,48
2016-07-01,49
2016-07-02,51
2016-07-03,53
2016-07-04,53
2016-07-05,55
2016-07-06,56
2016-07-07,59
2016-07-08,62
2016-07-09,66
2016-07-10,70
2016-07-11,74
2016-07-12,78
2016-07-13,82
2016-07-14,87
2016-07-15,91
2016-07-16,95
2016-07-17,91
2016-07-18,90
2016-07-23,102
2016-07-24,108
2016-07-25,114
2016-07-26,119
2016-07-27,119
2016-07-28,125
2016-07-29,129
2016-07-30,129
2016-07-31,129
2016-08-01,132
2016-08-02,138
2016-08-03,145
2016-08-04,151
2016-08-05,159
2016-08-06,163
2016-08-07,165
2016-08-08,166
2016-08-09,165
2016-08-10,163
2016-08-11,156
2016-08-12,148
2016-08-13,143
2016-08-14,137
2016-08-15,137
2016-08-16,139
2016-08-17,138
2016-08-18,137
2016-08-19,137
2016-08-20,135
2016-08-21,128
2016-08-22,121
2016-08-23,116
2016-08-24,113
2016-08-25,116
2016-08-26,116
2016-08-28,112
2016-08-31,106
2016-09-01,101
2016-09-02,101
2016-09-03,96
2016-09-04,93
2016-09-05,88
2016-09-06,87
2016-09-07,85
2016-09-08,85
2016-09-09,81
2016-09-10,76
2016-09-11,76
2016-09-12,72
2016-09-13,68
2016-09-14,68
2016-09-15,64
2016-09-16,64
2016-09-17,62
2016-09-18,61
2016-09-19,62
2016-09-20,63
2016-09-21,61
2016-09-22,58
2016-09-23,59
2016-09-24,59
2016-09-25,60
2016-09-26,60
2016-09-27,59
2016-09-28,59
2016-09-29,59
2016-09-30,57
2016-10-01,57
2016-10-02,57
2016-10-03,57
2016-10-04,56
2016-10-05,59
2016-10-06,60
2016-10-07,61
2016-10-08,61
2016-10-09,61
2016-10-10,63
2016-10-11,62
2016-10-12,61
2016-10-13,61
2016-10-14,58
2016-10-15,55
2016-10-16,53
2016-10-17,53
2016-10-18,52
2016-10-19,50
2016-10-20,48
2016-10-21,46
2016-10-22,46
2016-10-23,47
2016-10-24,50
2016-10-25,50
2016-10-26,52
2016-10-27,52
2016-10-28,53
2016-10-29,52
2016-10-30,51
2016-10-31,50
2016-11-01,50
2016-11-02,49
2016-11-03,50
2016-11-04,50
2016-11-05,50
2016-11-06,49
2016-11-07,50
2016-11-08,49
2016-11-09,50
2016-11-10,51
2016-11-11,52
2016-11-12,53
2016-11-13,54
2016-11-14,53
2016-11-15,53
2016-12-07,41
2016-12-08,43
2016-12-09,45
2016-12-10,48
2016-12-11,49
2016-12-12,48
2016-12-13,45
2016-12-14,46
2016-12-15,47
2016-12-16,48
2016-12-17,50
2016-12-18,51
2016-12-19,51
2016-12-20,52
2016-12-21,53
2016-12-22,53
2016-12-23,54
2016-12-24,56
2016-12-25,57
2016-12-26,58
2016-12-27,59
2016-12-28,58
2016-12-29,59
2016-12-30,60
2016-12-31,61
2017-01-01,63
2017-01-02,64
2017-01-03,68
2017-01-04,71
2017-01-05,74
2017-01-06,76
2017-01-07,74
2017-01-08,71
2017-01-09,70
2017-01-10,67
2017-01-11,63
2017-01-12,59
2017-01-13,57
2017-01-14,54
2017-01-15,54
2017-01-16,56
2017-01-17,59
2017-01-18,61
2017-01-19,65
2017-01-20,69
2017-01-21,70
2017-01-22,72
2017-01-23,71
2017-01-27,72
2017-01-28,70
2017-01-29,66
2017-01-30,68
2017-01-31,70
2017-02-01,73
2017-02-02,77
2017-02-03,81
2017-02-04,80
2017-02-05,77
2017-02-06,75
2017-02-07,72
2017-02-08,73
2017-02-09,74
2017-02-10,70
2017-02-11,67
2017-02-12,64
2017-02-13,64
2017-02-14,65
2017-02-15,67
2017-02-16,69
2017-02-18,68
2017-02-19,68
2017-02-20,68
2017-02-21,70
2017-02-22,73
2017-02-23,75
2017-02-24,75
2017-02-25,74
2017-02-26,74
2017-02-27,72
2017-02-28,70
2017-03-01,69
2017-03-02,69
2017-03-03,69
2017-03-04,70
2017-03-05,71
2017-03-06,75
2017-03-07,79
2017-03-08,83
2017-03-09,88
2017-03-10,93
2017-03-11,98
2017-03-12,102
2017-03-13,105
2017-03-14,104
2017-03-15,100
2017-03-16,95
2017-03-17,90
2017-03-18,86
2017-03-19,81
2017-03-20,76
2017-03-21,73
2017-03-22,70
2017-03-23,66
2017-03-24,62
2017-03-25,58
2017-03-26,55
2017-03-27,52
2017-03-28,49
2017-03-29,47
2017-03-30,47
2017-03-31,48
2017-04-01,46
2017-04-02,44
2017-04-03,45
2017-04-04,48
2017-04-05,49
2017-04-12,46
2017-04-13,46
2017-04-14,46
2017-04-15,46
2017-04-16,44
2017-04-17,46
2017-04-18,47
2017-04-19,47
2017-04-20,49
2017-04-21,49
2017-04-22,48
2017-04-23,49
2017-04-24,48
2017-04-25,49
2017-04-26,51
2017-04-27,51
2017-04-28,50
2017-04-29,50
2017-04-30,48
2017-05-01,49
2017-05-02,48
2017-05-03,49
2017-05-04,49
2017-05-05,49
2017-05-06,50
2017-05-07,52
2017-05-08,53
2017-05-09,53
2017-05-10,51
2017-05-11,51
2017-05-12,52
2017-05-13,53
2017-05-14,51
2017-05-15,51
2017-05-16,51
2017-05-17,50
2017-05-18,52
2017-05-19,51
2017-05-20,52
2017-05-21,52
2017-05-22,54
2017-05-23,54
2017-05-24,54
2017-05-25,53
2017-05-26,54
2017-05-27,55
2017-05-28,55
2017-05-29,55
2017-05-30,56
2017-05-31,56
2017-06-01,56
2017-06-02,58
2017-06-03,61
2017-06-04,64
2017-06-05,67
2017-06-06,70
2017-06-07,70
2017-06-08,69
2017-06-09,66
2017-06-10,67
2017-06-11,69
2017-06-12,65
2017-06-13,64
2017-06-14,64
2017-06-15,63
2017-06-16,62
2017-06-17,59
2017-06-18,58
2017-06-19,58
2017-06-20,55
2017-06-21,54
2017-06-22,53
2017-06-23,52
2017-06-24,50
2017-06-25,50
2017-06-26,48
2017-06-27,49
2017-06-28,48
2017-06-29,45
2017-06-30,44
2017-07-01,44
2017-07-02,46
2017-07-03,45
2017-07-04,46
2017-07-05,44
2017-07-06,42
2017-07-07,40
2017-07-08,41
2017-07-09,39
2017-07-13,38
2017-07-14,39
2017-07-15,41
2017-07-16,43
2017-07-17,45
2017-07-18,45
2017-07-19,44
2017-07-20,43
2017-07-21,42
2017-07-22,41
2017-07-23,39
2017-07-24,40
2017-07-25,41
2017-07-26,39
2017-07-27,39
2017-07-28,40
2017-07-29,41
2017-07-30,39
2017-07-31,37
2017-08-01,35
2017-08-02,33
2017-08-03,33
2017-08-04,34
2017-08-05,34
2017-08-06,32
2017-08-07,30
2017-08-08,28
2017-08-09,26
2017-08-10,26
2017-08-11,26
2017-08-12,28
2017-08-13,26
2017-08-14,25
2017-08-15,27
2017-08-16,29
2017-08-17,31
2017-08-18,33
2017-08-19,34
2017-08-20,33
2017-08-21,31
2017-08-22,29
2017-08-23,27
2017-08-24,27
2017-08-25,28
2017-08-26,30
2017-08-27,31
2017-08-28,31
2017-08-29,31
2017-08-30,31
2017-08-31,31
2017-09-01,32
2017-09-02,34
2017-09-03,36
2017-09-04,38
2017-09-05,39
2017-09-06,40
2017-09-07,41
2017-09-08,44
2017-09-09,45
2017-09-10,43
2017-09-11,40
2017-09-12,41
2017-09-13,42
2017-09-14,42
2017-09-15,42
2017-09-16,42
2017-09-17,40
2017-09-18,38
2017-09-19,39
2017-09-20,39
2017-09-22,39
2017-09-23,39
2017-09-24,39
2017-09-25,39
2017-09-26,39
2017-09-27,39
2017-09-28,38
2017-09-29,36
2017-09-30,35
2017-10-01,34
2017-10-02,33
2017-10-03,33
2017-10-04,32
2017-10-05,32
2017-10-06,31
2017-10-07,32
2017-10-08,33
2017-10-09,33
2017-10-10,34
2017-10-11,35
2017-10-12,36
2017-10-13,36
2017-10-14,36
2017-10-15,37
2017-10-16,36
2017-10-17,35
2017-10-18,33
2017-10-19,32
2017-10-20,33
2017-10-21,32
2017-10-22,33
2017-10-23,34
2017-10-24,36
2017-10-25,37
2017-10-26,37
2017-10-27,39
2017-10-28,39
2017-10-29,40
2017-10-30,40
2017-10-31,41
2017-11-01,41
2017-11-02,42
2017-11-03,41
2017-11-04,40
2017-11-05,39
2017-11-06,39
2017-11-07,40
2017-11-08,41
2017-11-09,44
2017-11-10,47
2017-11-11,50
2017-11-12,50
2017-11-13,48
2017-11-14,48
2017-11-15,49
2017-11-16,49
2017-11-17,49
2017-11-18,49
2017-11-19,50
2017-11-20,53
2017-11-21,56
2017-11-22,59
2017-11-23,62
2017-11-24,66
2017-11-25,70
2017-11-26,74
2017-11-27,78
2017-11-28,82
2017-11-29,84
2017-11-30,88
2017-12-01,92
2017-12-02,97
2017-12-03,101
2017-12-04,102
2017-12-05,100
2017-12-06,95
2017-12-07,90
2017-12-08,85
2017-12-09,80
2017-12-10,76
2017-12-11,72
2017-12-12,69
2017-12-13,66
2017-12-14,64
2017-12-15,61
2017-12-16,58
2017-12-17,57
2017-12-18,54
2017-12-19,51
2017-12-20,48
2017-12-21,46
2017-12-22,45
2017-12-23,43
2017-12-24,40
2017-12-25,38
2017-12-26,36
2017-12-27,34
2017-12-28,32
2017-12-29,31
2017-12-30,30
2017-12-31,30
2018-01-01,29
2018-01-02,28
2018-01-03,26
2018-01-04,25
2018-01-05,24
2018-01-06,24
2018-01-07,25
2018-01-08,25
2018-01-09,26
2018-01-10,27
2018-01-11,27
2018-01-12,27
2018-01-13,26
2018-01-14,25
2018-01-15,27
2018-01-16,28
2018-01-17,28
2018-01-18,30
2018-01-19,32
2018-01-20,34
2018-01-21,36
2018-01-22,38
2018-01-23,40
2018-01-24,42
2018-01-25,45
2018-01-26,48
2018-01-27,51
2018-01-28,54
2018-01-29,57
2018-01-30,60
2018-01-31,63
2018-02-01,67
2018-02-02,71
2018-02-03,74
2018-02-04,72
2018-02-05,70
2018-02-06,71
2018-02-07,69
2018-02-08,67
2018-02-09,64
2018-02-10,63
2018-02-11,63
2018-02-12,60
2018-02-13,58
2018-02-14,58
2018-02-15,57
2018-02-16,57
2018-02-17,58
2018-02-18,61
2018-02-19,64
2018-02-20,68
2018-02-21,72
2018-02-22,76
2018-02-23,80
2018-02-24,81
2018-02-25,81
2018-02-26,79
2018-02-27,79
2018-02-28,82
2018-03-01,87
2018-03-02,90
2018-03-03,92
2018-03-04,93
2018-03-05,91
2018-03-06,86
2018-03-07,81
2018-03-08,77
2018-03-09,73
2018-03-10,72
2018-03-11,72
2018-03-12,73
2018-03-13,73
2018-03-14,72
2018-03-15,72
2018-03-16,72
2018-03-17,73
2018-03-18,73
2018-03-20,71
2018-03-22,71
2018-03-23,70
2018-03-24,70
2018-03-25,67
2018-03-26,68
2018-03-27,66
2018-03-28,64
2018-03-29,64
2018-03-30,60
2018-03-31,58
2018-04-01,56
2018-04-02,57
2018-04-03,58
2018-04-04,57
2018-04-05,57
2018-04-06,55
2018-04-07,54
2018-04-08,52
2018-04-09,50
2018-04-10,49
2018-04-11,51
2018-04-12,50
2018-04-13,48
2018-04-14,47
2018-04-15,48
2018-04-16,50
2018-04-17,50
2018-04-18,49
2018-04-19,49
2018-04-20,49
2018-04-21,50
2018-04-22,51
2018-04-23,53
2018-04-24,54
2018-04-25,54
2018-04-26,54
2018-04-27,55
2018-04-28,57
2018-04-29,58
2018-04-30,58
2018-05-01,57
2018-05-02,58
2018-05-03,57
2018-05-04,56
2018-05-05,57
2018-05-06,57
2018-05-07,59
2018-05-08,62
2018-05-09,62
2018-05-10,61
2018-05-11,64
2018-05-12,64
2018-05-13,63
2018-05-14,65
2018-05-15,68
2018-05-16,71
2018-05-17,75
2018-05-18,77
2018-05-19,79
2018-05-20,78
2018-05-21,77
2018-05-22,79
2018-05-23,80
2018-05-24,81
2018-05-25,82
2018-05-26,81
2018-05-27,80
2018-05-28,79
2018-05-29,80
2018-05-30,80
2018-05-31,78
2018-06-01,78
2018-06-02,80
2018-06-03,80
2018-06-04,81
2018-06-05,80
2018-06-06,78
2018-06-07,79
2018-06-08,80
2018-06-09,80
2018-06-10,81
2018-06-11,82
2018-06-12,82
2018-06-13,78
2018-06-14,74
2018-06-15,70
2018-06-16,68
2018-06-17,66
2018-06-18,66
2018-06-19,65
2018-06-20,64
2018-06-21,64
2018-06-22,64
2018-06-23,65
2018-06-24,64
2018-06-25,64
2018-06-26,64
2018-06-27,63
2018-06-28,64
2018-06-29,67
2018-06-30,69
2018-07-01,71
2018-07-02,73
2018-07-03,75
2018-07-04,77
2018-07-05,78
2018-07-06,78
2018-07-07,79
2018-07-08,76
2018-07-09,72
2018-07-10,70
2018-07-11,72
2018-07-12,73
2018-07-13,74
2018-07-14,73
2018-07-15,73
2018-07-16,72
2018-07-17,71
2018-07-18,70
2018-07-19,71
2018-07-20,72
2018-07-21,71
2018-07-22,72
2018-07-23,73
2018-07-24,72
2018-07-25,71
2018-07-26,72
2018-07-27,74
2018-07-28,75
2018-07-29,78
2018-07-30,81
2018-07-31,86
2018-08-01,91
2018-08-02,96
2018-08-03,101
2018-08-04,107
2018-08-05,109
2018-08-06,114
2018-08-07,116
2018-08-08,115
2018-08-09,113
2018-08-10,107
2018-08-11,101
2018-08-12,95
2018-08-14,86
2018-08-16,82
2018-08-17,80
2018-08-18,79
2018-08-19,78
2018-08-20,80
2018-08-21,79
2018-08-22,78
2018-08-23,79
2018-08-24,77
2018-08-25,77
2018-08-26,76
2018-08-27,75
2018-08-28,77
2018-08-29,77
2018-08-30,76
2018-08-31,77
2018-09-01,78
2018-09-02,80
2018-09-03,83
2018-09-04,87
2018-09-05,92
2018-09-06,93
2018-09-07,89
2018-09-08,89
2018-09-09,87
2018-09-10,89
2018-09-11,90
2018-09-12,88
2018-09-13,85
2018-09-14,81
2018-09-15,76
2018-09-16,72
2018-09-17,68
2018-09-18,64
2018-09-19,60
2018-09-20,60
2018-09-21,63
2018-09-22,65
2018-09-23,67
2018-09-24,68
2018-09-25,67
2018-09-26,67
2018-09-27,65
2018-09-28,65
2018-09-29,64
2018-09-30,62
2018-10-01,62
2018-10-02,62
2018-10-03,60
2018-10-04,58
2018-10-05,60
2018-10-06,60
2018-10-07,61
2018-10-08,60
2018-10-09,60
2018-10-10,59
2018-10-11,61
2018-10-12,58
2018-10-13,56
2018-10-14,54
2018-10-15,53
2018-10-16,55
2018-10-17,52
2018-10-18,50
2018-10-19,49
2018-10-20,49
2018-10-21,49
2018-10-22,50
2018-10-23,52
2018-10-24,52
2018-10-25,53
2018-10-26,55
2018-10-27,55
2018-10-28,54
2018-10-29,54
2018-10-30,56
2018-10-31,56
2018-11-01,55
2018-11-03,57
2018-11-04,57
2018-11-05,55
2018-11-06,55
2018-11-07,54
2018-11-08,54
2018-11-09,54
2018-11-10,54
2018-11-11,54
2018-11-12,55
2018-11-13,55
2018-11-14,55
2018-11-15,54
2018-11-16,54
2018-11-17,54
2018-11-18,55
2018-11-19,55
2018-11-20,55
2018-11-21,55
2018-11-22,54
2018-11-23,54
2018-11-24,55
2018-11-25,55
2018-11-26,55
2018-11-27,55
2018-11-28,56
2018-11-29,55
2018-12-01,55
2018-12-02,55
2018-12-03,55
2018-12-04,55
2018-12-05,55
2018-12-07,54
2018-12-09,54
2018-12-10,53
2018-12-11,53
2018-12-12,53
2018-12-13,53
2018-12-14,51
2018-12-15,48
2018-12-16,45
2018-12-17,42
2018-12-18,41
2018-12-19,38
2018-12-20,36
2018-12-21,35
2018-12-22,34
2018-12-23,36
2018-12-24,38
2018-12-25,40
2018-12-26,42
2018-12-27,44
2018-12-28,44
2018-12-29,44
2018-12-30,45
2018-12-31,44
2019-01-01,45
2019-01-02,44
2019-01-03,42
2019-01-04,40
2019-01-05,39
2019-01-06,38
2019-01-08,36
2019-01-10,36
2019-01-11,37
2019-01-12,39
2019-01-13,40
2019-01-14,41
2019-01-15,42
2019-01-16,43
2019-01-17,44
2019-01-18,43
2019-01-19,41
2019-01-20,39
2019-01-21,40
2019-01-22,41
2019-01-23,39
2019-01-24,37
2019-01-25,38
2019-01-26,38
2019-01-27,38
2019-01-28,38
2019-01-29,38
2019-01-30,38
2019-01-31,38
2019-02-01,38
2019-02-02,37
2019-02-03,37
2019-02-04,36
2019-02-05,36
2019-02-06,36
2019-02-07,36
2019-02-08,36
2019-02-09,37
2019-02-10,37
2019-02-11,36
2019-02-12,36
2019-02-13,36
2019-02-14,36
2019-02-15,36
2019-02-16,37
2019-02-17,37
2019-02-18,37
2019-02-19,37
2019-02-20,37
2019-02-21,38
2019-02-22,38
2019-02-23,37
2019-02-24,36
2019-02-25,35
2019-02-26,35
2019-02-27,35
2019-02-28,35
2019-03-01,35
2019-03-02,36
2019-03-03,37
2019-03-04,37
2019-03-05,37
2019-03-06,37
2019-03-07,37
2019-03-08,37
2019-03-09,37
2019-03-10,36
2019-03-11,36
2019-03-12,35
2019-03-13,35
2019-03-14,35
2019-03-15,35
2019-03-16,34
2019-03-17,34
2019-03-18,34
2019-03-19,34
2019-03-20,35
2019-03-21,35
2019-03-22,34
2019-03-23,34
2019-03-24,33
2019-03-25,32
2019-03-26,32
2019-03-27,32
2019-03-28,32
2019-03-29,31
2019-03-30,31
2019-03-31,31
2019-04-01,30
2019-04-02,30
2019-04-03,30
2019-04-04,30
2019-04-05,29
2019-04-06,29
2019-04-07,29
2019-04-08,29
2019-04-09,29
2019-04-10,28
2019-04-11,28
2019-04-12,29
2019-04-13,29
2019-04-14,29
2019-04-15,30
2019-04-16,31
2019-04-17,29
2019-04-18,29
2019-04-19,29
2019-04-20,29
2019-04-21,29
2019-04-22,29
2019-04-23,28
2019-04-24,29
2019-04-25,29
2019-04-26,29
2019-04-27,29
2019-04-28,30
2019-04-29,31
2019-04-30,31
2019-05-01,33
2019-05-02,35
2019-05-03,35
2019-05-04,34
2019-05-05,34
2019-05-06,33
2019-05-07,33
2019-05-08,34
2019-05-09,35
2019-05-10,35
2019-05-11,34
2019-05-12,35
2019-05-13,36
2019-05-14,36
2019-05-15,36
2019-05-16,36
2019-05-17,37
2019-05-18,37
2019-05-19,38
2019-05-20,37
2019-05-21,37
2019-05-22,38
2019-05-23,38
2019-05-24,37
2019-05-25,37
2019-05-26,37
2019-05-27,37
2019-05-28,36
2019-05-29,36
2019-05-30,36
2019-05-31,35
2019-06-01,35
2019-06-02,36
2019-06-03,36
2019-06-04,36
2019-06-05,35
2019-06-06,35
2019-06-07,35
2019-06-08,35
2019-06-09,35
2019-06-10,35
2019-06-11,34
2019-06-12,35
2019-06-13,35
2019-06-14,34
2019-06-15,33
2019-06-16,32
2019-06-17,32
2019-06-18,31
2019-06-19,30
2019-06-20,30
2019-06-21,30
2019-06-22,31
2019-06-23,32
2019-06-24,32
2019-06-25,32
2019-06-26,33
2019-06-27,33
2019-06-28,33
2019-06-29,33
2019-06-30,33
2019-07-01,33
2019-07-02,33
2019-07-03,33
2019-07-04,32
2019-07-05,32
2019-07-06,31
2019-07-07,31
2019-07-08,31
2019-07-09,31
2019-07-10,31
2019-07-11,30
2019-07-12,31
2019-07-13,32
2019-07-14,32
2019-07-15,31
2019-07-16,31
2019-07-17,31
2019-07-18,30
2019-07-19,30
2019-07-20,30
2019-07-21,30
2019-07-22,30
2019-07-23,30
2019-07-24,30
2019-07-25,30
2019-07-26,30
2019-07-27,31
2019-07-28,32
2019-07-29,32
2019-07-30,32
2019-07-31,33
2019-08-01,33
2019-08-02,33
2019-08-03,34
2019-08-04,34
2019-08-05,34
2019-08-06,34
2019-08-07,35
2019-08-08,35
2019-08-09,35
2019-08-10,35
2019-08-11,35
2019-08-12,35
2019-08-13,35
2019-08-14,35
2019-08-15,35
2019-08-16,35
2019-08-17,35
2019-08-18,35
2019-08-19,35
2019-08-20,36
2019-08-21,36
2019-08-22,37
