date_obj,Purple%20gloves price
2019-08-15,848
2019-08-16,836
2019-08-17,836
2019-08-18,813
2019-08-19,807
2019-08-20,797
2019-08-21,784
2019-08-22,771
2019-08-23,749
2019-08-24,748
2019-08-24,748
2019-08-25,748
2019-08-25,748
2019-08-26,732
2019-08-26,732
2019-08-27,745
2019-08-27,745
2019-08-28,748
2019-08-29,734
2019-08-30,733
2019-08-31,733
2019-09-01,743
2019-09-02,743
2019-09-03,739
2019-09-04,729
2019-09-05,716
2019-09-06,716
2019-09-07,717
2019-09-08,730
2019-09-09,730
2019-09-10,744
2019-09-11,749
2019-09-12,752
2019-09-13,765
2019-09-14,771
2019-09-15,749
2019-09-16,755
2019-09-17,759
2019-09-18,776
2019-09-19,769
2019-09-20,769
2019-09-21,764
2019-09-22,750
2019-09-23,750
2019-09-24,750
2019-09-25,738
2019-09-26,750
2019-09-27,750
2019-09-28,749
2019-09-29,749
2019-09-30,743
2019-10-01,742
2019-10-02,742
2019-10-03,726
2019-10-04,710
2019-10-05,706
2019-10-06,697
2019-10-07,697
2019-10-08,681
2019-10-09,681
2019-10-10,676
2019-10-11,676
2019-10-12,671
2019-10-13,671
2019-10-14,662
2019-10-15,678
2019-10-16,665
2019-10-17,665
2019-10-18,667
2019-10-19,666
2019-10-20,665
2019-10-21,674
2019-10-22,695
2019-10-23,728
2019-10-24,764
2019-10-25,768
2019-10-26,773
2019-10-27,764
2019-10-28,753
2019-10-29,753
2019-10-30,739
2019-10-31,760
2019-11-01,738
2019-11-02,739
2019-11-03,734
2019-11-04,717
2019-11-05,717
2019-11-06,729
2019-11-07,745
2019-11-08,747
2019-11-09,742
2019-11-10,749
2019-11-11,732
2019-11-12,732
2019-11-13,725
2019-11-14,718
2019-11-15,718
2019-11-16,721
2019-11-17,721
2019-11-18,745
2019-11-19,745
2019-11-20,742
2019-11-21,742
2019-11-22,740
2019-11-23,737
2019-11-24,745
2019-11-25,767
2019-11-26,785
2019-11-27,785
2019-11-28,787
2019-11-29,787
2019-11-30,799
2019-12-01,807
2019-12-02,801
2019-12-03,791
2019-12-04,784
2019-12-05,784
2019-12-06,805
2019-12-07,825
2019-12-08,825
2019-12-09,807
2019-12-10,807
2019-12-11,787
2019-12-12,787
2019-12-13,774
2019-12-14,781
2019-12-15,741
2019-12-16,722
2019-12-17,695
2019-12-18,695
2019-12-19,663
2019-12-20,665
2019-12-21,667
2019-12-22,662
2019-12-23,662
2019-12-24,663
2019-12-25,655
2019-12-26,655
2019-12-27,642
2019-12-28,630
2019-12-29,630
2019-12-30,612
2019-12-31,636
2020-01-01,668
2020-01-02,701
2020-01-03,701
2020-01-04,715
2020-01-05,723
2020-01-06,737
2020-01-07,735
2020-01-08,735
2020-01-09,731
2020-01-10,737
2020-01-11,728
2020-01-12,722
2020-01-13,722
2020-01-14,712
2020-01-15,723
2020-01-16,760
2020-01-17,792
2020-01-18,792
2020-01-19,773
2020-01-20,770
2020-01-21,770
2020-01-22,765
2020-01-23,747
2020-01-24,749
2020-01-25,739
2020-01-26,743
2020-01-27,737
2020-01-28,715
2020-01-29,713
2020-01-30,698
2020-01-31,695
2020-02-01,685
2020-02-02,676
2020-02-03,653
2020-02-04,653
2020-02-05,686
2020-02-06,710
2020-02-07,723
2020-02-08,732
2020-02-09,736
2020-02-10,738
2020-02-11,733
2020-02-12,741
2020-02-13,741
2020-02-14,743
2020-02-15,743
2020-02-16,739
2020-02-17,721
2020-02-18,729
2020-02-19,731
2020-02-20,731
2020-02-21,731
2020-02-22,734
2020-02-23,727
2020-02-24,719
2020-02-25,712
2020-02-26,715
2020-02-27,749
2020-02-28,757
2020-02-29,757
2020-03-01,734
2020-03-02,719
2020-03-03,716
2020-03-04,716
2020-03-05,693
2020-03-06,683
2020-03-07,688
2020-03-08,667
2020-03-09,668
2020-03-10,660
2020-03-11,656
2020-03-12,660
2020-03-13,672
2020-03-14,676
2020-03-15,673
2020-03-16,684
2020-03-17,696
2020-03-18,697
2020-03-19,679
2020-03-20,665
2020-03-21,644
2020-03-22,645
2020-03-23,657
2020-03-24,650
2020-03-25,633
2020-03-26,629
2020-03-27,632
2020-03-28,644
2020-03-29,640
2020-03-30,615
2020-03-31,597
2020-04-01,573
2020-04-02,547
2020-04-03,547
2020-04-04,520
2020-04-05,494
2020-04-06,473
2020-04-07,466
2020-04-08,461
2020-04-09,468
2020-04-10,466
2020-04-11,461
2020-04-12,443
2020-04-13,424
2020-04-14,420
2020-04-15,413
2020-04-16,410
2020-04-17,399
2020-04-18,389
2020-04-19,379
2020-04-20,361
2020-04-21,351
2020-04-22,358
2020-04-23,361
2020-04-24,378
2020-04-25,397
2020-04-26,412
2020-04-27,430
2020-04-28,429
2020-04-29,451
2020-04-30,464
2020-05-01,470
2020-05-02,483
2020-05-03,489
2020-05-04,501
2020-05-05,508
2020-05-06,518
2020-05-07,541
2020-05-08,546
2020-05-09,546
2020-05-10,554
2020-05-11,561
2020-05-12,563
2020-05-13,554
