date_obj,Rangers'%20tunic price
2015-10-10,8884456
2015-10-11,8707222
2015-10-12,8601117
2015-10-13,8842917
2015-10-14,9060597
2015-10-15,8923173
2015-10-16,8931864
2015-10-17,9137202
2015-10-18,9318056
2015-10-19,9314840
2015-10-20,9332888
2015-10-22,9206125
2015-10-23,9220005
2015-10-24,9441532
2015-10-25,9309468
2015-10-26,9172105
2015-10-27,9085934
2015-10-29,8956570
2015-10-30,8951550
2015-10-31,9117291
2015-11-01,9278557
2015-11-02,9255622
2015-11-03,9106189
2015-11-04,9004235
2015-11-05,8923537
2015-11-06,8916401
2015-11-07,8879569
2015-11-08,8944162
2015-11-09,9113195
2015-11-10,9258161
2015-11-11,9377049
2015-11-12,9595876
2015-11-13,9908431
2015-11-14,10030883
2015-11-15,10210200
2015-11-16,10179991
2015-11-17,10306060
2015-11-18,10437166
2015-11-19,10336092
2015-11-20,10194508
2015-11-21,10117219
2015-11-22,9976706
2015-11-23,9853757
2015-11-24,9714064
2015-11-25,9595677
2015-11-26,9634956
2015-11-27,9725157
2015-11-28,9747017
2015-11-29,9730639
2015-11-30,9718862
2015-12-01,9697453
2015-12-02,9741534
2015-12-03,9820620
2015-12-04,9930268
2015-12-05,10118471
2015-12-06,10271155
2015-12-07,10345506
2015-12-08,10379739
2015-12-09,10184252
2015-12-10,10069079
2015-12-11,10090268
2015-12-12,10137292
2015-12-13,10184762
2015-12-14,10107943
2015-12-15,10002292
2015-12-16,9916468
2015-12-17,9885799
2015-12-18,9945433
2015-12-19,9937144
2015-12-20,9982547
2015-12-21,9913514
2015-12-22,9854623
2015-12-23,9769879
2015-12-24,9710045
2015-12-25,9781109
2015-12-26,9728980
2015-12-27,9735709
2015-12-28,9886966
2015-12-29,10011920
2015-12-30,10151569
2015-12-31,10330069
2016-01-01,10366053
2016-01-02,10321831
2016-01-03,10494047
2016-01-04,10495530
2016-01-05,10417495
2016-01-06,10284565
2016-01-07,10203513
2016-01-08,10128336
2016-01-09,10022796
2016-01-10,9949377
2016-01-11,9855331
2016-01-12,9826777
2016-01-13,9971363
2016-01-14,9930666
2016-01-15,9928199
2016-01-16,9832567
2016-01-17,9784968
2016-01-18,9649491
2016-01-19,9619235
2016-01-20,9541739
2016-01-21,9529389
2016-01-22,9432888
2016-01-23,9323369
2016-01-24,9226362
2016-01-25,9066312
2016-01-26,8986105
2016-01-27,8931813
2016-01-28,8912513
2016-01-29,8814579
2016-01-30,8774769
2016-01-31,8846814
2016-02-01,9079437
2016-02-02,9186816
2016-02-03,9296328
2016-02-04,9259537
2016-02-05,9220804
2016-02-06,9159513
2016-02-07,9058657
2016-02-08,8960260
2016-02-09,8854675
2016-02-10,8737811
2016-02-11,8625446
2016-02-12,8617691
2016-02-13,8825176
2016-02-14,8831316
2016-02-15,8814123
2016-02-16,8846608
2016-02-17,8962504
2016-02-18,9023998
2016-02-19,9095243
2016-02-20,9073570
2016-02-21,9091701
2016-02-22,9018616
2016-02-23,9118254
2016-02-24,9195673
2016-02-25,9251668
2016-02-26,9306169
2016-02-27,9338238
2016-02-28,9350453
2016-02-29,9379153
2016-03-01,9403236
2016-03-02,9351931
2016-03-03,9366603
2016-03-04,9352049
2016-03-05,9559148
2016-03-06,9612309
2016-03-07,9665008
2016-03-08,9653996
2016-03-09,9611248
2016-03-10,9731534
2016-03-11,9816811
2016-03-12,9781653
2016-03-13,9796699
2016-03-14,10062852
2016-03-15,10074060
2016-03-16,10002806
2016-03-17,9916238
2016-03-18,9877896
2016-03-19,9798906
2016-03-20,9735190
2016-03-21,9721559
2016-03-22,9695574
2016-03-23,9668729
2016-03-24,9816073
2016-03-25,9948776
2016-03-26,9981645
2016-03-27,9934400
2016-03-28,9850620
2016-03-29,9782175
2016-03-30,9765970
2016-03-31,9636831
2016-04-01,9522474
2016-04-02,9494819
2016-04-03,9496709
2016-04-04,9506912
2016-04-05,9479161
2016-04-06,9418762
2016-04-07,9383641
2016-04-08,9324260
2016-04-09,9253518
2016-04-10,9195976
2016-04-11,9122510
2016-04-12,8950088
2016-04-13,8897636
2016-04-14,8879036
2016-04-15,8913737
2016-04-16,9011271
2016-04-17,8941761
2016-04-18,8965102
2016-04-19,8887046
2016-04-20,8872264
2016-04-21,8899149
2016-04-22,8915533
2016-04-23,8999974
2016-04-24,9014397
2016-04-25,8976154
2016-04-26,8913256
2016-04-27,8841011
2016-04-28,8873959
2016-04-29,9066413
2016-04-30,9105664
2016-05-01,9087373
2016-05-02,9021989
2016-05-03,8916063
2016-05-04,8724712
2016-05-05,8448676
2016-05-06,8466265
2016-05-07,8293636
2016-05-08,8267907
2016-05-09,8086054
2016-05-10,7912394
2016-05-11,7632914
2016-05-12,7492338
2016-05-13,7810755
2016-05-14,7808039
2016-05-15,7682987
2016-05-16,7614558
2016-05-17,7587417
2016-05-18,7586804
2016-05-19,7565770
2016-05-22,8020783
2016-05-23,8101077
2016-05-24,8037048
2016-05-25,8095963
2016-05-26,8038632
2016-05-27,8067630
2016-05-28,8017705
2016-05-29,7907006
2016-05-30,7773632
2016-05-31,7842047
2016-06-01,7799066
2016-06-02,7740791
2016-06-03,7779155
2016-06-04,7786900
2016-06-05,8031528
2016-06-06,8033247
2016-06-07,8124362
2016-06-08,8140496
2016-06-09,8101383
2016-06-10,8082672
2016-06-11,8058272
2016-06-12,8048207
2016-06-13,8003276
2016-06-14,7927994
2016-06-15,7797688
2016-06-16,7759797
2016-06-17,7727622
2016-06-18,7670308
2016-06-19,7662518
2016-06-20,7593342
2016-06-21,7619008
2016-06-22,7806792
2016-06-23,7994616
2016-06-24,8262205
2016-06-25,8580210
2016-06-26,8514812
2016-06-27,8450306
2016-06-28,8440563
2016-06-29,8395158
2016-06-30,8352731
2016-07-01,8348860
2016-07-02,8317607
2016-07-03,8280226
2016-07-04,8270112
2016-07-05,8272841
2016-07-06,8083245
2016-07-07,8103010
2016-07-08,7942500
2016-07-09,7818389
2016-07-10,7431737
2016-07-11,7130383
2016-07-12,6858947
2016-07-13,6856674
2016-07-14,7175339
2016-07-15,7230551
2016-07-16,7208328
2016-07-17,7121439
2016-07-18,7343671
2016-07-23,7699584
2016-07-24,7757374
2016-07-25,7811701
2016-07-26,7754182
2016-07-27,7815031
2016-07-28,7771249
2016-07-29,8099748
2016-07-30,8089045
2016-07-31,8192196
2016-08-01,8472644
2016-08-02,8502974
2016-08-03,8585040
2016-08-04,8499007
2016-08-05,8445114
2016-08-06,8490591
2016-08-07,8392548
2016-08-08,8205921
2016-08-09,8220586
2016-08-10,7987685
2016-08-11,7861997
2016-08-12,7775177
2016-08-13,7794823
2016-08-14,7824635
2016-08-15,7835032
2016-08-16,7816372
2016-08-17,7737219
2016-08-18,7527477
2016-08-19,7363857
2016-08-20,7332445
2016-08-21,7329502
2016-08-22,7525673
2016-08-23,7334669
2016-08-24,7172884
2016-08-25,7152687
2016-08-26,7120920
2016-08-28,7089908
2016-08-31,7124175
2016-09-01,7116030
2016-09-02,7338290
2016-09-03,7373042
2016-09-04,7452086
2016-09-05,7527284
2016-09-06,7585103
2016-09-07,7669987
2016-09-08,7614003
2016-09-09,7543941
2016-09-10,7573644
2016-09-11,7564736
2016-09-12,7560743
2016-09-13,7770464
2016-09-14,7620891
2016-09-15,7685316
2016-09-16,7837838
2016-09-17,7974051
2016-09-18,8033355
2016-09-19,7813162
2016-09-20,7665836
2016-09-21,7651803
2016-09-22,7633321
2016-09-23,7707564
2016-09-24,7777826
2016-09-25,7959606
2016-09-26,8014293
2016-09-27,7956561
2016-09-28,8076398
2016-09-29,8061657
2016-09-30,8196820
2016-10-01,8441014
2016-10-02,8260412
2016-10-03,8305035
2016-10-04,8296464
2016-10-05,8437790
2016-10-06,8486295
2016-10-07,8400868
2016-10-08,8357013
2016-10-09,8294001
2016-10-10,8271538
2016-10-11,8327204
2016-10-12,8437279
2016-10-13,8584458
2016-10-14,8642319
2016-10-15,8734568
2016-10-16,8859974
2016-10-17,8916549
2016-10-18,8901952
2016-10-19,8921453
2016-10-20,8957264
2016-10-21,9069878
2016-10-22,9209171
2016-10-23,9264790
2016-10-24,9296456
2016-10-25,9195004
2016-10-26,9087382
2016-10-27,8939681
2016-10-28,8830652
2016-10-29,8742706
2016-10-30,8702489
2016-10-31,8760737
2016-11-01,8682721
2016-11-02,8693078
2016-11-03,8679879
2016-11-04,8781373
2016-11-05,8836432
2016-11-06,8922459
2016-11-07,8993555
2016-11-08,9031939
2016-11-09,8796537
2016-11-10,8559401
2016-11-11,8196552
2016-11-12,7939754
2016-11-13,7973261
2016-11-14,7922531
2016-12-08,8092800
2016-12-09,7959214
2016-12-10,7919073
2016-12-11,7893096
2016-12-12,7752483
2016-12-13,7694412
2016-12-14,7640674
2016-12-15,7632019
2016-12-16,7668325
2016-12-17,7822196
2016-12-18,8010172
2016-12-19,8166361
2016-12-20,8122791
2016-12-21,8136055
2016-12-22,8190426
2016-12-23,8167991
2016-12-24,8162648
2016-12-25,8214844
2016-12-26,8424826
2016-12-27,8512998
2016-12-28,8367032
2016-12-29,8536734
2016-12-30,8771673
2016-12-31,8908751
2017-01-01,8864278
2017-01-02,8859750
2017-01-03,8790444
2017-01-04,8731985
2017-01-05,8315509
2017-01-06,7908122
2017-01-07,7571314
2017-01-08,7393128
2017-01-09,7214801
2017-01-10,7369819
2017-01-11,7657024
2017-01-12,7698433
2017-01-13,7819354
2017-01-14,8063509
2017-01-15,8139691
2017-01-16,8050658
2017-01-17,7961641
2017-01-18,7970403
2017-01-19,7969892
2017-01-20,7957862
2017-01-21,7985519
2017-01-22,8037869
2017-01-27,8945884
2017-01-28,8925421
2017-01-29,8948812
2017-01-30,9210825
2017-01-31,9552326
2017-02-01,9678149
2017-02-02,9677200
2017-02-03,9741439
2017-02-04,9749624
2017-02-05,9673172
2017-02-06,9562622
2017-02-07,9472051
2017-02-08,9445066
2017-02-09,9413612
2017-02-10,9418835
2017-02-11,9478468
2017-02-12,9430108
2017-02-13,9389872
2017-02-14,9246418
2017-02-15,9168359
2017-02-16,9092298
2017-02-18,9245233
2017-02-19,9445474
2017-02-20,9423564
2017-02-21,9471708
2017-02-22,9454335
2017-02-23,9520328
2017-02-24,9557390
2017-02-25,9431245
2017-02-26,9343713
2017-02-27,9324573
2017-02-28,9271812
2017-03-01,9278582
2017-03-02,9269953
2017-03-03,9184320
2017-03-04,9151621
2017-03-05,9143497
2017-03-06,9155572
2017-03-07,9154613
2017-03-08,9211126
2017-03-09,9242803
2017-03-10,9208210
2017-03-11,9207890
2017-03-12,9151671
2017-03-13,9120414
2017-03-14,9090754
2017-03-15,9093698
2017-03-16,9043838
2017-03-17,9026975
2017-03-18,9125896
2017-03-19,9158898
2017-03-20,9420148
2017-03-21,9655818
2017-03-22,9845209
2017-03-23,9771279
2017-03-24,9806011
2017-03-25,9810883
2017-03-26,9806858
2017-03-27,9729741
2017-03-28,9598527
2017-03-29,9483041
2017-03-30,9426857
2017-03-31,9515437
2017-04-01,9639362
2017-04-02,9665876
2017-04-03,9874951
2017-04-04,9946655
2017-04-12,10397174
2017-04-13,10503180
2017-04-14,10624662
2017-04-15,10657068
2017-04-16,10602539
2017-04-17,10605904
2017-04-18,10592307
2017-04-19,10576454
2017-04-20,10483491
2017-04-21,10452792
2017-04-22,10399887
2017-04-23,10324172
2017-04-24,10221342
2017-04-25,10279994
2017-04-26,10214394
2017-04-27,10187816
2017-04-28,10169795
2017-04-29,10134745
2017-04-30,10014159
2017-05-01,9911045
2017-05-02,9785884
2017-05-03,9700490
2017-05-04,9718371
2017-05-05,9735390
2017-05-06,9708865
2017-05-07,9896990
2017-05-08,9905117
2017-05-09,9888992
2017-05-10,9928607
2017-05-11,10030871
2017-05-12,10347166
2017-05-13,10510430
2017-05-14,10434722
2017-05-15,10400123
2017-05-16,10384844
2017-05-17,10294900
2017-05-18,10269272
2017-05-19,10286356
2017-05-20,10293708
2017-05-21,10232145
2017-05-22,10175041
2017-05-23,10113385
2017-05-24,10053606
2017-05-25,9811672
2017-05-26,9481222
2017-05-27,9274567
2017-05-28,9374988
2017-05-29,9371261
2017-05-30,9306891
2017-05-31,9262116
2017-06-01,9196283
2017-06-02,9095275
2017-06-03,9218798
2017-06-06,9343217
2017-06-07,9298081
2017-06-08,9282559
2017-06-09,9228514
2017-06-10,9304204
2017-06-11,9175831
2017-06-12,8860235
2017-06-13,8729504
2017-06-14,8718402
2017-06-15,8622876
2017-06-16,8473899
2017-06-17,8629451
2017-06-18,8742666
2017-06-19,8758299
2017-06-20,8954239
2017-06-21,9209181
2017-06-22,9209571
2017-06-23,9275020
2017-06-24,9531823
2017-06-25,9566096
2017-06-26,9698985
2017-06-27,9731935
2017-06-28,9776750
2017-06-29,9776419
2017-06-30,9758565
2017-07-01,9973282
2017-07-02,10126284
2017-07-03,10604029
2017-07-04,10590920
2017-07-05,10593089
2017-07-06,10321220
2017-07-07,10414980
2017-07-08,10392595
2017-07-13,10215921
2017-07-14,10154829
2017-07-15,10218555
2017-07-16,10553725
2017-07-17,10475093
2017-07-18,10413374
2017-07-19,10644797
2017-07-20,10777884
2017-07-21,10800603
2017-07-22,10749199
2017-07-23,10753982
2017-07-24,10763153
2017-07-25,10697009
2017-07-26,10809569
2017-07-27,11210048
2017-07-28,11269343
2017-07-29,11150126
2017-07-30,11029086
2017-07-31,11053350
2017-08-01,11128649
2017-08-02,11106831
2017-08-03,10877531
2017-08-04,10785134
2017-08-05,10703278
2017-08-06,10644530
2017-08-09,10410732
2017-08-10,10297503
2017-08-11,10302962
2017-08-12,10516466
2017-08-13,10831211
2017-08-14,10723865
2017-08-15,10715401
2017-08-16,10792304
2017-08-17,10808114
2017-08-18,10842775
2017-08-19,11000484
2017-08-20,11319973
2017-08-22,11204127
2017-08-23,11164809
2017-08-24,10988209
2017-08-25,10847846
2017-08-26,10760314
2017-08-27,10772852
2017-08-28,10916000
2017-08-29,10971601
2017-08-30,10914153
2017-08-31,11102802
2017-09-01,11087739
2017-09-02,11213766
2017-09-03,11161519
2017-09-04,11212372
2017-09-05,11261575
2017-09-06,11216218
2017-09-07,11167816
2017-09-08,11534095
2017-09-09,11663863
2017-09-10,11610606
2017-09-11,11639797
2017-09-12,11623834
2017-09-13,11664462
2017-09-14,11733764
2017-09-15,11823207
2017-09-16,11818344
2017-09-17,11748986
2017-09-19,11702244
2017-09-20,11652359
2017-09-21,11610131
2017-09-22,11554940
2017-09-23,11482032
2017-09-24,11497179
2017-09-25,11491328
2017-09-26,11433229
2017-09-27,11395832
2017-09-28,11355100
2017-09-29,11306100
2017-09-30,11293967
2017-10-01,11254398
2017-10-02,11125650
2017-10-03,11055786
2017-10-04,11032491
2017-10-05,10925219
2017-10-06,10841530
2017-10-07,10772047
2017-10-08,10699601
2017-10-09,10651137
2017-10-10,10510455
2017-10-11,10368313
2017-10-12,10301263
2017-10-13,10238965
2017-10-14,10171958
2017-10-15,10130395
2017-10-16,10114331
2017-10-17,10022395
2017-10-18,9939442
2017-10-19,9844526
2017-10-20,9844068
2017-10-21,9845944
2017-10-22,9859605
2017-10-23,9874000
2017-10-24,9900542
2017-10-25,10190221
2017-10-26,10334637
2017-10-27,10258065
2017-10-28,10239867
2017-10-29,10182846
2017-10-30,10239668
2017-10-31,10211339
2017-11-01,10236448
2017-11-02,10256393
2017-11-03,10277823
2017-11-04,10388081
2017-11-05,10534242
2017-11-06,10521473
2017-11-07,10476510
2017-11-08,10393298
2017-11-09,10292846
2017-11-10,10169820
2017-11-11,10138651
2017-11-12,10053126
2017-11-13,9883752
2017-11-14,9862781
2017-11-15,9872192
2017-11-16,9738810
2017-11-17,9733957
2017-11-18,9696990
2017-11-19,9761333
2017-11-20,9867736
2017-11-21,9827188
2017-11-22,9837867
2017-11-23,9806169
2017-11-24,9791465
2017-11-25,9867700
2017-11-26,9978509
2017-11-27,9897510
2017-11-28,9922689
2017-11-29,9922710
2017-11-30,9931080
2017-12-01,9955773
2017-12-02,9949357
2017-12-03,9886609
2017-12-04,9881239
2017-12-05,9806647
2017-12-06,9722712
2017-12-07,9673876
2017-12-08,9730997
2017-12-09,9712115
2017-12-10,9837063
2017-12-11,9812538
2017-12-12,9793134
2017-12-14,9756940
2017-12-15,9751408
2017-12-16,9778003
2017-12-17,9784905
2017-12-18,9688583
2017-12-19,9674513
2017-12-20,9640892
2017-12-21,9760535
2017-12-22,9978095
2017-12-23,9814034
2017-12-24,9820551
2017-12-25,9898252
2017-12-26,9860934
2017-12-27,9843847
2017-12-28,9936950
2017-12-29,9922797
2017-12-30,9969386
2017-12-31,9967765
2018-01-01,9923860
2018-01-02,9889273
2018-01-03,9828246
2018-01-04,9465864
2018-01-05,9080172
2018-01-06,9012027
2018-01-07,8895426
2018-01-08,8740833
2018-01-09,8334064
2018-01-10,8256088
2018-01-11,8195436
2018-01-12,8371061
2018-01-13,8614543
2018-01-14,8590533
2018-01-15,8547346
2018-01-16,8595437
2018-01-17,8783835
2018-01-18,8880574
2018-01-19,8871969
2018-01-20,8866151
2018-01-21,9069672
2018-01-22,9079223
2018-01-23,9042393
2018-01-24,9014184
2018-01-25,8956929
2018-01-26,8964144
2018-01-27,8761661
2018-01-28,8664544
2018-01-29,8536826
2018-01-31,8271118
2018-02-01,8152632
2018-02-02,8014796
2018-02-03,7972708
2018-02-04,8185998
2018-02-05,8091754
2018-02-06,8081023
2018-02-07,8072319
2018-02-08,8065628
2018-02-09,8107383
2018-02-10,8149776
2018-02-11,8179345
2018-02-12,8174809
2018-02-13,8177317
2018-02-14,8173901
2018-02-15,8177466
2018-02-16,8258719
2018-02-17,8340150
2018-02-18,8419107
2018-02-19,8754388
2018-02-20,8891213
2018-02-21,8893822
2018-02-22,8927432
2018-02-23,8945637
2018-02-24,8952781
2018-02-25,8941116
2018-02-26,8868736
2018-02-27,8781510
2018-02-28,8668494
2018-03-01,8629435
2018-03-02,8712448
2018-03-03,8815857
2018-03-04,8791153
2018-03-05,8924559
2018-03-06,9058425
2018-03-07,9167494
2018-03-08,9089092
2018-03-09,9092892
2018-03-10,9058550
2018-03-11,8986312
2018-03-12,8884962
2018-03-13,8803182
2018-03-14,8736929
2018-03-15,8643705
2018-03-16,8648552
2018-03-17,8608861
2018-03-18,8615783
2018-03-19,8663217
2018-03-20,8705525
2018-03-21,8743652
2018-03-23,8638438
2018-03-24,8597121
2018-03-26,8489358
2018-03-27,8380434
2018-03-28,8257169
2018-03-29,8224949
2018-03-30,8161499
2018-03-31,8091951
2018-04-01,8115213
2018-04-02,8121513
2018-04-03,8225675
2018-04-04,8426702
2018-04-05,8669297
2018-04-06,8691049
2018-04-08,8633401
2018-04-09,8599228
2018-04-10,8566386
2018-04-11,8572329
2018-04-12,8585447
2018-04-13,8550330
2018-04-14,8539763
2018-04-15,8703458
2018-04-16,8777814
2018-04-17,8773064
2018-04-18,8865167
2018-04-19,8978154
2018-04-20,9049592
2018-04-21,9212761
2018-04-22,9642353
2018-04-23,9760049
2018-04-24,9760432
2018-04-25,9640166
2018-04-26,9598469
2018-04-27,9552827
2018-04-28,9778398
2018-04-29,9889207
2018-04-30,9798970
2018-05-01,9825121
2018-05-02,9797269
2018-05-03,9763527
2018-05-04,9804628
2018-05-05,10043411
2018-05-06,10102418
2018-05-07,10240573
2018-05-08,10223333
2018-05-09,10108462
2018-05-10,9925306
2018-05-11,10107195
2018-05-12,10090317
2018-05-13,10050671
2018-05-14,10028066
2018-05-15,10452349
2018-05-16,10241476
2018-05-17,10300691
2018-05-18,10609291
2018-05-19,10857946
2018-05-20,10761920
2018-05-21,10763116
2018-05-22,10791149
2018-05-23,10960407
2018-05-24,11024392
2018-05-25,11079583
2018-05-26,11126856
2018-05-27,11111018
2018-05-28,11179725
2018-05-29,11175764
2018-05-30,11010192
2018-05-31,10711256
2018-06-01,10562307
2018-06-02,10427892
2018-06-03,10351476
2018-06-04,10290560
2018-06-05,10053550
2018-06-06,9726415
2018-06-07,9241052
2018-06-08,8803148
2018-06-09,8455231
2018-06-10,8363886
2018-06-11,8191413
2018-06-12,8128002
2018-06-13,7920853
2018-06-14,7883007
2018-06-15,7856374
2018-06-16,7925392
2018-06-17,8119015
2018-06-18,8118056
2018-06-19,8110190
2018-06-20,8035305
2018-06-21,7990861
2018-06-22,8116138
2018-06-23,8291686
2018-06-24,8502681
2018-06-25,8688197
2018-06-26,8876485
2018-06-27,8872075
2018-06-28,9148062
2018-06-29,9172459
2018-06-30,9321710
2018-07-01,9288565
2018-07-02,9376754
2018-07-03,9366748
2018-07-04,9312528
2018-07-05,9292228
2018-07-06,9228793
2018-07-07,9143203
2018-07-08,9128651
2018-07-09,9143284
2018-07-10,9182810
2018-07-11,9145265
2018-07-12,9046335
2018-07-13,9009173
2018-07-14,9026232
2018-07-15,9018033
2018-07-16,8960814
2018-07-17,8900746
2018-07-18,8836386
2018-07-19,8794454
2018-07-20,8779762
2018-07-21,8884383
2018-07-22,8882726
2018-07-23,8864654
2018-07-24,9050298
2018-07-25,9300665
2018-07-26,9713636
2018-07-27,10017549
2018-07-28,9847765
2018-07-29,9869139
2018-07-30,9914215
2018-07-31,9969525
2018-08-01,10038298
2018-08-02,10055811
2018-08-03,10079726
2018-08-04,10113282
2018-08-05,10163721
2018-08-06,10191722
2018-08-07,10275612
2018-08-08,10252242
2018-08-09,10182262
2018-08-10,10139614
2018-08-11,10069304
2018-08-12,10137533
2018-08-14,10339272
2018-08-16,10302738
2018-08-17,10207282
2018-08-18,10151518
2018-08-19,10107746
2018-08-20,10035243
2018-08-21,9914218
2018-08-22,9878062
2018-08-23,9894694
2018-08-24,9918902
2018-08-25,10180148
2018-08-26,10272529
2018-08-27,10252163
2018-08-28,10280813
2018-08-29,10384652
2018-08-30,10553612
2018-08-31,10901923
2018-09-01,11105008
2018-09-02,11221772
2018-09-03,11572625
2018-09-04,11929331
2018-09-05,12007524
2018-09-06,12032895
2018-09-07,12199672
2018-09-08,12176036
2018-09-09,12079303
2018-09-10,11882130
2018-09-11,11390994
2018-09-12,11137724
2018-09-13,10741066
2018-09-14,10612621
2018-09-15,10606432
2018-09-16,10610432
2018-09-17,10642424
2018-09-18,10570568
2018-09-19,10536106
2018-09-20,10543364
2018-09-21,10650185
2018-09-22,10726747
2018-09-23,10828727
2018-09-24,10901815
2018-09-25,10869083
2018-09-26,10842078
2018-09-27,10758573
2018-09-28,10766657
2018-09-29,10860333
2018-09-30,11167046
2018-10-02,11045485
2018-10-03,10931942
2018-10-04,10884014
2018-10-05,10842397
2018-10-06,10774635
2018-10-07,10714690
2018-10-08,10685157
2018-10-09,10641096
2018-10-10,10554879
2018-10-11,10491678
2018-10-12,10382109
2018-10-13,10294831
2018-10-14,10185485
2018-10-15,9955073
2018-10-16,9870096
2018-10-17,9728990
2018-10-18,9628742
2018-10-19,9552317
2018-10-20,9488052
2018-10-21,9437521
2018-10-22,9390264
2018-10-23,9388648
2018-10-24,9389122
2018-10-25,9478216
2018-10-26,9561479
2018-10-27,9695943
2018-10-28,9792702
2018-10-29,9762913
2018-10-30,9716155
2018-10-31,9812199
2018-11-01,9875683
2018-11-03,10429390
2018-11-04,10778240
2018-11-05,10939517
2018-11-06,11302769
2018-11-07,11485534
2018-11-08,12048368
2018-11-09,12271237
2018-11-10,12663944
2018-11-11,13112297
2018-11-12,13440370
2018-11-13,13702040
2018-11-14,13846325
2018-11-15,13881863
2018-11-16,13886460
2018-11-17,13798093
2018-11-18,13636799
2018-11-19,13646527
2018-11-20,13380693
2018-11-21,13366892
2018-11-22,13015794
2018-11-23,12539254
