date_obj,Mithril%20set%20(sk) price
2019-04-08,6456
2019-04-09,6470
2019-04-10,6470
2019-04-11,6474
2019-04-12,6474
2019-04-13,6709
2019-04-14,6709
2019-04-15,6863
2019-04-16,6863
2019-04-17,7130
2019-04-18,7130
2019-04-19,6923
2019-04-20,6923
2019-04-21,6895
2019-04-22,6895
2019-04-23,7125
2019-04-24,7125
2019-04-25,7282
2019-04-26,7282
2019-04-27,7424
2019-04-28,7424
2019-04-29,7465
2019-04-30,7465
2019-05-01,7319
2019-05-02,7319
2019-05-03,7181
2019-05-04,7083
2019-05-05,7083
2019-05-06,6913
2019-05-07,6913
2019-05-08,6804
2019-05-09,6804
2019-05-10,6747
2019-05-11,6747
2019-05-12,6629
2019-05-13,6629
2019-05-14,6555
2019-05-15,6555
2019-05-16,6531
2019-05-17,6531
2019-05-18,6437
2019-05-19,6437
2019-05-20,6439
2019-05-21,6439
2019-05-22,6351
2019-05-23,6351
2019-05-24,6227
2019-05-25,6227
2019-05-26,6191
2019-05-27,6191
2019-05-28,6153
2019-05-29,6153
2019-05-30,6086
2019-05-31,6086
2019-06-01,6086
2019-06-02,6119
2019-06-03,6119
2019-06-04,6321
2019-06-05,6321
2019-06-06,6433
2019-06-07,6433
2019-06-08,6640
2019-06-09,6640
2019-06-10,6680
2019-06-11,6680
2019-06-12,6821
2019-06-13,6821
2019-06-14,6965
2019-06-15,6965
2019-06-16,6946
2019-06-17,6946
2019-06-18,6946
2019-06-19,7082
2019-06-20,7082
2019-06-21,6847
2019-06-22,6847
2019-06-23,6547
2019-06-24,6547
2019-06-25,6582
2019-06-26,6582
2019-06-27,6625
2019-06-28,6625
2019-06-29,6628
2019-06-30,6706
2019-07-01,6706
2019-07-02,6605
2019-07-03,6605
2019-07-04,6744
2019-07-05,6744
2019-07-06,6923
2019-07-07,6923
2019-07-08,7165
2019-07-09,7165
2019-07-10,7407
2019-07-11,7407
2019-07-12,7653
2019-07-13,7653
2019-07-14,7730
2019-07-15,7730
2019-07-16,7730
2019-07-17,7813
2019-07-18,7813
2019-07-19,7813
2019-07-20,7941
2019-07-21,7941
2019-07-22,7796
2019-07-23,7796
2019-07-24,7411
2019-07-25,7411
2019-07-26,7122
2019-07-27,6891
2019-07-28,6891
2019-07-29,6718
2019-07-30,6718
2019-07-31,6525
2019-08-01,6525
2019-08-02,6222
2019-08-03,6083
2019-08-04,6083
2019-08-05,5885
2019-08-06,5885
2019-08-07,5806
2019-08-08,5806
2019-08-09,5806
2019-08-10,5776
2019-08-11,5776
2019-08-12,5823
2019-08-13,5823
2019-08-14,5860
2019-08-15,5860
2019-08-16,5987
2019-08-17,5987
2019-08-18,6229
2019-08-19,6229
2019-08-20,6489
2019-08-21,6489
2019-08-22,6673
2019-08-23,6673
2019-08-24,6675
2019-08-24,6675
2019-08-25,6675
2019-08-25,6675
2019-08-26,6675
2019-08-26,6675
2019-08-27,6880
2019-08-27,6880
2019-08-28,6880
2019-08-29,6862
2019-08-30,6862
2019-08-31,7101
2019-09-01,7101
2019-09-02,7343
2019-09-03,7343
2019-09-04,7526
2019-09-05,7526
2019-09-06,7526
2019-09-07,7511
2019-09-08,7511
2019-09-09,7545
2019-09-10,7545
2019-09-11,7660
2019-09-12,7660
2019-09-13,7660
2019-09-14,7650
2019-09-15,7650
2019-09-16,7747
2019-09-17,7747
2019-09-18,7592
2019-09-19,7592
2019-09-20,7592
2019-09-21,7600
2019-09-22,7600
2019-09-23,7813
2019-09-24,7813
2019-09-25,7813
2019-09-26,7764
2019-09-27,7764
2019-09-28,7764
2019-09-29,7710
2019-09-30,7710
2019-10-01,7786
2019-10-02,7786
2019-10-03,7786
2019-10-04,7680
2019-10-05,7680
2019-10-06,7603
2019-10-07,7603
2019-10-08,7372
2019-10-09,7372
2019-10-10,7372
2019-10-11,7188
2019-10-12,7188
2019-10-13,7279
2019-10-14,7279
2019-10-15,7279
2019-10-16,7457
2019-10-17,7457
2019-10-18,7457
2019-10-19,7638
2019-10-20,7638
2019-10-21,7638
2019-10-22,7792
2019-10-23,7792
2019-10-24,7918
2019-10-25,7918
2019-10-26,7719
2019-10-27,7719
2019-10-28,7643
2019-10-29,7643
2019-10-30,7643
2019-10-31,7770
2019-11-01,7770
2019-11-02,7770
2019-11-03,7561
2019-11-04,7561
2019-11-05,7390
2019-11-06,7390
2019-11-07,7390
2019-11-08,7551
2019-11-09,7551
2019-11-10,7826
2019-11-11,7826
2019-11-12,7826
2019-11-13,7567
2019-11-14,7567
2019-11-15,7567
2019-11-16,7208
2019-11-17,7208
2019-11-18,6992
2019-11-19,6992
2019-11-20,6992
2019-11-21,6821
2019-11-22,6821
2019-11-23,6888
2019-11-24,6888
2019-11-25,6888
2019-11-26,6975
2019-11-27,6975
2019-11-28,6975
2019-11-29,7123
2019-11-30,7123
2019-12-01,7291
2019-12-02,7291
2019-12-03,6965
2019-12-04,6965
2019-12-05,6965
2019-12-06,6874
2019-12-07,6874
2019-12-08,6874
2019-12-09,6534
2019-12-10,6534
2019-12-11,6406
2019-12-12,6406
2019-12-13,6406
2019-12-14,6391
2019-12-15,6391
2019-12-16,6397
2019-12-17,6397
2019-12-18,6397
2019-12-19,6436
2019-12-20,6436
2019-12-21,6436
2019-12-22,6519
2019-12-23,6519
2019-12-24,6519
2019-12-25,6736
2019-12-26,6736
2019-12-27,6533
2019-12-28,6533
2019-12-29,6533
2019-12-30,6362
2019-12-31,6362
2020-01-01,6362
2020-01-02,6282
2020-01-03,6282
2020-01-04,6282
2020-01-05,6356
2020-01-06,6356
2020-01-07,6362
2020-01-08,6362
2020-01-09,6362
2020-01-10,6379
2020-01-11,6379
2020-01-12,6374
2020-01-13,6374
2020-01-14,6374
2020-01-15,6305
2020-01-16,6305
2020-01-17,6399
2020-01-18,6399
2020-01-19,6412
2020-01-20,6412
2020-01-21,6412
2020-01-22,6376
2020-01-23,6376
2020-01-24,6351
2020-01-25,6351
2020-01-26,6371
2020-01-27,6371
2020-01-28,6371
2020-01-29,6361
2020-01-30,6361
2020-01-31,6361
2020-02-01,6429
2020-02-02,6429
2020-02-03,6491
2020-02-04,6491
2020-02-05,6462
2020-02-06,6462
2020-02-07,6462
2020-02-08,6633
2020-02-09,6633
2020-02-10,6559
2020-02-11,6559
2020-02-12,6231
2020-02-13,6231
2020-02-14,5946
2020-02-15,5946
2020-02-16,5978
2020-02-17,5978
2020-02-18,6165
2020-02-19,6165
2020-02-20,6324
2020-02-21,6324
2020-02-22,6324
2020-02-23,6463
2020-02-24,6463
2020-02-25,6635
2020-02-26,6635
2020-02-27,6675
2020-02-28,6675
2020-02-29,6424
2020-03-01,6424
2020-03-02,6481
2020-03-03,6481
2020-03-04,6481
2020-03-05,6629
2020-03-06,6629
2020-03-07,6814
2020-03-08,6814
2020-03-09,6599
2020-03-10,6599
2020-03-11,6522
2020-03-12,6522
2020-03-13,6447
2020-03-14,6447
2020-03-15,6154
2020-03-16,6154
2020-03-17,6336
2020-03-18,6336
2020-03-19,6454
2020-03-20,6454
2020-03-21,6482
2020-03-22,6476
2020-03-23,6476
2020-03-24,6622
2020-03-25,6622
2020-03-26,6328
2020-03-27,6328
2020-03-28,6013
2020-03-29,6106
2020-03-30,5946
2020-03-31,5946
2020-04-01,6082
2020-04-02,6315
2020-04-03,6315
2020-04-04,6556
2020-04-05,6556
2020-04-06,6737
2020-04-07,6737
2020-04-08,6689
2020-04-09,6689
2020-04-10,6883
2020-04-11,7063
2020-04-12,7310
2020-04-13,7310
2020-04-14,7406
2020-04-15,7665
2020-04-16,7665
2020-04-17,7923
2020-04-18,7955
2020-04-19,8074
2020-04-20,8074
2020-04-21,7670
2020-04-22,7639
2020-04-23,7639
2020-04-24,7652
2020-04-25,7652
2020-04-26,7549
2020-04-27,7265
2020-04-28,6952
2020-04-29,6952
2020-04-30,6693
2020-05-01,6693
2020-05-02,6595
2020-05-03,6411
2020-05-04,6411
2020-05-05,6581
2020-05-06,6876
2020-05-07,6823
2020-05-08,6823
2020-05-09,6732
2020-05-10,6716
2020-05-11,6716
2020-05-12,6494
2020-05-13,6183
