date_obj,Leaf-bladed%20sword price
2016-01-25,45982
2016-01-26,45607
2016-01-27,44589
2016-01-28,44589
2016-01-29,44471
2016-01-30,44471
2016-01-31,45388
2016-02-01,45821
2016-02-02,44762
2016-02-03,45594
2016-02-04,45238
2016-02-05,45238
2016-02-06,45920
2016-02-07,45920
2016-02-08,45676
2016-02-09,45434
2016-02-10,45438
2016-02-11,45356
2016-02-12,45356
2016-02-13,45544
2016-02-14,45544
2016-02-15,45213
2016-02-16,45343
2016-02-17,44042
2016-02-18,44042
2016-02-19,43512
2016-02-20,44347
2016-02-21,44134
2016-02-22,44134
2016-02-23,44527
2016-02-24,45732
2016-02-25,45154
2016-02-26,45154
2016-02-27,45436
2016-02-28,45962
2016-02-29,47586
2016-03-01,47362
2016-03-02,45549
2016-03-03,46346
2016-03-04,47155
2016-03-05,46547
2016-03-06,45494
2016-03-07,45494
2016-03-08,45804
2016-03-09,45716
2016-03-10,45786
2016-03-11,45786
2016-03-12,45651
2016-03-13,45431
2016-03-14,45589
2016-03-15,45672
2016-03-16,45592
2016-03-17,44904
2016-03-18,44644
2016-03-19,44225
2016-03-20,44405
2016-03-21,43672
2016-03-22,43424
2016-03-23,44556
2016-03-24,44386
2016-03-25,43585
2016-03-26,44041
2016-03-27,44444
2016-03-28,44538
2016-03-29,44512
2016-03-30,44512
2016-03-31,44715
2016-04-01,44579
2016-04-02,44884
2016-04-03,44813
2016-04-04,44971
2016-04-05,45010
2016-04-06,44963
2016-04-07,45011
2016-04-08,44708
2016-04-09,43807
2016-04-10,44645
2016-04-11,44645
2016-04-12,44899
2016-04-13,45167
2016-04-14,45774
2016-04-15,45166
2016-04-16,45261
2016-04-17,45612
2016-04-18,45091
2016-04-19,45241
2016-04-20,45388
2016-04-21,45510
2016-04-22,45510
2016-04-23,47126
2016-04-24,47759
2016-04-25,47134
2016-04-26,45492
2016-04-27,44243
2016-04-28,44825
2016-04-29,44825
2016-04-30,44499
2016-05-01,44341
2016-05-02,44459
2016-05-03,44454
2016-05-04,44468
2016-05-05,44600
2016-05-06,44600
2016-05-07,42961
2016-05-08,43705
2016-05-09,43019
2016-05-10,44089
2016-05-11,44662
2016-05-12,45134
2016-05-13,45054
2016-05-14,45123
2016-05-15,45232
2016-05-16,44961
2016-05-17,45096
2016-05-18,45365
2016-05-19,45910
2016-05-22,46141
2016-05-23,46306
2016-05-24,46342
2016-05-25,45982
2016-05-26,46852
2016-05-27,47693
2016-05-28,47693
2016-05-29,45727
2016-05-30,45727
2016-05-31,45001
2016-06-01,44472
2016-06-02,45570
2016-06-03,45830
2016-06-04,47539
2016-06-05,48194
2016-06-06,46689
2016-06-07,46689
2016-06-08,47027
2016-06-09,47584
2016-06-10,46064
2016-06-11,46014
2016-06-12,46229
2016-06-13,44497
2016-06-14,44932
2016-06-15,46047
2016-06-16,46400
2016-06-17,46510
2016-06-18,45424
2016-06-19,45967
2016-06-20,46326
2016-06-21,45891
2016-06-22,45843
2016-06-23,46265
2016-06-24,45150
2016-06-25,45000
2016-06-26,45417
2016-06-27,45883
2016-06-28,45872
2016-06-29,45262
2016-06-30,44390
2016-07-01,44755
2016-07-02,44811
2016-07-03,44387
2016-07-04,44560
2016-07-05,45216
2016-07-06,45256
2016-07-07,44559
2016-07-08,44369
2016-07-09,44468
2016-07-10,44488
2016-07-11,44119
2016-07-12,43425
2016-07-13,43248
2016-07-14,43690
2016-07-15,44418
2016-07-16,44380
2016-07-17,44981
2016-07-18,45524
2016-07-23,45780
2016-07-24,45131
2016-07-25,45099
2016-07-26,45099
2016-07-27,44739
2016-07-28,44818
2016-07-29,45481
2016-07-30,45431
2016-07-31,45431
2016-08-01,45545
2016-08-02,45629
2016-08-03,45373
2016-08-04,45134
2016-08-05,45134
2016-08-06,45752
2016-08-07,45253
2016-08-08,45253
2016-08-09,45524
2016-08-10,45133
2016-08-11,45133
2016-08-12,45151
2016-08-13,47043
2016-08-14,48082
2016-08-15,46458
2016-08-16,45615
2016-08-17,45615
2016-08-18,45448
2016-08-19,45635
2016-08-20,45552
2016-08-21,44826
2016-08-22,45681
2016-08-23,45122
2016-08-24,45319
2016-08-25,45083
2016-08-26,45083
2016-08-28,45379
2016-08-31,45559
2016-09-01,45698
2016-09-02,45698
2016-09-03,45542
2016-09-04,45041
2016-09-05,45093
2016-09-06,45039
2016-09-07,45039
2016-09-08,45201
2016-09-09,45201
2016-09-10,45274
2016-09-11,45274
2016-09-12,45220
2016-09-13,45498
2016-09-14,46103
2016-09-15,46252
2016-09-16,47730
2016-09-17,47243
2016-09-18,45624
2016-09-19,45042
2016-09-20,44579
2016-09-21,44915
2016-09-22,44951
2016-09-23,44527
2016-09-24,44527
2016-09-25,44937
2016-09-26,45432
2016-09-27,43867
2016-09-28,44333
2016-09-29,43994
2016-09-30,43932
2016-10-01,43793
2016-10-02,43580
2016-10-03,43809
2016-10-04,43946
2016-10-05,44399
2016-10-06,45067
2016-10-07,45623
2016-10-08,45759
2016-10-09,44225
2016-10-10,44781
2016-10-11,45064
2016-10-12,46030
2016-10-13,46188
2016-10-14,46379
2016-10-15,46444
2016-10-16,46570
2016-10-17,46431
2016-10-18,45629
2016-10-19,45309
2016-10-20,45143
2016-10-21,45521
2016-10-22,45661
2016-10-23,45342
2016-10-24,45750
2016-10-25,45315
2016-10-26,44618
2016-10-27,44784
2016-10-28,44952
2016-10-29,44828
2016-10-30,45146
2016-10-31,44997
2016-11-01,44997
2016-11-02,45336
2016-11-03,45983
2016-11-04,45176
2016-11-05,45368
2016-11-06,45645
2016-11-07,45513
2016-11-08,44953
2016-11-09,44215
2016-11-10,43750
2016-11-11,44032
2016-11-12,43883
2016-11-13,42976
2016-11-14,42692
2016-12-07,44673
2016-12-08,43869
2016-12-09,43682
2016-12-10,42659
2016-12-11,42753
2016-12-12,43406
2016-12-13,43314
2016-12-14,42641
2016-12-15,42641
2016-12-16,42343
2016-12-17,42240
2016-12-18,42936
2016-12-19,43273
2016-12-20,42637
2016-12-21,42899
2016-12-22,43793
2016-12-23,43857
2016-12-24,43957
2016-12-25,42585
2016-12-26,43158
2016-12-27,44343
2016-12-28,45101
2016-12-29,46162
2016-12-30,45813
2016-12-31,45681
2017-01-01,45523
2017-01-02,45303
2017-01-03,45224
2017-01-04,45054
2017-01-05,45013
2017-01-06,44449
2017-01-07,43718
2017-01-08,43778
2017-01-09,44522
2017-01-10,45273
2017-01-11,45324
2017-01-12,45289
2017-01-13,45706
2017-01-14,45591
2017-01-15,46685
2017-01-16,45753
2017-01-17,46230
2017-01-18,46264
2017-01-19,46098
2017-01-20,45275
2017-01-21,45390
2017-01-22,46008
2017-01-27,44964
2017-01-28,44477
2017-01-29,45429
2017-01-30,45903
2017-01-31,45524
2017-02-01,45374
2017-02-02,45341
2017-02-03,45857
2017-02-04,45690
2017-02-05,45609
2017-02-06,45549
2017-02-07,44369
2017-02-08,45754
2017-02-09,45914
2017-02-10,45512
2017-02-11,46009
2017-02-12,45948
2017-02-13,45183
2017-02-14,43860
2017-02-15,44538
2017-02-16,45008
2017-02-18,44066
2017-02-19,44215
2017-02-20,45130
2017-02-21,45558
2017-02-22,45548
2017-02-23,45573
2017-02-24,45953
2017-02-25,45948
2017-02-26,46224
2017-02-27,46502
2017-02-28,46548
2017-03-01,46098
2017-03-02,46195
2017-03-03,46307
2017-03-04,46440
2017-03-05,46434
2017-03-06,46112
2017-03-07,46229
2017-03-08,46158
2017-03-09,46132
2017-03-10,44882
2017-03-11,45169
2017-03-12,46070
2017-03-13,46139
2017-03-14,46029
2017-03-15,45281
2017-03-16,45736
2017-03-17,45154
2017-03-18,44127
2017-03-19,44851
2017-03-20,46071
2017-03-21,45560
2017-03-22,45600
2017-03-23,45025
2017-03-24,44373
2017-03-25,45687
2017-03-26,46049
2017-03-27,45888
2017-03-28,45979
2017-03-29,45464
2017-03-30,45652
2017-03-31,45975
2017-04-01,46774
2017-04-02,46618
2017-04-03,46135
2017-04-04,46153
2017-04-12,46575
2017-04-13,46497
2017-04-14,46888
2017-04-15,45291
2017-04-16,46091
2017-04-17,46018
2017-04-18,45752
2017-04-19,44040
2017-04-20,44356
2017-04-21,44547
2017-04-22,44435
2017-04-23,43981
2017-04-24,43403
2017-04-25,41721
2017-04-26,41468
2017-04-27,42125
2017-04-28,43635
2017-04-29,44701
2017-04-30,45298
2017-05-01,46392
2017-05-02,45273
2017-05-03,43182
2017-05-04,43320
2017-05-05,43341
2017-05-06,42771
2017-05-07,43434
2017-05-08,43811
2017-05-09,43569
2017-05-10,44480
2017-05-11,45094
2017-05-12,44505
2017-05-13,45052
2017-05-14,45818
2017-05-15,45417
2017-05-16,46210
2017-05-17,47200
2017-05-18,45812
2017-05-19,44244
2017-05-20,44660
2017-05-21,44773
2017-05-22,44894
2017-05-23,44272
2017-05-24,44983
2017-05-25,43082
2017-05-26,41667
2017-05-27,40558
2017-05-28,40388
2017-05-29,40100
2017-05-30,40211
2017-05-31,40346
2017-06-01,40031
2017-06-02,40298
2017-06-03,40249
2017-06-04,40379
2017-06-06,40441
2017-06-07,40220
2017-06-08,40352
2017-06-09,40155
2017-06-10,40416
2017-06-11,40144
2017-06-12,40337
2017-06-13,40417
2017-06-14,40529
2017-06-15,40441
2017-06-16,40337
2017-06-17,40354
2017-06-18,40731
2017-06-19,40731
2017-06-20,40958
2017-06-21,40864
2017-06-22,40802
2017-06-23,40694
2017-06-24,40596
2017-06-25,40842
2017-06-26,40627
2017-06-27,40512
2017-06-28,40676
2017-06-29,40306
2017-06-30,40601
2017-07-01,40601
2017-07-02,40951
2017-07-03,40876
2017-07-04,40740
2017-07-05,40740
2017-07-06,40620
2017-07-07,40519
2017-07-08,40828
2017-07-13,40330
2017-07-14,40369
2017-07-15,40417
2017-07-16,40393
2017-07-17,40495
2017-07-18,40403
2017-07-19,40453
2017-07-20,40458
2017-07-21,40461
2017-07-22,40316
2017-07-23,40543
2017-07-24,40618
2017-07-25,40470
2017-07-26,40399
2017-07-27,40407
2017-07-28,40439
2017-07-29,40883
2017-07-30,40743
2017-07-31,40743
2017-08-01,40422
2017-08-02,40690
2017-08-03,40727
2017-08-04,40650
2017-08-05,40819
2017-08-06,40698
2017-08-09,40619
2017-08-10,40777
2017-08-11,40711
2017-08-12,40324
2017-08-13,40306
2017-08-14,40550
2017-08-15,40573
2017-08-17,40604
2017-08-18,40604
2017-08-19,40503
2017-08-20,40329
2017-08-21,40522
2017-08-22,40452
2017-08-23,40431
2017-08-24,40447
2017-08-25,40472
2017-08-26,40393
2017-08-27,40239
2017-08-28,40183
2017-08-29,40287
2017-08-30,40304
2017-08-31,40269
2017-09-01,40283
2017-09-02,40360
2017-09-03,41013
2017-09-04,40268
2017-09-05,40453
2017-09-06,40230
2017-09-07,40483
2017-09-08,40577
2017-09-09,40623
2017-09-10,40732
2017-09-11,40678
2017-09-12,40476
2017-09-13,40628
2017-09-14,40305
2017-09-15,40305
2017-09-16,40561
2017-09-17,40503
2017-09-19,40583
2017-09-20,40714
2017-09-21,40694
2017-09-22,40565
2017-09-23,40579
2017-09-24,40589
2017-09-25,40768
2017-09-26,40677
2017-09-27,40294
2017-09-28,40719
2017-09-29,40580
2017-09-30,40708
2017-10-01,40676
2017-10-02,40463
2017-10-03,40687
2017-10-04,40744
2017-10-05,40990
2017-10-06,40660
2017-10-07,40954
2017-10-08,40722
2017-10-09,40754
2017-10-10,40540
2017-10-11,40540
2017-10-12,40573
2017-10-13,40662
2017-10-14,40730
2017-10-15,40730
2017-10-16,40431
2017-10-17,40431
2017-10-18,40094
2017-10-19,40633
2017-10-20,40605
2017-10-21,40736
2017-10-22,40845
2017-10-23,40616
2017-10-24,40559
2017-10-25,40525
2017-10-26,40375
2017-10-27,40350
2017-10-28,40350
2017-10-29,40677
2017-10-30,40650
2017-10-31,40499
2017-11-01,40499
2017-11-02,40347
2017-11-03,40325
2017-11-04,40387
2017-11-05,40480
2017-11-06,40543
2017-11-07,40539
2017-11-08,40237
2017-11-09,40601
2017-11-10,40510
2017-11-11,40590
2017-11-12,40485
2017-11-13,40392
2017-11-14,40546
2017-11-15,40743
2017-11-16,40429
2017-11-17,40558
2017-11-18,40468
2017-11-19,40373
2017-11-20,40898
2017-11-21,41064
2017-11-22,40570
2017-11-23,40421
2017-11-24,40389
2017-11-25,40387
2017-11-26,40374
2017-11-27,40374
2017-11-28,40561
2017-11-29,40423
2017-11-30,40505
2017-12-01,40449
2017-12-02,40687
2017-12-03,40497
2017-12-04,40293
2017-12-05,40382
2017-12-06,40325
2017-12-07,40319
2017-12-08,40233
2017-12-09,40504
2017-12-10,40440
2017-12-11,40359
2017-12-12,40469
2017-12-14,40468
2017-12-15,40501
2017-12-16,40522
2017-12-17,40392
2017-12-18,40462
2017-12-19,40472
2017-12-20,40431
2017-12-21,40457
2017-12-22,40377
2017-12-23,40320
2017-12-24,40286
2017-12-25,40284
2017-12-26,40256
2017-12-27,40393
2017-12-28,40595
2017-12-29,40406
2017-12-30,40279
2017-12-31,40326
2018-01-01,40341
2018-01-02,40332
2018-01-03,40412
2018-01-04,40354
2018-01-05,40319
2018-01-06,40326
2018-01-07,40335
2018-01-08,40139
2018-01-09,40363
2018-01-10,40480
2018-01-11,40380
2018-01-12,40413
2018-01-13,40302
2018-01-14,40515
2018-01-15,40467
2018-01-16,40480
2018-01-17,40223
2018-01-18,40404
2018-01-19,40404
2018-01-20,40472
2018-01-21,40459
2018-01-22,40318
2018-01-23,40565
2018-01-25,40341
2018-01-26,40468
2018-01-27,40447
2018-01-28,40669
2018-01-29,40554
2018-01-31,40353
2018-02-01,40550
2018-02-02,40496
2018-02-03,40560
2018-02-04,40335
2018-02-05,40757
2018-02-06,41354
2018-02-07,40295
2018-02-08,40258
2018-02-09,40329
2018-02-10,39753
2018-02-11,40397
2018-02-12,40292
2018-02-13,40588
2018-02-14,40580
2018-02-15,40281
2018-02-16,40246
2018-02-17,40247
2018-02-18,40700
2018-02-19,40440
2018-02-20,40325
2018-02-21,40382
2018-02-22,40853
2018-02-23,40409
2018-02-24,40606
2018-02-25,40381
2018-02-26,40464
2018-02-27,40395
2018-02-28,40402
2018-03-01,40478
2018-03-02,40505
2018-03-03,40308
2018-03-04,40432
2018-03-05,40411
2018-03-06,40409
2018-03-07,41655
2018-03-08,40713
2018-03-09,40725
2018-03-10,40443
2018-03-11,40508
2018-03-12,40497
2018-03-13,40512
2018-03-14,40324
2018-03-15,40416
2018-03-16,40357
2018-03-17,40427
2018-03-18,40631
2018-03-19,40523
2018-03-20,40371
2018-03-21,40277
2018-03-23,40370
2018-03-24,40625
2018-03-25,40270
2018-03-26,40513
2018-03-27,40354
2018-03-28,40296
2018-03-29,40548
2018-03-30,40305
2018-03-31,40520
2018-04-01,40731
2018-04-02,40492
2018-04-03,40403
2018-04-04,40492
2018-04-05,40277
2018-04-06,40400
2018-04-07,40601
2018-04-08,40577
2018-04-09,40391
2018-04-10,40560
2018-04-11,40531
2018-04-12,40497
2018-04-13,40437
2018-04-14,40260
2018-04-15,40436
2018-04-16,40240
2018-04-17,40327
2018-04-18,40222
2018-04-19,40294
2018-04-20,40355
2018-04-21,40375
2018-04-22,40415
2018-04-23,40388
2018-04-24,40326
2018-04-25,40425
2018-04-26,40346
2018-04-27,40361
2018-04-28,40334
2018-04-29,40202
2018-04-30,40322
2018-05-01,40551
2018-05-04,40453
2018-05-05,40463
2018-05-06,40463
2018-05-08,40454
2018-05-09,40452
2018-05-10,40500
2018-05-11,40476
2018-05-12,40275
2018-05-13,40095
2018-05-14,40341
2018-05-15,40297
2018-05-16,40298
2018-05-17,40336
2018-05-18,40387
2018-05-19,40360
2018-05-20,40488
2018-05-21,40412
2018-05-22,40357
2018-05-23,40376
2018-05-24,40338
2018-05-25,40458
2018-05-26,40405
2018-05-27,40490
2018-05-28,40352
2018-05-29,40422
2018-05-30,39795
2018-05-31,40126
2018-06-01,40554
2018-06-02,40488
2018-06-03,40142
2018-06-04,40557
2018-06-05,40446
2018-06-06,40367
2018-06-07,40446
2018-06-08,40451
2018-06-09,40362
2018-06-10,40290
2018-06-11,40344
2018-06-12,40083
2018-06-13,40381
2018-06-14,40365
2018-06-15,40401
2018-06-16,40413
2018-06-17,40189
2018-06-18,40306
2018-06-19,40369
2018-06-20,40369
2018-06-21,40340
2018-06-22,40292
2018-06-23,40473
2018-06-24,40473
2018-06-25,40399
2018-06-26,40280
2018-06-27,40559
2018-06-28,40557
2018-06-29,40441
2018-06-30,40371
2018-07-01,40557
2018-07-02,40608
2018-07-03,40340
2018-07-04,40497
2018-07-05,40364
2018-07-06,40312
2018-07-07,40265
2018-07-08,40267
2018-07-09,40458
2018-07-10,40296
2018-07-11,40175
2018-07-12,40721
2018-07-13,40483
2018-07-14,40531
2018-07-15,40234
2018-07-16,40241
2018-07-17,40299
2018-07-18,40549
2018-07-19,40585
2018-07-20,40327
2018-07-21,40256
2018-07-22,40313
2018-07-23,40324
2018-07-24,40316
2018-07-25,40395
2018-07-26,40401
2018-07-27,40238
2018-07-28,40243
2018-07-29,40430
2018-07-30,40233
2018-07-31,40610
2018-08-01,40490
2018-08-02,40420
2018-08-03,40326
2018-08-04,40323
2018-08-05,40688
2018-08-06,40277
2018-08-07,40320
2018-08-08,40290
2018-08-09,40553
2018-08-10,40686
2018-08-11,40338
2018-08-12,40318
2018-08-14,41136
2018-08-16,40106
2018-08-17,40402
2018-08-18,40508
2018-08-19,40302
2018-08-20,40419
2018-08-21,40286
2018-08-22,40624
2018-08-23,40443
2018-08-24,40465
2018-08-25,40671
2018-08-26,40290
2018-08-27,40542
2018-08-28,40671
2018-08-29,40493
2018-08-30,40696
2018-08-31,40359
2018-09-01,40733
2018-09-02,40784
2018-09-03,40128
2018-09-04,40327
2018-09-05,40428
2018-09-06,40457
2018-09-07,40307
2018-09-08,40663
2018-09-09,40785
2018-09-10,40703
2018-09-11,40604
2018-09-12,40381
2018-09-13,40559
2018-09-14,40732
2018-09-15,40591
2018-09-16,40535
2018-09-17,40405
2018-09-18,40321
2018-09-19,40674
2018-09-20,40723
2018-09-21,40296
2018-09-22,40363
2018-09-23,40455
2018-09-24,40517
2018-09-25,40378
2018-09-26,40689
2018-09-27,41286
2018-09-28,40302
2018-09-29,40458
2018-09-30,40876
2018-10-02,40370
2018-10-03,40485
2018-10-04,40512
2018-10-05,40625
2018-10-06,40483
2018-10-07,40407
2018-10-08,40442
2018-10-09,40695
2018-10-10,40638
2018-10-11,40543
2018-10-12,40269
2018-10-13,40400
2018-10-14,40305
2018-10-15,40610
2018-10-16,40571
2018-10-17,40663
2018-10-18,40413
2018-10-19,40348
2018-10-20,40493
2018-10-21,40727
2018-10-22,40475
2018-10-23,40374
2018-10-24,40656
2018-10-25,40626
2018-10-26,40589
2018-10-27,40385
2018-10-28,40345
2018-10-29,40503
2018-10-30,40447
2018-10-31,40300
2018-11-01,40521
2018-11-03,40670
2018-11-04,40527
2018-11-05,40564
2018-11-06,40767
2018-11-07,41105
2018-11-08,40668
2018-11-09,40759
2018-11-10,40552
2018-11-11,40558
2018-11-12,40703
2018-11-13,40767
2018-11-14,40656
2018-11-15,40508
2018-11-16,40481
2018-11-17,40423
2018-11-18,40437
2018-11-19,40402
2018-11-20,40385
2018-11-21,40415
2018-11-22,40427
2018-11-23,40426
2018-11-24,40408
2018-11-25,40393
2018-11-26,40434
2018-11-27,40443
2018-11-28,40463
2018-11-29,40480
2018-12-01,40438
2018-12-02,40422
2018-12-03,40432
2018-12-04,40406
2018-12-05,40435
2018-12-07,40427
2018-12-09,40401
2018-12-10,40440
2018-12-11,40467
2018-12-12,40460
2018-12-13,40419
2018-12-14,40465
2018-12-15,40461
2018-12-16,40528
2018-12-17,40454
2018-12-18,40418
2018-12-19,40426
2018-12-20,40381
2018-12-21,40470
2018-12-22,40432
2018-12-23,40424
2018-12-24,40448
2018-12-25,40829
2018-12-26,40933
2018-12-27,40537
2018-12-28,40692
2018-12-29,40563
2018-12-30,40572
2018-12-31,40419
2019-01-01,40306
2019-01-02,40417
2019-01-03,40404
2019-01-04,40402
2019-01-05,40409
2019-01-06,40433
2019-01-08,40446
2019-01-10,40270
2019-01-11,40217
2019-01-12,40353
2019-01-13,40267
2019-01-14,40357
2019-01-15,40444
2019-01-16,40408
2019-01-17,40426
2019-01-18,40396
2019-01-19,40359
2019-01-20,40416
2019-01-21,40414
2019-01-22,40389
2019-01-23,40451
2019-01-24,40378
2019-01-25,41242
2019-01-26,40415
2019-01-27,40381
2019-01-28,40378
2019-01-29,40551
2019-01-30,40397
2019-01-31,40358
2019-02-01,40419
2019-02-02,40360
2019-02-03,40384
2019-02-04,40378
2019-02-05,40407
2019-02-06,40450
2019-02-07,40439
2019-02-08,40434
2019-02-09,40448
2019-02-10,40430
2019-02-11,40443
2019-02-12,40453
2019-02-13,40415
2019-02-14,40418
2019-02-15,40393
2019-02-16,40354
2019-02-17,40367
2019-02-18,40433
2019-02-19,40394
2019-02-20,40394
2019-02-21,40395
2019-02-22,40394
2019-02-23,40451
2019-02-24,40397
2019-02-25,40456
2019-02-26,40659
2019-02-27,40980
2019-02-28,40709
2019-03-01,40432
2019-03-02,40399
2019-03-03,40388
2019-03-04,40412
2019-03-05,40451
2019-03-06,40390
2019-03-07,40412
2019-03-08,40417
2019-03-09,40412
2019-03-10,40396
2019-03-11,40439
2019-03-12,40949
2019-03-13,41003
2019-03-14,40596
2019-03-15,40412
2019-03-16,40345
2019-03-17,40510
2019-03-18,40931
2019-03-19,40756
2019-03-20,40663
2019-03-21,40610
2019-03-22,40660
2019-03-23,40395
2019-03-24,40504
2019-03-25,40499
2019-03-26,40500
2019-03-27,40563
2019-03-28,40339
2019-03-29,40428
2019-03-30,40595
2019-03-31,40607
2019-04-01,40521
2019-04-02,40342
2019-04-03,40485
2019-04-04,40515
