date_obj,Mithril%20platebody%20(g) price
2015-07-12,26123
2015-07-13,25752
2015-07-14,25063
2015-07-15,25136
2015-07-16,25136
2015-07-17,24869
2015-07-18,24869
2015-07-19,24010
2015-07-20,24039
2015-07-21,24039
2015-07-22,24917
2015-07-23,24917
2015-07-24,24981
2015-07-25,24863
2015-07-26,24863
2015-07-27,24976
2015-07-28,25319
2015-07-29,25616
2015-07-30,25616
2015-07-31,25481
2015-08-01,25481
2015-08-02,25144
2015-08-03,25144
2015-08-04,24736
2015-08-05,23533
2015-08-06,23100
2015-08-07,23100
2015-08-08,22217
2015-08-09,21362
2015-08-10,21241
2015-08-11,20765
2015-08-12,20765
2015-08-13,20229
2015-08-14,19919
2015-08-15,19919
2015-08-16,19883
2015-08-17,20087
2015-08-18,20642
2015-08-19,20938
2015-08-20,20938
2015-08-21,21477
2015-08-22,21881
2015-08-23,21881
2015-08-24,21355
2015-08-25,21355
2015-08-26,20893
2015-08-27,20534
2015-08-28,20534
2015-08-29,20370
2015-08-30,20370
2015-08-31,20499
2015-09-01,19691
2015-09-02,19691
2015-09-03,19446
2015-09-04,19295
2015-09-05,19295
2015-09-06,20165
2015-09-07,20227
2015-09-08,20280
2015-09-09,20659
2015-09-10,20454
2015-09-11,20652
2015-09-12,21090
2015-09-13,21251
2015-09-14,21251
2015-09-15,22175
2015-09-16,22175
2015-09-17,22383
2015-09-18,22383
2015-09-19,22642
2015-09-20,22642
2015-09-21,21744
2015-09-22,21087
2015-09-23,21038
2015-09-24,21038
2015-09-25,21156
2015-09-27,21289
2015-09-28,21376
2015-09-29,21305
2015-09-30,20569
2015-10-05,21071
2015-10-06,22117
2015-10-07,22117
2015-10-08,23076
2015-10-09,24078
2015-10-10,24078
2015-10-11,25046
2015-10-12,25804
2015-10-13,25804
2015-10-14,26823
2015-10-15,26681
2015-10-16,26681
2015-10-17,26888
2015-10-18,26691
2015-10-19,27069
2015-10-20,27069
2015-10-22,26806
2015-10-23,26447
2015-10-24,26447
2015-10-25,27099
2015-10-26,27481
2015-10-27,27481
2015-10-29,28073
2015-10-30,28583
2015-10-31,28771
2015-11-01,28771
2015-11-02,28927
2015-11-03,28927
2015-11-04,29161
2015-11-05,29691
2015-11-06,29691
2015-11-07,29595
2015-11-08,29595
2015-11-09,29518
2015-11-10,29518
2015-11-11,29311
2015-11-12,29230
2015-11-13,29230
2015-11-14,30097
2015-11-15,30758
2015-11-16,30758
2015-11-17,31283
2015-11-18,31283
2015-11-19,32105
2015-11-20,33111
2015-11-21,33111
2015-11-22,34118
2015-11-23,34118
2015-11-24,34852
2015-11-25,35818
2015-11-26,35818
2015-11-27,37496
2015-11-28,39098
2015-11-29,40271
2015-11-30,41658
2015-12-01,41658
2015-12-02,42477
2015-12-03,42073
2015-12-04,42073
2015-12-05,41472
2015-12-06,41635
2015-12-07,41635
2015-12-08,41457
2015-12-09,40979
2015-12-10,40979
2015-12-11,41268
2015-12-12,41268
2015-12-13,41161
2015-12-14,41161
2015-12-15,40066
2015-12-16,39049
2015-12-17,39049
2015-12-18,39481
2015-12-19,39481
2015-12-20,40030
2015-12-21,40030
2015-12-22,40358
2015-12-23,40878
2015-12-24,40878
2015-12-25,40958
2015-12-26,40958
2015-12-27,40772
2015-12-28,40772
2015-12-29,39600
2015-12-30,39078
2015-12-31,39078
2016-01-01,39966
2016-01-02,39966
2016-01-03,40042
2016-01-04,38932
2016-01-05,38932
2016-01-06,39064
2016-01-07,39064
2016-01-08,37575
2016-01-09,37575
2016-01-10,35696
2016-01-11,34087
2016-01-12,32642
2016-01-13,32642
2016-01-14,31123
2016-01-15,29726
2016-01-16,29726
2016-01-17,28669
2016-01-18,27529
2016-01-19,27529
2016-01-20,26262
2016-01-21,25170
2016-01-22,24050
2016-01-23,23463
2016-01-24,22728
2016-01-25,22032
2016-01-26,21495
2016-01-27,21773
2016-01-28,21773
2016-01-29,22168
2016-01-30,22168
2016-01-31,22595
2016-02-01,22744
2016-02-02,22744
2016-02-03,22878
2016-02-04,22878
2016-02-05,22339
2016-02-06,22943
2016-02-07,23158
2016-02-08,23649
2016-02-09,23832
2016-02-10,24680
2016-02-11,24680
2016-02-12,25264
2016-02-13,25726
2016-02-14,25726
2016-02-15,26377
2016-02-16,26377
2016-02-17,26648
2016-02-18,26648
2016-02-19,27044
2016-02-20,26834
2016-02-21,26264
2016-02-22,26264
2016-02-23,25645
2016-02-24,25783
2016-02-25,25950
2016-02-26,25950
2016-02-27,25588
2016-02-28,25588
2016-02-29,25616
2016-03-01,25505
2016-03-02,25505
2016-03-03,25260
2016-03-04,24786
2016-03-05,23614
2016-03-06,23475
2016-03-07,23475
2016-03-08,24521
2016-03-09,25111
2016-03-10,25407
2016-03-11,25407
2016-03-12,25022
2016-03-13,25022
2016-03-14,24628
2016-03-15,25612
2016-03-16,24987
2016-03-17,24987
2016-03-18,25422
2016-03-19,25422
2016-03-20,26388
2016-03-21,26388
2016-03-22,26960
2016-03-23,26823
2016-03-24,26823
2016-03-25,26682
2016-03-26,26861
2016-03-27,26861
2016-03-28,26217
2016-03-29,26704
2016-03-30,26704
2016-03-31,27163
2016-04-01,27163
2016-04-02,27633
2016-04-03,27744
2016-04-04,28409
2016-04-05,28409
2016-04-06,28958
2016-04-07,29687
2016-04-08,30306
2016-04-09,30556
2016-04-10,30614
2016-04-11,30614
2016-04-12,29636
2016-04-13,29336
2016-04-14,29009
2016-04-15,28942
2016-04-16,28488
2016-04-17,27255
2016-04-18,26266
2016-04-19,25912
2016-04-20,24998
2016-04-21,24447
2016-04-22,24447
2016-04-23,23314
2016-04-24,22539
2016-04-25,21860
2016-04-26,21860
2016-04-27,21151
2016-04-28,20362
2016-04-29,20362
2016-04-30,20171
2016-05-01,20202
2016-05-02,20469
2016-05-03,19743
2016-05-04,19451
2016-05-05,18784
2016-05-06,18784
2016-05-07,18520
2016-05-08,18520
2016-05-09,18521
2016-05-10,18280
2016-05-11,18280
2016-05-12,17366
2016-05-13,16503
2016-05-14,15677
2016-05-15,15538
2016-05-16,15874
2016-05-17,15992
2016-05-18,15970
2016-05-19,15450
2016-05-22,14703
2016-05-23,14219
2016-05-24,14085
2016-05-25,14120
2016-05-26,13975
2016-05-27,14304
2016-05-28,14304
2016-05-29,14518
2016-05-30,14518
2016-05-31,15067
2016-06-01,15294
2016-06-02,15846
2016-06-03,15846
2016-06-04,16616
2016-06-05,17418
2016-06-06,18289
2016-06-07,18289
2016-06-08,19204
2016-06-09,20165
2016-06-10,20991
2016-06-11,21833
2016-06-12,22672
2016-06-13,22672
2016-06-14,23802
2016-06-15,24665
2016-06-16,24665
2016-06-17,25349
2016-06-18,25939
2016-06-19,25898
2016-06-20,25215
2016-06-21,25164
2016-06-22,24863
2016-06-23,24438
2016-06-24,24222
2016-06-25,23791
2016-06-26,23791
2016-06-27,22922
2016-06-28,23325
2016-06-29,23961
2016-06-30,24008
2016-07-01,24972
2016-07-02,25350
2016-07-03,25680
2016-07-04,25745
2016-07-05,25745
2016-07-06,25774
2016-07-07,26082
2016-07-08,25393
2016-07-09,24233
2016-07-10,23204
2016-07-11,22049
2016-07-12,20946
2016-07-13,19945
2016-07-14,18953
2016-07-15,18500
2016-07-16,17674
2016-07-17,16861
2016-07-18,16238
2016-07-23,14091
2016-07-24,14164
2016-07-25,14387
2016-07-26,14387
2016-07-27,14511
2016-07-28,14684
2016-07-29,14588
2016-07-30,15228
2016-07-31,15228
2016-08-01,15480
2016-08-02,14811
2016-08-03,14070
2016-08-04,13836
2016-08-05,13836
2016-08-06,13844
2016-08-07,13934
2016-08-08,13934
2016-08-09,14372
2016-08-10,14677
2016-08-11,14677
2016-08-12,14474
2016-08-13,15063
2016-08-14,15063
2016-08-15,15096
2016-08-16,14902
2016-08-17,14902
2016-08-18,14715
2016-08-19,14250
2016-08-20,14126
2016-08-21,14126
2016-08-22,14145
2016-08-23,13466
2016-08-24,12934
2016-08-25,12850
2016-08-26,12850
2016-08-28,13124
2016-08-31,12690
2016-09-01,12701
2016-09-02,12701
2016-09-03,12490
2016-09-04,12300
2016-09-05,11740
2016-09-06,11400
2016-09-07,11400
2016-09-08,11110
2016-09-09,11110
2016-09-10,11100
2016-09-11,11100
2016-09-12,11441
2016-09-13,11678
2016-09-14,12095
2016-09-15,11794
2016-09-16,11794
2016-09-17,12001
2016-09-18,12395
2016-09-19,13015
2016-09-20,13015
2016-09-21,13413
2016-09-22,13870
2016-09-23,14535
2016-09-24,14535
2016-09-25,15258
2016-09-26,15258
2016-09-27,16021
2016-09-28,16737
2016-09-29,16737
2016-09-30,17554
2016-10-01,18360
2016-10-02,18360
2016-10-03,19173
2016-10-04,20021
2016-10-05,20021
2016-10-06,20761
2016-10-07,20761
2016-10-08,21154
2016-10-09,21154
2016-10-10,20859
2016-10-11,20832
2016-10-12,20832
2016-10-13,20892
2016-10-14,21580
2016-10-15,20935
2016-10-16,20935
2016-10-17,21262
2016-10-18,21262
2016-10-19,22092
2016-10-20,22092
2016-10-21,22777
2016-10-22,22777
2016-10-23,23591
2016-10-24,23649
2016-10-25,23649
2016-10-26,23826
2016-10-27,23826
2016-10-28,23752
2016-10-29,24285
2016-10-30,24323
2016-10-31,24626
2016-11-01,24626
2016-11-02,24159
2016-11-03,24159
2016-11-04,23538
2016-11-05,23538
2016-11-06,22753
2016-11-07,22753
2016-11-08,22242
2016-11-09,21441
2016-11-10,21441
2016-11-11,20754
2016-11-12,20420
2016-11-13,20420
2016-11-14,19781
2016-12-07,18342
2016-12-08,18076
2016-12-09,17874
2016-12-10,17874
2016-12-11,18260
2016-12-12,18634
2016-12-13,19221
2016-12-14,18768
2016-12-15,18768
2016-12-16,19348
2016-12-17,19696
2016-12-18,19696
2016-12-19,20466
2016-12-20,20428
2016-12-21,20527
2016-12-22,20527
2016-12-23,20990
2016-12-24,20990
2016-12-25,20502
2016-12-26,20502
2016-12-27,20651
2016-12-28,20567
2016-12-29,20270
2016-12-30,20270
2016-12-31,20509
2017-01-01,19604
2017-01-02,18789
2017-01-03,18789
2017-01-04,18884
2017-01-05,18884
2017-01-06,18980
2017-01-07,19256
2017-01-08,19215
2017-01-09,19931
2017-01-10,20556
2017-01-11,20610
2017-01-12,19944
2017-01-13,19944
2017-01-14,20744
2017-01-15,20997
2017-01-16,20249
2017-01-17,19260
2017-01-18,18719
2017-01-19,18449
2017-01-20,18274
2017-01-21,17413
2017-01-22,16609
2017-01-27,13995
2017-01-28,13320
2017-01-29,12725
2017-01-30,12436
2017-01-31,12188
2017-02-01,11992
2017-02-02,11770
2017-02-03,11661
2017-02-04,11879
2017-02-05,11822
2017-02-06,11560
2017-02-07,11865
2017-02-08,11857
2017-02-09,11857
2017-02-10,11670
2017-02-11,11345
2017-02-12,11673
2017-02-13,12015
2017-02-14,12113
2017-02-15,12113
2017-02-16,12025
2017-02-18,12054
2017-02-19,12076
2017-02-20,12484
2017-02-21,12637
2017-02-22,12637
2017-02-23,12637
2017-02-24,12637
2017-02-25,12973
2017-02-26,12973
2017-02-27,13411
2017-02-28,13700
2017-03-01,13841
2017-03-02,13612
2017-03-03,13612
2017-03-04,13327
2017-03-05,13075
2017-03-06,12869
2017-03-07,12398
2017-03-08,11917
2017-03-09,11584
2017-03-10,11414
2017-03-11,11458
2017-03-12,11585
2017-03-13,11817
2017-03-14,11978
2017-03-15,12398
2017-03-16,12333
2017-03-17,12372
2017-03-18,11919
2017-03-19,12218
2017-03-20,12276
2017-03-21,12350
2017-03-22,12215
2017-03-23,12095
2017-03-24,11803
2017-03-25,11803
2017-03-26,11524
2017-03-27,11313
2017-03-28,11132
2017-03-29,10904
2017-03-30,10892
2017-03-31,11082
2017-04-01,11438
2017-04-02,11423
2017-04-03,11682
2017-04-04,12123
2017-04-12,12004
2017-04-13,11949
2017-04-14,11761
2017-04-15,11771
2017-04-16,11840
2017-04-17,11668
2017-04-18,11768
2017-04-19,11869
2017-04-20,11764
2017-04-21,11884
2017-04-22,11539
2017-04-23,11386
2017-04-24,11137
2017-04-25,11345
2017-04-26,11345
2017-04-27,10891
2017-04-28,10789
2017-04-29,10557
2017-04-30,10659
2017-05-01,10787
2017-05-02,11204
2017-05-03,11543
2017-05-04,11927
2017-05-05,11769
2017-05-06,11531
2017-05-07,11063
2017-05-08,11071
2017-05-09,11254
2017-05-10,11102
2017-05-11,10678
2017-05-12,10232
2017-05-13,10405
2017-05-14,10682
2017-05-15,11020
2017-05-16,11069
2017-05-17,10762
2017-05-18,10568
2017-05-19,10568
2017-05-20,10235
2017-05-21,10235
2017-05-22,10114
2017-05-23,10125
2017-05-24,10189
2017-05-25,10322
2017-05-26,10165
2017-05-27,9872
2017-05-28,9672
2017-05-29,9600
2017-05-30,9692
2017-05-31,9878
2017-06-01,9764
2017-06-02,9648
2017-06-03,9674
2017-06-06,9813
2017-06-07,9738
2017-06-08,9738
2017-06-09,9556
2017-06-10,9548
2017-06-11,9931
2017-06-12,10257
2017-06-13,10461
2017-06-14,10430
2017-06-15,10430
2017-06-16,10107
2017-06-17,9793
2017-06-18,9454
2017-06-19,9454
2017-06-20,9167
2017-06-21,9095
2017-06-22,9118
2017-06-23,9118
2017-06-24,9180
2017-06-25,9135
2017-06-26,9055
2017-06-27,9066
2017-06-28,8971
2017-06-29,9172
2017-06-30,9261
2017-07-01,9261
2017-07-02,9338
2017-07-03,9510
2017-07-04,9319
2017-07-05,9319
2017-07-06,9536
2017-07-07,9536
2017-07-08,9613
2017-07-13,8999
2017-07-14,9005
2017-07-15,9005
2017-07-16,8898
2017-07-17,8857
2017-07-18,8694
2017-07-19,8406
2017-07-20,8116
2017-07-21,8218
2017-07-22,8486
2017-07-23,8519
2017-07-24,8471
2017-07-25,8612
2017-07-26,8610
2017-07-27,8609
2017-07-28,8899
2017-07-29,9152
2017-07-30,9408
2017-07-31,9408
2017-08-01,9595
2017-08-02,9606
2017-08-03,9669
2017-08-04,9567
2017-08-05,9652
2017-08-06,9897
2017-08-09,9352
2017-08-10,9548
2017-08-11,9385
2017-08-12,9315
2017-08-13,9162
2017-08-14,8950
2017-08-15,8720
2017-08-16,8501
2017-08-17,8248
2017-08-18,8204
2017-08-19,8411
2017-08-20,8588
2017-08-21,8658
2017-08-22,8874
2017-08-23,9094
2017-08-24,9271
2017-08-25,9111
2017-08-26,8813
2017-08-27,8541
2017-08-28,8381
2017-08-29,8160
2017-08-30,8309
2017-08-31,8517
2017-09-01,8577
2017-09-02,8876
2017-09-03,8841
2017-09-04,9110
2017-09-05,9432
2017-09-06,9548
2017-09-07,9610
2017-09-08,9610
2017-09-09,9971
2017-09-10,9989
2017-09-11,9873
2017-09-12,9695
2017-09-13,9321
2017-09-14,9007
2017-09-15,9007
2017-09-16,8833
2017-09-17,8837
2017-09-19,8911
2017-09-20,8779
2017-09-21,8574
2017-09-22,8712
2017-09-23,8712
2017-09-24,8680
2017-09-25,8662
2017-09-26,8915
2017-09-27,8898
2017-09-28,8488
2017-09-29,8334
2017-09-30,8444
2017-10-01,8586
2017-10-02,8745
2017-10-03,8809
2017-10-04,9056
2017-10-05,9312
2017-10-06,9403
2017-10-07,9472
2017-10-08,9612
2017-10-09,9843
2017-10-10,10050
2017-10-11,10050
2017-10-12,10058
2017-10-13,9876
2017-10-14,9778
2017-10-15,9778
2017-10-16,9747
2017-10-17,9747
2017-10-18,9663
2017-10-19,9992
2017-10-20,9992
2017-10-21,10274
2017-10-22,10632
2017-10-23,10710
2017-10-24,10340
2017-10-25,10336
2017-10-26,10648
2017-10-27,11047
2017-10-28,11047
2017-10-29,11208
2017-10-30,11345
2017-10-31,11687
2017-11-01,11687
2017-11-02,11794
2017-11-03,11481
2017-11-04,11209
2017-11-05,10755
2017-11-06,10394
2017-11-07,10364
2017-11-08,10296
2017-11-09,10311
2017-11-10,10311
2017-11-11,10309
2017-11-12,10189
2017-11-13,10230
2017-11-14,10553
2017-11-15,10535
2017-11-16,10259
2017-11-17,10417
2017-11-18,10262
2017-11-19,10045
2017-11-20,9945
2017-11-21,9966
2017-11-22,10010
2017-11-23,9834
2017-11-24,9421
2017-11-25,9012
2017-11-26,8584
2017-11-27,8584
2017-11-28,8296
2017-11-29,8121
2017-11-30,8187
2017-12-01,8472
2017-12-02,8632
2017-12-03,8924
2017-12-04,8746
2017-12-05,8773
2017-12-06,8857
2017-12-07,8972
2017-12-08,8972
2017-12-09,9047
2017-12-10,9219
2017-12-11,9349
2017-12-12,9767
2017-12-14,9961
2017-12-15,9846
2017-12-17,9671
2017-12-18,9648
2017-12-19,9706
2017-12-20,9880
2017-12-21,10086
2017-12-22,10359
2017-12-23,10435
2017-12-24,10437
2017-12-25,10315
2017-12-26,10322
2017-12-27,9961
2017-12-28,9588
2017-12-29,9108
2017-12-30,8887
2017-12-31,8637
2018-01-01,8542
2018-01-02,8435
2018-01-03,8340
2018-01-04,8420
2018-01-05,8358
2018-01-06,8090
2018-01-07,7849
2018-01-08,7484
2018-01-09,7208
2018-01-10,6904
2018-01-11,6924
2018-01-12,6751
2018-01-13,6600
2018-01-14,6892
2018-01-15,7171
2018-01-16,7348
2018-01-17,7559
2018-01-18,7753
2018-01-19,7753
2018-01-20,7603
2018-01-21,7312
2018-01-22,7141
2018-01-23,7014
2018-01-25,7177
2018-01-26,7033
2018-01-27,7299
2018-01-28,7448
2018-01-29,7684
2018-01-31,8015
2018-02-01,8106
2018-02-02,7864
2018-02-03,8029
2018-02-04,7914
2018-02-05,7544
2018-02-06,7306
2018-02-07,7397
2018-02-08,7467
2018-02-09,7468
2018-02-10,7449
2018-02-11,7286
2018-02-12,7256
2018-02-13,7340
2018-02-14,7507
2018-02-15,7723
2018-02-16,7790
2018-02-17,7998
2018-02-18,8089
2018-02-19,7881
2018-02-20,7816
2018-02-21,7921
2018-02-22,8152
2018-02-23,8058
2018-02-24,8191
2018-02-25,8170
2018-02-26,7785
2018-02-27,7415
2018-03-01,7097
2018-03-02,7429
2018-03-03,7627
2018-03-04,7627
2018-03-05,7586
2018-03-06,7351
2018-03-07,7275
2018-03-08,7317
2018-03-09,7296
2018-03-10,7469
2018-03-11,7619
2018-03-12,7665
2018-03-13,7791
2018-03-14,7928
2018-03-15,8100
2018-03-16,8360
2018-03-17,8394
2018-03-18,8476
2018-03-19,8273
2018-03-20,8391
2018-03-21,8682
2018-03-23,8761
2018-03-24,8862
2018-03-26,8708
2018-03-27,8772
2018-03-28,8772
2018-03-29,8706
2018-03-30,8721
2018-03-31,8809
2018-04-01,8956
2018-04-02,9099
2018-04-03,9345
2018-04-04,9620
2018-04-05,9620
2018-04-06,9734
2018-04-07,9734
2018-04-08,9609
2018-04-09,9590
2018-04-10,9471
2018-04-11,9371
2018-04-12,9291
2018-04-13,8961
2018-04-14,8642
2018-04-15,8769
2018-04-16,8603
2018-04-17,8375
2018-04-18,7956
2018-04-19,7716
2018-04-20,7514
2018-04-21,7365
2018-04-22,7473
2018-04-23,7541
2018-04-24,7674
2018-04-25,7900
2018-04-26,7927
2018-04-27,7894
2018-04-28,7697
2018-04-29,7507
2018-04-30,7466
2018-05-01,7328
2018-05-04,7595
2018-05-05,7837
2018-05-06,7837
2018-05-08,8268
2018-05-09,8371
2018-05-10,8443
2018-05-11,8301
2018-05-12,8222
2018-05-13,8222
2018-05-14,8351
2018-05-15,8360
2018-05-16,8385
2018-05-17,8449
2018-05-18,8597
2018-05-19,8614
2018-05-20,8945
2018-05-21,9021
2018-05-22,8993
2018-05-23,9027
2018-05-24,9133
2018-05-25,9483
2018-05-26,9641
2018-05-27,10045
2018-05-28,10277
2018-05-29,10710
2018-05-30,10726
2018-05-31,10606
2018-06-01,10551
2018-06-02,10541
2018-06-03,10539
2018-06-04,10343
2018-06-05,10385
2018-06-06,10022
2018-06-07,9674
2018-06-08,9623
2018-06-09,9904
2018-06-10,10034
2018-06-11,10135
2018-06-12,10169
2018-06-13,10042
2018-06-14,9849
2018-06-15,10050
2018-06-16,10287
2018-06-17,10252
2018-06-18,10603
2018-06-19,10594
2018-06-20,10594
2018-06-21,10600
2018-06-22,10979
2018-06-23,10979
2018-06-24,11188
2018-06-25,11092
2018-06-26,10751
2018-06-27,10308
2018-06-28,9930
2018-06-29,9538
2018-06-30,9437
2018-07-01,9109
2018-07-02,9109
2018-07-03,8877
2018-07-04,8637
2018-07-05,8914
2018-07-06,9273
2018-07-07,9498
2018-07-08,9432
2018-07-09,9285
2018-07-10,9076
2018-07-11,9030
2018-07-12,9053
2018-07-13,9047
2018-07-14,8950
2018-07-15,8644
2018-07-16,8299
2018-07-17,8031
2018-07-18,7797
2018-07-19,7473
2018-07-20,7330
2018-07-21,7528
2018-07-22,7761
2018-07-23,7917
2018-07-24,7914
2018-07-25,8111
2018-07-26,8381
2018-07-27,8532
2018-07-28,8413
2018-07-29,8532
2018-07-30,8721
2018-07-31,8681
2018-08-01,8681
2018-08-02,8728
2018-08-03,8791
2018-08-04,8840
2018-08-05,8973
2018-08-06,8956
2018-08-07,8920
2018-08-08,8990
2018-08-09,8959
2018-08-10,9014
2018-08-11,9126
2018-08-12,9097
2018-08-14,9188
2018-08-16,9175
2018-08-17,9319
2018-08-18,9468
2018-08-19,9803
2018-08-20,10032
2018-08-21,9937
2018-08-22,10155
2018-08-23,10213
2018-08-24,10324
2018-08-25,10427
2018-08-26,10420
2018-08-27,10404
2018-08-28,10511
2018-08-29,10570
2018-08-30,10432
2018-08-31,10637
2018-09-01,10936
2018-09-02,11386
2018-09-03,11432
2018-09-04,11402
2018-09-05,11274
2018-09-06,10811
2018-09-07,10705
2018-09-08,10478
2018-09-09,10328
2018-09-10,10307
2018-09-11,10278
2018-09-12,10473
2018-09-13,10838
2018-09-14,10835
2018-09-15,10919
2018-09-16,10786
2018-09-17,10841
2018-09-18,10950
2018-09-19,10972
2018-09-20,10900
2018-09-21,10851
2018-09-22,11232
2018-09-23,11561
2018-09-24,11621
2018-09-25,11521
2018-09-26,11274
2018-09-27,11251
2018-09-28,11506
2018-09-29,11715
2018-09-30,11924
2018-10-02,11691
2018-10-03,11917
2018-10-04,11514
2018-10-05,11214
2018-10-06,11298
2018-10-07,11246
2018-10-08,11266
2018-10-09,11668
2018-10-10,12237
2018-10-11,12591
2018-10-12,12745
2018-10-13,12731
2018-10-14,12551
2018-10-15,12725
2018-10-16,13028
2018-10-17,13067
2018-10-18,12860
2018-10-19,12813
2018-10-20,12552
2018-10-21,12627
2018-10-22,12439
2018-10-23,12323
2018-10-24,11831
2018-10-25,11315
2018-10-26,11059
2018-10-27,10904
2018-10-28,10918
2018-10-29,11116
2018-10-30,11318
2018-10-31,11835
2018-11-01,12414
2018-11-03,13687
2018-11-04,14368
2018-11-05,15087
2018-11-06,15806
2018-11-07,16597
2018-11-08,17427
2018-11-09,18299
2018-11-10,19211
2018-11-11,20172
2018-11-12,21181
2018-11-13,22241
2018-11-14,23162
2018-11-15,24321
2018-11-16,25538
2018-11-17,26815
2018-11-18,28149
2018-11-19,29547
2018-11-20,31020
2018-11-21,32571
2018-11-22,34200
2018-11-23,35910
2018-11-24,37576
2018-11-25,39042
2018-11-26,40740
2018-11-27,42004
2018-11-28,43361
2018-11-29,44763
2018-12-01,45610
2018-12-02,43998
2018-12-03,42238
2018-12-04,41218
2018-12-05,39311
2018-12-07,36194
2018-12-09,34747
2018-12-10,33077
2018-12-11,31614
2018-12-12,30297
2018-12-13,29054
2018-12-14,27964
2018-12-15,27222
2018-12-16,26395
2018-12-17,25910
2018-12-18,25133
2018-12-19,24510
2018-12-20,23529
2018-12-21,22479
2018-12-22,21616
2018-12-23,20929
2018-12-24,20543
2018-12-25,20505
2018-12-26,20232
2018-12-27,19948
2018-12-28,19894
2018-12-29,19365
2018-12-30,18599
2018-12-31,18456
2019-01-01,18517
2019-01-02,17870
2019-01-03,17275
2019-01-04,16629
2019-01-05,16004
2019-01-06,15519
2019-01-08,14477
2019-01-10,13282
2019-01-11,13056
2019-01-12,12801
2019-01-13,12724
2019-01-14,12579
2019-01-15,12633
2019-01-16,12168
2019-01-17,11826
2019-01-18,11499
2019-01-19,11387
2019-01-20,11196
2019-01-21,11164
2019-01-22,11030
2019-01-23,10824
2019-01-24,10860
2019-01-25,10681
2019-01-26,10449
2019-01-27,10379
2019-01-28,10360
2019-01-29,10434
2019-01-30,10715
2019-01-31,10891
2019-02-01,11024
2019-02-02,11029
2019-02-03,11205
2019-02-04,11344
2019-02-05,11311
2019-02-06,11300
2019-02-07,11324
2019-02-08,11363
2019-02-09,11351
2019-02-10,11447
2019-02-11,11403
2019-02-12,11427
2019-02-13,11119
2019-02-14,11127
2019-02-15,11201
2019-02-16,11246
2019-02-17,11146
2019-02-18,11136
2019-02-19,11274
2019-02-20,11425
2019-02-21,11619
2019-02-22,11879
2019-02-23,11820
2019-02-24,11611
2019-02-25,11614
2019-02-26,11667
2019-02-27,11594
2019-02-28,11726
2019-03-01,11708
2019-03-02,11615
2019-03-03,11515
2019-03-04,11561
2019-03-05,11726
2019-03-06,11727
2019-03-07,11671
2019-03-08,11362
2019-03-09,11639
2019-03-10,11713
2019-03-11,11808
2019-03-12,11979
2019-03-13,12108
2019-03-14,12399
2019-03-15,12394
2019-03-16,12177
2019-03-17,12153
2019-03-18,12149
2019-03-19,12208
2019-03-20,12309
2019-03-21,12260
2019-03-22,12412
2019-03-23,12471
2019-03-24,12618
2019-03-25,12531
2019-03-26,12271
2019-03-27,12132
2019-03-28,11893
2019-03-29,11585
2019-03-30,11331
2019-03-31,11466
2019-04-01,11590
2019-04-02,11838
2019-04-03,11946
2019-04-04,11502
2019-04-05,11512
2019-04-06,11039
