date_obj,Xerician%20top price
2016-04-20,23110
2016-04-21,22623
2016-04-22,22120
2016-04-23,22329
2016-04-24,21905
2016-04-25,21461
2016-04-26,20392
2016-04-27,19372
2016-04-28,18488
2016-04-29,17563
2016-04-30,16684
2016-05-01,15874
2016-05-02,15122
2016-05-03,14616
2016-05-04,14990
2016-05-05,14662
2016-05-06,14339
2016-05-07,13863
2016-05-08,13249
2016-05-09,12798
2016-05-10,12259
2016-05-11,11766
2016-05-12,11398
2016-05-13,11232
2016-05-14,11324
2016-05-15,11556
2016-05-16,12134
2016-05-17,12741
2016-05-18,13137
2016-05-19,12908
2016-05-22,12762
2016-05-23,13272
2016-05-24,13726
2016-05-25,14136
2016-05-26,14414
2016-05-27,14933
2016-05-28,14877
2016-05-29,14758
2016-05-30,14439
2016-05-31,13857
2016-06-01,13222
2016-06-02,12587
2016-06-03,11968
2016-06-04,11491
2016-06-05,11341
2016-06-06,10828
2016-06-07,10412
2016-06-08,10316
2016-06-09,10218
2016-06-10,10229
2016-06-11,10565
2016-06-12,10858
2016-06-13,10980
2016-06-14,10750
2016-06-15,10433
2016-06-16,10075
2016-06-17,9590
2016-06-18,9223
2016-06-19,8964
2016-06-20,8782
2016-06-21,8780
2016-06-22,8503
2016-06-23,8446
2016-06-24,8496
2016-06-25,8630
2016-06-26,8940
2016-06-27,9387
2016-06-28,9763
2016-06-29,10220
2016-06-30,10731
2016-07-01,10972
2016-07-02,11094
2016-07-03,11646
2016-07-04,12229
2016-07-05,12841
2016-07-06,13484
2016-07-07,14159
2016-07-08,14836
2016-07-09,15573
2016-07-10,16352
2016-07-11,17164
2016-07-12,17368
2016-07-13,17441
2016-07-14,16571
2016-07-15,15867
2016-07-16,15147
2016-07-17,14435
2016-07-18,13820
2016-07-24,10853
2016-07-25,10687
2016-07-26,10595
2016-07-27,10152
2016-07-28,10103
2016-07-29,10038
2016-07-30,9916
2016-07-31,9808
2016-08-01,9886
2016-08-02,10334
2016-08-03,10774
2016-08-04,11310
2016-08-05,11605
2016-08-06,11639
2016-08-07,11748
2016-08-08,11582
2016-08-09,11524
2016-08-10,11523
2016-08-11,11359
2016-08-12,11137
2016-08-13,10891
2016-08-14,10367
2016-08-15,9850
2016-08-16,9498
2016-08-17,9199
2016-08-18,8990
2016-08-19,8712
2016-08-20,8509
2016-08-21,8512
2016-08-22,8601
2016-08-23,8987
2016-08-24,8991
2016-08-25,8660
2016-08-26,8660
2016-08-28,9044
2016-08-31,9367
2016-09-01,9649
2016-09-02,9649
2016-09-03,10035
2016-09-04,10500
2016-09-05,10752
2016-09-06,10654
2016-09-07,10958
2016-09-08,11032
2016-09-09,10699
2016-09-10,10457
2016-09-11,10131
2016-09-12,9880
2016-09-13,9400
2016-09-14,8939
2016-09-15,9011
2016-09-16,9181
2016-09-17,9300
2016-09-18,9269
2016-09-19,9424
2016-09-20,9316
2016-09-21,9475
2016-09-22,9577
2016-09-23,9813
2016-09-24,9813
2016-09-25,10251
2016-09-26,10477
2016-09-27,10840
2016-09-28,11135
2016-09-29,11337
2016-09-30,11092
2016-10-01,10712
2016-10-02,10893
2016-10-03,11206
2016-10-04,11257
2016-10-05,11527
2016-10-06,11922
2016-10-07,11938
2016-10-08,12143
2016-10-09,11982
2016-10-10,11670
2016-10-11,11993
2016-10-12,11978
2016-10-13,11905
2016-10-14,11841
2016-10-15,11892
2016-10-16,11680
2016-10-17,11659
2016-10-18,11579
2016-10-19,11537
2016-10-20,12010
2016-10-21,12302
2016-10-22,12687
2016-10-23,12616
2016-10-24,12405
2016-10-25,12307
2016-10-26,12215
2016-10-27,12153
2016-10-28,11864
2016-10-29,11763
2016-10-30,11529
2016-10-31,11361
2016-11-01,11654
2016-11-02,11565
2016-11-03,11419
2016-11-04,11502
2016-11-05,11684
2016-11-06,11882
2016-11-07,11824
2016-11-08,11781
2016-11-09,12211
2016-11-10,11866
2016-11-11,11872
2016-11-12,12197
2016-11-13,12343
2016-11-14,12248
2016-12-08,12223
2016-12-09,11975
2016-12-10,12024
2016-12-11,11969
2016-12-12,11693
2016-12-13,11433
2016-12-14,11311
2016-12-15,11002
2016-12-16,11082
2016-12-17,10916
2016-12-18,10936
2016-12-19,10757
2016-12-20,10797
2016-12-21,10661
2016-12-22,10762
2016-12-23,10771
2016-12-24,10875
2016-12-25,10866
2016-12-26,11280
2016-12-27,11777
2016-12-28,12341
2016-12-29,12933
2016-12-30,13580
2016-12-31,14259
2017-01-01,14972
2017-01-02,15660
2017-01-03,15304
2017-01-04,15048
2017-01-05,14389
2017-01-06,13740
2017-01-07,13235
2017-01-08,12692
2017-01-09,12095
2017-01-10,11654
2017-01-11,11858
2017-01-12,11675
2017-01-13,11780
2017-01-14,11618
2017-01-15,11670
2017-01-16,11932
2017-01-17,12148
2017-01-18,12351
2017-01-19,12410
2017-01-20,12412
2017-01-21,12539
2017-01-22,12655
2017-01-27,11365
2017-01-28,11166
2017-01-29,10960
2017-01-30,10711
2017-01-31,10835
2017-02-01,10839
2017-02-02,10463
2017-02-03,10362
2017-02-04,10418
2017-02-05,10349
2017-02-06,10387
2017-02-07,10322
2017-02-08,10271
2017-02-09,10083
2017-02-10,10128
2017-02-11,10198
2017-02-12,10301
2017-02-13,10204
2017-02-14,10096
2017-02-15,10045
2017-02-16,10047
2017-02-18,10279
2017-02-19,10412
2017-02-20,10220
2017-02-21,10053
2017-02-22,9895
2017-02-23,9931
2017-02-24,9638
2017-02-25,9440
2017-02-26,9108
2017-02-27,8903
2017-02-28,9294
2017-03-01,9609
2017-03-02,9561
2017-03-03,9389
2017-03-04,9450
2017-03-05,9342
2017-03-06,9348
2017-03-07,9596
2017-03-08,9620
2017-03-09,9600
2017-03-10,9472
2017-03-11,9493
2017-03-12,9600
2017-03-13,9529
2017-03-14,9472
2017-03-15,9281
2017-03-16,9487
2017-03-17,9495
2017-03-18,9446
2017-03-19,9421
2017-03-20,9307
2017-03-21,9246
2017-03-22,9114
2017-03-23,9023
2017-03-24,9228
2017-03-25,9345
2017-03-26,9429
2017-03-27,9377
2017-03-28,9513
2017-03-29,9465
2017-03-30,9361
2017-03-31,9425
2017-04-01,9582
2017-04-02,9572
2017-04-03,9500
2017-04-04,9201
2017-04-12,9541
2017-04-13,9774
2017-04-14,10221
2017-04-15,10733
2017-04-16,11270
2017-04-17,11834
2017-04-18,12426
2017-04-19,13048
2017-04-20,13691
2017-04-21,14132
2017-04-22,14687
2017-04-23,15193
2017-04-24,15084
2017-04-25,14963
2017-04-26,14901
2017-04-27,14306
2017-04-28,13794
2017-04-29,13721
2017-04-30,13885
2017-05-01,14307
2017-05-02,14720
2017-05-03,14889
2017-05-04,14611
2017-05-05,14200
2017-05-06,13867
2017-05-07,13710
2017-05-08,13249
2017-05-09,12921
2017-05-10,12546
2017-05-11,12112
2017-05-12,11586
2017-05-13,11357
2017-05-14,11110
2017-05-15,11288
2017-05-16,11110
2017-05-17,10857
2017-05-18,10958
2017-05-19,11107
2017-05-20,11366
2017-05-21,11258
2017-05-22,10913
2017-05-23,10648
2017-05-24,10449
2017-05-25,10219
2017-05-26,10063
2017-05-27,10135
2017-05-28,10001
2017-05-29,9895
2017-05-30,9972
2017-05-31,10014
2017-06-01,9758
2017-06-02,9441
2017-06-03,9257
2017-06-06,10046
2017-06-07,10264
2017-06-08,10051
2017-06-09,10267
2017-06-10,10381
2017-06-11,10486
2017-06-12,10319
2017-06-13,10263
2017-06-14,10205
2017-06-15,10206
2017-06-16,10239
2017-06-17,10256
2017-06-18,10064
2017-06-19,9919
2017-06-20,9598
2017-06-21,9579
2017-06-22,9475
2017-06-23,9270
2017-06-24,9253
2017-06-25,9188
2017-06-26,9050
2017-06-27,9126
2017-06-28,9042
2017-06-29,9185
2017-06-30,9150
2017-07-01,9192
2017-07-02,9037
2017-07-03,9000
2017-07-04,9106
2017-07-05,9069
2017-07-06,9175
2017-07-07,9203
2017-07-08,9123
2017-07-13,9596
2017-07-14,9709
2017-07-15,9839
2017-07-16,9797
2017-07-17,10116
2017-07-18,10409
2017-07-19,10599
2017-07-20,10866
2017-07-21,11177
2017-07-22,11546
2017-07-23,12068
2017-07-24,12292
2017-07-25,12401
2017-07-26,12317
2017-07-27,12095
2017-07-28,11935
2017-07-29,11966
2017-07-30,12010
2017-07-31,12288
2017-08-01,12421
2017-08-02,12583
2017-08-03,12611
2017-08-04,12440
2017-08-05,12074
2017-08-06,11614
2017-08-09,10664
2017-08-10,10283
2017-08-11,9996
2017-08-12,9817
2017-08-13,9702
2017-08-14,9545
2017-08-15,9569
2017-08-16,9604
2017-08-17,9680
2017-08-18,9695
2017-08-19,9851
2017-08-20,9968
2017-08-21,10033
2017-08-22,9860
2017-08-23,9872
2017-08-24,9803
2017-08-25,9634
2017-08-26,9715
2017-08-27,9875
2017-08-28,9684
2017-08-29,9434
2017-08-30,9423
2017-08-31,9461
2017-09-01,9690
2017-09-02,9665
2017-09-03,9580
2017-09-04,9547
2017-09-05,9468
2017-09-06,9440
2017-09-07,9541
2017-09-08,9652
2017-09-09,9912
2017-09-10,10027
2017-09-11,9903
2017-09-12,9908
2017-09-13,10060
2017-09-14,9904
2017-09-15,9597
2017-09-16,9229
2017-09-17,9337
2017-09-18,9553
2017-09-19,9863
2017-09-20,9869
2017-09-21,9767
2017-09-22,9863
2017-09-23,9910
2017-09-24,9819
2017-09-25,9720
2017-09-26,9795
2017-09-27,9803
2017-09-28,9852
2017-09-29,9775
2017-09-30,9952
2017-10-01,10090
2017-10-02,10110
2017-10-03,10192
2017-10-04,10247
2017-10-05,10235
2017-10-06,10272
2017-10-07,10332
2017-10-08,10510
2017-10-09,10758
2017-10-10,10960
2017-10-11,11090
2017-10-12,11002
2017-10-13,10837
2017-10-14,10573
2017-10-15,10368
2017-10-16,10155
2017-10-17,10052
2017-10-18,9991
2017-10-19,10071
2017-10-20,10092
2017-10-21,9961
2017-10-22,9664
2017-10-23,9300
2017-10-24,8958
2017-10-25,8782
2017-10-26,8855
2017-10-27,8646
2017-10-28,8428
2017-10-29,8490
2017-10-30,8656
2017-10-31,8664
2017-11-01,8569
2017-11-02,8424
2017-11-03,8317
2017-11-04,8384
2017-11-05,8477
2017-11-06,8709
2017-11-07,8885
2017-11-08,8818
2017-11-09,8554
2017-11-10,8380
2017-11-11,8344
2017-11-12,8281
2017-11-13,8447
2017-11-14,8769
2017-11-15,9060
2017-11-16,8929
2017-11-17,8618
2017-11-18,8653
2017-11-19,8726
2017-11-20,9075
2017-11-21,9397
2017-11-22,9710
2017-11-23,10128
2017-11-24,10635
2017-11-25,11167
2017-11-26,11726
2017-11-27,12313
2017-11-28,12929
2017-11-29,13576
2017-11-30,14255
2017-12-01,14911
2017-12-02,15290
2017-12-03,15948
2017-12-04,16664
2017-12-05,16807
2017-12-06,16785
2017-12-07,16303
2017-12-08,15527
2017-12-09,14801
2017-12-10,14094
2017-12-11,13464
2017-12-12,12864
2017-12-13,12367
2017-12-14,11856
2017-12-15,11592
2017-12-16,11805
2017-12-17,11839
2017-12-18,12023
2017-12-19,11905
2017-12-20,11670
2017-12-21,11485
2017-12-22,11562
2017-12-23,11612
2017-12-24,12077
2017-12-25,12241
2017-12-26,11953
2017-12-27,12428
2017-12-28,13050
2017-12-29,13562
2017-12-30,13490
2017-12-31,13309
2018-01-01,13266
2018-01-02,13090
2018-01-03,12834
2018-01-04,12821
2018-01-05,12521
2018-01-06,12366
2018-01-07,12058
2018-01-08,11756
2018-01-09,11458
2018-01-10,11040
2018-01-11,10680
2018-01-12,10443
2018-01-13,10214
2018-01-14,10004
2018-01-15,9951
2018-01-16,10157
2018-01-17,10411
2018-01-18,10482
2018-01-19,10661
2018-01-20,10678
2018-01-21,10488
2018-01-22,10608
2018-01-23,10616
2018-01-24,10582
2018-01-25,10496
2018-01-26,10445
2018-01-27,10276
2018-01-28,10192
2018-01-29,9949
2018-01-30,10189
2018-02-01,10516
2018-02-02,10694
2018-02-03,10605
2018-02-04,10707
2018-02-05,10993
2018-02-06,11269
2018-02-07,11425
2018-02-08,11684
2018-02-09,11977
2018-02-10,12455
2018-02-11,12992
2018-02-12,13641
2018-02-13,14324
2018-02-14,15041
2018-02-15,15794
2018-02-16,16584
2018-02-17,17414
2018-02-18,18285
2018-02-19,19162
2018-02-20,20007
2018-02-21,19751
2018-02-22,18763
2018-02-23,17824
2018-02-24,16932
2018-02-25,16085
2018-02-26,15280
2018-02-27,14516
2018-02-28,13790
2018-03-01,13751
2018-03-02,13870
2018-03-03,13503
2018-03-04,13165
2018-03-05,12878
2018-03-06,12440
2018-03-07,12130
2018-03-08,12112
2018-03-09,12024
2018-03-10,12095
2018-03-11,12028
2018-03-12,12259
2018-03-13,12558
2018-03-14,12498
2018-03-15,12149
2018-03-16,12085
2018-03-17,12159
2018-03-18,12431
2018-03-20,12676
2018-03-21,12852
2018-03-23,12855
2018-03-24,12855
2018-03-26,13314
2018-03-27,13260
2018-03-28,13017
2018-03-29,12869
2018-03-30,13142
2018-03-31,13086
2018-04-01,13213
2018-04-02,12934
2018-04-03,12835
2018-04-04,12882
2018-04-05,12648
2018-04-06,12436
2018-04-08,12239
2018-04-09,12273
2018-04-10,12150
2018-04-11,11882
2018-04-12,11675
2018-04-13,11591
2018-04-14,11266
2018-04-16,10509
2018-04-17,10294
2018-04-18,9884
2018-04-19,9389
2018-04-20,9032
2018-04-21,8740
2018-04-22,8727
2018-04-23,8980
2018-04-24,9183
2018-04-25,9506
2018-04-26,9801
2018-04-27,9901
2018-04-28,9865
2018-04-29,9722
2018-04-30,9702
2018-05-02,10066
2018-05-03,9866
2018-05-04,9544
2018-05-05,9304
2018-05-06,9072
2018-05-07,8852
2018-05-08,8682
2018-05-09,8590
2018-05-10,8623
2018-05-11,8661
2018-05-12,8848
2018-05-13,8867
2018-05-14,9037
2018-05-15,9165
2018-05-16,9223
2018-05-17,9028
2018-05-18,9145
2018-05-19,9164
2018-05-20,9067
2018-05-21,9063
2018-05-22,9033
2018-05-23,9135
2018-05-24,9184
2018-05-25,9187
2018-05-26,9067
2018-05-27,9126
2018-05-28,9178
2018-05-29,8998
2018-05-30,8972
2018-05-31,8845
2018-06-01,8892
2018-06-02,8892
2018-06-03,8742
2018-06-04,8536
2018-06-05,8581
2018-06-06,8467
2018-06-07,8179
2018-06-08,8272
2018-06-09,8312
2018-06-10,8353
2018-06-11,8337
2018-06-12,8403
2018-06-13,8411
2018-06-14,8394
2018-06-15,8421
2018-06-16,8279
2018-06-17,8236
2018-06-18,8169
2018-06-19,8240
2018-06-20,8230
2018-06-21,8253
2018-06-22,8067
2018-06-23,7870
2018-06-24,7773
2018-06-25,7659
2018-06-26,7672
2018-06-27,7817
2018-06-28,7768
2018-06-29,7839
2018-06-30,8039
2018-07-01,8154
2018-07-02,8316
2018-07-03,8626
2018-07-04,8898
2018-07-05,8859
2018-07-06,9177
2018-07-07,9627
2018-07-08,10079
2018-07-09,10522
2018-07-10,11048
2018-07-11,11601
2018-07-12,12086
2018-07-13,12631
2018-07-14,12936
2018-07-15,12791
2018-07-16,12445
2018-07-17,11883
2018-07-18,11301
2018-07-19,11093
2018-07-20,11200
2018-07-21,11490
2018-07-22,11593
2018-07-23,11948
2018-07-24,12122
2018-07-25,12288
2018-07-26,12023
2018-07-27,11645
2018-07-28,11348
2018-07-29,11226
2018-07-30,11103
2018-07-31,11012
2018-08-01,10699
2018-08-02,10616
2018-08-03,10591
2018-08-04,10669
2018-08-05,10794
2018-08-06,10700
2018-08-07,10342
2018-08-08,9955
2018-08-09,9768
2018-08-10,9765
2018-08-11,9917
2018-08-12,9877
2018-08-14,9887
2018-08-16,10035
2018-08-17,10188
2018-08-18,10590
2018-08-19,11110
2018-08-20,11570
2018-08-21,12043
2018-08-22,12150
2018-08-23,11976
2018-08-24,11980
2018-08-25,12051
2018-08-26,11818
2018-08-27,11922
2018-08-28,11921
2018-08-29,12066
2018-08-30,12241
2018-08-31,12327
2018-09-01,12508
2018-09-02,12498
2018-09-03,12718
2018-09-04,12995
2018-09-05,12818
2018-09-06,12627
2018-09-07,12426
2018-09-08,12190
2018-09-09,11870
2018-09-10,11495
2018-09-11,11334
2018-09-12,11133
2018-09-13,11011
2018-09-14,11160
2018-09-15,10992
2018-09-16,10749
2018-09-17,10646
2018-09-18,10672
2018-09-19,10756
2018-09-20,10523
2018-09-21,10324
2018-09-22,10443
2018-09-23,10427
2018-09-24,10447
2018-09-25,10614
2018-09-26,10592
2018-09-27,10494
2018-09-28,10568
2018-09-29,10611
2018-09-30,10660
2018-10-02,10298
2018-10-03,10177
2018-10-04,10215
2018-10-05,10215
2018-10-06,10339
2018-10-07,10509
2018-10-08,10798
2018-10-09,10934
2018-10-10,11021
2018-10-11,11521
2018-10-12,11988
2018-10-13,12570
2018-10-14,13199
2018-10-15,13728
2018-10-16,14333
2018-10-17,14462
2018-10-18,14184
2018-10-19,13782
2018-10-20,13237
2018-10-21,13085
2018-10-22,12936
2018-10-23,12869
2018-10-24,12768
2018-10-25,12524
2018-10-26,12400
2018-10-27,12233
2018-10-28,12436
2018-10-29,12210
2018-10-30,12058
2018-10-31,11940
2018-11-01,11914
2018-11-03,12531
2018-11-04,12426
2018-11-05,12130
2018-11-06,12028
2018-11-07,11879
2018-11-08,11693
2018-11-09,11630
2018-11-10,11451
2018-11-11,11239
2018-11-12,11193
2018-11-13,11028
2018-11-14,10803
2018-11-15,10575
2018-11-16,10337
2018-11-17,10304
2018-11-18,10373
2018-11-19,10196
2018-11-20,10250
2018-11-21,10149
2018-11-22,10063
2018-11-23,9861
2018-11-24,9778
2018-11-25,9697
2018-11-26,9578
2018-11-27,9380
2018-11-28,9372
2018-12-01,9920
2018-12-02,9764
2018-12-03,9650
2018-12-04,9715
2018-12-05,9717
2018-12-07,9585
2018-12-09,9994
2018-12-10,9983
2018-12-11,9973
2018-12-12,10108
2018-12-13,9910
2018-12-14,9931
2018-12-15,10128
2018-12-16,10012
2018-12-17,9822
2018-12-18,9625
2018-12-19,9546
2018-12-20,9505
2018-12-21,9531
2018-12-22,9474
2018-12-23,9480
2018-12-24,9389
2018-12-25,9467
2018-12-26,9310
2018-12-27,9480
2018-12-28,9713
2018-12-29,9593
2018-12-30,9378
2018-12-31,9564
2019-01-01,9708
2019-01-02,9759
2019-01-03,9632
2019-01-04,9419
2019-01-05,9488
2019-01-06,9624
2019-01-08,9510
2019-01-10,9214
2019-01-11,9190
2019-01-12,9071
2019-01-13,8957
2019-01-14,8855
2019-01-15,8623
2019-01-16,8523
2019-01-17,8546
2019-01-18,8447
2019-01-19,8413
2019-01-20,8340
2019-01-21,8185
2019-01-22,8066
2019-01-23,7887
2019-01-24,7819
2019-01-25,7642
2019-01-26,7430
2019-01-27,7203
2019-01-28,7002
2019-01-29,6858
2019-01-30,6853
2019-01-31,6742
2019-02-01,6947
2019-02-02,7056
2019-02-03,7097
2019-02-04,7193
2019-02-05,7135
2019-02-06,7163
2019-02-07,7235
2019-02-08,7365
2019-02-09,7486
2019-02-10,7566
2019-02-11,7534
2019-02-12,7523
2019-02-13,7396
2019-02-14,7468
2019-02-15,7413
2019-02-16,7523
2019-02-17,7460
2019-02-18,7472
2019-02-19,7512
2019-02-20,7593
2019-02-21,7751
2019-02-22,8059
2019-02-23,8065
2019-02-24,8010
2019-02-25,7837
2019-02-26,7880
2019-02-27,8097
2019-02-28,8340
2019-03-01,8410
2019-03-02,8342
2019-03-03,8185
2019-03-04,8095
2019-03-05,7932
2019-03-06,7830
2019-03-07,7614
2019-03-08,7687
2019-03-09,7624
2019-03-10,7626
2019-03-11,7573
2019-03-12,7538
2019-03-13,7659
2019-03-14,7707
2019-03-15,7802
2019-03-16,7614
2019-03-17,7638
2019-03-18,7587
2019-03-19,7475
2019-03-20,7551
2019-03-21,7635
2019-03-22,7560
2019-03-23,7676
2019-03-24,7592
2019-03-25,7671
2019-03-26,7618
2019-03-27,7550
2019-03-28,7451
2019-03-29,7344
2019-03-30,7311
2019-03-31,7392
2019-04-01,7414
2019-04-02,7547
2019-04-03,7595
2019-04-04,7707
2019-04-05,7786
2019-04-06,7920
2019-04-07,7973
2019-04-08,7917
2019-04-09,8079
2019-04-10,8296
2019-04-11,8396
2019-04-12,8569
2019-04-13,8694
2019-04-14,8875
2019-04-15,9059
2019-04-16,9344
2019-04-17,9453
2019-04-18,9518
2019-04-19,9594
2019-04-20,9764
2019-04-21,10047
2019-04-22,10106
2019-04-23,9965
2019-04-24,9917
2019-04-25,9874
2019-04-26,9900
2019-04-27,10020
2019-04-28,9991
2019-04-29,10136
2019-04-30,10107
2019-05-01,9880
2019-05-02,9820
2019-05-03,9778
2019-05-04,9739
2019-05-05,9636
2019-05-06,9380
2019-05-07,9536
2019-05-08,9527
2019-05-09,9596
2019-05-10,9611
2019-05-11,9693
2019-05-12,9914
2019-05-13,10143
2019-05-14,10305
2019-05-15,10414
2019-05-16,10445
2019-05-17,10583
2019-05-18,10888
2019-05-19,11109
2019-05-20,11294
2019-05-21,11463
2019-05-22,11364
2019-05-23,11099
2019-05-24,10753
2019-05-25,10727
2019-05-26,10644
2019-05-27,10304
2019-05-28,10088
2019-05-29,10183
2019-05-30,10241
2019-05-31,10175
2019-06-01,10064
2019-06-02,10072
2019-06-03,9880
2019-06-04,9762
2019-06-05,9797
2019-06-06,9785
2019-06-07,9936
2019-06-08,9762
2019-06-09,9765
2019-06-10,9838
2019-06-11,9739
2019-06-12,9806
2019-06-13,9805
2019-06-14,9713
2019-06-15,9707
2019-06-16,9656
2019-06-17,9309
2019-06-18,8954
2019-06-19,8665
2019-06-20,8456
2019-06-21,8411
2019-06-22,8368
2019-06-23,8253
2019-06-24,8243
2019-06-25,8263
2019-06-26,8405
2019-06-27,8514
2019-06-28,8807
2019-06-29,9057
2019-06-30,9222
2019-07-01,9355
2019-07-02,9615
2019-07-03,9836
2019-07-04,10143
2019-07-05,10423
2019-07-06,10502
2019-07-07,10649
2019-07-08,10574
2019-07-09,10491
2019-07-10,10456
2019-07-11,10425
2019-07-12,10311
2019-07-13,10234
2019-07-14,10297
2019-07-15,10328
2019-07-16,10310
2019-07-17,10301
2019-07-18,10390
2019-07-19,10549
2019-07-20,10605
2019-07-21,10642
2019-07-22,10829
2019-07-23,10850
2019-07-24,10739
2019-07-25,10346
2019-07-26,9828
2019-07-27,9421
2019-07-28,9042
2019-07-29,8764
2019-07-30,8386
2019-07-31,8020
2019-08-01,7754
2019-08-02,7580
2019-08-03,7514
2019-08-04,7624
2019-08-05,7517
2019-08-06,7304
2019-08-07,7178
2019-08-08,7156
2019-08-09,7182
2019-08-10,7176
2019-08-11,7276
2019-08-12,7281
2019-08-13,7160
2019-08-14,7113
2019-08-15,7155
2019-08-16,7154
2019-08-17,7226
2019-08-18,7204
2019-08-19,7234
2019-08-20,7360
2019-08-21,7357
2019-08-22,7445
2019-08-23,7633
2019-08-24,7807
2019-08-24,7807
2019-08-25,7705
2019-08-25,7705
2019-08-26,7612
2019-08-26,7612
2019-08-27,7697
2019-08-27,7697
2019-08-28,7765
2019-08-29,7745
2019-08-30,7818
2019-08-31,7834
2019-09-01,7968
2019-09-02,8108
2019-09-03,8100
2019-09-04,8045
2019-09-05,8048
2019-09-06,7933
2019-09-07,7881
2019-09-08,8003
2019-09-09,7943
2019-09-10,7939
2019-09-11,7822
2019-09-12,7985
2019-09-13,7917
2019-09-14,8000
2019-09-15,7901
2019-09-16,7951
2019-09-17,8220
2019-09-18,8495
2019-09-19,8675
2019-09-20,8956
2019-09-21,9314
2019-09-22,9594
2019-09-23,9714
2019-09-24,9773
2019-09-25,10046
2019-09-26,10134
2019-09-27,10277
2019-09-28,10099
2019-09-29,9867
2019-09-30,9709
2019-10-01,9594
2019-10-02,9441
2019-10-03,9106
2019-10-04,8822
2019-10-05,8694
2019-10-06,8663
2019-10-07,8544
2019-10-08,8619
2019-10-09,8506
2019-10-10,8530
2019-10-11,8568
2019-10-12,8497
2019-10-13,8598
2019-10-14,8686
2019-10-15,8604
2019-10-16,8793
2019-10-17,8575
2019-10-18,8667
2019-10-19,8623
2019-10-20,8642
2019-10-21,8681
2019-10-22,8759
2019-10-23,8778
2019-10-24,8774
2019-10-25,9000
2019-10-26,8981
2019-10-27,8996
2019-10-28,8923
2019-10-29,8743
2019-10-30,8646
2019-10-31,8557
2019-11-01,8475
2019-11-02,8487
2019-11-03,8446
2019-11-04,8388
2019-11-05,8328
2019-11-06,8172
2019-11-07,8030
2019-11-08,7883
2019-11-09,7658
2019-11-10,7467
2019-11-11,7364
2019-11-12,7386
2019-11-13,7310
2019-11-14,7304
2019-11-15,7357
2019-11-16,7273
2019-11-17,7173
2019-11-18,7204
2019-11-19,7278
2019-11-20,7325
2019-11-21,7141
2019-11-22,7024
2019-11-23,6972
2019-11-24,7198
2019-11-25,7337
2019-11-26,7401
2019-11-27,7360
2019-11-28,7232
2019-11-29,7216
2019-11-30,7272
2019-12-01,7297
2019-12-02,7434
2019-12-03,7371
2019-12-04,7389
2019-12-05,7350
2019-12-06,7456
2019-12-07,7428
2019-12-08,7483
2019-12-09,7399
2019-12-10,7484
2019-12-11,7597
2019-12-12,7674
2019-12-13,7701
2019-12-14,8007
2019-12-15,8307
2019-12-16,8321
2019-12-17,8420
2019-12-18,8542
2019-12-19,8520
2019-12-20,8463
2019-12-21,8544
2019-12-22,8609
2019-12-23,8548
2019-12-24,8510
2019-12-25,8579
2019-12-26,8654
2019-12-27,8690
2019-12-28,8549
2019-12-29,8253
2019-12-30,8054
2019-12-31,8038
2020-01-01,8096
2020-01-02,8058
2020-01-03,8161
2020-01-04,8207
2020-01-05,8353
2020-01-06,8640
2020-01-07,8975
2020-01-08,9337
2020-01-09,9576
