date_obj,Granite%20ring price
2018-06-27,42276
2018-06-28,41660
2018-06-29,41660
2018-06-30,41375
2018-07-01,41375
2018-07-02,42038
2018-07-03,42038
2018-07-04,42280
2018-07-05,42280
2018-07-06,41135
2018-07-07,41135
2018-07-08,41135
2018-07-09,40300
2018-07-10,40300
2018-07-11,40383
2018-07-12,40383
2018-07-13,39771
2018-07-14,39771
2018-07-15,39453
2018-07-16,39453
2018-07-17,38331
2018-07-18,38331
2018-07-19,37928
2018-07-20,37928
2018-07-21,37665
2018-07-22,37665
2018-07-23,36524
2018-07-24,36524
2018-07-25,36238
2018-07-26,36238
2018-07-27,35467
2018-07-28,35467
2018-07-29,34390
2018-07-30,34390
2018-07-31,34420
2018-08-01,34420
2018-08-02,34287
2018-08-03,34287
2018-08-04,34060
2018-08-05,35512
2018-08-06,35512
2018-08-07,37113
2018-08-08,38286
2018-08-09,38286
2018-08-10,38460
2018-08-11,38460
2018-08-12,37674
2018-08-14,38056
2018-08-16,37386
2018-08-17,36308
2018-08-18,36308
2018-08-19,35280
2018-08-20,35971
2018-08-21,35971
2018-08-22,36670
2018-08-23,36670
2018-08-24,37669
2018-08-25,38709
2018-08-26,38709
2018-08-27,39489
2018-08-28,40956
2018-08-29,40956
2018-08-30,41766
2018-08-31,40939
2018-09-01,41658
2018-09-02,41658
2018-09-03,42360
2018-09-04,41536
2018-09-05,41536
2018-09-06,41697
2018-09-07,42953
2018-09-08,42305
2018-09-09,42305
2018-09-10,40768
2018-09-11,40768
2018-09-12,40094
2018-09-13,40094
2018-09-14,40037
2018-09-15,40169
2018-09-16,40169
2018-09-17,40248
2018-09-18,40995
2018-09-19,40995
2018-09-20,41928
2018-09-21,41928
2018-09-22,43341
2018-09-23,43341
2018-09-24,45315
2018-09-25,45315
2018-09-26,47067
2018-09-27,47067
2018-09-28,48160
2018-09-29,48160
2018-09-30,47172
2018-10-02,45867
2018-10-03,46159
2018-10-04,46159
2018-10-05,48378
2018-10-06,50556
2018-10-07,50556
2018-10-08,52839
2018-10-09,52839
2018-10-10,55334
2018-10-11,55334
2018-10-12,56749
2018-10-13,54174
2018-10-14,54174
2018-10-15,52211
2018-10-16,52211
2018-10-17,50139
2018-10-18,50139
2018-10-19,49216
2018-10-20,49216
2018-10-21,50785
2018-10-22,53077
2018-10-23,53077
2018-10-24,55220
2018-10-25,55220
2018-10-26,57212
2018-10-27,59458
2018-10-28,62413
2018-10-29,62413
2018-10-30,63968
2018-10-31,65734
2018-11-01,65734
2018-11-03,69479
2018-11-04,69353
2018-11-05,69823
2018-11-06,72552
2018-11-07,72552
2018-11-08,72330
2018-11-09,72330
2018-11-10,72899
2018-11-11,72899
2018-11-12,76501
2018-11-13,80139
2018-11-14,80139
2018-11-15,83716
2018-11-16,85570
2018-11-17,85570
2018-11-18,83995
2018-11-19,83995
2018-11-20,82915
2018-11-21,82915
2018-11-22,84495
2018-11-23,82919
2018-11-24,79314
2018-11-25,75948
2018-11-26,75948
2018-11-27,73008
2018-11-28,72804
2018-11-29,72520
2018-12-01,72652
2018-12-02,72813
2018-12-03,72813
2018-12-05,72698
2018-12-07,69075
2018-12-09,65621
2018-12-10,62507
2018-12-11,60009
2018-12-13,57094
2018-12-14,58859
2018-12-15,59485
2018-12-16,59720
2018-12-17,59720
2018-12-18,60709
2018-12-19,62134
2018-12-20,62149
2018-12-21,63530
2018-12-22,65497
2018-12-23,68017
2018-12-24,70229
2018-12-25,70229
2018-12-26,69665
2018-12-27,71267
2018-12-28,71267
2018-12-29,71007
2018-12-30,68783
2018-12-31,69433
2019-01-01,70889
2019-01-02,69433
2019-01-03,68762
2019-01-04,67056
2019-01-05,64721
2019-01-06,64758
2019-01-08,65877
2019-01-10,72004
2019-01-11,72327
2019-01-12,70298
2019-01-13,69163
2019-01-14,69570
2019-01-15,68963
2019-01-16,70249
2019-01-17,70475
2019-01-18,68260
2019-01-19,68223
2019-01-20,66539
2019-01-21,63495
2019-01-22,60320
2019-01-23,57304
2019-01-24,54902
2019-01-25,53147
2019-01-26,53391
2019-01-27,53582
2019-01-28,55253
2019-01-29,54671
2019-01-30,52398
2019-01-31,50963
2019-02-01,50440
2019-02-02,51035
2019-02-03,51077
2019-02-04,51077
2019-02-05,50723
2019-02-06,50724
2019-02-07,50875
2019-02-08,49788
2019-02-09,50769
2019-02-10,51011
2019-02-11,50006
2019-02-12,52207
2019-02-13,54315
2019-02-14,54315
2019-02-15,56825
2019-02-16,59417
2019-02-17,61606
2019-02-18,60619
2019-02-19,58309
2019-02-20,55476
2019-02-21,53295
2019-02-22,52656
2019-02-23,53634
2019-02-24,52784
2019-02-25,50413
2019-02-26,49579
2019-02-27,49579
2019-02-28,49579
2019-03-01,48336
2019-03-02,46039
2019-03-03,44319
2019-03-04,44980
2019-03-05,46603
2019-03-06,47563
2019-03-07,49942
2019-03-08,49942
2019-03-09,51678
2019-03-10,52350
2019-03-11,51485
2019-03-12,51649
2019-03-13,51649
2019-03-14,52174
2019-03-15,52174
2019-03-16,51960
2019-03-17,51415
2019-03-18,51415
2019-03-19,50487
2019-03-20,49418
2019-03-21,49925
2019-03-22,51088
2019-03-23,53285
2019-03-24,52189
2019-03-25,52189
2019-03-26,50703
2019-03-27,50703
2019-03-28,51785
2019-03-29,53742
2019-03-30,53742
2019-03-31,53743
2019-04-01,54470
2019-04-02,54470
2019-04-03,54490
2019-04-04,54403
2019-04-05,55870
2019-04-06,55870
2019-04-07,55718
2019-04-08,57529
2019-04-09,57885
2019-04-10,56648
2019-04-11,55593
2019-04-12,54047
2019-04-13,53321
2019-04-14,51852
2019-04-15,51852
2019-04-16,49744
2019-04-17,48528
2019-04-18,47576
2019-04-19,46221
2019-04-20,44474
2019-04-21,44474
2019-04-22,44174
2019-04-23,43390
2019-04-24,44385
2019-04-25,44482
2019-04-26,44840
2019-04-27,44840
2019-04-28,43862
2019-04-29,42866
2019-04-30,42027
2019-05-01,42027
2019-05-02,42203
2019-05-03,42554
2019-05-04,42094
2019-05-05,41335
2019-05-06,41335
2019-05-07,40610
2019-05-08,40610
2019-05-09,40574
2019-05-10,40938
2019-05-11,41651
2019-05-12,43509
2019-05-13,44453
2019-05-14,42346
2019-05-15,42346
2019-05-16,40664
2019-05-17,40664
2019-05-18,39215
2019-05-19,37869
2019-05-20,38490
2019-05-21,39353
2019-05-22,39143
2019-05-23,40028
2019-05-24,40361
2019-05-25,39502
2019-05-26,37696
2019-05-27,37060
2019-05-28,37806
2019-05-29,39603
2019-05-30,40469
2019-05-31,42408
2019-06-01,44200
2019-06-02,46410
2019-06-03,48409
2019-06-04,49527
2019-06-05,52004
2019-06-06,54605
2019-06-07,55718
2019-06-08,56308
2019-06-09,58293
2019-06-10,58293
2019-06-11,58924
2019-06-12,56708
2019-06-13,55573
2019-06-14,53459
2019-06-15,51492
2019-06-16,49252
2019-06-17,47207
2019-06-18,45279
2019-06-19,44442
2019-06-20,42983
2019-06-21,43098
2019-06-22,44945
2019-06-23,47192
2019-06-24,46234
2019-06-25,45254
2019-06-26,43226
2019-06-27,43450
2019-06-28,43450
2019-06-29,41927
2019-06-30,41336
2019-07-01,41336
2019-07-02,43291
2019-07-03,44168
2019-07-04,44168
2019-07-05,45044
2019-07-06,46496
2019-07-07,48287
2019-07-08,50450
2019-07-09,52973
2019-07-10,55403
2019-07-11,57836
2019-07-12,60717
2019-07-13,60717
2019-07-14,62658
2019-07-15,62658
2019-07-16,65660
2019-07-17,68918
2019-07-18,71781
2019-07-19,74891
2019-07-20,77282
2019-07-21,81001
2019-07-22,84936
2019-07-23,87611
2019-07-24,87611
2019-07-25,83230
2019-07-26,83230
2019-07-27,79068
2019-07-28,75114
2019-07-29,71483
2019-07-30,67908
2019-07-31,64814
2019-08-01,61879
2019-08-02,59060
2019-08-03,57438
2019-08-04,57438
2019-08-05,55917
2019-08-06,56528
2019-08-07,59355
2019-08-08,59355
2019-08-09,61524
2019-08-10,64049
2019-08-11,64049
2019-08-12,64071
2019-08-13,64402
2019-08-14,62672
2019-08-15,61346
2019-08-16,62085
2019-08-17,62085
2019-08-18,62877
2019-08-19,62351
2019-08-20,62351
2019-08-21,62166
2019-08-22,62209
2019-08-23,62209
2019-08-24,60134
2019-08-24,60134
2019-08-25,60134
2019-08-25,60134
2019-08-26,60857
2019-08-27,61929
2019-08-27,61929
2019-08-28,61825
2019-08-29,61445
2019-08-30,59203
2019-08-31,59203
2019-09-01,59843
2019-09-02,59843
2019-09-03,59525
2019-09-04,59108
2019-09-05,59108
2019-09-06,59452
2019-09-07,59033
2019-09-08,58745
2019-09-09,58745
2019-09-10,58239
2019-09-11,57874
2019-09-12,57874
2019-09-13,59974
2019-09-14,57807
2019-09-15,57326
2019-09-16,56461
2019-09-17,56461
2019-09-18,56501
2019-09-19,56501
2019-09-20,55870
2019-09-21,53906
2019-09-22,54470
2019-09-23,54207
2019-09-24,54207
2019-09-25,52087
2019-09-26,49953
2019-09-27,49953
2019-09-28,51494
2019-09-29,51494
2019-09-30,53645
2019-10-01,55624
2019-10-02,55624
2019-10-03,56676
2019-10-04,56676
2019-10-05,57682
2019-10-06,57401
2019-10-07,57401
2019-10-08,54549
2019-10-09,54549
2019-10-10,54257
2019-10-11,54257
2019-10-12,53055
2019-10-13,51787
2019-10-14,49589
2019-10-15,49589
2019-10-16,48115
2019-10-17,48115
2019-10-18,46132
2019-10-19,44791
2019-10-20,45211
2019-10-21,45211
2019-10-22,45581
2019-10-23,47050
2019-10-24,47050
2019-10-25,47193
2019-10-26,45468
2019-10-27,45689
2019-10-28,46142
2019-10-29,46142
2019-10-30,45974
2019-10-31,45019
2019-11-01,45019
2019-11-02,44941
2019-11-03,46326
2019-11-04,46725
2019-11-05,46725
2019-11-06,47643
2019-11-07,49490
2019-11-08,51957
2019-11-09,52532
2019-11-10,51236
2019-11-11,52458
2019-11-12,52458
2019-11-13,52476
2019-11-14,52476
2019-11-15,53811
2019-11-16,53191
2019-11-17,53191
2019-11-18,51543
2019-11-19,51543
2019-11-20,49056
2019-11-21,49056
2019-11-22,47649
2019-11-23,45555
2019-11-24,44364
2019-11-25,45399
2019-11-26,44659
2019-11-27,44659
2019-11-28,42950
2019-11-29,42950
2019-11-30,42324
2019-12-01,42324
2019-12-02,42261
2019-12-03,41591
2019-12-04,40333
2019-12-05,40333
2019-12-06,41233
2019-12-07,41179
2019-12-08,41179
2019-12-09,41490
2019-12-10,42848
2019-12-11,42848
2019-12-12,42258
2019-12-13,42289
2019-12-14,41002
2019-12-15,40884
2019-12-16,42287
2019-12-17,41594
2019-12-18,41594
2019-12-19,40913
2019-12-20,41833
2019-12-21,42150
2019-12-22,42176
2019-12-23,42176
2019-12-24,43083
2019-12-25,43078
2019-12-26,43078
2019-12-27,42725
2019-12-28,42772
2019-12-29,42772
2019-12-30,41609
2019-12-31,41306
2020-01-01,41789
2020-01-02,40945
2020-01-03,39801
2020-01-04,41483
2020-01-05,42345
2020-01-06,43019
2020-01-07,43096
2020-01-08,43096
2020-01-09,42256
2020-01-10,40354
2020-01-11,39431
2020-01-12,38805
2020-01-13,38805
2020-01-14,39281
2020-01-15,39256
2020-01-16,38093
2020-01-17,36820
2020-01-18,36820
2020-01-19,37452
2020-01-20,36956
2020-01-21,36956
2020-01-22,37171
2020-01-23,37137
2020-01-24,35954
2020-01-25,37563
2020-01-26,38358
2020-01-27,38502
2020-01-28,38295
2020-01-29,38712
2020-01-30,37853
2020-01-31,37316
2020-02-01,36724
2020-02-02,37373
2020-02-03,36821
2020-02-04,36635
2020-02-05,37256
2020-02-06,37471
2020-02-07,37412
2020-02-08,35887
2020-02-09,34544
2020-02-10,34342
2020-02-11,34480
2020-02-12,32789
2020-02-13,31226
2020-02-14,31838
2020-02-15,31696
2020-02-16,30543
2020-02-17,30462
2020-02-18,30742
2020-02-19,29866
2020-02-20,30799
2020-02-21,30799
2020-02-22,30644
2020-02-23,29684
2020-02-24,30063
2020-02-25,30166
2020-02-26,31538
2020-02-27,30706
2020-02-28,29912
2020-02-29,29912
2020-03-01,30729
2020-03-02,30842
2020-03-03,30404
2020-03-04,30404
2020-03-05,29562
2020-03-06,28994
2020-03-07,28308
2020-03-08,28080
2020-03-09,27442
2020-03-10,27645
2020-03-11,27987
2020-03-12,27406
2020-03-13,28096
2020-03-14,27425
2020-03-15,27650
2020-03-16,27937
2020-03-17,27628
2020-03-18,28133
2020-03-19,28097
2020-03-20,28460
2020-03-21,28373
2020-03-22,28067
2020-03-23,27018
2020-03-24,26775
2020-03-25,26884
2020-03-26,27811
2020-03-27,28690
2020-03-28,29212
2020-03-29,29860
2020-03-30,29196
2020-03-31,30108
2020-04-01,31013
2020-04-02,32564
2020-04-03,32564
2020-04-04,33057
2020-04-05,32033
2020-04-06,31968
2020-04-07,31829
2020-04-08,31092
2020-04-09,30593
2020-04-10,30483
2020-04-11,31479
2020-04-12,33053
2020-04-13,34706
2020-04-14,36011
2020-04-15,35631
2020-04-16,36776
2020-04-17,36368
2020-04-18,35166
2020-04-19,34087
2020-04-20,34407
2020-04-21,35339
2020-04-22,34250
2020-04-23,32957
2020-04-24,32289
2020-04-25,31809
2020-04-26,33124
2020-04-27,32225
2020-04-28,33138
2020-04-29,31809
2020-04-30,31875
2020-05-01,31562
2020-05-02,31544
2020-05-03,31717
2020-05-04,31966
2020-05-05,32312
2020-05-06,33707
2020-05-07,33491
2020-05-08,33233
2020-05-09,32489
2020-05-10,31966
2020-05-11,32396
2020-05-12,31585
2020-05-13,31721
