date_obj,Saradomin%20robe%20top price
2015-07-08,45379
2015-07-09,45379
2015-07-10,46544
2015-07-11,46544
2015-07-12,47120
2015-07-13,46569
2015-07-14,46626
2015-07-15,47369
2015-07-16,48508
2015-07-17,49397
2015-07-18,50476
2015-07-19,51209
2015-07-20,51580
2015-07-21,52993
2015-07-22,54109
2015-07-23,54109
2015-07-24,55972
2015-07-25,57912
2015-07-26,59544
2015-07-27,59386
2015-07-28,58056
2015-07-29,56743
2015-07-30,55844
2015-07-31,56405
2015-08-01,56277
2015-08-02,54999
2015-08-03,54197
2015-08-04,53737
2015-08-05,51801
2015-08-06,52086
2015-08-07,51958
2015-08-08,51671
2015-08-09,51310
2015-08-10,50474
2015-08-11,50236
2015-08-12,50236
2015-08-13,50078
2015-08-14,50593
2015-08-15,52085
2015-08-16,53356
2015-08-17,54391
2015-08-18,55301
2015-08-19,56289
2015-08-20,58003
2015-08-21,58722
2015-08-22,57817
2015-08-23,57239
2015-08-24,58202
2015-08-25,58202
2015-08-26,57908
2015-08-27,58227
2015-08-28,58227
2015-08-29,58831
2015-08-30,58831
2015-08-31,59119
2015-09-01,59142
2015-09-02,59142
2015-09-03,59123
2015-09-04,59234
2015-09-05,59234
2015-09-06,58940
2015-09-07,59281
2015-09-08,59386
2015-09-09,59326
2015-09-10,59460
2015-09-11,59481
2015-09-12,60588
2015-09-13,60099
2015-09-14,60066
2015-09-15,59822
2015-09-16,59822
2015-09-17,59640
2015-09-18,59640
2015-09-19,58696
2015-09-20,58296
2015-09-21,57708
2015-09-22,57548
2015-09-23,57546
2015-09-24,57546
2015-09-25,57160
2015-09-27,57902
2015-09-28,58337
2015-09-29,58337
2015-09-30,57771
2015-10-05,57233
2015-10-06,57220
2015-10-07,56288
2015-10-08,56585
2015-10-09,56503
2015-10-10,56503
2015-10-11,56417
2015-10-12,56084
2015-10-13,56084
2015-10-14,56266
2015-10-15,56037
2015-10-16,56771
2015-10-17,56771
2015-10-18,56950
2015-10-19,56873
2015-10-20,58123
2015-10-22,59136
2015-10-23,58824
2015-10-24,59436
2015-10-25,59007
2015-10-26,58859
2015-10-27,58859
2015-10-29,59543
2015-10-30,59543
2015-10-31,61448
2015-11-01,61448
2015-11-02,63589
2015-11-03,65852
2015-11-04,65852
2015-11-05,67869
2015-11-06,67869
2015-11-07,69938
2015-11-08,69938
2015-11-09,71395
2015-11-10,71395
2015-11-11,74203
2015-11-12,76113
2015-11-13,76113
2015-11-14,77237
2015-11-15,77810
2015-11-16,78711
2015-11-17,79647
2015-11-18,80203
2015-11-19,80270
2015-11-20,81170
2015-11-21,81170
2015-11-22,82849
2015-11-23,82849
2015-11-24,85019
2015-11-25,89270
2015-11-26,89270
2015-11-27,92233
2015-11-28,93743
2015-11-29,92406
2015-11-30,91521
2015-12-01,91521
2015-12-02,90457
2015-12-03,88634
2015-12-04,88634
2015-12-05,84535
2015-12-06,81237
2015-12-07,78508
2015-12-08,76024
2015-12-09,74632
2015-12-10,73798
2015-12-11,76177
2015-12-12,76483
2015-12-13,75044
2015-12-14,75044
2015-12-15,77637
2015-12-16,79092
2015-12-17,79092
2015-12-18,80242
2015-12-19,78942
2015-12-20,77160
2015-12-21,75797
2015-12-22,72091
2015-12-23,70388
2015-12-24,69841
2015-12-25,68142
2015-12-26,66436
2015-12-27,65654
2015-12-28,64499
2015-12-29,64435
2015-12-30,63112
2015-12-31,62019
2016-01-01,61848
2016-01-02,62195
2016-01-03,61325
2016-01-04,61142
2016-01-05,61744
2016-01-06,62964
2016-01-07,64181
2016-01-08,64386
2016-01-09,64386
2016-01-10,64717
2016-01-11,63476
2016-01-12,64248
2016-01-13,63607
2016-01-14,62480
2016-01-15,61613
2016-01-16,61778
2016-01-17,61202
2016-01-18,60524
2016-01-19,60524
2016-01-20,60362
2016-01-21,60362
2016-01-22,59518
2016-01-23,58278
2016-01-24,58173
2016-01-25,57656
2016-01-26,56794
2016-01-27,56197
2016-01-28,56197
2016-01-29,55363
2016-01-30,55363
2016-01-31,54587
2016-02-01,55569
2016-02-02,57489
2016-02-03,58972
2016-02-04,60802
2016-02-05,60802
2016-02-06,62298
2016-02-07,63747
2016-02-08,64065
2016-02-09,62804
2016-02-10,60386
2016-02-11,60386
2016-02-12,57985
2016-02-13,57356
2016-02-14,57356
2016-02-15,59772
2016-02-16,62358
2016-02-17,64173
2016-02-18,64173
2016-02-19,64254
2016-02-20,63620
2016-02-21,61961
2016-02-22,61961
2016-02-23,60496
2016-02-24,59198
2016-02-25,58477
2016-02-26,58477
2016-02-27,56291
2016-02-28,53777
2016-02-29,51852
2016-03-01,50282
2016-03-02,49882
2016-03-03,49278
2016-03-04,50138
2016-03-05,52604
2016-03-06,53887
2016-03-07,53887
2016-03-08,52696
2016-03-09,52279
2016-03-10,52684
2016-03-11,52981
2016-03-12,52649
2016-03-13,51404
2016-03-14,51438
2016-03-15,51786
2016-03-16,51843
2016-03-17,51965
2016-03-18,51643
2016-03-19,50963
2016-03-20,50028
2016-03-21,50028
2016-03-22,51199
2016-03-23,53759
2016-03-24,56169
2016-03-25,58978
2016-03-26,60835
2016-03-27,62156
2016-03-28,62332
2016-03-29,62348
2016-03-30,62348
2016-03-31,61732
2016-04-01,60953
2016-04-02,59824
2016-04-03,58131
2016-04-04,56741
2016-04-05,55474
2016-04-06,54503
2016-04-07,53055
2016-04-08,52405
2016-04-09,52353
2016-04-10,51055
2016-04-11,51055
2016-04-12,49933
2016-04-13,49579
2016-04-14,50863
2016-04-15,50755
2016-04-16,50769
2016-04-17,50913
2016-04-18,52833
2016-04-19,54850
2016-04-20,55963
2016-04-21,57280
2016-04-22,57280
2016-04-23,57972
2016-04-24,57029
2016-04-25,56962
2016-04-26,57103
2016-04-27,58069
2016-04-28,60926
2016-04-29,63903
2016-04-30,67099
2016-05-01,68095
2016-05-02,66208
2016-05-03,62949
2016-05-04,60802
2016-05-05,58392
2016-05-06,58392
2016-05-07,56582
2016-05-08,56582
2016-05-09,54292
2016-05-10,54290
2016-05-11,54290
2016-05-12,56970
2016-05-13,59816
2016-05-14,62215
2016-05-15,61795
2016-05-16,63656
2016-05-17,62676
2016-05-18,64584
2016-05-19,64584
2016-05-22,70925
2016-05-23,74240
2016-05-24,77952
2016-05-25,77952
2016-05-26,81850
2016-05-27,84150
2016-05-28,84150
2016-05-29,82170
2016-05-30,82170
2016-05-31,79299
2016-06-01,75686
2016-06-02,72964
2016-06-03,71478
2016-06-04,70597
2016-06-05,70761
2016-06-06,69283
2016-06-07,69283
2016-06-08,68291
2016-06-09,67623
2016-06-10,66305
2016-06-11,63505
2016-06-12,62784
2016-06-13,62832
2016-06-14,63465
2016-06-15,63465
2016-06-16,65128
2016-06-17,66270
2016-06-18,67033
2016-06-19,67871
2016-06-20,69631
2016-06-21,70726
2016-06-22,70714
2016-06-23,72327
2016-06-24,73815
2016-06-25,76933
2016-06-26,76933
2016-06-27,78673
2016-06-28,80612
2016-06-29,81677
2016-06-30,83346
2016-07-01,85241
2016-07-02,86362
2016-07-03,85482
2016-07-04,85732
2016-07-05,85732
2016-07-06,83967
2016-07-07,81225
2016-07-08,78252
2016-07-09,74824
2016-07-10,71276
2016-07-11,67712
2016-07-12,64326
2016-07-13,61109
2016-07-14,58764
2016-07-15,55994
2016-07-16,53330
2016-07-17,51521
2016-07-18,49552
2016-07-23,50472
2016-07-24,48783
2016-07-25,49195
2016-07-26,49195
2016-07-27,50148
2016-07-28,50148
2016-07-29,51381
2016-07-30,53082
2016-07-31,53082
2016-08-01,55261
2016-08-02,56554
2016-08-03,57723
2016-08-04,58717
2016-08-05,58717
2016-08-06,60238
2016-08-07,60439
2016-08-08,60439
2016-08-09,59897
2016-08-10,59881
2016-08-11,59881
2016-08-12,59172
2016-08-13,59172
2016-08-14,58064
2016-08-15,55202
2016-08-16,53595
2016-08-17,53595
2016-08-18,52982
2016-08-19,52554
2016-08-20,52589
2016-08-21,52589
2016-08-22,52575
2016-08-23,51734
2016-08-24,51734
2016-08-25,50235
2016-08-26,50235
2016-08-28,49043
2016-08-31,47266
2016-09-01,49440
2016-09-02,49440
2016-09-03,51912
2016-09-04,54096
2016-09-05,56062
2016-09-06,57548
2016-09-07,57548
2016-09-08,58653
2016-09-09,58653
2016-09-10,57202
2016-09-11,57202
2016-09-12,54341
2016-09-13,51779
2016-09-14,51779
2016-09-15,51177
2016-09-16,51177
2016-09-17,51586
2016-09-18,52471
2016-09-19,52717
2016-09-20,52717
2016-09-21,51613
2016-09-22,52080
2016-09-23,53820
2016-09-24,53820
2016-09-25,54654
2016-09-26,54654
2016-09-27,56610
2016-09-28,57731
2016-09-29,57731
2016-09-30,56123
2016-10-01,53931
2016-10-02,53931
2016-10-03,53255
2016-10-04,52174
2016-10-05,50850
2016-10-06,48860
2016-10-07,48860
2016-10-08,46465
2016-10-09,46465
2016-10-11,42191
2016-10-12,40776
2016-10-13,39353
2016-10-14,39297
2016-10-15,40082
2016-10-16,41335
2016-10-17,42114
2016-10-18,42114
2016-10-19,42788
2016-10-20,42701
2016-10-21,42729
2016-10-22,42729
2016-10-23,41795
2016-10-24,39795
2016-10-25,39795
2016-10-26,40505
2016-10-27,40505
2016-10-28,42465
2016-10-29,42488
2016-10-30,42054
2016-10-31,41264
2016-11-01,41264
2016-11-02,41887
2016-11-03,41887
2016-11-04,41911
2016-11-05,41911
2016-11-06,41240
2016-11-07,41240
2016-11-08,39812
2016-11-09,39627
2016-11-10,39627
2016-11-11,40595
2016-11-12,41133
2016-11-13,41133
2016-11-14,41427
2016-12-08,40184
2016-12-09,40141
2016-12-10,40141
2016-12-11,39913
2016-12-12,40151
2016-12-13,40315
2016-12-14,40180
2016-12-15,40180
2016-12-16,40204
2016-12-17,40146
2016-12-18,40146
2016-12-19,40209
2016-12-20,40345
2016-12-21,40092
2016-12-22,40885
2016-12-23,42491
2016-12-24,42491
2016-12-25,43068
2016-12-26,44147
2016-12-27,44199
2016-12-28,44313
2016-12-29,43917
2016-12-30,43612
2016-12-31,43507
2017-01-01,44105
2017-01-02,44292
2017-01-03,43507
2017-01-04,45311
2017-01-05,46833
2017-01-06,47382
2017-01-07,47647
2017-01-08,47931
2017-01-09,47573
2017-01-10,47063
2017-01-11,46596
2017-01-12,46734
2017-01-13,46734
2017-01-14,47424
2017-01-15,47776
2017-01-16,47871
2017-01-17,47608
2017-01-18,48163
2017-01-19,48060
2017-01-20,47925
2017-01-21,47659
2017-01-22,48131
2017-01-27,47388
2017-01-28,47337
2017-01-29,47806
2017-01-30,47806
2017-01-31,47457
2017-02-01,47243
2017-02-02,46261
2017-02-03,45213
2017-02-04,44621
2017-02-05,45232
2017-02-06,45417
2017-02-07,44364
2017-02-08,44214
2017-02-09,44214
2017-02-10,44463
2017-02-11,44640
2017-02-12,44640
2017-02-13,44112
2017-02-14,44063
2017-02-15,45171
2017-02-16,45645
2017-02-18,44614
2017-02-19,43769
2017-02-20,44362
2017-02-21,43599
2017-02-22,43599
2017-02-23,43665
2017-02-24,43665
2017-02-25,43618
2017-02-26,43918
2017-02-27,43565
2017-02-28,42947
2017-03-01,43787
2017-03-02,45252
2017-03-03,45442
2017-03-04,45570
2017-03-05,45990
2017-03-06,46902
2017-03-07,48491
2017-03-08,49943
2017-03-09,51545
2017-03-10,51484
2017-03-11,51509
2017-03-12,51587
2017-03-13,52296
2017-03-14,52908
2017-03-15,53076
2017-03-16,53398
2017-03-17,53832
2017-03-18,53255
2017-03-19,53842
2017-03-20,54593
2017-03-21,55917
2017-03-22,57631
2017-03-23,60083
2017-03-24,62534
2017-03-25,62534
2017-03-26,64034
2017-03-27,65937
2017-03-28,67212
2017-03-29,68600
2017-03-30,70320
2017-03-31,71996
2017-04-01,73635
2017-04-02,74841
2017-04-03,76974
2017-04-04,77345
2017-04-12,76338
2017-04-13,75972
2017-04-14,75531
2017-04-15,75051
2017-04-16,75419
2017-04-17,74726
2017-04-18,74670
2017-04-19,74907
2017-04-20,74495
2017-04-21,74856
2017-04-22,74373
2017-04-23,73933
2017-04-24,74531
2017-04-25,74576
2017-04-26,74576
2017-04-27,74965
2017-04-28,75339
2017-04-29,75820
2017-04-30,77115
2017-05-01,76384
2017-05-02,77680
2017-05-03,77590
2017-05-04,79218
2017-05-05,82388
2017-05-06,85507
2017-05-07,88141
2017-05-08,89710
2017-05-09,92616
2017-05-10,94064
2017-05-11,94759
2017-05-12,93979
2017-05-13,95930
2017-05-14,94704
2017-05-15,94338
2017-05-16,94716
2017-05-17,95271
2017-05-18,95978
2017-05-19,95978
2017-05-20,96016
2017-05-21,96016
2017-05-22,97365
2017-05-23,97101
2017-05-24,95359
2017-05-25,93512
2017-05-26,92402
2017-05-27,91831
2017-05-28,92309
2017-05-29,93822
2017-05-30,96921
2017-05-31,95842
2017-06-01,96964
2017-06-02,94957
2017-06-03,94957
2017-06-06,90582
2017-06-07,90420
2017-06-08,90420
2017-06-09,89520
2017-06-10,88507
2017-06-11,87443
2017-06-12,87443
2017-06-13,84823
2017-06-14,83335
2017-06-15,81445
2017-06-16,81275
2017-06-17,81748
2017-06-18,80556
2017-06-19,80556
2017-06-20,79524
2017-06-21,78589
2017-06-22,78879
2017-06-23,80975
2017-06-24,81508
2017-06-25,81925
2017-06-26,85736
2017-06-27,88843
2017-06-28,91356
2017-06-29,93573
2017-06-30,94935
2017-07-01,94935
2017-07-02,95382
2017-07-03,97217
2017-07-04,96952
2017-07-05,96952
2017-07-06,95818
2017-07-07,95818
2017-07-08,96375
2017-07-13,92320
2017-07-14,89604
2017-07-15,89604
2017-07-16,87151
2017-07-17,83151
2017-07-18,80387
2017-07-19,79473
2017-07-20,76941
2017-07-21,74933
2017-07-22,74161
2017-07-23,75809
2017-07-24,76839
2017-07-25,76029
2017-07-26,77167
2017-07-27,77444
2017-07-28,78367
2017-07-29,78831
2017-07-30,79652
2017-07-31,79652
2017-08-01,82511
2017-08-02,84044
2017-08-03,86205
2017-08-04,86205
2017-08-05,87161
2017-08-06,86642
2017-08-09,92573
2017-08-10,94740
2017-08-11,96405
2017-08-12,97107
2017-08-13,97107
2017-08-14,97226
2017-08-15,94301
2017-08-17,93464
2017-08-18,93464
2017-08-19,91255
2017-08-20,92225
2017-08-21,92238
2017-08-22,90532
2017-08-23,90244
2017-08-24,88562
2017-08-25,86753
2017-08-26,84192
2017-08-27,83000
2017-08-28,82781
2017-08-29,82781
2017-08-30,81019
2017-08-31,81147
2017-09-01,81147
2017-09-02,81377
2017-09-03,81377
2017-09-04,82561
2017-09-05,81959
2017-09-06,80615
2017-09-07,77913
2017-09-08,77913
2017-09-09,74869
2017-09-10,72177
2017-09-11,70580
2017-09-12,70580
2017-09-13,71392
2017-09-14,71277
2017-09-15,71277
2017-09-16,70906
2017-09-17,71626
2017-09-19,69598
2017-09-20,69323
2017-09-21,68916
2017-09-22,69025
2017-09-23,69025
2017-09-24,67511
2017-09-25,66680
2017-09-26,66285
2017-09-27,66285
2017-09-28,65997
2017-09-29,65995
2017-09-30,65637
2017-10-01,65862
2017-10-02,66302
2017-10-03,66237
2017-10-04,66237
2017-10-05,65838
2017-10-06,65429
2017-10-07,64232
2017-10-08,62383
2017-10-09,60577
2017-10-10,60047
2017-10-11,60047
2017-10-12,60325
2017-10-13,61751
2017-10-14,64333
2017-10-15,64333
2017-10-16,66167
2017-10-17,66167
2017-10-18,67543
2017-10-19,68878
2017-10-20,69428
2017-10-21,69791
2017-10-22,71122
2017-10-23,71734
2017-10-24,72372
2017-10-25,74395
2017-10-26,76236
2017-10-27,77855
2017-10-28,77855
2017-10-29,80162
2017-10-30,82238
2017-10-31,83078
2017-11-01,83078
2017-11-02,84323
2017-11-03,86335
2017-11-04,85184
2017-11-05,83056
2017-11-06,82085
2017-11-07,80588
2017-11-08,79439
2017-11-09,79633
2017-11-10,78982
2017-11-11,75576
2017-11-12,76410
2017-11-13,76818
2017-11-14,76818
2017-11-15,76504
2017-11-16,75306
2017-11-17,74363
2017-11-18,76528
2017-11-19,79870
2017-11-20,82135
2017-11-21,83635
2017-11-22,82429
2017-11-23,82474
2017-11-24,84670
2017-11-25,84539
2017-11-26,85060
2017-11-27,85060
2017-11-28,87068
2017-11-29,87657
2017-11-30,86913
2017-12-01,87470
2017-12-02,87470
2017-12-03,89147
2017-12-04,89177
2017-12-05,90919
2017-12-06,92863
2017-12-07,93144
2017-12-08,93144
2017-12-09,93874
2017-12-10,92003
2017-12-11,90201
2017-12-12,91297
2017-12-13,91926
2017-12-14,91900
2017-12-15,91189
2017-12-16,91711
2017-12-17,91027
2017-12-18,91026
2017-12-19,91993
2017-12-20,91250
2017-12-21,90381
2017-12-22,91665
2017-12-23,96213
2017-12-24,100898
2017-12-25,104625
2017-12-26,107804
2017-12-27,111847
2017-12-28,111847
2017-12-29,116563
2017-12-30,122225
2017-12-31,127542
2018-01-01,132653
2018-01-02,134318
2018-01-03,129106
2018-01-04,127904
2018-01-05,124488
2018-01-06,119992
2018-01-07,116818
2018-01-08,115553
2018-01-09,118018
2018-01-10,118018
2018-01-11,113524
2018-01-12,109309
2018-01-13,107870
2018-01-14,105627
2018-01-15,104754
2018-01-16,104862
2018-01-17,105315
2018-01-18,106152
2018-01-19,106152
2018-01-20,105401
2018-01-21,107540
2018-01-22,107754
2018-01-23,108315
2018-01-24,105808
2018-01-25,104793
2018-01-26,104005
2018-01-27,100998
2018-01-28,100091
2018-01-29,99409
2018-01-30,99313
2018-02-01,102642
2018-02-02,102642
2018-02-03,106277
2018-02-04,110292
2018-02-05,113945
2018-02-06,116395
2018-02-07,116303
2018-02-08,116303
2018-02-09,119147
2018-02-10,119147
2018-02-11,119562
2018-02-12,120717
2018-02-13,122265
2018-02-14,123738
2018-02-15,127118
2018-02-16,127756
2018-02-17,125349
2018-02-18,121904
2018-02-19,119741
2018-02-20,119147
2018-02-21,119489
2018-02-22,120518
2018-02-23,121701
2018-02-24,120894
2018-02-25,121448
2018-02-26,120563
2018-02-27,119456
2018-02-28,119456
2018-03-01,117621
2018-03-02,116035
2018-03-03,115057
2018-03-04,115057
2018-03-05,113161
2018-03-06,108663
2018-03-07,105374
2018-03-08,105378
2018-03-09,105470
2018-03-10,105289
2018-03-11,104437
2018-03-12,104509
2018-03-13,102880
2018-03-14,102762
2018-03-15,106322
2018-03-16,103598
2018-03-17,103202
2018-03-18,103588
2018-03-19,103588
2018-03-20,103037
2018-03-21,102154
2018-03-23,100867
2018-03-24,101362
2018-03-26,100737
2018-03-27,100494
2018-03-28,100494
2018-03-29,100788
2018-03-30,103406
2018-03-31,106818
2018-04-01,106725
2018-04-02,108322
2018-04-03,109947
2018-04-04,112944
2018-04-05,112944
2018-04-06,115989
2018-04-08,118663
2018-04-09,121153
2018-04-10,122554
2018-04-11,123025
2018-04-12,125205
2018-04-13,125205
2018-04-14,128084
2018-04-15,129085
2018-04-16,129085
2018-04-17,130664
2018-04-18,130664
2018-04-19,131390
2018-04-20,134251
2018-04-21,139001
2018-04-22,139001
2018-04-23,142001
2018-04-24,145104
2018-04-25,144827
2018-04-26,144827
2018-04-27,145706
2018-04-28,142965
2018-04-29,142234
2018-04-30,143218
2018-05-01,147250
2018-05-02,147250
2018-05-03,152496
2018-05-04,152496
2018-05-05,150816
2018-05-06,150816
2018-05-07,143548
2018-05-08,143548
2018-05-09,136570
2018-05-10,129741
2018-05-11,123639
2018-05-12,121622
2018-05-13,121622
2018-05-14,119547
2018-05-15,117723
2018-05-16,115831
2018-05-17,113490
2018-05-18,112641
2018-05-19,116950
2018-05-20,113036
2018-05-21,111900
2018-05-22,111900
2018-05-23,111017
2018-05-24,109566
2018-05-25,107536
2018-05-26,109081
2018-05-27,110425
2018-05-28,111954
2018-05-29,109613
2018-05-30,108198
2018-05-31,107148
2018-06-01,107372
2018-06-02,109384
2018-06-03,110125
2018-06-04,110125
2018-06-05,109495
2018-06-06,107619
2018-06-07,107619
2018-06-08,106451
2018-06-09,106451
2018-06-10,104704
2018-06-11,104231
2018-06-12,102305
2018-06-13,100143
2018-06-14,100816
2018-06-15,101291
2018-06-16,104417
2018-06-17,109259
2018-06-18,110514
2018-06-19,113882
2018-06-20,113882
2018-06-21,113574
2018-06-22,112826
2018-06-23,112826
2018-06-24,114169
2018-06-25,115574
2018-06-26,115406
2018-06-27,118940
2018-06-28,122840
2018-06-29,128805
2018-06-30,135246
2018-07-01,142008
2018-07-02,146985
2018-07-03,149766
2018-07-04,150597
2018-07-05,152887
2018-07-06,155458
2018-07-07,159443
2018-07-08,164674
2018-07-09,168501
2018-07-10,173496
2018-07-11,173446
2018-07-12,176389
2018-07-13,180348
2018-07-14,182365
2018-07-15,181348
2018-07-16,179049
2018-07-17,180468
2018-07-18,182116
2018-07-19,180933
2018-07-20,180173
2018-07-21,180564
2018-07-22,178700
2018-07-23,175955
2018-07-24,176043
2018-07-25,173323
2018-07-26,172352
2018-07-27,171619
2018-07-28,171256
2018-07-29,174445
2018-07-30,173260
2018-07-31,167384
2018-08-01,167384
2018-08-02,161398
2018-08-03,159596
2018-08-04,160507
2018-08-05,157347
2018-08-06,155911
2018-08-07,155587
2018-08-08,155704
2018-08-09,156818
2018-08-10,154707
2018-08-11,154135
2018-08-12,152781
2018-08-14,153232
2018-08-16,154978
2018-08-17,157921
2018-08-18,157921
2018-08-19,155373
2018-08-20,154627
2018-08-21,153352
2018-08-22,155486
2018-08-23,159288
2018-08-24,162039
2018-08-25,163524
2018-08-26,169120
2018-08-27,172495
2018-08-28,172748
2018-08-29,175348
2018-08-30,174494
2018-08-31,173011
2018-09-01,166872
2018-09-02,162219
2018-09-03,155406
2018-09-04,151304
2018-09-05,151297
2018-09-06,151297
2018-09-07,149098
2018-09-08,147932
2018-09-09,150638
2018-09-10,151010
2018-09-11,151010
2018-09-12,150777
2018-09-13,155669
2018-09-14,158543
2018-09-15,165359
2018-09-16,165359
2018-09-17,166469
2018-09-18,166323
2018-09-19,167553
2018-09-20,165752
2018-09-21,165884
2018-09-22,168780
2018-09-23,171279
2018-09-24,176501
2018-09-25,179366
2018-09-26,188286
2018-09-27,196492
2018-09-28,201593
2018-09-29,202273
2018-09-30,201925
2018-10-02,208249
2018-10-03,212745
2018-10-04,212745
2018-10-05,221779
2018-10-06,225138
2018-10-07,225138
2018-10-08,231561
2018-10-09,232390
2018-10-10,231512
2018-10-11,230353
2018-10-12,230353
2018-10-13,230070
2018-10-14,230822
2018-10-15,231253
2018-10-16,230852
2018-10-17,233125
2018-10-18,233001
2018-10-19,229962
2018-10-20,229962
2018-10-21,221572
2018-10-22,217310
2018-10-23,217310
2018-10-24,212863
2018-10-25,215491
2018-10-26,214611
2018-10-27,211978
2018-10-28,209549
2018-10-29,207239
2018-10-30,198196
2018-10-31,190270
2018-11-01,183203
2018-11-03,178862
2018-11-04,178907
2018-11-05,175387
2018-11-06,172672
2018-11-07,172963
2018-11-08,172042
2018-11-09,172005
2018-11-10,177565
2018-11-11,182935
2018-11-12,185239
2018-11-13,192714
2018-11-14,198848
2018-11-15,205959
2018-11-16,214673
2018-11-17,215607
2018-11-18,219833
2018-11-19,217995
2018-11-20,214352
2018-11-21,208575
2018-11-22,205381
2018-11-23,202704
2018-11-24,195866
2018-11-25,189399
2018-11-26,184325
2018-11-27,179131
2018-11-28,174511
2018-11-29,168269
2018-12-01,160431
2018-12-02,160737
2018-12-03,162366
2018-12-04,159946
2018-12-05,155323
2018-12-07,152908
2018-12-09,155100
2018-12-10,156077
2018-12-11,155619
2018-12-12,156665
2018-12-13,154810
2018-12-14,149225
2018-12-15,144899
2018-12-16,143202
2018-12-17,144257
2018-12-18,144656
2018-12-19,146571
2018-12-20,145866
2018-12-21,149350
2018-12-22,153563
2018-12-23,153193
2018-12-24,150449
2018-12-25,149821
2018-12-26,149825
2018-12-27,151176
2018-12-28,154216
2018-12-29,157715
2018-12-30,158285
2018-12-31,158820
2019-01-01,157019
2019-01-02,157958
2019-01-03,163834
2019-01-04,167200
2019-01-05,167121
2019-01-06,162414
2019-01-08,156180
2019-01-10,158017
2019-01-11,159149
2019-01-12,159735
2019-01-13,160061
2019-01-14,162145
2019-01-15,163295
2019-01-16,165500
2019-01-17,167775
2019-01-18,170162
2019-01-19,174161
2019-01-20,176066
2019-01-21,176082
2019-01-22,176645
2019-01-23,176528
2019-01-24,179118
2019-01-25,182739
2019-01-26,185053
2019-01-27,187834
2019-01-28,189905
2019-01-29,191651
2019-01-30,191847
2019-01-31,194494
2019-02-01,190873
2019-02-02,189851
2019-02-03,188206
2019-02-04,186884
2019-02-05,188580
2019-02-06,189362
2019-02-07,185456
2019-02-08,183685
2019-02-09,183978
2019-02-10,182408
2019-02-11,175262
2019-02-12,170437
2019-02-13,167550
2019-02-14,168974
2019-02-15,168123
2019-02-16,164543
2019-02-17,160445
2019-02-18,155281
2019-02-19,153567
2019-02-20,150901
2019-02-21,150080
2019-02-22,147025
2019-02-23,144303
2019-02-24,143550
2019-02-25,144592
2019-02-26,143385
2019-02-27,143348
2019-02-28,144889
2019-03-01,150312
2019-03-02,157824
2019-03-03,164131
2019-03-04,169063
2019-03-05,171997
2019-03-06,174870
2019-03-07,174832
2019-03-08,174832
2019-03-09,169823
2019-03-10,164519
2019-03-11,161694
2019-03-12,159165
2019-03-13,156631
2019-03-14,156488
2019-03-15,155450
2019-03-16,152566
2019-03-17,150266
2019-03-18,148286
2019-03-19,150172
2019-03-20,153637
2019-03-21,155670
2019-03-22,153516
2019-03-23,155147
2019-03-24,160643
2019-03-25,164951
2019-03-26,168263
2019-03-27,168263
2019-03-28,165140
2019-03-29,162574
2019-03-30,162119
2019-03-31,163180
2019-04-01,166749
2019-04-02,168970
2019-04-03,166515
2019-04-04,163228
