date_obj,Papaya%20tree%20seed price
2019-04-01,3399
2019-04-02,3424
2019-04-03,3486
2019-04-04,3569
2019-04-05,3585
2019-04-06,3585
2019-04-07,3579
2019-04-08,3626
2019-04-09,3677
2019-04-10,3776
2019-04-11,3910
2019-04-12,4005
2019-04-13,4051
2019-04-14,4088
2019-04-15,4126
2019-04-16,4175
2019-04-17,4212
2019-04-18,4257
2019-04-19,4271
2019-04-20,4268
2019-04-21,4162
2019-04-22,4115
2019-04-23,3966
2019-04-24,3878
2019-04-25,3775
2019-04-26,3636
2019-04-27,3562
2019-04-28,3417
2019-04-29,3371
2019-04-30,3344
2019-05-01,3289
2019-05-02,3274
2019-05-03,3308
2019-05-04,3308
2019-05-05,3319
2019-05-06,3351
2019-05-07,3358
2019-05-08,3293
2019-05-09,3189
2019-05-10,3070
2019-05-11,2926
2019-05-12,2798
2019-05-13,2715
2019-05-14,2684
2019-05-15,2716
2019-05-16,2675
2019-05-17,2619
2019-05-18,2503
2019-05-19,2418
2019-05-20,2358
2019-05-21,2357
2019-05-22,2406
2019-05-23,2495
2019-05-24,2498
2019-05-25,2478
2019-05-26,2397
2019-05-27,2378
2019-05-28,2364
2019-05-29,2425
2019-05-30,2485
2019-05-31,2515
2019-06-01,2515
2019-06-02,2541
2019-06-03,2549
2019-06-04,2598
2019-06-05,2687
2019-06-06,2726
2019-06-07,2754
2019-06-08,2684
2019-06-09,2642
2019-06-10,2655
2019-06-11,2631
2019-06-12,2621
2019-06-13,2520
2019-06-14,2394
2019-06-15,2289
2019-06-16,2272
2019-06-17,2297
2019-06-18,2351
2019-06-19,2414
2019-06-20,2475
2019-06-21,2497
2019-06-22,2491
2019-06-23,2425
2019-06-24,2364
2019-06-25,2383
2019-06-26,2408
2019-06-27,2394
2019-06-28,2373
2019-06-29,2370
2019-06-30,2312
2019-07-01,2280
2019-07-02,2273
2019-07-03,2282
2019-07-04,2284
2019-07-05,2310
2019-07-06,2341
2019-07-07,2363
2019-07-08,2375
2019-07-09,2399
2019-07-10,2401
2019-07-11,2377
2019-07-12,2295
2019-07-13,2223
2019-07-14,2142
2019-07-15,2115
2019-07-16,2133
2019-07-17,2166
2019-07-18,2179
2019-07-19,2161
2019-07-20,2148
2019-07-21,2085
2019-07-22,2105
2019-07-23,2132
2019-07-24,2136
2019-07-25,2149
2019-07-26,2109
2019-07-27,2083
2019-07-28,2062
2019-07-29,2055
2019-07-30,2074
2019-07-31,2044
2019-08-01,2070
2019-08-02,2049
2019-08-03,2058
2019-08-04,2056
2019-08-05,2060
2019-08-06,2042
2019-08-07,2025
2019-08-08,2021
2019-08-09,2050
2019-08-10,2064
2019-08-11,2003
2019-08-12,2038
2019-08-13,2064
2019-08-14,2070
2019-08-15,2018
2019-08-16,2004
2019-08-17,1926
2019-08-18,1880
2019-08-19,1861
2019-08-20,1826
2019-08-21,1841
2019-08-22,1890
2019-08-23,1878
2019-08-24,1900
2019-08-24,1900
2019-08-25,1869
2019-08-25,1869
2019-08-26,1880
2019-08-26,1880
2019-08-27,1903
2019-08-27,1903
2019-08-28,1921
2019-08-29,1935
2019-08-30,1921
2019-08-31,1899
2019-09-01,1899
2019-09-02,1912
2019-09-03,1913
2019-09-04,1924
2019-09-05,1968
2019-09-06,1989
2019-09-07,1986
2019-09-08,2025
2019-09-09,2077
2019-09-10,2170
2019-09-11,2263
2019-09-12,2375
2019-09-13,2437
2019-09-14,2519
2019-09-15,2632
2019-09-16,2764
2019-09-17,2903
2019-09-18,3049
2019-09-19,3202
2019-09-20,3363
2019-09-21,3532
2019-09-22,3709
2019-09-23,3895
2019-09-24,4090
2019-09-25,4295
2019-09-26,4510
2019-09-27,4736
2019-09-28,4972
2019-09-29,5209
2019-09-30,5460
2019-10-01,5716
2019-10-02,5886
2019-10-03,6133
2019-10-04,6306
2019-10-05,6522
2019-10-06,6581
2019-10-07,6486
2019-10-08,6560
2019-10-09,6597
2019-10-10,6659
2019-10-11,6695
2019-10-12,6689
2019-10-13,6462
2019-10-14,6436
2019-10-15,6357
2019-10-16,6234
2019-10-17,6169
2019-10-18,6130
2019-10-19,6052
2019-10-20,5856
2019-10-21,5781
2019-10-22,5874
2019-10-23,5912
2019-10-24,5940
2019-10-25,5905
2019-10-26,5796
2019-10-27,5634
2019-10-28,5613
2019-10-29,5660
2019-10-30,5741
2019-10-31,5830
2019-11-01,5884
2019-11-02,5865
2019-11-03,5825
2019-11-04,5920
2019-11-05,5937
2019-11-06,5988
2019-11-07,6051
2019-11-08,6159
2019-11-09,6218
2019-11-10,6192
2019-11-11,6115
2019-11-12,6004
2019-11-13,5874
2019-11-14,5850
2019-11-15,5734
2019-11-16,5516
2019-11-17,5298
2019-11-18,5076
2019-11-19,4860
2019-11-20,4627
2019-11-21,4460
2019-11-22,4239
2019-11-23,4034
2019-11-24,3837
2019-11-25,3691
2019-11-26,3830
2019-11-27,3986
2019-11-28,4130
2019-11-29,4235
2019-11-30,4245
2019-12-01,4282
2019-12-02,4305
2019-12-03,4457
2019-12-04,4606
2019-12-05,4757
2019-12-06,4803
2019-12-07,4757
2019-12-08,4743
2019-12-09,4925
2019-12-10,5064
2019-12-11,5110
2019-12-12,5192
2019-12-13,5210
2019-12-14,5199
2019-12-15,5053
2019-12-16,4842
2019-12-17,4668
2019-12-18,4531
2019-12-19,4396
2019-12-20,4191
2019-12-21,3982
2019-12-22,3782
2019-12-23,3595
2019-12-24,3420
2019-12-25,3250
2019-12-26,3091
2019-12-27,2938
2019-12-28,2791
2019-12-29,2653
2019-12-30,2545
2019-12-31,2526
2020-01-01,2480
2020-01-02,2535
2020-01-03,2638
2020-01-04,2750
2020-01-05,2813
2020-01-06,2913
2020-01-07,3054
2020-01-08,3207
2020-01-09,3362
2020-01-10,3521
2020-01-11,3688
2020-01-12,3786
2020-01-13,3913
2020-01-14,3960
2020-01-15,3999
2020-01-16,3984
2020-01-17,3958
2020-01-18,3820
2020-01-19,3676
2020-01-20,3508
2020-01-21,3382
2020-01-22,3443
2020-01-23,3494
2020-01-24,3537
2020-01-25,3573
2020-01-26,3537
2020-01-27,3383
2020-01-28,3353
2020-01-29,3388
2020-01-30,3440
2020-01-31,3462
2020-02-01,3413
2020-02-02,3304
2020-02-03,3169
2020-02-04,3124
2020-02-05,3131
2020-02-06,3094
2020-02-07,3064
2020-02-08,2999
2020-02-09,2925
2020-02-10,2923
2020-02-11,3016
2020-02-12,3121
2020-02-13,3195
2020-02-14,3257
2020-02-15,3181
2020-02-16,3103
2020-02-17,3094
2020-02-18,3158
2020-02-19,3231
2020-02-20,3308
2020-02-21,3299
2020-02-22,3228
2020-02-23,3087
2020-02-24,3045
2020-02-25,3020
2020-02-26,3065
2020-02-27,3156
2020-02-28,3196
2020-02-29,3150
2020-03-01,3099
2020-03-02,2988
2020-03-03,2875
2020-03-04,2919
2020-03-05,2930
2020-03-06,2878
2020-03-07,2752
2020-03-08,2638
2020-03-09,2529
2020-03-10,2512
2020-03-11,2591
2020-03-12,2679
2020-03-13,2746
2020-03-14,2752
2020-03-15,2778
2020-03-16,2733
2020-03-17,2699
2020-03-18,2624
2020-03-19,2599
2020-03-20,2616
2020-03-21,2633
2020-03-22,2605
2020-03-23,2533
2020-03-24,2569
2020-03-25,2615
2020-03-26,2648
2020-03-27,2671
2020-03-28,2689
2020-03-29,2687
2020-03-30,2622
2020-03-31,2608
2020-04-01,2666
2020-04-02,2619
2020-04-03,2619
2020-04-04,2608
2020-04-05,2542
2020-04-06,2510
2020-04-07,2588
2020-04-08,2660
2020-04-09,2709
2020-04-10,2650
2020-04-11,2599
2020-04-12,2478
2020-04-13,2394
2020-04-14,2339
2020-04-15,2366
2020-04-16,2264
2020-04-17,2339
2020-04-18,2396
2020-04-19,2449
2020-04-20,2463
2020-04-21,2543
2020-04-22,2631
2020-04-23,2719
2020-04-24,2798
2020-04-25,2887
2020-04-26,2991
2020-04-27,2984
2020-04-28,2964
2020-04-29,2995
2020-04-30,3094
2020-05-01,3120
2020-05-02,3173
2020-05-03,3105
2020-05-04,3023
2020-05-05,3014
2020-05-06,3160
2020-05-07,3310
2020-05-08,3474
2020-05-09,3627
2020-05-10,3758
2020-05-11,3861
2020-05-12,4022
2020-05-13,4196
