date_obj,Cooked%20rabbit price
2019-07-22,170
2019-07-23,178
2019-07-24,178
2019-07-25,187
2019-07-26,187
2019-07-27,196
2019-07-28,198
2019-07-29,202
2019-07-30,191
2019-07-31,193
2019-08-01,193
2019-08-02,202
2019-08-03,206
2019-08-04,206
2019-08-05,214
2019-08-06,214
2019-08-07,221
2019-08-08,221
2019-08-09,220
2019-08-10,222
2019-08-11,222
2019-08-12,227
2019-08-13,227
2019-08-14,227
2019-08-15,238
2019-08-16,248
2019-08-17,248
2019-08-18,257
2019-08-19,255
2019-08-20,255
2019-08-21,255
2019-08-22,251
2019-08-23,251
2019-08-24,254
2019-08-24,254
2019-08-25,254
2019-08-25,254
2019-08-26,265
2019-08-26,265
2019-08-27,265
2019-08-27,265
2019-08-28,273
2019-08-29,273
2019-08-30,272
2019-08-31,272
2019-09-01,259
2019-09-02,259
2019-09-03,247
2019-09-04,242
2019-09-05,242
2019-09-06,233
2019-09-07,243
2019-09-08,245
2019-09-09,245
2019-09-10,242
2019-09-11,241
2019-09-12,241
2019-09-13,239
2019-09-14,239
2019-09-15,230
2019-09-16,233
2019-09-17,233
2019-09-18,242
2019-09-19,242
2019-09-20,251
2019-09-21,259
2019-09-22,259
2019-09-23,251
2019-09-24,251
2019-09-25,261
2019-09-26,269
2019-09-27,269
2019-09-28,278
2019-09-29,278
2019-09-30,285
2019-10-01,291
2019-10-02,291
2019-10-03,297
2019-10-04,297
2019-10-05,306
2019-10-06,299
2019-10-07,299
2019-10-08,300
2019-10-09,300
2019-10-10,307
2019-10-11,307
2019-10-12,309
2019-10-13,294
2019-10-14,279
2019-10-15,279
2019-10-16,265
2019-10-17,265
2019-10-18,251
2019-10-19,239
2019-10-20,239
2019-10-21,241
2019-10-22,241
2019-10-23,235
2019-10-24,235
2019-10-25,244
2019-10-26,249
2019-10-27,249
2019-10-28,260
2019-10-29,260
2019-10-30,260
2019-10-31,268
2019-11-01,268
2019-11-02,281
2019-11-03,281
2019-11-04,294
2019-11-05,294
2019-11-06,307
2019-11-07,307
2019-11-08,313
2019-11-09,313
2019-11-10,321
2019-11-11,321
2019-11-12,311
2019-11-13,311
2019-11-14,313
2019-11-15,313
2019-11-16,320
2019-11-17,320
2019-11-18,326
2019-11-19,326
2019-11-20,335
2019-11-21,335
2019-11-22,346
2019-11-23,346
2019-11-24,339
2019-11-25,339
2019-11-26,332
2019-11-27,332
2019-11-28,333
2019-11-29,333
2019-11-30,322
2019-12-01,322
2019-12-02,307
2019-12-03,307
2019-12-04,311
2019-12-05,311
2019-12-06,300
2019-12-07,300
2019-12-08,300
2019-12-09,300
2019-12-10,302
2019-12-11,302
2019-12-12,291
2019-12-13,291
2019-12-14,278
2019-12-15,267
2019-12-16,267
2019-12-17,258
2019-12-18,258
2019-12-19,263
2019-12-20,263
2019-12-21,262
2019-12-22,262
2019-12-23,262
2019-12-24,262
2019-12-25,273
2019-12-26,273
2019-12-27,281
2019-12-28,281
2019-12-29,279
2019-12-30,279
2019-12-31,270
2020-01-01,270
2020-01-02,267
2020-01-03,267
2020-01-04,266
2020-01-05,252
2020-01-06,252
2020-01-07,242
2020-01-08,242
2020-01-09,250
2020-01-10,263
2020-01-11,276
2020-01-12,276
2020-01-13,290
2020-01-14,290
2020-01-15,285
2020-01-16,285
2020-01-17,277
2020-01-18,277
2020-01-19,275
2020-01-20,275
2020-01-21,283
2020-01-22,278
2020-01-23,270
2020-01-24,278
2020-01-25,278
2020-01-26,281
2020-01-27,269
2020-01-28,269
2020-01-29,255
2020-01-30,242
2020-01-31,242
2020-02-01,230
2020-02-02,220
2020-02-03,220
2020-02-04,214
2020-02-05,214
2020-02-06,206
2020-02-07,206
2020-02-08,207
2020-02-09,207
2020-02-10,216
2020-02-11,216
2020-02-12,218
2020-02-13,218
2020-02-14,220
2020-02-15,220
2020-02-16,228
2020-02-17,238
2020-02-18,242
2020-02-19,242
2020-02-20,253
2020-02-21,253
2020-02-22,266
2020-02-23,266
2020-02-24,278
2020-02-25,278
2020-02-26,288
2020-02-27,294
2020-02-28,282
2020-02-29,282
2020-03-01,275
2020-03-02,270
2020-03-03,270
2020-03-04,270
2020-03-05,263
2020-03-06,249
2020-03-07,249
2020-03-08,240
2020-03-09,242
2020-03-10,250
2020-03-11,250
2020-03-12,254
2020-03-13,254
2020-03-14,255
2020-03-15,255
2020-03-16,252
2020-03-17,253
2020-03-18,258
2020-03-19,266
2020-03-20,279
2020-03-21,289
2020-03-22,291
2020-03-23,276
2020-03-24,263
2020-03-25,255
2020-03-26,257
2020-03-27,261
2020-03-28,272
2020-03-29,286
2020-03-30,297
2020-03-31,293
2020-04-01,302
2020-04-02,308
2020-04-03,308
2020-04-04,306
2020-04-05,298
2020-04-06,310
2020-04-07,311
2020-04-08,317
2020-04-09,315
2020-04-10,312
2020-04-11,307
2020-04-12,291
2020-04-13,278
2020-04-14,264
2020-04-15,251
2020-04-16,243
2020-04-17,249
2020-04-18,237
2020-04-19,233
2020-04-20,222
2020-04-21,210
2020-04-22,202
2020-04-23,208
2020-04-24,209
2020-04-25,209
2020-04-26,204
2020-04-27,205
2020-04-28,204
2020-04-29,206
2020-04-30,207
2020-05-01,206
2020-05-02,206
2020-05-03,207
2020-05-04,208
2020-05-05,209
2020-05-06,212
2020-05-07,220
2020-05-08,227
2020-05-09,234
2020-05-10,242
2020-05-11,245
2020-05-12,250
2020-05-13,241
