date_obj,Red%20boots price
2015-10-23,1383
2015-10-24,1383
2015-10-25,1385
2015-10-26,1385
2015-10-27,1385
2015-10-29,1389
2015-10-30,1389
2015-10-31,1426
2015-11-01,1426
2015-11-02,1426
2015-11-03,1436
2015-11-04,1436
2015-11-05,1436
2015-11-06,1481
2015-11-07,1481
2015-11-08,1481
2015-11-09,1522
2015-11-10,1522
2015-11-11,1522
2015-11-12,1583
2015-11-13,1583
2015-11-14,1583
2015-11-15,1659
2015-11-16,1659
2015-11-17,1659
2015-11-18,1714
2015-11-19,1714
2015-11-20,1745
2015-11-21,1745
2015-11-22,1745
2015-11-23,1726
2015-11-24,1726
2015-11-25,1693
2015-11-26,1693
2015-11-27,1693
2015-11-28,1694
2015-11-29,1694
2015-11-30,1694
2015-12-01,1666
2015-12-02,1666
2015-12-03,1617
2015-12-04,1617
2015-12-05,1617
2015-12-06,1555
2015-12-07,1555
2015-12-08,1555
2015-12-09,1534
2015-12-10,1534
2015-12-11,1534
2015-12-12,1537
2015-12-13,1537
2015-12-14,1537
2015-12-15,1553
2015-12-16,1553
2015-12-17,1553
2015-12-18,1563
2015-12-19,1563
2015-12-20,1592
2015-12-21,1592
2015-12-22,1592
2015-12-23,1641
2015-12-24,1641
2015-12-25,1641
2015-12-26,1610
2015-12-27,1610
2015-12-28,1641
2015-12-29,1641
2015-12-30,1616
2015-12-31,1616
2016-01-01,1616
2016-01-02,1590
2016-01-03,1590
2016-01-04,1581
2016-01-05,1581
2016-01-06,1581
2016-01-07,1579
2016-01-08,1579
2016-01-09,1579
2016-01-10,1603
2016-01-11,1603
2016-01-12,1588
2016-01-13,1588
2016-01-14,1565
2016-01-15,1565
2016-01-16,1565
2016-01-17,1578
2016-01-18,1578
2016-01-19,1555
2016-01-20,1555
2016-01-21,1505
2016-01-22,1505
2016-01-23,1530
2016-01-24,1530
2016-01-25,1513
2016-01-26,1513
2016-01-27,1482
2016-01-28,1482
2016-01-29,1482
2016-01-30,1497
2016-01-31,1497
2016-02-01,1508
2016-02-02,1508
2016-02-03,1541
2016-02-04,1541
2016-02-05,1541
2016-02-06,1526
2016-02-07,1526
2016-02-08,1526
2016-02-09,1523
2016-02-10,1523
2016-02-11,1531
2016-02-12,1531
2016-02-13,1508
2016-02-14,1508
2016-02-15,1508
2016-02-16,1483
2016-02-17,1483
2016-02-18,1483
2016-02-19,1505
2016-02-20,1505
2016-02-21,1499
2016-02-22,1499
2016-02-23,1499
2016-02-24,1519
2016-02-25,1519
2016-02-26,1510
2016-02-27,1510
2016-02-28,1489
2016-02-29,1489
2016-03-01,1498
2016-03-02,1498
2016-03-03,1513
2016-03-04,1513
2016-03-05,1552
2016-03-06,1552
2016-03-07,1601
2016-03-08,1601
2016-03-09,1619
2016-03-10,1619
2016-03-11,1660
2016-03-12,1660
2016-03-13,1643
2016-03-14,1643
2016-03-15,1605
2016-03-16,1605
2016-03-17,1585
2016-03-18,1585
2016-03-19,1545
2016-03-20,1545
2016-03-21,1531
2016-03-22,1531
2016-03-23,1502
2016-03-24,1502
2016-03-25,1474
2016-03-26,1474
2016-03-27,1448
2016-03-28,1448
2016-03-29,1450
2016-03-30,1450
2016-03-31,1450
2016-04-01,1456
2016-04-02,1456
2016-04-03,1413
2016-04-04,1413
2016-04-05,1413
2016-04-06,1415
2016-04-07,1415
2016-04-08,1475
2016-04-09,1475
2016-04-10,1503
2016-04-11,1503
2016-04-12,1503
2016-04-13,1490
2016-04-14,1490
2016-04-15,1496
2016-04-16,1496
2016-04-17,1535
2016-04-18,1535
2016-04-19,1495
2016-04-20,1495
2016-04-21,1495
2016-04-22,1488
2016-04-23,1488
2016-04-24,1431
2016-04-25,1431
2016-04-26,1399
2016-04-27,1399
2016-04-28,1353
2016-04-29,1353
2016-04-30,1353
2016-05-01,1352
2016-05-02,1352
2016-05-03,1338
2016-05-04,1338
2016-05-05,1342
2016-05-06,1342
2016-05-07,1363
2016-05-08,1363
2016-05-09,1344
2016-05-10,1344
2016-05-11,1301
2016-05-12,1301
2016-05-13,1294
2016-05-14,1294
2016-05-15,1258
2016-05-16,1258
2016-05-17,1274
2016-05-18,1274
2016-05-19,1320
2016-05-22,1287
2016-05-23,1287
2016-05-24,1282
2016-05-25,1282
2016-05-26,1282
2016-05-27,1307
2016-05-28,1307
2016-05-29,1321
2016-05-30,1321
2016-05-31,1321
2016-06-01,1302
2016-06-02,1302
2016-06-03,1302
2016-06-04,1270
2016-06-05,1270
2016-06-06,1280
2016-06-07,1280
2016-06-08,1280
2016-06-09,1284
2016-06-10,1284
2016-06-11,1258
2016-06-12,1258
2016-06-13,1257
2016-06-14,1257
2016-06-15,1238
2016-06-16,1238
2016-06-17,1230
2016-06-18,1230
2016-06-19,1200
2016-06-20,1200
2016-06-21,1155
2016-06-22,1155
2016-06-23,1121
2016-06-24,1121
2016-06-25,1151
2016-06-26,1151
2016-06-27,1151
2016-06-28,1167
2016-06-29,1167
2016-06-30,1192
2016-07-01,1192
2016-07-02,1219
2016-07-03,1219
2016-07-04,1219
2016-07-05,1219
2016-07-06,1236
2016-07-07,1236
2016-07-08,1229
2016-07-09,1229
2016-07-10,1266
2016-07-11,1266
2016-07-12,1290
2016-07-13,1290
2016-07-14,1295
2016-07-15,1295
2016-07-16,1263
2016-07-17,1263
2016-07-18,1284
2016-07-23,1299
2016-07-24,1315
2016-07-25,1315
2016-07-26,1315
2016-07-27,1327
2016-07-28,1327
2016-07-29,1297
2016-07-30,1297
2016-07-31,1297
2016-08-01,1273
2016-08-02,1273
2016-08-03,1290
2016-08-04,1290
2016-08-05,1290
2016-08-06,1293
2016-08-07,1293
2016-08-08,1293
2016-08-09,1313
2016-08-10,1313
2016-08-11,1313
2016-08-12,1313
2016-08-13,1313
2016-08-14,1313
2016-08-15,1359
2016-08-16,1359
2016-08-17,1359
2016-08-18,1386
2016-08-19,1386
2016-08-20,1333
2016-08-21,1333
2016-08-22,1333
2016-08-23,1317
2016-08-24,1317
2016-08-25,1317
2016-08-26,1317
2016-08-28,1335
2016-08-31,1361
2016-09-01,1361
2016-09-02,1372
2016-09-03,1372
2016-09-04,1398
2016-09-05,1398
2016-09-06,1398
2016-09-07,1410
2016-09-08,1410
2016-09-09,1410
2016-09-10,1443
2016-09-11,1443
2016-09-12,1443
2016-09-13,1484
2016-09-14,1484
2016-09-15,1484
2016-09-16,1484
2016-09-17,1503
2016-09-18,1503
2016-09-19,1503
2016-09-20,1515
2016-09-21,1515
2016-09-22,1515
2016-09-23,1550
2016-09-24,1550
2016-09-25,1550
2016-09-26,1550
2016-09-27,1575
2016-09-28,1575
2016-09-29,1575
2016-09-30,1590
2016-10-01,1590
2016-10-02,1590
2016-10-03,1590
2016-10-04,1592
2016-10-05,1592
2016-10-06,1592
2016-10-07,1576
2016-10-08,1576
2016-10-09,1572
2016-10-10,1572
2016-10-11,1572
2016-10-12,1560
2016-10-13,1560
2016-10-14,1560
2016-10-15,1482
2016-10-16,1482
2016-10-17,1452
2016-10-18,1452
2016-10-19,1452
2016-10-20,1440
2016-10-21,1440
2016-10-22,1440
2016-10-23,1438
2016-10-24,1438
2016-10-25,1438
2016-10-26,1435
2016-10-27,1435
2016-10-28,1435
2016-10-29,1463
2016-10-30,1463
2016-10-31,1463
2016-11-01,1471
2016-11-02,1471
2016-11-03,1471
2016-11-04,1471
2016-11-05,1471
2016-11-06,1471
2016-11-07,1457
2016-11-08,1457
2016-11-09,1457
2016-11-10,1487
2016-11-11,1487
2016-11-12,1487
2016-11-13,1506
2016-11-14,1506
2016-12-08,1533
2016-12-09,1533
2016-12-10,1533
2016-12-11,1513
2016-12-12,1513
2016-12-13,1513
2016-12-14,1485
2016-12-15,1485
2016-12-16,1485
2016-12-17,1449
2016-12-18,1449
2016-12-19,1449
2016-12-20,1441
2016-12-21,1441
2016-12-22,1441
2016-12-23,1411
2016-12-24,1411
2016-12-25,1411
2016-12-26,1412
2016-12-27,1412
2016-12-28,1438
2016-12-29,1438
2016-12-30,1438
2016-12-31,1426
2017-01-01,1426
2017-01-02,1373
2017-01-03,1373
2017-01-04,1329
2017-01-05,1329
2017-01-06,1329
2017-01-07,1304
2017-01-08,1304
2017-01-09,1297
2017-01-10,1297
2017-01-11,1311
2017-01-12,1311
2017-01-13,1284
2017-01-14,1284
2017-01-15,1319
2017-01-16,1319
2017-01-17,1308
2017-01-18,1308
2017-01-19,1341
2017-01-20,1341
2017-01-21,1362
2017-01-22,1362
2017-01-27,1366
2017-01-28,1366
2017-01-29,1367
2017-01-30,1367
2017-01-31,1367
2017-02-01,1358
2017-02-02,1358
2017-02-03,1362
2017-02-04,1362
2017-02-05,1351
2017-02-06,1351
2017-02-07,1283
2017-02-08,1283
2017-02-09,1218
2017-02-10,1169
2017-02-11,1169
2017-02-12,1173
2017-02-13,1173
2017-02-14,1199
2017-02-15,1199
2017-02-16,1177
2017-02-18,1229
2017-02-19,1229
2017-02-20,1229
2017-02-21,1229
2017-02-22,1221
2017-02-23,1221
2017-02-24,1221
2017-02-25,1234
2017-02-26,1234
2017-02-27,1234
2017-02-28,1260
2017-03-01,1260
2017-03-02,1293
2017-03-03,1293
2017-03-04,1321
2017-03-05,1321
2017-03-06,1334
2017-03-07,1334
2017-03-08,1334
2017-03-09,1313
2017-03-10,1313
2017-03-11,1335
2017-03-12,1335
2017-03-13,1349
2017-03-14,1349
2017-03-15,1373
2017-03-16,1373
2017-03-17,1400
2017-03-18,1400
2017-03-19,1354
2017-03-20,1354
2017-03-21,1302
2017-03-22,1302
2017-03-23,1301
2017-03-24,1301
2017-03-25,1301
2017-03-26,1263
2017-03-27,1263
2017-03-28,1233
2017-03-29,1233
2017-03-30,1192
2017-03-31,1192
2017-04-01,1221
2017-04-02,1221
2017-04-03,1273
2017-04-04,1273
2017-04-12,1224
2017-04-13,1230
2017-04-14,1230
2017-04-15,1230
2017-04-16,1215
2017-04-17,1215
2017-04-18,1184
2017-04-19,1184
2017-04-20,1171
2017-04-21,1171
2017-04-22,1197
2017-04-23,1197
2017-04-24,1227
2017-04-25,1227
2017-04-26,1227
2017-04-27,1227
2017-04-28,1241
2017-04-29,1241
2017-04-30,1234
2017-05-01,1234
2017-05-02,1269
2017-05-03,1269
2017-05-04,1280
2017-05-05,1280
2017-05-06,1242
2017-05-07,1242
2017-05-08,1237
2017-05-09,1237
2017-05-10,1291
2017-05-11,1291
2017-05-12,1302
2017-05-13,1302
2017-05-14,1280
2017-05-15,1280
2017-05-16,1241
2017-05-17,1241
2017-05-18,1241
2017-05-19,1193
2017-05-20,1193
2017-05-21,1199
2017-05-22,1199
2017-05-23,1203
2017-05-24,1203
2017-05-25,1214
2017-05-26,1214
2017-05-27,1210
2017-05-28,1210
2017-05-29,1210
2017-05-30,1221
2017-05-31,1221
2017-06-01,1217
2017-06-02,1217
2017-06-03,1217
2017-06-06,1220
2017-06-07,1220
2017-06-08,1245
2017-06-09,1245
2017-06-10,1241
2017-06-11,1270
2017-06-12,1270
2017-06-13,1277
2017-06-14,1277
2017-06-15,1277
2017-06-16,1275
2017-06-17,1275
2017-06-18,1301
2017-06-19,1301
2017-06-20,1308
2017-06-21,1308
2017-06-22,1308
2017-06-23,1331
2017-06-24,1331
2017-06-25,1347
2017-06-26,1347
2017-06-27,1396
2017-06-28,1396
2017-06-29,1434
2017-06-30,1434
2017-07-01,1434
2017-07-02,1467
2017-07-03,1467
2017-07-04,1468
2017-07-05,1468
2017-07-06,1468
2017-07-07,1490
2017-07-08,1490
2017-07-13,1459
2017-07-14,1476
2017-07-15,1476
2017-07-16,1476
2017-07-17,1503
2017-07-18,1503
2017-07-19,1503
2017-07-20,1494
2017-07-21,1494
2017-07-22,1430
2017-07-23,1430
2017-07-24,1369
2017-07-25,1369
2017-07-26,1304
2017-07-27,1304
2017-07-28,1272
2017-07-29,1272
2017-07-30,1244
2017-07-31,1244
2017-08-01,1244
2017-08-02,1254
2017-08-03,1254
2017-08-04,1254
2017-08-05,1263
2017-08-06,1263
2017-08-09,1214
2017-08-10,1226
2017-08-11,1226
2017-08-12,1226
2017-08-13,1250
2017-08-14,1250
2017-08-15,1262
2017-08-16,1262
2017-08-17,1278
2017-08-18,1278
2017-08-19,1278
2017-08-20,1289
2017-08-22,1290
2017-08-23,1290
2017-08-24,1290
2017-08-25,1303
2017-08-26,1303
2017-08-27,1339
2017-08-28,1339
2017-08-29,1339
2017-08-30,1367
2017-08-31,1367
2017-09-01,1367
2017-09-02,1364
2017-09-03,1364
2017-09-04,1364
2017-09-05,1342
2017-09-06,1342
2017-09-07,1277
2017-09-08,1277
2017-09-09,1262
2017-09-10,1262
2017-09-11,1218
2017-09-12,1218
2017-09-13,1180
2017-09-14,1180
2017-09-15,1141
2017-09-16,1141
2017-09-17,1116
2017-09-19,1116
2017-09-20,1070
2017-09-21,1070
2017-09-22,1060
2017-09-23,1060
2017-09-24,1060
2017-09-25,1048
2017-09-26,1048
2017-09-27,1048
2017-09-28,1036
2017-09-29,1036
2017-09-30,1043
2017-10-01,1043
2017-10-02,997
2017-10-03,997
2017-10-04,997
2017-10-05,949
2017-10-06,949
2017-10-07,921
2017-10-08,921
2017-10-09,887
2017-10-10,887
2017-10-11,887
2017-10-12,857
2017-10-13,857
2017-10-14,846
2017-10-15,846
2017-10-16,845
2017-10-17,845
2017-10-18,845
2017-10-19,848
2017-10-20,848
2017-10-21,848
2017-10-22,860
2017-10-23,860
2017-10-24,860
2017-10-25,884
2017-10-26,884
2017-10-27,907
2017-10-28,907
2017-10-29,907
2017-10-30,882
2017-10-31,882
2017-11-01,882
2017-11-02,881
2017-11-03,881
2017-11-04,897
2017-11-05,897
2017-11-06,897
2017-11-07,894
2017-11-08,894
2017-11-09,887
2017-11-10,887
2017-11-11,887
2017-11-12,891
2017-11-13,891
2017-11-14,891
2017-11-15,893
2017-11-16,893
2017-11-17,892
2017-11-18,892
2017-11-19,892
2017-11-20,868
2017-11-21,868
2017-11-22,868
2017-11-23,884
2017-11-24,884
2017-11-25,886
2017-11-26,886
2017-11-27,886
2017-11-28,915
2017-11-29,915
2017-11-30,915
2017-12-01,914
2017-12-02,914
2017-12-03,914
2017-12-04,940
2017-12-05,940
2017-12-06,949
2017-12-07,949
2017-12-08,949
2017-12-09,946
2017-12-10,946
2017-12-11,954
2017-12-12,954
2017-12-14,963
2017-12-15,998
2017-12-16,998
2017-12-17,998
2017-12-18,995
2017-12-19,995
2017-12-20,995
2017-12-21,982
2017-12-22,982
2017-12-23,1005
2017-12-24,1005
2017-12-25,1005
2017-12-26,1015
2017-12-27,1015
2017-12-28,1015
2017-12-29,1031
2017-12-30,1031
2017-12-31,1055
2018-01-01,1055
2018-01-02,1067
2018-01-03,1067
2018-01-04,1093
2018-01-05,1093
2018-01-06,1090
2018-01-07,1090
2018-01-08,1043
2018-01-09,1043
2018-01-10,1030
2018-01-11,1030
2018-01-12,1012
2018-01-13,1012
2018-01-14,1033
2018-01-15,1033
2018-01-16,1052
2018-01-17,1052
2018-01-18,1067
2018-01-19,1067
2018-01-20,1067
2018-01-21,1056
2018-01-22,1056
2018-01-23,1040
2018-01-24,1009
2018-01-25,1009
2018-01-26,1043
2018-01-27,1045
2018-01-28,1030
2018-01-29,1038
2018-01-31,1038
2018-02-01,1042
2018-02-02,1042
2018-02-03,1081
2018-02-04,1118
2018-02-05,1118
2018-02-06,1143
2018-02-07,1155
2018-02-08,1155
2018-02-09,1128
2018-02-10,1128
2018-02-11,1129
2018-02-12,1145
2018-02-13,1145
2018-02-14,1147
2018-02-15,1205
2018-02-16,1205
2018-02-17,1250
2018-02-18,1233
2018-02-19,1218
2018-02-20,1218
2018-02-21,1198
2018-02-22,1198
2018-02-23,1171
2018-02-24,1171
2018-02-25,1139
2018-02-26,1151
2018-02-27,1177
2018-02-28,1177
2018-03-01,1183
2018-03-02,1175
2018-03-03,1151
2018-03-04,1151
2018-03-05,1093
2018-03-06,1040
2018-03-07,1027
2018-03-08,1027
2018-03-09,1008
2018-03-10,1008
2018-03-11,957
2018-03-12,912
2018-03-13,912
2018-03-14,921
2018-03-15,921
2018-03-16,935
2018-03-17,949
2018-03-18,949
2018-03-19,972
2018-03-20,994
2018-03-21,994
2018-03-23,1000
2018-03-24,1020
2018-03-26,995
2018-03-27,1014
2018-03-28,1014
2018-03-29,1013
2018-03-30,1013
2018-03-31,1037
2018-04-01,1037
2018-04-02,993
2018-04-03,1001
2018-04-04,1031
2018-04-05,1031
2018-04-06,1061
2018-04-08,1097
2018-04-09,1148
2018-04-10,1148
2018-04-11,1150
2018-04-12,1093
2018-04-13,1093
2018-04-14,1126
2018-04-15,1129
2018-04-16,1129
2018-04-17,1167
2018-04-18,1167
2018-04-19,1140
2018-04-20,1140
2018-04-21,1133
2018-04-23,1151
2018-04-24,1151
2018-04-25,1156
2018-04-26,1156
2018-04-27,1173
2018-04-28,1186
2018-04-29,1186
2018-04-30,1156
2018-05-01,1156
2018-05-02,1180
2018-05-03,1180
2018-05-04,1176
2018-05-05,1137
2018-05-06,1137
2018-05-07,1160
2018-05-08,1160
2018-05-09,1185
2018-05-10,1191
2018-05-11,1191
2018-05-12,1195
2018-05-13,1195
2018-05-14,1183
2018-05-15,1183
2018-05-16,1188
2018-05-17,1188
2018-05-18,1202
2018-05-19,1218
2018-05-20,1218
2018-05-21,1246
2018-05-22,1246
2018-05-23,1224
2018-05-24,1224
2018-05-25,1247
2018-05-26,1268
2018-05-27,1268
2018-05-28,1280
2018-05-29,1256
2018-05-30,1256
2018-05-31,1266
2018-06-01,1266
2018-06-02,1293
2018-06-03,1293
2018-06-04,1308
2018-06-05,1303
2018-06-06,1307
2018-06-07,1307
2018-06-08,1325
2018-06-09,1325
2018-06-10,1278
2018-06-11,1278
2018-06-12,1235
2018-06-13,1188
2018-06-14,1148
2018-06-15,1148
2018-06-16,1164
2018-06-17,1200
2018-06-18,1200
2018-06-19,1174
2018-06-20,1174
2018-06-21,1147
2018-06-22,1148
2018-06-23,1148
2018-06-24,1108
2018-06-25,1108
2018-06-26,1121
2018-06-27,1121
2018-06-28,1154
2018-06-29,1176
2018-06-30,1176
2018-07-01,1225
2018-07-02,1225
2018-07-03,1235
2018-07-04,1235
2018-07-05,1251
2018-07-06,1297
2018-07-07,1297
2018-07-08,1305
2018-07-09,1312
2018-07-10,1312
2018-07-11,1288
2018-07-12,1288
2018-07-13,1244
2018-07-14,1200
2018-07-15,1200
2018-07-16,1146
2018-07-17,1115
2018-07-18,1115
2018-07-19,1110
2018-07-20,1067
2018-07-21,1032
2018-07-22,1028
2018-07-23,1043
2018-07-24,1043
2018-07-25,1052
2018-07-26,1051
2018-07-27,1044
2018-07-28,1044
2018-07-29,1040
2018-07-30,1069
2018-07-31,1039
2018-08-01,1039
2018-08-02,1065
2018-08-03,1065
2018-08-04,1084
2018-08-05,1078
2018-08-06,1066
2018-08-07,1062
2018-08-08,1057
2018-08-09,1057
2018-08-10,1071
2018-08-11,1071
2018-08-12,1087
2018-08-14,1108
2018-08-16,1083
2018-08-17,1089
2018-08-18,1089
2018-08-19,1118
2018-08-20,1154
2018-08-21,1154
2018-08-22,1147
2018-08-23,1142
2018-08-24,1121
2018-08-25,1124
2018-08-26,1180
2018-08-27,1214
2018-08-28,1249
2018-08-29,1290
2018-08-30,1326
2018-08-31,1307
2018-09-01,1301
2018-09-02,1273
2018-09-03,1228
2018-09-04,1210
2018-09-05,1216
2018-09-06,1216
2018-09-07,1158
2018-09-08,1129
2018-09-09,1135
2018-09-10,1155
2018-09-11,1155
2018-09-12,1159
2018-09-13,1175
2018-09-14,1190
2018-09-15,1236
2018-09-16,1236
2018-09-17,1231
2018-09-18,1235
2018-09-19,1231
2018-09-20,1234
2018-09-21,1262
2018-09-22,1288
2018-09-23,1319
2018-09-24,1315
2018-09-25,1315
2018-09-26,1296
2018-09-27,1296
2018-09-28,1304
2018-09-29,1271
2018-09-30,1269
2018-10-02,1312
2018-10-03,1308
2018-10-04,1308
2018-10-05,1266
2018-10-06,1252
2018-10-07,1252
2018-10-08,1261
2018-10-09,1254
2018-10-10,1233
2018-10-11,1227
2018-10-12,1227
2018-10-13,1180
2018-10-14,1151
2018-10-15,1124
2018-10-16,1122
2018-10-17,1083
2018-10-18,1047
2018-10-19,1022
2018-10-20,1022
2018-10-21,1045
2018-10-22,1019
2018-10-23,1019
2018-10-24,1051
2018-10-25,1076
2018-10-26,1081
2018-10-27,1100
2018-10-28,1129
2018-10-29,1129
2018-10-30,1132
2018-10-31,1175
2018-11-01,1206
2018-11-03,1272
2018-11-04,1288
2018-11-05,1259
2018-11-06,1231
2018-11-07,1207
2018-11-08,1189
2018-11-09,1161
2018-11-10,1122
2018-11-11,1114
2018-11-12,1116
2018-11-13,1099
2018-11-14,1118
2018-11-15,1103
2018-11-16,1077
2018-11-17,1053
2018-11-18,1059
2018-11-19,1027
2018-11-20,1064
2018-11-21,1075
2018-11-22,1087
2018-11-23,1048
2018-11-24,1071
2018-11-25,1103
2018-11-26,1126
2018-11-27,1113
2018-11-28,1126
2018-11-29,1102
2018-12-01,1074
2018-12-02,1047
2018-12-03,1018
2018-12-04,1035
2018-12-05,1054
2018-12-07,1076
2018-12-09,972
2018-12-10,925
2018-12-11,935
2018-12-12,941
2018-12-13,949
2018-12-14,985
2018-12-15,1012
2018-12-16,1035
2018-12-17,1039
2018-12-18,1045
2018-12-19,1045
2018-12-20,1026
2018-12-21,986
2018-12-22,983
2018-12-23,991
2018-12-24,1016
2018-12-25,1031
2018-12-26,1059
2018-12-27,1089
2018-12-28,1124
2018-12-29,1172
2018-12-30,1170
2018-12-31,1189
2019-01-01,1243
2019-01-02,1255
2019-01-03,1222
2019-01-04,1230
2019-01-05,1185
2019-01-06,1138
2019-01-08,1060
2019-01-10,956
2019-01-11,908
2019-01-12,897
2019-01-13,885
2019-01-14,850
2019-01-15,825
2019-01-16,830
2019-01-17,850
2019-01-18,844
2019-01-19,840
2019-01-20,829
2019-01-21,859
2019-01-22,864
2019-01-23,861
2019-01-24,877
2019-01-25,883
2019-01-26,866
2019-01-27,910
2019-01-28,921
2019-01-29,914
2019-01-30,912
2019-01-31,917
2019-02-01,888
2019-02-02,891
2019-02-03,910
2019-02-04,910
2019-02-05,936
2019-02-06,962
2019-02-07,955
2019-02-08,940
2019-02-09,928
2019-02-10,923
2019-02-11,876
2019-02-12,850
2019-02-13,863
2019-02-14,863
2019-02-15,871
2019-02-16,867
2019-02-17,852
2019-02-18,839
2019-02-19,842
2019-02-20,867
2019-02-21,874
2019-02-22,908
2019-02-23,920
2019-02-24,943
2019-02-25,981
2019-02-26,982
2019-02-27,956
2019-02-28,956
2019-03-01,962
2019-03-02,946
2019-03-03,948
2019-03-04,960
2019-03-05,988
2019-03-06,1017
2019-03-07,1036
2019-03-08,1036
2019-03-09,1035
2019-03-10,1028
2019-03-11,999
2019-03-12,967
2019-03-13,967
2019-03-14,991
2019-03-15,1030
2019-03-16,1016
2019-03-17,989
2019-03-18,989
2019-03-19,999
2019-03-20,983
2019-03-21,984
2019-03-22,981
2019-03-23,980
2019-03-24,999
2019-03-25,999
2019-03-26,993
2019-03-27,993
2019-03-28,967
2019-03-29,947
2019-03-30,947
2019-03-31,953
2019-04-01,980
2019-04-02,980
2019-04-03,974
2019-04-04,988
2019-04-05,997
2019-04-06,997
2019-04-07,1016
2019-04-08,1026
2019-04-09,1048
2019-04-10,1026
2019-04-11,1027
2019-04-12,991
2019-04-13,955
2019-04-14,937
2019-04-15,937
2019-04-16,974
2019-04-17,974
2019-04-18,975
